chrom,start,end,num,list,ENCFF042WXA_CTCF_sorted.bed,ENCFF090ZJH_CTCF_sorted.bed,ENCFF153CDM_CTCF_sorted.bed,ENCFF179UDP_CTCF_sorted.bed,ENCFF374VTS_CTCF_sorted.bed,ENCFF406IQL_CTCF_sorted.bed,ENCFF447AYX_CTCF_sorted.bed,ENCFF697VGB_CTCF_sorted.bed,ENCFF770ZIZ_CTCF_sorted.bed,ENCFF933UDR_CTCF_sorted.bed,ENCFF942DXM_CTCF_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr11,118791113,118791132,7,"2,3,4,5,9,11,12",0,1,1,1,1,0,0,0,1,0,1,1
chr11,118791132,118791301,8,"1,2,3,4,5,9,11,12",1,1,1,1,1,0,0,0,1,0,1,1
chr11,118791301,118791321,7,"1,3,4,5,9,11,12",1,0,1,1,1,0,0,0,1,0,1,1
chr11,118791321,118791334,6,"1,4,5,9,11,12",1,0,0,1,1,0,0,0,1,0,1,1
chr11,118791334,118791338,5,"1,4,5,11,12",1,0,0,1,1,0,0,0,0,0,1,1
chr11,118791338,118791349,4,"1,4,11,12",1,0,0,1,0,0,0,0,0,0,1,1
chr11,118791349,118791363,3,"1,4,12",1,0,0,1,0,0,0,0,0,0,0,1
chr11,118887761,118887793,6,"3,5,6,9,11,12",0,0,1,0,1,1,0,0,1,0,1,1
chr11,118887793,118887963,7,"3,5,6,7,9,11,12",0,0,1,0,1,1,1,0,1,0,1,1
chr11,118887963,118887967,6,"3,5,6,9,11,12",0,0,1,0,1,1,0,0,1,0,1,1
chr11,118887967,118887971,4,"3,5,6,12",0,0,1,0,1,1,0,0,0,0,0,1
chr11,118887971,118887976,3,"3,6,12",0,0,1,0,0,1,0,0,0,0,0,1
chr11,118887976,118888072,2,"6,12",0,0,0,0,0,1,0,0,0,0,0,1
chr11,118925883,118925909,2,"6,12",0,0,0,0,0,1,0,0,0,0,0,1
chr11,118925909,118925915,3,"3,6,12",0,0,1,0,0,1,0,0,0,0,0,1
chr11,118925915,118925925,4,"3,6,10,12",0,0,1,0,0,1,0,0,0,1,0,1
chr11,118925925,118925945,5,"1,3,6,10,12",1,0,1,0,0,1,0,0,0,1,0,1
chr11,118925945,118925947,6,"1,3,5,6,10,12",1,0,1,0,1,1,0,0,0,1,0,1
chr11,118925947,118925954,7,"1,3,5,6,8,10,12",1,0,1,0,1,1,0,1,0,1,0,1
chr11,118925954,118925967,8,"1,2,3,5,6,8,10,12",1,1,1,0,1,1,0,1,0,1,0,1
chr11,118925967,118925968,9,"1,2,3,5,6,8,10,11,12",1,1,1,0,1,1,0,1,0,1,1,1
chr11,118925968,118925969,10,"1,2,3,5,6,7,8,10,11,12",1,1,1,0,1,1,1,1,0,1,1,1
chr11,118925969,118925978,11,"1,2,3,5,6,7,8,9,10,11,12",1,1,1,0,1,1,1,1,1,1,1,1
chr11,118925978,118926080,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr11,118926080,118926103,11,"1,2,3,4,5,6,7,8,9,10,12",1,1,1,1,1,1,1,1,1,1,0,1
chr11,118926103,118926125,10,"1,2,3,4,5,6,7,8,10,12",1,1,1,1,1,1,1,1,0,1,0,1
chr11,118928078,118928100,3,"6,10,12",0,0,0,0,0,1,0,0,0,1,0,1
chr11,118928100,118928125,4,"5,6,10,12",0,0,0,0,1,1,0,0,0,1,0,1
chr11,118928125,118928136,5,"5,6,10,11,12",0,0,0,0,1,1,0,0,0,1,1,1
chr11,118928136,118928141,6,"4,5,6,10,11,12",0,0,0,1,1,1,0,0,0,1,1,1
chr11,118928141,118928151,7,"1,4,5,6,10,11,12",1,0,0,1,1,1,0,0,0,1,1,1
chr11,118928151,118928156,8,"1,3,4,5,6,10,11,12",1,0,1,1,1,1,0,0,0,1,1,1
chr11,118928156,118928160,9,"1,3,4,5,6,9,10,11,12",1,0,1,1,1,1,0,0,1,1,1,1
chr11,118928160,118928161,10,"1,3,4,5,6,8,9,10,11,12",1,0,1,1,1,1,0,1,1,1,1,1
chr11,118928161,118928170,11,"1,2,3,4,5,6,8,9,10,11,12",1,1,1,1,1,1,0,1,1,1,1,1
chr11,118928170,118928277,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr11,118928277,118928278,11,"2,3,4,5,6,7,8,9,10,11,12",0,1,1,1,1,1,1,1,1,1,1,1
chr11,118928278,118928289,10,"2,3,4,5,6,7,8,10,11,12",0,1,1,1,1,1,1,1,0,1,1,1
chr11,118928289,118928292,9,"2,3,4,5,6,8,10,11,12",0,1,1,1,1,1,0,1,0,1,1,1
chr11,118928292,118928298,7,"3,4,5,6,10,11,12",0,0,1,1,1,1,0,0,0,1,1,1
chr11,118928298,118928301,6,"3,5,6,10,11,12",0,0,1,0,1,1,0,0,0,1,1,1
chr11,118928301,118928306,4,"5,6,10,12",0,0,0,0,1,1,0,0,0,1,0,1
chr11,118928306,118928358,3,"6,10,12",0,0,0,0,0,1,0,0,0,1,0,1
chr11,118980526,118980547,2,"5,12",0,0,0,0,1,0,0,0,0,0,0,1
chr11,118980547,118980770,3,"5,11,12",0,0,0,0,1,0,0,0,0,0,1,1
chr11,118980770,118980772,2,"11,12",0,0,0,0,0,0,0,0,0,0,1,1
chr11,118997911,118998131,2,"3,12",0,0,1,0,0,0,0,0,0,0,0,1
chr11,119030853,119030918,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,119030918,119030933,4,"5,6,10,12",0,0,0,0,1,1,0,0,0,1,0,1
chr11,119030933,119030948,5,"5,6,10,11,12",0,0,0,0,1,1,0,0,0,1,1,1
chr11,119030948,119030958,6,"4,5,6,10,11,12",0,0,0,1,1,1,0,0,0,1,1,1
chr11,119030958,119030964,7,"3,4,5,6,10,11,12",0,0,1,1,1,1,0,0,0,1,1,1
chr11,119030964,119030965,8,"1,3,4,5,6,10,11,12",1,0,1,1,1,1,0,0,0,1,1,1
chr11,119030965,119030978,9,"1,3,4,5,6,9,10,11,12",1,0,1,1,1,1,0,0,1,1,1,1
chr11,119030978,119030980,10,"1,3,4,5,6,7,9,10,11,12",1,0,1,1,1,1,1,0,1,1,1,1
chr11,119030980,119030981,11,"1,2,3,4,5,6,7,9,10,11,12",1,1,1,1,1,1,1,0,1,1,1,1
chr11,119030981,119031086,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr11,119031086,119031094,11,"1,2,3,4,5,6,7,8,10,11,12",1,1,1,1,1,1,1,1,0,1,1,1
chr11,119031094,119031105,9,"1,3,4,5,6,8,10,11,12",1,0,1,1,1,1,0,1,0,1,1,1
chr11,119031105,119031106,8,"1,4,5,6,8,10,11,12",1,0,0,1,1,1,0,1,0,1,1,1
chr11,119031106,119031111,7,"4,5,6,8,10,11,12",0,0,0,1,1,1,0,1,0,1,1,1
chr11,119031111,119031122,6,"4,5,6,10,11,12",0,0,0,1,1,1,0,0,0,1,1,1
chr11,119031122,119031128,5,"5,6,10,11,12",0,0,0,0,1,1,0,0,0,1,1,1
chr11,119031128,119031133,4,"5,6,10,12",0,0,0,0,1,1,0,0,0,1,0,1
chr11,119031133,119031158,3,"6,10,12",0,0,0,0,0,1,0,0,0,1,0,1
chr11,119056981,119056982,2,"9,12",0,0,0,0,0,0,0,0,1,0,0,1
chr11,119056982,119057083,3,"3,9,12",0,0,1,0,0,0,0,0,1,0,0,1
chr11,119057083,119057203,4,"3,5,9,12",0,0,1,0,1,0,0,0,1,0,0,1
chr11,119057203,119057221,3,"3,9,12",0,0,1,0,0,0,0,0,1,0,0,1
chr11,119057221,119057232,2,"3,12",0,0,1,0,0,0,0,0,0,0,0,1
chr11,119057381,119057472,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,119057472,119057476,3,"9,10,12",0,0,0,0,0,0,0,0,1,1,0,1
chr11,119057476,119057481,4,"5,9,10,12",0,0,0,0,1,0,0,0,1,1,0,1
chr11,119057481,119057488,5,"1,5,9,10,12",1,0,0,0,1,0,0,0,1,1,0,1
chr11,119057488,119057498,6,"1,5,9,10,11,12",1,0,0,0,1,0,0,0,1,1,1,1
chr11,119057498,119057518,7,"1,3,5,9,10,11,12",1,0,1,0,1,0,0,0,1,1,1,1
chr11,119057518,119057712,8,"1,3,5,6,9,10,11,12",1,0,1,0,1,1,0,0,1,1,1,1
chr11,119057712,119057720,7,"1,3,5,6,10,11,12",1,0,1,0,1,1,0,0,0,1,1,1
chr11,119057720,119057724,6,"1,3,6,10,11,12",1,0,1,0,0,1,0,0,0,1,1,1
chr11,119057724,119057731,5,"1,3,6,10,12",1,0,1,0,0,1,0,0,0,1,0,1
chr11,119057731,119057748,4,"3,6,10,12",0,0,1,0,0,1,0,0,0,1,0,1
chr11,119057748,119057760,3,"6,10,12",0,0,0,0,0,1,0,0,0,1,0,1
chr11,119094906,119094908,6,"1,3,4,6,10,12",1,0,1,1,0,1,0,0,0,1,0,1
chr11,119094908,119094928,7,"1,2,3,4,6,10,12",1,1,1,1,0,1,0,0,0,1,0,1
chr11,119094928,119094931,8,"1,2,3,4,6,8,10,12",1,1,1,1,0,1,0,1,0,1,0,1
chr11,119094931,119094935,9,"1,2,3,4,5,6,8,10,12",1,1,1,1,1,1,0,1,0,1,0,1
chr11,119094935,119094946,10,"1,2,3,4,5,6,7,8,10,12",1,1,1,1,1,1,1,1,0,1,0,1
chr11,119094946,119094952,11,"1,2,3,4,5,6,7,8,9,10,12",1,1,1,1,1,1,1,1,1,1,0,1
chr11,119094952,119095014,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr11,119095014,119095054,11,"1,2,3,4,5,6,7,8,9,10,12",1,1,1,1,1,1,1,1,1,1,0,1
chr11,119095054,119095104,10,"1,2,3,4,5,6,7,8,10,12",1,1,1,1,1,1,1,1,0,1,0,1
chr11,119095104,119095105,9,"1,3,4,5,6,7,8,10,12",1,0,1,1,1,1,1,1,0,1,0,1
chr11,119095105,119095128,8,"1,3,4,5,6,8,10,12",1,0,1,1,1,1,0,1,0,1,0,1
chr11,119095128,119095135,7,"1,3,4,5,6,10,12",1,0,1,1,1,1,0,0,0,1,0,1
chr11,119095135,119095146,5,"3,4,6,10,12",0,0,1,1,0,1,0,0,0,1,0,1
chr11,119095146,119095173,4,"4,6,10,12",0,0,0,1,0,1,0,0,0,1,0,1
chr11,119095173,119095203,3,"6,10,12",0,0,0,0,0,1,0,0,0,1,0,1
chr11,119095203,119095221,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,119095313,119095455,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,119095650,119095670,2,"3,12",0,0,1,0,0,0,0,0,0,0,0,1
chr11,119095670,119095701,3,"3,11,12",0,0,1,0,0,0,0,0,0,0,1,1
chr11,119095701,119095843,4,"3,7,11,12",0,0,1,0,0,0,1,0,0,0,1,1
chr11,119101761,119101766,2,"3,12",0,0,1,0,0,0,0,0,0,0,0,1
chr11,119144895,119144927,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,119144927,119144965,3,"5,10,12",0,0,0,0,1,0,0,0,0,1,0,1
chr11,119144965,119144967,4,"5,8,10,12",0,0,0,0,1,0,0,1,0,1,0,1
chr11,119144967,119144975,5,"2,5,8,10,12",0,1,0,0,1,0,0,1,0,1,0,1
chr11,119144975,119144979,6,"2,5,7,8,10,12",0,1,0,0,1,0,1,1,0,1,0,1
chr11,119144979,119144992,7,"2,4,5,7,8,10,12",0,1,0,1,1,0,1,1,0,1,0,1
chr11,119144992,119145012,8,"2,4,5,6,7,8,10,12",0,1,0,1,1,1,1,1,0,1,0,1
chr11,119145012,119145013,9,"2,4,5,6,7,8,10,11,12",0,1,0,1,1,1,1,1,0,1,1,1
chr11,119145013,119145029,10,"2,3,4,5,6,7,8,10,11,12",0,1,1,1,1,1,1,1,0,1,1,1
chr11,119145029,119145047,11,"2,3,4,5,6,7,8,9,10,11,12",0,1,1,1,1,1,1,1,1,1,1,1
chr11,119145047,119145106,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr11,119145106,119145110,11,"1,2,4,5,6,7,8,9,10,11,12",1,1,0,1,1,1,1,1,1,1,1,1
chr11,119145110,119145113,10,"1,2,5,6,7,8,9,10,11,12",1,1,0,0,1,1,1,1,1,1,1,1
chr11,119145113,119145116,9,"1,2,5,6,7,8,9,10,12",1,1,0,0,1,1,1,1,1,1,0,1
chr11,119145116,119145128,8,"1,2,5,6,7,8,10,12",1,1,0,0,1,1,1,1,0,1,0,1
chr11,119145128,119145145,7,"2,5,6,7,8,10,12",0,1,0,0,1,1,1,1,0,1,0,1
chr11,119145145,119145152,6,"2,5,6,8,10,12",0,1,0,0,1,1,0,1,0,1,0,1
chr11,119145152,119145163,5,"2,5,8,10,12",0,1,0,0,1,0,0,1,0,1,0,1
chr11,119145163,119145165,4,"5,8,10,12",0,0,0,0,1,0,0,1,0,1,0,1
chr11,119145165,119145171,3,"5,10,12",0,0,0,0,1,0,0,0,0,1,0,1
chr11,119145171,119145178,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,119196950,119196957,2,"4,12",0,0,0,1,0,0,0,0,0,0,0,1
chr11,119196957,119196967,3,"1,4,12",1,0,0,1,0,0,0,0,0,0,0,1
chr11,119196967,119196987,4,"1,4,6,12",1,0,0,1,0,1,0,0,0,0,0,1
chr11,119196987,119196994,5,"1,4,6,10,12",1,0,0,1,0,1,0,0,0,1,0,1
chr11,119196994,119196996,6,"1,3,4,6,10,12",1,0,1,1,0,1,0,0,0,1,0,1
chr11,119196996,119197000,7,"1,3,4,6,10,11,12",1,0,1,1,0,1,0,0,0,1,1,1
chr11,119197000,119197009,8,"1,3,4,5,6,10,11,12",1,0,1,1,1,1,0,0,0,1,1,1
chr11,119197009,119197023,9,"1,3,4,5,6,9,10,11,12",1,0,1,1,1,1,0,0,1,1,1,1
chr11,119197023,119197037,10,"1,3,4,5,6,8,9,10,11,12",1,0,1,1,1,1,0,1,1,1,1,1
chr11,119197037,119197043,11,"1,3,4,5,6,7,8,9,10,11,12",1,0,1,1,1,1,1,1,1,1,1,1
chr11,119197043,119197099,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr11,119197099,119197116,11,"1,2,3,4,5,6,8,9,10,11,12",1,1,1,1,1,1,0,1,1,1,1,1
chr11,119197116,119197123,10,"1,3,4,5,6,8,9,10,11,12",1,0,1,1,1,1,0,1,1,1,1,1
chr11,119197123,119197124,9,"1,3,4,5,6,9,10,11,12",1,0,1,1,1,1,0,0,1,1,1,1
chr11,119197124,119197141,8,"1,3,4,6,9,10,11,12",1,0,1,1,0,1,0,0,1,1,1,1
chr11,119197141,119197145,7,"1,3,4,6,10,11,12",1,0,1,1,0,1,0,0,0,1,1,1
chr11,119197145,119197167,6,"1,4,6,10,11,12",1,0,0,1,0,1,0,0,0,1,1,1
chr11,119197167,119197197,5,"1,4,6,10,12",1,0,0,1,0,1,0,0,0,1,0,1
chr11,119197197,119197207,4,"1,4,10,12",1,0,0,1,0,0,0,0,0,1,0,1
chr11,119197207,119197225,3,"4,10,12",0,0,0,1,0,0,0,0,0,1,0,1
chr11,119205806,119205836,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,119205836,119205850,3,"6,10,12",0,0,0,0,0,1,0,0,0,1,0,1
chr11,119205850,119205857,4,"6,7,10,12",0,0,0,0,0,1,1,0,0,1,0,1
chr11,119205857,119205858,5,"6,7,10,11,12",0,0,0,0,0,1,1,0,0,1,1,1
chr11,119205858,119205859,6,"5,6,7,10,11,12",0,0,0,0,1,1,1,0,0,1,1,1
chr11,119205859,119205869,7,"1,5,6,7,10,11,12",1,0,0,0,1,1,1,0,0,1,1,1
chr11,119205869,119205871,8,"1,3,5,6,7,10,11,12",1,0,1,0,1,1,1,0,0,1,1,1
chr11,119205871,119205889,9,"1,3,4,5,6,7,10,11,12",1,0,1,1,1,1,1,0,0,1,1,1
chr11,119205889,119205893,10,"1,2,3,4,5,6,7,10,11,12",1,1,1,1,1,1,1,0,0,1,1,1
chr11,119205893,119205926,11,"1,2,3,4,5,6,7,8,10,11,12",1,1,1,1,1,1,1,1,0,1,1,1
chr11,119205926,119205938,10,"1,2,3,4,5,7,8,10,11,12",1,1,1,1,1,0,1,1,0,1,1,1
chr11,119205938,119205942,11,"1,2,3,4,5,7,8,9,10,11,12",1,1,1,1,1,0,1,1,1,1,1,1
chr11,119205942,119205957,10,"1,3,4,5,7,8,9,10,11,12",1,0,1,1,1,0,1,1,1,1,1,1
chr11,119205957,119206010,9,"1,3,4,5,7,9,10,11,12",1,0,1,1,1,0,1,0,1,1,1,1
chr11,119206010,119206020,8,"1,3,4,5,7,10,11,12",1,0,1,1,1,0,1,0,0,1,1,1
chr11,119206020,119206028,7,"1,3,4,5,10,11,12",1,0,1,1,1,0,0,0,0,1,1,1
chr11,119206028,119206036,6,"1,4,5,10,11,12",1,0,0,1,1,0,0,0,0,1,1,1
chr11,119206036,119206040,5,"1,4,5,10,12",1,0,0,1,1,0,0,0,0,1,0,1
chr11,119206040,119206044,4,"4,5,10,12",0,0,0,1,1,0,0,0,0,1,0,1
chr11,119206044,119206053,3,"5,10,12",0,0,0,0,1,0,0,0,0,1,0,1
chr11,119206053,119206113,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,119339893,119339949,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,119339949,119339954,3,"5,10,12",0,0,0,0,1,0,0,0,0,1,0,1
chr11,119339954,119339970,4,"5,9,10,12",0,0,0,0,1,0,0,0,1,1,0,1
chr11,119339970,119339971,5,"1,5,9,10,12",1,0,0,0,1,0,0,0,1,1,0,1
chr11,119339971,119339984,6,"1,3,5,9,10,12",1,0,1,0,1,0,0,0,1,1,0,1
chr11,119339984,119339986,7,"1,3,4,5,9,10,12",1,0,1,1,1,0,0,0,1,1,0,1
chr11,119339986,119340007,8,"1,3,4,5,6,9,10,12",1,0,1,1,1,1,0,0,1,1,0,1
chr11,119340007,119340070,9,"1,3,4,5,6,9,10,11,12",1,0,1,1,1,1,0,0,1,1,1,1
chr11,119340070,119340076,10,"1,2,3,4,5,6,9,10,11,12",1,1,1,1,1,1,0,0,1,1,1,1
chr11,119340076,119340087,11,"1,2,3,4,5,6,8,9,10,11,12",1,1,1,1,1,1,0,1,1,1,1,1
chr11,119340087,119340150,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr11,119340150,119340156,11,"1,2,3,5,6,7,8,9,10,11,12",1,1,1,0,1,1,1,1,1,1,1,1
chr11,119340156,119340158,10,"1,2,3,5,6,7,9,10,11,12",1,1,1,0,1,1,1,0,1,1,1,1
chr11,119340158,119340161,9,"1,2,3,5,6,9,10,11,12",1,1,1,0,1,1,0,0,1,1,1,1
chr11,119340161,119340165,8,"1,2,3,5,6,9,10,12",1,1,1,0,1,1,0,0,1,1,0,1
chr11,119340165,119340169,7,"1,2,3,5,9,10,12",1,1,1,0,1,0,0,0,1,1,0,1
chr11,119340169,119340175,6,"1,3,5,9,10,12",1,0,1,0,1,0,0,0,1,1,0,1
chr11,119340175,119340192,5,"3,5,9,10,12",0,0,1,0,1,0,0,0,1,1,0,1
chr11,119340192,119340194,4,"3,9,10,12",0,0,1,0,0,0,0,0,1,1,0,1
chr11,119340194,119340221,3,"3,10,12",0,0,1,0,0,0,0,0,0,1,0,1
chr11,119340221,119340257,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,119356755,119356766,3,"6,10,12",0,0,0,0,0,1,0,0,0,1,0,1
chr11,119356766,119356771,4,"4,6,10,12",0,0,0,1,0,1,0,0,0,1,0,1
chr11,119356771,119356777,5,"4,6,9,10,12",0,0,0,1,0,1,0,0,1,1,0,1
chr11,119356777,119356783,6,"4,5,6,9,10,12",0,0,0,1,1,1,0,0,1,1,0,1
chr11,119356783,119356795,7,"1,4,5,6,9,10,12",1,0,0,1,1,1,0,0,1,1,0,1
chr11,119356795,119356812,8,"1,4,5,6,9,10,11,12",1,0,0,1,1,1,0,0,1,1,1,1
chr11,119356812,119356824,9,"1,3,4,5,6,9,10,11,12",1,0,1,1,1,1,0,0,1,1,1,1
chr11,119356824,119356826,10,"1,3,4,5,6,8,9,10,11,12",1,0,1,1,1,1,0,1,1,1,1,1
chr11,119356826,119356928,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr11,119356928,119356933,11,"1,2,3,4,5,6,8,9,10,11,12",1,1,1,1,1,1,0,1,1,1,1,1
chr11,119356933,119356935,9,"1,2,4,5,6,8,10,11,12",1,1,0,1,1,1,0,1,0,1,1,1
chr11,119356935,119356937,7,"1,2,5,6,10,11,12",1,1,0,0,1,1,0,0,0,1,1,1
chr11,119356937,119356938,6,"2,5,6,10,11,12",0,1,0,0,1,1,0,0,0,1,1,1
chr11,119356938,119356939,5,"2,5,10,11,12",0,1,0,0,1,0,0,0,0,1,1,1
chr11,119356939,119356949,4,"5,10,11,12",0,0,0,0,1,0,0,0,0,1,1,1
chr11,119356949,119356976,3,"5,10,12",0,0,0,0,1,0,0,0,0,1,0,1
chr11,119356976,119356997,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,119381509,119381551,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,119381551,119381578,3,"5,10,12",0,0,0,0,1,0,0,0,0,1,0,1
chr11,119381578,119381580,4,"5,10,11,12",0,0,0,0,1,0,0,0,0,1,1,1
chr11,119381580,119381587,5,"3,5,10,11,12",0,0,1,0,1,0,0,0,0,1,1,1
chr11,119381587,119381591,6,"3,5,7,10,11,12",0,0,1,0,1,0,1,0,0,1,1,1
chr11,119381591,119381599,7,"3,5,7,9,10,11,12",0,0,1,0,1,0,1,0,1,1,1,1
chr11,119381599,119381607,8,"3,5,6,7,9,10,11,12",0,0,1,0,1,1,1,0,1,1,1,1
chr11,119381607,119381619,9,"3,4,5,6,7,9,10,11,12",0,0,1,1,1,1,1,0,1,1,1,1
chr11,119381619,119381622,10,"1,3,4,5,6,7,9,10,11,12",1,0,1,1,1,1,1,0,1,1,1,1
chr11,119381622,119381661,11,"1,2,3,4,5,6,7,9,10,11,12",1,1,1,1,1,1,1,0,1,1,1,1
chr11,119381661,119381714,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr11,119381714,119381726,11,"1,2,3,4,5,6,7,9,10,11,12",1,1,1,1,1,1,1,0,1,1,1,1
chr11,119381726,119381744,10,"1,3,4,5,6,7,9,10,11,12",1,0,1,1,1,1,1,0,1,1,1,1
chr11,119381744,119381750,9,"1,4,5,6,7,9,10,11,12",1,0,0,1,1,1,1,0,1,1,1,1
chr11,119381750,119381757,8,"1,4,5,6,7,10,11,12",1,0,0,1,1,1,1,0,0,1,1,1
chr11,119381757,119381769,7,"1,4,5,6,10,11,12",1,0,0,1,1,1,0,0,0,1,1,1
chr11,119381769,119381771,6,"1,4,5,6,10,12",1,0,0,1,1,1,0,0,0,1,0,1
chr11,119381771,119381779,5,"4,5,6,10,12",0,0,0,1,1,1,0,0,0,1,0,1
chr11,119381779,119381781,4,"5,6,10,12",0,0,0,0,1,1,0,0,0,1,0,1
chr11,119381781,119381797,3,"6,10,12",0,0,0,0,0,1,0,0,0,1,0,1
chr11,119381797,119381881,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,120210760,120211010,2,"1,12",1,0,0,0,0,0,0,0,0,0,0,1
chr11,120211030,120211189,2,"5,12",0,0,0,0,1,0,0,0,0,0,0,1
chr11,120336071,120336079,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr11,120336079,120336087,11,"1,2,3,4,5,6,7,8,10,11,12",1,1,1,1,1,1,1,1,0,1,1,1
chr11,120336087,120336098,10,"1,2,3,4,5,6,8,10,11,12",1,1,1,1,1,1,0,1,0,1,1,1
chr11,120336098,120336111,9,"1,3,4,5,6,8,10,11,12",1,0,1,1,1,1,0,1,0,1,1,1
chr11,120336111,120336114,8,"1,3,4,5,6,8,10,12",1,0,1,1,1,1,0,1,0,1,0,1
chr11,120336114,120336117,7,"3,4,5,6,8,10,12",0,0,1,1,1,1,0,1,0,1,0,1
chr11,120336117,120336129,6,"4,5,6,8,10,12",0,0,0,1,1,1,0,1,0,1,0,1
chr11,120336129,120336163,5,"4,5,6,10,12",0,0,0,1,1,1,0,0,0,1,0,1
chr11,120336163,120336164,4,"4,6,10,12",0,0,0,1,0,1,0,0,0,1,0,1
chr11,120336164,120336185,3,"4,6,12",0,0,0,1,0,1,0,0,0,0,0,1
chr11,120336185,120336215,2,"4,12",0,0,0,1,0,0,0,0,0,0,0,1
chr11,120511117,120511139,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,120511139,120511141,3,"5,10,12",0,0,0,0,1,0,0,0,0,1,0,1
chr11,120511141,120511144,4,"5,7,10,12",0,0,0,0,1,0,1,0,0,1,0,1
chr11,120511144,120511147,5,"1,5,7,10,12",1,0,0,0,1,0,1,0,0,1,0,1
chr11,120511147,120511152,6,"1,5,6,7,10,12",1,0,0,0,1,1,1,0,0,1,0,1
chr11,120511152,120511166,7,"1,5,6,7,9,10,12",1,0,0,0,1,1,1,0,1,1,0,1
chr11,120511166,120511169,9,"1,2,4,5,6,7,9,10,12",1,1,0,1,1,1,1,0,1,1,0,1
chr11,120511169,120511177,10,"1,2,4,5,6,7,9,10,11,12",1,1,0,1,1,1,1,0,1,1,1,1
chr11,120511177,120511195,11,"1,2,3,4,5,6,7,9,10,11,12",1,1,1,1,1,1,1,0,1,1,1,1
chr11,120511195,120511279,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr11,120511279,120511291,11,"1,2,3,4,5,6,7,9,10,11,12",1,1,1,1,1,1,1,0,1,1,1,1
chr11,120511291,120511298,10,"1,2,3,4,5,7,9,10,11,12",1,1,1,1,1,0,1,0,1,1,1,1
chr11,120511298,120511311,9,"1,3,4,5,7,9,10,11,12",1,0,1,1,1,0,1,0,1,1,1,1
chr11,120511311,120511312,8,"1,3,4,5,9,10,11,12",1,0,1,1,1,0,0,0,1,1,1,1
chr11,120511312,120511315,7,"3,4,5,9,10,11,12",0,0,1,1,1,0,0,0,1,1,1,1
chr11,120511315,120511318,6,"4,5,9,10,11,12",0,0,0,1,1,0,0,0,1,1,1,1
chr11,120511318,120511325,5,"5,9,10,11,12",0,0,0,0,1,0,0,0,1,1,1,1
chr11,120511325,120511326,4,"5,9,10,12",0,0,0,0,1,0,0,0,1,1,0,1
chr11,120511326,120511362,3,"5,10,12",0,0,0,0,1,0,0,0,0,1,0,1
chr11,120511362,120511388,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr11,124876290,124876296,2,"5,12",0,0,0,0,1,0,0,0,0,0,0,1
chr11,124876296,124876339,3,"5,10,12",0,0,0,0,1,0,0,0,0,1,0,1
chr11,124876339,124876342,4,"5,7,10,12",0,0,0,0,1,0,1,0,0,1,0,1
chr11,124876342,124876350,5,"5,7,8,10,12",0,0,0,0,1,0,1,1,0,1,0,1
chr11,124876350,124876357,6,"5,7,8,9,10,12",0,0,0,0,1,0,1,1,1,1,0,1
chr11,124876357,124876373,7,"5,7,8,9,10,11,12",0,0,0,0,1,0,1,1,1,1,1,1
chr11,124876373,124876377,8,"1,5,7,8,9,10,11,12",1,0,0,0,1,0,1,1,1,1,1,1
