chrom,start,end,num,list,ENCFF046UEE_RFX5_sorted.bed,ENCFF404XDD_RFX5_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr11,117327994,117328009,2,"2,3",0,1,1
chr11,119057215,119057579,2,"1,3",1,0,1
chr11,119084914,119085278,2,"2,3",0,1,1
chr11,119381605,119381969,2,"1,3",1,0,1
chr11,125111561,125111610,2,"1,3",1,0,1
chr11,125111610,125111925,3,"1,2,3",1,1,1
chr11,125111925,125111974,2,"2,3",0,1,1
chr11,126268780,126269144,2,"2,3",0,1,1
chr11,130002527,130002550,2,"1,3",1,0,1
chr11,130002550,130003373,3,"1,2,3",1,1,1
chr11,130003373,130003441,2,"1,3",1,0,1
chr12,219842,220228,2,"1,3",1,0,1
chr12,389159,389523,2,"1,3",1,0,1
chr12,569818,570112,2,"1,3",1,0,1
chr12,751157,751428,2,"2,3",0,1,1
chr12,2812414,2812542,2,"1,3",1,0,1
chr12,2890605,2890642,2,"2,3",0,1,1
chr12,2890642,2891006,3,"1,2,3",1,1,1
chr12,2891006,2891178,2,"2,3",0,1,1
chr12,4320936,4321502,2,"1,3",1,0,1
chr12,6430605,6430969,2,"1,3",1,0,1
chr12,6493168,6493532,2,"1,3",1,0,1
chr12,6493856,6493917,2,"2,3",0,1,1
chr12,6493917,6494220,3,"1,2,3",1,1,1
chr12,6494220,6494331,2,"1,3",1,0,1
chr12,6534160,6534524,2,"1,3",1,0,1
chr12,6663188,6663552,2,"2,3",0,1,1
chr12,6723825,6724189,2,"1,3",1,0,1
chr12,6764091,6764095,2,"1,3",1,0,1
chr12,6764095,6764706,3,"1,2,3",1,1,1
chr12,6764706,6764730,2,"1,3",1,0,1
chr12,6943476,6943685,3,"1,2,3",1,1,1
chr12,6943736,6943762,3,"1,2,3",1,1,1
chr12,6943762,6944004,2,"1,3",1,0,1
chr12,6970882,6971195,2,"2,3",0,1,1
chr12,7162647,7162912,2,"1,3",1,0,1
chr12,8082012,8082376,2,"2,3",0,1,1
chr12,10212467,10212609,2,"1,3",1,0,1
chr12,10212720,10212831,2,"1,3",1,0,1
chr12,10613290,10613406,2,"2,3",0,1,1
chr12,10613406,10613770,3,"1,2,3",1,1,1
chr12,10613770,10613803,2,"2,3",0,1,1
chr12,12803316,12803518,2,"1,3",1,0,1
chr12,14365361,14365844,2,"1,3",1,0,1
chr12,14774298,14774662,2,"1,3",1,0,1
chr12,21501442,21501555,2,"1,3",1,0,1
chr12,21501555,21501806,3,"1,2,3",1,1,1
chr12,21501806,21501919,2,"2,3",0,1,1
chr12,31325863,31325964,2,"2,3",0,1,1
chr12,31325964,31326328,3,"1,2,3",1,1,1
chr12,31326328,31326408,2,"2,3",0,1,1
chr12,31589785,31590021,2,"1,3",1,0,1
chr12,31728901,31728922,2,"2,3",0,1,1
chr12,31728922,31729286,3,"1,2,3",1,1,1
chr12,31729286,31729464,2,"2,3",0,1,1
chr12,31732973,31733292,2,"1,3",1,0,1
chr12,31749234,31749598,2,"2,3",0,1,1
chr12,31959021,31959477,2,"2,3",0,1,1
chr12,31959477,31959513,3,"1,2,3",1,1,1
chr12,31959513,31959841,2,"1,3",1,0,1
chr12,32115775,32115781,2,"2,3",0,1,1
chr12,32115781,32116139,3,"1,2,3",1,1,1
chr12,32116139,32116145,2,"1,3",1,0,1
chr12,32679047,32679411,2,"1,3",1,0,1
chr12,38904820,38905074,2,"1,3",1,0,1
chr12,45215670,45216389,2,"1,3",1,0,1
chr12,46383785,46384149,2,"2,3",0,1,1
chr12,48183463,48184043,2,"1,3",1,0,1
chr12,48853275,48853549,2,"1,3",1,0,1
chr12,48865755,48865758,2,"1,3",1,0,1
chr12,48865758,48866119,3,"1,2,3",1,1,1
chr12,48866119,48866122,2,"2,3",0,1,1
chr12,49018671,49019009,2,"2,3",0,1,1
chr12,49069747,49070111,2,"1,3",1,0,1
chr12,49188981,49189016,2,"1,3",1,0,1
chr12,49189016,49189350,3,"1,2,3",1,1,1
chr12,49189350,49189351,2,"1,3",1,0,1
chr12,49265007,49265586,2,"2,3",0,1,1
chr12,49323005,49323369,2,"1,3",1,0,1
chr12,49567919,49568283,2,"1,3",1,0,1
chr12,50075119,50075483,2,"1,3",1,0,1
chr12,50111609,50112180,3,"1,2,3",1,1,1
chr12,50112180,50112185,2,"1,3",1,0,1
chr12,50167268,50167307,2,"2,3",0,1,1
chr12,50167307,50167632,3,"1,2,3",1,1,1
chr12,50167632,50167671,2,"1,3",1,0,1
chr12,51047972,51048336,2,"1,3",1,0,1
chr12,52025756,52026120,2,"1,3",1,0,1
chr12,52069582,52069798,2,"2,3",0,1,1
chr12,52069860,52069946,2,"2,3",0,1,1
chr12,53006561,53006925,2,"1,3",1,0,1
chr12,53299490,53299854,2,"2,3",0,1,1
chr12,53324872,53325236,2,"1,3",1,0,1
chr12,53379371,53379585,2,"2,3",0,1,1
chr12,53379585,53379735,3,"1,2,3",1,1,1
chr12,53379735,53379949,2,"1,3",1,0,1
chr12,53451727,53452071,2,"1,3",1,0,1
chr12,53500664,53501028,2,"1,3",1,0,1
chr12,53501355,53501648,2,"2,3",0,1,1
chr12,54259423,54259441,2,"2,3",0,1,1
chr12,54259487,54259749,3,"1,2,3",1,1,1
chr12,54280342,54280346,2,"1,3",1,0,1
chr12,54280439,54280706,3,"1,2,3",1,1,1
chr12,54280706,54280817,2,"2,3",0,1,1
chr12,54280870,54280991,2,"2,3",0,1,1
chr12,54324935,54324938,2,"2,3",0,1,1
chr12,54324938,54325299,3,"1,2,3",1,1,1
chr12,54325299,54325437,2,"1,3",1,0,1
chr12,54359048,54359078,2,"2,3",0,1,1
chr12,54359078,54359412,3,"1,2,3",1,1,1
chr12,54359412,54359442,2,"1,3",1,0,1
chr12,55817741,55817760,2,"1,3",1,0,1
chr12,55817760,55818105,3,"1,2,3",1,1,1
chr12,55818105,55818124,2,"2,3",0,1,1
chr12,55996953,55997130,2,"2,3",0,1,1
chr12,55997130,55997256,3,"1,2,3",1,1,1
chr12,55997256,55997317,2,"2,3",0,1,1
chr12,56041883,56041938,2,"2,3",0,1,1
chr12,56042054,56042247,2,"2,3",0,1,1
chr12,56127841,56128305,2,"2,3",0,1,1
chr12,56221720,56222084,2,"2,3",0,1,1
chr12,56224077,56224080,2,"1,3",1,0,1
chr12,56224080,56224441,3,"1,2,3",1,1,1
chr12,56224441,56224444,2,"2,3",0,1,1
chr12,56258241,56258605,2,"1,3",1,0,1
chr12,56266742,56266777,2,"2,3",0,1,1
chr12,56266777,56267106,3,"1,2,3",1,1,1
chr12,56267106,56267346,2,"1,3",1,0,1
chr12,56333975,56334014,2,"2,3",0,1,1
chr12,56334014,56334339,3,"1,2,3",1,1,1
chr12,56334339,56334477,2,"1,3",1,0,1
chr12,56360217,56360581,2,"2,3",0,1,1
chr12,56751945,56752517,2,"1,3",1,0,1
chr12,57078894,57079013,2,"1,3",1,0,1
chr12,57431023,57431347,2,"2,3",0,1,1
chr12,57520315,57520679,2,"2,3",0,1,1
chr12,57693838,57694202,2,"1,3",1,0,1
chr12,57744781,57745145,2,"1,3",1,0,1
chr12,57752272,57752310,2,"2,3",0,1,1
chr12,57752310,57752636,3,"1,2,3",1,1,1
chr12,57752636,57752674,2,"1,3",1,0,1
chr12,57771996,57772561,2,"2,3",0,1,1
chr12,57935828,57935849,2,"1,3",1,0,1
chr12,57935849,57936338,3,"1,2,3",1,1,1
chr12,57936338,57936358,2,"1,3",1,0,1
chr12,64222379,64222863,2,"2,3",0,1,1
chr12,64404137,64404266,2,"1,3",1,0,1
chr12,64404266,64404501,3,"1,2,3",1,1,1
chr12,64404501,64404839,2,"2,3",0,1,1
chr12,65649063,65649347,2,"2,3",0,1,1
chr12,67268607,67269272,2,"2,3",0,1,1
chr12,67441802,67442081,3,"1,2,3",1,1,1
chr12,67647840,67647908,2,"2,3",0,1,1
chr12,67647908,67648272,3,"1,2,3",1,1,1
chr12,67648272,67648409,2,"2,3",0,1,1
chr12,68332266,68332630,2,"1,3",1,0,1
chr12,68686763,68687127,2,"2,3",0,1,1
chr12,71686031,71686395,2,"2,3",0,1,1
chr12,75330137,75330230,2,"1,3",1,0,1
chr12,75330230,75330477,3,"1,2,3",1,1,1
chr12,75725553,75725762,2,"1,3",1,0,1
chr12,75954014,75954171,2,"1,3",1,0,1
chr12,75954171,75954457,3,"1,2,3",1,1,1
chr12,78864453,78864817,2,"1,3",1,0,1
chr12,82358184,82358548,2,"1,3",1,0,1
chr12,89352396,89352451,2,"2,3",0,1,1
chr12,89352451,89352639,3,"1,2,3",1,1,1
chr12,89352639,89352760,2,"2,3",0,1,1
chr12,89353632,89354274,2,"1,3",1,0,1
chr12,89709123,89709338,2,"2,3",0,1,1
chr12,89709338,89709487,3,"1,2,3",1,1,1
chr12,89709487,89709702,2,"1,3",1,0,1
chr12,92145723,92145728,2,"1,3",1,0,1
chr12,92145728,92146087,3,"1,2,3",1,1,1
chr12,92146087,92146092,2,"2,3",0,1,1
chr12,93314593,93314991,2,"1,3",1,0,1
chr12,93570608,93571171,2,"2,3",0,1,1
chr12,94459639,94460204,2,"1,3",1,0,1
chr12,98490962,98490965,2,"2,3",0,1,1
chr12,98490965,98491329,3,"1,2,3",1,1,1
chr12,98491329,98491364,2,"2,3",0,1,1
chr12,98593587,98593951,2,"2,3",0,1,1
chr12,100573750,100574114,2,"2,3",0,1,1
chr12,101407787,101408151,2,"1,3",1,0,1
chr12,102062033,102062290,2,"1,3",1,0,1
chr12,103930102,103930117,2,"1,3",1,0,1
chr12,103930117,103930272,3,"1,2,3",1,1,1
chr12,103930272,103930279,2,"2,3",0,1,1
chr12,103957010,103957374,2,"2,3",0,1,1
chr12,103965528,103965817,2,"2,3",0,1,1
chr12,104219368,104219698,2,"1,3",1,0,1
chr12,105107189,105107553,2,"1,3",1,0,1
chr12,106357669,106358033,2,"2,3",0,1,1
chr12,108514953,108515317,2,"1,3",1,0,1
chr12,109052295,109052362,2,"1,3",1,0,1
chr12,109052362,109052659,3,"1,2,3",1,1,1
chr12,109052659,109052726,2,"2,3",0,1,1
chr12,109111035,109111549,2,"2,3",0,1,1
chr12,109573153,109573440,2,"2,3",0,1,1
chr12,109573440,109573517,3,"1,2,3",1,1,1
chr12,109573517,109573804,2,"1,3",1,0,1
chr12,109900013,109900377,2,"1,3",1,0,1
chr12,109999227,109999591,2,"1,3",1,0,1
chr12,110124354,110124480,2,"2,3",0,1,1
chr12,110124530,110124917,2,"2,3",0,1,1
chr12,111599709,111600073,2,"2,3",0,1,1
chr12,111685785,111686149,2,"1,3",1,0,1
chr12,111841854,111842218,2,"1,3",1,0,1
chr12,112125369,112125938,2,"2,3",0,1,1
chr12,113185521,113185885,2,"2,3",0,1,1
chr12,113220916,113221482,2,"1,3",1,0,1
chr12,116737995,116738013,2,"1,3",1,0,1
chr12,116738013,116738359,3,"1,2,3",1,1,1
chr12,116738359,116738377,2,"2,3",0,1,1
chr12,118135881,118136420,2,"2,3",0,1,1
chr12,120087033,120087117,2,"2,3",0,1,1
chr12,120087117,120087223,3,"1,2,3",1,1,1
chr12,120087223,120087397,2,"2,3",0,1,1
chr12,120194709,120195073,2,"1,3",1,0,1
chr12,120200942,120201030,2,"2,3",0,1,1
chr12,120201030,120201394,3,"1,2,3",1,1,1
chr12,120201394,120201474,2,"2,3",0,1,1
chr12,120291882,120291908,2,"1,3",1,0,1
chr12,120291908,120292272,3,"1,2,3",1,1,1
chr12,120292272,120292359,2,"1,3",1,0,1
chr12,120438281,120438397,2,"1,3",1,0,1
chr12,120686300,120686664,2,"2,3",0,1,1
chr12,121124492,121124856,2,"1,3",1,0,1
chr12,121210111,121210475,2,"2,3",0,1,1
chr12,121839714,121840076,2,"2,3",0,1,1
chr12,122225805,122226169,2,"2,3",0,1,1
chr12,122266307,122266671,2,"1,3",1,0,1
chr12,122526683,122527047,2,"2,3",0,1,1
chr12,122752498,122752862,2,"1,3",1,0,1
chr12,123233109,123233559,2,"2,3",0,1,1
chr12,123601820,123602184,2,"2,3",0,1,1
chr12,124518523,124518887,2,"2,3",0,1,1
chr12,124917168,124917272,2,"1,3",1,0,1
chr12,124917272,124917484,3,"1,2,3",1,1,1
chr12,124917484,124917509,2,"1,3",1,0,1
chr12,124928186,124928550,2,"1,3",1,0,1
chr12,124940022,124940037,2,"2,3",0,1,1
chr12,124940037,124940252,3,"1,2,3",1,1,1
chr12,125049495,125049859,2,"2,3",0,1,1
chr12,131710804,131711168,2,"2,3",0,1,1
chr12,131861193,131861383,2,"2,3",0,1,1
chr12,132144193,132144243,2,"1,3",1,0,1
chr12,132144243,132144539,3,"1,2,3",1,1,1
chr12,132144539,132144604,2,"2,3",0,1,1
chr12,132710523,132710887,2,"1,3",1,0,1
chr13,21140247,21140611,2,"1,3",1,0,1
chr13,27960612,27960644,2,"2,3",0,1,1
chr13,27960644,27961063,3,"1,2,3",1,1,1
chr13,30465822,30465869,2,"1,3",1,0,1
chr13,30465869,30466186,3,"1,2,3",1,1,1
chr13,30466186,30466233,2,"2,3",0,1,1
chr13,44435234,44435249,2,"1,3",1,0,1
chr13,44435249,44435529,3,"1,2,3",1,1,1
chr13,52012047,52012411,2,"2,3",0,1,1
chr13,52455190,52455270,2,"1,3",1,0,1
chr13,52455270,52455490,3,"1,2,3",1,1,1
chr13,52455490,52455507,2,"1,3",1,0,1
chr13,72727639,72727716,2,"1,3",1,0,1
chr13,72727716,72728003,3,"1,2,3",1,1,1
chr13,72728003,72728080,2,"2,3",0,1,1
chr13,73058740,73058749,2,"1,3",1,0,1
chr13,73058749,73059104,3,"1,2,3",1,1,1
chr13,73059104,73059113,2,"2,3",0,1,1
chr13,95676795,95676864,2,"1,3",1,0,1
chr13,95676864,95677159,3,"1,2,3",1,1,1
chr13,95677159,95677228,2,"2,3",0,1,1
chr13,97222131,97222495,2,"2,3",0,1,1
chr13,97432873,97432876,2,"1,3",1,0,1
chr13,97432876,97433548,3,"1,2,3",1,1,1
chr13,97433548,97433552,2,"1,3",1,0,1
chr13,102596676,102596752,2,"1,3",1,0,1
chr13,102596752,102597006,3,"1,2,3",1,1,1
chr13,102597006,102597116,2,"2,3",0,1,1
chr13,111153435,111153799,2,"2,3",0,1,1
chr14,20332968,20333332,2,"2,3",0,1,1
chr14,20461629,20461655,2,"1,3",1,0,1
chr14,20461655,20461993,3,"1,2,3",1,1,1
chr14,20461993,20462019,2,"2,3",0,1,1
chr14,20613334,20613698,2,"1,3",1,0,1
chr14,20625521,20626009,2,"1,3",1,0,1
chr14,21511082,21511446,2,"2,3",0,1,1
chr14,22589379,22589743,2,"2,3",0,1,1
chr14,22919103,22919137,2,"2,3",0,1,1
chr14,22919137,22919429,3,"1,2,3",1,1,1
chr14,22919429,22919467,2,"2,3",0,1,1
chr14,22929338,22929702,2,"1,3",1,0,1
chr14,23007030,23007417,2,"2,3",0,1,1
chr14,23286085,23286091,2,"1,3",1,0,1
chr14,23286091,23286449,3,"1,2,3",1,1,1
chr14,23286449,23286455,2,"2,3",0,1,1
chr14,23301594,23301958,2,"2,3",0,1,1
chr14,23469259,23469323,2,"1,3",1,0,1
chr14,23469323,23469423,3,"1,2,3",1,1,1
chr14,23469423,23469635,2,"1,3",1,0,1
chr14,24114864,24114992,2,"2,3",0,1,1
chr14,24114992,24115085,3,"1,2,3",1,1,1
chr14,24115085,24115422,2,"2,3",0,1,1
chr14,24141477,24141628,2,"2,3",0,1,1
chr14,24141628,24141760,3,"1,2,3",1,1,1
chr14,24141760,24141841,2,"2,3",0,1,1
chr14,24188718,24189082,2,"1,3",1,0,1
chr14,24213278,24213819,2,"1,3",1,0,1
chr14,31457228,31457592,2,"2,3",0,1,1
chr14,31561241,31561248,2,"1,3",1,0,1
chr14,31561248,31561486,3,"1,2,3",1,1,1
chr14,31561486,31561504,2,"1,3",1,0,1
chr14,32203452,32203533,2,"1,3",1,0,1
chr14,35292338,35292702,2,"1,3",1,0,1
chr14,35809171,35809493,2,"1,3",1,0,1
chr14,35826076,35826712,2,"1,3",1,0,1
chr14,36520612,36520861,2,"1,3",1,0,1
chr14,39174815,39175396,2,"2,3",0,1,1
chr14,49852549,49852913,2,"2,3",0,1,1
chr14,49862529,49862599,2,"2,3",0,1,1
chr14,49862779,49862813,2,"2,3",0,1,1
chr14,49862813,49863094,3,"1,2,3",1,1,1
chr14,49863094,49863177,2,"1,3",1,0,1
chr14,50116517,50116881,2,"2,3",0,1,1
chr14,54396688,54397052,2,"2,3",0,1,1
chr14,54566670,54567034,2,"1,3",1,0,1
chr14,55051427,55051791,2,"1,3",1,0,1
chr14,55271102,55271466,3,"1,2,3",1,1,1
chr14,58244658,58245022,2,"1,3",1,0,1
chr14,58298156,58298520,2,"1,3",1,0,1
chr14,61559715,61559951,3,"1,2,3",1,1,1
chr14,63641719,63641808,2,"1,3",1,0,1
chr14,63641808,63642172,3,"1,2,3",1,1,1
chr14,63642172,63642282,2,"1,3",1,0,1
chr14,64338956,64339306,2,"2,3",0,1,1
chr14,64540335,64540902,2,"1,3",1,0,1
chr14,65411727,65412091,2,"2,3",0,1,1
chr14,67359682,67360046,2,"2,3",0,1,1
chr14,67739004,67739129,2,"2,3",0,1,1
chr14,67739129,67739368,3,"1,2,3",1,1,1
chr14,67739368,67739493,2,"1,3",1,0,1
chr14,69151637,69151676,2,"1,3",1,0,1
chr14,69151676,69151965,3,"1,2,3",1,1,1
chr14,69398299,69398663,2,"1,3",1,0,1
chr14,70817671,70817749,2,"2,3",0,1,1
chr14,70817749,70817841,3,"1,2,3",1,1,1
chr14,70817841,70818038,2,"2,3",0,1,1
chr14,73458413,73458487,2,"2,3",0,1,1
chr14,73458487,73458777,3,"1,2,3",1,1,1
chr14,73458777,73458851,2,"1,3",1,0,1
chr14,73644838,73645321,2,"1,3",1,0,1
chr14,73949897,73950097,2,"2,3",0,1,1
chr14,73950097,73950461,3,"1,2,3",1,1,1
chr14,73950461,73950463,2,"2,3",0,1,1
chr14,74084421,74084440,2,"1,3",1,0,1
chr14,74084440,74084785,3,"1,2,3",1,1,1
chr14,74084785,74084804,2,"2,3",0,1,1
chr14,75176703,75176822,2,"2,3",0,1,1
chr14,75176822,75176932,3,"1,2,3",1,1,1
chr14,75176932,75177067,2,"2,3",0,1,1
chr14,75258968,75258992,2,"1,3",1,0,1
chr14,75258992,75259519,3,"1,2,3",1,1,1
chr14,75259519,75259521,2,"2,3",0,1,1
chr14,75278563,75278596,2,"1,3",1,0,1
chr14,76956538,76956601,2,"2,3",0,1,1
chr14,76956601,76956902,3,"1,2,3",1,1,1
chr14,76956902,76956965,2,"1,3",1,0,1
chr14,77097660,77098173,2,"2,3",0,1,1
chr14,81221210,81221556,2,"2,3",0,1,1
chr14,88385557,88385570,2,"1,3",1,0,1
chr14,88385570,88385739,3,"1,2,3",1,1,1
chr14,88385739,88385802,2,"1,3",1,0,1
chr14,88824313,88824348,2,"1,3",1,0,1
chr14,88824348,88824473,3,"1,2,3",1,1,1
chr14,88824529,88824840,3,"1,2,3",1,1,1
chr14,88824840,88824870,2,"1,3",1,0,1
chr14,89954590,89954954,2,"1,3",1,0,1
chr14,90382707,90382884,2,"1,3",1,0,1
chr14,90383198,90383714,2,"2,3",0,1,1
chr14,91060608,91060747,2,"2,3",0,1,1
chr14,91060747,91061172,3,"1,2,3",1,1,1
chr14,91061172,91061178,2,"2,3",0,1,1
chr14,92040026,92040390,2,"2,3",0,1,1
chr14,99480978,99480991,2,"2,3",0,1,1
chr14,99480991,99481355,3,"1,2,3",1,1,1
chr14,99481355,99481533,2,"2,3",0,1,1
chr14,100376115,100376193,2,"2,3",0,1,1
chr14,100376193,100376557,3,"1,2,3",1,1,1
chr14,100376557,100376681,2,"2,3",0,1,1
chr14,101809658,101810014,2,"1,3",1,0,1
chr14,102319566,102319789,2,"1,3",1,0,1
chr14,103385059,103385064,2,"1,3",1,0,1
chr14,103385064,103385523,3,"1,2,3",1,1,1
chr14,103385523,103385541,2,"1,3",1,0,1
chr14,103715360,103715390,2,"2,3",0,1,1
chr14,103715390,103715724,3,"1,2,3",1,1,1
chr14,103715724,103715754,2,"1,3",1,0,1
chr14,104687819,104688179,2,"1,3",1,0,1
chr14,104752958,104753322,2,"2,3",0,1,1
chr14,105248207,105248243,2,"1,3",1,0,1
chr14,105248243,105248548,3,"1,2,3",1,1,1
chr14,105248548,105248564,2,"1,3",1,0,1
chr14,105474153,105474182,2,"1,3",1,0,1
chr14,105474182,105474517,3,"1,2,3",1,1,1
chr14,105474517,105474546,2,"2,3",0,1,1
chr14,105490887,105490980,2,"1,3",1,0,1
chr14,105490980,105491251,3,"1,2,3",1,1,1
chr14,105491251,105491344,2,"2,3",0,1,1
chr15,22838307,22838414,2,"1,3",1,0,1
chr15,22838511,22838875,2,"1,3",1,0,1
chr15,29670964,29671328,2,"1,3",1,0,1
chr15,31326449,31326813,2,"2,3",0,1,1
chr15,34224889,34225253,2,"2,3",0,1,1
chr15,34988229,34988276,2,"2,3",0,1,1
chr15,34988276,34988640,3,"1,2,3",1,1,1
chr15,34988640,34988797,2,"2,3",0,1,1
chr15,41972510,41972542,2,"1,3",1,0,1
chr15,41972542,41972874,3,"1,2,3",1,1,1
chr15,41972874,41972906,2,"2,3",0,1,1
chr15,44663515,44664083,2,"2,3",0,1,1
chr15,44711119,44711843,3,"1,2,3",1,1,1
chr15,44711843,44711860,2,"1,3",1,0,1
chr15,44728596,44729235,3,"1,2,3",1,1,1
chr15,44729235,44729276,2,"1,3",1,0,1
chr15,50354910,50355034,2,"2,3",0,1,1
chr15,50355034,50355274,3,"1,2,3",1,1,1
chr15,50355274,50355318,2,"1,3",1,0,1
chr15,50355378,50355582,2,"1,3",1,0,1
chr15,50424328,50424692,2,"2,3",0,1,1
chr15,50686675,50687039,2,"1,3",1,0,1
chr15,52651953,52652226,3,"1,2,3",1,1,1
chr15,52652226,52652247,2,"1,3",1,0,1
chr15,52653442,52653909,2,"1,3",1,0,1
chr15,55408156,55408235,2,"1,3",1,0,1
chr15,55408235,55408520,3,"1,2,3",1,1,1
chr15,55408520,55408599,2,"2,3",0,1,1
chr15,56246011,56246358,2,"1,3",1,0,1
chr15,56887061,56887063,2,"1,3",1,0,1
chr15,56887063,56887425,3,"1,2,3",1,1,1
chr15,56887425,56887427,2,"2,3",0,1,1
chr15,57706636,57707000,2,"1,3",1,0,1
chr15,58749146,58749725,2,"2,3",0,1,1
chr15,59104950,59105314,2,"2,3",0,1,1
chr15,59372699,59372774,2,"1,3",1,0,1
chr15,59372774,59373063,3,"1,2,3",1,1,1
chr15,59373063,59373136,2,"2,3",0,1,1
chr15,59657140,59657504,2,"1,3",1,0,1
chr15,60408437,60408752,2,"1,3",1,0,1
chr15,63503233,63503597,2,"2,3",0,1,1
chr15,63504454,63504818,3,"1,2,3",1,1,1
chr15,64163028,64163392,2,"1,3",1,0,1
chr15,64356140,64356504,2,"1,3",1,0,1
chr15,64381408,64381749,2,"1,3",1,0,1
chr15,64387581,64387615,2,"1,3",1,0,1
chr15,64387615,64387945,3,"1,2,3",1,1,1
chr15,64387945,64387979,2,"2,3",0,1,1
chr15,64460245,64460252,2,"2,3",0,1,1
chr15,64460252,64460609,3,"1,2,3",1,1,1
chr15,64460609,64460616,2,"1,3",1,0,1
chr15,65296000,65296230,2,"1,3",1,0,1
chr15,65304449,65304500,2,"1,3",1,0,1
chr15,65304618,65304813,2,"1,3",1,0,1
chr15,66386510,66386590,2,"1,3",1,0,1
chr15,66386590,66386874,3,"1,2,3",1,1,1
chr15,66386874,66386954,2,"2,3",0,1,1
chr15,66504777,66504948,2,"1,3",1,0,1
chr15,66505032,66505141,2,"1,3",1,0,1
chr15,66851182,66851521,2,"2,3",0,1,1
chr15,66931600,66931964,2,"1,3",1,0,1
chr15,67254608,67254643,2,"1,3",1,0,1
chr15,67254643,67254927,3,"1,2,3",1,1,1
chr15,67254927,67254929,2,"1,3",1,0,1
chr15,69594759,69595123,2,"1,3",1,0,1
chr15,70495129,70495274,2,"1,3",1,0,1
chr15,72231181,72231222,2,"2,3",0,1,1
chr15,72231222,72231586,3,"1,2,3",1,1,1
chr15,72231586,72231686,2,"2,3",0,1,1
chr15,72231952,72231997,2,"2,3",0,1,1
chr15,72231997,72232019,3,"1,2,3",1,1,1
chr15,72232235,72232316,3,"1,2,3",1,1,1
chr15,72232316,72232361,2,"1,3",1,0,1
chr15,72237217,72237581,2,"1,3",1,0,1
chr15,72272445,72272526,2,"2,3",0,1,1
chr15,72272526,72272809,3,"1,2,3",1,1,1
chr15,72272809,72272890,2,"1,3",1,0,1
chr15,72783481,72783572,2,"2,3",0,1,1
chr15,72783572,72783936,3,"1,2,3",1,1,1
chr15,72783936,72784086,2,"2,3",0,1,1
chr15,74374355,74374404,2,"1,3",1,0,1
chr15,74374404,74374560,3,"1,2,3",1,1,1
chr15,74374560,74374567,2,"1,3",1,0,1
chr15,74598262,74598281,2,"1,3",1,0,1
chr15,74598281,74598626,3,"1,2,3",1,1,1
chr15,74598626,74598645,2,"2,3",0,1,1
chr15,74842920,74843284,2,"2,3",0,1,1
chr15,75023681,75024040,2,"2,3",0,1,1
chr15,75451834,75452198,2,"1,3",1,0,1
chr15,75453986,75454350,2,"1,3",1,0,1
chr15,75640187,75640551,2,"1,3",1,0,1
chr15,76336900,76337034,2,"1,3",1,0,1
chr15,76931405,76931769,2,"2,3",0,1,1
chr15,77070985,77071349,2,"1,3",1,0,1
chr15,78131335,78131699,2,"1,3",1,0,1
chr15,78507249,78507613,2,"1,3",1,0,1
chr15,80059514,80059683,2,"1,3",1,0,1
chr15,80403857,80404221,2,"2,3",0,1,1
chr15,82809392,82809439,2,"1,3",1,0,1
chr15,82809439,82809756,3,"1,2,3",1,1,1
chr15,82809756,82810003,2,"2,3",0,1,1
chr15,83011106,83011470,2,"2,3",0,1,1
chr15,84980330,84980694,2,"2,3",0,1,1
chr15,85380231,85380274,2,"1,3",1,0,1
chr15,85380274,85380529,3,"1,2,3",1,1,1
chr15,85380529,85380561,2,"1,3",1,0,1
chr15,86624608,86624885,2,"1,3",1,0,1
chr15,89087772,89088248,2,"2,3",0,1,1
chr15,89334474,89334604,2,"1,3",1,0,1
chr15,89334604,89334968,3,"1,2,3",1,1,1
chr15,89334968,89335094,2,"1,3",1,0,1
chr15,89498261,89498573,3,"1,2,3",1,1,1
chr15,89498573,89498734,2,"1,3",1,0,1
chr15,89575149,89575299,2,"2,3",0,1,1
chr15,89575299,89575447,3,"1,2,3",1,1,1
chr15,89575447,89575513,2,"2,3",0,1,1
chr15,89894046,89894410,2,"1,3",1,0,1
chr15,90265407,90265771,2,"1,3",1,0,1
chr15,90716998,90717362,2,"1,3",1,0,1
chr15,90930059,90930214,2,"1,3",1,0,1
chr15,90931729,90932093,2,"1,3",1,0,1
chr15,90955004,90955368,2,"1,3",1,0,1
chr15,90994545,90994909,2,"2,3",0,1,1
chr15,92803954,92804318,2,"1,3",1,0,1
chr15,92804429,92804621,2,"1,3",1,0,1
chr15,92809173,92809537,2,"1,3",1,0,1
chr15,92882253,92882273,2,"1,3",1,0,1
chr15,92882273,92882617,3,"1,2,3",1,1,1
chr15,92882617,92882637,2,"2,3",0,1,1
chr15,92900297,92900376,2,"1,3",1,0,1
chr15,92900376,92900442,3,"1,2,3",1,1,1
chr15,92904106,92904601,3,"1,2,3",1,1,1
chr15,92904601,92904610,2,"1,3",1,0,1
chr15,96330490,96331057,2,"1,3",1,0,1
chr15,97960297,97960340,2,"2,3",0,1,1
chr15,97960340,97960661,3,"1,2,3",1,1,1
chr15,97960661,97960704,2,"1,3",1,0,1
chr15,99104839,99105203,2,"2,3",0,1,1
chr15,99565607,99565741,2,"2,3",0,1,1
chr15,99565790,99565971,2,"2,3",0,1,1
