chrom,start,end,num,list,ENCFF359DIP_MAX_sorted.bed,ENCFF545CNM_MAX_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr12,31728430,31728694,2,"2,3",0,1,1
chr12,32106616,32106674,2,"2,3",0,1,1
chr12,32106674,32107006,3,"1,2,3",1,1,1
chr12,32107006,32107098,2,"1,3",1,0,1
chr12,32678988,32679071,2,"1,3",1,0,1
chr12,32679071,32679406,3,"1,2,3",1,1,1
chr12,32679406,32679461,2,"2,3",0,1,1
chr12,34022165,34022510,2,"2,3",0,1,1
chr12,38905460,38905884,2,"1,3",1,0,1
chr12,39619622,39619628,2,"2,3",0,1,1
chr12,39619697,39620388,2,"2,3",0,1,1
chr12,42237908,42238170,2,"1,3",1,0,1
chr12,42238170,42238560,3,"1,2,3",1,1,1
chr12,42238560,42238579,2,"1,3",1,0,1
chr12,42469185,42469199,2,"1,3",1,0,1
chr12,43758283,43758531,2,"2,3",0,1,1
chr12,45215746,45216170,2,"1,3",1,0,1
chr12,45728695,45728806,2,"2,3",0,1,1
chr12,45728806,45729085,3,"1,2,3",1,1,1
chr12,45729085,45729430,2,"1,3",1,0,1
chr12,45729672,45729733,2,"2,3",0,1,1
chr12,46371261,46371626,3,"1,2,3",1,1,1
chr12,46371626,46371636,2,"2,3",0,1,1
chr12,46372655,46372963,2,"1,3",1,0,1
chr12,46383041,46383373,3,"1,2,3",1,1,1
chr12,46383373,46383416,2,"1,3",1,0,1
chr12,46388689,46388740,2,"1,3",1,0,1
chr12,46392750,46392980,2,"2,3",0,1,1
chr12,47705649,47705721,2,"2,3",0,1,1
chr12,47705721,47706039,3,"1,2,3",1,1,1
chr12,47706039,47706145,2,"1,3",1,0,1
chr12,47758981,47759301,2,"2,3",0,1,1
chr12,47812891,47813482,2,"2,3",0,1,1
chr12,47819910,47819957,2,"2,3",0,1,1
chr12,47819957,47820285,3,"1,2,3",1,1,1
chr12,48198110,48198500,2,"2,3",0,1,1
chr12,48350567,48351373,2,"2,3",0,1,1
chr12,48681725,48682037,2,"1,3",1,0,1
chr12,48682037,48682336,3,"1,2,3",1,1,1
chr12,48682336,48682427,2,"2,3",0,1,1
chr12,48814644,48815034,2,"2,3",0,1,1
chr12,48851967,48852043,2,"1,3",1,0,1
chr12,48852043,48852391,3,"1,2,3",1,1,1
chr12,48852391,48852433,2,"2,3",0,1,1
chr12,48924722,48925112,2,"2,3",0,1,1
chr12,48998608,48998880,2,"2,3",0,1,1
chr12,48999251,48999582,2,"2,3",0,1,1
chr12,49018701,49019091,2,"2,3",0,1,1
chr12,49060661,49060708,2,"1,3",1,0,1
chr12,49060708,49061085,3,"1,2,3",1,1,1
chr12,49061085,49061098,2,"2,3",0,1,1
chr12,49069722,49069769,2,"1,3",1,0,1
chr12,49069769,49070159,3,"1,2,3",1,1,1
chr12,49070159,49070349,2,"1,3",1,0,1
chr12,49130199,49130255,2,"1,3",1,0,1
chr12,49130255,49130383,3,"1,2,3",1,1,1
chr12,49130383,49130486,2,"1,3",1,0,1
chr12,49130702,49130721,2,"2,3",0,1,1
chr12,49130721,49131092,3,"1,2,3",1,1,1
chr12,49131092,49131348,2,"1,3",1,0,1
chr12,49131437,49131757,2,"2,3",0,1,1
chr12,49234440,49234821,2,"1,3",1,0,1
chr12,49264804,49264858,2,"1,3",1,0,1
chr12,49264858,49265228,3,"1,2,3",1,1,1
chr12,49265228,49265248,2,"2,3",0,1,1
chr12,49265363,49265754,2,"1,3",1,0,1
chr12,49366972,49367396,2,"1,3",1,0,1
chr12,49567439,49567956,2,"1,3",1,0,1
chr12,49567956,49568346,3,"1,2,3",1,1,1
chr12,49568346,49568359,2,"1,3",1,0,1
chr12,49707428,49707494,2,"1,3",1,0,1
chr12,49707494,49707836,3,"1,2,3",1,1,1
chr12,49776487,49776682,2,"2,3",0,1,1
chr12,49828385,49828809,2,"1,3",1,0,1
chr12,49842840,49843264,2,"1,3",1,0,1
chr12,50111984,50112004,2,"2,3",0,1,1
chr12,50112004,50112374,3,"1,2,3",1,1,1
chr12,50112374,50112680,2,"1,3",1,0,1
chr12,50283521,50283911,2,"2,3",0,1,1
chr12,50400718,50400940,2,"1,3",1,0,1
chr12,50400940,50401330,3,"1,2,3",1,1,1
chr12,50401330,50401343,2,"1,3",1,0,1
chr12,50504746,50504766,2,"1,3",1,0,1
chr12,50504766,50505150,3,"1,2,3",1,1,1
chr12,50505150,50505156,2,"2,3",0,1,1
chr12,50763770,50763852,2,"2,3",0,1,1
chr12,50763852,50764013,3,"1,2,3",1,1,1
chr12,50764013,50764160,2,"2,3",0,1,1
chr12,51047902,51048468,2,"1,3",1,0,1
chr12,51083663,51083820,2,"2,3",0,1,1
chr12,51238632,51238654,2,"1,3",1,0,1
chr12,51238654,51239044,3,"1,2,3",1,1,1
chr12,51239044,51239256,2,"1,3",1,0,1
chr12,51323928,51324318,2,"2,3",0,1,1
chr12,51392732,51392960,2,"2,3",0,1,1
chr12,52051269,52051659,2,"2,3",0,1,1
chr12,52069760,52070150,2,"2,3",0,1,1
chr12,53006126,53006127,2,"2,3",0,1,1
chr12,53006127,53006516,3,"1,2,3",1,1,1
chr12,53006516,53006551,2,"1,3",1,0,1
chr12,53159345,53159384,2,"2,3",0,1,1
chr12,53159384,53159735,3,"1,2,3",1,1,1
chr12,53159735,53159867,2,"1,3",1,0,1
chr12,53180930,53181233,2,"1,3",1,0,1
chr12,53219697,53220195,2,"2,3",0,1,1
chr12,53220195,53220274,3,"1,2,3",1,1,1
chr12,53220274,53220567,2,"1,3",1,0,1
chr12,53251928,53251958,2,"1,3",1,0,1
chr12,53251958,53252348,3,"1,2,3",1,1,1
chr12,53252348,53252352,2,"1,3",1,0,1
chr12,53295116,53295666,2,"2,3",0,1,1
chr12,53299661,53299677,2,"1,3",1,0,1
chr12,53299677,53300067,3,"1,2,3",1,1,1
chr12,53300067,53300085,2,"1,3",1,0,1
chr12,53321260,53321684,2,"1,3",1,0,1
chr12,53324689,53324702,2,"2,3",0,1,1
chr12,53324702,53325079,3,"1,2,3",1,1,1
chr12,53325079,53325126,2,"1,3",1,0,1
chr12,53371235,53371277,2,"1,3",1,0,1
chr12,53371277,53371659,3,"1,2,3",1,1,1
chr12,53371659,53371667,2,"2,3",0,1,1
chr12,53441531,53441860,2,"2,3",0,1,1
chr12,53451738,53452105,2,"1,3",1,0,1
chr12,53452456,53452871,2,"1,3",1,0,1
chr12,53492986,53493024,2,"1,3",1,0,1
chr12,53493024,53493410,3,"1,2,3",1,1,1
chr12,53493410,53493414,2,"2,3",0,1,1
chr12,53501049,53501439,2,"2,3",0,1,1
chr12,53626281,53626763,2,"2,3",0,1,1
chr12,53750835,53751012,2,"2,3",0,1,1
chr12,53757267,53757472,2,"2,3",0,1,1
chr12,53984867,53985164,2,"2,3",0,1,1
chr12,54053578,54053930,2,"2,3",0,1,1
chr12,54259441,54259831,2,"2,3",0,1,1
chr12,54280057,54280062,2,"2,3",0,1,1
chr12,54280062,54280347,3,"1,2,3",1,1,1
chr12,54280434,54280447,3,"1,2,3",1,1,1
chr12,54280447,54280486,2,"1,3",1,0,1
chr12,54324643,54325033,2,"2,3",0,1,1
chr12,54358964,54359388,2,"1,3",1,0,1
chr12,55646232,55646656,2,"1,3",1,0,1
chr12,55715897,55716237,3,"1,2,3",1,1,1
chr12,55716237,55716239,2,"1,3",1,0,1
chr12,55729003,55729102,2,"1,3",1,0,1
chr12,55729102,55729247,3,"1,2,3",1,1,1
chr12,55729247,55729427,2,"1,3",1,0,1
chr12,55926670,55926792,2,"2,3",0,1,1
chr12,55974095,55974210,2,"2,3",0,1,1
chr12,55974345,55974485,2,"2,3",0,1,1
chr12,56041610,56041625,2,"2,3",0,1,1
chr12,56041625,56041965,3,"1,2,3",1,1,1
chr12,56042039,56042049,2,"1,3",1,0,1
chr12,56104217,56104245,2,"2,3",0,1,1
chr12,56104245,56104607,3,"1,2,3",1,1,1
chr12,56104607,56104669,2,"1,3",1,0,1
chr12,56105039,56105061,2,"2,3",0,1,1
chr12,56117959,56117960,2,"2,3",0,1,1
chr12,56117960,56118349,3,"1,2,3",1,1,1
chr12,56118349,56118654,2,"1,3",1,0,1
chr12,56126191,56126462,2,"2,3",0,1,1
chr12,56127852,56128137,3,"1,2,3",1,1,1
chr12,56128137,56128408,2,"2,3",0,1,1
chr12,56157672,56158061,2,"1,3",1,0,1
chr12,56224168,56224592,2,"1,3",1,0,1
chr12,56257996,56258420,2,"1,3",1,0,1
chr12,56299827,56299839,2,"2,3",0,1,1
chr12,56299839,56300217,3,"1,2,3",1,1,1
chr12,56300217,56300263,2,"1,3",1,0,1
chr12,56315819,56315934,2,"1,3",1,0,1
chr12,56315934,56316444,3,"1,2,3",1,1,1
chr12,56316444,56316524,2,"2,3",0,1,1
chr12,56333803,56334193,2,"2,3",0,1,1
chr12,56449184,56449595,2,"1,3",1,0,1
chr12,56468429,56468477,2,"2,3",0,1,1
chr12,56468477,56468583,3,"1,2,3",1,1,1
chr12,56468583,56468624,2,"2,3",0,1,1
chr12,56630226,56630497,3,"1,2,3",1,1,1
chr12,56636010,56636585,2,"2,3",0,1,1
chr12,56645799,56646089,2,"1,3",1,0,1
chr12,56646089,56646450,3,"1,2,3",1,1,1
chr12,56646450,56646468,2,"2,3",0,1,1
chr12,56725072,56725103,2,"1,3",1,0,1
chr12,56725103,56725496,3,"1,2,3",1,1,1
chr12,56725496,56725703,2,"2,3",0,1,1
chr12,56751855,56752245,2,"2,3",0,1,1
chr12,56752283,56752603,2,"2,3",0,1,1
chr12,57078894,57079198,2,"2,3",0,1,1
chr12,57087181,57087902,2,"2,3",0,1,1
chr12,57088461,57088477,2,"1,3",1,0,1
chr12,57088477,57088867,3,"1,2,3",1,1,1
chr12,57088867,57088885,2,"1,3",1,0,1
chr12,57213339,57213601,2,"2,3",0,1,1
chr12,57229801,57230191,2,"2,3",0,1,1
chr12,57430917,57431294,2,"2,3",0,1,1
chr12,57520427,57520539,2,"1,3",1,0,1
chr12,57520539,57520851,3,"1,2,3",1,1,1
chr12,57520851,57521048,2,"2,3",0,1,1
chr12,57522028,57522451,2,"2,3",0,1,1
chr12,57590994,57590997,2,"2,3",0,1,1
chr12,57590997,57591384,3,"1,2,3",1,1,1
chr12,57591384,57591421,2,"1,3",1,0,1
chr12,57693684,57694277,2,"2,3",0,1,1
chr12,57752287,57752342,2,"2,3",0,1,1
chr12,57752342,57752636,3,"1,2,3",1,1,1
chr12,57752636,57752642,2,"1,3",1,0,1
chr12,57771972,57771974,2,"2,3",0,1,1
chr12,57771974,57772223,3,"1,2,3",1,1,1
chr12,57772223,57772237,2,"2,3",0,1,1
chr12,57782583,57782619,2,"1,3",1,0,1
chr12,57782619,57783007,3,"1,2,3",1,1,1
chr12,57783007,57783009,2,"2,3",0,1,1
chr12,57899295,57899685,2,"2,3",0,1,1
chr12,57941654,57941978,2,"1,3",1,0,1
chr12,59596546,59596970,2,"1,3",1,0,1
chr12,62260220,62260523,2,"2,3",0,1,1
chr12,62466546,62466936,2,"2,3",0,1,1
chr12,62602566,62602575,2,"2,3",0,1,1
chr12,62602575,62602956,3,"1,2,3",1,1,1
chr12,62602956,62602999,2,"1,3",1,0,1
chr12,63779713,63780103,2,"2,3",0,1,1
chr12,63843792,63844182,2,"2,3",0,1,1
chr12,64222070,64222228,2,"1,3",1,0,1
chr12,64222228,64222367,3,"1,2,3",1,1,1
chr12,64222367,64222494,2,"1,3",1,0,1
chr12,64404096,64404699,2,"2,3",0,1,1
chr12,64451849,64451895,2,"1,3",1,0,1
chr12,64451895,64452273,3,"1,2,3",1,1,1
chr12,64452273,64452285,2,"2,3",0,1,1
chr12,64610629,64611264,2,"1,3",1,0,1
chr12,64759231,64759255,2,"1,3",1,0,1
chr12,64759255,64759645,3,"1,2,3",1,1,1
chr12,64759645,64759655,2,"1,3",1,0,1
chr12,65169315,65169691,2,"2,3",0,1,1
chr12,66130466,66130570,2,"1,3",1,0,1
chr12,66130570,66130960,3,"1,2,3",1,1,1
chr12,66130960,66131205,2,"1,3",1,0,1
chr12,66189018,66189408,2,"2,3",0,1,1
chr12,67268764,67269184,2,"2,3",0,1,1
chr12,67269184,67269438,3,"1,2,3",1,1,1
chr12,67269438,67269819,2,"1,3",1,0,1
chr12,68686617,68687007,2,"2,3",0,1,1
chr12,68745897,68745953,2,"1,3",1,0,1
chr12,68745953,68746321,3,"1,2,3",1,1,1
chr12,68746321,68746343,2,"2,3",0,1,1
chr12,68808592,68809115,2,"1,3",1,0,1
chr12,69239334,69239696,2,"2,3",0,1,1
chr12,69470191,69470581,2,"2,3",0,1,1
chr12,69585353,69585447,2,"1,3",1,0,1
chr12,69585447,69585777,3,"1,2,3",1,1,1
chr12,69585777,69585837,2,"2,3",0,1,1
chr12,71685931,71686246,3,"1,2,3",1,1,1
chr12,71686246,71686513,2,"2,3",0,1,1
chr12,71754621,71754647,2,"2,3",0,1,1
chr12,71754647,71755011,3,"1,2,3",1,1,1
chr12,71755011,71755071,2,"1,3",1,0,1
chr12,71755336,71755726,2,"2,3",0,1,1
chr12,71839552,71839682,2,"1,3",1,0,1
chr12,71839682,71839801,3,"1,2,3",1,1,1
chr12,71839801,71839976,2,"1,3",1,0,1
chr12,74537662,74538086,2,"1,3",1,0,1
chr12,75329950,75330274,2,"2,3",0,1,1
chr12,75390966,75390983,2,"2,3",0,1,1
chr12,75390983,75391356,3,"1,2,3",1,1,1
chr12,75391356,75391407,2,"1,3",1,0,1
chr12,76031398,76032077,2,"1,3",1,0,1
chr12,76348321,76348364,2,"1,3",1,0,1
chr12,76348364,76348745,3,"1,2,3",1,1,1
chr12,76348745,76348754,2,"2,3",0,1,1
chr12,76558700,76559080,2,"1,3",1,0,1
chr12,76559672,76559696,2,"1,3",1,0,1
chr12,76559696,76560086,3,"1,2,3",1,1,1
chr12,76560086,76560096,2,"1,3",1,0,1
chr12,76764110,76764534,2,"1,3",1,0,1
chr12,79689493,79689536,2,"2,3",0,1,1
chr12,79689536,79689617,3,"1,2,3",1,1,1
chr12,79689617,79689960,2,"1,3",1,0,1
chr12,79934977,79935367,2,"2,3",0,1,1
chr12,82358277,82358284,2,"1,3",1,0,1
chr12,82358284,82358674,3,"1,2,3",1,1,1
chr12,82358674,82358701,2,"1,3",1,0,1
chr12,88035385,88035473,2,"1,3",1,0,1
chr12,88035473,88035809,3,"1,2,3",1,1,1
chr12,88035809,88035863,2,"2,3",0,1,1
chr12,88141794,88142046,2,"1,3",1,0,1
chr12,88142046,88142436,3,"1,2,3",1,1,1
chr12,88142436,88142455,2,"1,3",1,0,1
chr12,89525903,89526327,2,"1,3",1,0,1
chr12,89708696,89709045,2,"2,3",0,1,1
chr12,89709151,89709575,2,"1,3",1,0,1
chr12,89880892,89881197,2,"1,3",1,0,1
chr12,91877069,91877424,2,"2,3",0,1,1
chr12,92172760,92173150,2,"2,3",0,1,1
chr12,92466726,92467116,2,"2,3",0,1,1
chr12,92540055,92540392,2,"1,3",1,0,1
chr12,92540392,92540460,3,"1,2,3",1,1,1
chr12,93467473,93467544,2,"1,3",1,0,1
chr12,93467544,93467897,3,"1,2,3",1,1,1
chr12,93467897,93467934,2,"2,3",0,1,1
chr12,94263521,94263723,2,"1,3",1,0,1
chr12,94459685,94459694,2,"1,3",1,0,1
chr12,94459694,94460109,3,"1,2,3",1,1,1
chr12,94460109,94460172,2,"2,3",0,1,1
chr12,94460172,94460285,3,"1,2,3",1,1,1
chr12,94460285,94460568,2,"1,3",1,0,1
chr12,94831014,94831339,2,"2,3",0,1,1
chr12,94831408,94831798,2,"2,3",0,1,1
chr12,95217271,95217334,2,"1,3",1,0,1
chr12,95217334,95217894,3,"1,2,3",1,1,1
chr12,95217894,95217939,2,"2,3",0,1,1
chr12,95473917,95473996,2,"2,3",0,1,1
chr12,95473996,95474281,3,"1,2,3",1,1,1
chr12,96035312,96035323,2,"1,3",1,0,1
chr12,96489360,96489729,3,"1,2,3",1,1,1
chr12,96489729,96489780,2,"1,3",1,0,1
chr12,98503702,98504068,2,"2,3",0,1,1
chr12,98504068,98504092,3,"1,2,3",1,1,1
chr12,98504092,98504365,2,"1,3",1,0,1
chr12,98515592,98515982,2,"2,3",0,1,1
chr12,98516230,98516239,2,"1,3",1,0,1
chr12,98516239,98516629,3,"1,2,3",1,1,1
chr12,98516629,98516654,2,"1,3",1,0,1
chr12,98593474,98593477,2,"1,3",1,0,1
chr12,98593477,98593898,3,"1,2,3",1,1,1
chr12,98593898,98594145,2,"2,3",0,1,1
chr12,98612715,98613275,2,"2,3",0,1,1
chr12,98644069,98644629,2,"2,3",0,1,1
chr12,98644944,98645334,2,"2,3",0,1,1
chr12,100142599,100142989,2,"2,3",0,1,1
chr12,100567228,100567599,2,"2,3",0,1,1
chr12,100573388,100573778,2,"2,3",0,1,1
chr12,101280015,101280086,2,"2,3",0,1,1
chr12,101280086,101280271,3,"1,2,3",1,1,1
chr12,101280271,101280275,2,"2,3",0,1,1
chr12,101407808,101407889,2,"1,3",1,0,1
chr12,101407889,101408232,3,"1,2,3",1,1,1
chr12,101408232,101408279,2,"2,3",0,1,1
chr12,101877011,101877692,2,"1,3",1,0,1
chr12,101877692,101878012,3,"1,2,3",1,1,1
chr12,101878012,101878082,2,"2,3",0,1,1
chr12,101936186,101936563,2,"2,3",0,1,1
chr12,102010237,102010590,2,"2,3",0,1,1
chr12,102010590,102010627,3,"1,2,3",1,1,1
chr12,102010627,102011014,2,"1,3",1,0,1
chr12,102119991,102120001,2,"2,3",0,1,1
chr12,102120001,102120381,3,"1,2,3",1,1,1
chr12,102120381,102120425,2,"1,3",1,0,1
chr12,102958194,102958340,2,"2,3",0,1,1
chr12,103505558,103505948,2,"2,3",0,1,1
chr12,103840994,103841177,2,"1,3",1,0,1
chr12,103841177,103841307,3,"1,2,3",1,1,1
chr12,103841307,103841418,2,"1,3",1,0,1
chr12,103929132,103929483,2,"1,3",1,0,1
chr12,103930111,103930535,2,"1,3",1,0,1
chr12,103957018,103957059,2,"1,3",1,0,1
chr12,103957059,103957442,3,"1,2,3",1,1,1
chr12,103957442,103957682,2,"2,3",0,1,1
chr12,103965601,103965602,2,"1,3",1,0,1
chr12,103965602,103965992,3,"1,2,3",1,1,1
chr12,103965992,103966025,2,"1,3",1,0,1
chr12,104064268,104064269,2,"2,3",0,1,1
chr12,104064269,104064658,3,"1,2,3",1,1,1
chr12,104064658,104064693,2,"1,3",1,0,1
chr12,104303580,104303602,2,"1,3",1,0,1
chr12,104303602,104303992,3,"1,2,3",1,1,1
chr12,104303992,104304004,2,"1,3",1,0,1
chr12,104456675,104456984,2,"2,3",0,1,1
chr12,104958532,104958904,2,"2,3",0,1,1
chr12,104986177,104986243,2,"1,3",1,0,1
chr12,104986243,104986601,3,"1,2,3",1,1,1
chr12,104986601,104986633,2,"2,3",0,1,1
chr12,105107507,105107530,2,"2,3",0,1,1
chr12,105107530,105107897,3,"1,2,3",1,1,1
chr12,105107897,105107954,2,"1,3",1,0,1
chr12,106247879,106248149,2,"1,3",1,0,1
chr12,106302567,106302957,2,"2,3",0,1,1
chr12,106357546,106357583,2,"1,3",1,0,1
chr12,106357583,106357970,3,"1,2,3",1,1,1
chr12,106357970,106358297,2,"2,3",0,1,1
chr12,106773993,106774383,2,"2,3",0,1,1
chr12,106987031,106987365,2,"1,3",1,0,1
chr12,107093722,107094112,2,"2,3",0,1,1
chr12,107685536,107685575,2,"1,3",1,0,1
chr12,107685575,107685800,3,"1,2,3",1,1,1
chr12,107685800,107686101,2,"1,3",1,0,1
chr12,108562312,108562679,3,"1,2,3",1,1,1
chr12,108562679,108562717,2,"1,3",1,0,1
chr12,108563561,108563826,2,"2,3",0,1,1
chr12,108633662,108633712,2,"2,3",0,1,1
chr12,108633712,108634052,3,"1,2,3",1,1,1
chr12,108634052,108634124,2,"1,3",1,0,1
chr12,108635345,108635735,2,"2,3",0,1,1
chr12,108838291,108838350,2,"1,3",1,0,1
chr12,108838350,108838715,3,"1,2,3",1,1,1
chr12,108838715,108838740,2,"2,3",0,1,1
chr12,109093311,109093368,2,"1,3",1,0,1
chr12,109093368,109093492,3,"1,2,3",1,1,1
chr12,109093492,109093675,2,"1,3",1,0,1
chr12,109097817,109097825,2,"1,3",1,0,1
chr12,109097825,109098215,3,"1,2,3",1,1,1
chr12,109098215,109098370,2,"1,3",1,0,1
chr12,109573053,109573402,3,"1,2,3",1,1,1
chr12,109573402,109573418,2,"1,3",1,0,1
chr12,109713436,109713606,2,"1,3",1,0,1
chr12,109713606,109713761,3,"1,2,3",1,1,1
chr12,109713761,109713860,2,"1,3",1,0,1
chr12,109900061,109900485,2,"1,3",1,0,1
chr12,109998908,109999298,2,"2,3",0,1,1
chr12,110124045,110124312,2,"2,3",0,1,1
chr12,110280775,110280781,2,"1,3",1,0,1
chr12,110280781,110281403,3,"1,2,3",1,1,1
chr12,110281403,110281412,2,"1,3",1,0,1
chr12,110450187,110450577,2,"2,3",0,1,1
chr12,110468174,110468331,2,"2,3",0,1,1
chr12,110468331,110468755,3,"1,2,3",1,1,1
chr12,110468755,110468780,2,"2,3",0,1,1
chr12,110469057,110469233,2,"1,3",1,0,1
chr12,110469233,110469363,3,"1,2,3",1,1,1
chr12,110469363,110469481,2,"1,3",1,0,1
chr12,110502191,110502193,2,"2,3",0,1,1
chr12,110502193,110502387,3,"1,2,3",1,1,1
chr12,110502387,110502413,2,"2,3",0,1,1
chr12,110531664,110531981,2,"2,3",0,1,1
chr12,110613865,110614255,2,"2,3",0,1,1
chr12,110619941,110619955,2,"2,3",0,1,1
chr12,110620238,110620331,2,"2,3",0,1,1
chr12,110913407,110913797,2,"2,3",0,1,1
chr12,111405499,111405889,2,"2,3",0,1,1
chr12,111406094,111406195,2,"1,3",1,0,1
chr12,111444836,111445226,2,"2,3",0,1,1
chr12,111599438,111599473,2,"2,3",0,1,1
chr12,111599473,111599897,3,"1,2,3",1,1,1
chr12,111599897,111600033,2,"2,3",0,1,1
chr12,111775427,111775817,2,"2,3",0,1,1
chr12,111841842,111841843,2,"2,3",0,1,1
chr12,111841843,111842232,3,"1,2,3",1,1,1
chr12,111842232,111842267,2,"1,3",1,0,1
chr12,112013174,112013290,2,"1,3",1,0,1
chr12,112013290,112013410,3,"1,2,3",1,1,1
chr12,112013410,112013598,2,"1,3",1,0,1
chr12,112014566,112014872,2,"2,3",0,1,1
chr12,112409113,112409467,2,"1,3",1,0,1
chr12,112906905,112907329,2,"1,3",1,0,1
chr12,112978120,112978510,2,"2,3",0,1,1
chr12,112979356,112979575,3,"1,2,3",1,1,1
chr12,113184850,113185081,2,"2,3",0,1,1
chr12,113185081,113185240,3,"1,2,3",1,1,1
chr12,113185240,113185781,2,"1,3",1,0,1
chr12,113221101,113221670,2,"2,3",0,1,1
chr12,113221670,113221705,3,"1,2,3",1,1,1
chr12,113221705,113221745,2,"1,3",1,0,1
chr12,116559013,116559403,2,"2,3",0,1,1
chr12,116559751,116559763,2,"2,3",0,1,1
chr12,116559763,116560141,3,"1,2,3",1,1,1
chr12,116560141,116560187,2,"1,3",1,0,1
chr12,116737868,116737886,2,"1,3",1,0,1
chr12,116737886,116738475,3,"1,2,3",1,1,1
chr12,116738475,116738491,2,"1,3",1,0,1
chr12,116858093,116858342,2,"2,3",0,1,1
chr12,116910720,116910756,2,"2,3",0,1,1
chr12,116910756,116911076,3,"1,2,3",1,1,1
chr12,116911076,116911180,2,"1,3",1,0,1
chr12,117098710,117099100,2,"2,3",0,1,1
chr12,118016571,118016961,2,"2,3",0,1,1
chr12,118135907,118135909,2,"1,3",1,0,1
chr12,118135909,118136299,3,"1,2,3",1,1,1
chr12,118136299,118136331,2,"1,3",1,0,1
chr12,118372863,118373253,2,"2,3",0,1,1
chr12,118376214,118376876,2,"1,3",1,0,1
chr12,119667748,119667772,2,"2,3",0,1,1
chr12,119667772,119668138,3,"1,2,3",1,1,1
chr12,119668138,119668196,2,"1,3",1,0,1
chr12,119989778,119990045,2,"2,3",0,1,1
chr12,120086901,120087300,2,"1,3",1,0,1
chr12,120116924,120116950,2,"1,3",1,0,1
chr12,120116950,120117348,3,"1,2,3",1,1,1
chr12,120117348,120117647,2,"2,3",0,1,1
chr12,120132787,120133106,2,"1,3",1,0,1
chr12,120194523,120194549,2,"1,3",1,0,1
chr12,120194549,120194939,3,"1,2,3",1,1,1
chr12,120194939,120194947,2,"1,3",1,0,1
chr12,120200870,120200905,2,"1,3",1,0,1
chr12,120200905,120201507,3,"1,2,3",1,1,1
chr12,120201507,120201549,2,"1,3",1,0,1
chr12,120302134,120302319,2,"2,3",0,1,1
chr12,120302319,120302524,3,"1,2,3",1,1,1
chr12,120302524,120302629,2,"1,3",1,0,1
chr12,120317694,120317703,2,"1,3",1,0,1
chr12,120317703,120317906,3,"1,2,3",1,1,1
chr12,120325455,120325809,3,"1,2,3",1,1,1
chr12,120325809,120325832,2,"1,3",1,0,1
chr12,120437917,120438307,2,"2,3",0,1,1
chr12,120446187,120446196,2,"1,3",1,0,1
chr12,120446196,120446586,3,"1,2,3",1,1,1
chr12,120446586,120446813,2,"1,3",1,0,1
chr12,120469467,120470095,2,"1,3",1,0,1
chr12,120495708,120496098,2,"2,3",0,1,1
chr12,120684991,120685283,2,"2,3",0,1,1
chr12,120686266,120686597,2,"2,3",0,1,1
chr12,120686691,120687115,2,"1,3",1,0,1
chr12,120710293,120710683,2,"2,3",0,1,1
chr12,120904400,120904507,3,"1,2,3",1,1,1
chr12,120904507,120904645,2,"1,3",1,0,1
chr12,121095794,121095804,2,"2,3",0,1,1
chr12,121129021,121129028,2,"1,3",1,0,1
chr12,121129028,121129418,3,"1,2,3",1,1,1
chr12,121129418,121129445,2,"1,3",1,0,1
chr12,121133090,121133187,2,"2,3",0,1,1
chr12,121133187,121133424,3,"1,2,3",1,1,1
chr12,121209960,121210350,2,"2,3",0,1,1
chr12,121399649,121399690,2,"1,3",1,0,1
chr12,121399690,121400280,3,"1,2,3",1,1,1
chr12,121400280,121400288,2,"1,3",1,0,1
chr12,121590692,121590792,2,"2,3",0,1,1
chr12,121626192,121626450,2,"1,3",1,0,1
chr12,121626450,121626616,3,"1,2,3",1,1,1
chr12,121626616,121626840,2,"2,3",0,1,1
chr12,121712932,121713278,2,"2,3",0,1,1
chr12,121794110,121794500,2,"2,3",0,1,1
chr12,121803099,121803523,2,"1,3",1,0,1
chr12,121888428,121888580,2,"1,3",1,0,1
chr12,121888580,121888750,3,"1,2,3",1,1,1
chr12,121888750,121889051,2,"1,3",1,0,1
chr12,121918289,121918342,2,"1,3",1,0,1
chr12,121918342,121918713,3,"1,2,3",1,1,1
chr12,121918713,121918732,2,"2,3",0,1,1
chr12,122064118,122064442,2,"2,3",0,1,1
chr12,122068037,122068300,3,"1,2,3",1,1,1
chr12,122068300,122068386,2,"1,3",1,0,1
chr12,122078310,122078581,3,"1,2,3",1,1,1
chr12,122078581,122078621,2,"1,3",1,0,1
chr12,122226332,122226344,2,"1,3",1,0,1
chr12,122226344,122226649,3,"1,2,3",1,1,1
chr12,122266274,122266316,2,"1,3",1,0,1
chr12,122266316,122266698,3,"1,2,3",1,1,1
chr12,122266698,122266706,2,"2,3",0,1,1
chr12,122500267,122500507,2,"1,3",1,0,1
chr12,122500725,122501115,2,"2,3",0,1,1
chr12,122526604,122526903,2,"2,3",0,1,1
chr12,122527011,122527435,2,"1,3",1,0,1
chr12,122752435,122752825,2,"2,3",0,1,1
chr12,122975022,122975047,2,"2,3",0,1,1
chr12,122975047,122975412,3,"1,2,3",1,1,1
chr12,122975412,122975494,2,"1,3",1,0,1
chr12,122980185,122980749,2,"1,3",1,0,1
chr12,123383619,123384009,2,"2,3",0,1,1
