chrom,start,end,num,list,ENCFF148BUA_RFX5_sorted.bed,ENCFF752PVS_RFX5_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr14,104752933,104752997,2,"2,3",0,1,1
chr14,104752997,104753293,3,"1,2,3",1,1,1
chr14,104753293,104753301,2,"1,3",1,0,1
chr14,104815956,104816521,2,"2,3",0,1,1
chr14,105490832,105490920,2,"1,3",1,0,1
chr14,105490920,105491280,3,"1,2,3",1,1,1
chr14,105491280,105491364,2,"1,3",1,0,1
chr15,34224882,34224889,2,"1,3",1,0,1
chr15,34224889,34225186,3,"1,2,3",1,1,1
chr15,34225186,34225249,2,"2,3",0,1,1
chr15,34969640,34969944,2,"1,3",1,0,1
chr15,39782616,39782686,2,"2,3",0,1,1
chr15,39782686,39782976,3,"1,2,3",1,1,1
chr15,39782976,39782990,2,"1,3",1,0,1
chr15,40092488,40092676,2,"1,3",1,0,1
chr15,40405607,40405967,2,"2,3",0,1,1
chr15,40564918,40564920,2,"2,3",0,1,1
chr15,40564920,40565224,3,"1,2,3",1,1,1
chr15,40565224,40565278,2,"2,3",0,1,1
chr15,40755109,40755469,2,"2,3",0,1,1
chr15,40763852,40763906,2,"2,3",0,1,1
chr15,40763906,40764210,3,"1,2,3",1,1,1
chr15,40764210,40764212,2,"2,3",0,1,1
chr15,41231047,41231651,2,"2,3",0,1,1
chr15,41774693,41774948,2,"1,3",1,0,1
chr15,41972458,41972511,2,"2,3",0,1,1
chr15,41972511,41972815,3,"1,2,3",1,1,1
chr15,41972815,41972818,2,"2,3",0,1,1
chr15,42273223,42273527,2,"1,3",1,0,1
chr15,42548064,42548255,2,"1,3",1,0,1
chr15,42548653,42548957,2,"1,3",1,0,1
chr15,43330492,43330796,2,"1,3",1,0,1
chr15,43371618,43371770,2,"1,3",1,0,1
chr15,43510833,43511137,2,"1,3",1,0,1
chr15,43792041,43792345,2,"1,3",1,0,1
chr15,44536687,44536991,2,"1,3",1,0,1
chr15,44663655,44663693,2,"2,3",0,1,1
chr15,44663693,44663997,3,"1,2,3",1,1,1
chr15,44663997,44664015,2,"2,3",0,1,1
chr15,44711172,44711225,2,"2,3",0,1,1
chr15,44711225,44711688,3,"1,2,3",1,1,1
chr15,44711688,44711718,2,"2,3",0,1,1
chr15,44728674,44728700,2,"2,3",0,1,1
chr15,44728700,44729140,3,"1,2,3",1,1,1
chr15,44729140,44729184,2,"2,3",0,1,1
chr15,44836212,44836516,2,"1,3",1,0,1
chr15,48811131,48811435,2,"1,3",1,0,1
chr15,49155674,49155978,2,"1,3",1,0,1
chr15,49620790,49620843,2,"2,3",0,1,1
chr15,49620843,49621147,3,"1,2,3",1,1,1
chr15,49621147,49621150,2,"2,3",0,1,1
chr15,52651947,52651966,2,"2,3",0,1,1
chr15,52651966,52652214,3,"1,2,3",1,1,1
chr15,52652214,52652216,2,"2,3",0,1,1
chr15,55408240,55408377,2,"2,3",0,1,1
chr15,55408377,55408600,3,"1,2,3",1,1,1
chr15,55408600,55408660,2,"1,3",1,0,1
chr15,56244324,56244333,2,"2,3",0,1,1
chr15,56244333,56244630,3,"1,2,3",1,1,1
chr15,56244630,56244637,2,"1,3",1,0,1
chr15,56887026,56887031,2,"1,3",1,0,1
chr15,56887031,56887330,3,"1,2,3",1,1,1
chr15,56887330,56887391,2,"2,3",0,1,1
chr15,59372783,59373087,2,"1,3",1,0,1
chr15,62060478,62060782,2,"1,3",1,0,1
chr15,63093641,63093896,2,"1,3",1,0,1
chr15,63504373,63504385,2,"2,3",0,1,1
chr15,63504385,63504689,3,"1,2,3",1,1,1
chr15,63504689,63504733,2,"2,3",0,1,1
chr15,63600650,63601010,2,"2,3",0,1,1
chr15,64153569,64153848,3,"1,2,3",1,1,1
chr15,64153848,64153879,2,"2,3",0,1,1
chr15,64356141,64356445,2,"1,3",1,0,1
chr15,64387588,64387948,2,"2,3",0,1,1
chr15,64460337,64460697,2,"2,3",0,1,1
chr15,64835677,64836037,2,"2,3",0,1,1
chr15,66386605,66386643,2,"2,3",0,1,1
chr15,66386643,66386947,3,"1,2,3",1,1,1
chr15,66386947,66386965,2,"2,3",0,1,1
chr15,67065616,67065973,2,"2,3",0,1,1
chr15,67254686,67254751,2,"2,3",0,1,1
chr15,67254751,67254843,3,"1,2,3",1,1,1
chr15,67254843,67254905,2,"2,3",0,1,1
chr15,67520858,67520976,2,"1,3",1,0,1
chr15,67520976,67521162,3,"1,2,3",1,1,1
chr15,67521162,67521542,2,"2,3",0,1,1
chr15,68300263,68300567,2,"1,3",1,0,1
chr15,72231181,72231196,2,"1,3",1,0,1
chr15,72231196,72231460,3,"1,2,3",1,1,1
chr15,72231460,72231556,2,"2,3",0,1,1
chr15,72474165,72474186,2,"2,3",0,1,1
chr15,72474186,72474490,3,"1,2,3",1,1,1
chr15,72474490,72474525,2,"2,3",0,1,1
chr15,74374281,74374641,2,"2,3",0,1,1
chr15,74546139,74546443,2,"1,3",1,0,1
chr15,74598322,74598324,2,"1,3",1,0,1
chr15,74598324,74598490,3,"1,2,3",1,1,1
chr15,74598490,74598498,2,"2,3",0,1,1
chr15,74615635,74615939,2,"1,3",1,0,1
chr15,75368489,75368793,2,"1,3",1,0,1
chr15,75453932,75453969,2,"1,3",1,0,1
chr15,75453969,75454236,3,"1,2,3",1,1,1
chr15,75454236,75454329,2,"2,3",0,1,1
chr15,75640090,75640394,2,"1,3",1,0,1
chr15,75723828,75724132,2,"1,3",1,0,1
chr15,77071001,77071107,2,"2,3",0,1,1
chr15,77071107,77071215,3,"1,2,3",1,1,1
chr15,77071215,77071361,2,"2,3",0,1,1
chr15,78299511,78299815,2,"1,3",1,0,1
chr15,78507323,78507627,2,"1,3",1,0,1
chr15,80059448,80059808,2,"2,3",0,1,1
chr15,82047290,82047434,2,"2,3",0,1,1
chr15,82540392,82540696,2,"1,3",1,0,1
chr15,82809368,82809431,2,"2,3",0,1,1
chr15,82809431,82809728,3,"1,2,3",1,1,1
chr15,82809728,82809735,2,"1,3",1,0,1
chr15,84600772,84601132,2,"2,3",0,1,1
chr15,84826590,84826608,2,"2,3",0,1,1
chr15,84826608,84826680,3,"1,2,3",1,1,1
chr15,85380280,85380282,2,"2,3",0,1,1
chr15,85380282,85380559,3,"1,2,3",1,1,1
chr15,85380559,85380572,2,"2,3",0,1,1
chr15,88621091,88621395,2,"1,3",1,0,1
chr15,89088186,89088490,2,"1,3",1,0,1
chr15,89136859,89137219,2,"2,3",0,1,1
chr15,89243793,89244153,2,"2,3",0,1,1
chr15,89575194,89575222,2,"2,3",0,1,1
chr15,89575222,89575526,3,"1,2,3",1,1,1
chr15,89575526,89575554,2,"2,3",0,1,1
chr15,89690664,89690968,2,"1,3",1,0,1
chr15,89893919,89894223,2,"1,3",1,0,1
chr15,90717064,90717368,2,"1,3",1,0,1
chr15,90931748,90931988,3,"1,2,3",1,1,1
chr15,90931988,90932024,2,"2,3",0,1,1
chr15,90994525,90994829,2,"1,3",1,0,1
chr15,92882462,92882464,2,"1,3",1,0,1
chr15,92882464,92882586,3,"1,2,3",1,1,1
chr15,92882586,92882616,2,"1,3",1,0,1
chr15,92904155,92904166,2,"2,3",0,1,1
chr15,92904166,92904506,3,"1,2,3",1,1,1
chr15,92904506,92904519,2,"2,3",0,1,1
chr15,97960275,97960295,2,"1,3",1,0,1
chr15,97960295,97960579,3,"1,2,3",1,1,1
chr15,97960579,97960655,2,"2,3",0,1,1
chr15,100602233,100602304,2,"2,3",0,1,1
chr15,100602304,100602593,3,"1,2,3",1,1,1
chr15,100602593,100602608,2,"1,3",1,0,1
chr15,101277351,101277382,2,"2,3",0,1,1
chr15,101277382,101277686,3,"1,2,3",1,1,1
chr15,101277686,101277711,2,"2,3",0,1,1
chr16,53534,53608,2,"2,3",0,1,1
chr16,53608,53894,3,"1,2,3",1,1,1
chr16,53894,53912,2,"1,3",1,0,1
chr16,527394,527754,2,"2,3",0,1,1
chr16,589700,589715,2,"1,3",1,0,1
chr16,589715,589885,3,"1,2,3",1,1,1
chr16,589885,589896,2,"2,3",0,1,1
chr16,649153,649457,2,"1,3",1,0,1
chr16,1420563,1420923,2,"2,3",0,1,1
chr16,1611943,1611997,2,"1,3",1,0,1
chr16,1611997,1612242,3,"1,2,3",1,1,1
chr16,1612242,1612357,2,"2,3",0,1,1
chr16,1705918,1705934,2,"2,3",0,1,1
chr16,1705934,1706238,3,"1,2,3",1,1,1
chr16,1706238,1706278,2,"2,3",0,1,1
chr16,1773045,1773293,2,"2,3",0,1,1
chr16,1782590,1782894,2,"1,3",1,0,1
chr16,1826725,1826816,2,"1,3",1,0,1
chr16,1826816,1826933,3,"1,2,3",1,1,1
chr16,1826933,1827029,2,"1,3",1,0,1
chr16,1971823,1971829,2,"2,3",0,1,1
chr16,1971829,1972133,3,"1,2,3",1,1,1
chr16,1972133,1972183,2,"2,3",0,1,1
chr16,2214880,2215453,2,"2,3",0,1,1
chr16,2223398,2223702,2,"1,3",1,0,1
chr16,2429081,2429441,2,"2,3",0,1,1
chr16,2531829,2532382,2,"2,3",0,1,1
chr16,2752514,2752818,2,"1,3",1,0,1
chr16,2882562,2882682,2,"2,3",0,1,1
chr16,2882682,2882922,3,"1,2,3",1,1,1
chr16,2882922,2882986,2,"1,3",1,0,1
chr16,2905228,2905532,2,"1,3",1,0,1
chr16,2911666,2911954,2,"1,3",1,0,1
chr16,2968999,2969034,2,"1,3",1,0,1
chr16,2969034,2969303,3,"1,2,3",1,1,1
chr16,2969303,2969394,2,"2,3",0,1,1
chr16,3003900,3003905,2,"2,3",0,1,1
chr16,3003905,3004209,3,"1,2,3",1,1,1
chr16,3004209,3004260,2,"2,3",0,1,1
chr16,3235030,3235046,2,"2,3",0,1,1
chr16,3235046,3235350,3,"1,2,3",1,1,1
chr16,3235350,3235390,2,"2,3",0,1,1
chr16,4425523,4425827,2,"1,3",1,0,1
chr16,4476223,4476583,2,"2,3",0,1,1
chr16,4538631,4538727,2,"2,3",0,1,1
chr16,4538727,4538991,3,"1,2,3",1,1,1
chr16,4538991,4539022,2,"1,3",1,0,1
chr16,4616168,4616214,2,"2,3",0,1,1
chr16,4616214,4616518,3,"1,2,3",1,1,1
chr16,4616518,4616528,2,"2,3",0,1,1
chr16,4734292,4734596,2,"1,3",1,0,1
chr16,4847186,4847255,2,"2,3",0,1,1
chr16,4847255,4847559,3,"1,2,3",1,1,1
chr16,4847559,4847747,2,"2,3",0,1,1
chr16,4957686,4957885,2,"2,3",0,1,1
chr16,5035299,5035603,2,"1,3",1,0,1
chr16,5036166,5036232,2,"1,3",1,0,1
chr16,5071667,5071950,2,"1,3",1,0,1
chr16,8674410,8674479,2,"1,3",1,0,1
chr16,8674479,8674596,3,"1,2,3",1,1,1
chr16,8674596,8674714,2,"1,3",1,0,1
chr16,8868681,8868940,2,"2,3",0,1,1
chr16,8886053,8886413,2,"2,3",0,1,1
chr16,9091277,9091373,2,"2,3",0,1,1
chr16,9091373,9091472,3,"1,2,3",1,1,1
chr16,9091472,9091637,2,"2,3",0,1,1
chr16,10580532,10580892,2,"2,3",0,1,1
chr16,10743644,10743923,2,"1,3",1,0,1
chr16,10942305,10942320,2,"2,3",0,1,1
chr16,10942320,10942624,3,"1,2,3",1,1,1
chr16,10942624,10942665,2,"2,3",0,1,1
chr16,11356729,11356981,3,"1,2,3",1,1,1
chr16,11356981,11357018,2,"2,3",0,1,1
chr16,11363232,11363680,2,"1,3",1,0,1
chr16,11742770,11742828,2,"2,3",0,1,1
chr16,11742828,11743130,3,"1,2,3",1,1,1
chr16,11743130,11743132,2,"1,3",1,0,1
chr16,11797332,11797436,2,"2,3",0,1,1
chr16,11797436,11797509,3,"1,2,3",1,1,1
chr16,11797509,11797512,2,"1,3",1,0,1
chr16,11797845,11797894,2,"2,3",0,1,1
chr16,11915917,11916277,2,"2,3",0,1,1
chr16,11976493,11976797,2,"1,3",1,0,1
chr16,14399590,14399894,2,"1,3",1,0,1
chr16,14632623,14632907,2,"1,3",1,0,1
chr16,14633955,14634316,2,"2,3",0,1,1
chr16,15055733,15055898,2,"1,3",1,0,1
chr16,15056099,15056403,2,"1,3",1,0,1
chr16,15094196,15094556,2,"2,3",0,1,1
chr16,15395739,15396099,2,"2,3",0,1,1
chr16,15649965,15649985,2,"1,3",1,0,1
chr16,15649985,15650269,3,"1,2,3",1,1,1
chr16,15650269,15650345,2,"2,3",0,1,1
chr16,15888544,15888555,2,"2,3",0,1,1
chr16,15888555,15888859,3,"1,2,3",1,1,1
chr16,15888859,15888904,2,"2,3",0,1,1
chr16,15949199,15949559,2,"2,3",0,1,1
chr16,18801463,18801574,2,"2,3",0,1,1
chr16,18801574,18801878,3,"1,2,3",1,1,1
chr16,18801878,18802023,2,"2,3",0,1,1
chr16,18989304,18989309,2,"2,3",0,1,1
chr16,18989309,18989380,3,"1,2,3",1,1,1
chr16,19005800,19006160,2,"2,3",0,1,1
chr16,19067431,19067985,3,"1,2,3",1,1,1
chr16,19067985,19068013,2,"2,3",0,1,1
chr16,19086501,19086861,2,"2,3",0,1,1
chr16,19108366,19108399,2,"2,3",0,1,1
chr16,19108399,19108687,3,"1,2,3",1,1,1
chr16,19167618,19167947,2,"2,3",0,1,1
chr16,19521998,19522287,2,"1,3",1,0,1
chr16,19523733,19523777,2,"2,3",0,1,1
chr16,19523777,19524081,3,"1,2,3",1,1,1
chr16,19524081,19524093,2,"2,3",0,1,1
chr16,20741664,20741666,2,"1,3",1,0,1
chr16,20741666,20741968,3,"1,2,3",1,1,1
chr16,20741968,20742026,2,"2,3",0,1,1
chr16,20806300,20806322,2,"2,3",0,1,1
chr16,20806322,20806626,3,"1,2,3",1,1,1
chr16,20806626,20806660,2,"2,3",0,1,1
chr16,20900282,20900642,2,"2,3",0,1,1
chr16,20901066,20901120,2,"2,3",0,1,1
chr16,21186305,21186345,2,"2,3",0,1,1
chr16,21186345,21186599,3,"1,2,3",1,1,1
chr16,21188719,21189023,2,"1,3",1,0,1
chr16,21300549,21300644,2,"2,3",0,1,1
chr16,21300644,21300909,3,"1,2,3",1,1,1
chr16,21300909,21300948,2,"1,3",1,0,1
chr16,21520424,21520784,2,"2,3",0,1,1
chr16,21599294,21599322,2,"2,3",0,1,1
chr16,21599322,21599626,3,"1,2,3",1,1,1
chr16,21599626,21599654,2,"2,3",0,1,1
chr16,21600150,21600266,2,"2,3",0,1,1
chr16,21952846,21953128,2,"2,3",0,1,1
chr16,21953128,21953206,3,"1,2,3",1,1,1
chr16,21953206,21953432,2,"1,3",1,0,1
chr16,22007482,22008043,2,"2,3",0,1,1
chr16,22205997,22206074,2,"2,3",0,1,1
chr16,22206074,22206357,3,"1,2,3",1,1,1
chr16,22206357,22206378,2,"1,3",1,0,1
chr16,22297237,22297597,2,"2,3",0,1,1
chr16,22374582,22374637,2,"2,3",0,1,1
chr16,22374637,22374941,3,"1,2,3",1,1,1
chr16,22374941,22374942,2,"2,3",0,1,1
chr16,23453043,23453067,2,"2,3",0,1,1
chr16,23453067,23453360,3,"1,2,3",1,1,1
chr16,23510219,23510326,2,"2,3",0,1,1
chr16,23510326,23510579,3,"1,2,3",1,1,1
chr16,23510579,23510630,2,"1,3",1,0,1
chr16,23540276,23540580,2,"1,3",1,0,1
chr16,23641233,23641593,2,"2,3",0,1,1
chr16,24539104,24539205,2,"1,3",1,0,1
chr16,24539248,24539382,2,"2,3",0,1,1
chr16,24539382,24539608,3,"1,2,3",1,1,1
chr16,24539608,24539686,2,"1,3",1,0,1
chr16,24729407,24729711,2,"1,3",1,0,1
chr16,25257475,25257779,2,"1,3",1,0,1
chr16,27203350,27203367,2,"2,3",0,1,1
chr16,27203367,27203710,3,"1,2,3",1,1,1
chr16,27203710,27203897,2,"1,3",1,0,1
chr16,27214452,27214756,2,"1,3",1,0,1
chr16,27268609,27268945,2,"2,3",0,1,1
chr16,27273752,27274056,2,"1,3",1,0,1
chr16,27407973,27408293,2,"2,3",0,1,1
chr16,27549853,27549904,2,"2,3",0,1,1
chr16,27549904,27550208,3,"1,2,3",1,1,1
chr16,27550208,27550213,2,"2,3",0,1,1
chr16,28823760,28823808,2,"2,3",0,1,1
chr16,28823808,28824112,3,"1,2,3",1,1,1
chr16,28824112,28824120,2,"2,3",0,1,1
chr16,28824358,28824371,2,"1,3",1,0,1
chr16,28824371,28824541,3,"1,2,3",1,1,1
chr16,28846274,28846634,2,"2,3",0,1,1
chr16,28863301,28863306,2,"1,3",1,0,1
chr16,28863306,28863605,3,"1,2,3",1,1,1
chr16,28863605,28863666,2,"2,3",0,1,1
chr16,28945621,28945925,2,"1,3",1,0,1
chr16,28950601,28950682,2,"2,3",0,1,1
chr16,28950682,28950961,3,"1,2,3",1,1,1
chr16,28950961,28950986,2,"1,3",1,0,1
chr16,29805514,29805818,2,"1,3",1,0,1
chr16,29815907,29816495,2,"2,3",0,1,1
chr16,29863515,29863764,2,"1,3",1,0,1
chr16,29899602,29899799,2,"1,3",1,0,1
chr16,29944063,29944367,2,"1,3",1,0,1
chr16,29973440,29973452,2,"2,3",0,1,1
chr16,29973452,29973737,3,"1,2,3",1,1,1
chr16,29973737,29973758,2,"2,3",0,1,1
chr16,29995993,29996357,2,"2,3",0,1,1
chr16,30052900,30052973,2,"2,3",0,1,1
chr16,30052973,30053277,3,"1,2,3",1,1,1
chr16,30053277,30053340,2,"2,3",0,1,1
chr16,30055290,30055354,2,"1,3",1,0,1
chr16,30065536,30065592,2,"1,3",1,0,1
chr16,30065592,30065840,3,"1,2,3",1,1,1
chr16,30065840,30065952,2,"2,3",0,1,1
chr16,30370528,30370669,2,"2,3",0,1,1
chr16,30370669,30370888,3,"1,2,3",1,1,1
chr16,30370888,30371233,2,"1,3",1,0,1
chr16,30407154,30407638,2,"1,3",1,0,1
chr16,30409479,30409772,2,"1,3",1,0,1
chr16,30429982,30430286,2,"1,3",1,0,1
chr16,30527332,30527636,2,"1,3",1,0,1
chr16,30634330,30634634,2,"1,3",1,0,1
chr16,30657960,30658524,2,"2,3",0,1,1
chr16,30698834,30699194,2,"2,3",0,1,1
chr16,30748058,30748068,2,"1,3",1,0,1
chr16,30748068,30748362,3,"1,2,3",1,1,1
chr16,30748362,30748428,2,"2,3",0,1,1
chr16,30787188,30787548,2,"2,3",0,1,1
chr16,30814258,30814618,2,"2,3",0,1,1
chr16,30875236,30875596,2,"2,3",0,1,1
chr16,30948295,30948510,2,"1,3",1,0,1
chr16,31033225,31033529,2,"1,3",1,0,1
chr16,31073199,31073728,2,"2,3",0,1,1
chr16,31179960,31180320,2,"2,3",0,1,1
chr16,31180453,31180757,2,"1,3",1,0,1
chr16,31457945,31458393,2,"2,3",0,1,1
chr16,31459785,31460089,2,"1,3",1,0,1
chr16,31713057,31713361,2,"1,3",1,0,1
chr16,46621232,46621240,2,"2,3",0,1,1
chr16,46621240,46621544,3,"1,2,3",1,1,1
chr16,46621544,46621557,2,"2,3",0,1,1
chr16,46688958,46689262,2,"1,3",1,0,1
chr16,46883911,46884215,2,"1,3",1,0,1
chr16,46973608,46973912,2,"1,3",1,0,1
chr16,48610319,48610482,2,"1,3",1,0,1
chr16,50024934,50024938,2,"2,3",0,1,1
chr16,50024938,50025242,3,"1,2,3",1,1,1
chr16,50025242,50025294,2,"2,3",0,1,1
chr16,50152851,50153211,2,"2,3",0,1,1
chr16,50374781,50375085,2,"1,3",1,0,1
chr16,50547420,50547780,2,"2,3",0,1,1
chr16,50741661,50741965,2,"1,3",1,0,1
chr16,51151455,51151756,2,"1,3",1,0,1
chr16,52597707,52598009,2,"1,3",1,0,1
chr16,53054706,53055010,2,"1,3",1,0,1
chr16,53703673,53704188,2,"1,3",1,0,1
chr16,54286684,54286988,2,"1,3",1,0,1
chr16,56451437,56451998,2,"2,3",0,1,1
chr16,56608052,56608058,2,"1,3",1,0,1
chr16,56608058,56608164,3,"1,2,3",1,1,1
chr16,56608164,56608172,2,"1,3",1,0,1
chr16,56608178,56608737,2,"2,3",0,1,1
chr16,56931804,56932130,2,"2,3",0,1,1
chr16,57244898,57245202,2,"1,3",1,0,1
chr16,57462504,57462808,2,"1,3",1,0,1
chr16,57735269,57735573,2,"1,3",1,0,1
chr16,57736811,57736818,2,"1,3",1,0,1
chr16,57736900,57737072,2,"1,3",1,0,1
chr16,57984677,57985190,2,"2,3",0,1,1
chr16,58129361,58129411,2,"2,3",0,1,1
chr16,58129411,58129715,3,"1,2,3",1,1,1
chr16,58129715,58129721,2,"2,3",0,1,1
chr16,58734226,58734530,2,"1,3",1,0,1
chr16,66433727,66433776,2,"2,3",0,1,1
chr16,66433776,66434080,3,"1,2,3",1,1,1
chr16,66434080,66434087,2,"2,3",0,1,1
chr16,66434710,66435014,2,"1,3",1,0,1
chr16,66552331,66552635,2,"1,3",1,0,1
chr16,66717154,66717171,2,"2,3",0,1,1
chr16,66717171,66717364,3,"1,2,3",1,1,1
chr16,66717364,66717372,2,"2,3",0,1,1
chr16,66751817,66752067,2,"2,3",0,1,1
chr16,66905825,66906129,2,"1,3",1,0,1
chr16,67017936,67018296,2,"2,3",0,1,1
chr16,67029467,67029470,2,"1,3",1,0,1
chr16,67109360,67109616,2,"2,3",0,1,1
chr16,67159792,67160116,2,"2,3",0,1,1
chr16,67160850,67161187,2,"2,3",0,1,1
chr16,67183946,67184306,2,"2,3",0,1,1
chr16,67246275,67246635,2,"2,3",0,1,1
chr16,67396276,67396580,2,"1,3",1,0,1
chr16,67481205,67481508,2,"1,3",1,0,1
chr16,67562165,67562469,2,"1,3",1,0,1
chr16,67660677,67660736,2,"2,3",0,1,1
chr16,67660736,67661037,3,"1,2,3",1,1,1
chr16,67661037,67661040,2,"1,3",1,0,1
chr16,67806841,67807145,2,"1,3",1,0,1
chr16,67846528,67846888,2,"2,3",0,1,1
chr16,67857770,67857850,2,"2,3",0,1,1
chr16,67857850,67858130,3,"1,2,3",1,1,1
chr16,67858130,67858154,2,"1,3",1,0,1
chr16,67872909,67873269,2,"2,3",0,1,1
chr16,68023029,68023094,2,"2,3",0,1,1
chr16,68023094,68023389,3,"1,2,3",1,1,1
chr16,68023389,68023398,2,"1,3",1,0,1
chr16,68084553,68084857,2,"1,3",1,0,1
chr16,68265216,68265219,2,"2,3",0,1,1
chr16,68265219,68265576,3,"1,2,3",1,1,1
chr16,68265576,68265722,2,"1,3",1,0,1
chr16,68310915,68311275,2,"2,3",0,1,1
chr16,68448366,68448535,2,"2,3",0,1,1
chr16,68448535,68448839,3,"1,2,3",1,1,1
chr16,68448839,68448917,2,"2,3",0,1,1
chr16,68529944,68530222,2,"1,3",1,0,1
chr16,68590613,68590917,2,"1,3",1,0,1
chr16,68740288,68740547,2,"1,3",1,0,1
chr16,68744840,68745166,2,"2,3",0,1,1
chr16,69311114,69311687,2,"2,3",0,1,1
chr16,69326515,69326756,2,"1,3",1,0,1
chr16,69424424,69424485,2,"1,3",1,0,1
chr16,69424485,69424728,3,"1,2,3",1,1,1
chr16,69424728,69424845,2,"2,3",0,1,1
chr16,69726338,69726824,2,"2,3",0,1,1
chr16,69754841,69755145,2,"1,3",1,0,1
chr16,70251810,70252114,2,"1,3",1,0,1
chr16,70289415,70289719,2,"1,3",1,0,1
chr16,70299083,70299643,2,"2,3",0,1,1
chr16,70381379,70381425,2,"2,3",0,1,1
chr16,70381425,70381729,3,"1,2,3",1,1,1
chr16,70381729,70381739,2,"2,3",0,1,1
chr16,70454249,70454824,2,"2,3",0,1,1
chr16,70738374,70738661,2,"1,3",1,0,1
chr16,70746061,70746096,2,"2,3",0,1,1
chr16,70746096,70746400,3,"1,2,3",1,1,1
chr16,70746400,70746412,2,"2,3",0,1,1
chr16,70746674,70746694,2,"1,3",1,0,1
chr16,70746694,70746791,3,"1,2,3",1,1,1
chr16,70746791,70746830,2,"1,3",1,0,1
chr16,70800856,70801216,2,"2,3",0,1,1
chr16,71462068,71462428,2,"2,3",0,1,1
chr16,71564625,71565150,2,"2,3",0,1,1
chr16,71845759,71845782,2,"2,3",0,1,1
chr16,71845782,71846086,3,"1,2,3",1,1,1
chr16,71846086,71846119,2,"2,3",0,1,1
chr16,72008494,72008508,2,"1,3",1,0,1
chr16,72008508,72008798,3,"1,2,3",1,1,1
chr16,72008798,72008868,2,"2,3",0,1,1
chr16,72664907,72664929,2,"2,3",0,1,1
chr16,72664929,72665233,3,"1,2,3",1,1,1
chr16,72665233,72665267,2,"2,3",0,1,1
chr16,74666834,74667138,2,"1,3",1,0,1
chr16,75116660,75116942,2,"1,3",1,0,1
chr16,75245420,75245780,2,"2,3",0,1,1
chr16,75250666,75250967,2,"1,3",1,0,1
chr16,75464544,75464616,2,"2,3",0,1,1
chr16,75464616,75464904,3,"1,2,3",1,1,1
chr16,75464904,75464920,2,"1,3",1,0,1
chr16,75528019,75528266,2,"1,3",1,0,1
chr16,75555182,75555484,2,"1,3",1,0,1
chr16,75556190,75556206,2,"2,3",0,1,1
chr16,75556206,75556402,3,"1,2,3",1,1,1
chr16,75556402,75556411,2,"2,3",0,1,1
chr16,75623141,75623158,2,"2,3",0,1,1
chr16,75623158,75623462,3,"1,2,3",1,1,1
chr16,75623462,75623501,2,"2,3",0,1,1
chr16,77190673,77190685,2,"1,3",1,0,1
chr16,77190685,77190977,3,"1,2,3",1,1,1
chr16,77190977,77191045,2,"2,3",0,1,1
chr16,77236074,77236378,2,"1,3",1,0,1
chr16,78099291,78099416,2,"1,3",1,0,1
chr16,78099416,78099595,3,"1,2,3",1,1,1
chr16,78099595,78099776,2,"2,3",0,1,1
chr16,80540791,80541095,2,"1,3",1,0,1
chr16,81007317,81007621,2,"1,3",1,0,1
chr16,81314662,81314703,2,"1,3",1,0,1
chr16,81314703,81314966,3,"1,2,3",1,1,1
chr16,81314966,81315063,2,"2,3",0,1,1
chr16,81730395,81730421,2,"2,3",0,1,1
chr16,81730421,81730725,3,"1,2,3",1,1,1
chr16,81730725,81730755,2,"2,3",0,1,1
chr16,83953026,83953330,2,"1,3",1,0,1
chr16,83953451,83953755,2,"1,3",1,0,1
chr16,84186865,84186907,2,"2,3",0,1,1
chr16,84186907,84187211,3,"1,2,3",1,1,1
chr16,84187211,84187225,2,"2,3",0,1,1
chr16,84504557,84504861,2,"1,3",1,0,1
chr16,84851261,84851621,2,"2,3",0,1,1
chr16,85136883,85136910,2,"2,3",0,1,1
chr16,85136910,85137193,3,"1,2,3",1,1,1
chr16,85137193,85137229,2,"2,3",0,1,1
chr16,85152030,85152390,2,"2,3",0,1,1
chr16,85307566,85307870,2,"1,3",1,0,1
chr16,85612762,85613106,2,"2,3",0,1,1
chr16,86555039,86555095,2,"2,3",0,1,1
chr16,86555095,86555399,3,"1,2,3",1,1,1
chr16,87317298,87317658,2,"2,3",0,1,1
chr16,87388351,87388384,2,"1,3",1,0,1
chr16,87388384,87388655,3,"1,2,3",1,1,1
chr16,87388655,87388728,2,"2,3",0,1,1
chr16,87392094,87392398,2,"1,3",1,0,1
chr16,87492906,87493266,2,"2,3",0,1,1
chr16,87779055,87779415,2,"2,3",0,1,1
chr16,87950870,87951174,2,"1,3",1,0,1
chr16,88570226,88570530,2,"1,3",1,0,1
chr16,88663098,88663154,2,"1,3",1,0,1
chr16,88663154,88663328,3,"1,2,3",1,1,1
chr16,88663328,88663402,2,"1,3",1,0,1
chr16,88706272,88706307,2,"2,3",0,1,1
chr16,88706307,88706611,3,"1,2,3",1,1,1
chr16,88706611,88706632,2,"2,3",0,1,1
chr16,88811603,88811681,2,"1,3",1,0,1
chr16,88811822,88812112,2,"1,3",1,0,1
chr16,88856703,88857007,2,"1,3",1,0,1
chr16,89167424,89167752,2,"2,3",0,1,1
chr16,89395258,89395562,2,"1,3",1,0,1
chr16,89560422,89560725,3,"1,2,3",1,1,1
