chrom,start,end,num,list,ENCFF110FKC_MAX_sorted.bed,ENCFF204YUM_MAX_sorted.bed,ENCFF608XFL_MAX_sorted.bed,ENCFF770REJ_MAX_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr1,226870528,226870550,2,"1,5",1,0,0,0,1
chr1,226870918,226871082,2,"4,5",0,0,0,1,1
chr1,227563618,227564188,2,"4,5",0,0,0,1,1
chr1,227728518,227728954,2,"3,5",0,0,1,0,1
chr1,227735066,227735148,2,"4,5",0,0,0,1,1
chr1,227735148,227735179,3,"2,4,5",0,1,0,1,1
chr1,227735179,227735444,4,"2,3,4,5",0,1,1,1,1
chr1,227735444,227735468,3,"2,4,5",0,1,0,1,1
chr1,227735468,227735472,2,"4,5",0,0,0,1,1
chr1,227934704,227935114,3,"3,4,5",0,0,1,1,1
chr1,227935114,227935357,2,"4,5",0,0,0,1,1
chr1,227946645,227947015,2,"3,5",0,0,1,0,1
chr1,228082097,228082104,2,"1,5",1,0,0,0,1
chr1,228082104,228082349,3,"1,4,5",1,0,0,1,1
chr1,228082349,228082534,4,"1,3,4,5",1,0,1,1,1
chr1,228082534,228082536,3,"1,3,5",1,0,1,0,1
chr1,228082536,228082608,2,"1,5",1,0,0,0,1
chr1,228109039,228109069,2,"4,5",0,0,0,1,1
chr1,228109069,228109519,3,"3,4,5",0,0,1,1,1
chr1,228109519,228109595,2,"4,5",0,0,0,1,1
chr1,228131004,228131323,2,"3,5",0,0,1,0,1
chr1,228139780,228140430,2,"3,5",0,0,1,0,1
chr1,228165218,228165545,2,"4,5",0,0,0,1,1
chr1,228165545,228165823,3,"1,4,5",1,0,0,1,1
chr1,228165823,228165855,2,"1,5",1,0,0,0,1
chr1,228165972,228165983,2,"1,5",1,0,0,0,1
chr1,228165983,228166005,3,"1,4,5",1,0,0,1,1
chr1,228166005,228166033,4,"1,2,4,5",1,1,0,1,1
chr1,228166033,228166238,5,"1,2,3,4,5",1,1,1,1,1
chr1,228166238,228166282,4,"1,2,4,5",1,1,0,1,1
chr1,228166282,228166286,3,"2,4,5",0,1,0,1,1
chr1,228166286,228166325,2,"2,5",0,1,0,0,1
chr1,228213400,228213439,2,"2,5",0,1,0,0,1
chr1,228213439,228213469,3,"2,4,5",0,1,0,1,1
chr1,228213469,228213490,4,"1,2,4,5",1,1,0,1,1
chr1,228213490,228213656,5,"1,2,3,4,5",1,1,1,1,1
chr1,228213656,228213701,4,"1,2,3,5",1,1,1,0,1
chr1,228213701,228213720,3,"1,2,5",1,1,0,0,1
chr1,228213720,228213779,2,"1,5",1,0,0,0,1
chr1,228378417,228378461,2,"3,5",0,0,1,0,1
chr1,228378461,228378500,3,"1,3,5",1,0,1,0,1
chr1,228378500,228378547,4,"1,2,3,5",1,1,1,0,1
chr1,228378547,228378764,5,"1,2,3,4,5",1,1,1,1,1
chr1,228378764,228378771,4,"1,2,3,5",1,1,1,0,1
chr1,228378771,228378820,3,"2,3,5",0,1,1,0,1
chr1,228378820,228378867,2,"3,5",0,0,1,0,1
chr1,228406778,228406804,2,"2,5",0,1,0,0,1
chr1,228406804,228407098,3,"1,2,5",1,1,0,0,1
chr1,228407098,228407114,2,"1,5",1,0,0,0,1
chr1,228457525,228457786,3,"3,4,5",0,0,1,1,1
chr1,228457786,228458038,2,"3,5",0,0,1,0,1
chr1,228458529,228458764,2,"3,5",0,0,1,0,1
chr1,228459171,228459521,3,"3,4,5",0,0,1,1,1
chr1,228463634,228464081,3,"3,4,5",0,0,1,1,1
chr1,228464081,228464147,2,"4,5",0,0,0,1,1
chr1,228486614,228486783,2,"3,5",0,0,1,0,1
chr1,228486783,228487347,3,"3,4,5",0,0,1,1,1
chr1,228487347,228487353,2,"4,5",0,0,0,1,1
chr1,228500976,228501317,3,"3,4,5",0,0,1,1,1
chr1,228501317,228501429,2,"4,5",0,0,0,1,1
chr1,228646720,228647081,3,"3,4,5",0,0,1,1,1
chr1,228647081,228647227,2,"3,5",0,0,1,0,1
chr1,228647575,228647842,2,"3,5",0,0,1,0,1
chr1,228647842,228648267,3,"3,4,5",0,0,1,1,1
chr1,228648267,228648505,2,"4,5",0,0,0,1,1
chr1,228735165,228735735,2,"4,5",0,0,0,1,1
chr1,228861129,228861185,2,"4,5",0,0,0,1,1
chr1,228861185,228861363,3,"3,4,5",0,0,1,1,1
chr1,228861363,228861432,2,"4,5",0,0,0,1,1
chr1,229221209,229221439,3,"2,4,5",0,1,0,1,1
chr1,229221439,229221673,2,"4,5",0,0,0,1,1
chr1,229270817,229270819,2,"4,5",0,0,0,1,1
chr1,229270819,229270860,3,"3,4,5",0,0,1,1,1
chr1,229270860,229270900,4,"2,3,4,5",0,1,1,1,1
chr1,229270900,229271104,5,"1,2,3,4,5",1,1,1,1,1
chr1,229271104,229271180,4,"2,3,4,5",0,1,1,1,1
chr1,229271180,229271187,3,"3,4,5",0,0,1,1,1
chr1,229271187,229271189,2,"4,5",0,0,0,1,1
chr1,229508066,229508143,2,"4,5",0,0,0,1,1
chr1,229508143,229508593,3,"3,4,5",0,0,1,1,1
chr1,229508593,229508809,2,"4,5",0,0,0,1,1
chr1,229558931,229558963,2,"1,5",1,0,0,0,1
chr1,229558963,229558998,3,"1,4,5",1,0,0,1,1
chr1,229558998,229559241,4,"1,3,4,5",1,0,1,1,1
chr1,229559241,229559290,3,"3,4,5",0,0,1,1,1
chr1,229559290,229559337,2,"4,5",0,0,0,1,1
chr1,229625275,229625752,2,"4,5",0,0,0,1,1
chr1,229626039,229626040,2,"4,5",0,0,0,1,1
chr1,229626040,229626057,4,"1,2,4,5",1,1,0,1,1
chr1,229626057,229626350,5,"1,2,3,4,5",1,1,1,1,1
chr1,229626350,229626360,4,"2,3,4,5",0,1,1,1,1
chr1,229626360,229626389,3,"3,4,5",0,0,1,1,1
chr1,229626389,229626465,2,"4,5",0,0,0,1,1
chr1,230066677,230067015,3,"3,4,5",0,0,1,1,1
chr1,230067015,230067091,2,"4,5",0,0,0,1,1
chr1,230642196,230642272,2,"4,5",0,0,0,1,1
chr1,230642272,230642722,3,"3,4,5",0,0,1,1,1
chr1,230642722,230642972,2,"4,5",0,0,0,1,1
chr1,230868734,230868738,2,"1,5",1,0,0,0,1
chr1,230868738,230868766,3,"1,4,5",1,0,0,1,1
chr1,230868766,230869044,4,"1,3,4,5",1,0,1,1,1
chr1,230869044,230869166,3,"3,4,5",0,0,1,1,1
chr1,230978765,230978815,2,"2,5",0,1,0,0,1
chr1,230978815,230978849,3,"2,4,5",0,1,0,1,1
chr1,230978849,230979085,4,"2,3,4,5",0,1,1,1,1
chr1,230979085,230979299,3,"3,4,5",0,0,1,1,1
chr1,230979299,230979385,2,"4,5",0,0,0,1,1
chr1,231162211,231162276,2,"3,5",0,0,1,0,1
chr1,231162276,231162661,3,"3,4,5",0,0,1,1,1
chr1,231162661,231163012,2,"4,5",0,0,0,1,1
chr1,231240956,231240968,2,"4,5",0,0,0,1,1
chr1,231240968,231241015,3,"2,4,5",0,1,0,1,1
chr1,231241015,231241094,4,"1,2,4,5",1,1,0,1,1
chr1,231241094,231241221,5,"1,2,3,4,5",1,1,1,1,1
chr1,231241221,231241236,4,"1,2,4,5",1,1,0,1,1
chr1,231241236,231241288,3,"1,2,5",1,1,0,0,1
chr1,231241288,231241325,2,"1,5",1,0,0,0,1
chr1,231337510,231338545,2,"3,5",0,0,1,0,1
chr1,231528339,231528415,2,"2,5",0,1,0,0,1
chr1,231528415,231528416,3,"2,3,5",0,1,1,0,1
chr1,231528416,231528424,4,"1,2,3,5",1,1,1,0,1
chr1,231528424,231528659,5,"1,2,3,4,5",1,1,1,1,1
chr1,231528659,231528681,4,"1,3,4,5",1,0,1,1,1
chr1,231528681,231528726,3,"1,4,5",1,0,0,1,1
chr1,231528726,231528749,2,"4,5",0,0,0,1,1
chr1,232950296,232950487,2,"4,5",0,0,0,1,1
chr1,232950487,232950797,3,"1,4,5",1,0,0,1,1
chr1,232950797,232951036,2,"4,5",0,0,0,1,1
chr1,233295446,233295469,2,"4,5",0,0,0,1,1
chr1,233295469,233295881,3,"3,4,5",0,0,1,1,1
chr1,233326979,233327549,2,"4,5",0,0,0,1,1
chr1,233328232,233328343,2,"4,5",0,0,0,1,1
chr1,233613433,233613883,2,"3,5",0,0,1,0,1
chr1,233904561,233904567,2,"4,5",0,0,0,1,1
chr1,233904567,233904575,3,"3,4,5",0,0,1,1,1
chr1,233904575,233904885,4,"1,3,4,5",1,0,1,1,1
chr1,233904885,233905092,3,"3,4,5",0,0,1,1,1
chr1,233905092,233905683,2,"4,5",0,0,0,1,1
chr1,234309517,234309524,2,"4,5",0,0,0,1,1
chr1,234309524,234309587,3,"3,4,5",0,0,1,1,1
chr1,234309587,234309601,4,"2,3,4,5",0,1,1,1,1
chr1,234309601,234309907,5,"1,2,3,4,5",1,1,1,1,1
chr1,234309907,234309911,4,"1,3,4,5",1,0,1,1,1
chr1,234309911,234310087,3,"3,4,5",0,0,1,1,1
chr1,234310087,234310182,2,"3,5",0,0,1,0,1
chr1,234356892,234357115,3,"3,4,5",0,0,1,1,1
chr1,234357115,234357241,2,"4,5",0,0,0,1,1
chr1,234373331,234373379,2,"4,5",0,0,0,1,1
chr1,234373379,234373435,3,"3,4,5",0,0,1,1,1
chr1,234373435,234373485,4,"2,3,4,5",0,1,1,1,1
chr1,234373485,234373580,5,"1,2,3,4,5",1,1,1,1,1
chr1,234373580,234373755,4,"1,2,4,5",1,1,0,1,1
chr1,234373755,234373791,3,"1,4,5",1,0,0,1,1
chr1,234373791,234373795,2,"1,5",1,0,0,0,1
chr1,234523613,234523902,3,"3,4,5",0,0,1,1,1
chr1,234564592,234565033,2,"3,5",0,0,1,0,1
chr1,234599736,234599750,2,"4,5",0,0,0,1,1
chr1,234599750,234599761,3,"1,4,5",1,0,0,1,1
chr1,234599761,234599786,4,"1,2,4,5",1,1,0,1,1
chr1,234599786,234600060,5,"1,2,3,4,5",1,1,1,1,1
chr1,234600060,234600081,4,"2,3,4,5",0,1,1,1,1
chr1,234600081,234600115,3,"3,4,5",0,0,1,1,1
chr1,234600115,234600164,2,"4,5",0,0,0,1,1
chr1,234600164,234600445,3,"3,4,5",0,0,1,1,1
chr1,234600445,234600498,2,"4,5",0,0,0,1,1
chr1,234610657,234610921,5,"1,2,3,4,5",1,1,1,1,1
chr1,234610921,234610932,4,"1,3,4,5",1,0,1,1,1
chr1,234610932,234611176,3,"3,4,5",0,0,1,1,1
chr1,234611176,234611206,2,"4,5",0,0,0,1,1
chr1,234612639,234612665,2,"4,5",0,0,0,1,1
chr1,234612665,234613016,3,"3,4,5",0,0,1,1,1
chr1,234613016,234613029,2,"3,5",0,0,1,0,1
chr1,234628053,234628450,2,"4,5",0,0,0,1,1
chr1,234657206,234657558,3,"3,4,5",0,0,1,1,1
chr1,234724004,234724177,2,"3,5",0,0,1,0,1
chr1,234724177,234724261,3,"3,4,5",0,0,1,1,1
chr1,234724261,234724406,4,"2,3,4,5",0,1,1,1,1
chr1,234724406,234724581,3,"2,4,5",0,1,0,1,1
chr1,234724581,234724817,2,"4,5",0,0,0,1,1
chr1,234957418,234957676,3,"3,4,5",0,0,1,1,1
chr1,234957676,234957705,2,"4,5",0,0,0,1,1
chr1,234957829,234957845,2,"4,5",0,0,0,1,1
chr1,234957845,234957853,3,"2,4,5",0,1,0,1,1
chr1,234957853,234958011,4,"1,2,4,5",1,1,0,1,1
chr1,234958011,234958053,3,"1,2,5",1,1,0,0,1
chr1,234958053,234958163,4,"1,2,3,5",1,1,1,0,1
chr1,234958163,234958165,3,"2,3,5",0,1,1,0,1
chr1,234958165,234958250,2,"3,5",0,0,1,0,1
chr1,234975085,234975140,2,"4,5",0,0,0,1,1
chr1,234975140,234975404,3,"3,4,5",0,0,1,1,1
chr1,234975404,234975451,2,"4,5",0,0,0,1,1
chr1,234980822,234980899,2,"1,5",1,0,0,0,1
chr1,234980899,234980914,3,"1,4,5",1,0,0,1,1
chr1,234980914,234981119,4,"1,3,4,5",1,0,1,1,1
chr1,234981119,234981132,3,"1,3,5",1,0,1,0,1
chr1,234981132,234981258,2,"3,5",0,0,1,0,1
chr1,234987367,234987937,2,"4,5",0,0,0,1,1
chr1,235104237,235104246,2,"1,5",1,0,0,0,1
chr1,235104246,235104281,3,"1,4,5",1,0,0,1,1
chr1,235104281,235104526,4,"1,3,4,5",1,0,1,1,1
chr1,235104526,235104547,3,"1,4,5",1,0,0,1,1
chr1,235104547,235104552,2,"4,5",0,0,0,1,1
chr1,235128377,235128387,2,"2,5",0,1,0,0,1
chr1,235128387,235128593,3,"2,3,5",0,1,1,0,1
chr1,235128593,235128620,2,"2,5",0,1,0,0,1
chr1,235128620,235128651,3,"2,4,5",0,1,0,1,1
chr1,235128651,235128730,2,"4,5",0,0,0,1,1
chr1,235128730,235128835,3,"3,4,5",0,0,1,1,1
chr1,235128835,235128856,4,"2,3,4,5",0,1,1,1,1
chr1,235128856,235129150,5,"1,2,3,4,5",1,1,1,1,1
chr1,235129150,235129155,4,"1,2,4,5",1,1,0,1,1
chr1,235129155,235129166,3,"1,4,5",1,0,0,1,1
chr1,235129166,235129211,2,"4,5",0,0,0,1,1
chr1,235328445,235329103,2,"4,5",0,0,0,1,1
chr1,235367105,235367107,2,"2,5",0,1,0,0,1
chr1,235367107,235367163,3,"1,2,5",1,1,0,0,1
chr1,235367163,235367172,4,"1,2,4,5",1,1,0,1,1
chr1,235367172,235367417,5,"1,2,3,4,5",1,1,1,1,1
chr1,235367417,235367425,4,"2,3,4,5",0,1,1,1,1
chr1,235367425,235367549,3,"3,4,5",0,0,1,1,1
chr1,235367549,235367691,4,"2,3,4,5",0,1,1,1,1
chr1,235367691,235367770,3,"2,4,5",0,1,0,1,1
chr1,235367770,235367781,2,"2,5",0,1,0,0,1
chr1,235908760,235909157,2,"3,5",0,0,1,0,1
chr1,235910393,235910836,3,"3,4,5",0,0,1,1,1
chr1,235910836,235910954,2,"3,5",0,0,1,0,1
chr1,235917414,235917464,2,"4,5",0,0,0,1,1
chr1,235917464,235917474,3,"3,4,5",0,0,1,1,1
chr1,235917474,235917772,4,"2,3,4,5",0,1,1,1,1
chr1,235917772,235917794,3,"2,4,5",0,1,0,1,1
chr1,235917794,235917867,2,"4,5",0,0,0,1,1
chr1,235920202,235920464,3,"3,4,5",0,0,1,1,1
chr1,235971727,235972254,2,"4,5",0,0,0,1,1
chr1,236141393,236141850,2,"4,5",0,0,0,1,1
chr1,236281959,236281991,2,"2,5",0,1,0,0,1
chr1,236281991,236282064,3,"2,3,5",0,1,1,0,1
chr1,236282064,236282279,4,"2,3,4,5",0,1,1,1,1
chr1,236282279,236282592,3,"3,4,5",0,0,1,1,1
chr1,236523652,236523743,2,"4,5",0,0,0,1,1
chr1,236523743,236524193,3,"3,4,5",0,0,1,1,1
chr1,236524193,236524222,2,"4,5",0,0,0,1,1
chr1,236524317,236524637,2,"2,5",0,1,0,0,1
chr1,236795233,236795283,2,"4,5",0,0,0,1,1
chr1,236795283,236795292,3,"2,4,5",0,1,0,1,1
chr1,236795292,236795337,4,"2,3,4,5",0,1,1,1,1
chr1,236795337,236795603,5,"1,2,3,4,5",1,1,1,1,1
chr1,236795603,236795647,4,"1,3,4,5",1,0,1,1,1
chr1,236795647,236795736,3,"3,4,5",0,0,1,1,1
chr1,236795736,236795892,2,"3,5",0,0,1,0,1
chr1,239386389,239386676,3,"3,4,5",0,0,1,1,1
chr1,239386676,239386760,2,"4,5",0,0,0,1,1
chr1,240492825,240493395,2,"4,5",0,0,0,1,1
chr1,241591398,241591690,2,"4,5",0,0,0,1,1
chr1,241847923,241848003,2,"4,5",0,0,0,1,1
chr1,241848003,241848448,3,"3,4,5",0,0,1,1,1
chr1,241998412,241998763,2,"3,5",0,0,1,0,1
chr1,243254851,243254854,2,"3,5",0,0,1,0,1
chr1,243254854,243254896,3,"3,4,5",0,0,1,1,1
chr1,243254896,243255424,2,"4,5",0,0,0,1,1
chr1,243255986,243256400,2,"4,5",0,0,0,1,1
chr1,243487636,243488206,2,"4,5",0,0,0,1,1
chr1,244047717,244048551,3,"3,4,5",0,0,1,1,1
chr1,244048551,244048768,2,"3,5",0,0,1,0,1
chr1,244353696,244354146,2,"3,5",0,0,1,0,1
chr1,244451064,244451099,2,"4,5",0,0,0,1,1
chr1,244451647,244451843,2,"3,5",0,0,1,0,1
chr1,244451843,244452316,3,"3,4,5",0,0,1,1,1
chr1,244452316,244452395,2,"4,5",0,0,0,1,1
chr1,244461159,244461207,3,"2,4,5",0,1,0,1,1
chr1,244461207,244461472,4,"2,3,4,5",0,1,1,1,1
chr1,244461472,244461491,3,"3,4,5",0,0,1,1,1
chr1,244461491,244461636,2,"4,5",0,0,0,1,1
chr1,244652603,244652638,2,"3,5",0,0,1,0,1
chr1,244652638,244652884,3,"3,4,5",0,0,1,1,1
chr1,244652884,244652939,4,"1,3,4,5",1,0,1,1,1
chr1,244652939,244653194,5,"1,2,3,4,5",1,1,1,1,1
chr1,244653194,244653409,4,"2,3,4,5",0,1,1,1,1
chr1,244653409,244653467,3,"2,3,5",0,1,1,0,1
chr1,244653467,244653487,2,"3,5",0,0,1,0,1
chr1,244834684,244834720,2,"4,5",0,0,0,1,1
chr1,244834720,244834734,3,"3,4,5",0,0,1,1,1
chr1,244834734,244835054,4,"2,3,4,5",0,1,1,1,1
chr1,244835054,244835090,3,"3,4,5",0,0,1,1,1
chr1,244835090,244835185,2,"4,5",0,0,0,1,1
chr1,244835185,244835186,3,"2,4,5",0,1,0,1,1
chr1,244835186,244835445,2,"2,5",0,1,0,0,1
chr1,244835445,244835505,3,"2,3,5",0,1,1,0,1
chr1,244835505,244835623,2,"3,5",0,0,1,0,1
chr1,244862939,244863092,3,"2,4,5",0,1,0,1,1
chr1,244863092,244863093,4,"2,3,4,5",0,1,1,1,1
chr1,244863093,244863377,5,"1,2,3,4,5",1,1,1,1,1
chr1,244863377,244863403,4,"1,3,4,5",1,0,1,1,1
chr1,244863403,244863420,3,"3,4,5",0,0,1,1,1
chr1,244863420,244863470,2,"4,5",0,0,0,1,1
chr1,244864266,244864407,2,"3,5",0,0,1,0,1
chr1,244864407,244864792,3,"3,4,5",0,0,1,1,1
chr1,244952768,244952780,2,"4,5",0,0,0,1,1
chr1,244952780,244953348,3,"3,4,5",0,0,1,1,1
chr1,244969643,244969891,2,"4,5",0,0,0,1,1
chr1,244969891,244970341,3,"3,4,5",0,0,1,1,1
chr1,244970341,244970417,2,"4,5",0,0,0,1,1
chr1,245156431,245156823,2,"3,5",0,0,1,0,1
chr1,246506827,246507200,2,"4,5",0,0,0,1,1
chr1,246507200,246507624,3,"3,4,5",0,0,1,1,1
chr1,246565990,246566082,2,"4,5",0,0,0,1,1
chr1,246566082,246566086,3,"1,4,5",1,0,0,1,1
chr1,246566086,246566425,4,"1,3,4,5",1,0,1,1,1
chr1,246566425,246566553,3,"1,3,5",1,0,1,0,1
chr1,246566553,246566592,2,"1,5",1,0,0,0,1
chr1,246608876,246608925,2,"3,5",0,0,1,0,1
chr1,246608925,246608929,3,"1,3,5",1,0,1,0,1
chr1,246608929,246609012,4,"1,2,3,5",1,1,1,0,1
chr1,246609012,246609187,5,"1,2,3,4,5",1,1,1,1,1
chr1,246609187,246609235,4,"1,2,3,5",1,1,1,0,1
chr1,246609235,246609249,3,"2,3,5",0,1,1,0,1
chr1,246609249,246609297,2,"3,5",0,0,1,0,1
chr1,246723933,246723953,2,"4,5",0,0,0,1,1
chr1,246723953,246724477,3,"3,4,5",0,0,1,1,1
chr1,246724477,246725135,2,"4,5",0,0,0,1,1
chr1,247078432,247079006,2,"4,5",0,0,0,1,1
chr1,247104022,247104280,2,"4,5",0,0,0,1,1
chr1,247104280,247104338,3,"3,4,5",0,0,1,1,1
chr1,247104338,247104362,4,"1,3,4,5",1,0,1,1,1
chr1,247104362,247104592,5,"1,2,3,4,5",1,1,1,1,1
chr1,247104592,247104616,4,"1,2,3,5",1,1,1,0,1
chr1,247111713,247111814,2,"3,5",0,0,1,0,1
chr1,247111814,247112061,3,"3,4,5",0,0,1,1,1
chr1,247112061,247112066,2,"3,5",0,0,1,0,1
chr1,247210201,247210533,2,"4,5",0,0,0,1,1
chr1,247210533,247211093,3,"3,4,5",0,0,1,1,1
chr1,247448064,247448326,3,"3,4,5",0,0,1,1,1
chr1,248826070,248826103,2,"4,5",0,0,0,1,1
chr1,248826103,248826562,3,"3,4,5",0,0,1,1,1
chr1,248826562,248826825,4,"1,3,4,5",1,0,1,1,1
chr1,248837801,248838220,2,"3,5",0,0,1,0,1
chr1,248858112,248858129,3,"1,3,5",1,0,1,0,1
chr1,248858129,248858208,4,"1,2,3,5",1,1,1,0,1
chr1,248858208,248858347,5,"1,2,3,4,5",1,1,1,1,1
chr1,248858347,248858449,4,"2,3,4,5",0,1,1,1,1
chr1,248858449,248858499,3,"3,4,5",0,0,1,1,1
chr1,248858499,248858632,2,"3,5",0,0,1,0,1
chr1,248858632,248858693,3,"3,4,5",0,0,1,1,1
chr1,248858693,248858857,2,"4,5",0,0,0,1,1
chr1,248858857,248858890,3,"1,4,5",1,0,0,1,1
chr1,248858890,248858961,4,"1,3,4,5",1,0,1,1,1
chr1,248858961,248859074,5,"1,2,3,4,5",1,1,1,1,1
chr1,248859074,248859167,4,"1,3,4,5",1,0,1,1,1
chr1,248859167,248859173,3,"3,4,5",0,0,1,1,1
chr1,248859173,248859346,2,"4,5",0,0,0,1,1
chr1,248863004,248863016,2,"4,5",0,0,0,1,1
chr1,248863016,248863466,3,"3,4,5",0,0,1,1,1
chr1,248863466,248863484,2,"4,5",0,0,0,1,1
chr1,248906013,248906086,2,"1,5",1,0,0,0,1
chr1,248906086,248906155,3,"1,4,5",1,0,0,1,1
chr1,248906155,248906268,4,"1,3,4,5",1,0,1,1,1
chr1,248906268,248906323,3,"1,4,5",1,0,0,1,1
chr1,248906323,248906656,2,"4,5",0,0,0,1,1
chr10,931532,931668,2,"3,5",0,0,1,0,1
chr10,931668,931982,3,"3,4,5",0,0,1,1,1
chr10,931982,932363,2,"4,5",0,0,0,1,1
chr10,988199,988239,2,"4,5",0,0,0,1,1
chr10,988239,988316,3,"3,4,5",0,0,1,1,1
chr10,988316,988626,4,"1,3,4,5",1,0,1,1,1
chr10,988626,988633,3,"3,4,5",0,0,1,1,1
chr10,988633,988742,2,"4,5",0,0,0,1,1
chr10,1048845,1048964,2,"4,5",0,0,0,1,1
chr10,1048964,1049054,3,"1,4,5",1,0,0,1,1
chr10,1049054,1049274,4,"1,3,4,5",1,0,1,1,1
chr10,1049274,1049624,3,"3,4,5",0,0,1,1,1
chr10,1049624,1049638,2,"3,5",0,0,1,0,1
chr10,1056244,1056417,2,"3,5",0,0,1,0,1
chr10,1056417,1056468,3,"3,4,5",0,0,1,1,1
chr10,1056468,1056778,4,"1,3,4,5",1,0,1,1,1
chr10,1056778,1056946,3,"3,4,5",0,0,1,1,1
chr10,1056946,1057188,2,"4,5",0,0,0,1,1
chr10,3067307,3067749,2,"4,5",0,0,0,1,1
chr10,3525868,3526144,3,"3,4,5",0,0,1,1,1
chr10,3785916,3785987,2,"4,5",0,0,0,1,1
chr10,3825282,3825542,3,"3,4,5",0,0,1,1,1
chr10,4663157,4663438,5,"1,2,3,4,5",1,1,1,1,1
chr10,4663438,4663454,4,"1,2,4,5",1,1,0,1,1
chr10,4663454,4663455,3,"2,4,5",0,1,0,1,1
chr10,4663455,4663472,2,"4,5",0,0,0,1,1
chr10,5147182,5147254,2,"3,5",0,0,1,0,1
chr10,5147254,5147607,3,"3,4,5",0,0,1,1,1
chr10,5147607,5147824,2,"4,5",0,0,0,1,1
chr10,5148106,5148110,2,"4,5",0,0,0,1,1
chr10,5148110,5148390,3,"3,4,5",0,0,1,1,1
chr10,5283432,5283439,2,"4,5",0,0,0,1,1
chr10,5283439,5283797,3,"3,4,5",0,0,1,1,1
chr10,5284292,5284370,2,"4,5",0,0,0,1,1
chr10,5284370,5284820,3,"3,4,5",0,0,1,1,1
chr10,5284820,5284824,2,"4,5",0,0,0,1,1
chr10,5585034,5585141,2,"3,5",0,0,1,0,1
chr10,5585141,5585363,3,"3,4,5",0,0,1,1,1
chr10,5596081,5596276,3,"3,4,5",0,0,1,1,1
chr10,5610684,5611069,3,"3,4,5",0,0,1,1,1
chr10,5611069,5611169,2,"4,5",0,0,0,1,1
chr10,5623037,5623452,2,"3,5",0,0,1,0,1
chr10,5684447,5684636,5,"1,2,3,4,5",1,1,1,1,1
chr10,5684636,5684637,4,"2,3,4,5",0,1,1,1,1
chr10,5684637,5684778,3,"3,4,5",0,0,1,1,1
chr10,5684778,5684858,2,"4,5",0,0,0,1,1
chr10,5684936,5685246,2,"1,5",1,0,0,0,1
chr10,5692615,5692684,2,"4,5",0,0,0,1,1
chr10,5692684,5693134,3,"3,4,5",0,0,1,1,1
chr10,5693134,5693185,2,"4,5",0,0,0,1,1
chr10,5812710,5812774,2,"4,5",0,0,0,1,1
chr10,5813562,5813657,2,"3,5",0,0,1,0,1
chr10,5813657,5813970,3,"2,3,5",0,1,1,0,1
chr10,5853457,5853526,2,"4,5",0,0,0,1,1
chr10,5853526,5853837,3,"3,4,5",0,0,1,1,1
chr10,5889671,5889685,2,"4,5",0,0,0,1,1
chr10,5889685,5889694,3,"2,4,5",0,1,0,1,1
chr10,5889694,5889724,4,"1,2,4,5",1,1,0,1,1
chr10,5889724,5889965,5,"1,2,3,4,5",1,1,1,1,1
chr10,5889965,5890004,4,"1,2,4,5",1,1,0,1,1
chr10,5890004,5890005,3,"2,4,5",0,1,0,1,1
chr10,5890005,5890007,2,"4,5",0,0,0,1,1
chr10,6088676,6088865,2,"4,5",0,0,0,1,1
chr10,6088865,6088999,3,"3,4,5",0,0,1,1,1
chr10,6088999,6089188,2,"4,5",0,0,0,1,1
chr10,6145046,6145181,2,"2,5",0,1,0,0,1
chr10,6145181,6145257,3,"1,2,5",1,1,0,0,1
chr10,6145257,6145300,4,"1,2,4,5",1,1,0,1,1
chr10,6145300,6145366,5,"1,2,3,4,5",1,1,1,1,1
chr10,6145366,6145491,4,"1,3,4,5",1,0,1,1,1
chr10,6145491,6145505,3,"3,4,5",0,0,1,1,1
chr10,6145505,6145545,2,"4,5",0,0,0,1,1
chr10,6202643,6202647,2,"4,5",0,0,0,1,1
chr10,6202647,6202673,3,"2,4,5",0,1,0,1,1
chr10,6202673,6202769,4,"2,3,4,5",0,1,1,1,1
chr10,6202769,6202857,5,"1,2,3,4,5",1,1,1,1,1
chr10,6202857,6202967,4,"2,3,4,5",0,1,1,1,1
chr10,6202967,6202998,3,"3,4,5",0,0,1,1,1
chr10,6202998,6203087,2,"4,5",0,0,0,1,1
chr10,6275227,6275230,2,"4,5",0,0,0,1,1
chr10,6275230,6275285,3,"2,4,5",0,1,0,1,1
chr10,6275285,6275550,4,"2,3,4,5",0,1,1,1,1
chr10,6275550,6275569,3,"3,4,5",0,0,1,1,1
chr10,6275569,6275617,2,"4,5",0,0,0,1,1
chr10,6279487,6279501,2,"4,5",0,0,0,1,1
chr10,6279501,6279509,3,"2,4,5",0,1,0,1,1
chr10,6279509,6279531,4,"1,2,4,5",1,1,0,1,1
chr10,6279531,6279804,5,"1,2,3,4,5",1,1,1,1,1
chr10,6279804,6279819,4,"1,2,4,5",1,1,0,1,1
chr10,6279819,6279821,3,"2,4,5",0,1,0,1,1
chr10,6279821,6279885,2,"4,5",0,0,0,1,1
chr10,6299220,6299252,2,"4,5",0,0,0,1,1
chr10,6299252,6299265,3,"2,4,5",0,1,0,1,1
chr10,6299265,6299275,4,"2,3,4,5",0,1,1,1,1
chr10,6299275,6299572,5,"1,2,3,4,5",1,1,1,1,1
