chrom,start,end,num,list,ENCFF684YEX_RFX5_sorted.bed,ENCFF863XXN_RFX5_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr12,112125254,112125576,2,"1,3",1,0,1
chr12,113185101,113185411,2,"2,3",0,1,1
chr12,113221039,113221076,2,"1,3",1,0,1
chr12,113221076,113221386,3,"1,2,3",1,1,1
chr12,113221386,113221581,2,"1,3",1,0,1
chr12,113229872,113230212,2,"1,3",1,0,1
chr12,116738025,116738059,2,"2,3",0,1,1
chr12,116738059,116738335,3,"1,2,3",1,1,1
chr12,116738335,116738399,2,"1,3",1,0,1
chr12,118135883,118136223,2,"1,3",1,0,1
chr12,118372888,118373228,2,"1,3",1,0,1
chr12,120086991,120087097,2,"2,3",0,1,1
chr12,120087097,120087244,3,"1,2,3",1,1,1
chr12,120087244,120087301,2,"2,3",0,1,1
chr12,120201024,120201063,2,"1,3",1,0,1
chr12,120201063,120201364,3,"1,2,3",1,1,1
chr12,120201364,120201373,2,"2,3",0,1,1
chr12,120228411,120228751,2,"1,3",1,0,1
chr12,120291923,120291987,2,"2,3",0,1,1
chr12,120292087,120292233,2,"2,3",0,1,1
chr12,120437886,120438226,2,"1,3",1,0,1
chr12,120495838,120496178,2,"1,3",1,0,1
chr12,120581268,120581608,2,"1,3",1,0,1
chr12,120686306,120686326,2,"1,3",1,0,1
chr12,120686326,120686617,3,"1,2,3",1,1,1
chr12,120686753,120686846,2,"2,3",0,1,1
chr12,120686846,120687063,3,"1,2,3",1,1,1
chr12,120687063,120687186,2,"1,3",1,0,1
chr12,121128912,121128947,2,"1,3",1,0,1
chr12,121128947,121129252,3,"1,2,3",1,1,1
chr12,121129252,121129257,2,"2,3",0,1,1
chr12,121210086,121210689,2,"1,3",1,0,1
chr12,121794239,121794579,2,"1,3",1,0,1
chr12,121839482,121839822,2,"1,3",1,0,1
chr12,121918417,121918453,2,"1,3",1,0,1
chr12,121918453,121918656,3,"1,2,3",1,1,1
chr12,121918656,121918713,2,"1,3",1,0,1
chr12,122078556,122078866,2,"2,3",0,1,1
chr12,122225946,122226286,2,"1,3",1,0,1
chr12,122752543,122752883,2,"1,3",1,0,1
chr12,122975062,122975402,2,"1,3",1,0,1
chr12,123232950,123233260,2,"2,3",0,1,1
chr12,123383728,123383788,2,"1,3",1,0,1
chr12,123383788,123384098,3,"1,2,3",1,1,1
chr12,123384098,123384267,2,"1,3",1,0,1
chr12,123633464,123634005,2,"1,3",1,0,1
chr12,124914866,124915108,2,"1,3",1,0,1
chr12,124917238,124917267,2,"1,3",1,0,1
chr12,124917267,124917465,3,"1,2,3",1,1,1
chr12,124917465,124917488,2,"1,3",1,0,1
chr12,124921132,124921472,2,"1,3",1,0,1
chr12,125049562,125049613,2,"1,3",1,0,1
chr12,125049613,125049902,3,"1,2,3",1,1,1
chr12,125049902,125049923,2,"2,3",0,1,1
chr12,132144239,132144579,2,"1,3",1,0,1
chr12,133130058,133130697,2,"1,3",1,0,1
chr13,21140175,21140515,2,"1,3",1,0,1
chr13,25301427,25301767,2,"1,3",1,0,1
chr13,27620492,27620832,2,"1,3",1,0,1
chr13,28139214,28139746,2,"1,3",1,0,1
chr13,28718933,28719243,2,"2,3",0,1,1
chr13,30465817,30465841,2,"1,3",1,0,1
chr13,30465841,30466157,3,"1,2,3",1,1,1
chr13,30466157,30466254,2,"2,3",0,1,1
chr13,30617567,30617579,2,"2,3",0,1,1
chr13,30617579,30617877,3,"1,2,3",1,1,1
chr13,30617877,30617919,2,"1,3",1,0,1
chr13,36999252,36999556,2,"1,3",1,0,1
chr13,37000496,37000836,2,"1,3",1,0,1
chr13,41311046,41311386,2,"1,3",1,0,1
chr13,44435249,44435291,2,"1,3",1,0,1
chr13,44435291,44435524,3,"1,2,3",1,1,1
chr13,45341150,45341490,2,"1,3",1,0,1
chr13,45464824,45465376,2,"1,3",1,0,1
chr13,48037688,48038028,2,"1,3",1,0,1
chr13,48532929,48533226,2,"1,3",1,0,1
chr13,48980111,48980285,2,"1,3",1,0,1
chr13,49443964,49444304,2,"1,3",1,0,1
chr13,49792926,49793248,2,"1,3",1,0,1
chr13,52012093,52012170,2,"1,3",1,0,1
chr13,52012170,52012433,3,"1,2,3",1,1,1
chr13,52012433,52012480,2,"2,3",0,1,1
chr13,52450555,52450895,2,"1,3",1,0,1
chr13,52455267,52455312,2,"1,3",1,0,1
chr13,52455312,52455465,3,"1,2,3",1,1,1
chr13,52455465,52455486,2,"1,3",1,0,1
chr13,52652622,52652701,2,"1,3",1,0,1
chr13,52652701,52652962,3,"1,2,3",1,1,1
chr13,52652962,52653011,2,"2,3",0,1,1
chr13,60267630,60267970,2,"1,3",1,0,1
chr13,60396238,60396578,2,"1,3",1,0,1
chr13,72727653,72727675,2,"1,3",1,0,1
chr13,72727675,72727985,3,"1,2,3",1,1,1
chr13,72727985,72727993,2,"1,3",1,0,1
chr13,72781846,72782186,2,"1,3",1,0,1
chr13,73058757,73058763,2,"2,3",0,1,1
chr13,73058763,73059067,3,"1,2,3",1,1,1
chr13,73059067,73059103,2,"1,3",1,0,1
chr13,75365976,75365979,2,"2,3",0,1,1
chr13,75365979,75366286,3,"1,2,3",1,1,1
chr13,75366286,75366319,2,"1,3",1,0,1
chr13,78603486,78603826,2,"1,3",1,0,1
chr13,80341174,80341514,2,"1,3",1,0,1
chr13,95676873,95676885,2,"2,3",0,1,1
chr13,95676885,95677183,3,"1,2,3",1,1,1
chr13,95677183,95677225,2,"1,3",1,0,1
chr13,97222098,97222168,2,"2,3",0,1,1
chr13,97222168,97222330,3,"1,2,3",1,1,1
chr13,97222330,97222408,2,"2,3",0,1,1
chr13,97432913,97432974,2,"1,3",1,0,1
chr13,97432974,97433407,3,"1,2,3",1,1,1
chr13,97433407,97433442,2,"1,3",1,0,1
chr13,99501173,99501234,2,"2,3",0,1,1
chr13,99501234,99501483,3,"1,2,3",1,1,1
chr13,99501483,99501574,2,"1,3",1,0,1
chr13,100088897,100089237,2,"1,3",1,0,1
chr13,102596711,102596810,2,"2,3",0,1,1
chr13,102596810,102596938,3,"1,2,3",1,1,1
chr13,102596938,102597021,2,"2,3",0,1,1
chr13,110715415,110715528,2,"2,3",0,1,1
chr13,110715528,110715725,3,"1,2,3",1,1,1
chr13,110715725,110715868,2,"1,3",1,0,1
chr13,113186271,113186611,2,"1,3",1,0,1
chr13,113208474,113208814,2,"1,3",1,0,1
chr13,114314257,114314597,2,"1,3",1,0,1
chr14,20333266,20333576,2,"2,3",0,1,1
chr14,20454523,20454863,2,"1,3",1,0,1
chr14,20455090,20455608,2,"2,3",0,1,1
chr14,20461436,20461652,2,"2,3",0,1,1
chr14,20461652,20461972,3,"1,2,3",1,1,1
chr14,20461972,20461992,2,"1,3",1,0,1
chr14,21456155,21456495,2,"1,3",1,0,1
chr14,21476981,21477018,2,"1,3",1,0,1
chr14,21477018,21477321,3,"1,2,3",1,1,1
chr14,21477321,21477328,2,"2,3",0,1,1
chr14,22556276,22556311,2,"1,3",1,0,1
chr14,22556311,22556616,3,"1,2,3",1,1,1
chr14,22556616,22556621,2,"2,3",0,1,1
chr14,22589267,22589290,2,"1,3",1,0,1
chr14,22589290,22589600,3,"1,2,3",1,1,1
chr14,22589600,22589607,2,"1,3",1,0,1
chr14,22598067,22598407,2,"1,3",1,0,1
chr14,22919157,22919225,2,"2,3",0,1,1
chr14,22919225,22919395,3,"1,2,3",1,1,1
chr14,22919395,22919467,2,"2,3",0,1,1
chr14,22929352,22929359,2,"1,3",1,0,1
chr14,22929359,22929669,3,"1,2,3",1,1,1
chr14,22929669,22929692,2,"1,3",1,0,1
chr14,23007021,23007361,2,"1,3",1,0,1
chr14,23010075,23010252,2,"2,3",0,1,1
chr14,23035086,23035139,2,"1,3",1,0,1
chr14,23035139,23035426,3,"1,2,3",1,1,1
chr14,23286038,23286085,2,"1,3",1,0,1
chr14,23286085,23286378,3,"1,2,3",1,1,1
chr14,23286378,23286395,2,"2,3",0,1,1
chr14,23301712,23302052,2,"1,3",1,0,1
chr14,23320974,23321077,2,"1,3",1,0,1
chr14,23321077,23321314,3,"1,2,3",1,1,1
chr14,23321314,23321387,2,"2,3",0,1,1
chr14,23469341,23469367,2,"2,3",0,1,1
chr14,23469367,23469582,3,"1,2,3",1,1,1
chr14,23469582,23469651,2,"2,3",0,1,1
chr14,23555779,23556339,2,"1,3",1,0,1
chr14,23567473,23567813,2,"1,3",1,0,1
chr14,23632113,23632428,2,"1,3",1,0,1
chr14,24094312,24094652,2,"1,3",1,0,1
chr14,24114983,24115063,2,"2,3",0,1,1
chr14,24115063,24115157,3,"1,2,3",1,1,1
chr14,24115157,24115293,2,"2,3",0,1,1
chr14,24141534,24141543,2,"1,3",1,0,1
chr14,24141543,24141853,3,"1,2,3",1,1,1
chr14,24141853,24141874,2,"1,3",1,0,1
chr14,24147190,24147530,2,"1,3",1,0,1
chr14,24171711,24171736,2,"1,3",1,0,1
chr14,24171736,24172046,3,"1,2,3",1,1,1
chr14,24172046,24172051,2,"1,3",1,0,1
chr14,24188776,24189086,2,"2,3",0,1,1
chr14,24215903,24216236,2,"1,3",1,0,1
chr14,24232644,24232661,2,"1,3",1,0,1
chr14,24232661,24232984,3,"1,2,3",1,1,1
chr14,24232984,24233181,2,"2,3",0,1,1
chr14,24242589,24242899,2,"2,3",0,1,1
chr14,24271413,24271753,2,"1,3",1,0,1
chr14,31457268,31457608,2,"1,3",1,0,1
chr14,31561235,31561300,2,"2,3",0,1,1
chr14,31561300,31561467,3,"1,2,3",1,1,1
chr14,31561467,31561512,2,"2,3",0,1,1
chr14,34873600,34873625,2,"1,3",1,0,1
chr14,34873625,34873935,3,"1,2,3",1,1,1
chr14,34873935,34873940,2,"1,3",1,0,1
chr14,35826125,35826141,2,"2,3",0,1,1
chr14,35826141,35826435,3,"1,2,3",1,1,1
chr14,35826435,35826682,2,"1,3",1,0,1
chr14,39174936,39175276,2,"1,3",1,0,1
chr14,44961867,44962408,2,"1,3",1,0,1
chr14,49620889,49621229,2,"1,3",1,0,1
chr14,49692915,49693186,2,"1,3",1,0,1
chr14,49868176,49868516,2,"1,3",1,0,1
chr14,49999200,49999432,2,"1,3",1,0,1
chr14,52552442,52552443,2,"1,3",1,0,1
chr14,52552443,52552782,3,"1,2,3",1,1,1
chr14,52552782,52552961,2,"2,3",0,1,1
chr14,53621228,53621538,2,"2,3",0,1,1
chr14,54396723,54396759,2,"1,3",1,0,1
chr14,54396759,54397063,3,"1,2,3",1,1,1
chr14,54397063,54397069,2,"2,3",0,1,1
chr14,54509579,54510145,2,"1,3",1,0,1
chr14,55271147,55271487,2,"1,3",1,0,1
chr14,58199862,58200202,2,"1,3",1,0,1
chr14,58244563,58244731,2,"1,3",1,0,1
chr14,58244731,58244903,3,"1,2,3",1,1,1
chr14,58244903,58245041,2,"2,3",0,1,1
chr14,58298197,58298280,2,"2,3",0,1,1
chr14,58298280,58298507,3,"1,2,3",1,1,1
chr14,58298507,58298620,2,"1,3",1,0,1
chr14,59464159,59464337,3,"1,2,3",1,1,1
chr14,59464337,59464405,2,"1,3",1,0,1
chr14,60212785,60213125,2,"1,3",1,0,1
chr14,60248844,60248905,2,"1,3",1,0,1
chr14,60248905,60249184,3,"1,2,3",1,1,1
chr14,60249184,60249215,2,"2,3",0,1,1
chr14,60734598,60734898,2,"1,3",1,0,1
chr14,61695095,61695428,2,"1,3",1,0,1
chr14,63543277,63543833,2,"1,3",1,0,1
chr14,63641801,63641804,2,"2,3",0,1,1
chr14,63641804,63642111,3,"1,2,3",1,1,1
chr14,63642111,63642144,2,"1,3",1,0,1
chr14,64338764,64339104,2,"1,3",1,0,1
chr14,64540229,64540569,2,"1,3",1,0,1
chr14,64914286,64914626,2,"1,3",1,0,1
chr14,65411726,65412024,2,"1,3",1,0,1
chr14,66507784,66508124,2,"1,3",1,0,1
chr14,67241006,67241297,2,"1,3",1,0,1
chr14,67619546,67619886,2,"1,3",1,0,1
chr14,67694752,67695062,2,"2,3",0,1,1
chr14,68685337,68685647,2,"2,3",0,1,1
chr14,69151657,69151667,2,"1,3",1,0,1
chr14,69151667,69151977,3,"1,2,3",1,1,1
chr14,69151977,69151997,2,"1,3",1,0,1
chr14,69767558,69767578,2,"2,3",0,1,1
chr14,69767578,69767868,3,"1,2,3",1,1,1
chr14,69767868,69767918,2,"1,3",1,0,1
chr14,70817601,70817719,2,"1,3",1,0,1
chr14,70817719,70817797,3,"1,2,3",1,1,1
chr14,70817797,70817941,2,"1,3",1,0,1
chr14,71320085,71320376,3,"1,2,3",1,1,1
chr14,71320376,71320410,2,"1,3",1,0,1
chr14,73458613,73458953,2,"1,3",1,0,1
chr14,73950001,73950341,2,"1,3",1,0,1
chr14,74084383,74084458,2,"2,3",0,1,1
chr14,74084458,74084656,3,"1,2,3",1,1,1
chr14,74084656,74084902,2,"2,3",0,1,1
chr14,74302946,74303397,2,"1,3",1,0,1
chr14,74493459,74493799,2,"1,3",1,0,1
chr14,75002603,75002621,2,"2,3",0,1,1
chr14,75002621,75002913,3,"1,2,3",1,1,1
chr14,75002913,75002961,2,"1,3",1,0,1
chr14,75259095,75259122,2,"1,3",1,0,1
chr14,75259122,75259368,3,"1,2,3",1,1,1
chr14,75259368,75259395,2,"1,3",1,0,1
chr14,77028555,77028895,2,"1,3",1,0,1
chr14,77040384,77040724,2,"1,3",1,0,1
chr14,77098109,77098419,2,"1,3",1,0,1
chr14,77121467,77121804,2,"1,3",1,0,1
chr14,77320252,77320555,2,"1,3",1,0,1
chr14,77320907,77321247,2,"1,3",1,0,1
chr14,81170455,81170795,2,"1,3",1,0,1
chr14,85934356,85934666,2,"2,3",0,1,1
chr14,87992951,87993261,2,"2,3",0,1,1
chr14,88385457,88385797,2,"1,3",1,0,1
chr14,88824474,88824522,2,"1,3",1,0,1
chr14,88824522,88824697,3,"1,2,3",1,1,1
chr14,88824697,88824744,2,"1,3",1,0,1
chr14,90383190,90383225,2,"1,3",1,0,1
chr14,90383225,90383530,3,"1,2,3",1,1,1
chr14,90383530,90383535,2,"2,3",0,1,1
chr14,91060620,91060689,2,"2,3",0,1,1
chr14,91060689,91060859,3,"1,2,3",1,1,1
chr14,91060859,91061130,2,"2,3",0,1,1
chr14,92039821,92039959,2,"2,3",0,1,1
chr14,92039959,92040131,3,"1,2,3",1,1,1
chr14,92040131,92040299,2,"1,3",1,0,1
chr14,92121733,92122073,2,"1,3",1,0,1
chr14,92793893,92793993,2,"1,3",1,0,1
chr14,92793993,92794219,3,"1,2,3",1,1,1
chr14,92794219,92794303,2,"2,3",0,1,1
chr14,94080973,94081313,2,"1,3",1,0,1
chr14,95516009,95516349,2,"1,3",1,0,1
chr14,95534702,95535042,2,"1,3",1,0,1
chr14,96363199,96363743,2,"1,3",1,0,1
chr14,99481007,99481037,2,"1,3",1,0,1
chr14,99481037,99481155,3,"1,2,3",1,1,1
chr14,99481155,99481207,2,"1,3",1,0,1
chr14,100306402,100306742,2,"1,3",1,0,1
chr14,100376208,100376219,2,"2,3",0,1,1
chr14,100376219,100376559,3,"1,2,3",1,1,1
chr14,100376559,100376710,2,"2,3",0,1,1
chr14,101809657,101809738,2,"2,3",0,1,1
chr14,101809738,101809866,3,"1,2,3",1,1,1
chr14,101809866,101809967,2,"2,3",0,1,1
chr14,101810173,101810505,2,"1,3",1,0,1
chr14,101948131,101948640,2,"2,3",0,1,1
chr14,102316870,102317087,2,"2,3",0,1,1
chr14,103333957,103334515,2,"1,3",1,0,1
chr14,103385180,103385203,2,"1,3",1,0,1
chr14,103385203,103385438,3,"1,2,3",1,1,1
chr14,103385438,103385464,2,"1,3",1,0,1
chr14,103715403,103715451,2,"2,3",0,1,1
chr14,103715451,103715713,3,"1,2,3",1,1,1
chr14,103715713,103715791,2,"1,3",1,0,1
chr14,104752959,104752960,2,"1,3",1,0,1
chr14,104752960,104753270,3,"1,2,3",1,1,1
chr14,104753270,104753291,2,"1,3",1,0,1
chr14,105045756,105046066,2,"2,3",0,1,1
chr14,105248305,105248375,2,"1,3",1,0,1
chr14,105248375,105248501,3,"1,2,3",1,1,1
chr14,105248501,105248567,2,"1,3",1,0,1
chr14,105490913,105491253,2,"1,3",1,0,1
chr15,29269708,29270048,2,"1,3",1,0,1
chr15,30650083,30650147,2,"2,3",0,1,1
chr15,30650147,30650298,3,"1,2,3",1,1,1
chr15,30650298,30650393,2,"2,3",0,1,1
chr15,31326443,31326753,2,"2,3",0,1,1
chr15,34101747,34102087,2,"1,3",1,0,1
chr15,38453973,38454270,2,"1,3",1,0,1
chr15,39782595,39782665,2,"2,3",0,1,1
chr15,39782665,39782905,3,"1,2,3",1,1,1
chr15,39782905,39783005,2,"1,3",1,0,1
chr15,40045096,40045439,2,"1,3",1,0,1
chr15,40045610,40045666,2,"1,3",1,0,1
chr15,40098701,40098832,2,"2,3",0,1,1
chr15,40405563,40405873,2,"2,3",0,1,1
chr15,40440659,40440999,2,"1,3",1,0,1
chr15,40564951,40565038,2,"2,3",0,1,1
chr15,40565038,40565123,3,"1,2,3",1,1,1
chr15,40565123,40565261,2,"2,3",0,1,1
chr15,40569108,40569409,2,"2,3",0,1,1
chr15,40807386,40807726,2,"1,3",1,0,1
chr15,40878866,40878878,2,"1,3",1,0,1
chr15,40878878,40879106,3,"1,2,3",1,1,1
chr15,40879106,40879134,2,"1,3",1,0,1
chr15,40953158,40953175,2,"2,3",0,1,1
chr15,40953175,40953468,3,"1,2,3",1,1,1
chr15,40953468,40953714,2,"1,3",1,0,1
chr15,41230945,41231009,2,"1,3",1,0,1
chr15,41231009,41231285,3,"1,2,3",1,1,1
chr15,41231285,41231319,2,"2,3",0,1,1
chr15,41332573,41332624,2,"1,3",1,0,1
chr15,41332624,41332913,3,"1,2,3",1,1,1
chr15,41332913,41332934,2,"2,3",0,1,1
chr15,41972486,41972521,2,"1,3",1,0,1
chr15,41972521,41972826,3,"1,2,3",1,1,1
chr15,41972826,41972831,2,"2,3",0,1,1
chr15,42495404,42495630,2,"1,3",1,0,1
chr15,43510783,43511123,2,"1,3",1,0,1
chr15,43746141,43746481,2,"1,3",1,0,1
chr15,43824494,43824834,2,"1,3",1,0,1
chr15,44426977,44427317,2,"1,3",1,0,1
chr15,44536543,44536883,2,"1,3",1,0,1
chr15,44663621,44663643,2,"1,3",1,0,1
chr15,44663643,44663953,3,"1,2,3",1,1,1
chr15,44663953,44663961,2,"1,3",1,0,1
chr15,44710657,44710856,3,"1,2,3",1,1,1
chr15,44711238,44711273,2,"1,3",1,0,1
chr15,44711273,44711623,3,"1,2,3",1,1,1
chr15,44711623,44711676,2,"1,3",1,0,1
chr15,44728720,44728739,2,"1,3",1,0,1
chr15,44728739,44729090,3,"1,2,3",1,1,1
chr15,44729090,44729127,2,"1,3",1,0,1
chr15,45402189,45402529,2,"1,3",1,0,1
chr15,45587003,45587343,2,"1,3",1,0,1
chr15,48811028,48811368,2,"1,3",1,0,1
chr15,49155677,49156017,2,"1,3",1,0,1
chr15,49620840,49620900,2,"1,3",1,0,1
chr15,49620900,49621180,3,"1,2,3",1,1,1
chr15,49621180,49621210,2,"2,3",0,1,1
chr15,50424202,50424376,2,"2,3",0,1,1
chr15,50424376,50424512,3,"1,2,3",1,1,1
chr15,50424512,50424716,2,"1,3",1,0,1
chr15,55408293,55408603,2,"2,3",0,1,1
chr15,56886998,56887308,2,"2,3",0,1,1
chr15,57706385,57706686,2,"1,3",1,0,1
chr15,58724335,58724874,2,"1,3",1,0,1
chr15,58771031,58771371,2,"1,3",1,0,1
chr15,59104894,59105204,2,"2,3",0,1,1
chr15,59372777,59372790,2,"1,3",1,0,1
chr15,59372790,59373097,3,"1,2,3",1,1,1
chr15,59689308,59689648,2,"1,3",1,0,1
chr15,62060336,62060646,2,"2,3",0,1,1
chr15,63892993,63893333,2,"1,3",1,0,1
chr15,64089631,64089879,3,"1,2,3",1,1,1
chr15,64095815,64096269,2,"1,3",1,0,1
chr15,64153517,64153846,2,"1,3",1,0,1
chr15,64163070,64163410,2,"1,3",1,0,1
chr15,64180224,64180564,2,"1,3",1,0,1
chr15,64356102,64356159,2,"1,3",1,0,1
chr15,64356159,64356442,3,"1,2,3",1,1,1
chr15,64356442,64356469,2,"2,3",0,1,1
chr15,64381443,64381761,2,"1,3",1,0,1
chr15,64387631,64387971,2,"1,3",1,0,1
chr15,64460355,64460695,2,"1,3",1,0,1
chr15,64634635,64634655,2,"2,3",0,1,1
chr15,64634655,64634945,3,"1,2,3",1,1,1
chr15,64634945,64634995,2,"1,3",1,0,1
chr15,64825544,64825551,2,"1,3",1,0,1
chr15,64825551,64825632,3,"1,2,3",1,1,1
chr15,64835658,64835666,2,"2,3",0,1,1
chr15,64835666,64835953,3,"1,2,3",1,1,1
chr15,64835953,64836006,2,"1,3",1,0,1
chr15,65049387,65049441,2,"1,3",1,0,1
chr15,65049441,65049623,3,"1,2,3",1,1,1
chr15,65049623,65049656,2,"1,3",1,0,1
chr15,65611098,65611438,2,"1,3",1,0,1
chr15,66386579,66386614,2,"2,3",0,1,1
chr15,66386614,66386889,3,"1,2,3",1,1,1
chr15,66386889,66386954,2,"1,3",1,0,1
chr15,67254637,67254667,2,"2,3",0,1,1
chr15,67254667,67254891,3,"1,2,3",1,1,1
chr15,67254891,67254947,2,"2,3",0,1,1
chr15,67520842,67520936,2,"2,3",0,1,1
chr15,67520936,67521076,3,"1,2,3",1,1,1
chr15,67521076,67521152,2,"2,3",0,1,1
chr15,69414104,69414444,2,"1,3",1,0,1
chr15,69468576,69468607,2,"2,3",0,1,1
chr15,69468607,69468886,3,"1,2,3",1,1,1
chr15,69468886,69468947,2,"1,3",1,0,1
chr15,73318802,73319142,2,"1,3",1,0,1
chr15,73994521,73994861,2,"1,3",1,0,1
chr15,74291506,74291767,2,"1,3",1,0,1
chr15,74374313,74374362,2,"2,3",0,1,1
chr15,74374362,74374580,3,"1,2,3",1,1,1
chr15,74374580,74374623,2,"2,3",0,1,1
chr15,74598244,74598335,2,"2,3",0,1,1
chr15,74598335,74598500,3,"1,2,3",1,1,1
chr15,74598500,74598554,2,"2,3",0,1,1
chr15,74787719,74788059,2,"1,3",1,0,1
chr15,74788775,74789115,2,"1,3",1,0,1
chr15,74883992,74884302,2,"2,3",0,1,1
chr15,74889808,74890148,2,"1,3",1,0,1
chr15,75112647,75112957,2,"2,3",0,1,1
chr15,75198723,75199005,2,"1,3",1,0,1
chr15,75239502,75239518,2,"1,3",1,0,1
chr15,75239518,75239828,3,"1,2,3",1,1,1
chr15,75239828,75239842,2,"1,3",1,0,1
chr15,75453982,75454048,2,"1,3",1,0,1
chr15,75454048,75454358,3,"1,2,3",1,1,1
chr15,75454358,75454520,2,"1,3",1,0,1
chr15,75640097,75640437,2,"1,3",1,0,1
chr15,77071008,77071024,2,"2,3",0,1,1
chr15,77071024,77071318,3,"1,2,3",1,1,1
chr15,77071318,77071364,2,"1,3",1,0,1
chr15,78299449,78299789,2,"1,3",1,0,1
chr15,78507313,78507623,2,"2,3",0,1,1
chr15,80059459,80059484,2,"1,3",1,0,1
chr15,80059484,80059794,3,"1,2,3",1,1,1
chr15,80059794,80059799,2,"1,3",1,0,1
chr15,81294114,81294132,2,"1,3",1,0,1
chr15,81294132,81294376,3,"1,2,3",1,1,1
chr15,81294376,81294391,2,"1,3",1,0,1
chr15,82540329,82540869,2,"1,3",1,0,1
chr15,82809409,82809422,2,"1,3",1,0,1
chr15,82809422,82809732,3,"1,2,3",1,1,1
chr15,82809732,82809749,2,"1,3",1,0,1
chr15,85380309,85380325,2,"1,3",1,0,1
chr15,85380325,85380516,3,"1,2,3",1,1,1
chr15,85380516,85380551,2,"1,3",1,0,1
chr15,88467366,88467706,2,"1,3",1,0,1
chr15,89088177,89088517,2,"1,3",1,0,1
chr15,89243811,89244151,2,"1,3",1,0,1
chr15,89334775,89334797,2,"1,3",1,0,1
chr15,89334797,89335107,3,"1,2,3",1,1,1
chr15,89335107,89335115,2,"1,3",1,0,1
chr15,89575197,89575315,2,"2,3",0,1,1
chr15,89575315,89575437,3,"1,2,3",1,1,1
chr15,89575437,89575507,2,"2,3",0,1,1
chr15,90931708,90932005,3,"1,2,3",1,1,1
chr15,90932005,90932247,2,"1,3",1,0,1
chr15,92809091,92809431,2,"1,3",1,0,1
chr15,92882339,92882349,2,"1,3",1,0,1
chr15,92882349,92882659,3,"1,2,3",1,1,1
chr15,92882659,92882679,2,"1,3",1,0,1
chr15,92904178,92904188,2,"1,3",1,0,1
chr15,92904188,92904467,3,"1,2,3",1,1,1
chr15,92904467,92904486,2,"1,3",1,0,1
chr15,96042974,96043238,2,"2,3",0,1,1
chr15,100602331,100602434,2,"2,3",0,1,1
chr15,100602434,100602641,3,"1,2,3",1,1,1
chr15,100602641,100602774,2,"1,3",1,0,1
chr15,101277366,101277399,2,"1,3",1,0,1
chr15,101277399,101277706,3,"1,2,3",1,1,1
chr15,101277706,101277709,2,"2,3",0,1,1
chr15,101294817,101295382,2,"1,3",1,0,1
chr15,101641978,101642235,2,"1,3",1,0,1
chr16,53550,53587,2,"1,3",1,0,1
chr16,53587,53890,3,"1,2,3",1,1,1
chr16,53890,53897,2,"2,3",0,1,1
chr16,589663,589747,2,"2,3",0,1,1
chr16,589747,589863,3,"1,2,3",1,1,1
chr16,589863,589973,2,"2,3",0,1,1
chr16,1612018,1612358,2,"1,3",1,0,1
chr16,1678057,1678397,2,"1,3",1,0,1
chr16,1782509,1782547,2,"1,3",1,0,1
chr16,1782547,1782849,3,"1,2,3",1,1,1
chr16,1782849,1782857,2,"2,3",0,1,1
chr16,1826710,1826791,2,"2,3",0,1,1
chr16,1826791,1826961,3,"1,2,3",1,1,1
chr16,1826961,1827020,2,"2,3",0,1,1
chr16,1943188,1943528,2,"1,3",1,0,1
chr16,1971815,1972155,2,"1,3",1,0,1
chr16,1991947,1992282,2,"1,3",1,0,1
chr16,2214846,2215186,2,"1,3",1,0,1
chr16,2429063,2429403,2,"1,3",1,0,1
chr16,2603224,2603564,2,"1,3",1,0,1
chr16,2682307,2682647,2,"1,3",1,0,1
chr16,2882653,2882658,2,"1,3",1,0,1
chr16,2882658,2882968,3,"1,2,3",1,1,1
chr16,2882968,2882993,2,"1,3",1,0,1
chr16,2905745,2906085,2,"1,3",1,0,1
chr16,2911744,2912054,2,"2,3",0,1,1
chr16,3003833,3003863,2,"1,3",1,0,1
chr16,3003863,3004173,3,"1,2,3",1,1,1
chr16,3134719,3134732,2,"2,3",0,1,1
chr16,3134732,3135029,3,"1,2,3",1,1,1
chr16,3135029,3135072,2,"1,3",1,0,1
chr16,3283159,3283221,2,"1,3",1,0,1
chr16,3283221,3283531,3,"1,2,3",1,1,1
chr16,3283531,3283716,2,"1,3",1,0,1
chr16,3400803,3401113,2,"2,3",0,1,1
chr16,3443399,3443429,2,"2,3",0,1,1
chr16,3443429,3443709,3,"1,2,3",1,1,1
chr16,3443709,3443769,2,"1,3",1,0,1
chr16,4253825,4254165,2,"1,3",1,0,1
chr16,4476162,4476502,2,"1,3",1,0,1
chr16,4616176,4616516,2,"1,3",1,0,1
chr16,4847227,4847567,2,"1,3",1,0,1
chr16,8674411,8674502,2,"2,3",0,1,1
chr16,8674502,8674623,3,"1,2,3",1,1,1
chr16,8674623,8674721,2,"2,3",0,1,1
chr16,9091297,9091380,2,"2,3",0,1,1
chr16,9091380,9091471,3,"1,2,3",1,1,1
chr16,9091471,9091607,2,"2,3",0,1,1
chr16,10942378,10942681,2,"1,3",1,0,1
chr16,11797306,11797362,2,"2,3",0,1,1
chr16,11797362,11797482,3,"1,2,3",1,1,1
chr16,11797482,11797616,2,"2,3",0,1,1
chr16,11980636,11980641,2,"1,3",1,0,1
chr16,11980641,11980840,3,"1,2,3",1,1,1
