chrom,start,end,num,list,ENCFF093TVZ_CEBPB_sorted.bed,ENCFF623VYN_CEBPB_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr12,131234932,131235168,2,"1,3",1,0,1
chr12,131835195,131835315,2,"2,3",0,1,1
chr12,131835315,131835478,3,"1,2,3",1,1,1
chr12,131835478,131835518,2,"2,3",0,1,1
chr12,131860786,131860810,2,"1,3",1,0,1
chr12,131860810,131861063,3,"1,2,3",1,1,1
chr12,131861063,131861068,2,"2,3",0,1,1
chr12,131896663,131896899,2,"1,3",1,0,1
chr12,132286924,132286955,2,"1,3",1,0,1
chr12,132286955,132287128,3,"1,2,3",1,1,1
chr12,132287128,132287134,2,"2,3",0,1,1
chr12,132426666,132426902,2,"1,3",1,0,1
chr13,19960118,19960343,2,"1,3",1,0,1
chr13,20171331,20171503,2,"2,3",0,1,1
chr13,20171503,20171695,3,"1,2,3",1,1,1
chr13,20171695,20171739,2,"1,3",1,0,1
chr13,20773387,20773623,2,"1,3",1,0,1
chr13,20773909,20773918,2,"2,3",0,1,1
chr13,20773918,20774132,3,"1,2,3",1,1,1
chr13,20774132,20774163,2,"2,3",0,1,1
chr13,20950460,20950471,2,"2,3",0,1,1
chr13,20950471,20950672,3,"1,2,3",1,1,1
chr13,20950672,20950689,2,"2,3",0,1,1
chr13,21176536,21176772,2,"1,3",1,0,1
chr13,22107635,22107871,2,"1,3",1,0,1
chr13,23375612,23375848,2,"1,3",1,0,1
chr13,23488796,23488847,2,"1,3",1,0,1
chr13,23969700,23969795,2,"2,3",0,1,1
chr13,23969795,23969875,3,"1,2,3",1,1,1
chr13,23969875,23970063,2,"2,3",0,1,1
chr13,25301469,25301705,2,"1,3",1,0,1
chr13,25857823,25858187,2,"2,3",0,1,1
chr13,26983141,26983151,2,"2,3",0,1,1
chr13,26983151,26983311,3,"1,2,3",1,1,1
chr13,26983311,26983318,2,"1,3",1,0,1
chr13,27251187,27251191,2,"1,3",1,0,1
chr13,27251191,27251423,3,"1,2,3",1,1,1
chr13,27251423,27251555,2,"2,3",0,1,1
chr13,27383273,27383348,2,"1,3",1,0,1
chr13,27960884,27960946,2,"1,3",1,0,1
chr13,28693736,28693972,2,"1,3",1,0,1
chr13,28718459,28718527,2,"1,3",1,0,1
chr13,29923979,29924056,2,"2,3",0,1,1
chr13,29924056,29924292,3,"1,2,3",1,1,1
chr13,29924292,29924343,2,"2,3",0,1,1
chr13,30108751,30108877,2,"2,3",0,1,1
chr13,30108877,30109014,3,"1,2,3",1,1,1
chr13,30109014,30109115,2,"2,3",0,1,1
chr13,30617450,30617686,2,"1,3",1,0,1
chr13,30977843,30977902,2,"2,3",0,1,1
chr13,30977902,30978112,3,"1,2,3",1,1,1
chr13,31977982,31978329,2,"2,3",0,1,1
chr13,32315872,32316108,2,"1,3",1,0,1
chr13,33345731,33346022,2,"2,3",0,1,1
chr13,34347774,34348138,2,"2,3",0,1,1
chr13,36819388,36819624,2,"1,3",1,0,1
chr13,39777489,39777556,2,"2,3",0,1,1
chr13,39777556,39777744,3,"1,2,3",1,1,1
chr13,39777744,39777853,2,"2,3",0,1,1
chr13,40402542,40402728,2,"1,3",1,0,1
chr13,40993907,40994085,2,"1,3",1,0,1
chr13,41061866,41062015,2,"2,3",0,1,1
chr13,41062015,41062075,3,"1,2,3",1,1,1
chr13,41062075,41062161,2,"2,3",0,1,1
chr13,41284989,41285044,2,"2,3",0,1,1
chr13,41285044,41285280,3,"1,2,3",1,1,1
chr13,41285280,41285353,2,"2,3",0,1,1
chr13,44108483,44108485,2,"1,3",1,0,1
chr13,44108485,44108630,3,"1,2,3",1,1,1
chr13,44108630,44108648,2,"1,3",1,0,1
chr13,44191475,44191485,2,"1,3",1,0,1
chr13,44191485,44191683,3,"1,2,3",1,1,1
chr13,44191683,44191707,2,"2,3",0,1,1
chr13,44232027,44232133,2,"2,3",0,1,1
chr13,44232133,44232256,3,"1,2,3",1,1,1
chr13,44232256,44232391,2,"2,3",0,1,1
chr13,44450513,44450514,2,"2,3",0,1,1
chr13,44450514,44450668,3,"1,2,3",1,1,1
chr13,44450668,44450675,2,"2,3",0,1,1
chr13,45309371,45309470,2,"2,3",0,1,1
chr13,45309470,45309585,3,"1,2,3",1,1,1
chr13,45309585,45309722,2,"2,3",0,1,1
chr13,45340496,45340527,2,"2,3",0,1,1
chr13,45340527,45340731,3,"1,2,3",1,1,1
chr13,45340731,45340744,2,"2,3",0,1,1
chr13,45524522,45524799,2,"2,3",0,1,1
chr13,45527885,45528142,2,"2,3",0,1,1
chr13,46135232,46135280,2,"2,3",0,1,1
chr13,46135280,46135516,3,"1,2,3",1,1,1
chr13,46135516,46135548,2,"2,3",0,1,1
chr13,46546341,46546398,2,"2,3",0,1,1
chr13,46546398,46546634,3,"1,2,3",1,1,1
chr13,46546634,46546705,2,"2,3",0,1,1
chr13,46554192,46554484,2,"2,3",0,1,1
chr13,46554484,46554503,3,"1,2,3",1,1,1
chr13,46554605,46554720,3,"1,2,3",1,1,1
chr13,46554720,46554759,2,"2,3",0,1,1
chr13,49215117,49215353,2,"1,3",1,0,1
chr13,49691602,49691606,2,"2,3",0,1,1
chr13,49691606,49691809,3,"1,2,3",1,1,1
chr13,49691809,49691828,2,"2,3",0,1,1
chr13,50082847,50082858,2,"2,3",0,1,1
chr13,50125468,50125485,2,"1,3",1,0,1
chr13,50125571,50125704,2,"1,3",1,0,1
chr13,50357788,50358024,2,"1,3",1,0,1
chr13,50365844,50365889,2,"2,3",0,1,1
chr13,50365889,50366125,3,"1,2,3",1,1,1
chr13,50366125,50366208,2,"2,3",0,1,1
chr13,51591106,51591134,2,"2,3",0,1,1
chr13,51591134,51591370,3,"1,2,3",1,1,1
chr13,51591370,51591470,2,"2,3",0,1,1
chr13,51804107,51804343,2,"1,3",1,0,1
chr13,51907005,51907241,2,"1,3",1,0,1
chr13,52211081,52211317,2,"1,3",1,0,1
chr13,52809463,52809699,2,"1,3",1,0,1
chr13,52851625,52851690,2,"2,3",0,1,1
chr13,52851690,52851879,3,"1,2,3",1,1,1
chr13,57624970,57625161,2,"1,3",1,0,1
chr13,73194378,73194432,2,"1,3",1,0,1
chr13,73194432,73194548,3,"1,2,3",1,1,1
chr13,73194548,73194554,2,"1,3",1,0,1
chr13,85586528,85586764,2,"1,3",1,0,1
chr13,94601493,94601848,2,"2,3",0,1,1
chr13,95314561,95314608,2,"1,3",1,0,1
chr13,95314608,95314737,3,"1,2,3",1,1,1
chr13,95314737,95314738,2,"1,3",1,0,1
chr13,99354649,99354885,2,"1,3",1,0,1
chr13,102725065,102725187,2,"1,3",1,0,1
chr13,108218072,108218235,3,"1,2,3",1,1,1
chr13,108218235,108218316,2,"2,3",0,1,1
chr13,110094608,110094615,2,"2,3",0,1,1
chr13,110094615,110094804,3,"1,2,3",1,1,1
chr13,110094804,110094809,2,"2,3",0,1,1
chr13,110944356,110944415,2,"2,3",0,1,1
chr13,110944415,110944642,3,"1,2,3",1,1,1
chr13,113105725,113105961,2,"1,3",1,0,1
chr13,113291815,113292179,2,"2,3",0,1,1
chr13,113493442,113493580,3,"1,2,3",1,1,1
chr13,113493580,113493581,2,"2,3",0,1,1
chr13,113742083,113742319,2,"1,3",1,0,1
chr14,19918092,19918135,2,"2,3",0,1,1
chr14,19918135,19918324,3,"1,2,3",1,1,1
chr14,19918324,19918456,2,"2,3",0,1,1
chr14,20333200,20333337,2,"2,3",0,1,1
chr14,20333337,20333459,3,"1,2,3",1,1,1
chr14,20333459,20333564,2,"2,3",0,1,1
chr14,20454478,20454498,2,"1,3",1,0,1
chr14,20454498,20454714,3,"1,2,3",1,1,1
chr14,20454714,20454862,2,"2,3",0,1,1
chr14,20461475,20461582,2,"2,3",0,1,1
chr14,20461582,20461710,3,"1,2,3",1,1,1
chr14,20461710,20461839,2,"2,3",0,1,1
chr14,20470318,20470349,2,"2,3",0,1,1
chr14,20470349,20470498,3,"1,2,3",1,1,1
chr14,20610254,20610336,2,"1,3",1,0,1
chr14,20613563,20613683,2,"2,3",0,1,1
chr14,20613683,20613802,3,"1,2,3",1,1,1
chr14,20613802,20613927,2,"2,3",0,1,1
chr14,20624706,20624788,2,"2,3",0,1,1
chr14,20624788,20624912,3,"1,2,3",1,1,1
chr14,20624912,20625042,2,"2,3",0,1,1
chr14,20633047,20633283,2,"1,3",1,0,1
chr14,20682730,20682966,2,"1,3",1,0,1
chr14,20683791,20683825,2,"1,3",1,0,1
chr14,20683959,20684027,2,"1,3",1,0,1
chr14,20799957,20800193,2,"1,3",1,0,1
chr14,20873766,20873993,2,"1,3",1,0,1
chr14,20971474,20971710,2,"1,3",1,0,1
chr14,21218105,21218337,2,"1,3",1,0,1
chr14,21384023,21384259,2,"1,3",1,0,1
chr14,21511435,21511671,2,"1,3",1,0,1
chr14,21631136,21631372,2,"1,3",1,0,1
chr14,21771812,21772017,2,"1,3",1,0,1
chr14,22164725,22164961,2,"1,3",1,0,1
chr14,22268825,22269061,2,"1,3",1,0,1
chr14,22289605,22289655,2,"2,3",0,1,1
chr14,22289655,22289891,3,"1,2,3",1,1,1
chr14,22289891,22289921,2,"2,3",0,1,1
chr14,22334064,22334300,2,"1,3",1,0,1
chr14,22766629,22766865,2,"1,3",1,0,1
chr14,22767068,22767304,2,"1,3",1,0,1
chr14,22822743,22822786,2,"2,3",0,1,1
chr14,22822786,22823022,3,"1,2,3",1,1,1
chr14,22823022,22823107,2,"2,3",0,1,1
chr14,22823298,22823301,2,"1,3",1,0,1
chr14,22823301,22823475,3,"1,2,3",1,1,1
chr14,22871179,22871648,2,"1,3",1,0,1
chr14,22900342,22900564,2,"1,3",1,0,1
chr14,22919092,22919145,2,"2,3",0,1,1
chr14,22919145,22919381,3,"1,2,3",1,1,1
chr14,22919381,22919456,2,"2,3",0,1,1
chr14,22929522,22929573,2,"2,3",0,1,1
chr14,22929573,22929809,3,"1,2,3",1,1,1
chr14,22929809,22929886,2,"2,3",0,1,1
chr14,22957267,22957377,2,"2,3",0,1,1
chr14,22957377,22957525,3,"1,2,3",1,1,1
chr14,23035001,23035122,2,"2,3",0,1,1
chr14,23035122,23035275,3,"1,2,3",1,1,1
chr14,23035275,23035365,2,"2,3",0,1,1
chr14,23129835,23130071,2,"1,3",1,0,1
chr14,23149885,23150121,2,"1,3",1,0,1
chr14,23160925,23160962,2,"2,3",0,1,1
chr14,23160962,23161198,3,"1,2,3",1,1,1
chr14,23161198,23161258,2,"2,3",0,1,1
chr14,23237824,23238060,2,"1,3",1,0,1
chr14,23320970,23321022,2,"1,3",1,0,1
chr14,23321022,23321033,3,"1,2,3",1,1,1
chr14,23321033,23321125,2,"2,3",0,1,1
chr14,23321125,23321361,3,"1,2,3",1,1,1
chr14,23321361,23321386,2,"2,3",0,1,1
chr14,23469206,23469316,2,"1,3",1,0,1
chr14,23556458,23556510,2,"2,3",0,1,1
chr14,23569762,23569998,2,"1,3",1,0,1
chr14,23769375,23769609,2,"1,3",1,0,1
chr14,23954060,23954096,2,"2,3",0,1,1
chr14,23954096,23954332,3,"1,2,3",1,1,1
chr14,23954332,23954439,2,"2,3",0,1,1
chr14,24036792,24036835,2,"2,3",0,1,1
chr14,24036835,24037059,3,"1,2,3",1,1,1
chr14,24093867,24093930,2,"2,3",0,1,1
chr14,24093930,24094166,3,"1,2,3",1,1,1
chr14,24094166,24094231,2,"2,3",0,1,1
chr14,24113788,24113923,2,"2,3",0,1,1
chr14,24113923,24114045,3,"1,2,3",1,1,1
chr14,24114045,24114152,2,"2,3",0,1,1
chr14,24114737,24114973,2,"1,3",1,0,1
chr14,24188758,24188994,2,"1,3",1,0,1
chr14,24195433,24195669,2,"1,3",1,0,1
chr14,24213517,24213597,2,"1,3",1,0,1
chr14,24216009,24216047,2,"1,3",1,0,1
chr14,24216047,24216174,3,"1,2,3",1,1,1
chr14,24216174,24216213,2,"1,3",1,0,1
chr14,24232265,24232360,2,"2,3",0,1,1
chr14,24232360,24232596,3,"1,2,3",1,1,1
chr14,24232596,24232629,2,"2,3",0,1,1
chr14,24232824,24233060,2,"1,3",1,0,1
chr14,24332268,24332278,2,"1,3",1,0,1
chr14,24332278,24332418,3,"1,2,3",1,1,1
chr14,24332418,24332450,2,"1,3",1,0,1
chr14,24366772,24367008,2,"1,3",1,0,1
chr14,24442689,24442777,2,"2,3",0,1,1
chr14,24442777,24443013,3,"1,2,3",1,1,1
chr14,24443013,24443053,2,"2,3",0,1,1
chr14,24630837,24630910,2,"2,3",0,1,1
chr14,24630910,24631146,3,"1,2,3",1,1,1
chr14,24631146,24631201,2,"2,3",0,1,1
chr14,26842019,26842093,2,"2,3",0,1,1
chr14,26842093,26842227,3,"1,2,3",1,1,1
chr14,26842227,26842383,2,"2,3",0,1,1
chr14,30558764,30559000,2,"1,3",1,0,1
chr14,30621496,30621564,2,"2,3",0,1,1
chr14,30621564,30621800,3,"1,2,3",1,1,1
chr14,30621800,30622060,2,"2,3",0,1,1
chr14,31090871,31091107,2,"1,3",1,0,1
chr14,31336748,31336769,2,"2,3",0,1,1
chr14,31336769,31336933,3,"1,2,3",1,1,1
chr14,32203133,32203202,2,"1,3",1,0,1
chr14,33986839,33987014,2,"1,3",1,0,1
chr14,34480914,34481029,2,"2,3",0,1,1
chr14,34481029,34481108,3,"1,2,3",1,1,1
chr14,34481108,34481480,2,"2,3",0,1,1
chr14,34700246,34700250,2,"2,3",0,1,1
chr14,34700250,34700398,3,"1,2,3",1,1,1
chr14,34700398,34700412,2,"1,3",1,0,1
chr14,35122173,35122250,2,"2,3",0,1,1
chr14,35122250,35122486,3,"1,2,3",1,1,1
chr14,35122486,35122537,2,"2,3",0,1,1
chr14,35353889,35353894,2,"1,3",1,0,1
chr14,35353894,35354041,3,"1,2,3",1,1,1
chr14,35354041,35354076,2,"1,3",1,0,1
chr14,35403701,35403752,2,"2,3",0,1,1
chr14,35403752,35403994,3,"1,2,3",1,1,1
chr14,35403994,35404015,2,"2,3",0,1,1
chr14,35422602,35422838,2,"1,3",1,0,1
chr14,35877454,35877688,2,"1,3",1,0,1
chr14,35883722,35883954,2,"1,3",1,0,1
chr14,35944933,35945169,2,"1,3",1,0,1
chr14,37171894,37171955,2,"2,3",0,1,1
chr14,37171955,37172191,3,"1,2,3",1,1,1
chr14,37172191,37172258,2,"2,3",0,1,1
chr14,37546928,37547164,2,"1,3",1,0,1
chr14,37567010,37567069,2,"2,3",0,1,1
chr14,37567069,37567242,3,"1,2,3",1,1,1
chr14,37567242,37567374,2,"2,3",0,1,1
chr14,37583692,37583928,2,"1,3",1,0,1
chr14,37595845,37595937,2,"2,3",0,1,1
chr14,37595937,37596173,3,"1,2,3",1,1,1
chr14,37596173,37596209,2,"2,3",0,1,1
chr14,38187689,38187766,2,"2,3",0,1,1
chr14,38187766,38188002,3,"1,2,3",1,1,1
chr14,38188002,38188053,2,"2,3",0,1,1
chr14,39103169,39103312,2,"2,3",0,1,1
chr14,39103312,39103374,3,"1,2,3",1,1,1
chr14,39103374,39103533,2,"2,3",0,1,1
chr14,39114518,39114754,2,"1,3",1,0,1
chr14,39174897,39174919,2,"1,3",1,0,1
chr14,39174919,39175130,3,"1,2,3",1,1,1
chr14,39175130,39175147,2,"2,3",0,1,1
chr14,41521969,41522205,2,"1,3",1,0,1
chr14,42994054,42994290,2,"1,3",1,0,1
chr14,44771574,44771810,2,"1,3",1,0,1
chr14,45112917,45112981,2,"2,3",0,1,1
chr14,45112981,45113217,3,"1,2,3",1,1,1
chr14,45113217,45113281,2,"2,3",0,1,1
chr14,45136243,45136365,2,"1,3",1,0,1
chr14,49586441,49586677,2,"1,3",1,0,1
chr14,49768103,49768339,2,"1,3",1,0,1
chr14,49770479,49770646,2,"1,3",1,0,1
chr14,49852912,49853004,2,"2,3",0,1,1
chr14,49853004,49853240,3,"1,2,3",1,1,1
chr14,49853240,49853276,2,"2,3",0,1,1
chr14,49853862,49854098,2,"1,3",1,0,1
chr14,49862141,49862377,2,"1,3",1,0,1
chr14,49862733,49862856,2,"2,3",0,1,1
chr14,49862856,49862960,3,"1,2,3",1,1,1
chr14,49862960,49863097,2,"2,3",0,1,1
chr14,49868323,49868559,2,"1,3",1,0,1
chr14,49892347,49892583,2,"1,3",1,0,1
chr14,49962618,49962676,2,"2,3",0,1,1
chr14,49962676,49962912,3,"1,2,3",1,1,1
chr14,49962912,49962982,2,"2,3",0,1,1
chr14,49972304,49972466,2,"1,3",1,0,1
chr14,50001467,50001703,2,"1,3",1,0,1
chr14,50003140,50003364,2,"1,3",1,0,1
chr14,50039832,50039893,2,"2,3",0,1,1
chr14,50039893,50040090,3,"1,2,3",1,1,1
chr14,50040090,50040196,2,"2,3",0,1,1
chr14,50047183,50047232,2,"1,3",1,0,1
chr14,50231088,50231128,2,"2,3",0,1,1
chr14,50303778,50303868,2,"2,3",0,1,1
chr14,50303868,50303997,3,"1,2,3",1,1,1
chr14,50303997,50304110,2,"2,3",0,1,1
chr14,50321143,50321379,2,"1,3",1,0,1
chr14,50397461,50397697,2,"1,3",1,0,1
chr14,50533194,50533310,2,"1,3",1,0,1
chr14,50668810,50668847,2,"2,3",0,1,1
chr14,50831321,50831557,2,"1,3",1,0,1
chr14,50910564,50910739,2,"2,3",0,1,1
chr14,50910739,50910800,3,"1,2,3",1,1,1
chr14,50910800,50911130,2,"2,3",0,1,1
chr14,50964680,50964709,2,"2,3",0,1,1
chr14,50964709,50964945,3,"1,2,3",1,1,1
chr14,50964945,50965044,2,"2,3",0,1,1
chr14,51239941,51240177,2,"1,3",1,0,1
chr14,51780050,51780119,2,"2,3",0,1,1
chr14,51780119,51780355,3,"1,2,3",1,1,1
chr14,51780355,51780414,2,"2,3",0,1,1
chr14,51989856,51990092,2,"1,3",1,0,1
chr14,53946932,53947011,2,"2,3",0,1,1
chr14,53947011,53947146,3,"1,2,3",1,1,1
chr14,53947146,53947207,2,"2,3",0,1,1
chr14,54503555,54503650,2,"1,3",1,0,1
chr14,54565931,54566167,2,"1,3",1,0,1
chr14,55122192,55122199,2,"1,3",1,0,1
chr14,55122199,55122373,3,"1,2,3",1,1,1
chr14,55122373,55122382,2,"2,3",0,1,1
chr14,55122646,55122882,2,"1,3",1,0,1
chr14,55130250,55130473,2,"1,3",1,0,1
chr14,55271188,55271424,2,"1,3",1,0,1
chr14,55297971,55298207,2,"1,3",1,0,1
chr14,55541280,55541391,2,"2,3",0,1,1
chr14,55541391,55541544,3,"1,2,3",1,1,1
chr14,55541544,55541644,2,"2,3",0,1,1
chr14,55557179,55557306,2,"2,3",0,1,1
chr14,55557306,55557542,3,"1,2,3",1,1,1
chr14,55557542,55557543,2,"2,3",0,1,1
chr14,55752980,55753104,2,"2,3",0,1,1
chr14,55753104,55753173,3,"1,2,3",1,1,1
chr14,55753173,55753554,2,"2,3",0,1,1
chr14,56755033,56755269,2,"1,3",1,0,1
chr14,56755374,56755435,2,"2,3",0,1,1
chr14,56755435,56755671,3,"1,2,3",1,1,1
chr14,56755671,56755738,2,"2,3",0,1,1
chr14,57057916,57057928,2,"1,3",1,0,1
chr14,57057928,57058111,3,"1,2,3",1,1,1
chr14,57058111,57058138,2,"1,3",1,0,1
chr14,57389818,57389834,2,"1,3",1,0,1
chr14,57389834,57389951,3,"1,2,3",1,1,1
chr14,57389951,57389983,2,"1,3",1,0,1
chr14,57390284,57390520,2,"1,3",1,0,1
chr14,57390607,57390843,2,"1,3",1,0,1
chr14,58298176,58298190,2,"2,3",0,1,1
chr14,58298190,58298426,3,"1,2,3",1,1,1
chr14,58298426,58298540,2,"2,3",0,1,1
chr14,58427306,58427542,2,"1,3",1,0,1
chr14,58465498,58465734,2,"1,3",1,0,1
chr14,59188544,59188780,2,"1,3",1,0,1
chr14,60091828,60091844,2,"1,3",1,0,1
chr14,60091844,60091980,3,"1,2,3",1,1,1
chr14,60091980,60092007,2,"1,3",1,0,1
chr14,60151779,60151851,2,"2,3",0,1,1
chr14,60151851,60152087,3,"1,2,3",1,1,1
chr14,60152087,60152109,2,"2,3",0,1,1
chr14,60164660,60164753,2,"2,3",0,1,1
chr14,60734622,60734858,2,"1,3",1,0,1
chr14,61196122,61196343,2,"1,3",1,0,1
chr14,61525566,61525577,2,"1,3",1,0,1
chr14,61525577,61525762,3,"1,2,3",1,1,1
chr14,61525762,61525773,2,"2,3",0,1,1
chr14,61526430,61526545,2,"2,3",0,1,1
chr14,61526545,61526647,3,"1,2,3",1,1,1
chr14,61526647,61526794,2,"2,3",0,1,1
chr14,61537788,61537796,2,"2,3",0,1,1
chr14,61537796,61537925,3,"1,2,3",1,1,1
chr14,61537925,61537954,2,"1,3",1,0,1
chr14,61553844,61553852,2,"2,3",0,1,1
chr14,61553852,61554088,3,"1,2,3",1,1,1
chr14,61562916,61563152,2,"1,3",1,0,1
chr14,62692282,62692297,2,"2,3",0,1,1
chr14,62692297,62692496,3,"1,2,3",1,1,1
chr14,62692496,62692520,2,"2,3",0,1,1
chr14,63641598,63641778,2,"2,3",0,1,1
chr14,63641778,63642014,3,"1,2,3",1,1,1
chr14,63642014,63642168,2,"2,3",0,1,1
chr14,63677864,63677952,2,"2,3",0,1,1
chr14,63677952,63678188,3,"1,2,3",1,1,1
chr14,63678188,63678228,2,"2,3",0,1,1
chr14,63728264,63728269,2,"2,3",0,1,1
chr14,63728269,63728432,3,"1,2,3",1,1,1
chr14,64093006,64093209,2,"1,3",1,0,1
chr14,64338772,64339008,2,"1,3",1,0,1
chr14,64504380,64504462,2,"2,3",0,1,1
chr14,64504462,64504698,3,"1,2,3",1,1,1
chr14,64504698,64504944,2,"2,3",0,1,1
chr14,64891880,64892116,2,"1,3",1,0,1
chr14,64986740,64986766,2,"2,3",0,1,1
chr14,64986766,64987002,3,"1,2,3",1,1,1
chr14,64987002,64987104,2,"2,3",0,1,1
chr14,64997397,64997761,2,"2,3",0,1,1
chr14,65118278,65118366,2,"2,3",0,1,1
chr14,65118366,65118602,3,"1,2,3",1,1,1
chr14,65118602,65118642,2,"2,3",0,1,1
chr14,65211453,65211647,2,"1,3",1,0,1
chr14,65226827,65227053,3,"1,2,3",1,1,1
chr14,65227053,65227151,2,"2,3",0,1,1
chr14,65334847,65335083,3,"1,2,3",1,1,1
chr14,65335083,65335211,2,"2,3",0,1,1
chr14,65412977,65413213,2,"1,3",1,0,1
chr14,66507809,66508045,2,"1,3",1,0,1
chr14,67241084,67241320,2,"1,3",1,0,1
chr14,67440661,67440897,2,"1,3",1,0,1
chr14,67695691,67695700,2,"1,3",1,0,1
chr14,67695700,67695891,3,"1,2,3",1,1,1
chr14,67695891,67695908,2,"2,3",0,1,1
chr14,68140181,68140545,2,"2,3",0,1,1
chr14,68628955,68629081,2,"2,3",0,1,1
chr14,68629081,68629317,3,"1,2,3",1,1,1
chr14,68629317,68629319,2,"2,3",0,1,1
chr14,68979226,68979301,2,"2,3",0,1,1
chr14,68979301,68979537,3,"1,2,3",1,1,1
chr14,68979537,68979590,2,"2,3",0,1,1
chr14,69014011,69014120,2,"2,3",0,1,1
chr14,69014120,69014233,3,"1,2,3",1,1,1
chr14,69014233,69014375,2,"2,3",0,1,1
chr14,69191370,69191606,2,"1,3",1,0,1
chr14,69356983,69357181,2,"1,3",1,0,1
chr14,69398231,69398467,2,"1,3",1,0,1
chr14,69572109,69572345,2,"1,3",1,0,1
chr14,69606372,69606402,2,"1,3",1,0,1
chr14,69606402,69606474,3,"1,2,3",1,1,1
chr14,69876807,69876888,2,"2,3",0,1,1
chr14,69876888,69876976,3,"1,2,3",1,1,1
chr14,69876976,69877091,2,"2,3",0,1,1
chr14,70045836,70046072,2,"1,3",1,0,1
chr14,70046188,70046424,2,"1,3",1,0,1
chr14,70359664,70359900,2,"1,3",1,0,1
chr14,70417017,70417253,2,"1,3",1,0,1
chr14,70600533,70600740,2,"1,3",1,0,1
chr14,70697934,70698170,2,"1,3",1,0,1
chr14,70707208,70707367,2,"1,3",1,0,1
chr14,70707367,70707444,3,"1,2,3",1,1,1
chr14,70707444,70707485,2,"2,3",0,1,1
chr14,70707485,70707721,3,"1,2,3",1,1,1
chr14,70707721,70707731,2,"2,3",0,1,1
chr14,70817683,70817917,3,"1,2,3",1,1,1
chr14,70817917,70817972,2,"2,3",0,1,1
chr14,70907007,70907123,2,"1,3",1,0,1
chr14,71143431,71143615,2,"1,3",1,0,1
chr14,72924260,72924293,2,"2,3",0,1,1
chr14,72924293,72924529,3,"1,2,3",1,1,1
chr14,72924529,72924624,2,"2,3",0,1,1
chr14,73043251,73043346,2,"1,3",1,0,1
chr14,73228486,73228722,2,"1,3",1,0,1
chr14,73458690,73458691,2,"2,3",0,1,1
chr14,73458691,73458854,3,"1,2,3",1,1,1
chr14,73458854,73458872,2,"1,3",1,0,1
chr14,73602209,73602445,2,"1,3",1,0,1
chr14,73662570,73662603,2,"2,3",0,1,1
chr14,73662603,73662839,3,"1,2,3",1,1,1
chr14,73662839,73662934,2,"2,3",0,1,1
chr14,73724054,73724058,2,"1,3",1,0,1
chr14,73724058,73724203,3,"1,2,3",1,1,1
chr14,73724203,73724231,2,"1,3",1,0,1
chr14,73724396,73724603,2,"1,3",1,0,1
chr14,73756772,73756807,2,"1,3",1,0,1
chr14,73756807,73756928,3,"1,2,3",1,1,1
chr14,73756928,73756974,2,"1,3",1,0,1
chr14,73760048,73760075,2,"2,3",0,1,1
chr14,73760075,73760347,3,"1,2,3",1,1,1
chr14,73760347,73760354,2,"2,3",0,1,1
chr14,73784682,73784821,3,"1,2,3",1,1,1
chr14,73784821,73785123,2,"2,3",0,1,1
chr14,73785850,73785868,2,"2,3",0,1,1
chr14,73785868,73786121,3,"1,2,3",1,1,1
chr14,73796044,73796280,2,"1,3",1,0,1
chr14,73796497,73796508,2,"1,3",1,0,1
chr14,73836960,73837104,2,"1,3",1,0,1
chr14,73852630,73852866,2,"1,3",1,0,1
chr14,74713005,74713046,2,"2,3",0,1,1
chr14,74713046,74713282,3,"1,2,3",1,1,1
chr14,74713282,74713369,2,"2,3",0,1,1
chr14,75182921,75182941,2,"2,3",0,1,1
chr14,75182941,75183164,3,"1,2,3",1,1,1
chr14,75183164,75183225,2,"2,3",0,1,1
chr14,75200581,75201005,2,"2,3",0,1,1
chr14,75255091,75255294,2,"1,3",1,0,1
chr14,75258846,75259082,2,"1,3",1,0,1
chr14,75264098,75264224,2,"2,3",0,1,1
chr14,75264224,75264329,3,"1,2,3",1,1,1
chr14,75264329,75264376,2,"2,3",0,1,1
chr14,75427797,75427887,2,"2,3",0,1,1
chr14,75427887,75428123,3,"1,2,3",1,1,1
chr14,75428123,75428161,2,"2,3",0,1,1
chr14,75521425,75521477,2,"2,3",0,1,1
chr14,75521477,75521713,3,"1,2,3",1,1,1
chr14,75521713,75521789,2,"2,3",0,1,1
chr14,75634715,75635011,2,"2,3",0,1,1
chr14,75635011,75635079,3,"1,2,3",1,1,1
chr14,75635079,75635247,2,"1,3",1,0,1
chr14,75635332,75635568,2,"1,3",1,0,1
chr14,75832010,75832062,2,"2,3",0,1,1
chr14,75832062,75832298,3,"1,2,3",1,1,1
chr14,75832298,75832374,2,"2,3",0,1,1
chr14,75978418,75978568,2,"2,3",0,1,1
chr14,75978568,75978671,3,"1,2,3",1,1,1
chr14,75978671,75978708,2,"2,3",0,1,1
chr14,76696763,76696999,2,"1,3",1,0,1
chr14,76913258,76913323,2,"1,3",1,0,1
chr14,76914663,76914861,2,"1,3",1,0,1
chr14,76919190,76919426,2,"1,3",1,0,1
chr14,76961857,76962093,2,"1,3",1,0,1
chr14,77023671,77023781,2,"1,3",1,0,1
chr14,77027570,77027806,2,"1,3",1,0,1
chr14,77033221,77033265,2,"2,3",0,1,1
chr14,77033265,77033497,3,"1,2,3",1,1,1
