chrom,start,end,num,list,ENCFF053XIP_REST_sorted.bed,ENCFF321FXG_REST_sorted.bed,ENCFF377BCP_REST_sorted.bed,ENCFF462FTK_REST_sorted.bed,ENCFF625JMY_REST_sorted.bed,ENCFF681JCX_REST_sorted.bed,ENCFF800ESB_REST_sorted.bed,ENCFF807IYF_REST_sorted.bed,ENCFF873JLN_REST_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr12,105107537,105107582,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,105107582,105107622,3,"2,7,10",0,1,0,0,0,0,1,0,0,1
chr12,105107622,105107632,4,"2,4,7,10",0,1,0,1,0,0,1,0,0,1
chr12,105107632,105107682,5,"2,4,7,9,10",0,1,0,1,0,0,1,0,1,1
chr12,105107682,105107704,6,"2,4,6,7,9,10",0,1,0,1,0,1,1,0,1,1
chr12,105107704,105107710,7,"2,4,6,7,8,9,10",0,1,0,1,0,1,1,1,1,1
chr12,105107710,105107829,8,"1,2,4,6,7,8,9,10",1,1,0,1,0,1,1,1,1,1
chr12,105107829,105107876,7,"1,2,6,7,8,9,10",1,1,0,0,0,1,1,1,1,1
chr12,105107876,105107917,6,"1,2,6,7,8,10",1,1,0,0,0,1,1,1,0,1
chr12,105107917,105108062,5,"1,2,6,8,10",1,1,0,0,0,1,0,1,0,1
chr12,105108062,105108084,4,"1,2,8,10",1,1,0,0,0,0,0,1,0,1
chr12,105108084,105108174,3,"1,2,10",1,1,0,0,0,0,0,0,0,1
chr12,105108174,105108323,2,"1,10",1,0,0,0,0,0,0,0,0,1
chr12,105235743,105235755,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,105235755,105235790,3,"6,8,10",0,0,0,0,0,1,0,1,0,1
chr12,105235790,105236123,4,"4,6,8,10",0,0,0,1,0,1,0,1,0,1
chr12,105236123,105236135,3,"4,6,10",0,0,0,1,0,1,0,0,0,1
chr12,105236135,105236194,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,106357556,106357653,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,106357653,106357739,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr12,106357739,106357778,5,"4,6,7,9,10",0,0,0,1,0,1,1,0,1,1
chr12,106357778,106357780,4,"4,6,9,10",0,0,0,1,0,1,0,0,1,1
chr12,106357780,106357797,3,"6,9,10",0,0,0,0,0,1,0,0,1,1
chr12,106357797,106357897,4,"6,8,9,10",0,0,0,0,0,1,0,1,1,1
chr12,106357897,106358119,3,"6,8,10",0,0,0,0,0,1,0,1,0,1
chr12,106358119,106358177,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,106358495,106358735,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,106773996,106774012,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,106774012,106774096,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr12,106774096,106774231,4,"2,4,9,10",0,1,0,1,0,0,0,0,1,1
chr12,106774231,106774256,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr12,106774256,106774536,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,106774536,106774727,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr12,106774727,106774780,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,106955313,106955608,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,106955762,106955790,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,106955790,106955835,3,"6,7,10",0,0,0,0,0,1,1,0,0,1
chr12,106955835,106956142,4,"6,7,8,10",0,0,0,0,0,1,1,1,0,1
chr12,106956142,106956170,3,"6,8,10",0,0,0,0,0,1,0,1,0,1
chr12,106956170,106956215,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,106986832,106987059,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,107093453,107093532,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,107093532,107093686,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,107093686,107093816,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,107093929,107094063,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,107903792,107904036,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,108562291,108562533,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,108562533,108562544,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,108618155,108618403,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,108628404,108628450,3,"4,8,10",0,0,0,1,0,0,0,1,0,1
chr12,108628450,108628499,4,"4,7,8,10",0,0,0,1,0,0,1,1,0,1
chr12,108628499,108628743,5,"4,7,8,9,10",0,0,0,1,0,0,1,1,1,1
chr12,108628743,108628747,4,"4,7,8,10",0,0,0,1,0,0,1,1,0,1
chr12,108628747,108628804,3,"7,8,10",0,0,0,0,0,0,1,1,0,1
chr12,108629926,108630170,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,108641080,108641352,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,108641352,108641383,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,108838366,108838390,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,108838390,108838654,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,108838654,108838712,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,109097887,109098112,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,109477204,109477205,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,109477205,109477342,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,109477342,109477428,4,"4,6,7,10",0,0,0,1,0,1,1,0,0,1
chr12,109477428,109477440,3,"4,6,10",0,0,0,1,0,1,0,0,0,1
chr12,109477440,109477483,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,109477535,109477548,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,109477548,109477752,3,"6,9,10",0,0,0,0,0,1,0,0,1,1
chr12,109573128,109573171,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,109573171,109573246,4,"4,7,8,10",0,0,0,1,0,0,1,1,0,1
chr12,109573246,109573322,5,"4,6,7,8,10",0,0,0,1,0,1,1,1,0,1
chr12,109573322,109573355,4,"4,6,8,10",0,0,0,1,0,1,0,1,0,1
chr12,109573397,109573551,3,"6,8,10",0,0,0,0,0,1,0,1,0,1
chr12,109573551,109573626,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,109880289,109880478,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,109880478,109880634,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,109880634,109880669,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,109900157,109900401,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,109999213,109999257,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,109999290,109999356,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,109999356,109999531,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr12,110048287,110048298,3,"7,8,10",0,0,0,0,0,0,1,1,0,1
chr12,110048298,110048426,4,"4,7,8,10",0,0,0,1,0,0,1,1,0,1
chr12,110048426,110048479,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,110048479,110048590,4,"2,4,7,10",0,1,0,1,0,0,1,0,0,1
chr12,110048590,110048667,3,"2,7,10",0,1,0,0,0,0,1,0,0,1
chr12,110048667,110048749,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr12,110060219,110060562,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,110280777,110281125,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,110450002,110450238,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,110450238,110450308,3,"6,7,10",0,0,0,0,0,1,1,0,0,1
chr12,110450308,110450382,4,"4,6,7,10",0,0,0,1,0,1,1,0,0,1
chr12,110450382,110450552,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,110468132,110468616,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr12,110468682,110468981,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,110469019,110469025,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,110469174,110469183,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,110469183,110469233,3,"8,9,10",0,0,0,0,0,0,0,1,1,1
chr12,110469233,110469261,4,"4,8,9,10",0,0,0,1,0,0,0,1,1,1
chr12,110469261,110469427,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr12,110469427,110469430,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,110501923,110501986,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,110501986,110502011,3,"2,9,10",0,1,0,0,0,0,0,0,1,1
chr12,110502011,110502167,4,"2,4,9,10",0,1,0,1,0,0,0,0,1,1
chr12,110502167,110502402,3,"2,4,10",0,1,0,1,0,0,0,0,0,1
chr12,110613773,110613950,2,"1,10",1,0,0,0,0,0,0,0,0,1
chr12,110613950,110614000,3,"1,4,10",1,0,0,1,0,0,0,0,0,1
chr12,110614000,110614074,4,"1,2,4,10",1,1,0,1,0,0,0,0,0,1
chr12,110614074,110614083,5,"1,2,4,6,10",1,1,0,1,0,1,0,0,0,1
chr12,110614083,110614158,6,"1,2,4,6,9,10",1,1,0,1,0,1,0,0,1,1
chr12,110614158,110614244,5,"1,4,6,9,10",1,0,0,1,0,1,0,0,1,1
chr12,110742745,110742971,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,110742971,110742989,3,"2,9,10",0,1,0,0,0,0,0,0,1,1
chr12,110742989,110743250,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr12,110826700,110826989,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,110826989,110826994,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,111396983,111397058,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,111397058,111397216,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,111397216,111397361,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,111405289,111405310,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,111405310,111405483,3,"6,9,10",0,0,0,0,0,1,0,0,1,1
chr12,111405483,111405538,4,"6,7,9,10",0,0,0,0,0,1,1,0,1,1
chr12,111405538,111405545,3,"7,9,10",0,0,0,0,0,0,1,0,1,1
chr12,111405545,111405554,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr12,111405554,111405809,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,111405809,111406025,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,111599481,111599816,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,111685716,111686062,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,111686062,111686077,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,111841781,111841976,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr12,111841976,111842210,3,"2,8,10",0,1,0,0,0,0,0,1,0,1
chr12,111842210,111842356,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,112013163,112013215,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,112013215,112013563,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,112013563,112013625,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,112409507,112409728,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,112418715,112418919,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,112418920,112419300,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,113153286,113153557,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,113153557,113153565,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,113185427,113185502,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,113185502,113185631,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,113185631,113185682,4,"4,6,7,10",0,0,0,1,0,1,1,0,0,1
chr12,113185682,113185723,3,"4,6,10",0,0,0,1,0,1,0,0,0,1
chr12,113185723,113185873,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,113197020,113197238,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,113358448,113358463,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,113358463,113358488,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,113358488,113358508,4,"1,4,7,10",1,0,0,1,0,0,1,0,0,1
chr12,113358508,113358535,5,"1,4,6,7,10",1,0,0,1,0,1,1,0,0,1
chr12,113358535,113358558,6,"1,4,6,7,9,10",1,0,0,1,0,1,1,0,1,1
chr12,113358558,113358571,7,"1,4,5,6,7,9,10",1,0,0,1,1,1,1,0,1,1
chr12,113358571,113358673,8,"1,2,4,5,6,7,9,10",1,1,0,1,1,1,1,0,1,1
chr12,113358673,113358778,9,"1,2,4,5,6,7,8,9,10",1,1,0,1,1,1,1,1,1,1
chr12,113358778,113358800,8,"1,2,4,6,7,8,9,10",1,1,0,1,0,1,1,1,1,1
chr12,113358800,113358888,7,"1,2,4,6,7,8,10",1,1,0,1,0,1,1,1,0,1
chr12,113358888,113358894,6,"1,2,4,7,8,10",1,1,0,1,0,0,1,1,0,1
chr12,113422064,113422090,2,"1,10",1,0,0,0,0,0,0,0,0,1
chr12,113422090,113422097,3,"1,2,10",1,1,0,0,0,0,0,0,0,1
chr12,113422097,113422148,4,"1,2,4,10",1,1,0,1,0,0,0,0,0,1
chr12,113422148,113422274,5,"1,2,4,7,10",1,1,0,1,0,0,1,0,0,1
chr12,113422274,113422288,6,"1,2,4,7,9,10",1,1,0,1,0,0,1,0,1,1
chr12,113422288,113422418,7,"1,2,4,5,7,9,10",1,1,0,1,1,0,1,0,1,1
chr12,113422418,113422488,8,"1,2,4,5,6,7,9,10",1,1,0,1,1,1,1,0,1,1
chr12,113422488,113422503,7,"1,2,4,6,7,9,10",1,1,0,1,0,1,1,0,1,1
chr12,116559335,116559340,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,116559340,116559373,3,"4,8,10",0,0,0,1,0,0,0,1,0,1
chr12,116559373,116559382,4,"4,5,8,10",0,0,0,1,1,0,0,1,0,1
chr12,116559382,116559402,3,"4,5,10",0,0,0,1,1,0,0,0,0,1
chr12,116559402,116559519,4,"4,5,9,10",0,0,0,1,1,0,0,0,1,1
chr12,116559519,116559573,3,"4,5,10",0,0,0,1,1,0,0,0,0,1
chr12,116559573,116559744,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,116737759,116737783,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,116737783,116737965,3,"6,8,10",0,0,0,0,0,1,0,1,0,1
chr12,116737965,116737972,4,"4,6,8,10",0,0,0,1,0,1,0,1,0,1
chr12,116737972,116738139,5,"4,6,7,8,10",0,0,0,1,0,1,1,1,0,1
chr12,116738139,116738163,4,"4,7,8,10",0,0,0,1,0,0,1,1,0,1
chr12,116738163,116738310,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,116738310,116738390,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,117042369,117042429,2,"5,10",0,0,0,0,1,0,0,0,0,1
chr12,117042429,117042439,3,"5,9,10",0,0,0,0,1,0,0,0,1,1
chr12,117042439,117042492,4,"4,5,9,10",0,0,0,1,1,0,0,0,1,1
chr12,117042492,117042569,3,"4,5,10",0,0,0,1,1,0,0,0,0,1
chr12,117042569,117042588,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,118016482,118016526,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr12,118016526,118016629,3,"1,2,10",1,1,0,0,0,0,0,0,0,1
chr12,118016629,118016710,4,"1,2,3,10",1,1,1,0,0,0,0,0,0,1
chr12,118016710,118016913,3,"1,2,10",1,1,0,0,0,0,0,0,0,1
chr12,118135889,118136275,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr12,118372609,118372627,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr12,118372627,118372659,3,"2,6,10",0,1,0,0,0,1,0,0,0,1
chr12,118372659,118372674,4,"2,4,6,10",0,1,0,1,0,1,0,0,0,1
chr12,118372674,118372676,5,"1,2,4,6,10",1,1,0,1,0,1,0,0,0,1
chr12,118372676,118372788,6,"1,2,4,6,7,10",1,1,0,1,0,1,1,0,0,1
chr12,118372788,118372789,7,"1,2,4,6,7,9,10",1,1,0,1,0,1,1,0,1,1
chr12,118372789,118372847,8,"1,2,4,6,7,8,9,10",1,1,0,1,0,1,1,1,1,1
chr12,118372847,118372890,9,"1,2,4,5,6,7,8,9,10",1,1,0,1,1,1,1,1,1,1
chr12,118372890,118372969,8,"1,2,4,5,6,7,9,10",1,1,0,1,1,1,1,0,1,1
chr12,118372969,118372986,7,"1,2,4,6,7,9,10",1,1,0,1,0,1,1,0,1,1
chr12,118372986,118373007,6,"1,2,4,6,7,10",1,1,0,1,0,1,1,0,0,1
chr12,118373007,118373110,5,"1,2,4,7,10",1,1,0,1,0,0,1,0,0,1
chr12,118373110,118373250,6,"1,2,4,7,9,10",1,1,0,1,0,0,1,0,1,1
chr12,118373250,118373294,5,"1,2,4,9,10",1,1,0,1,0,0,0,0,1,1
chr12,119667620,119667851,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,119988654,119988790,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr12,119988790,119988870,3,"2,8,10",0,1,0,0,0,0,0,1,0,1
chr12,119988870,119988979,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,119988979,119989186,3,"4,8,10",0,0,0,1,0,0,0,1,0,1
chr12,119989186,119989192,4,"4,7,8,10",0,0,0,1,0,0,1,1,0,1
chr12,119989192,119989328,5,"4,6,7,8,10",0,0,0,1,0,1,1,1,0,1
chr12,119989328,119989452,6,"4,6,7,8,9,10",0,0,0,1,0,1,1,1,1,1
chr12,119989452,119989483,5,"4,6,7,9,10",0,0,0,1,0,1,1,0,1,1
chr12,119989483,119989526,4,"6,7,9,10",0,0,0,0,0,1,1,0,1,1
chr12,119989763,119989775,5,"1,3,4,7,10",1,0,1,1,0,0,1,0,0,1
chr12,119989775,119989777,6,"1,3,4,5,7,10",1,0,1,1,1,0,1,0,0,1
chr12,119989777,119989783,7,"1,3,4,5,7,9,10",1,0,1,1,1,0,1,0,1,1
chr12,119989783,119989788,8,"1,3,4,5,7,8,9,10",1,0,1,1,1,0,1,1,1,1
chr12,119989788,119989791,9,"1,3,4,5,6,7,8,9,10",1,0,1,1,1,1,1,1,1,1
chr12,119989791,119990019,10,"1,2,3,4,5,6,7,8,9,10",1,1,1,1,1,1,1,1,1,1
chr12,120086915,120086936,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,120086936,120087172,3,"4,6,10",0,0,0,1,0,1,0,0,0,1
chr12,120087172,120087196,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,120116291,120116581,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr12,120201012,120201193,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,120234717,120234744,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,120242317,120242329,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,120242329,120242365,3,"7,9,10",0,0,0,0,0,0,1,0,1,1
chr12,120242365,120242406,4,"5,7,9,10",0,0,0,0,1,0,1,0,1,1
chr12,120242406,120242565,5,"4,5,7,9,10",0,0,0,1,1,0,1,0,1,1
chr12,120242565,120242573,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr12,120242573,120242602,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,120242602,120242685,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,120291378,120291612,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,120291612,120291616,3,"2,9,10",0,1,0,0,0,0,0,0,1,1
chr12,120291616,120291622,4,"2,3,9,10",0,1,1,0,0,0,0,0,1,1
chr12,120291622,120291927,3,"2,3,10",0,1,1,0,0,0,0,0,0,1
chr12,120291927,120291940,2,"3,10",0,0,1,0,0,0,0,0,0,1
chr12,120292071,120292327,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,120317377,120317539,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,120317539,120317568,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr12,120317568,120317621,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr12,120317621,120317893,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,120430448,120430747,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,120438054,120438248,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,120446391,120446768,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,120469618,120469989,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,120495865,120495966,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,120495966,120495974,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr12,120495974,120496109,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr12,120496109,120496177,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,120496177,120496190,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,120581306,120581386,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,120686884,120687040,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,120725797,120726041,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,120904400,120904581,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,120904581,120904620,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,121016216,121016353,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,121016353,121016581,3,"4,8,10",0,0,0,1,0,0,0,1,0,1
chr12,121016581,121016670,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,121209880,121209913,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,121209913,121210169,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,121210169,121210293,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,121400037,121400271,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,121626176,121626229,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,121626229,121626266,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr12,121626266,121626389,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr12,121626389,121626420,5,"4,7,8,9,10",0,0,0,1,0,0,1,1,1,1
chr12,121626420,121626513,4,"4,7,8,10",0,0,0,1,0,0,1,1,0,1
chr12,121626513,121626516,3,"7,8,10",0,0,0,0,0,0,1,1,0,1
chr12,121626516,121626902,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,121794217,121794298,3,"4,6,10",0,0,0,1,0,1,0,0,0,1
chr12,121794298,121794412,4,"4,6,7,10",0,0,0,1,0,1,1,0,0,1
chr12,121794412,121794548,3,"4,6,10",0,0,0,1,0,1,0,0,0,1
chr12,121794548,121794550,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,121797153,121797413,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,121799468,121799481,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,121800100,121800120,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,121800120,121800273,3,"5,9,10",0,0,0,0,1,0,0,0,1,1
chr12,121811983,121812039,3,"4,6,10",0,0,0,1,0,1,0,0,0,1
chr12,121812039,121812290,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,121839375,121839703,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,121839786,121840044,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,121888383,121888502,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,121888502,121888733,4,"2,4,7,10",0,1,0,1,0,0,1,0,0,1
chr12,121888733,121888754,3,"2,7,10",0,1,0,0,0,0,1,0,0,1
chr12,121888754,121888926,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr12,121888997,121889228,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr12,122064041,122064141,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,122064141,122064221,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,122064221,122064376,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr12,122064376,122064410,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr12,122064410,122064411,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,122078319,122078723,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,122225736,122225808,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,122225808,122226052,3,"6,9,10",0,0,0,0,0,1,0,0,1,1
chr12,122226052,122226083,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr12,122226209,122226303,2,"1,10",1,0,0,0,0,0,0,0,0,1
chr12,122226303,122226313,3,"1,4,10",1,0,0,1,0,0,0,0,0,1
chr12,122226313,122226326,4,"1,4,7,10",1,0,0,1,0,0,1,0,0,1
chr12,122226326,122226329,5,"1,4,5,7,10",1,0,0,1,1,0,1,0,0,1
chr12,122226329,122226356,6,"1,4,5,7,9,10",1,0,0,1,1,0,1,0,1,1
chr12,122226356,122226371,7,"1,2,4,5,7,9,10",1,1,0,1,1,0,1,0,1,1
chr12,122226371,122226387,8,"1,2,4,5,6,7,9,10",1,1,0,1,1,1,1,0,1,1
chr12,122226387,122226583,9,"1,2,4,5,6,7,8,9,10",1,1,0,1,1,1,1,1,1,1
chr12,122226583,122226587,8,"1,2,4,6,7,8,9,10",1,1,0,1,0,1,1,1,1,1
chr12,122266284,122266309,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,122266309,122266657,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,122266657,122266687,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr12,122399936,122399965,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr12,122399965,122400012,3,"7,9,10",0,0,0,0,0,0,1,0,1,1
chr12,122400012,122400093,4,"2,7,9,10",0,1,0,0,0,0,1,0,1,1
chr12,122400093,122400203,3,"2,9,10",0,1,0,0,0,0,0,0,1,1
chr12,122400484,122400542,3,"2,9,10",0,1,0,0,0,0,0,0,1,1
chr12,122400542,122400677,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,122500811,122501055,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr12,122526659,122526686,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr12,122526686,122526756,3,"2,8,10",0,1,0,0,0,0,0,1,0,1
chr12,122526756,122527000,4,"2,8,9,10",0,1,0,0,0,0,0,1,1,1
chr12,122527000,122527039,3,"2,8,10",0,1,0,0,0,0,0,1,0,1
chr12,122527039,122527183,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr12,122527183,122527359,3,"2,9,10",0,1,0,0,0,0,0,0,1,1
chr12,122752454,122752495,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr12,122752495,122752515,4,"4,7,8,10",0,0,0,1,0,0,1,1,0,1
chr12,122752515,122752519,5,"1,4,7,8,10",1,0,0,1,0,0,1,1,0,1
chr12,122752519,122752688,6,"1,2,4,7,8,10",1,1,0,1,0,0,1,1,0,1
chr12,122752688,122752797,7,"1,2,3,4,7,8,10",1,1,1,1,0,0,1,1,0,1
chr12,122752797,122752814,6,"1,2,3,7,8,10",1,1,1,0,0,0,1,1,0,1
chr12,122752814,122752911,5,"1,2,3,8,10",1,1,1,0,0,0,0,1,0,1
chr12,122752911,122753074,4,"1,2,8,10",1,1,0,0,0,0,0,1,0,1
