chrom,start,end,num,list,ENCFF287HLG_MAZ_sorted.bed,ENCFF494YAO_MAZ_sorted.bed,ENCFF662EQM_MAZ_sorted.bed,ENCFF815AXO_MAZ_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr1,179091614,179092102,3,"1,3,5",1,0,1,0,1
chr1,179092102,179092190,2,"1,5",1,0,0,0,1
chr1,179228734,179229359,2,"3,5",0,0,1,0,1
chr1,179229359,179229378,3,"1,3,5",1,0,1,0,1
chr1,179229378,179229503,2,"1,5",1,0,0,0,1
chr1,179229503,179230101,3,"1,4,5",1,0,0,1,1
chr1,179230101,179230129,2,"1,5",1,0,0,0,1
chr1,179293396,179293452,2,"1,5",1,0,0,0,1
chr1,179293452,179293641,3,"1,3,5",1,0,1,0,1
chr1,179293641,179293901,4,"1,2,3,5",1,1,1,0,1
chr1,179293901,179294096,3,"1,3,5",1,0,1,0,1
chr1,179294096,179294210,2,"1,5",1,0,0,0,1
chr1,179365574,179365706,2,"3,5",0,0,1,0,1
chr1,179365706,179366090,3,"3,4,5",0,0,1,1,1
chr1,179366090,179366436,2,"3,5",0,0,1,0,1
chr1,179882237,179882295,2,"1,5",1,0,0,0,1
chr1,179882295,179882392,3,"1,3,5",1,0,1,0,1
chr1,179882392,179882454,4,"1,3,4,5",1,0,1,1,1
chr1,179882454,179882714,5,"1,2,3,4,5",1,1,1,1,1
chr1,179882714,179882776,4,"1,3,4,5",1,0,1,1,1
chr1,179882776,179882939,3,"1,3,5",1,0,1,0,1
chr1,179882939,179883028,2,"1,5",1,0,0,0,1
chr1,179954388,179954772,2,"4,5",0,0,0,1,1
chr1,180154381,180154861,4,"1,3,4,5",1,0,1,1,1
chr1,180154861,180154910,3,"3,4,5",0,0,1,1,1
chr1,180154910,180155060,2,"4,5",0,0,0,1,1
chr1,180631940,180632724,2,"1,5",1,0,0,0,1
chr1,181088412,181088437,2,"3,5",0,0,1,0,1
chr1,181088437,181089013,3,"1,3,5",1,0,1,0,1
chr1,181089013,181089056,2,"3,5",0,0,1,0,1
chr1,181089630,181090062,2,"1,5",1,0,0,0,1
chr1,182391414,182391423,2,"3,5",0,0,1,0,1
chr1,182391423,182391999,3,"1,3,5",1,0,1,0,1
chr1,182391999,182392058,2,"3,5",0,0,1,0,1
chr1,182839109,182839176,2,"2,5",0,1,0,0,1
chr1,182839176,182839348,3,"2,4,5",0,1,0,1,1
chr1,182839348,182839359,4,"2,3,4,5",0,1,1,1,1
chr1,182839359,182839369,5,"1,2,3,4,5",1,1,1,1,1
chr1,182839369,182839559,4,"1,3,4,5",1,0,1,1,1
chr1,182839559,182839560,5,"1,2,3,4,5",1,1,1,1,1
chr1,182839560,182839586,4,"1,2,3,5",1,1,1,0,1
chr1,182839586,182839752,5,"1,2,3,4,5",1,1,1,1,1
chr1,182839752,182839819,4,"1,2,3,5",1,1,1,0,1
chr1,182839819,182839889,3,"1,3,5",1,0,1,0,1
chr1,183022704,183022992,3,"3,4,5",0,0,1,1,1
chr1,183022992,183023234,2,"3,5",0,0,1,0,1
chr1,183023479,183023522,2,"3,5",0,0,1,0,1
chr1,183023522,183023782,3,"2,3,5",0,1,1,0,1
chr1,183023782,183023866,2,"3,5",0,0,1,0,1
chr1,183023866,183024123,3,"3,4,5",0,0,1,1,1
chr1,183024123,183024228,2,"4,5",0,0,0,1,1
chr1,183470173,183470401,4,"1,2,4,5",1,1,0,1,1
chr1,183470401,183470448,3,"1,4,5",1,0,0,1,1
chr1,183471275,183471669,2,"3,5",0,0,1,0,1
chr1,183471669,183471781,3,"2,3,5",0,1,1,0,1
chr1,183471781,183471827,4,"1,2,3,5",1,1,1,0,1
chr1,183471827,183471929,5,"1,2,3,4,5",1,1,1,1,1
chr1,183471929,183472391,4,"1,3,4,5",1,0,1,1,1
chr1,183472391,183472501,3,"1,4,5",1,0,0,1,1
chr1,183472501,183472580,2,"1,5",1,0,0,0,1
chr1,183635313,183635795,2,"3,5",0,0,1,0,1
chr1,183635795,183635817,3,"3,4,5",0,0,1,1,1
chr1,183635817,183636077,4,"2,3,4,5",0,1,1,1,1
chr1,183636077,183636179,3,"3,4,5",0,0,1,1,1
chr1,183636179,183636439,2,"3,5",0,0,1,0,1
chr1,183699570,183699954,2,"4,5",0,0,0,1,1
chr1,184051410,184051423,2,"1,5",1,0,0,0,1
chr1,184051423,184051491,3,"1,3,5",1,0,1,0,1
chr1,184051491,184051684,4,"1,3,4,5",1,0,1,1,1
chr1,184051684,184051944,5,"1,2,3,4,5",1,1,1,1,1
chr1,184051944,184052067,4,"1,3,4,5",1,0,1,1,1
chr1,184052067,184052079,3,"1,4,5",1,0,0,1,1
chr1,184052079,184052187,2,"1,5",1,0,0,0,1
chr1,184386620,184387218,2,"4,5",0,0,0,1,1
chr1,185045033,185045203,2,"1,5",1,0,0,0,1
chr1,185045203,185045463,3,"1,2,5",1,1,0,0,1
chr1,185045463,185045609,2,"1,5",1,0,0,0,1
chr1,185156892,185156897,2,"3,5",0,0,1,0,1
chr1,185156897,185157035,3,"1,3,5",1,0,1,0,1
chr1,185157035,185157079,4,"1,3,4,5",1,0,1,1,1
chr1,185157079,185157339,5,"1,2,3,4,5",1,1,1,1,1
chr1,185157339,185157419,4,"1,3,4,5",1,0,1,1,1
chr1,185157419,185157536,3,"1,3,5",1,0,1,0,1
chr1,185157536,185157606,2,"1,5",1,0,0,0,1
chr1,185316120,185316504,2,"4,5",0,0,0,1,1
chr1,185316840,185316932,2,"3,5",0,0,1,0,1
chr1,185317007,185317484,3,"1,3,5",1,0,1,0,1
chr1,185317484,185317565,2,"1,5",1,0,0,0,1
chr1,186375209,186375333,2,"1,5",1,0,0,0,1
chr1,186375333,186375582,3,"1,3,5",1,0,1,0,1
chr1,186375582,186375628,4,"1,3,4,5",1,0,1,1,1
chr1,186375628,186375888,5,"1,2,3,4,5",1,1,1,1,1
chr1,186375888,186375966,4,"1,3,4,5",1,0,1,1,1
chr1,186375966,186375977,3,"1,3,5",1,0,1,0,1
chr1,186375977,186376146,2,"1,5",1,0,0,0,1
chr1,192808507,192808533,2,"1,5",1,0,0,0,1
chr1,192808533,192808581,3,"1,3,5",1,0,1,0,1
chr1,192808581,192809170,4,"1,3,4,5",1,0,1,1,1
chr1,192809170,192809273,3,"1,3,5",1,0,1,0,1
chr1,193059124,193059154,2,"3,5",0,0,1,0,1
chr1,193059154,193059197,3,"1,3,5",1,0,1,0,1
chr1,193059197,193059730,4,"1,3,4,5",1,0,1,1,1
chr1,193059730,193059768,3,"3,4,5",0,0,1,1,1
chr1,193059768,193059782,2,"4,5",0,0,0,1,1
chr1,193105056,193105793,2,"1,5",1,0,0,0,1
chr1,193121617,193121654,2,"3,5",0,0,1,0,1
chr1,193121654,193121740,3,"1,3,5",1,0,1,0,1
chr1,193121740,193121752,4,"1,3,4,5",1,0,1,1,1
chr1,193121752,193122012,5,"1,2,3,4,5",1,1,1,1,1
chr1,193122012,193122124,4,"1,3,4,5",1,0,1,1,1
chr1,193122124,193122445,3,"1,3,5",1,0,1,0,1
chr1,193122445,193122460,2,"3,5",0,0,1,0,1
chr1,197902346,197902550,2,"3,5",0,0,1,0,1
chr1,197902550,197902680,3,"1,3,5",1,0,1,0,1
chr1,197902680,197902751,4,"1,3,4,5",1,0,1,1,1
chr1,197902751,197903011,5,"1,2,3,4,5",1,1,1,1,1
chr1,197903011,197903064,4,"1,3,4,5",1,0,1,1,1
chr1,197903064,197903192,3,"1,3,5",1,0,1,0,1
chr1,197903192,197903278,2,"1,5",1,0,0,0,1
chr1,198157513,198157813,2,"3,5",0,0,1,0,1
chr1,200620507,200620529,2,"1,5",1,0,0,0,1
chr1,200620529,200620708,3,"1,3,5",1,0,1,0,1
chr1,200620708,200621050,4,"1,3,4,5",1,0,1,1,1
chr1,200669296,200669404,2,"3,5",0,0,1,0,1
chr1,200669404,200669922,3,"1,3,5",1,0,1,0,1
chr1,200669922,200669980,2,"1,5",1,0,0,0,1
chr1,200670032,200670174,2,"4,5",0,0,0,1,1
chr1,200738454,200738565,2,"3,5",0,0,1,0,1
chr1,200738565,200738929,3,"3,4,5",0,0,1,1,1
chr1,200738929,200738949,4,"1,3,4,5",1,0,1,1,1
chr1,200738949,200739585,3,"1,3,5",1,0,1,0,1
chr1,200739585,200739721,2,"1,5",1,0,0,0,1
chr1,200890918,200891315,3,"1,3,5",1,0,1,0,1
chr1,200891315,200891489,2,"3,5",0,0,1,0,1
chr1,200896573,200896640,2,"3,5",0,0,1,0,1
chr1,200896640,200896695,3,"1,3,5",1,0,1,0,1
chr1,200896695,200897079,4,"1,3,4,5",1,0,1,1,1
chr1,200897079,200897216,3,"1,3,5",1,0,1,0,1
chr1,200897216,200897217,2,"3,5",0,0,1,0,1
chr1,201126771,201127078,2,"3,5",0,0,1,0,1
chr1,201396750,201397307,2,"1,5",1,0,0,0,1
chr1,201399233,201399275,3,"1,3,5",1,0,1,0,1
chr1,201399275,201399659,4,"1,3,4,5",1,0,1,1,1
chr1,201399659,201399667,3,"1,3,5",1,0,1,0,1
chr1,201468873,201468909,2,"3,5",0,0,1,0,1
chr1,201468909,201469076,3,"1,3,5",1,0,1,0,1
chr1,201469076,201469460,4,"1,3,4,5",1,0,1,1,1
chr1,201469460,201469485,3,"1,3,5",1,0,1,0,1
chr1,201469485,201469517,2,"3,5",0,0,1,0,1
chr1,201481913,201481937,2,"1,5",1,0,0,0,1
chr1,201481937,201482115,3,"1,3,5",1,0,1,0,1
chr1,201482115,201482414,4,"1,3,4,5",1,0,1,1,1
chr1,201506872,201507334,2,"1,5",1,0,0,0,1
chr1,201828927,201828979,3,"2,4,5",0,1,0,1,1
chr1,201828979,201829028,4,"2,3,4,5",0,1,1,1,1
chr1,201829028,201829175,5,"1,2,3,4,5",1,1,1,1,1
chr1,201829175,201829299,4,"1,3,4,5",1,0,1,1,1
chr1,201829299,201829604,3,"1,3,5",1,0,1,0,1
chr1,201829604,201829623,2,"3,5",0,0,1,0,1
chr1,201955149,201955855,2,"1,5",1,0,0,0,1
chr1,201982436,201982681,2,"3,5",0,0,1,0,1
chr1,201982681,201983391,3,"1,3,5",1,0,1,0,1
chr1,201983391,201983456,2,"1,5",1,0,0,0,1
chr1,202010126,202010702,2,"1,5",1,0,0,0,1
chr1,202034725,202034748,2,"1,5",1,0,0,0,1
chr1,202034748,202035274,3,"1,3,5",1,0,1,0,1
chr1,202043363,202043571,2,"4,5",0,0,0,1,1
chr1,202118966,202119081,3,"1,3,5",1,0,1,0,1
chr1,202119081,202119263,2,"1,5",1,0,0,0,1
chr1,202122672,202122990,2,"4,5",0,0,0,1,1
chr1,202144579,202144879,3,"1,3,5",1,0,1,0,1
chr1,202348390,202348692,2,"3,5",0,0,1,0,1
chr1,202810577,202810631,3,"1,3,5",1,0,1,0,1
chr1,202810631,202811126,4,"1,3,4,5",1,0,1,1,1
chr1,202811126,202811215,3,"1,4,5",1,0,0,1,1
chr1,202811215,202811242,2,"1,5",1,0,0,0,1
chr1,202861463,202861847,2,"4,5",0,0,0,1,1
chr1,202888486,202888690,2,"3,5",0,0,1,0,1
chr1,202888690,202889266,3,"1,3,5",1,0,1,0,1
chr1,202889266,202889398,2,"3,5",0,0,1,0,1
chr1,202958116,202958500,2,"4,5",0,0,0,1,1
chr1,203007267,203007894,2,"3,5",0,0,1,0,1
chr1,203305267,203305295,2,"3,5",0,0,1,0,1
chr1,203305295,203305335,3,"3,4,5",0,0,1,1,1
chr1,203305335,203305679,4,"1,3,4,5",1,0,1,1,1
chr1,203305679,203305911,3,"1,3,5",1,0,1,0,1
chr1,203795401,203795968,2,"3,5",0,0,1,0,1
chr1,203861310,203861677,4,"1,3,4,5",1,0,1,1,1
chr1,203861677,203861866,3,"1,3,5",1,0,1,0,1
chr1,203861866,203861953,2,"1,5",1,0,0,0,1
chr1,204072946,204072985,2,"1,5",1,0,0,0,1
chr1,204072985,204073369,3,"1,4,5",1,0,0,1,1
chr1,204073369,204073521,2,"1,5",1,0,0,0,1
chr1,204074478,204074861,3,"3,4,5",0,0,1,1,1
chr1,204074861,204074989,2,"3,5",0,0,1,0,1
chr1,204128945,204129093,3,"1,3,5",1,0,1,0,1
chr1,204129093,204129477,4,"1,3,4,5",1,0,1,1,1
chr1,204129477,204129518,3,"1,3,5",1,0,1,0,1
chr1,204129518,204129565,2,"3,5",0,0,1,0,1
chr1,204144899,204145475,2,"1,5",1,0,0,0,1
chr1,204151698,204151707,2,"3,5",0,0,1,0,1
chr1,204151707,204152091,3,"3,4,5",0,0,1,1,1
chr1,204152091,204152727,2,"3,5",0,0,1,0,1
chr1,204213828,204213830,2,"3,5",0,0,1,0,1
chr1,204213830,204213833,3,"1,3,5",1,0,1,0,1
chr1,204213833,204213943,4,"1,3,4,5",1,0,1,1,1
chr1,204213943,204214203,5,"1,2,3,4,5",1,1,1,1,1
chr1,204214203,204214217,4,"1,3,4,5",1,0,1,1,1
chr1,204214217,204214406,3,"1,3,5",1,0,1,0,1
chr1,204214406,204214528,2,"3,5",0,0,1,0,1
chr1,204267005,204267166,2,"3,5",0,0,1,0,1
chr1,204411474,204411492,2,"3,5",0,0,1,0,1
chr1,204411492,204411931,3,"1,3,5",1,0,1,0,1
chr1,204411931,204412068,4,"1,3,4,5",1,0,1,1,1
chr1,204412068,204412118,3,"3,4,5",0,0,1,1,1
chr1,204412118,204412307,2,"4,5",0,0,0,1,1
chr1,204506825,204507185,2,"3,5",0,0,1,0,1
chr1,204516110,204516174,2,"3,5",0,0,1,0,1
chr1,204516174,204516332,3,"1,3,5",1,0,1,0,1
chr1,204516332,204516716,4,"1,3,4,5",1,0,1,1,1
chr1,204516716,204516774,3,"1,3,5",1,0,1,0,1
chr1,205211367,205211385,2,"1,5",1,0,0,0,1
chr1,205211385,205211419,3,"1,3,5",1,0,1,0,1
chr1,205211419,205211429,4,"1,3,4,5",1,0,1,1,1
chr1,205211429,205211689,5,"1,2,3,4,5",1,1,1,1,1
chr1,205211689,205211803,4,"1,3,4,5",1,0,1,1,1
chr1,205211803,205211892,3,"1,3,5",1,0,1,0,1
chr1,205227710,205228087,4,"1,3,4,5",1,0,1,1,1
chr1,205228087,205228191,3,"1,3,5",1,0,1,0,1
chr1,205228191,205228201,2,"1,5",1,0,0,0,1
chr1,205293935,205294276,2,"1,5",1,0,0,0,1
chr1,205294276,205294285,3,"1,4,5",1,0,0,1,1
chr1,205294285,205294660,2,"4,5",0,0,0,1,1
chr1,205301265,205301370,2,"1,5",1,0,0,0,1
chr1,205301370,205301455,3,"1,4,5",1,0,0,1,1
chr1,205301455,205301715,4,"1,2,4,5",1,1,0,1,1
chr1,205301715,205301754,3,"1,4,5",1,0,0,1,1
chr1,205301754,205301841,2,"1,5",1,0,0,0,1
chr1,205504437,205504634,2,"1,5",1,0,0,0,1
chr1,205504634,205504894,4,"1,2,4,5",1,1,0,1,1
chr1,205504894,205505013,3,"1,4,5",1,0,0,1,1
chr1,205505013,205505018,2,"4,5",0,0,0,1,1
chr1,205591824,205592398,2,"3,5",0,0,1,0,1
chr1,205631033,205631196,2,"1,5",1,0,0,0,1
chr1,205631196,205631375,3,"1,4,5",1,0,0,1,1
chr1,205631375,205631580,4,"1,3,4,5",1,0,1,1,1
chr1,205631580,205631695,3,"1,3,5",1,0,1,0,1
chr1,205631808,205631842,3,"1,3,5",1,0,1,0,1
chr1,205631842,205631872,4,"1,3,4,5",1,0,1,1,1
chr1,205631872,205631878,5,"1,2,3,4,5",1,1,1,1,1
chr1,205631878,205632132,4,"2,3,4,5",0,1,1,1,1
chr1,205632132,205632226,3,"3,4,5",0,0,1,1,1
chr1,205632226,205632342,2,"3,5",0,0,1,0,1
chr1,205658965,205658976,2,"4,5",0,0,0,1,1
chr1,205658976,205659236,3,"2,4,5",0,1,0,1,1
chr1,205983995,205984437,2,"4,5",0,0,0,1,1
chr1,206635248,206635294,3,"1,3,5",1,0,1,0,1
chr1,206635294,206635377,4,"1,3,4,5",1,0,1,1,1
chr1,206635377,206635637,5,"1,2,3,4,5",1,1,1,1,1
chr1,206635637,206635678,4,"1,3,4,5",1,0,1,1,1
chr1,206635678,206635789,3,"1,3,5",1,0,1,0,1
chr1,206635789,206635821,2,"3,5",0,0,1,0,1
chr1,207052869,207053017,2,"1,5",1,0,0,0,1
chr1,207053017,207053374,3,"1,4,5",1,0,0,1,1
chr1,207053374,207053401,2,"4,5",0,0,0,1,1
chr1,207321197,207321255,2,"3,5",0,0,1,0,1
chr1,207321255,207321353,3,"1,3,5",1,0,1,0,1
chr1,207321353,207321737,4,"1,3,4,5",1,0,1,1,1
chr1,207321737,207321831,3,"1,3,5",1,0,1,0,1
chr1,207321831,207321841,2,"3,5",0,0,1,0,1
chr1,207751855,207752431,2,"1,5",1,0,0,0,1
chr1,209627627,209628011,2,"4,5",0,0,0,1,1
chr1,210328668,210329244,2,"1,5",1,0,0,0,1
chr1,211134055,211134090,2,"4,5",0,0,0,1,1
chr1,211134090,211134093,3,"3,4,5",0,0,1,1,1
chr1,211134093,211134272,4,"1,3,4,5",1,0,1,1,1
chr1,211134272,211134277,3,"1,4,5",1,0,0,1,1
chr1,211134277,211134439,2,"4,5",0,0,0,1,1
chr1,211258741,211259109,3,"1,3,5",1,0,1,0,1
chr1,211259109,211259493,4,"1,3,4,5",1,0,1,1,1
chr1,211259493,211259501,3,"1,3,5",1,0,1,0,1
chr1,211259501,211259513,2,"3,5",0,0,1,0,1
chr1,211382598,211382973,4,"1,3,4,5",1,0,1,1,1
chr1,211382973,211383105,3,"1,3,5",1,0,1,0,1
chr1,211383105,211383334,2,"3,5",0,0,1,0,1
chr1,211577780,211578121,3,"1,3,5",1,0,1,0,1
chr1,211578827,211578840,2,"1,5",1,0,0,0,1
chr1,211579213,211579453,2,"3,5",0,0,1,0,1
chr1,211579453,211579837,3,"3,4,5",0,0,1,1,1
chr1,211579837,211579857,2,"3,5",0,0,1,0,1
chr1,211630172,211630519,2,"4,5",0,0,0,1,1
chr1,211643141,211643785,2,"3,5",0,0,1,0,1
chr1,211830385,211830479,2,"1,5",1,0,0,0,1
chr1,211830479,211831069,3,"1,3,5",1,0,1,0,1
chr1,211944880,211945182,2,"4,5",0,0,0,1,1
chr1,212034956,212035103,2,"1,5",1,0,0,0,1
chr1,212035103,212035487,3,"1,4,5",1,0,0,1,1
chr1,212035487,212035532,2,"1,5",1,0,0,0,1
chr1,212284649,212284869,2,"4,5",0,0,0,1,1
chr1,212284869,212284927,3,"3,4,5",0,0,1,1,1
chr1,212284927,212285022,4,"1,3,4,5",1,0,1,1,1
chr1,212285022,212285157,3,"1,3,5",1,0,1,0,1
chr1,212285157,212285503,4,"1,3,4,5",1,0,1,1,1
chr1,212285503,212285541,3,"3,4,5",0,0,1,1,1
chr1,212285541,212285687,2,"3,5",0,0,1,0,1
chr1,212285687,212285799,3,"3,4,5",0,0,1,1,1
chr1,212285799,212285917,2,"4,5",0,0,0,1,1
chr1,212285917,212285981,3,"1,4,5",1,0,0,1,1
chr1,212432700,212433075,2,"4,5",0,0,0,1,1
chr1,212791615,212791653,2,"1,5",1,0,0,0,1
chr1,212791653,212791676,3,"1,4,5",1,0,0,1,1
chr1,212791676,212791722,4,"1,3,4,5",1,0,1,1,1
chr1,212791722,212791982,5,"1,2,3,4,5",1,1,1,1,1
chr1,212791982,212792191,4,"1,3,4,5",1,0,1,1,1
chr1,212792191,212792239,3,"3,4,5",0,0,1,1,1
chr1,212792239,212792320,2,"3,5",0,0,1,0,1
chr1,212857998,212858048,2,"1,5",1,0,0,0,1
chr1,212858048,212858432,3,"1,4,5",1,0,0,1,1
chr1,212858432,212858574,2,"1,5",1,0,0,0,1
chr1,212950288,212950924,2,"4,5",0,0,0,1,1
chr1,213051021,213051043,2,"3,5",0,0,1,0,1
chr1,213051043,213051427,3,"3,4,5",0,0,1,1,1
chr1,213051427,213051665,2,"3,5",0,0,1,0,1
chr1,213982701,213982752,2,"3,5",0,0,1,0,1
chr1,213982752,213983198,3,"1,3,5",1,0,1,0,1
chr1,213983198,213983202,2,"1,5",1,0,0,0,1
chr1,213987673,213988249,2,"1,5",1,0,0,0,1
chr1,213989248,213989812,2,"1,5",1,0,0,0,1
chr1,214280971,214281002,2,"3,5",0,0,1,0,1
chr1,214281002,214281161,3,"2,3,5",0,1,1,0,1
chr1,214281161,214281262,4,"2,3,4,5",0,1,1,1,1
chr1,214281262,214281749,3,"3,4,5",0,0,1,1,1
chr1,214281749,214281764,2,"3,5",0,0,1,0,1
chr1,214602954,214603530,2,"1,5",1,0,0,0,1
chr1,215567065,215567082,2,"3,5",0,0,1,0,1
chr1,215567082,215567912,3,"1,3,5",1,0,1,0,1
chr1,215567912,215567915,2,"1,5",1,0,0,0,1
chr1,218284939,218285085,2,"3,5",0,0,1,0,1
chr1,218285085,218285469,3,"3,4,5",0,0,1,1,1
chr1,218285469,218285583,2,"3,5",0,0,1,0,1
chr1,220089671,220089995,2,"3,5",0,0,1,0,1
chr1,220093946,220094000,2,"3,5",0,0,1,0,1
chr1,220094000,220094590,3,"1,3,5",1,0,1,0,1
chr1,220094590,220094784,2,"1,5",1,0,0,0,1
chr1,220272039,220272877,2,"3,5",0,0,1,0,1
chr1,220690091,220690133,3,"1,3,5",1,0,1,0,1
chr1,220690133,220690253,4,"1,2,3,5",1,1,1,0,1
chr1,220690253,220690353,5,"1,2,3,4,5",1,1,1,1,1
chr1,220690353,220690393,4,"1,2,3,5",1,1,1,0,1
chr1,220690393,220690573,3,"1,3,5",1,0,1,0,1
chr1,220690573,220690802,2,"3,5",0,0,1,0,1
chr1,220747879,220748044,2,"3,5",0,0,1,0,1
chr1,220748044,220748709,3,"1,3,5",1,0,1,0,1
chr1,220748709,220748837,2,"1,5",1,0,0,0,1
chr1,220786495,220786584,2,"3,5",0,0,1,0,1
chr1,220786584,220786612,3,"3,4,5",0,0,1,1,1
chr1,220786612,220786968,4,"1,3,4,5",1,0,1,1,1
chr1,220786968,220787139,3,"1,3,5",1,0,1,0,1
chr1,220787139,220787188,2,"1,5",1,0,0,0,1
chr1,222465243,222465324,2,"3,5",0,0,1,0,1
chr1,222465324,222465887,3,"1,3,5",1,0,1,0,1
chr1,222465887,222466027,2,"1,5",1,0,0,0,1
chr1,222617689,222617821,2,"4,5",0,0,0,1,1
chr1,222617821,222618226,3,"3,4,5",0,0,1,1,1
chr1,222618376,222618465,2,"3,5",0,0,1,0,1
chr1,222644003,222644081,2,"1,5",1,0,0,0,1
chr1,222644081,222644579,3,"1,3,5",1,0,1,0,1
chr1,222644579,222644719,2,"3,5",0,0,1,0,1
chr1,222712392,222712776,2,"4,5",0,0,0,1,1
chr1,222713086,222713181,2,"1,5",1,0,0,0,1
chr1,222713181,222713260,3,"1,4,5",1,0,0,1,1
chr1,222713260,222713520,4,"1,2,4,5",1,1,0,1,1
chr1,222713520,222713565,3,"1,4,5",1,0,0,1,1
chr1,222713565,222713596,2,"1,5",1,0,0,0,1
chr1,223992507,223992891,2,"4,5",0,0,0,1,1
chr1,224113912,224114253,4,"1,3,4,5",1,0,1,1,1
chr1,224114253,224114419,3,"1,3,5",1,0,1,0,1
chr1,224114419,224114671,2,"3,5",0,0,1,0,1
chr1,224183021,224183182,2,"3,5",0,0,1,0,1
chr1,224183182,224183758,3,"1,3,5",1,0,1,0,1
chr1,224183758,224183864,2,"3,5",0,0,1,0,1
chr1,224356643,224357144,3,"1,3,5",1,0,1,0,1
chr1,224357144,224357372,2,"1,5",1,0,0,0,1
chr1,225441272,225441766,2,"3,5",0,0,1,0,1
chr1,225767813,225768275,2,"4,5",0,0,0,1,1
chr1,225777380,225777456,2,"3,5",0,0,1,0,1
chr1,225777456,225778024,3,"1,3,5",1,0,1,0,1
chr1,225778024,225778032,2,"1,5",1,0,0,0,1
chr1,225809915,225810411,2,"1,5",1,0,0,0,1
chr1,225813310,225813365,2,"1,5",1,0,0,0,1
chr1,225813365,225813431,3,"1,3,5",1,0,1,0,1
chr1,225813431,225813449,4,"1,3,4,5",1,0,1,1,1
chr1,225813449,225813709,5,"1,2,3,4,5",1,1,1,1,1
chr1,225813709,225813815,4,"1,3,4,5",1,0,1,1,1
chr1,225813815,225813914,3,"1,3,5",1,0,1,0,1
chr1,225845682,225845737,2,"1,5",1,0,0,0,1
chr1,225845737,225846121,3,"1,4,5",1,0,0,1,1
chr1,225846121,225846258,2,"1,5",1,0,0,0,1
chr1,225882172,225882255,2,"1,5",1,0,0,0,1
chr1,225882255,225882748,3,"1,3,5",1,0,1,0,1
chr1,225882748,225883295,2,"3,5",0,0,1,0,1
chr1,225923970,225924494,3,"1,3,5",1,0,1,0,1
chr1,225924494,225924532,2,"3,5",0,0,1,0,1
chr1,226061778,226062134,2,"1,5",1,0,0,0,1
chr1,226062134,226062354,3,"1,2,5",1,1,0,0,1
chr1,226062354,226062394,2,"2,5",0,1,0,0,1
chr1,226062575,226062835,2,"2,5",0,1,0,0,1
chr1,226083275,226083334,2,"3,5",0,0,1,0,1
chr1,226083334,226083910,3,"1,3,5",1,0,1,0,1
chr1,226083910,226084119,2,"3,5",0,0,1,0,1
chr1,226121524,226122009,2,"3,5",0,0,1,0,1
chr1,226122293,226122709,2,"1,5",1,0,0,0,1
chr1,226186518,226186562,2,"1,5",1,0,0,0,1
chr1,226186562,226187094,3,"1,3,5",1,0,1,0,1
chr1,226187094,226187149,2,"3,5",0,0,1,0,1
chr1,226223086,226223182,2,"1,5",1,0,0,0,1
chr1,226223182,226223550,3,"1,3,5",1,0,1,0,1
chr1,226223550,226223745,2,"3,5",0,0,1,0,1
chr1,226223745,226223948,3,"1,3,5",1,0,1,0,1
chr1,226308581,226308895,2,"3,5",0,0,1,0,1
chr1,226308895,226308900,3,"1,3,5",1,0,1,0,1
chr1,226308900,226309465,4,"1,3,4,5",1,0,1,1,1
chr1,226309465,226309471,3,"1,4,5",1,0,0,1,1
chr1,226309471,226309491,2,"4,5",0,0,0,1,1
chr1,226407688,226407760,2,"3,5",0,0,1,0,1
chr1,226407760,226408336,3,"1,3,5",1,0,1,0,1
chr1,226408336,226408470,2,"3,5",0,0,1,0,1
chr1,226870374,226870424,2,"1,5",1,0,0,0,1
chr1,226870424,226871149,3,"1,3,5",1,0,1,0,1
chr1,226871149,226871268,2,"3,5",0,0,1,0,1
chr1,227563362,227563448,2,"1,5",1,0,0,0,1
chr1,227563448,227563639,3,"1,3,5",1,0,1,0,1
chr1,227563639,227564023,4,"1,3,4,5",1,0,1,1,1
chr1,227564023,227564092,3,"1,3,5",1,0,1,0,1
chr1,227564092,227564166,2,"1,5",1,0,0,0,1
chr1,227728065,227728535,2,"3,5",0,0,1,0,1
chr1,227728535,227728702,3,"1,3,5",1,0,1,0,1
chr1,227735011,227735050,2,"3,5",0,0,1,0,1
chr1,227735050,227735117,3,"1,3,5",1,0,1,0,1
chr1,227735117,227735501,4,"1,3,4,5",1,0,1,1,1
chr1,227735501,227735626,3,"1,3,5",1,0,1,0,1
chr1,227735626,227735655,2,"3,5",0,0,1,0,1
chr1,228082396,228082517,3,"1,3,5",1,0,1,0,1
chr1,228082517,228082836,2,"1,5",1,0,0,0,1
chr1,228103026,228103055,2,"3,5",0,0,1,0,1
chr1,228103055,228103556,3,"1,3,5",1,0,1,0,1
chr1,228109029,228109156,2,"3,5",0,0,1,0,1
chr1,228109156,228109177,4,"1,3,4,5",1,0,1,1,1
chr1,228109177,228109437,5,"1,2,3,4,5",1,1,1,1,1
chr1,228109437,228109540,4,"1,3,4,5",1,0,1,1,1
chr1,228109540,228109857,3,"1,3,5",1,0,1,0,1
chr1,228109857,228109933,2,"1,5",1,0,0,0,1
chr1,228139877,228139968,2,"1,5",1,0,0,0,1
chr1,228139968,228140010,3,"1,3,5",1,0,1,0,1
