chrom,start,end,num,list,ENCFF100OVE_SIN3A_sorted.bed,ENCFF368XPS_SIN3A_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr11,65040752,65040989,2,"1,3",1,0,1
chr11,65084043,65084147,3,"1,2,3",1,1,1
chr11,65084147,65084190,2,"2,3",0,1,1
chr11,65095993,65096019,2,"1,3",1,0,1
chr11,65096019,65096269,3,"1,2,3",1,1,1
chr11,65096269,65096346,2,"1,3",1,0,1
chr11,65111702,65112138,2,"1,3",1,0,1
chr11,65112566,65112816,2,"1,3",1,0,1
chr11,65117424,65117860,2,"1,3",1,0,1
chr11,65122073,65122407,2,"1,3",1,0,1
chr11,65134406,65134673,2,"1,3",1,0,1
chr11,65181728,65182164,2,"1,3",1,0,1
chr11,65292193,65292566,2,"1,3",1,0,1
chr11,65382327,65382763,2,"1,3",1,0,1
chr11,65418680,65418713,2,"1,3",1,0,1
chr11,65418713,65418837,3,"1,2,3",1,1,1
chr11,65418837,65418963,2,"2,3",0,1,1
chr11,65422771,65422961,3,"1,2,3",1,1,1
chr11,65422961,65422972,2,"1,3",1,0,1
chr11,65455064,65455500,2,"1,3",1,0,1
chr11,65477285,65477927,2,"1,3",1,0,1
chr11,65489842,65490185,2,"1,3",1,0,1
chr11,65497303,65497336,2,"1,3",1,0,1
chr11,65497336,65497795,3,"1,2,3",1,1,1
chr11,65497795,65497895,2,"1,3",1,0,1
chr11,65506753,65507130,2,"1,3",1,0,1
chr11,65551484,65551512,2,"1,3",1,0,1
chr11,65570082,65570518,2,"1,3",1,0,1
chr11,65574220,65574478,2,"1,3",1,0,1
chr11,65613958,65614114,2,"1,3",1,0,1
chr11,65614114,65614364,3,"1,2,3",1,1,1
chr11,65614364,65614394,2,"1,3",1,0,1
chr11,65637801,65638511,2,"1,3",1,0,1
chr11,65652560,65653289,2,"1,3",1,0,1
chr11,65663105,65663596,2,"1,3",1,0,1
chr11,65720560,65720962,2,"1,3",1,0,1
chr11,65858101,65858491,2,"1,3",1,0,1
chr11,65859490,65859783,2,"1,3",1,0,1
chr11,65860260,65860292,2,"1,3",1,0,1
chr11,65860292,65860542,3,"1,2,3",1,1,1
chr11,65860542,65860648,2,"1,3",1,0,1
chr11,65888353,65888754,2,"1,3",1,0,1
chr11,65890462,65890898,2,"1,3",1,0,1
chr11,65900407,65900784,2,"1,3",1,0,1
chr11,65919155,65919790,2,"1,3",1,0,1
chr11,65961483,65961624,2,"1,3",1,0,1
chr11,65961624,65961843,3,"1,2,3",1,1,1
chr11,66001902,66002096,2,"1,3",1,0,1
chr11,66002096,66002338,3,"1,2,3",1,1,1
chr11,66002338,66002346,2,"2,3",0,1,1
chr11,66002554,66002990,2,"1,3",1,0,1
chr11,66051897,66052575,2,"1,3",1,0,1
chr11,66070079,66070515,2,"1,3",1,0,1
chr11,66070857,66071047,2,"1,3",1,0,1
chr11,66257852,66258288,2,"1,3",1,0,1
chr11,66267548,66267984,2,"1,3",1,0,1
chr11,66268796,66268854,2,"1,3",1,0,1
chr11,66282414,66282826,2,"1,3",1,0,1
chr11,66288842,66289278,2,"1,3",1,0,1
chr11,66289547,66289593,2,"1,3",1,0,1
chr11,66289593,66289825,3,"1,2,3",1,1,1
chr11,66312436,66313171,2,"1,3",1,0,1
chr11,66336265,66336331,2,"1,3",1,0,1
chr11,66336331,66336581,3,"1,2,3",1,1,1
chr11,66336581,66336976,2,"1,3",1,0,1
chr11,66347873,66347948,2,"1,3",1,0,1
chr11,66438616,66439052,2,"1,3",1,0,1
chr11,66466456,66466892,2,"1,3",1,0,1
chr11,66467027,66467463,2,"1,3",1,0,1
chr11,66480255,66480393,2,"1,3",1,0,1
chr11,66480393,66480643,3,"1,2,3",1,1,1
chr11,66480643,66480691,2,"1,3",1,0,1
chr11,66510409,66510845,2,"1,3",1,0,1
chr11,66545802,66545892,2,"1,3",1,0,1
chr11,66545892,66546142,3,"1,2,3",1,1,1
chr11,66546142,66546238,2,"1,3",1,0,1
chr11,66592652,66593461,2,"1,3",1,0,1
chr11,66616434,66617171,2,"1,3",1,0,1
chr11,66638449,66638526,2,"1,3",1,0,1
chr11,66638526,66638776,3,"1,2,3",1,1,1
chr11,66638776,66638885,2,"1,3",1,0,1
chr11,66677898,66678221,2,"1,3",1,0,1
chr11,66843106,66843204,2,"2,3",0,1,1
chr11,66843204,66843592,3,"1,2,3",1,1,1
chr11,66843592,66843640,2,"1,3",1,0,1
chr11,66970907,66971490,2,"1,3",1,0,1
chr11,67118927,67119363,2,"1,3",1,0,1
chr11,67288357,67288706,2,"1,3",1,0,1
chr11,67317683,67318119,2,"1,3",1,0,1
chr11,67353295,67353731,2,"1,3",1,0,1
chr11,67391606,67392243,2,"1,3",1,0,1
chr11,67420699,67421597,2,"1,3",1,0,1
chr11,67428271,67428707,2,"1,3",1,0,1
chr11,67443271,67443707,2,"1,3",1,0,1
chr11,67464623,67465056,2,"1,3",1,0,1
chr11,67469122,67469540,2,"1,3",1,0,1
chr11,67482809,67483338,2,"1,3",1,0,1
chr11,67506054,67506394,2,"1,3",1,0,1
chr11,67508234,67508762,2,"1,3",1,0,1
chr11,67606746,67607182,2,"1,3",1,0,1
chr11,67630325,67630904,2,"1,3",1,0,1
chr11,68003998,68004248,2,"2,3",0,1,1
chr11,68038295,68038297,2,"1,3",1,0,1
chr11,68038297,68038428,3,"1,2,3",1,1,1
chr11,68038428,68038547,2,"2,3",0,1,1
chr11,68040301,68040622,2,"1,3",1,0,1
chr11,68121506,68122142,2,"1,3",1,0,1
chr11,68128673,68129060,2,"1,3",1,0,1
chr11,68145260,68145285,2,"1,3",1,0,1
chr11,68145285,68145535,3,"1,2,3",1,1,1
chr11,68145535,68145728,2,"1,3",1,0,1
chr11,68146970,68147406,2,"1,3",1,0,1
chr11,68315045,68315481,2,"1,3",1,0,1
chr11,68316784,68317186,2,"1,3",1,0,1
chr11,68459993,68461020,2,"1,3",1,0,1
chr11,68903818,68904312,2,"1,3",1,0,1
chr11,69658093,69658490,2,"1,3",1,0,1
chr11,70270250,70270959,2,"1,3",1,0,1
chr11,70398170,70398819,2,"1,3",1,0,1
chr11,70650369,70650398,2,"2,3",0,1,1
chr11,70650398,70650619,3,"1,2,3",1,1,1
chr11,70650619,70650622,2,"1,3",1,0,1
chr11,71433444,71433880,2,"1,3",1,0,1
chr11,71448250,71448528,2,"1,3",1,0,1
chr11,71448528,71448560,3,"1,2,3",1,1,1
chr11,71448560,71448731,2,"2,3",0,1,1
chr11,71453184,71453318,2,"1,3",1,0,1
chr11,71928991,71929167,2,"1,3",1,0,1
chr11,72080751,72080972,2,"1,3",1,0,1
chr11,72103028,72103664,2,"1,3",1,0,1
chr11,72112013,72112449,2,"1,3",1,0,1
chr11,72112672,72112976,2,"1,3",1,0,1
chr11,72223212,72223648,2,"1,3",1,0,1
chr11,72417837,72418273,2,"1,3",1,0,1
chr11,72752327,72752634,2,"1,3",1,0,1
chr11,72777574,72777701,2,"1,3",1,0,1
chr11,72778925,72779285,2,"1,3",1,0,1
chr11,72782281,72782535,2,"1,3",1,0,1
chr11,72787213,72787649,2,"1,3",1,0,1
chr11,72813875,72815211,2,"1,3",1,0,1
chr11,73242384,73242820,2,"1,3",1,0,1
chr11,73307409,73308088,2,"1,3",1,0,1
chr11,73309098,73309534,2,"1,3",1,0,1
chr11,73314506,73314942,2,"1,3",1,0,1
chr11,73376208,73376644,2,"1,3",1,0,1
chr11,73760964,73761400,2,"1,3",1,0,1
chr11,73779520,73779956,2,"1,3",1,0,1
chr11,73788111,73788254,2,"1,3",1,0,1
chr11,73876555,73877284,2,"1,3",1,0,1
chr11,73950878,73950965,2,"2,3",0,1,1
chr11,73950965,73951123,3,"1,2,3",1,1,1
chr11,73951123,73951128,2,"2,3",0,1,1
chr11,73982741,73983055,2,"1,3",1,0,1
chr11,74170771,74170928,2,"1,3",1,0,1
chr11,74171150,74171586,2,"1,3",1,0,1
chr11,74749052,74749488,2,"1,3",1,0,1
chr11,74948851,74949500,2,"1,3",1,0,1
chr11,75428327,75428734,2,"1,3",1,0,1
chr11,75562531,75562906,2,"1,3",1,0,1
chr11,75719676,75719916,3,"1,2,3",1,1,1
chr11,75719916,75720252,2,"1,3",1,0,1
chr11,75814615,75814647,2,"2,3",0,1,1
chr11,75814647,75814865,3,"1,2,3",1,1,1
chr11,75814865,75814896,2,"1,3",1,0,1
chr11,76444685,76445121,2,"1,3",1,0,1
chr11,76781434,76781764,2,"1,3",1,0,1
chr11,76783994,76784259,2,"1,3",1,0,1
chr11,76860834,76861270,2,"1,3",1,0,1
chr11,77066217,77066522,2,"1,3",1,0,1
chr11,77127987,77128423,2,"1,3",1,0,1
chr11,77589810,77590451,2,"1,3",1,0,1
chr11,77819405,77819633,2,"1,3",1,0,1
chr11,77820748,77820829,2,"1,3",1,0,1
chr11,77820829,77821079,3,"1,2,3",1,1,1
chr11,77821079,77821705,2,"1,3",1,0,1
chr11,78022893,78023329,2,"1,3",1,0,1
chr11,78139377,78139578,2,"1,3",1,0,1
chr11,78139578,78139828,3,"1,2,3",1,1,1
chr11,78139828,78140060,2,"1,3",1,0,1
chr11,78188035,78188400,2,"1,3",1,0,1
chr11,78188486,78188922,2,"1,3",1,0,1
chr11,78416685,78417322,2,"1,3",1,0,1
chr11,78417747,78418183,2,"1,3",1,0,1
chr11,78574511,78574594,2,"1,3",1,0,1
chr11,78574594,78574844,3,"1,2,3",1,1,1
chr11,78574844,78574947,2,"1,3",1,0,1
chr11,82901628,82901732,2,"1,3",1,0,1
chr11,82901732,82901794,3,"1,2,3",1,1,1
chr11,82901794,82901861,2,"1,3",1,0,1
chr11,83071632,83072299,2,"1,3",1,0,1
chr11,83092767,83093203,2,"1,3",1,0,1
chr11,83193575,83193589,2,"1,3",1,0,1
chr11,83193589,83193839,3,"1,2,3",1,1,1
chr11,83194190,83194795,2,"1,3",1,0,1
chr11,83285745,83286181,2,"1,3",1,0,1
chr11,85628304,85628712,2,"1,3",1,0,1
chr11,85647667,85648103,2,"1,3",1,0,1
chr11,85664873,85665281,2,"1,3",1,0,1
chr11,85854895,85855296,2,"1,3",1,0,1
chr11,86244754,86245190,2,"1,3",1,0,1
chr11,86302067,86302713,2,"1,3",1,0,1
chr11,86955143,86955579,2,"1,3",1,0,1
chr11,86955704,86955755,2,"2,3",0,1,1
chr11,86955755,86955954,3,"1,2,3",1,1,1
chr11,86955954,86956191,2,"1,3",1,0,1
chr11,87037561,87038184,2,"1,3",1,0,1
chr11,90134418,90134828,2,"1,3",1,0,1
chr11,90222844,90223280,2,"1,3",1,0,1
chr11,93487070,93487506,2,"1,3",1,0,1
chr11,93661476,93661586,2,"1,3",1,0,1
chr11,93661586,93661836,3,"1,2,3",1,1,1
chr11,93661836,93661912,2,"1,3",1,0,1
chr11,93740852,93741020,2,"1,3",1,0,1
chr11,93741104,93741677,2,"1,3",1,0,1
chr11,93783986,93784135,2,"1,3",1,0,1
chr11,93784135,93784385,3,"1,2,3",1,1,1
chr11,93784385,93784422,2,"1,3",1,0,1
chr11,94493665,94493915,2,"2,3",0,1,1
chr11,94493924,94494114,2,"1,3",1,0,1
chr11,94512262,94512698,2,"1,3",1,0,1
chr11,95789491,95790435,2,"1,3",1,0,1
chr11,96343093,96343499,2,"1,3",1,0,1
chr11,96389313,96389748,2,"2,3",0,1,1
chr11,101914967,101915488,2,"1,3",1,0,1
chr11,102111361,102112242,2,"1,3",1,0,1
chr11,102317194,102317630,2,"1,3",1,0,1
chr11,102347115,102347716,2,"1,3",1,0,1
chr11,102451584,102451596,2,"1,3",1,0,1
chr11,102451596,102451846,3,"1,2,3",1,1,1
chr11,102451846,102452020,2,"1,3",1,0,1
chr11,102476877,102477127,2,"2,3",0,1,1
chr11,103109215,103109651,2,"1,3",1,0,1
chr11,106076956,106077392,2,"1,3",1,0,1
chr11,108008732,108009168,2,"1,3",1,0,1
chr11,108222415,108222472,2,"1,3",1,0,1
chr11,108222472,108222722,3,"1,2,3",1,1,1
chr11,108222722,108222805,2,"1,3",1,0,1
chr11,108222876,108223312,2,"1,3",1,0,1
chr11,108467242,108467678,2,"1,3",1,0,1
chr11,108497714,108498469,2,"1,3",1,0,1
chr11,110429850,110430789,2,"1,3",1,0,1
chr11,111602891,111603142,2,"1,3",1,0,1
chr11,111766081,111766720,2,"1,3",1,0,1
chr11,111870807,111871524,2,"1,3",1,0,1
chr11,111871649,111871703,2,"1,3",1,0,1
chr11,111879062,111879610,2,"1,3",1,0,1
chr11,111918823,111918859,2,"2,3",0,1,1
chr11,111918859,111919050,3,"1,2,3",1,1,1
chr11,111919050,111919073,2,"2,3",0,1,1
chr11,111926865,111927546,2,"1,3",1,0,1
chr11,111937169,111937240,2,"2,3",0,1,1
chr11,111937240,111937352,3,"1,2,3",1,1,1
chr11,111937352,111937419,2,"2,3",0,1,1
chr11,112025136,112025572,2,"1,3",1,0,1
chr11,112073915,112074151,3,"1,2,3",1,1,1
chr11,112074151,112074548,2,"1,3",1,0,1
chr11,112086632,112087068,2,"1,3",1,0,1
chr11,112225907,112226536,2,"1,3",1,0,1
chr11,113314515,113315159,2,"1,3",1,0,1
chr11,113773334,113773974,2,"1,3",1,0,1
chr11,114400146,114401047,2,"1,3",1,0,1
chr11,114439332,114440040,2,"1,3",1,0,1
chr11,116772828,116773264,2,"1,3",1,0,1
chr11,116791303,116791699,2,"1,3",1,0,1
chr11,116808125,116809101,2,"1,3",1,0,1
chr11,116829718,116829992,2,"1,3",1,0,1
chr11,116832317,116832350,2,"1,3",1,0,1
chr11,116832350,116832600,3,"1,2,3",1,1,1
chr11,116832600,116832676,2,"1,3",1,0,1
chr11,116837452,116837783,2,"1,3",1,0,1
chr11,117098443,117098487,2,"2,3",0,1,1
chr11,117098487,117098693,3,"1,2,3",1,1,1
chr11,117098693,117098704,2,"1,3",1,0,1
chr11,117144267,117144876,2,"1,3",1,0,1
chr11,117232007,117232791,2,"1,3",1,0,1
chr11,117299486,117299922,2,"1,3",1,0,1
chr11,117316159,117316549,2,"1,3",1,0,1
chr11,117327671,117328318,2,"1,3",1,0,1
chr11,118264119,118264555,2,"1,3",1,0,1
chr11,118401432,118401625,2,"2,3",0,1,1
chr11,118401625,118401682,3,"1,2,3",1,1,1
chr11,118401682,118402061,2,"1,3",1,0,1
chr11,118435003,118435373,2,"1,3",1,0,1
chr11,118435427,118435746,2,"1,3",1,0,1
chr11,118436279,118436564,2,"1,3",1,0,1
chr11,118531523,118531862,2,"1,3",1,0,1
chr11,118565790,118566226,2,"1,3",1,0,1
chr11,118607572,118608008,2,"1,3",1,0,1
chr11,118790447,118790773,2,"1,3",1,0,1
chr11,118792730,118793053,2,"1,3",1,0,1
chr11,118919374,118919934,2,"1,3",1,0,1
chr11,118922088,118922367,2,"1,3",1,0,1
chr11,118928677,118928778,2,"1,3",1,0,1
chr11,118997757,118998394,2,"1,3",1,0,1
chr11,119018160,119019191,2,"1,3",1,0,1
chr11,119029431,119029488,2,"1,3",1,0,1
chr11,119029488,119029738,3,"1,2,3",1,1,1
chr11,119029738,119029856,2,"1,3",1,0,1
chr11,119057265,119057701,2,"1,3",1,0,1
chr11,119067573,119067652,2,"1,3",1,0,1
chr11,119067652,119067902,3,"1,2,3",1,1,1
chr11,119067902,119068009,2,"1,3",1,0,1
chr11,119084598,119084707,2,"1,3",1,0,1
chr11,119084707,119084957,3,"1,2,3",1,1,1
chr11,119084957,119085224,2,"1,3",1,0,1
chr11,119094902,119095338,2,"1,3",1,0,1
chr11,119095637,119095651,2,"2,3",0,1,1
chr11,119095651,119095860,3,"1,2,3",1,1,1
chr11,119101754,119101935,2,"2,3",0,1,1
chr11,119101935,119102004,3,"1,2,3",1,1,1
chr11,119102004,119102371,2,"1,3",1,0,1
chr11,119107088,119107407,2,"1,3",1,0,1
chr11,119121195,119121472,2,"1,3",1,0,1
chr11,119121511,119121761,2,"2,3",0,1,1
chr11,119169126,119169641,2,"1,3",1,0,1
chr11,119206422,119206788,2,"1,3",1,0,1
chr11,119368345,119369046,2,"1,3",1,0,1
chr11,119376125,119376548,2,"1,3",1,0,1
chr11,119381684,119381709,2,"2,3",0,1,1
chr11,119381709,119381934,3,"1,2,3",1,1,1
chr11,119381934,119381957,2,"1,3",1,0,1
chr11,120336082,120336237,2,"1,3",1,0,1
chr11,121023870,121023945,2,"1,3",1,0,1
chr11,121023945,121024195,3,"1,2,3",1,1,1
chr11,121024195,121024530,2,"1,3",1,0,1
chr11,121459477,121459507,2,"1,3",1,0,1
chr11,121459507,121459757,3,"1,2,3",1,1,1
chr11,121459757,121459913,2,"1,3",1,0,1
chr11,123061997,123062928,2,"1,3",1,0,1
chr11,124622688,124622778,2,"1,3",1,0,1
chr11,124622778,124623028,3,"1,2,3",1,1,1
chr11,124623028,124623124,2,"1,3",1,0,1
chr11,124673792,124673850,2,"2,3",0,1,1
chr11,124673850,124674000,3,"1,2,3",1,1,1
chr11,124674000,124674042,2,"2,3",0,1,1
chr11,124762569,124762961,2,"1,3",1,0,1
chr11,124954129,124954256,2,"1,3",1,0,1
chr11,125063108,125063544,2,"1,3",1,0,1
chr11,125111401,125111440,2,"1,3",1,0,1
chr11,125569242,125569678,2,"1,3",1,0,1
chr11,125592640,125593365,2,"1,3",1,0,1
chr11,125625767,125626203,2,"1,3",1,0,1
chr11,125902910,125903063,2,"1,3",1,0,1
chr11,125903063,125903313,3,"1,2,3",1,1,1
chr11,125903313,125903346,2,"1,3",1,0,1
chr11,126062902,126063580,2,"1,3",1,0,1
chr11,126211396,126211524,2,"1,3",1,0,1
chr11,126211524,126211774,3,"1,2,3",1,1,1
chr11,126211774,126211832,2,"1,3",1,0,1
chr11,126268656,126268986,2,"1,3",1,0,1
chr11,126268986,126269092,3,"1,2,3",1,1,1
chr11,126269092,126269236,2,"2,3",0,1,1
chr11,126282792,126283228,2,"1,3",1,0,1
chr11,126303761,126304401,2,"1,3",1,0,1
chr11,126355786,126356222,2,"1,3",1,0,1
chr11,129853895,129854145,2,"2,3",0,1,1
chr11,129895279,129895916,2,"1,3",1,0,1
chr11,130002230,130002666,2,"1,3",1,0,1
chr11,130069689,130070125,2,"1,3",1,0,1
chr11,130124110,130124523,2,"1,3",1,0,1
chr11,130314653,130315089,2,"1,3",1,0,1
chr11,134252863,134253022,2,"1,3",1,0,1
chr12,20802,21127,2,"1,3",1,0,1
chr12,210276,210915,2,"1,3",1,0,1
chr12,389195,389429,2,"1,3",1,0,1
chr12,583290,583726,2,"1,3",1,0,1
chr12,751177,751548,2,"1,3",1,0,1
chr12,752405,752841,2,"1,3",1,0,1
chr12,753075,753352,2,"1,3",1,0,1
chr12,990656,991045,2,"1,3",1,0,1
chr12,1661833,1662269,2,"1,3",1,0,1
chr12,1690633,1691069,2,"1,3",1,0,1
chr12,2003946,2004262,2,"1,3",1,0,1
chr12,2004410,2004846,2,"1,3",1,0,1
chr12,2752681,2752729,2,"2,3",0,1,1
chr12,2752729,2752879,3,"1,2,3",1,1,1
chr12,2752879,2752931,2,"2,3",0,1,1
chr12,2812708,2812885,2,"1,3",1,0,1
chr12,2812885,2813135,3,"1,2,3",1,1,1
chr12,2813135,2813144,2,"1,3",1,0,1
chr12,2877032,2877610,2,"1,3",1,0,1
chr12,2890726,2891162,2,"1,3",1,0,1
chr12,2891359,2891574,2,"1,3",1,0,1
chr12,2963282,2963625,2,"1,3",1,0,1
chr12,3076821,3077257,2,"1,3",1,0,1
chr12,4321087,4321123,2,"1,3",1,0,1
chr12,4321123,4321373,3,"1,2,3",1,1,1
chr12,4321373,4321375,2,"1,3",1,0,1
chr12,4538352,4538354,2,"1,3",1,0,1
chr12,4538354,4538562,3,"1,2,3",1,1,1
chr12,4538752,4538777,2,"2,3",0,1,1
chr12,4538777,4539002,3,"1,2,3",1,1,1
chr12,4539002,4539021,2,"1,3",1,0,1
chr12,4604718,4605154,2,"1,3",1,0,1
chr12,4648925,4649361,2,"1,3",1,0,1
chr12,6335615,6336022,2,"1,3",1,0,1
chr12,6371141,6371542,2,"1,3",1,0,1
chr12,6383833,6384269,2,"1,3",1,0,1
chr12,6470721,6471157,2,"1,3",1,0,1
chr12,6493150,6493253,2,"1,3",1,0,1
chr12,6493253,6493476,3,"1,2,3",1,1,1
chr12,6493904,6494326,2,"1,3",1,0,1
chr12,6555786,6556325,2,"1,3",1,0,1
chr12,6568028,6568464,2,"1,3",1,0,1
chr12,6688849,6689201,2,"1,3",1,0,1
chr12,6689539,6689847,2,"1,3",1,0,1
chr12,6723859,6724295,2,"1,3",1,0,1
chr12,6764075,6764494,2,"1,3",1,0,1
chr12,6778946,6779328,2,"1,3",1,0,1
chr12,6792458,6792894,2,"1,3",1,0,1
chr12,6829195,6829631,2,"1,3",1,0,1
chr12,6851250,6851382,3,"1,2,3",1,1,1
chr12,6851382,6851540,2,"1,3",1,0,1
chr12,6851838,6852663,2,"1,3",1,0,1
chr12,6867403,6867839,2,"1,3",1,0,1
chr12,6872435,6872524,2,"1,3",1,0,1
chr12,6872524,6872774,3,"1,2,3",1,1,1
chr12,6872774,6872901,2,"1,3",1,0,1
chr12,6890968,6891404,2,"1,3",1,0,1
chr12,6904771,6904837,2,"2,3",0,1,1
chr12,6904837,6904970,3,"1,2,3",1,1,1
chr12,6904970,6905021,2,"2,3",0,1,1
chr12,6937929,6938287,2,"1,3",1,0,1
chr12,6943764,6943800,2,"1,3",1,0,1
chr12,6943800,6944050,3,"1,2,3",1,1,1
chr12,6944050,6944200,2,"1,3",1,0,1
chr12,6946120,6946857,2,"1,3",1,0,1
chr12,6961968,6962404,2,"1,3",1,0,1
chr12,6970711,6971139,2,"1,3",1,0,1
chr12,7108387,7109341,2,"1,3",1,0,1
chr12,7129884,7130320,2,"1,3",1,0,1
chr12,7188971,7189717,2,"1,3",1,0,1
chr12,8026691,8027358,2,"1,3",1,0,1
chr12,8914163,8914599,2,"1,3",1,0,1
chr12,8949383,8949819,2,"1,3",1,0,1
chr12,8949887,8950323,2,"1,3",1,0,1
chr12,9132161,9132411,2,"2,3",0,1,1
chr12,9647822,9648461,2,"1,3",1,0,1
chr12,10212709,10213145,2,"1,3",1,0,1
chr12,10213395,10213642,2,"1,3",1,0,1
chr12,10364172,10364608,2,"1,3",1,0,1
chr12,10613534,10613556,2,"1,3",1,0,1
chr12,10613556,10613645,3,"1,2,3",1,1,1
chr12,10613645,10613806,2,"2,3",0,1,1
chr12,11171487,11171811,2,"1,3",1,0,1
chr12,11648684,11649319,2,"1,3",1,0,1
chr12,12357028,12357077,2,"2,3",0,1,1
chr12,12357077,12357232,3,"1,2,3",1,1,1
chr12,12357232,12357278,2,"2,3",0,1,1
chr12,12611519,12611880,2,"1,3",1,0,1
chr12,12717151,12717347,2,"1,3",1,0,1
chr12,12717347,12717587,3,"1,2,3",1,1,1
chr12,12717587,12717597,2,"2,3",0,1,1
chr12,12725668,12726108,2,"1,3",1,0,1
chr12,12813165,12813601,2,"1,3",1,0,1
chr12,13044221,13044655,2,"1,3",1,0,1
chr12,14769790,14770474,2,"1,3",1,0,1
chr12,14771022,14771052,2,"2,3",0,1,1
chr12,14771052,14771218,3,"1,2,3",1,1,1
chr12,14771218,14771272,2,"2,3",0,1,1
chr12,14774349,14774690,2,"1,3",1,0,1
chr12,14803162,14803598,2,"1,3",1,0,1
chr12,15788750,15789586,2,"1,3",1,0,1
chr12,15882251,15882971,2,"1,3",1,0,1
chr12,15911151,15911697,2,"1,3",1,0,1
chr12,16347527,16347842,2,"1,3",1,0,1
chr12,19130803,19130954,2,"1,3",1,0,1
chr12,19439357,19439793,2,"1,3",1,0,1
chr12,19440393,19440770,2,"1,3",1,0,1
chr12,21437521,21438162,2,"1,3",1,0,1
chr12,21501463,21501548,2,"1,3",1,0,1
chr12,21501548,21501673,3,"1,2,3",1,1,1
chr12,21501673,21501716,2,"1,3",1,0,1
chr12,21501719,21501924,2,"1,3",1,0,1
chr12,22046055,22046491,2,"1,3",1,0,1
chr12,25194891,25195007,2,"1,3",1,0,1
chr12,25195007,25195257,3,"1,2,3",1,1,1
chr12,25195257,25195526,2,"1,3",1,0,1
chr12,25386173,25386609,2,"1,3",1,0,1
chr12,25958283,25958981,2,"1,3",1,0,1
chr12,26114436,26114841,2,"1,3",1,0,1
chr12,26938375,26938399,2,"2,3",0,1,1
chr12,26938399,26938555,3,"1,2,3",1,1,1
chr12,26938555,26938625,2,"2,3",0,1,1
chr12,27013660,27014028,2,"1,3",1,0,1
chr12,27014132,27014568,2,"1,3",1,0,1
chr12,27022359,27022795,2,"1,3",1,0,1
chr12,27333355,27333748,2,"1,3",1,0,1
chr12,27524112,27524548,2,"1,3",1,0,1
chr12,27549682,27550117,2,"1,3",1,0,1
chr12,27710537,27710973,2,"1,3",1,0,1
chr12,27779539,27779709,2,"1,3",1,0,1
chr12,28190261,28190977,2,"1,3",1,0,1
chr12,29380947,29381383,2,"1,3",1,0,1
chr12,30754656,30755314,2,"1,3",1,0,1
chr12,31073467,31074111,2,"1,3",1,0,1
chr12,31324105,31324541,2,"1,3",1,0,1
chr12,31326010,31326289,2,"1,3",1,0,1
chr12,31362294,31362950,2,"1,3",1,0,1
chr12,31590894,31591379,2,"1,3",1,0,1
chr12,31959099,31959535,2,"1,3",1,0,1
chr12,34022307,34022358,2,"1,3",1,0,1
chr12,34022358,34022608,3,"1,2,3",1,1,1
chr12,34022608,34022743,2,"1,3",1,0,1
chr12,38316519,38316710,2,"1,3",1,0,1
chr12,38316710,38316949,3,"1,2,3",1,1,1
chr12,38316949,38316960,2,"2,3",0,1,1
chr12,39443377,39443904,2,"1,3",1,0,1
chr12,42238240,42238676,2,"1,3",1,0,1
chr12,42325949,42326385,2,"1,3",1,0,1
chr12,43758256,43758584,2,"1,3",1,0,1
chr12,43758800,43759581,2,"1,3",1,0,1
chr12,45215392,45215724,2,"1,3",1,0,1
chr12,45216269,45216705,2,"1,3",1,0,1
chr12,45727463,45727899,2,"1,3",1,0,1
chr12,46357487,46357813,2,"1,3",1,0,1
chr12,46357813,46358050,3,"1,2,3",1,1,1
chr12,46358050,46358063,2,"2,3",0,1,1
chr12,46372646,46372804,3,"1,2,3",1,1,1
chr12,46372804,46372822,2,"1,3",1,0,1
chr12,47759013,47759369,2,"1,3",1,0,1
chr12,47819742,47820178,2,"1,3",1,0,1
chr12,48106146,48106449,2,"1,3",1,0,1
chr12,48682002,48682654,2,"1,3",1,0,1
chr12,48788767,48789203,2,"1,3",1,0,1
chr12,48815198,48815634,2,"1,3",1,0,1
chr12,48957427,48957467,2,"2,3",0,1,1
chr12,48957467,48957619,3,"1,2,3",1,1,1
chr12,48957619,48957677,2,"2,3",0,1,1
chr12,49018678,49019114,2,"1,3",1,0,1
chr12,49060184,49060301,2,"1,3",1,0,1
chr12,49060612,49061048,2,"1,3",1,0,1
chr12,49069792,49069831,2,"2,3",0,1,1
chr12,49069831,49070010,3,"1,2,3",1,1,1
chr12,49070010,49070042,2,"2,3",0,1,1
chr12,49130212,49130537,2,"1,3",1,0,1
chr12,49130782,49131218,2,"1,3",1,0,1
chr12,49234467,49234903,2,"1,3",1,0,1
chr12,49264578,49264964,2,"1,3",1,0,1
chr12,49264964,49265014,3,"1,2,3",1,1,1
chr12,49265014,49265020,2,"2,3",0,1,1
chr12,49265020,49265138,3,"1,2,3",1,1,1
chr12,49265138,49265214,2,"2,3",0,1,1
chr12,49265429,49265754,2,"1,3",1,0,1
chr12,49323147,49323165,2,"2,3",0,1,1
chr12,49323165,49323368,3,"1,2,3",1,1,1
chr12,49347794,49348212,2,"1,3",1,0,1
chr12,49367064,49367723,2,"1,3",1,0,1
chr12,49538846,49539060,2,"1,3",1,0,1
chr12,49827366,49827865,2,"1,3",1,0,1
