chrom,start,end,num,list,ENCFF324SPP_SIN3A_sorted.bed,ENCFF701HQE_SIN3A_sorted.bed,ENCFF763YLV_SIN3A_sorted.bed,ENCFF873MAF_SIN3A_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr1,227563645,227563769,3,"3,4,5",0,0,1,1,1
chr1,227563769,227563935,2,"3,5",0,0,1,0,1
chr1,227735124,227735156,2,"4,5",0,0,0,1,1
chr1,227735156,227735199,3,"2,4,5",0,1,0,1,1
chr1,227735199,227735489,4,"2,3,4,5",0,1,1,1,1
chr1,227735489,227735532,3,"2,4,5",0,1,0,1,1
chr1,227735532,227735638,2,"4,5",0,0,0,1,1
chr1,228082408,228082509,3,"3,4,5",0,0,1,1,1
chr1,228082509,228082795,2,"4,5",0,0,0,1,1
chr1,228082795,228082825,3,"3,4,5",0,0,1,1,1
chr1,228082825,228082942,4,"2,3,4,5",0,1,1,1,1
chr1,228082942,228083004,3,"2,3,5",0,1,1,0,1
chr1,228103020,228103091,2,"2,5",0,1,0,0,1
chr1,228103091,228103180,3,"2,4,5",0,1,0,1,1
chr1,228103180,228103246,4,"2,3,4,5",0,1,1,1,1
chr1,228103246,228103396,5,"1,2,3,4,5",1,1,1,1,1
chr1,228103396,228103418,3,"3,4,5",0,0,1,1,1
chr1,228103418,228103470,2,"3,5",0,0,1,0,1
chr1,228109105,228109139,2,"4,5",0,0,0,1,1
chr1,228109139,228109429,3,"3,4,5",0,0,1,1,1
chr1,228109429,228109579,2,"4,5",0,0,0,1,1
chr1,228140147,228140417,2,"3,5",0,0,1,0,1
chr1,228165559,228165967,2,"4,5",0,0,0,1,1
chr1,228165967,228166193,3,"3,4,5",0,0,1,1,1
chr1,228166193,228166257,4,"2,3,4,5",0,1,1,1,1
chr1,228166257,228166442,3,"2,4,5",0,1,0,1,1
chr1,228166442,228166448,2,"2,5",0,1,0,0,1
chr1,228275752,228276042,2,"3,5",0,0,1,0,1
chr1,228406599,228406683,2,"2,5",0,1,0,0,1
chr1,228457441,228457725,3,"3,4,5",0,0,1,1,1
chr1,228457725,228458002,2,"4,5",0,0,0,1,1
chr1,228487276,228487566,2,"3,5",0,0,1,0,1
chr1,228513296,228513707,2,"4,5",0,0,0,1,1
chr1,229270908,229270910,2,"3,5",0,0,1,0,1
chr1,229270910,229270920,3,"3,4,5",0,0,1,1,1
chr1,229270920,229271070,4,"1,3,4,5",1,0,1,1,1
chr1,229271070,229271145,3,"3,4,5",0,0,1,1,1
chr1,229271145,229271729,2,"4,5",0,0,0,1,1
chr1,229508155,229508156,2,"3,5",0,0,1,0,1
chr1,229508156,229508234,3,"2,3,5",0,1,1,0,1
chr1,229508234,229508394,4,"2,3,4,5",0,1,1,1,1
chr1,229508394,229508445,3,"2,3,5",0,1,1,0,1
chr1,229508445,229508733,2,"2,5",0,1,0,0,1
chr1,229558620,229558672,2,"3,5",0,0,1,0,1
chr1,229558672,229558779,3,"1,3,5",1,0,1,0,1
chr1,229558779,229558822,4,"1,2,3,5",1,1,1,0,1
chr1,229558822,229558910,3,"2,3,5",0,1,1,0,1
chr1,229558910,229558970,2,"2,5",0,1,0,0,1
chr1,229558970,229559036,3,"2,4,5",0,1,0,1,1
chr1,229559036,229559103,4,"2,3,4,5",0,1,1,1,1
chr1,229559103,229559155,5,"1,2,3,4,5",1,1,1,1,1
chr1,229559155,229559253,4,"1,3,4,5",1,0,1,1,1
chr1,229559253,229559301,3,"3,4,5",0,0,1,1,1
chr1,229625554,229625807,2,"4,5",0,0,0,1,1
chr1,229626033,229626043,2,"4,5",0,0,0,1,1
chr1,229626043,229626066,3,"2,4,5",0,1,0,1,1
chr1,229626066,229626135,4,"2,3,4,5",0,1,1,1,1
chr1,229626135,229626285,5,"1,2,3,4,5",1,1,1,1,1
chr1,229626285,229626328,4,"2,3,4,5",0,1,1,1,1
chr1,229626328,229626333,3,"2,4,5",0,1,0,1,1
chr1,230066653,230066806,2,"2,5",0,1,0,0,1
chr1,230066806,230067096,3,"2,3,5",0,1,1,0,1
chr1,230067096,230067173,2,"2,5",0,1,0,0,1
chr1,230642368,230642411,2,"3,5",0,0,1,0,1
chr1,230642411,230642861,3,"3,4,5",0,0,1,1,1
chr1,230642861,230642917,2,"4,5",0,0,0,1,1
chr1,230868427,230868662,3,"3,4,5",0,0,1,1,1
chr1,230868662,230868664,2,"4,5",0,0,0,1,1
chr1,230978583,230978846,2,"3,5",0,0,1,0,1
chr1,230978846,230978873,3,"3,4,5",0,0,1,1,1
chr1,230978873,230979295,2,"4,5",0,0,0,1,1
chr1,231241079,231241217,3,"1,3,5",1,0,1,0,1
chr1,231241217,231241297,2,"3,5",0,0,1,0,1
chr1,231337713,231337843,2,"3,5",0,0,1,0,1
chr1,231338138,231338372,2,"3,5",0,0,1,0,1
chr1,231528410,231528582,2,"4,5",0,0,0,1,1
chr1,231528582,231528758,3,"3,4,5",0,0,1,1,1
chr1,231528758,231528872,4,"1,3,4,5",1,0,1,1,1
chr1,231528872,231528908,3,"1,4,5",1,0,0,1,1
chr1,231528908,231528910,2,"4,5",0,0,0,1,1
chr1,232950327,232950379,2,"3,5",0,0,1,0,1
chr1,232950379,232950714,3,"3,4,5",0,0,1,1,1
chr1,234610135,234610392,2,"3,5",0,0,1,0,1
chr1,234724003,234724059,2,"4,5",0,0,0,1,1
chr1,234724059,234724388,3,"2,4,5",0,1,0,1,1
chr1,234724388,234724665,2,"2,5",0,1,0,0,1
chr1,235104273,235104543,2,"3,5",0,0,1,0,1
chr1,235128714,235128732,3,"3,4,5",0,0,1,1,1
chr1,235128732,235128882,4,"1,3,4,5",1,0,1,1,1
chr1,235128882,235128989,3,"3,4,5",0,0,1,1,1
chr1,235128989,235129154,2,"4,5",0,0,0,1,1
chr1,235328078,235328239,2,"3,5",0,0,1,0,1
chr1,235328380,235328642,2,"4,5",0,0,0,1,1
chr1,235328642,235329068,3,"3,4,5",0,0,1,1,1
chr1,235367149,235367213,3,"2,3,5",0,1,1,0,1
chr1,235367213,235367279,2,"3,5",0,0,1,0,1
chr1,235367279,235367303,3,"2,3,5",0,1,1,0,1
chr1,235367303,235367403,4,"2,3,4,5",0,1,1,1,1
chr1,235367403,235367507,3,"2,4,5",0,1,0,1,1
chr1,235367507,235367595,4,"2,3,4,5",0,1,1,1,1
chr1,235367595,235367655,5,"1,2,3,4,5",1,1,1,1,1
chr1,235367655,235367745,4,"1,3,4,5",1,0,1,1,1
chr1,235367745,235367763,3,"3,4,5",0,0,1,1,1
chr1,236281531,236281889,2,"4,5",0,0,0,1,1
chr1,236281889,236282101,3,"3,4,5",0,0,1,1,1
chr1,236282101,236282179,2,"3,5",0,0,1,0,1
chr1,236523833,236524369,2,"4,5",0,0,0,1,1
chr1,236524369,236524659,3,"3,4,5",0,0,1,1,1
chr1,236524659,236524670,2,"4,5",0,0,0,1,1
chr1,236795081,236795199,2,"4,5",0,0,0,1,1
chr1,236795199,236795489,3,"3,4,5",0,0,1,1,1
chr1,236795489,236795670,2,"4,5",0,0,0,1,1
chr1,236795670,236795875,3,"3,4,5",0,0,1,1,1
chr1,241848083,241848107,2,"3,5",0,0,1,0,1
chr1,241848107,241848144,3,"3,4,5",0,0,1,1,1
chr1,241848144,241848294,4,"1,3,4,5",1,0,1,1,1
chr1,241848294,241848309,3,"3,4,5",0,0,1,1,1
chr1,241998434,241998556,2,"4,5",0,0,0,1,1
chr1,241998556,241998834,3,"3,4,5",0,0,1,1,1
chr1,243254917,243255207,2,"3,5",0,0,1,0,1
chr1,243255790,243256076,2,"4,5",0,0,0,1,1
chr1,243256076,243256236,3,"3,4,5",0,0,1,1,1
chr1,244047810,244047983,2,"4,5",0,0,0,1,1
chr1,244047983,244048273,3,"3,4,5",0,0,1,1,1
chr1,244048273,244048380,2,"4,5",0,0,0,1,1
chr1,244451644,244451758,2,"4,5",0,0,0,1,1
chr1,244451758,244452038,3,"3,4,5",0,0,1,1,1
chr1,244452038,244452048,2,"3,5",0,0,1,0,1
chr1,244652777,244652984,2,"4,5",0,0,0,1,1
chr1,244652984,244653347,3,"3,4,5",0,0,1,1,1
chr1,244653347,244653466,2,"3,5",0,0,1,0,1
chr1,244834788,244835118,2,"4,5",0,0,0,1,1
chr1,244835191,244835481,2,"3,5",0,0,1,0,1
chr1,244835517,244835580,2,"2,5",0,1,0,0,1
chr1,244835580,244835620,3,"2,3,5",0,1,1,0,1
chr1,244835620,244835760,4,"2,3,4,5",0,1,1,1,1
chr1,244862980,244863073,4,"1,3,4,5",1,0,1,1,1
chr1,244863073,244863166,3,"3,4,5",0,0,1,1,1
chr1,244863166,244863389,2,"3,5",0,0,1,0,1
chr1,244864330,244864523,3,"2,4,5",0,1,0,1,1
chr1,244864523,244864631,4,"2,3,4,5",0,1,1,1,1
chr1,244864631,244864781,3,"2,3,5",0,1,1,0,1
chr1,244864781,244864807,2,"3,5",0,0,1,0,1
chr1,244969831,244970138,2,"4,5",0,0,0,1,1
chr1,244970138,244970514,3,"2,4,5",0,1,0,1,1
chr1,244970514,244970534,2,"4,5",0,0,0,1,1
chr1,244970534,244970824,3,"3,4,5",0,0,1,1,1
chr1,244970824,244970866,2,"4,5",0,0,0,1,1
chr1,244970866,244971016,3,"1,4,5",1,0,0,1,1
chr1,244971016,244971132,2,"4,5",0,0,0,1,1
chr1,246566122,246566132,3,"2,4,5",0,1,0,1,1
chr1,246566132,246566146,4,"2,3,4,5",0,1,1,1,1
chr1,246566146,246566279,5,"1,2,3,4,5",1,1,1,1,1
chr1,246566279,246566296,4,"1,2,4,5",1,1,0,1,1
chr1,246566296,246566371,3,"2,4,5",0,1,0,1,1
chr1,246566371,246566403,2,"4,5",0,0,0,1,1
chr1,246566472,246566489,2,"3,5",0,0,1,0,1
chr1,246566489,246566639,3,"1,3,5",1,0,1,0,1
chr1,246566639,246566641,2,"3,5",0,0,1,0,1
chr1,246566641,246566975,3,"2,3,5",0,1,1,0,1
chr1,246566975,246567081,2,"2,5",0,1,0,0,1
chr1,247007853,247008143,2,"3,5",0,0,1,0,1
chr1,247078359,247078416,2,"4,5",0,0,0,1,1
chr1,247078416,247078706,3,"3,4,5",0,0,1,1,1
chr1,247078706,247078900,2,"4,5",0,0,0,1,1
chr1,247104154,247104444,2,"3,5",0,0,1,0,1
chr1,247111808,247112038,2,"3,5",0,0,1,0,1
chr1,247210742,247210760,3,"2,4,5",0,1,0,1,1
chr1,247210760,247210851,4,"2,3,4,5",0,1,1,1,1
chr1,247210851,247210928,3,"2,4,5",0,1,0,1,1
chr1,247210928,247210969,2,"2,5",0,1,0,0,1
chr1,247857489,247857779,2,"3,5",0,0,1,0,1
chr1,248826077,248826202,2,"4,5",0,0,0,1,1
chr1,248826202,248826412,3,"3,4,5",0,0,1,1,1
chr1,248826586,248826820,2,"4,5",0,0,0,1,1
chr1,248838008,248838455,2,"4,5",0,0,0,1,1
chr1,248838525,248838578,2,"4,5",0,0,0,1,1
chr1,248858630,248859003,2,"4,5",0,0,0,1,1
chr1,248905993,248906241,2,"3,5",0,0,1,0,1
chr1,248906384,248906599,2,"3,5",0,0,1,0,1
chr1,248906599,248906831,3,"3,4,5",0,0,1,1,1
chr10,931592,931808,2,"3,5",0,0,1,0,1
chr10,931927,932114,2,"3,5",0,0,1,0,1
chr10,988320,988380,2,"3,5",0,0,1,0,1
chr10,988380,988537,3,"3,4,5",0,0,1,1,1
chr10,1048788,1049030,2,"3,5",0,0,1,0,1
chr10,1049183,1049473,2,"3,5",0,0,1,0,1
chr10,1056607,1056648,2,"4,5",0,0,0,1,1
chr10,1056648,1056901,3,"3,4,5",0,0,1,1,1
chr10,5684936,5684961,2,"3,5",0,0,1,0,1
chr10,5692652,5692942,2,"3,5",0,0,1,0,1
chr10,5813704,5813970,2,"3,5",0,0,1,0,1
chr10,5889694,5889734,3,"2,4,5",0,1,0,1,1
chr10,5889734,5889892,4,"2,3,4,5",0,1,1,1,1
chr10,5889892,5890024,3,"3,4,5",0,0,1,1,1
chr10,5890024,5890184,2,"4,5",0,0,0,1,1
chr10,6088699,6088900,2,"4,5",0,0,0,1,1
chr10,6088900,6089163,3,"2,4,5",0,1,0,1,1
chr10,6144818,6145200,2,"3,5",0,0,1,0,1
chr10,6151131,6151180,2,"4,5",0,0,0,1,1
chr10,6151180,6151470,3,"3,4,5",0,0,1,1,1
chr10,6151470,6151660,2,"4,5",0,0,0,1,1
chr10,6202723,6203013,2,"3,5",0,0,1,0,1
chr10,6203229,6203628,2,"3,5",0,0,1,0,1
chr10,6580341,6580631,2,"3,5",0,0,1,0,1
chr10,7787906,7787968,2,"3,5",0,0,1,0,1
chr10,7787968,7788110,3,"3,4,5",0,0,1,1,1
chr10,7788110,7788182,2,"3,5",0,0,1,0,1
chr10,7818289,7818333,3,"2,3,5",0,1,1,0,1
chr10,7818333,7818364,4,"1,2,3,5",1,1,1,0,1
chr10,7818364,7818483,5,"1,2,3,4,5",1,1,1,1,1
chr10,7818483,7818513,4,"2,3,4,5",0,1,1,1,1
chr10,7818513,7818549,3,"2,3,5",0,1,1,0,1
chr10,7818549,7818575,2,"2,5",0,1,0,0,1
chr10,11178765,11178922,2,"3,5",0,0,1,0,1
chr10,11611449,11611739,2,"3,5",0,0,1,0,1
chr10,11742152,11742352,2,"3,5",0,0,1,0,1
chr10,12068771,12069164,2,"4,5",0,0,0,1,1
chr10,12129153,12129342,2,"4,5",0,0,0,1,1
chr10,12129342,12129632,3,"3,4,5",0,0,1,1,1
chr10,12129632,12129723,2,"4,5",0,0,0,1,1
chr10,12196090,12196289,2,"3,5",0,0,1,0,1
chr10,13161248,13161463,2,"4,5",0,0,0,1,1
chr10,13161463,13161527,3,"3,4,5",0,0,1,1,1
chr10,13161527,13161703,4,"2,3,4,5",0,1,1,1,1
chr10,13586736,13586793,2,"4,5",0,0,0,1,1
chr10,13586793,13586831,3,"2,4,5",0,1,0,1,1
chr10,13586831,13587101,4,"2,3,4,5",0,1,1,1,1
chr10,14837738,14837992,3,"3,4,5",0,0,1,1,1
chr10,14837992,14838201,2,"4,5",0,0,0,1,1
chr10,14838201,14838422,3,"3,4,5",0,0,1,1,1
chr10,14878232,14878355,5,"1,2,3,4,5",1,1,1,1,1
chr10,14878355,14878435,4,"2,3,4,5",0,1,1,1,1
chr10,14878435,14878437,3,"2,3,5",0,1,1,0,1
chr10,14878437,14878504,2,"3,5",0,0,1,0,1
chr10,14878714,14878782,2,"4,5",0,0,0,1,1
chr10,14878782,14878788,3,"2,4,5",0,1,0,1,1
chr10,14878788,14878938,4,"1,2,4,5",1,1,0,1,1
chr10,14878938,14878965,3,"2,4,5",0,1,0,1,1
chr10,14953999,14954103,2,"4,5",0,0,0,1,1
chr10,14954103,14954118,3,"2,4,5",0,1,0,1,1
chr10,14954118,14954408,4,"2,3,4,5",0,1,1,1,1
chr10,14954408,14954545,3,"2,4,5",0,1,0,1,1
chr10,14959258,14959281,2,"2,5",0,1,0,0,1
chr10,14959281,14959571,3,"2,3,5",0,1,1,0,1
chr10,14959571,14959634,2,"2,5",0,1,0,0,1
chr10,15035420,15035710,3,"3,4,5",0,0,1,1,1
chr10,15035710,15036030,2,"4,5",0,0,0,1,1
chr10,15088664,15088954,2,"3,5",0,0,1,0,1
chr10,15096957,15097165,3,"2,3,5",0,1,1,0,1
chr10,15097165,15097257,2,"2,5",0,1,0,0,1
chr10,15097439,15097729,2,"3,5",0,0,1,0,1
chr10,15168248,15168404,2,"4,5",0,0,0,1,1
chr10,15168404,15168694,3,"3,4,5",0,0,1,1,1
chr10,15168694,15168818,2,"4,5",0,0,0,1,1
chr10,16817309,16817343,4,"1,3,4,5",1,0,1,1,1
chr10,16817343,16817360,3,"1,4,5",1,0,0,1,1
chr10,16817360,16817458,4,"1,2,4,5",1,1,0,1,1
chr10,16817458,16817673,3,"2,4,5",0,1,0,1,1
chr10,16817673,16817937,4,"2,3,4,5",0,1,1,1,1
chr10,16817937,16817951,3,"3,4,5",0,0,1,1,1
chr10,17643799,17644203,2,"4,5",0,0,0,1,1
chr10,18651467,18651733,3,"3,4,5",0,0,1,1,1
chr10,18651733,18651994,2,"4,5",0,0,0,1,1
chr10,21495726,21495810,2,"4,5",0,0,0,1,1
chr10,21495810,21496064,3,"3,4,5",0,0,1,1,1
chr10,21525844,21526134,2,"3,5",0,0,1,0,1
chr10,21526485,21526694,2,"4,5",0,0,0,1,1
chr10,21533706,21533849,2,"4,5",0,0,0,1,1
chr10,21533879,21534422,2,"4,5",0,0,0,1,1
chr10,22316212,22316502,2,"3,5",0,0,1,0,1
chr10,22320788,22320997,2,"3,5",0,0,1,0,1
chr10,22321109,22321177,2,"4,5",0,0,0,1,1
chr10,23095433,23095723,2,"3,5",0,0,1,0,1
chr10,23438874,23438925,2,"2,5",0,1,0,0,1
chr10,23438925,23439215,3,"2,3,5",0,1,1,0,1
chr10,23439215,23439250,2,"2,5",0,1,0,0,1
chr10,25016075,25016147,2,"3,5",0,0,1,0,1
chr10,25016147,25016254,3,"3,4,5",0,0,1,1,1
chr10,25016254,25016292,2,"4,5",0,0,0,1,1
chr10,25016345,25016750,2,"4,5",0,0,0,1,1
chr10,25016888,25017131,2,"4,5",0,0,0,1,1
chr10,26697319,26697751,2,"4,5",0,0,0,1,1
chr10,26697751,26697829,3,"3,4,5",0,0,1,1,1
chr10,26697829,26697846,4,"1,3,4,5",1,0,1,1,1
chr10,26697846,26697979,3,"1,3,5",1,0,1,0,1
chr10,26697979,26698032,2,"3,5",0,0,1,0,1
chr10,27155052,27155100,2,"4,5",0,0,0,1,1
chr10,27155100,27155330,3,"3,4,5",0,0,1,1,1
chr10,27155330,27155477,2,"3,5",0,0,1,0,1
chr10,27241895,27242403,2,"3,5",0,0,1,0,1
chr10,27504041,27504167,2,"4,5",0,0,0,1,1
chr10,27504167,27504240,3,"2,4,5",0,1,0,1,1
chr10,27504240,27504530,4,"2,3,4,5",0,1,1,1,1
chr10,27504530,27504543,3,"2,4,5",0,1,0,1,1
chr10,27504543,27504765,2,"4,5",0,0,0,1,1
chr10,28532450,28532551,2,"4,5",0,0,0,1,1
chr10,28532551,28532841,3,"3,4,5",0,0,1,1,1
chr10,28532841,28533220,2,"4,5",0,0,0,1,1
chr10,28677421,28677605,2,"3,5",0,0,1,0,1
chr10,29409450,29409493,2,"4,5",0,0,0,1,1
chr10,29409493,29409783,3,"3,4,5",0,0,1,1,1
chr10,29409783,29409944,2,"4,5",0,0,0,1,1
chr10,31603430,31603817,2,"4,5",0,0,0,1,1
chr10,32346194,32346379,3,"2,3,5",0,1,1,0,1
chr10,32346379,32346442,2,"2,5",0,1,0,0,1
chr10,32346771,32346786,2,"3,5",0,0,1,0,1
chr10,32346958,32347061,2,"3,5",0,0,1,0,1
chr10,32445935,32446022,2,"4,5",0,0,0,1,1
chr10,32446022,32446312,3,"3,4,5",0,0,1,1,1
chr10,32446312,32446415,2,"4,5",0,0,0,1,1
chr10,32958102,32958307,2,"3,5",0,0,1,0,1
chr10,35090239,35090467,2,"3,5",0,0,1,0,1
chr10,35127147,35127352,2,"3,5",0,0,1,0,1
chr10,37857648,37857872,2,"3,5",0,0,1,0,1
chr10,37857917,37857938,2,"3,5",0,0,1,0,1
chr10,38010964,38011217,2,"3,5",0,0,1,0,1
chr10,42552279,42552787,2,"4,5",0,0,0,1,1
chr10,42782548,42782612,2,"3,5",0,0,1,0,1
chr10,42782612,42782699,3,"3,4,5",0,0,1,1,1
chr10,42782699,42782838,4,"1,3,4,5",1,0,1,1,1
chr10,42782838,42782849,3,"1,4,5",1,0,0,1,1
chr10,42782849,42782882,2,"4,5",0,0,0,1,1
chr10,43138238,43138426,2,"3,5",0,0,1,0,1
chr10,43138426,43138528,3,"3,4,5",0,0,1,1,1
chr10,43138528,43138747,2,"4,5",0,0,0,1,1
chr10,43202253,43202461,3,"3,4,5",0,0,1,1,1
chr10,43202726,43202993,2,"4,5",0,0,0,1,1
chr10,43203538,43203635,4,"2,3,4,5",0,1,1,1,1
chr10,43203635,43203958,3,"2,4,5",0,1,0,1,1
chr10,43203958,43203977,2,"4,5",0,0,0,1,1
chr10,43436582,43436698,2,"3,5",0,0,1,0,1
chr10,43436698,43437074,3,"3,4,5",0,0,1,1,1
chr10,43437074,43437255,2,"4,5",0,0,0,1,1
chr10,43455396,43455636,3,"3,4,5",0,0,1,1,1
chr10,43455636,43455987,2,"4,5",0,0,0,1,1
chr10,43648484,43648554,2,"4,5",0,0,0,1,1
chr10,43648554,43648844,3,"3,4,5",0,0,1,1,1
chr10,43648844,43649054,2,"4,5",0,0,0,1,1
chr10,45000764,45001077,2,"4,5",0,0,0,1,1
chr10,45001077,45001289,3,"3,4,5",0,0,1,1,1
chr10,45001289,45001367,2,"3,5",0,0,1,0,1
chr10,45726996,45727042,2,"2,5",0,1,0,0,1
chr10,45727042,45727060,3,"2,3,5",0,1,1,0,1
chr10,45727060,45727095,4,"2,3,4,5",0,1,1,1,1
chr10,45727095,45727245,5,"1,2,3,4,5",1,1,1,1,1
chr10,45727245,45727332,4,"2,3,4,5",0,1,1,1,1
chr10,45727332,45727345,3,"2,4,5",0,1,0,1,1
chr10,46001391,46001397,2,"4,5",0,0,0,1,1
chr10,46001397,46001626,3,"3,4,5",0,0,1,1,1
chr10,46001626,46001687,2,"3,5",0,0,1,0,1
chr10,46023307,46023740,2,"2,5",0,1,0,0,1
chr10,46030297,46030495,2,"2,5",0,1,0,0,1
chr10,46030495,46030551,3,"2,3,5",0,1,1,0,1
chr10,46030551,46030701,4,"1,2,3,5",1,1,1,0,1
chr10,46030701,46030785,3,"2,3,5",0,1,1,0,1
chr10,46030785,46030823,2,"2,5",0,1,0,0,1
chr10,48306524,48306931,2,"3,5",0,0,1,0,1
chr10,48306931,48307231,3,"3,4,5",0,0,1,1,1
chr10,48307231,48307346,2,"4,5",0,0,0,1,1
chr10,49300484,49300774,2,"3,5",0,0,1,0,1
chr10,49941766,49942095,2,"4,5",0,0,0,1,1
chr10,49942095,49942169,3,"3,4,5",0,0,1,1,1
chr10,50067808,50067867,2,"3,5",0,0,1,0,1
chr10,50067867,50068024,3,"3,4,5",0,0,1,1,1
chr10,50068024,50068033,2,"3,5",0,0,1,0,1
chr10,50624118,50624141,2,"4,5",0,0,0,1,1
chr10,50624455,50624688,2,"4,5",0,0,0,1,1
chr10,50624794,50624896,2,"3,5",0,0,1,0,1
chr10,50624896,50625084,3,"3,4,5",0,0,1,1,1
chr10,50625084,50625458,2,"4,5",0,0,0,1,1
chr10,50739672,50739808,2,"3,5",0,0,1,0,1
chr10,50739808,50739962,3,"3,4,5",0,0,1,1,1
chr10,50739962,50740279,2,"4,5",0,0,0,1,1
chr10,51699487,51699680,2,"3,5",0,0,1,0,1
chr10,56361143,56361371,3,"3,4,5",0,0,1,1,1
chr10,56361371,56361542,2,"4,5",0,0,0,1,1
chr10,58267799,58268238,2,"3,5",0,0,1,0,1
chr10,58269008,58269298,2,"3,5",0,0,1,0,1
chr10,58385317,58385494,2,"3,5",0,0,1,0,1
chr10,58385494,58385607,3,"1,3,5",1,0,1,0,1
chr10,58385607,58385644,2,"1,5",1,0,0,0,1
chr10,58385648,58385740,2,"4,5",0,0,0,1,1
chr10,60778291,60778384,2,"2,5",0,1,0,0,1
chr10,60778384,60778412,3,"2,3,5",0,1,1,0,1
chr10,60778412,60778446,4,"2,3,4,5",0,1,1,1,1
chr10,60778446,60778596,5,"1,2,3,4,5",1,1,1,1,1
chr10,60778596,60778667,4,"2,3,4,5",0,1,1,1,1
chr10,60778667,60778674,3,"3,4,5",0,0,1,1,1
chr10,60778674,60778682,2,"4,5",0,0,0,1,1
chr10,60778776,60778804,2,"3,5",0,0,1,0,1
chr10,62816383,62816912,2,"4,5",0,0,0,1,1
chr10,63132997,63133017,2,"2,5",0,1,0,0,1
chr10,63133017,63133078,3,"2,3,5",0,1,1,0,1
chr10,63133078,63133307,4,"2,3,4,5",0,1,1,1,1
chr10,63133307,63133372,3,"2,4,5",0,1,0,1,1
chr10,63133372,63133623,2,"4,5",0,0,0,1,1
chr10,63133623,63133648,3,"3,4,5",0,0,1,1,1
chr10,63133648,63133850,2,"3,5",0,0,1,0,1
chr10,63465237,63465527,2,"3,5",0,0,1,0,1
chr10,63465857,63466147,2,"3,5",0,0,1,0,1
chr10,63521265,63521808,2,"4,5",0,0,0,1,1
chr10,63521808,63521835,3,"3,4,5",0,0,1,1,1
chr10,63521835,63522098,2,"3,5",0,0,1,0,1
chr10,63629843,63630369,2,"3,5",0,0,1,0,1
chr10,63630584,63630607,2,"2,5",0,1,0,0,1
chr10,63630607,63630897,3,"2,3,5",0,1,1,0,1
chr10,63630897,63630960,2,"2,5",0,1,0,0,1
chr10,67849329,67849360,2,"4,5",0,0,0,1,1
chr10,67849360,67849650,3,"3,4,5",0,0,1,1,1
chr10,67849650,67849674,2,"4,5",0,0,0,1,1
chr10,67884372,67884541,2,"2,5",0,1,0,0,1
chr10,67884541,67884544,3,"2,4,5",0,1,0,1,1
chr10,67884544,67884834,4,"2,3,4,5",0,1,1,1,1
chr10,67884834,67884949,3,"2,4,5",0,1,0,1,1
chr10,67884949,67885145,2,"4,5",0,0,0,1,1
chr10,68331582,68331903,2,"4,5",0,0,0,1,1
chr10,68331903,68331973,3,"3,4,5",0,0,1,1,1
chr10,68331973,68332123,4,"1,3,4,5",1,0,1,1,1
chr10,68332123,68332193,3,"3,4,5",0,0,1,1,1
chr10,68332193,68332207,2,"4,5",0,0,0,1,1
chr10,68406850,68407124,2,"4,5",0,0,0,1,1
chr10,68407124,68407414,3,"3,4,5",0,0,1,1,1
chr10,68407414,68407663,2,"4,5",0,0,0,1,1
chr10,68471643,68471646,3,"3,4,5",0,0,1,1,1
chr10,68471646,68471756,4,"2,3,4,5",0,1,1,1,1
chr10,68471756,68471865,3,"2,3,5",0,1,1,0,1
chr10,68471865,68471959,2,"2,5",0,1,0,0,1
chr10,68471959,68472022,3,"2,3,5",0,1,1,0,1
chr10,68472022,68472241,2,"3,5",0,0,1,0,1
chr10,68721066,68721636,2,"4,5",0,0,0,1,1
chr10,68901113,68901339,2,"4,5",0,0,0,1,1
chr10,68901339,68901406,3,"3,4,5",0,0,1,1,1
chr10,68901406,68901556,4,"1,3,4,5",1,0,1,1,1
chr10,68901556,68901683,3,"3,4,5",0,0,1,1,1
chr10,68901683,68901742,2,"3,5",0,0,1,0,1
chr10,68955858,68955905,2,"2,5",0,1,0,0,1
chr10,68955905,68955979,3,"2,4,5",0,1,0,1,1
chr10,68955979,68956193,4,"2,3,4,5",0,1,1,1,1
chr10,68956193,68956234,5,"1,2,3,4,5",1,1,1,1,1
chr10,68956234,68956265,4,"1,3,4,5",1,0,1,1,1
chr10,68988549,68988851,2,"4,5",0,0,0,1,1
chr10,68988851,68989054,3,"3,4,5",0,0,1,1,1
chr10,68989054,68989139,2,"3,5",0,0,1,0,1
chr10,69123638,69123928,2,"2,5",0,1,0,0,1
chr10,69123944,69124079,2,"4,5",0,0,0,1,1
chr10,69124079,69124163,3,"3,4,5",0,0,1,1,1
chr10,69124163,69124313,4,"1,3,4,5",1,0,1,1,1
chr10,69124313,69124570,3,"3,4,5",0,0,1,1,1
chr10,69124570,69124635,2,"4,5",0,0,0,1,1
chr10,69179813,69179847,2,"4,5",0,0,0,1,1
chr10,69179847,69179877,3,"1,4,5",1,0,0,1,1
chr10,69179877,69179989,4,"1,3,4,5",1,0,1,1,1
chr10,69179989,69179997,3,"1,4,5",1,0,0,1,1
chr10,69179997,69180047,2,"4,5",0,0,0,1,1
chr10,69180084,69180188,2,"4,5",0,0,0,1,1
chr10,69180188,69180340,3,"3,4,5",0,0,1,1,1
chr10,69180340,69180350,2,"3,5",0,0,1,0,1
