chrom,start,end,num,list,ENCFF181MKU_RCOR1_sorted.bed,ENCFF204NAG_RCOR1_sorted.bed,ENCFF360FBK_RCOR1_sorted.bed,ENCFF757RIY_RCOR1_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr14,20177455,20177713,3,"2,4,5",0,1,0,1,1
chr14,20177713,20177751,2,"4,5",0,0,0,1,1
chr14,20305844,20305849,2,"3,5",0,0,1,0,1
chr14,20305849,20305873,3,"3,4,5",0,0,1,1,1
chr14,20305873,20306112,4,"2,3,4,5",0,1,1,1,1
chr14,20306112,20306114,3,"2,4,5",0,1,0,1,1
chr14,20455290,20455349,2,"4,5",0,0,0,1,1
chr14,20461496,20461528,2,"4,5",0,0,0,1,1
chr14,20461528,20461792,3,"2,4,5",0,1,0,1,1
chr14,20461792,20461818,2,"2,5",0,1,0,0,1
chr14,20461851,20462062,2,"4,5",0,0,0,1,1
chr14,20613554,20613600,2,"4,5",0,0,0,1,1
chr14,20613600,20613850,3,"2,4,5",0,1,0,1,1
chr14,20613850,20613890,2,"2,5",0,1,0,0,1
chr14,20633000,20633015,2,"4,5",0,0,0,1,1
chr14,20633015,20633016,3,"2,4,5",0,1,0,1,1
chr14,20633016,20633296,4,"2,3,4,5",0,1,1,1,1
chr14,20633296,20633305,3,"2,3,5",0,1,1,0,1
chr14,20633305,20633326,2,"3,5",0,0,1,0,1
chr14,20971462,20971752,2,"2,5",0,1,0,0,1
chr14,21103590,21103825,2,"4,5",0,0,0,1,1
chr14,21104183,21104261,2,"2,5",0,1,0,0,1
chr14,21104261,21104470,3,"2,4,5",0,1,0,1,1
chr14,21476988,21477274,2,"2,5",0,1,0,0,1
chr14,22766481,22766721,2,"2,5",0,1,0,0,1
chr14,22822862,22823091,2,"2,5",0,1,0,0,1
chr14,22829700,22829707,3,"3,4,5",0,0,1,1,1
chr14,22829707,22829952,4,"2,3,4,5",0,1,1,1,1
chr14,22829952,22829997,3,"2,3,5",0,1,1,0,1
chr14,22829997,22830010,2,"3,5",0,0,1,0,1
chr14,22871563,22871612,2,"2,5",0,1,0,0,1
chr14,22886876,22887162,2,"2,5",0,1,0,0,1
chr14,22887407,22887582,2,"2,5",0,1,0,0,1
chr14,22919265,22919304,2,"4,5",0,0,0,1,1
chr14,22919304,22919561,3,"2,4,5",0,1,0,1,1
chr14,22919561,22919594,2,"2,5",0,1,0,0,1
chr14,22929394,22929704,2,"3,5",0,0,1,0,1
chr14,22982521,22982758,2,"4,5",0,0,0,1,1
chr14,23035150,23035186,2,"2,5",0,1,0,0,1
chr14,23035186,23035405,3,"2,3,5",0,1,1,0,1
chr14,23056221,23056480,3,"2,4,5",0,1,0,1,1
chr14,23056480,23056481,2,"4,5",0,0,0,1,1
chr14,23058069,23058070,2,"2,5",0,1,0,0,1
chr14,23058070,23058341,3,"2,4,5",0,1,0,1,1
chr14,23095547,23095604,2,"3,5",0,0,1,0,1
chr14,23112728,23112742,2,"4,5",0,0,0,1,1
chr14,23112742,23112753,3,"2,4,5",0,1,0,1,1
chr14,23112753,23112766,4,"2,3,4,5",0,1,1,1,1
chr14,23112766,23113079,5,"1,2,3,4,5",1,1,1,1,1
chr14,23113079,23113115,3,"2,4,5",0,1,0,1,1
chr14,23113115,23113117,2,"2,5",0,1,0,0,1
chr14,23120681,23120694,3,"1,3,5",1,0,1,0,1
chr14,23120694,23120810,4,"1,3,4,5",1,0,1,1,1
chr14,23120810,23120973,5,"1,2,3,4,5",1,1,1,1,1
chr14,23120973,23121100,4,"1,2,4,5",1,1,0,1,1
chr14,23121100,23121124,3,"1,4,5",1,0,0,1,1
chr14,23146472,23146485,2,"4,5",0,0,0,1,1
chr14,23146485,23146530,3,"2,4,5",0,1,0,1,1
chr14,23146530,23146608,4,"2,3,4,5",0,1,1,1,1
chr14,23146608,23146664,3,"2,4,5",0,1,0,1,1
chr14,23146664,23146669,2,"2,5",0,1,0,0,1
chr14,23280159,23280175,2,"3,5",0,0,1,0,1
chr14,23280175,23280228,3,"3,4,5",0,0,1,1,1
chr14,23280228,23280469,4,"2,3,4,5",0,1,1,1,1
chr14,23280469,23280471,3,"2,4,5",0,1,0,1,1
chr14,23280471,23280518,2,"2,5",0,1,0,0,1
chr14,23286075,23286365,2,"2,5",0,1,0,0,1
chr14,23301418,23301469,2,"2,5",0,1,0,0,1
chr14,23301469,23301765,3,"2,4,5",0,1,0,1,1
chr14,23301765,23301956,2,"2,5",0,1,0,0,1
chr14,23306620,23306635,2,"1,5",1,0,0,0,1
chr14,23306635,23306636,3,"1,2,5",1,1,0,0,1
chr14,23306636,23306654,4,"1,2,3,5",1,1,1,0,1
chr14,23306654,23306925,5,"1,2,3,4,5",1,1,1,1,1
chr14,23306925,23306946,4,"1,3,4,5",1,0,1,1,1
chr14,23306946,23306950,3,"1,4,5",1,0,0,1,1
chr14,23306950,23306967,2,"1,5",1,0,0,0,1
chr14,23321052,23321074,2,"2,5",0,1,0,0,1
chr14,23321074,23321342,3,"2,3,5",0,1,1,0,1
chr14,23321342,23321384,2,"3,5",0,0,1,0,1
chr14,23469241,23469531,2,"2,5",0,1,0,0,1
chr14,24135930,24136309,2,"2,5",0,1,0,0,1
chr14,24141451,24141701,3,"2,4,5",0,1,0,1,1
chr14,24141701,24141725,2,"2,5",0,1,0,0,1
chr14,24147157,24147453,2,"4,5",0,0,0,1,1
chr14,24160977,24161015,2,"3,5",0,0,1,0,1
chr14,24161015,24161025,3,"3,4,5",0,0,1,1,1
chr14,24161025,24161287,4,"2,3,4,5",0,1,1,1,1
chr14,24161287,24161311,3,"2,4,5",0,1,0,1,1
chr14,24161311,24161315,2,"2,5",0,1,0,0,1
chr14,24213381,24213694,2,"2,5",0,1,0,0,1
chr14,24215944,24215945,2,"2,5",0,1,0,0,1
chr14,24215945,24216217,3,"2,4,5",0,1,0,1,1
chr14,24242405,24242883,2,"2,5",0,1,0,0,1
chr14,24271416,24271445,2,"2,5",0,1,0,0,1
chr14,24271445,24271706,3,"2,4,5",0,1,0,1,1
chr14,24271706,24271729,2,"4,5",0,0,0,1,1
chr14,30559000,30559274,2,"2,5",0,1,0,0,1
chr14,30622082,30622351,2,"2,5",0,1,0,0,1
chr14,31420618,31420727,2,"2,5",0,1,0,0,1
chr14,31420727,31420908,3,"2,4,5",0,1,0,1,1
chr14,31420908,31421023,2,"4,5",0,0,0,1,1
chr14,32076656,32077184,2,"4,5",0,0,0,1,1
chr14,34873468,34873679,2,"2,5",0,1,0,0,1
chr14,34982327,34982342,2,"3,5",0,0,1,0,1
chr14,34982342,34982592,3,"2,3,5",0,1,1,0,1
chr14,34982592,34982632,2,"2,5",0,1,0,0,1
chr14,35403783,35404060,3,"2,4,5",0,1,0,1,1
chr14,35404060,35404071,2,"4,5",0,0,0,1,1
chr14,35404634,35404905,2,"2,5",0,1,0,0,1
chr14,35809172,35809466,2,"4,5",0,0,0,1,1
chr14,39145496,39145527,2,"2,5",0,1,0,0,1
chr14,39145527,39145772,3,"2,4,5",0,1,0,1,1
chr14,39145772,39145823,2,"4,5",0,0,0,1,1
chr14,39170289,39170564,2,"2,5",0,1,0,0,1
chr14,45135739,45135933,2,"4,5",0,0,0,1,1
chr14,49586516,49586812,2,"4,5",0,0,0,1,1
chr14,49634301,49634591,2,"2,5",0,1,0,0,1
chr14,49862576,49862800,2,"2,5",0,1,0,0,1
chr14,49868197,49868292,2,"4,5",0,0,0,1,1
chr14,49868292,49868493,3,"2,4,5",0,1,0,1,1
chr14,49868493,49868561,2,"2,5",0,1,0,0,1
chr14,49970611,49970649,2,"2,5",0,1,0,0,1
chr14,49970649,49970690,3,"2,4,5",0,1,0,1,1
chr14,49970690,49970837,4,"2,3,4,5",0,1,1,1,1
chr14,50003252,50003330,2,"4,5",0,0,0,1,1
chr14,50003330,50003548,3,"2,4,5",0,1,0,1,1
chr14,50003548,50003620,2,"2,5",0,1,0,0,1
chr14,50116515,50116805,2,"2,5",0,1,0,0,1
chr14,50311872,50312123,2,"2,5",0,1,0,0,1
chr14,50532517,50532807,2,"2,5",0,1,0,0,1
chr14,50667976,50668266,2,"2,5",0,1,0,0,1
chr14,50955788,50956075,2,"2,5",0,1,0,0,1
chr14,54509637,54509927,2,"2,5",0,1,0,0,1
chr14,55027003,55027313,2,"3,5",0,0,1,0,1
chr14,55271100,55271390,2,"2,5",0,1,0,0,1
chr14,55271981,55272247,2,"4,5",0,0,0,1,1
chr14,58171132,58171398,2,"2,5",0,1,0,0,1
chr14,58298413,58298594,2,"2,5",0,1,0,0,1
chr14,58427490,58427837,2,"2,5",0,1,0,0,1
chr14,61762138,61762426,2,"2,5",0,1,0,0,1
chr14,63641476,63641766,2,"2,5",0,1,0,0,1
chr14,63642066,63642246,2,"4,5",0,0,0,1,1
chr14,64387795,64388085,2,"2,5",0,1,0,0,1
chr14,67241409,67241699,2,"2,5",0,1,0,0,1
chr14,68620229,68620358,2,"4,5",0,0,0,1,1
chr14,68620358,68620452,3,"2,4,5",0,1,0,1,1
chr14,68620452,68620525,2,"4,5",0,0,0,1,1
chr14,69191353,69191590,2,"2,5",0,1,0,0,1
chr14,71320143,71320439,2,"4,5",0,0,0,1,1
chr14,73058199,73058483,2,"2,5",0,1,0,0,1
chr14,73458666,73458938,2,"2,5",0,1,0,0,1
chr14,73760004,73760249,2,"2,5",0,1,0,0,1
chr14,73760404,73760493,2,"2,5",0,1,0,0,1
chr14,73886606,73886642,2,"4,5",0,0,0,1,1
chr14,73886642,73886902,3,"2,4,5",0,1,0,1,1
chr14,73886902,73886932,2,"2,5",0,1,0,0,1
chr14,73949876,73950172,2,"4,5",0,0,0,1,1
chr14,74084511,74084801,2,"2,5",0,1,0,0,1
chr14,74493241,74493531,2,"2,5",0,1,0,0,1
chr14,75063581,75063801,2,"2,5",0,1,0,0,1
chr14,76961784,76961833,2,"1,5",1,0,0,0,1
chr14,76961833,76961880,3,"1,2,5",1,1,0,0,1
chr14,76961880,76961954,4,"1,2,4,5",1,1,0,1,1
chr14,76961954,76961992,3,"1,2,5",1,1,0,0,1
chr14,76961992,76962111,2,"1,5",1,0,0,0,1
chr14,77028593,77028988,2,"2,5",0,1,0,0,1
chr14,77040353,77040354,2,"1,5",1,0,0,0,1
chr14,77040354,77040375,3,"1,2,5",1,1,0,0,1
chr14,77040375,77040386,4,"1,2,3,5",1,1,1,0,1
chr14,77040386,77040644,5,"1,2,3,4,5",1,1,1,1,1
chr14,77040644,77040682,4,"1,3,4,5",1,0,1,1,1
chr14,77040682,77040685,3,"1,3,5",1,0,1,0,1
chr14,77040685,77040713,2,"1,5",1,0,0,0,1
chr14,81221365,81221580,2,"2,5",0,1,0,0,1
chr14,88385495,88385783,2,"2,5",0,1,0,0,1
chr14,88562854,88562900,3,"2,4,5",0,1,0,1,1
chr14,88562900,88562922,2,"4,5",0,0,0,1,1
chr14,90383186,90383482,2,"4,5",0,0,0,1,1
chr14,90758446,90758736,2,"2,5",0,1,0,0,1
chr14,91060646,91060936,2,"2,5",0,1,0,0,1
chr14,91060943,91061192,2,"2,5",0,1,0,0,1
chr14,93185334,93185342,2,"4,5",0,0,0,1,1
chr14,93206974,93207264,2,"2,5",0,1,0,0,1
chr14,95157674,95157778,2,"1,5",1,0,0,0,1
chr14,100140610,100140797,3,"2,4,5",0,1,0,1,1
chr14,100142622,100142894,2,"2,5",0,1,0,0,1
chr14,100240095,100240385,2,"2,5",0,1,0,0,1
chr14,100871677,100871973,2,"4,5",0,0,0,1,1
chr14,101760396,101760454,2,"2,5",0,1,0,0,1
chr14,101947947,101948168,2,"2,5",0,1,0,0,1
chr14,102316877,102317088,3,"2,4,5",0,1,0,1,1
chr14,102317088,102317125,2,"2,5",0,1,0,0,1
chr14,103205019,103205294,2,"4,5",0,0,0,1,1
chr14,103333839,103334129,2,"2,5",0,1,0,0,1
chr14,103378085,103378107,2,"3,5",0,0,1,0,1
chr14,103378107,103378116,3,"3,4,5",0,0,1,1,1
chr14,103378116,103378395,4,"2,3,4,5",0,1,1,1,1
chr14,103378395,103378403,3,"2,4,5",0,1,0,1,1
chr14,103378403,103378406,2,"2,5",0,1,0,0,1
chr14,103385158,103385448,2,"2,5",0,1,0,0,1
chr14,103394368,103394390,3,"2,3,5",0,1,1,0,1
chr14,103394390,103394568,4,"2,3,4,5",0,1,1,1,1
chr14,103394568,103394651,3,"2,4,5",0,1,0,1,1
chr14,103921497,103921784,2,"2,5",0,1,0,0,1
chr14,104815933,104815936,2,"3,5",0,0,1,0,1
chr14,104815936,104816226,3,"2,3,5",0,1,1,0,1
chr14,104816226,104816243,2,"3,5",0,0,1,0,1
chr14,105086894,105087126,2,"4,5",0,0,0,1,1
chr14,105490895,105491140,2,"3,5",0,0,1,0,1
chr14,105491140,105491205,3,"2,3,5",0,1,1,0,1
chr14,105491205,105491413,2,"2,5",0,1,0,0,1
chr15,22710881,22711133,3,"2,4,5",0,1,0,1,1
chr15,22711133,22711233,2,"4,5",0,0,0,1,1
chr15,22775970,22776017,2,"4,5",0,0,0,1,1
chr15,22776017,22776266,3,"2,4,5",0,1,0,1,1
chr15,22776266,22776307,2,"2,5",0,1,0,0,1
chr15,22838264,22838464,2,"2,5",0,1,0,0,1
chr15,23565452,23565960,2,"4,5",0,0,0,1,1
chr15,28832075,28832365,2,"2,5",0,1,0,0,1
chr15,29821448,29821702,3,"2,4,5",0,1,0,1,1
chr15,29821702,29821718,2,"2,5",0,1,0,0,1
chr15,30903692,30903982,2,"2,5",0,1,0,0,1
chr15,30991663,30991953,2,"2,5",0,1,0,0,1
chr15,34101794,34101797,2,"4,5",0,0,0,1,1
chr15,34101797,34102090,3,"2,4,5",0,1,0,1,1
chr15,34102090,34102291,2,"2,5",0,1,0,0,1
chr15,34224804,34224807,2,"4,5",0,0,0,1,1
chr15,34224807,34225097,3,"2,4,5",0,1,0,1,1
chr15,34225097,34225100,2,"4,5",0,0,0,1,1
chr15,34337664,34338128,2,"4,5",0,0,0,1,1
chr15,34343113,34343115,2,"2,5",0,1,0,0,1
chr15,34343115,34343356,3,"2,4,5",0,1,0,1,1
chr15,34367550,34367564,2,"4,5",0,0,0,1,1
chr15,34367564,34367846,3,"2,4,5",0,1,0,1,1
chr15,34367846,34367854,2,"2,5",0,1,0,0,1
chr15,34969675,34969721,2,"2,5",0,1,0,0,1
chr15,34969721,34969965,3,"2,4,5",0,1,0,1,1
chr15,34969965,34970017,2,"4,5",0,0,0,1,1
chr15,34988253,34988493,2,"1,5",1,0,0,0,1
chr15,37101690,37101968,2,"2,5",0,1,0,0,1
chr15,38251813,38251844,3,"1,2,5",1,1,0,0,1
chr15,38251844,38252103,4,"1,2,4,5",1,1,0,1,1
chr15,38252103,38252140,3,"1,4,5",1,0,0,1,1
chr15,38252140,38252375,2,"1,5",1,0,0,0,1
chr15,38453997,38454278,3,"2,4,5",0,1,0,1,1
chr15,38454278,38454285,2,"2,5",0,1,0,0,1
chr15,39782740,39782748,2,"2,5",0,1,0,0,1
chr15,39782748,39782819,3,"2,3,5",0,1,1,0,1
chr15,39782819,39782898,4,"2,3,4,5",0,1,1,1,1
chr15,39782898,39783002,3,"2,3,5",0,1,1,0,1
chr15,39934017,39934313,2,"4,5",0,0,0,1,1
chr15,40038993,40039283,2,"2,5",0,1,0,0,1
chr15,40045120,40045140,2,"4,5",0,0,0,1,1
chr15,40045140,40045416,3,"2,4,5",0,1,0,1,1
chr15,40045416,40045427,2,"2,5",0,1,0,0,1
chr15,40266861,40266889,2,"4,5",0,0,0,1,1
chr15,40266889,40267083,3,"2,4,5",0,1,0,1,1
chr15,40267083,40267147,2,"4,5",0,0,0,1,1
chr15,40358170,40358409,2,"2,5",0,1,0,0,1
chr15,40368104,40368128,2,"2,5",0,1,0,0,1
chr15,40368128,40368394,3,"2,4,5",0,1,0,1,1
chr15,40368394,40368405,2,"4,5",0,0,0,1,1
chr15,40430334,40430418,2,"4,5",0,0,0,1,1
chr15,40430418,40430619,3,"2,4,5",0,1,0,1,1
chr15,40430619,40430708,2,"2,5",0,1,0,0,1
chr15,40559300,40559374,2,"1,5",1,0,0,0,1
chr15,40559374,40559376,3,"1,3,5",1,0,1,0,1
chr15,40559376,40559402,4,"1,3,4,5",1,0,1,1,1
chr15,40559402,40559634,5,"1,2,3,4,5",1,1,1,1,1
chr15,40564930,40565211,3,"2,4,5",0,1,0,1,1
chr15,40565211,40565219,2,"4,5",0,0,0,1,1
chr15,40593780,40593792,2,"2,5",0,1,0,0,1
chr15,40593792,40594063,3,"2,4,5",0,1,0,1,1
chr15,40594063,40594088,2,"4,5",0,0,0,1,1
chr15,40679128,40679396,2,"2,5",0,1,0,0,1
chr15,40847378,40847610,3,"2,4,5",0,1,0,1,1
chr15,40847610,40847635,2,"2,5",0,1,0,0,1
chr15,40873654,40873909,2,"2,5",0,1,0,0,1
chr15,40894326,40894330,2,"4,5",0,0,0,1,1
chr15,40894330,40894561,3,"2,4,5",0,1,0,1,1
chr15,40906335,40906625,2,"2,5",0,1,0,0,1
chr15,40941806,40941845,2,"4,5",0,0,0,1,1
chr15,40941845,40942102,3,"2,4,5",0,1,0,1,1
chr15,40942102,40942135,2,"2,5",0,1,0,0,1
chr15,41115737,41115872,2,"2,5",0,1,0,0,1
chr15,41116484,41116778,2,"4,5",0,0,0,1,1
chr15,41230616,41230912,2,"4,5",0,0,0,1,1
chr15,41231128,41231424,2,"4,5",0,0,0,1,1
chr15,41283800,41284090,2,"2,5",0,1,0,0,1
chr15,41332520,41332810,2,"2,5",0,1,0,0,1
chr15,41402348,41402367,2,"1,5",1,0,0,0,1
chr15,41402367,41402370,3,"1,2,5",1,1,0,0,1
chr15,41402370,41402647,4,"1,2,4,5",1,1,0,1,1
chr15,41513599,41514088,2,"2,5",0,1,0,0,1
chr15,41774022,41774219,2,"2,5",0,1,0,0,1
chr15,41774443,41774477,2,"4,5",0,0,0,1,1
chr15,41774477,41774739,3,"2,4,5",0,1,0,1,1
chr15,41774739,41774767,2,"2,5",0,1,0,0,1
chr15,41828168,41828458,2,"2,5",0,1,0,0,1
chr15,41972709,41972713,2,"4,5",0,0,0,1,1
chr15,41972713,41973003,3,"2,4,5",0,1,0,1,1
chr15,41973003,41973005,2,"4,5",0,0,0,1,1
chr15,42491008,42491304,2,"4,5",0,0,0,1,1
chr15,42548651,42548941,2,"2,5",0,1,0,0,1
chr15,42575177,42575467,2,"2,5",0,1,0,0,1
chr15,43105972,43106262,2,"2,5",0,1,0,0,1
chr15,43122975,43122984,2,"3,5",0,0,1,0,1
chr15,43122984,43123143,3,"2,3,5",0,1,1,0,1
chr15,43123143,43123274,2,"2,5",0,1,0,0,1
chr15,43133525,43133815,2,"2,5",0,1,0,0,1
chr15,43185119,43185157,2,"2,5",0,1,0,0,1
chr15,43185157,43185402,3,"2,4,5",0,1,0,1,1
chr15,43185402,43185453,2,"4,5",0,0,0,1,1
chr15,43230633,43230640,2,"4,5",0,0,0,1,1
chr15,43230640,43230930,3,"2,4,5",0,1,0,1,1
chr15,43230930,43230980,2,"4,5",0,0,0,1,1
chr15,43330423,43330501,2,"4,5",0,0,0,1,1
chr15,43330501,43330719,3,"2,4,5",0,1,0,1,1
chr15,43330719,43330784,2,"2,5",0,1,0,0,1
chr15,43791883,43792179,2,"4,5",0,0,0,1,1
chr15,43824549,43824906,2,"2,5",0,1,0,0,1
chr15,44288608,44288898,2,"2,5",0,1,0,0,1
chr15,44426852,44426854,2,"1,5",1,0,0,0,1
chr15,44426854,44426950,3,"1,4,5",1,0,0,1,1
chr15,44426950,44427049,4,"1,2,4,5",1,1,0,1,1
chr15,44427049,44427056,3,"1,4,5",1,0,0,1,1
chr15,44427056,44427150,4,"1,2,4,5",1,1,0,1,1
chr15,44427150,44427212,3,"1,2,5",1,1,0,0,1
chr15,44427212,44427346,2,"2,5",0,1,0,0,1
chr15,44536556,44536840,2,"2,5",0,1,0,0,1
chr15,44536933,44537229,2,"4,5",0,0,0,1,1
chr15,44663675,44663962,2,"2,5",0,1,0,0,1
chr15,44711263,44711487,2,"2,5",0,1,0,0,1
chr15,44728682,44728700,2,"3,5",0,0,1,0,1
chr15,44728700,44728726,3,"2,3,5",0,1,1,0,1
chr15,44728726,44728892,4,"2,3,4,5",0,1,1,1,1
chr15,44728892,44728900,3,"2,3,5",0,1,1,0,1
chr15,44728900,44728992,2,"3,5",0,0,1,0,1
chr15,45118129,45118141,2,"2,5",0,1,0,0,1
chr15,45118141,45118419,3,"2,4,5",0,1,0,1,1
chr15,45118419,45118431,2,"4,5",0,0,0,1,1
chr15,45167345,45167675,2,"4,5",0,0,0,1,1
chr15,45198528,45198818,2,"2,5",0,1,0,0,1
chr15,45198902,45198918,2,"2,5",0,1,0,0,1
chr15,45198918,45199151,3,"2,4,5",0,1,0,1,1
chr15,45200346,45200636,2,"2,5",0,1,0,0,1
chr15,45402226,45402229,2,"2,5",0,1,0,0,1
chr15,45402229,45402516,3,"2,4,5",0,1,0,1,1
chr15,45402516,45402525,2,"4,5",0,0,0,1,1
chr15,45587233,45587523,2,"2,5",0,1,0,0,1
chr15,48878087,48878196,2,"1,5",1,0,0,0,1
chr15,48878196,48878488,3,"1,4,5",1,0,0,1,1
chr15,49046383,49046410,2,"4,5",0,0,0,1,1
chr15,49046410,49046679,3,"2,4,5",0,1,0,1,1
chr15,49046679,49046700,2,"2,5",0,1,0,0,1
chr15,49155550,49155840,2,"2,5",0,1,0,0,1
chr15,49169946,49169969,2,"2,5",0,1,0,0,1
chr15,49169969,49170236,3,"2,4,5",0,1,0,1,1
chr15,49170236,49170491,2,"4,5",0,0,0,1,1
chr15,49620731,49620846,2,"2,5",0,1,0,0,1
chr15,49620846,49621021,3,"2,4,5",0,1,0,1,1
chr15,49621021,49621142,2,"4,5",0,0,0,1,1
chr15,50355003,50355061,2,"2,5",0,1,0,0,1
chr15,50355061,50355293,3,"2,4,5",0,1,0,1,1
chr15,50355293,50355357,2,"4,5",0,0,0,1,1
chr15,50686653,50686949,2,"4,5",0,0,0,1,1
chr15,50908405,50908695,2,"2,5",0,1,0,0,1
chr15,51681441,51681479,2,"2,5",0,1,0,0,1
chr15,51681479,51681564,3,"2,4,5",0,1,0,1,1
chr15,51681564,51681578,2,"2,5",0,1,0,0,1
chr15,52019025,52019154,2,"4,5",0,0,0,1,1
chr15,52019698,52019988,2,"2,5",0,1,0,0,1
chr15,55196936,55197226,2,"2,5",0,1,0,0,1
chr15,55319039,55319329,2,"2,5",0,1,0,0,1
chr15,56243780,56244047,2,"2,5",0,1,0,0,1
chr15,56246049,56246323,2,"2,5",0,1,0,0,1
chr15,56733482,56733772,2,"2,5",0,1,0,0,1
chr15,56887116,56887165,2,"4,5",0,0,0,1,1
chr15,56887165,56887412,3,"2,4,5",0,1,0,1,1
chr15,56887412,56887455,2,"2,5",0,1,0,0,1
chr15,57324131,57324421,2,"2,5",0,1,0,0,1
chr15,58065595,58065625,2,"4,5",0,0,0,1,1
chr15,58065625,58065876,3,"2,4,5",0,1,0,1,1
chr15,58065876,58065915,2,"2,5",0,1,0,0,1
chr15,58430010,58430026,2,"4,5",0,0,0,1,1
chr15,58430026,58430034,3,"2,4,5",0,1,0,1,1
chr15,58430034,58430306,4,"2,3,4,5",0,1,1,1,1
chr15,58430306,58430316,3,"2,3,5",0,1,1,0,1
chr15,58430316,58430341,2,"3,5",0,0,1,0,1
chr15,58521555,58521851,3,"3,4,5",0,0,1,1,1
chr15,58521851,58521865,2,"3,5",0,0,1,0,1
chr15,58770936,58771226,2,"2,5",0,1,0,0,1
chr15,58771283,58771446,2,"4,5",0,0,0,1,1
chr15,59138225,59138245,2,"4,5",0,0,0,1,1
chr15,59138245,59138265,3,"3,4,5",0,0,1,1,1
chr15,59138265,59138521,4,"2,3,4,5",0,1,1,1,1
chr15,59138521,59138527,3,"2,3,5",0,1,1,0,1
chr15,59689296,59689586,2,"2,5",0,1,0,0,1
chr15,60397082,60397267,3,"2,4,5",0,1,0,1,1
chr15,60397267,60397271,2,"4,5",0,0,0,1,1
chr15,60478999,60479133,2,"2,5",0,1,0,0,1
chr15,60479133,60479289,3,"2,4,5",0,1,0,1,1
chr15,60479289,60479408,2,"4,5",0,0,0,1,1
chr15,62060413,62060703,2,"2,5",0,1,0,0,1
chr15,62390355,62390618,2,"2,5",0,1,0,0,1
chr15,63048243,63048269,2,"2,5",0,1,0,0,1
chr15,63048269,63048533,3,"2,4,5",0,1,0,1,1
chr15,63048533,63048565,2,"4,5",0,0,0,1,1
chr15,63122256,63122552,2,"4,5",0,0,0,1,1
chr15,63504394,63504411,2,"3,5",0,0,1,0,1
chr15,63504411,63504463,3,"2,3,5",0,1,1,0,1
chr15,63504463,63504701,4,"2,3,4,5",0,1,1,1,1
chr15,63504701,63504704,3,"3,4,5",0,0,1,1,1
chr15,63504704,63504918,2,"4,5",0,0,0,1,1
chr15,63896826,63896852,2,"4,5",0,0,0,1,1
chr15,63896852,63896922,3,"3,4,5",0,0,1,1,1
chr15,63896922,63897044,4,"2,3,4,5",0,1,1,1,1
chr15,63897044,63897106,3,"3,4,5",0,0,1,1,1
chr15,63897106,63897108,2,"3,5",0,0,1,0,1
chr15,63918913,63918926,3,"2,4,5",0,1,0,1,1
chr15,63918926,63919140,4,"2,3,4,5",0,1,1,1,1
chr15,64093865,64093913,2,"2,5",0,1,0,0,1
chr15,64093913,64094155,3,"1,2,5",1,1,0,0,1
chr15,64094155,64094273,2,"1,5",1,0,0,0,1
chr15,64153592,64153845,2,"2,5",0,1,0,0,1
chr15,64163226,64163516,2,"2,5",0,1,0,0,1
chr15,64356121,64356417,2,"4,5",0,0,0,1,1
chr15,64381479,64381743,2,"4,5",0,0,0,1,1
chr15,64387578,64387624,2,"2,5",0,1,0,0,1
chr15,64387624,64387646,3,"2,3,5",0,1,1,0,1
chr15,64387646,64387868,4,"2,3,4,5",0,1,1,1,1
chr15,64387868,64387934,3,"3,4,5",0,0,1,1,1
chr15,64387934,64387942,2,"4,5",0,0,0,1,1
chr15,64460362,64460377,2,"2,5",0,1,0,0,1
chr15,64460377,64460383,3,"2,3,5",0,1,1,0,1
chr15,64460383,64460652,4,"2,3,4,5",0,1,1,1,1
chr15,64460652,64460679,3,"3,4,5",0,0,1,1,1
chr15,64460679,64460687,2,"3,5",0,0,1,0,1
chr15,64695517,64695561,2,"1,5",1,0,0,0,1
chr15,64695561,64695562,3,"1,4,5",1,0,0,1,1
chr15,64695562,64695593,4,"1,2,4,5",1,1,0,1,1
chr15,64695593,64695787,5,"1,2,3,4,5",1,1,1,1,1
chr15,64695787,64695828,4,"1,2,4,5",1,1,0,1,1
chr15,64695828,64695873,2,"1,5",1,0,0,0,1
chr15,64835754,64836044,2,"2,5",0,1,0,0,1
chr15,65185545,65185794,2,"2,5",0,1,0,0,1
chr15,65237009,65237067,2,"1,5",1,0,0,0,1
chr15,65237067,65237075,3,"1,4,5",1,0,0,1,1
chr15,65237075,65237100,4,"1,2,4,5",1,1,0,1,1
chr15,65237100,65237190,5,"1,2,3,4,5",1,1,1,1,1
chr15,65237190,65237243,4,"1,2,4,5",1,1,0,1,1
chr15,65237243,65237250,3,"1,4,5",1,0,0,1,1
chr15,65237250,65237350,2,"1,5",1,0,0,0,1
chr15,65286812,65287102,2,"2,5",0,1,0,0,1
chr15,65296054,65296344,2,"2,5",0,1,0,0,1
chr15,65304859,65304870,2,"2,5",0,1,0,0,1
chr15,65304870,65305149,3,"2,3,5",0,1,1,0,1
chr15,65305149,65305180,2,"3,5",0,0,1,0,1
chr15,65611045,65611053,2,"2,5",0,1,0,0,1
chr15,65611053,65611335,3,"2,4,5",0,1,0,1,1
chr15,65611335,65611349,2,"4,5",0,0,0,1,1
chr15,65902397,65902444,2,"2,5",0,1,0,0,1
