chrom,start,end,num,list,ENCFF089XUG_MAZ_sorted.bed,ENCFF147KVT_MAZ_sorted.bed,ENCFF372CNC_MAZ_sorted.bed,ENCFF547ETZ_MAZ_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr11,62665139,62665160,4,"2,3,4,5",0,1,1,1,1
chr11,62665160,62665443,5,"1,2,3,4,5",1,1,1,1,1
chr11,62665443,62665511,4,"1,3,4,5",1,0,1,1,1
chr11,62665511,62665563,3,"1,3,5",1,0,1,0,1
chr11,62665563,62665576,2,"1,5",1,0,0,0,1
chr11,62665755,62665768,2,"2,5",0,1,0,0,1
chr11,62665768,62665782,3,"1,2,5",1,1,0,0,1
chr11,62665782,62665868,4,"1,2,3,5",1,1,1,0,1
chr11,62665868,62666045,5,"1,2,3,4,5",1,1,1,1,1
chr11,62666045,62666074,4,"1,2,3,5",1,1,1,0,1
chr11,62671464,62671553,2,"4,5",0,0,0,1,1
chr11,62671553,62671655,3,"1,4,5",1,0,0,1,1
chr11,62671655,62671860,4,"1,3,4,5",1,0,1,1,1
chr11,62671860,62671969,3,"1,3,5",1,0,1,0,1
chr11,62671969,62672079,2,"3,5",0,0,1,0,1
chr11,62678814,62679230,2,"1,5",1,0,0,0,1
chr11,62706077,62706095,2,"4,5",0,0,0,1,1
chr11,62706095,62706473,3,"1,4,5",1,0,0,1,1
chr11,62706473,62706511,2,"1,5",1,0,0,0,1
chr11,62709306,62709430,2,"3,5",0,0,1,0,1
chr11,62709430,62709461,3,"3,4,5",0,0,1,1,1
chr11,62709461,62709464,4,"2,3,4,5",0,1,1,1,1
chr11,62709464,62709730,5,"1,2,3,4,5",1,1,1,1,1
chr11,62709730,62709781,4,"1,2,4,5",1,1,0,1,1
chr11,62709781,62709826,3,"1,4,5",1,0,0,1,1
chr11,62709826,62709880,2,"1,5",1,0,0,0,1
chr11,62726984,62727502,2,"1,5",1,0,0,0,1
chr11,62727502,62727537,3,"1,3,5",1,0,1,0,1
chr11,62727537,62727604,4,"1,2,3,5",1,1,1,0,1
chr11,62727604,62727857,3,"2,3,5",0,1,1,0,1
chr11,62727857,62727926,2,"3,5",0,0,1,0,1
chr11,62728221,62728240,2,"4,5",0,0,0,1,1
chr11,62728349,62728404,2,"4,5",0,0,0,1,1
chr11,62728404,62728617,3,"1,4,5",1,0,0,1,1
chr11,62728617,62728750,2,"1,5",1,0,0,0,1
chr11,62753992,62754014,2,"4,5",0,0,0,1,1
chr11,62754014,62754388,3,"1,4,5",1,0,0,1,1
chr11,62754388,62754430,2,"1,5",1,0,0,0,1
chr11,62761311,62761341,2,"1,5",1,0,0,0,1
chr11,62761341,62761737,3,"1,4,5",1,0,0,1,1
chr11,62761737,62761937,2,"1,5",1,0,0,0,1
chr11,62771407,62771460,2,"3,5",0,0,1,0,1
chr11,62771460,62771505,3,"2,3,5",0,1,1,0,1
chr11,62771505,62771527,4,"1,2,3,5",1,1,1,0,1
chr11,62771527,62771745,5,"1,2,3,4,5",1,1,1,1,1
chr11,62771745,62771754,4,"1,2,3,5",1,1,1,0,1
chr11,62771754,62771780,3,"2,3,5",0,1,1,0,1
chr11,62771780,62771831,2,"3,5",0,0,1,0,1
chr11,62787133,62787150,2,"4,5",0,0,0,1,1
chr11,62787150,62787529,3,"3,4,5",0,0,1,1,1
chr11,62787529,62787574,2,"3,5",0,0,1,0,1
chr11,62791735,62791790,2,"1,5",1,0,0,0,1
chr11,62791790,62791827,3,"1,2,5",1,1,0,0,1
chr11,62791827,62792000,4,"1,2,3,5",1,1,1,0,1
chr11,62792000,62792110,5,"1,2,3,4,5",1,1,1,1,1
chr11,62792110,62792131,4,"1,3,4,5",1,0,1,1,1
chr11,62792131,62792151,3,"1,3,5",1,0,1,0,1
chr11,62792151,62792175,2,"3,5",0,0,1,0,1
chr11,62805230,62805307,2,"1,5",1,0,0,0,1
chr11,62805307,62805409,3,"1,3,5",1,0,1,0,1
chr11,62805409,62805729,4,"1,2,3,5",1,1,1,0,1
chr11,62805729,62805731,3,"1,3,5",1,0,1,0,1
chr11,62805731,62805845,2,"1,5",1,0,0,0,1
chr11,62831316,62831732,2,"1,5",1,0,0,0,1
chr11,62831960,62831993,2,"1,5",1,0,0,0,1
chr11,62831993,62832182,3,"1,4,5",1,0,0,1,1
chr11,62832182,62832376,4,"1,3,4,5",1,0,1,1,1
chr11,62832376,62832389,3,"3,4,5",0,0,1,1,1
chr11,62832389,62832511,2,"3,5",0,0,1,0,1
chr11,62841303,62841408,2,"3,5",0,0,1,0,1
chr11,62841408,62841429,3,"3,4,5",0,0,1,1,1
chr11,62841429,62841495,4,"1,3,4,5",1,0,1,1,1
chr11,62841495,62841727,5,"1,2,3,4,5",1,1,1,1,1
chr11,62841727,62841815,4,"1,2,4,5",1,1,0,1,1
chr11,62841815,62841845,3,"1,4,5",1,0,0,1,1
chr11,62841845,62841850,2,"4,5",0,0,0,1,1
chr11,62841949,62842032,2,"4,5",0,0,0,1,1
chr11,62855678,62855790,2,"3,5",0,0,1,0,1
chr11,62855790,62856054,3,"2,3,5",0,1,1,0,1
chr11,62856054,62856102,4,"1,2,3,5",1,1,1,0,1
chr11,62856102,62856110,3,"1,2,5",1,1,0,0,1
chr11,62856110,62856410,2,"1,5",1,0,0,0,1
chr11,63567313,63567709,2,"4,5",0,0,0,1,1
chr11,63631485,63631881,2,"4,5",0,0,0,1,1
chr11,63671446,63671549,2,"1,5",1,0,0,0,1
chr11,63671549,63671570,3,"1,4,5",1,0,0,1,1
chr11,63671570,63671841,4,"1,2,4,5",1,1,0,1,1
chr11,63671841,63671890,3,"2,4,5",0,1,0,1,1
chr11,63671890,63671945,2,"4,5",0,0,0,1,1
chr11,63681257,63681360,2,"2,5",0,1,0,0,1
chr11,63681360,63681468,3,"1,2,5",1,1,0,0,1
chr11,63681468,63681577,4,"1,2,3,5",1,1,1,0,1
chr11,63681577,63681845,3,"1,3,5",1,0,1,0,1
chr11,63681845,63682092,2,"3,5",0,0,1,0,1
chr11,63769071,63769123,2,"1,5",1,0,0,0,1
chr11,63769123,63769436,3,"1,2,5",1,1,0,0,1
chr11,63813183,63813199,3,"1,3,5",1,0,1,0,1
chr11,63813199,63813276,4,"1,3,4,5",1,0,1,1,1
chr11,63813276,63813455,5,"1,2,3,4,5",1,1,1,1,1
chr11,63813455,63813586,4,"1,2,4,5",1,1,0,1,1
chr11,63813586,63813595,3,"2,4,5",0,1,0,1,1
chr11,63813595,63813596,2,"2,5",0,1,0,0,1
chr11,63813832,63814241,2,"1,5",1,0,0,0,1
chr11,63838644,63838672,2,"4,5",0,0,0,1,1
chr11,63838672,63838788,3,"3,4,5",0,0,1,1,1
chr11,63838788,63839040,4,"1,3,4,5",1,0,1,1,1
chr11,63839040,63839096,3,"1,3,5",1,0,1,0,1
chr11,63839096,63839210,2,"1,5",1,0,0,0,1
chr11,63839210,63839401,3,"1,2,5",1,1,0,0,1
chr11,63888233,63888657,2,"3,5",0,0,1,0,1
chr11,63916986,63917382,2,"4,5",0,0,0,1,1
chr11,63938576,63938644,2,"3,5",0,0,1,0,1
chr11,63938644,63938669,3,"2,3,5",0,1,1,0,1
chr11,63938669,63938766,4,"1,2,3,5",1,1,1,0,1
chr11,63938766,63938933,5,"1,2,3,4,5",1,1,1,1,1
chr11,63938933,63938937,4,"2,3,4,5",0,1,1,1,1
chr11,63938937,63938964,3,"2,3,5",0,1,1,0,1
chr11,63938964,63939000,2,"3,5",0,0,1,0,1
chr11,63974419,63974450,2,"4,5",0,0,0,1,1
chr11,63974450,63974462,3,"1,4,5",1,0,0,1,1
chr11,63974462,63974568,4,"1,3,4,5",1,0,1,1,1
chr11,63974568,63974645,3,"1,4,5",1,0,0,1,1
chr11,63974645,63974866,2,"1,5",1,0,0,0,1
chr11,63986281,63986290,2,"4,5",0,0,0,1,1
chr11,63986290,63986299,3,"1,4,5",1,0,0,1,1
chr11,63986299,63986321,4,"1,2,4,5",1,1,0,1,1
chr11,63986321,63986480,5,"1,2,3,4,5",1,1,1,1,1
chr11,63986480,63986500,4,"1,2,4,5",1,1,0,1,1
chr11,63986500,63986619,3,"1,2,5",1,1,0,0,1
chr11,63986619,63986706,2,"1,5",1,0,0,0,1
chr11,64185450,64185562,2,"1,5",1,0,0,0,1
chr11,64185562,64185851,3,"1,2,5",1,1,0,0,1
chr11,64185851,64185882,4,"1,2,3,5",1,1,1,0,1
chr11,64185882,64186275,3,"1,3,5",1,0,1,0,1
chr11,64186275,64186348,2,"1,5",1,0,0,0,1
chr11,64206407,64206439,2,"4,5",0,0,0,1,1
chr11,64206439,64206486,3,"2,4,5",0,1,0,1,1
chr11,64206486,64206759,4,"1,2,4,5",1,1,0,1,1
chr11,64206759,64206803,3,"1,4,5",1,0,0,1,1
chr11,64206803,64206902,2,"1,5",1,0,0,0,1
chr11,64207622,64207685,2,"1,5",1,0,0,0,1
chr11,64207685,64207776,3,"1,3,5",1,0,1,0,1
chr11,64207776,64207881,4,"1,2,3,5",1,1,1,0,1
chr11,64207881,64207997,5,"1,2,3,4,5",1,1,1,1,1
chr11,64207997,64208038,4,"1,2,3,5",1,1,1,0,1
chr11,64208038,64208075,3,"2,3,5",0,1,1,0,1
chr11,64225790,64226180,2,"3,5",0,0,1,0,1
chr11,64226180,64226400,3,"2,3,5",0,1,1,0,1
chr11,64226479,64226500,3,"2,3,5",0,1,1,0,1
chr11,64226500,64226563,2,"3,5",0,0,1,0,1
chr11,64226563,64226572,3,"1,3,5",1,0,1,0,1
chr11,64226572,64226648,2,"1,5",1,0,0,0,1
chr11,64226648,64226979,3,"1,4,5",1,0,0,1,1
chr11,64226979,64227018,2,"4,5",0,0,0,1,1
chr11,64230399,64230415,2,"1,5",1,0,0,0,1
chr11,64230415,64230735,3,"1,2,5",1,1,0,0,1
chr11,64230735,64230839,2,"1,5",1,0,0,0,1
chr11,64234300,64234479,4,"1,2,4,5",1,1,0,1,1
chr11,64234479,64234526,3,"1,4,5",1,0,0,1,1
chr11,64234526,64234573,2,"4,5",0,0,0,1,1
chr11,64234878,64234880,2,"3,5",0,0,1,0,1
chr11,64234880,64234907,3,"2,3,5",0,1,1,0,1
chr11,64234907,64234995,4,"2,3,4,5",0,1,1,1,1
chr11,64234995,64235112,5,"1,2,3,4,5",1,1,1,1,1
chr11,64235112,64235200,4,"2,3,4,5",0,1,1,1,1
chr11,64235200,64235211,3,"3,4,5",0,0,1,1,1
chr11,64240806,64240999,2,"3,5",0,0,1,0,1
chr11,64240999,64241002,3,"3,4,5",0,0,1,1,1
chr11,64241002,64241056,4,"2,3,4,5",0,1,1,1,1
chr11,64241056,64241322,5,"1,2,3,4,5",1,1,1,1,1
chr11,64241322,64241382,4,"1,3,4,5",1,0,1,1,1
chr11,64241382,64241395,3,"1,4,5",1,0,0,1,1
chr11,64241395,64241544,2,"1,5",1,0,0,0,1
chr11,64246829,64247083,2,"4,5",0,0,0,1,1
chr11,64247331,64247412,3,"1,4,5",1,0,0,1,1
chr11,64247412,64247639,4,"1,2,4,5",1,1,0,1,1
chr11,64251215,64251235,2,"1,5",1,0,0,0,1
chr11,64251235,64251279,3,"1,4,5",1,0,0,1,1
chr11,64251279,64251599,4,"1,2,4,5",1,1,0,1,1
chr11,64251599,64251631,3,"1,4,5",1,0,0,1,1
chr11,64251631,64251777,2,"4,5",0,0,0,1,1
chr11,64269691,64269899,2,"1,5",1,0,0,0,1
chr11,64269899,64270219,3,"1,2,5",1,1,0,0,1
chr11,64270219,64270572,2,"1,5",1,0,0,0,1
chr11,64270605,64270948,2,"3,5",0,0,1,0,1
chr11,64270948,64270964,3,"3,4,5",0,0,1,1,1
chr11,64271314,64271332,2,"4,5",0,0,0,1,1
chr11,64271332,64271669,3,"1,4,5",1,0,0,1,1
chr11,64271669,64271737,2,"1,5",1,0,0,0,1
chr11,64284544,64284601,4,"1,3,4,5",1,0,1,1,1
chr11,64284601,64284872,5,"1,2,3,4,5",1,1,1,1,1
chr11,64284872,64284893,4,"1,2,3,5",1,1,1,0,1
chr11,64284893,64284921,3,"2,3,5",0,1,1,0,1
chr11,64284921,64284927,2,"3,5",0,0,1,0,1
chr11,64285014,64285163,2,"3,5",0,0,1,0,1
chr11,64285163,64285178,3,"3,4,5",0,0,1,1,1
chr11,64285178,64285197,4,"2,3,4,5",0,1,1,1,1
chr11,64285197,64285362,3,"2,4,5",0,1,0,1,1
chr11,64285362,64285498,4,"1,2,4,5",1,1,0,1,1
chr11,64285498,64285559,3,"1,4,5",1,0,0,1,1
chr11,64285559,64285634,2,"1,5",1,0,0,0,1
chr11,64285634,64285954,3,"1,2,5",1,1,0,0,1
chr11,64285954,64285977,2,"1,5",1,0,0,0,1
chr11,64304344,64304927,3,"3,4,5",0,0,1,1,1
chr11,64304927,64304998,2,"3,5",0,0,1,0,1
chr11,64305181,64305189,2,"2,5",0,1,0,0,1
chr11,64305189,64305242,3,"2,4,5",0,1,0,1,1
chr11,64305242,64305501,4,"1,2,4,5",1,1,0,1,1
chr11,64305501,64305506,3,"1,4,5",1,0,0,1,1
chr11,64305506,64305723,4,"1,2,4,5",1,1,0,1,1
chr11,64305723,64305765,3,"1,2,5",1,1,0,0,1
chr11,64305765,64305826,2,"2,5",0,1,0,0,1
chr11,64305891,64305953,2,"3,5",0,0,1,0,1
chr11,64305953,64305977,3,"3,4,5",0,0,1,1,1
chr11,64305977,64306315,4,"1,3,4,5",1,0,1,1,1
chr11,64306315,64306349,3,"1,4,5",1,0,0,1,1
chr11,64306349,64306393,2,"1,5",1,0,0,0,1
chr11,64317901,64317984,2,"3,5",0,0,1,0,1
chr11,64317984,64317986,3,"3,4,5",0,0,1,1,1
chr11,64317986,64318325,4,"1,3,4,5",1,0,1,1,1
chr11,64318325,64318380,3,"1,4,5",1,0,0,1,1
chr11,64318380,64318402,2,"1,5",1,0,0,0,1
chr11,64331751,64332138,2,"4,5",0,0,0,1,1
chr11,64335133,64335759,2,"4,5",0,0,0,1,1
chr11,64339960,64340001,3,"1,4,5",1,0,0,1,1
chr11,64340001,64340301,4,"1,2,4,5",1,1,0,1,1
chr11,64340301,64340321,3,"2,4,5",0,1,0,1,1
chr11,64340321,64340343,2,"4,5",0,0,0,1,1
chr11,64342500,64342897,2,"1,5",1,0,0,0,1
chr11,64355101,64355360,4,"1,2,4,5",1,1,0,1,1
chr11,64355360,64355398,3,"1,4,5",1,0,0,1,1
chr11,64355398,64355406,2,"1,5",1,0,0,0,1
chr11,64358957,64359232,3,"1,2,5",1,1,0,0,1
chr11,64359232,64359259,2,"1,5",1,0,0,0,1
chr11,64360131,64360369,3,"1,4,5",1,0,0,1,1
chr11,64360369,64360417,2,"1,5",1,0,0,0,1
chr11,64449580,64449842,2,"4,5",0,0,0,1,1
chr11,64723374,64723462,2,"1,5",1,0,0,0,1
chr11,64723462,64723470,3,"1,4,5",1,0,0,1,1
chr11,64723470,64723790,4,"1,2,4,5",1,1,0,1,1
chr11,64723790,64724070,2,"4,5",0,0,0,1,1
chr11,64742811,64742821,2,"1,5",1,0,0,0,1
chr11,64742821,64743217,3,"1,4,5",1,0,0,1,1
chr11,64743217,64743227,2,"1,5",1,0,0,0,1
chr11,64745164,64745292,5,"1,2,3,4,5",1,1,1,1,1
chr11,64745292,64745355,4,"2,3,4,5",0,1,1,1,1
chr11,64745355,64745405,3,"3,4,5",0,0,1,1,1
chr11,64745592,64745873,2,"4,5",0,0,0,1,1
chr11,64745873,64745988,3,"3,4,5",0,0,1,1,1
chr11,64745988,64746297,2,"3,5",0,0,1,0,1
chr11,64778223,64778539,3,"1,2,5",1,1,0,0,1
chr11,64778539,64778598,2,"1,5",1,0,0,0,1
chr11,64778716,64778785,2,"3,5",0,0,1,0,1
chr11,64778785,64778828,3,"1,3,5",1,0,1,0,1
chr11,64778828,64778854,4,"1,2,3,5",1,1,1,0,1
chr11,64778854,64779028,5,"1,2,3,4,5",1,1,1,1,1
chr11,64779028,64779140,4,"1,2,3,5",1,1,1,0,1
chr11,64779140,64779148,3,"1,2,5",1,1,0,0,1
chr11,64779148,64779256,2,"1,5",1,0,0,0,1
chr11,64802896,64803470,2,"4,5",0,0,0,1,1
chr11,64810444,64810453,2,"1,5",1,0,0,0,1
chr11,64810453,64810625,3,"1,4,5",1,0,0,1,1
chr11,64810625,64811049,4,"1,3,4,5",1,0,1,1,1
chr11,64811049,64811051,3,"1,4,5",1,0,0,1,1
chr11,64811051,64811062,2,"1,5",1,0,0,0,1
chr11,64844337,64844830,2,"1,5",1,0,0,0,1
chr11,64847159,64847162,2,"4,5",0,0,0,1,1
chr11,64847162,64847491,3,"1,4,5",1,0,0,1,1
chr11,64847491,64847567,2,"1,5",1,0,0,0,1
chr11,64851182,64851214,2,"1,5",1,0,0,0,1
chr11,64851214,64851272,3,"1,4,5",1,0,0,1,1
chr11,64851272,64851291,4,"1,2,4,5",1,1,0,1,1
chr11,64851291,64851592,5,"1,2,3,4,5",1,1,1,1,1
chr11,64851592,64851598,4,"1,3,4,5",1,0,1,1,1
chr11,64851598,64851610,3,"3,4,5",0,0,1,1,1
chr11,64851610,64851628,2,"3,5",0,0,1,0,1
chr11,64859149,64859203,3,"1,2,5",1,1,0,0,1
chr11,64859203,64859225,2,"2,5",0,1,0,0,1
chr11,64859466,64859557,2,"3,5",0,0,1,0,1
chr11,64859557,64859605,3,"1,3,5",1,0,1,0,1
chr11,64859605,64859890,4,"1,2,3,5",1,1,1,0,1
chr11,64859890,64859925,3,"1,2,5",1,1,0,0,1
chr11,64859925,64859973,2,"1,5",1,0,0,0,1
chr11,64878458,64878461,3,"2,3,5",0,1,1,0,1
chr11,64878461,64878581,4,"1,2,3,5",1,1,1,0,1
chr11,64878581,64878759,5,"1,2,3,4,5",1,1,1,1,1
chr11,64878759,64878778,4,"2,3,4,5",0,1,1,1,1
chr11,64878778,64878784,3,"3,4,5",0,0,1,1,1
chr11,64878784,64878882,4,"1,3,4,5",1,0,1,1,1
chr11,64878882,64878990,3,"1,4,5",1,0,0,1,1
chr11,64878990,64879073,2,"4,5",0,0,0,1,1
chr11,64887853,64887866,2,"1,5",1,0,0,0,1
chr11,64887866,64887901,3,"1,3,5",1,0,1,0,1
chr11,64887901,64887967,4,"1,2,3,5",1,1,1,0,1
chr11,64887967,64888173,5,"1,2,3,4,5",1,1,1,1,1
chr11,64888173,64888221,4,"1,2,3,5",1,1,1,0,1
chr11,64888221,64888269,3,"1,3,5",1,0,1,0,1
chr11,64888269,64888290,2,"3,5",0,0,1,0,1
chr11,64894253,64894307,2,"4,5",0,0,0,1,1
chr11,64894307,64894579,3,"1,4,5",1,0,0,1,1
chr11,64917090,64917486,2,"4,5",0,0,0,1,1
chr11,64924015,64924302,5,"1,2,3,4,5",1,1,1,1,1
chr11,64924302,64924316,4,"2,3,4,5",0,1,1,1,1
chr11,64924316,64924342,3,"3,4,5",0,0,1,1,1
chr11,64924342,64924366,2,"3,5",0,0,1,0,1
chr11,64924533,64924545,2,"4,5",0,0,0,1,1
chr11,64924545,64924556,3,"2,4,5",0,1,0,1,1
chr11,64924556,64924566,4,"1,2,4,5",1,1,0,1,1
chr11,64924566,64924707,5,"1,2,3,4,5",1,1,1,1,1
chr11,64924707,64924751,4,"1,2,4,5",1,1,0,1,1
chr11,64924751,64924761,3,"1,2,5",1,1,0,0,1
chr11,64924761,64924865,2,"2,5",0,1,0,0,1
chr11,64996802,64997226,2,"3,5",0,0,1,0,1
chr11,65013513,65013653,3,"3,4,5",0,0,1,1,1
chr11,65013653,65013853,4,"2,3,4,5",0,1,1,1,1
chr11,65013853,65013897,3,"2,3,5",0,1,1,0,1
chr11,65013897,65013973,2,"2,5",0,1,0,0,1
chr11,65014121,65014173,2,"3,5",0,0,1,0,1
chr11,65014173,65014201,3,"3,4,5",0,0,1,1,1
chr11,65014201,65014376,4,"1,3,4,5",1,0,1,1,1
chr11,65014376,65014545,5,"1,2,3,4,5",1,1,1,1,1
chr11,65014545,65014569,4,"1,2,4,5",1,1,0,1,1
chr11,65014569,65014617,3,"1,2,5",1,1,0,0,1
chr11,65014617,65014696,2,"2,5",0,1,0,0,1
chr11,65027305,65027324,2,"4,5",0,0,0,1,1
chr11,65027324,65027329,3,"2,4,5",0,1,0,1,1
chr11,65027329,65027454,4,"1,2,4,5",1,1,0,1,1
chr11,65027454,65027644,5,"1,2,3,4,5",1,1,1,1,1
chr11,65027644,65027696,4,"1,3,4,5",1,0,1,1,1
chr11,65027696,65027878,3,"1,3,5",1,0,1,0,1
chr11,65027878,65027950,2,"1,5",1,0,0,0,1
chr11,65040845,65040865,2,"4,5",0,0,0,1,1
chr11,65040865,65041023,3,"2,4,5",0,1,0,1,1
chr11,65041023,65041185,4,"1,2,4,5",1,1,0,1,1
chr11,65041185,65041439,3,"1,4,5",1,0,0,1,1
chr11,65041439,65041441,2,"4,5",0,0,0,1,1
chr11,65067517,65067933,2,"1,5",1,0,0,0,1
chr11,65083997,65084015,2,"4,5",0,0,0,1,1
chr11,65084015,65084140,3,"1,4,5",1,0,0,1,1
chr11,65084140,65084393,4,"1,2,4,5",1,1,0,1,1
chr11,65084393,65084431,3,"1,2,5",1,1,0,0,1
chr11,65084431,65084460,2,"2,5",0,1,0,0,1
chr11,65096016,65096101,3,"2,3,5",0,1,1,0,1
chr11,65096101,65096128,4,"1,2,3,5",1,1,1,0,1
chr11,65096128,65096232,5,"1,2,3,4,5",1,1,1,1,1
chr11,65096232,65096239,4,"1,2,3,5",1,1,1,0,1
chr11,65096239,65096301,3,"2,3,5",0,1,1,0,1
chr11,65096301,65096363,2,"3,5",0,0,1,0,1
chr11,65110349,65110598,3,"1,4,5",1,0,0,1,1
chr11,65111600,65111674,2,"3,5",0,0,1,0,1
chr11,65111674,65111688,3,"3,4,5",0,0,1,1,1
chr11,65111688,65112070,4,"1,3,4,5",1,0,1,1,1
chr11,65112070,65112104,3,"1,3,5",1,0,1,0,1
chr11,65112104,65112174,2,"3,5",0,0,1,0,1
chr11,65112174,65112177,3,"3,4,5",0,0,1,1,1
chr11,65112177,65112193,2,"4,5",0,0,0,1,1
chr11,65112437,65112534,3,"1,4,5",1,0,0,1,1
chr11,65112534,65112854,4,"1,2,4,5",1,1,0,1,1
chr11,65112854,65112858,3,"1,4,5",1,0,0,1,1
chr11,65112858,65113044,2,"1,5",1,0,0,0,1
chr11,65117531,65117667,2,"3,5",0,0,1,0,1
chr11,65117667,65117690,3,"1,3,5",1,0,1,0,1
chr11,65117690,65118083,4,"1,3,4,5",1,0,1,1,1
chr11,65118083,65118086,3,"3,4,5",0,0,1,1,1
chr11,65122028,65122367,3,"3,4,5",0,0,1,1,1
chr11,65122367,65122444,2,"3,5",0,0,1,0,1
chr11,65132494,65132601,2,"3,5",0,0,1,0,1
chr11,65134296,65134392,2,"3,5",0,0,1,0,1
chr11,65134392,65134437,3,"1,3,5",1,0,1,0,1
chr11,65134437,65134483,4,"1,2,3,5",1,1,1,0,1
chr11,65134483,65134641,5,"1,2,3,4,5",1,1,1,1,1
chr11,65134641,65134757,4,"1,2,3,5",1,1,1,0,1
chr11,65134757,65135013,3,"1,3,5",1,0,1,0,1
chr11,65135013,65135290,2,"3,5",0,0,1,0,1
chr11,65180806,65180849,2,"4,5",0,0,0,1,1
chr11,65180849,65180860,3,"2,4,5",0,1,0,1,1
chr11,65180860,65181158,4,"2,3,4,5",0,1,1,1,1
chr11,65181158,65181169,5,"1,2,3,4,5",1,1,1,1,1
chr11,65181169,65181284,4,"1,3,4,5",1,0,1,1,1
chr11,65181284,65181473,3,"1,4,5",1,0,0,1,1
chr11,65181473,65181727,2,"1,5",1,0,0,0,1
chr11,65181727,65181778,3,"1,4,5",1,0,0,1,1
chr11,65181778,65181848,2,"4,5",0,0,0,1,1
chr11,65181984,65182108,2,"1,5",1,0,0,0,1
chr11,65261463,65261517,2,"4,5",0,0,0,1,1
chr11,65261601,65261645,2,"1,5",1,0,0,0,1
chr11,65261645,65261710,3,"1,2,5",1,1,0,0,1
chr11,65261710,65261965,4,"1,2,4,5",1,1,0,1,1
chr11,65261965,65262017,3,"1,4,5",1,0,0,1,1
chr11,65262017,65262106,2,"4,5",0,0,0,1,1
chr11,65315532,65315885,2,"4,5",0,0,0,1,1
chr11,65333482,65333497,2,"2,5",0,1,0,0,1
chr11,65333497,65333572,3,"1,2,5",1,1,0,0,1
chr11,65333572,65333802,4,"1,2,4,5",1,1,0,1,1
chr11,65333802,65333820,3,"1,4,5",1,0,0,1,1
chr11,65333820,65333913,4,"1,3,4,5",1,0,1,1,1
chr11,65333913,65333968,3,"3,4,5",0,0,1,1,1
chr11,65333968,65334244,2,"3,5",0,0,1,0,1
chr11,65354425,65354432,2,"2,5",0,1,0,0,1
chr11,65354432,65354591,3,"2,3,5",0,1,1,0,1
chr11,65354591,65354721,4,"1,2,3,5",1,1,1,0,1
chr11,65354721,65354851,3,"1,3,5",1,0,1,0,1
chr11,65354851,65354856,4,"1,2,3,5",1,1,1,0,1
chr11,65354856,65354936,3,"1,2,5",1,1,0,0,1
chr11,65354936,65355007,4,"1,2,4,5",1,1,0,1,1
chr11,65355007,65355171,3,"2,4,5",0,1,0,1,1
chr11,65355171,65355332,2,"4,5",0,0,0,1,1
chr11,65382213,65382281,2,"1,5",1,0,0,0,1
chr11,65382281,65382282,3,"1,2,5",1,1,0,0,1
chr11,65382282,65382292,4,"1,2,4,5",1,1,0,1,1
chr11,65382292,65382601,5,"1,2,3,4,5",1,1,1,1,1
chr11,65382601,65382629,4,"1,3,4,5",1,0,1,1,1
chr11,65382629,65382678,3,"3,4,5",0,0,1,1,1
chr11,65382678,65382716,2,"3,5",0,0,1,0,1
chr11,65386403,65386752,2,"1,5",1,0,0,0,1
chr11,65416391,65416666,4,"1,2,4,5",1,1,0,1,1
chr11,65418634,65418956,2,"3,5",0,0,1,0,1
chr11,65418956,65419023,3,"1,3,5",1,0,1,0,1
chr11,65419023,65419049,4,"1,3,4,5",1,0,1,1,1
chr11,65419049,65419233,5,"1,2,3,4,5",1,1,1,1,1
chr11,65419233,65419241,4,"1,3,4,5",1,0,1,1,1
chr11,65419241,65419310,3,"1,3,5",1,0,1,0,1
chr11,65419310,65419346,2,"3,5",0,0,1,0,1
chr11,65421272,65421492,3,"1,4,5",1,0,0,1,1
chr11,65422111,65422355,4,"1,2,4,5",1,1,0,1,1
chr11,65422355,65422382,3,"1,4,5",1,0,0,1,1
chr11,65422763,65423001,4,"1,2,3,5",1,1,1,0,1
chr11,65423001,65423103,3,"1,2,5",1,1,0,0,1
chr11,65423103,65423105,2,"2,5",0,1,0,0,1
chr11,65454977,65454994,2,"4,5",0,0,0,1,1
chr11,65454994,65455373,3,"1,4,5",1,0,0,1,1
chr11,65455373,65455410,2,"1,5",1,0,0,0,1
chr11,65477356,65477375,2,"2,5",0,1,0,0,1
chr11,65477375,65477425,3,"2,4,5",0,1,0,1,1
chr11,65477425,65477676,4,"1,2,4,5",1,1,0,1,1
chr11,65477676,65477678,3,"1,4,5",1,0,0,1,1
chr11,65477678,65477771,2,"4,5",0,0,0,1,1
chr11,65497473,65497519,2,"3,5",0,0,1,0,1
chr11,65497519,65497579,3,"1,3,5",1,0,1,0,1
chr11,65497579,65497597,4,"1,3,4,5",1,0,1,1,1
chr11,65497597,65497688,5,"1,2,3,4,5",1,1,1,1,1
chr11,65497688,65497763,4,"1,3,4,5",1,0,1,1,1
chr11,65497763,65497813,3,"3,4,5",0,0,1,1,1
chr11,65497813,65497897,2,"3,5",0,0,1,0,1
chr11,65506721,65506725,2,"1,5",1,0,0,0,1
chr11,65506725,65506726,3,"1,2,5",1,1,0,0,1
chr11,65506726,65507045,4,"1,2,4,5",1,1,0,1,1
chr11,65507045,65507122,3,"1,4,5",1,0,0,1,1
