chrom,start,end,num,list,ENCFF377FLV_EP300_sorted.bed,ENCFF449XHW_EP300_sorted.bed,ENCFF695SHP_EP300_sorted.bed,ENCFF764WUM_EP300_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr10,18659399,18659417,2,"2,5",0,1,0,0,1
chr10,21495817,21495838,2,"3,5",0,0,1,0,1
chr10,21495838,21496064,3,"3,4,5",0,0,1,1,1
chr10,21525480,21525783,3,"2,3,5",0,1,1,0,1
chr10,21525783,21525795,2,"2,5",0,1,0,0,1
chr10,22229359,22229391,2,"2,5",0,1,0,0,1
chr10,22229391,22229679,3,"2,3,5",0,1,1,0,1
chr10,22229679,22229695,2,"3,5",0,0,1,0,1
chr10,24902247,24902428,2,"3,5",0,0,1,0,1
chr10,24944803,24945050,2,"3,5",0,0,1,0,1
chr10,25016716,25016750,2,"3,5",0,0,1,0,1
chr10,25016888,25017163,2,"3,5",0,0,1,0,1
chr10,27504064,27504368,2,"3,5",0,0,1,0,1
chr10,28735190,28735226,2,"3,5",0,0,1,0,1
chr10,28735226,28735471,3,"2,3,5",0,1,1,0,1
chr10,28839665,28839678,2,"2,5",0,1,0,0,1
chr10,28839678,28839687,3,"2,4,5",0,1,0,1,1
chr10,28839687,28839942,4,"2,3,4,5",0,1,1,1,1
chr10,28839942,28839968,3,"2,3,5",0,1,1,0,1
chr10,28839968,28839970,2,"2,5",0,1,0,0,1
chr10,30433685,30433806,2,"2,5",0,1,0,0,1
chr10,30553085,30553110,2,"2,5",0,1,0,0,1
chr10,30553110,30553157,3,"2,4,5",0,1,0,1,1
chr10,30553157,30553363,4,"2,3,4,5",0,1,1,1,1
chr10,30553363,30553374,3,"2,4,5",0,1,0,1,1
chr10,30553374,30553405,2,"2,5",0,1,0,0,1
chr10,31603473,31603793,2,"2,5",0,1,0,0,1
chr10,32445987,32446291,2,"3,5",0,0,1,0,1
chr10,32502017,32502165,2,"3,5",0,0,1,0,1
chr10,34666342,34666612,2,"3,5",0,0,1,0,1
chr10,35090524,35090797,2,"3,5",0,0,1,0,1
chr10,37976557,37976861,2,"3,5",0,0,1,0,1
chr10,42782568,42782578,2,"2,5",0,1,0,0,1
chr10,42782578,42782882,3,"2,3,5",0,1,1,0,1
chr10,43417981,43418031,2,"3,5",0,0,1,0,1
chr10,43418031,43418066,3,"2,3,5",0,1,1,0,1
chr10,43418066,43418330,4,"2,3,4,5",0,1,1,1,1
chr10,43418330,43418356,3,"2,3,5",0,1,1,0,1
chr10,43418356,43418409,2,"3,5",0,0,1,0,1
chr10,43455457,43455987,2,"3,5",0,0,1,0,1
chr10,44978724,44979004,3,"2,3,5",0,1,1,0,1
chr10,44979004,44979042,2,"2,5",0,1,0,0,1
chr10,45727023,45727027,2,"2,5",0,1,0,0,1
chr10,45727027,45727331,3,"2,3,5",0,1,1,0,1
chr10,45727331,45727343,2,"2,5",0,1,0,0,1
chr10,46001282,46001317,2,"3,5",0,0,1,0,1
chr10,46001317,46001347,3,"2,3,5",0,1,1,0,1
chr10,46001347,46001611,4,"2,3,4,5",0,1,1,1,1
chr10,46001611,46001612,3,"2,3,5",0,1,1,0,1
chr10,46001612,46001634,2,"3,5",0,0,1,0,1
chr10,49300165,49300426,2,"3,5",0,0,1,0,1
chr10,49300519,49300536,2,"2,5",0,1,0,0,1
chr10,49300536,49300575,3,"2,4,5",0,1,0,1,1
chr10,49300575,49300786,4,"2,3,4,5",0,1,1,1,1
chr10,49300786,49300800,3,"2,4,5",0,1,0,1,1
chr10,49300800,49300822,2,"2,5",0,1,0,0,1
chr10,50326849,50326875,2,"3,5",0,0,1,0,1
chr10,50326875,50326915,3,"1,3,5",1,0,1,0,1
chr10,50326915,50326953,4,"1,2,3,5",1,1,1,0,1
chr10,50326953,50327127,5,"1,2,3,4,5",1,1,1,1,1
chr10,50327127,50327165,4,"1,2,3,5",1,1,1,0,1
chr10,50327165,50327215,3,"1,3,5",1,0,1,0,1
chr10,50327215,50327242,2,"3,5",0,0,1,0,1
chr10,50623885,50624141,2,"2,5",0,1,0,0,1
chr10,50625064,50625368,2,"3,5",0,0,1,0,1
chr10,51699816,51699856,2,"3,5",0,0,1,0,1
chr10,51699856,51700045,3,"2,3,5",0,1,1,0,1
chr10,56361316,56361562,2,"3,5",0,0,1,0,1
chr10,58268906,58269210,2,"3,5",0,0,1,0,1
chr10,58385145,58385683,2,"3,5",0,0,1,0,1
chr10,60778162,60778221,2,"3,5",0,0,1,0,1
chr10,60778221,60778541,3,"2,3,5",0,1,1,0,1
chr10,60778541,60778632,2,"3,5",0,0,1,0,1
chr10,63629970,63630035,2,"2,5",0,1,0,0,1
chr10,63630035,63630290,3,"2,3,5",0,1,1,0,1
chr10,63630290,63630339,2,"3,5",0,0,1,0,1
chr10,67884378,67884394,2,"3,5",0,0,1,0,1
chr10,67884394,67884682,3,"2,3,5",0,1,1,0,1
chr10,67884682,67884714,2,"2,5",0,1,0,0,1
chr10,68332009,68332107,2,"3,5",0,0,1,0,1
chr10,68332107,68332207,3,"3,4,5",0,0,1,1,1
chr10,68900831,68900935,2,"2,5",0,1,0,0,1
chr10,68900935,68901370,3,"2,3,5",0,1,1,0,1
chr10,68901370,68901457,2,"3,5",0,0,1,0,1
chr10,68988670,68988680,2,"2,5",0,1,0,0,1
chr10,68988680,68988984,3,"2,3,5",0,1,1,0,1
chr10,68988984,68988990,2,"2,5",0,1,0,0,1
chr10,69179813,69179860,2,"3,5",0,0,1,0,1
chr10,69179860,69179912,3,"2,3,5",0,1,1,0,1
chr10,69179912,69180180,2,"2,5",0,1,0,0,1
chr10,69222694,69222699,2,"3,5",0,0,1,0,1
chr10,69222699,69222958,3,"2,3,5",0,1,1,0,1
chr10,70667248,70667263,2,"1,5",1,0,0,0,1
chr10,70667263,70667274,3,"1,3,5",1,0,1,0,1
chr10,70667274,70667297,4,"1,2,3,5",1,1,1,0,1
chr10,70667297,70667561,5,"1,2,3,4,5",1,1,1,1,1
chr10,70667561,70667588,4,"1,2,3,5",1,1,1,0,1
chr10,70667588,70667632,3,"2,3,5",0,1,1,0,1
chr10,70667632,70667637,2,"3,5",0,0,1,0,1
chr10,71359560,71359668,2,"3,5",0,0,1,0,1
chr10,71746576,71746577,2,"3,5",0,0,1,0,1
chr10,71746577,71746880,3,"2,3,5",0,1,1,0,1
chr10,71746880,71746897,2,"2,5",0,1,0,0,1
chr10,71851095,71851399,2,"3,5",0,0,1,0,1
chr10,71893980,71894029,2,"2,5",0,1,0,0,1
chr10,71894029,71894197,3,"2,3,5",0,1,1,0,1
chr10,71894197,71894257,2,"2,5",0,1,0,0,1
chr10,72048564,72048850,2,"3,5",0,0,1,0,1
chr10,72215992,72216312,2,"2,5",0,1,0,0,1
chr10,72273688,72273876,2,"2,5",0,1,0,0,1
chr10,72273876,72274008,3,"2,3,5",0,1,1,0,1
chr10,72274008,72274180,2,"3,5",0,0,1,0,1
chr10,72637476,72637767,3,"2,3,5",0,1,1,0,1
chr10,72637767,72637784,2,"2,5",0,1,0,0,1
chr10,73096699,73096838,2,"3,5",0,0,1,0,1
chr10,73096838,73097102,3,"3,4,5",0,0,1,1,1
chr10,73097102,73097202,2,"3,5",0,0,1,0,1
chr10,73110348,73110580,2,"3,5",0,0,1,0,1
chr10,73167953,73168257,2,"3,5",0,0,1,0,1
chr10,73246732,73246763,2,"3,5",0,0,1,0,1
chr10,73246763,73246977,3,"2,3,5",0,1,1,0,1
chr10,73246977,73247515,2,"2,5",0,1,0,0,1
chr10,73252573,73252877,2,"3,5",0,0,1,0,1
chr10,73366944,73367248,2,"3,5",0,0,1,0,1
chr10,73495473,73495777,2,"3,5",0,0,1,0,1
chr10,73495953,73495958,2,"3,5",0,0,1,0,1
chr10,73495958,73496198,3,"2,3,5",0,1,1,0,1
chr10,73626000,73626226,2,"3,5",0,0,1,0,1
chr10,73713951,73714237,2,"3,5",0,0,1,0,1
chr10,73744191,73744511,2,"2,5",0,1,0,0,1
chr10,73781913,73782156,2,"3,5",0,0,1,0,1
chr10,73811512,73811832,2,"2,5",0,1,0,0,1
chr10,73991888,73992136,2,"3,5",0,0,1,0,1
chr10,73997687,73997725,2,"2,5",0,1,0,0,1
chr10,73997725,73998029,3,"2,3,5",0,1,1,0,1
chr10,73998029,73998087,2,"2,5",0,1,0,0,1
chr10,74150729,74151033,2,"3,5",0,0,1,0,1
chr10,75192113,75192127,2,"2,5",0,1,0,0,1
chr10,75192127,75192400,3,"2,3,5",0,1,1,0,1
chr10,75209940,75210066,2,"3,5",0,0,1,0,1
chr10,75210337,75210406,2,"3,5",0,0,1,0,1
chr10,75210406,75210641,3,"3,4,5",0,0,1,1,1
chr10,75210641,75210670,2,"4,5",0,0,0,1,1
chr10,75235909,75236229,2,"2,5",0,1,0,0,1
chr10,78029432,78029681,2,"3,5",0,0,1,0,1
chr10,78043580,78043760,2,"3,5",0,0,1,0,1
chr10,79067319,79067576,2,"3,5",0,0,1,0,1
chr10,79068710,79068736,2,"2,5",0,1,0,0,1
chr10,79068736,79069030,3,"2,3,5",0,1,1,0,1
chr10,79069030,79069040,2,"3,5",0,0,1,0,1
chr10,79347861,79347878,2,"3,5",0,0,1,0,1
chr10,79391628,79391755,2,"3,5",0,0,1,0,1
chr10,80459118,80459422,2,"3,5",0,0,1,0,1
chr10,80772068,80772079,3,"2,4,5",0,1,0,1,1
chr10,80772079,80772289,4,"2,3,4,5",0,1,1,1,1
chr10,80772289,80772308,3,"2,4,5",0,1,0,1,1
chr10,80772308,80772322,2,"2,5",0,1,0,0,1
chr10,84139234,84139250,2,"3,5",0,0,1,0,1
chr10,84139336,84139656,2,"2,5",0,1,0,0,1
chr10,84328210,84328482,3,"2,3,5",0,1,1,0,1
chr10,84328482,84328495,2,"2,5",0,1,0,0,1
chr10,86755649,86755909,3,"2,3,5",0,1,1,0,1
chr10,93071791,93071843,2,"3,5",0,0,1,0,1
chr10,93071843,93072083,3,"2,3,5",0,1,1,0,1
chr10,93072083,93072163,2,"2,5",0,1,0,0,1
chr10,96619214,96619230,2,"3,5",0,0,1,0,1
chr10,96619230,96619394,3,"2,3,5",0,1,1,0,1
chr10,96619394,96619415,2,"3,5",0,0,1,0,1
chr10,96831813,96831820,2,"2,5",0,1,0,0,1
chr10,96831820,96831950,3,"2,3,5",0,1,1,0,1
chr10,96831950,96832086,2,"2,5",0,1,0,0,1
chr10,98460901,98460936,2,"2,5",0,1,0,0,1
chr10,98460936,98461186,3,"2,3,5",0,1,1,0,1
chr10,98461186,98461206,2,"2,5",0,1,0,0,1
chr10,99430631,99430678,2,"2,5",0,1,0,0,1
chr10,99430678,99430951,3,"2,3,5",0,1,1,0,1
chr10,99430951,99430982,2,"3,5",0,0,1,0,1
chr10,100185889,100186166,3,"2,3,5",0,1,1,0,1
chr10,100186166,100186169,2,"2,5",0,1,0,0,1
chr10,100373252,100373276,2,"2,5",0,1,0,0,1
chr10,100373276,100373572,3,"2,3,5",0,1,1,0,1
chr10,100373572,100373580,2,"3,5",0,0,1,0,1
chr10,100535667,100535949,3,"2,3,5",0,1,1,0,1
chr10,100535949,100535957,2,"3,5",0,0,1,0,1
chr10,101061032,101061405,2,"2,5",0,1,0,0,1
chr10,101575951,101575978,2,"2,5",0,1,0,0,1
chr10,101575978,101576084,3,"2,4,5",0,1,0,1,1
chr10,101576084,101576175,4,"2,3,4,5",0,1,1,1,1
chr10,101576175,101576223,3,"2,4,5",0,1,0,1,1
chr10,101818383,101818687,2,"3,5",0,0,1,0,1
chr10,102056128,102056441,2,"2,5",0,1,0,0,1
chr10,102132730,102133034,2,"3,5",0,0,1,0,1
chr10,102151960,102152264,2,"3,5",0,0,1,0,1
chr10,102432504,102432815,2,"2,5",0,1,0,0,1
chr10,102743594,102743778,2,"3,5",0,0,1,0,1
chr10,102854123,102854404,2,"2,5",0,1,0,0,1
chr10,102918121,102918628,2,"3,5",0,0,1,0,1
chr10,103396406,103396710,2,"3,5",0,0,1,0,1
chr10,104121631,104121643,2,"2,5",0,1,0,0,1
chr10,104121643,104121947,3,"2,3,5",0,1,1,0,1
chr10,104121947,104121951,2,"2,5",0,1,0,0,1
chr10,110567243,110567489,2,"3,5",0,0,1,0,1
chr10,110871639,110871834,2,"3,5",0,0,1,0,1
chr10,110918555,110918859,2,"3,5",0,0,1,0,1
chr10,119651266,119651570,2,"3,5",0,0,1,0,1
chr10,120851146,120851170,2,"3,5",0,0,1,0,1
chr10,120851170,120851450,3,"2,3,5",0,1,1,0,1
chr10,120851450,120851490,2,"2,5",0,1,0,0,1
chr10,122954096,122954400,2,"3,5",0,0,1,0,1
chr10,123135143,123135148,2,"3,5",0,0,1,0,1
chr10,123135148,123135197,3,"3,4,5",0,0,1,1,1
chr10,123135197,123135344,4,"2,3,4,5",0,1,1,1,1
chr10,123135344,123135353,3,"2,4,5",0,1,0,1,1
chr10,123135353,123135412,2,"4,5",0,0,0,1,1
chr10,124791785,124792030,3,"2,3,5",0,1,1,0,1
chr10,124792030,124792034,2,"2,5",0,1,0,0,1
chr10,130110632,130110936,2,"3,5",0,0,1,0,1
chr10,131897682,131897756,2,"3,5",0,0,1,0,1
chr10,131897756,131897836,3,"2,3,5",0,1,1,0,1
chr10,132331927,132332231,2,"3,5",0,0,1,0,1
chr10,133245768,133246072,2,"3,5",0,0,1,0,1
chr11,207424,207776,2,"3,5",0,0,1,0,1
chr11,236402,236657,2,"3,5",0,0,1,0,1
chr11,329335,329359,2,"3,5",0,0,1,0,1
chr11,329359,329371,3,"3,4,5",0,0,1,1,1
chr11,329371,329623,4,"2,3,4,5",0,1,1,1,1
chr11,329623,329797,3,"2,3,5",0,1,1,0,1
chr11,460572,460580,2,"2,5",0,1,0,0,1
chr11,460580,460884,3,"2,3,5",0,1,1,0,1
chr11,460884,460892,2,"2,5",0,1,0,0,1
chr11,665808,665820,2,"2,5",0,1,0,0,1
chr11,665820,666086,3,"2,3,5",0,1,1,0,1
chr11,809492,810044,2,"2,5",0,1,0,0,1
chr11,1763830,1764145,2,"3,5",0,0,1,0,1
chr11,1772550,1772604,2,"2,5",0,1,0,0,1
chr11,1772604,1772841,3,"2,3,5",0,1,1,0,1
chr11,1772841,1772903,2,"3,5",0,0,1,0,1
chr11,2303636,2303665,2,"2,5",0,1,0,0,1
chr11,2303665,2303890,3,"2,3,5",0,1,1,0,1
chr11,2303890,2303945,2,"2,5",0,1,0,0,1
chr11,2400289,2400299,2,"2,5",0,1,0,0,1
chr11,2400299,2400365,3,"2,4,5",0,1,0,1,1
chr11,2400365,2400448,4,"2,3,4,5",0,1,1,1,1
chr11,2400448,2400563,3,"2,4,5",0,1,0,1,1
chr11,2400563,2400609,2,"2,5",0,1,0,0,1
chr11,2778583,2778623,2,"1,5",1,0,0,0,1
chr11,2778623,2778630,3,"1,3,5",1,0,1,0,1
chr11,2778630,2778673,4,"1,3,4,5",1,0,1,1,1
chr11,2778673,2778840,5,"1,2,3,4,5",1,1,1,1,1
chr11,2778840,2778882,4,"1,3,4,5",1,0,1,1,1
chr11,2778882,2778894,3,"1,4,5",1,0,0,1,1
chr11,2778894,2778923,2,"1,5",1,0,0,0,1
chr11,3057291,3057594,3,"2,3,5",0,1,1,0,1
chr11,3057594,3057605,2,"2,5",0,1,0,0,1
chr11,3379146,3379411,2,"3,5",0,0,1,0,1
chr11,3797437,3797718,2,"3,5",0,0,1,0,1
chr11,3854992,3855256,2,"3,5",0,0,1,0,1
chr11,4094656,4094934,2,"2,5",0,1,0,0,1
chr11,5275847,5276030,3,"2,3,5",0,1,1,0,1
chr11,5276030,5276049,2,"2,5",0,1,0,0,1
chr11,5684679,5684983,2,"3,5",0,0,1,0,1
chr11,6390292,6390596,2,"3,5",0,0,1,0,1
chr11,6481273,6481593,2,"2,5",0,1,0,0,1
chr11,6612178,6612482,2,"3,5",0,0,1,0,1
chr11,6683363,6683683,2,"2,5",0,1,0,0,1
chr11,7987003,7987307,2,"3,5",0,0,1,0,1
chr11,8688901,8689205,2,"3,5",0,0,1,0,1
chr11,8988640,8988659,2,"2,5",0,1,0,0,1
chr11,8988659,8988796,3,"2,4,5",0,1,0,1,1
chr11,8988796,8988872,4,"2,3,4,5",0,1,1,1,1
chr11,8988872,8988923,3,"2,4,5",0,1,0,1,1
chr11,8988923,8988960,2,"2,5",0,1,0,0,1
chr11,9314416,9314438,2,"3,5",0,0,1,0,1
chr11,9314438,9314717,3,"2,3,5",0,1,1,0,1
chr11,9314717,9314758,2,"2,5",0,1,0,0,1
chr11,9384459,9384717,2,"3,5",0,0,1,0,1
chr11,9460559,9460848,2,"2,5",0,1,0,0,1
chr11,9460879,9461183,2,"3,5",0,0,1,0,1
chr11,9565991,9566000,2,"3,5",0,0,1,0,1
chr11,9566000,9566109,3,"3,4,5",0,0,1,1,1
chr11,9566109,9566205,4,"2,3,4,5",0,1,1,1,1
chr11,9566205,9566264,3,"3,4,5",0,0,1,1,1
chr11,9566264,9566266,2,"3,5",0,0,1,0,1
chr11,9573381,9573433,2,"4,5",0,0,0,1,1
chr11,9573433,9573645,3,"3,4,5",0,0,1,1,1
chr11,9573645,9573737,2,"3,5",0,0,1,0,1
chr11,9613234,9613452,3,"2,3,5",0,1,1,0,1
chr11,9613452,9613487,2,"2,5",0,1,0,0,1
chr11,10751047,10751367,2,"2,5",0,1,0,0,1
chr11,10808741,10809045,2,"3,5",0,0,1,0,1
chr11,10858262,10858566,2,"3,5",0,0,1,0,1
chr11,12674117,12674437,2,"2,5",0,1,0,0,1
chr11,14643572,14643892,2,"2,5",0,1,0,0,1
chr11,15650072,15650082,2,"3,5",0,0,1,0,1
chr11,15650082,15650376,3,"2,3,5",0,1,1,0,1
chr11,15650376,15650402,2,"2,5",0,1,0,0,1
chr11,17077676,17077699,2,"3,5",0,0,1,0,1
chr11,17077699,17077947,3,"2,3,5",0,1,1,0,1
chr11,18105934,18106008,2,"2,5",0,1,0,0,1
chr11,18106008,18106254,3,"2,3,5",0,1,1,0,1
chr11,18106254,18106275,2,"3,5",0,0,1,0,1
chr11,18322122,18322679,2,"3,5",0,0,1,0,1
chr11,18394348,18394644,2,"3,5",0,0,1,0,1
chr11,18395973,18395994,2,"2,5",0,1,0,0,1
chr11,18395994,18396293,3,"2,3,5",0,1,1,0,1
chr11,18396293,18396298,2,"3,5",0,0,1,0,1
chr11,20112276,20112768,2,"3,5",0,0,1,0,1
chr11,20363968,20363984,2,"2,5",0,1,0,0,1
chr11,20363984,20364269,3,"2,3,5",0,1,1,0,1
chr11,20387234,20387538,2,"3,5",0,0,1,0,1
chr11,22625973,22626066,2,"2,5",0,1,0,0,1
chr11,27506689,27507009,2,"2,5",0,1,0,0,1
chr11,28108115,28108435,2,"2,5",0,1,0,0,1
chr11,30322847,30322874,2,"2,5",0,1,0,0,1
chr11,30322874,30323145,3,"2,3,5",0,1,1,0,1
chr11,30323145,30323178,2,"3,5",0,0,1,0,1
chr11,32892386,32892689,2,"3,5",0,0,1,0,1
chr11,33161505,33161534,2,"2,5",0,1,0,0,1
chr11,33161534,33161557,3,"2,4,5",0,1,0,1,1
chr11,33161557,33161798,4,"2,3,4,5",0,1,1,1,1
chr11,33161798,33161819,3,"2,3,5",0,1,1,0,1
chr11,33885363,33885368,2,"2,5",0,1,0,0,1
chr11,33885368,33885641,3,"2,3,5",0,1,1,0,1
chr11,34044973,34045277,2,"3,5",0,0,1,0,1
chr11,34052003,34052138,2,"2,5",0,1,0,0,1
chr11,34052138,34052323,3,"2,3,5",0,1,1,0,1
chr11,34052323,34052436,2,"3,5",0,0,1,0,1
chr11,34105400,34105720,2,"2,5",0,1,0,0,1
chr11,34438508,34438510,4,"1,2,4,5",1,1,0,1,1
chr11,34438510,34438769,5,"1,2,3,4,5",1,1,1,1,1
chr11,34438769,34438772,4,"1,2,4,5",1,1,0,1,1
chr11,34438772,34438785,3,"1,2,5",1,1,0,0,1
chr11,34438785,34438808,2,"1,5",1,0,0,0,1
chr11,35662612,35662799,2,"2,5",0,1,0,0,1
chr11,36510240,36510450,2,"3,5",0,0,1,0,1
chr11,43311764,43312068,2,"3,5",0,0,1,0,1
chr11,43358696,43358997,2,"2,5",0,1,0,0,1
chr11,43880601,43880896,3,"2,3,5",0,1,1,0,1
chr11,43880896,43880903,2,"3,5",0,0,1,0,1
chr11,44066060,44066073,2,"3,5",0,0,1,0,1
chr11,44066073,44066364,3,"2,3,5",0,1,1,0,1
chr11,44066364,44066393,2,"2,5",0,1,0,0,1
chr11,44270068,44270130,2,"2,5",0,1,0,0,1
chr11,44270130,44270325,3,"2,3,5",0,1,1,0,1
chr11,44270325,44270388,2,"2,5",0,1,0,0,1
chr11,44530521,44530564,2,"3,5",0,0,1,0,1
chr11,44530564,44530651,3,"2,3,5",0,1,1,0,1
chr11,44530651,44530681,2,"3,5",0,0,1,0,1
chr11,45847144,45847636,2,"3,5",0,0,1,0,1
chr11,45918085,45918348,2,"3,5",0,0,1,0,1
chr11,46243256,46243266,2,"3,5",0,0,1,0,1
chr11,46243266,46243496,3,"2,3,5",0,1,1,0,1
chr11,46243496,46243507,2,"3,5",0,0,1,0,1
chr11,46593928,46593931,2,"2,5",0,1,0,0,1
chr11,46593931,46594224,3,"2,3,5",0,1,1,0,1
chr11,46594224,46594255,2,"3,5",0,0,1,0,1
chr11,46617178,46617237,2,"2,5",0,1,0,0,1
chr11,46617237,46617374,3,"2,3,5",0,1,1,0,1
chr11,46700633,46700877,2,"2,5",0,1,0,0,1
chr11,46846130,46846177,2,"3,5",0,0,1,0,1
chr11,46846177,46846434,3,"2,3,5",0,1,1,0,1
chr11,46846434,46846482,2,"2,5",0,1,0,0,1
chr11,47378464,47378478,2,"4,5",0,0,0,1,1
chr11,47378478,47378507,3,"3,4,5",0,0,1,1,1
chr11,47378507,47378618,4,"2,3,4,5",0,1,1,1,1
chr11,47378618,47378667,3,"3,4,5",0,0,1,1,1
chr11,47378667,47378728,2,"4,5",0,0,0,1,1
chr11,47408040,47408146,2,"2,5",0,1,0,0,1
chr11,47408146,47408360,3,"2,3,5",0,1,1,0,1
chr11,47408360,47408450,2,"3,5",0,0,1,0,1
chr11,47426181,47426215,2,"2,5",0,1,0,0,1
chr11,47426215,47426479,3,"2,3,5",0,1,1,0,1
chr11,47426479,47426583,2,"2,5",0,1,0,0,1
chr11,47578857,47578865,2,"2,5",0,1,0,0,1
chr11,47578865,47579169,3,"2,3,5",0,1,1,0,1
chr11,47579169,47579177,2,"2,5",0,1,0,0,1
chr11,57335799,57336050,2,"3,5",0,0,1,0,1
chr11,57530720,57531040,2,"2,5",0,1,0,0,1
chr11,57667327,57667592,2,"3,5",0,0,1,0,1
chr11,57667722,57668251,2,"2,5",0,1,0,0,1
chr11,57741181,57741196,2,"2,5",0,1,0,0,1
chr11,57741196,57741500,3,"2,3,5",0,1,1,0,1
chr11,57741500,57741501,2,"2,5",0,1,0,0,1
chr11,57761660,57761715,2,"2,5",0,1,0,0,1
chr11,57761715,57761946,3,"2,3,5",0,1,1,0,1
chr11,58579615,58579852,2,"3,5",0,0,1,0,1
chr11,59537775,59537882,2,"2,5",0,1,0,0,1
chr11,59537882,59537963,3,"2,3,5",0,1,1,0,1
chr11,59537963,59538074,2,"2,5",0,1,0,0,1
chr11,59557387,59557417,2,"3,5",0,0,1,0,1
chr11,59557417,59557691,3,"2,3,5",0,1,1,0,1
chr11,59557691,59557737,2,"2,5",0,1,0,0,1
chr11,59566196,59566197,2,"2,5",0,1,0,0,1
chr11,59566197,59566237,3,"2,3,5",0,1,1,0,1
chr11,59566237,59566501,4,"2,3,4,5",0,1,1,1,1
chr11,59566501,59566516,2,"2,5",0,1,0,0,1
chr11,59616395,59616543,2,"3,5",0,0,1,0,1
chr11,59706909,59706931,2,"2,5",0,1,0,0,1
chr11,59706931,59707160,3,"2,3,5",0,1,1,0,1
chr11,59707160,59707184,2,"2,5",0,1,0,0,1
chr11,59810674,59810739,2,"3,5",0,0,1,0,1
chr11,59810739,59810978,3,"2,3,5",0,1,1,0,1
chr11,59810978,59811037,2,"2,5",0,1,0,0,1
chr11,60841894,60841905,2,"2,5",0,1,0,0,1
chr11,60841905,60842204,3,"2,3,5",0,1,1,0,1
chr11,60906398,60906871,2,"3,5",0,0,1,0,1
chr11,61361802,61361951,2,"3,5",0,0,1,0,1
chr11,61816854,61817174,2,"2,5",0,1,0,0,1
chr11,61949721,61949747,2,"2,5",0,1,0,0,1
chr11,61949747,61949890,3,"2,3,5",0,1,1,0,1
chr11,61949890,61949908,2,"2,5",0,1,0,0,1
chr11,61967611,61967631,2,"2,5",0,1,0,0,1
chr11,61967631,61967874,3,"2,3,5",0,1,1,0,1
chr11,61971797,61971886,2,"2,5",0,1,0,0,1
chr11,61971886,61971898,3,"2,3,5",0,1,1,0,1
chr11,61971898,61971978,4,"2,3,4,5",0,1,1,1,1
chr11,61971978,61972096,3,"3,4,5",0,0,1,1,1
chr11,61972096,61972162,2,"4,5",0,0,0,1,1
chr11,62553197,62553206,2,"2,5",0,1,0,0,1
chr11,62553206,62553382,3,"2,3,5",0,1,1,0,1
chr11,62553382,62553392,2,"2,5",0,1,0,0,1
chr11,62560602,62560623,2,"2,5",0,1,0,0,1
chr11,62560623,62560903,3,"2,3,5",0,1,1,0,1
chr11,62560903,62560914,2,"3,5",0,0,1,0,1
chr11,62591482,62591487,2,"2,5",0,1,0,0,1
chr11,62591487,62591523,3,"2,3,5",0,1,1,0,1
chr11,62591523,62591787,4,"2,3,4,5",0,1,1,1,1
chr11,62591787,62591791,3,"2,3,5",0,1,1,0,1
chr11,62591791,62591802,2,"2,5",0,1,0,0,1
chr11,62599200,62599472,2,"3,5",0,0,1,0,1
chr11,62622029,62622333,2,"3,5",0,0,1,0,1
chr11,62646551,62646855,2,"3,5",0,0,1,0,1
chr11,62653187,62653216,2,"2,5",0,1,0,0,1
chr11,62653216,62653507,3,"2,3,5",0,1,1,0,1
chr11,62653507,62653520,2,"3,5",0,0,1,0,1
chr11,62727435,62727739,2,"3,5",0,0,1,0,1
chr11,62771519,62771823,2,"3,5",0,0,1,0,1
chr11,62786569,62786841,2,"3,5",0,0,1,0,1
chr11,62791898,62792138,2,"3,5",0,0,1,0,1
chr11,62805404,62805724,2,"2,5",0,1,0,0,1
chr11,62841448,62841561,2,"3,5",0,0,1,0,1
chr11,62841561,62841669,3,"2,3,5",0,1,1,0,1
chr11,62841669,62841850,4,"2,3,4,5",0,1,1,1,1
chr11,62855784,62856088,2,"3,5",0,0,1,0,1
chr11,63671452,63671456,2,"2,5",0,1,0,0,1
chr11,63671456,63671760,3,"2,3,5",0,1,1,0,1
chr11,63671760,63671772,2,"2,5",0,1,0,0,1
chr11,63974393,63974399,2,"3,5",0,0,1,0,1
chr11,63974399,63974697,3,"2,3,5",0,1,1,0,1
chr11,63974697,63974719,2,"2,5",0,1,0,0,1
chr11,64007808,64007811,2,"2,5",0,1,0,0,1
chr11,64007811,64008115,3,"2,3,5",0,1,1,0,1
chr11,64008115,64008128,2,"2,5",0,1,0,0,1
chr11,64185996,64186316,2,"2,5",0,1,0,0,1
chr11,64240849,64241111,2,"3,5",0,0,1,0,1
chr11,64246839,64247064,2,"3,5",0,0,1,0,1
chr11,64247324,64247573,2,"2,5",0,1,0,0,1
chr11,64269950,64270470,2,"2,5",0,1,0,0,1
chr11,64304761,64304855,2,"2,5",0,1,0,0,1
chr11,64304947,64305081,2,"2,5",0,1,0,0,1
chr11,64306000,64306255,2,"2,5",0,1,0,0,1
chr11,64317566,64317807,2,"3,5",0,0,1,0,1
chr11,64331740,64332004,2,"3,5",0,0,1,0,1
chr11,64335098,64335100,2,"3,5",0,0,1,0,1
chr11,64335100,64335159,3,"3,4,5",0,0,1,1,1
