chrom,start,end,num,list,ENCFF081XKA_EP300_sorted.bed,ENCFF264QTE_EP300_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr13,52211442,52211726,2,"2,3",0,1,1
chr13,68686087,68686121,2,"2,3",0,1,1
chr13,68686121,68686285,3,"1,2,3",1,1,1
chr13,68686285,68686299,2,"2,3",0,1,1
chr13,68686482,68686766,2,"2,3",0,1,1
chr13,71713098,71713334,2,"2,3",0,1,1
chr13,73133571,73133607,2,"1,3",1,0,1
chr13,73133607,73133891,3,"1,2,3",1,1,1
chr13,73133891,73133907,2,"1,3",1,0,1
chr13,73194318,73194602,2,"2,3",0,1,1
chr13,85799243,85799527,2,"2,3",0,1,1
chr13,98650382,98650417,2,"2,3",0,1,1
chr13,98650417,98650556,3,"1,2,3",1,1,1
chr13,98650556,98650666,2,"2,3",0,1,1
chr13,106861130,106861143,2,"1,3",1,0,1
chr13,106861143,106861427,3,"1,2,3",1,1,1
chr13,106861427,106861465,2,"1,3",1,0,1
chr13,109743760,109744044,2,"2,3",0,1,1
chr13,110448279,110448608,2,"1,3",1,0,1
chr13,110527362,110527363,2,"1,3",1,0,1
chr13,110527363,110527647,3,"1,2,3",1,1,1
chr13,110527647,110527698,2,"1,3",1,0,1
chr13,112722922,112723258,2,"1,3",1,0,1
chr13,113013406,113013422,2,"1,3",1,0,1
chr13,113013422,113013706,3,"1,2,3",1,1,1
chr13,113013706,113013742,2,"1,3",1,0,1
chr13,113105295,113105579,2,"2,3",0,1,1
chr14,20343152,20343734,2,"1,3",1,0,1
chr14,20454858,20455194,2,"1,3",1,0,1
chr14,20625336,20625672,2,"1,3",1,0,1
chr14,20632970,20633306,2,"1,3",1,0,1
chr14,20683164,20683500,2,"1,3",1,0,1
chr14,20989802,20990138,2,"1,3",1,0,1
chr14,21103796,21104132,2,"1,3",1,0,1
chr14,21383504,21383752,2,"1,3",1,0,1
chr14,21456145,21456481,2,"1,3",1,0,1
chr14,21631149,21631485,2,"1,3",1,0,1
chr14,21771673,21772009,2,"1,3",1,0,1
chr14,22164704,22164751,2,"1,3",1,0,1
chr14,22164751,22164884,3,"1,2,3",1,1,1
chr14,22164884,22164898,2,"1,3",1,0,1
chr14,22265819,22266103,2,"2,3",0,1,1
chr14,22289605,22289878,2,"2,3",0,1,1
chr14,22296759,22296838,2,"1,3",1,0,1
chr14,22296838,22296941,3,"1,2,3",1,1,1
chr14,22296941,22297047,2,"1,3",1,0,1
chr14,22334033,22334317,2,"2,3",0,1,1
chr14,22903315,22903599,2,"1,3",1,0,1
chr14,23010078,23010262,2,"1,3",1,0,1
chr14,23286321,23286657,2,"1,3",1,0,1
chr14,23830164,23830475,2,"1,3",1,0,1
chr14,24141287,24141623,2,"1,3",1,0,1
chr14,24160932,24161268,2,"1,3",1,0,1
chr14,24215666,24216002,2,"1,3",1,0,1
chr14,24333658,24333923,2,"1,3",1,0,1
chr14,24367125,24367461,2,"1,3",1,0,1
chr14,25842269,25842500,2,"2,3",0,1,1
chr14,25842615,25842899,2,"2,3",0,1,1
chr14,26841982,26842266,2,"2,3",0,1,1
chr14,34700164,34700500,2,"1,3",1,0,1
chr14,34982639,34983174,2,"1,3",1,0,1
chr14,35121829,35122165,2,"1,3",1,0,1
chr14,35353877,35354213,2,"1,3",1,0,1
chr14,35877333,35877669,2,"1,3",1,0,1
chr14,37197794,37198078,2,"2,3",0,1,1
chr14,37436528,37436850,2,"1,3",1,0,1
chr14,37546885,37546998,2,"2,3",0,1,1
chr14,37546998,37547165,3,"1,2,3",1,1,1
chr14,37547165,37547169,2,"2,3",0,1,1
chr14,37567026,37567068,2,"2,3",0,1,1
chr14,37567068,37567238,3,"1,2,3",1,1,1
chr14,37567238,37567310,2,"2,3",0,1,1
chr14,37583628,37583705,2,"1,3",1,0,1
chr14,37583705,37583964,3,"1,2,3",1,1,1
chr14,37583964,37583989,2,"2,3",0,1,1
chr14,37594247,37594450,2,"1,3",1,0,1
chr14,37595299,37595635,2,"1,3",1,0,1
chr14,37595776,37595991,2,"1,3",1,0,1
chr14,37595991,37596275,3,"1,2,3",1,1,1
chr14,37596275,37596312,2,"1,3",1,0,1
chr14,39174882,39175418,2,"1,3",1,0,1
chr14,39267040,39267376,2,"1,3",1,0,1
chr14,41521898,41521920,2,"1,3",1,0,1
chr14,41521920,41522204,3,"1,2,3",1,1,1
chr14,41522204,41522234,2,"1,3",1,0,1
chr14,44961962,44962246,2,"2,3",0,1,1
chr14,45113124,45113701,2,"1,3",1,0,1
chr14,49893036,49893372,2,"1,3",1,0,1
chr14,49962583,49962919,2,"1,3",1,0,1
chr14,50001073,50001357,2,"2,3",0,1,1
chr14,50040070,50040354,2,"2,3",0,1,1
chr14,50910649,50910702,2,"1,3",1,0,1
chr14,50910702,50910985,3,"1,2,3",1,1,1
chr14,50910985,50910986,2,"2,3",0,1,1
chr14,50955375,50955407,2,"1,3",1,0,1
chr14,50955407,50955912,3,"1,2,3",1,1,1
chr14,50955912,50955952,2,"1,3",1,0,1
chr14,50964480,50964508,2,"1,3",1,0,1
chr14,50964508,50964991,3,"1,2,3",1,1,1
chr14,50964991,50965046,2,"1,3",1,0,1
chr14,51651275,51651820,2,"1,3",1,0,1
chr14,52791350,52791686,2,"1,3",1,0,1
chr14,53152851,53153187,2,"1,3",1,0,1
chr14,55026852,55027188,2,"1,3",1,0,1
chr14,55122193,55122477,2,"2,3",0,1,1
chr14,55122616,55122900,2,"2,3",0,1,1
chr14,55271073,55271409,2,"1,3",1,0,1
chr14,55541206,55541228,2,"1,3",1,0,1
chr14,55541228,55541512,3,"1,2,3",1,1,1
chr14,55541512,55541542,2,"1,3",1,0,1
chr14,55557204,55557280,2,"1,3",1,0,1
chr14,55557280,55557540,3,"1,2,3",1,1,1
chr14,55557540,55557564,2,"2,3",0,1,1
chr14,55753056,55753140,2,"1,3",1,0,1
chr14,55753140,55753392,3,"1,2,3",1,1,1
chr14,55753392,55753424,2,"2,3",0,1,1
chr14,56755005,56755341,2,"1,3",1,0,1
chr14,57268582,57268918,2,"1,3",1,0,1
chr14,58287566,58287850,2,"2,3",0,1,1
chr14,58297759,58298095,2,"1,3",1,0,1
chr14,61525308,61525332,2,"1,3",1,0,1
chr14,61525332,61525616,3,"1,2,3",1,1,1
chr14,61525616,61525644,2,"1,3",1,0,1
chr14,61526433,61526483,2,"1,3",1,0,1
chr14,61526483,61526767,3,"1,2,3",1,1,1
chr14,61526767,61526769,2,"1,3",1,0,1
chr14,61537569,61537905,2,"1,3",1,0,1
chr14,61553856,61553917,2,"1,3",1,0,1
chr14,61553917,61554054,3,"1,2,3",1,1,1
chr14,61554054,61554101,2,"1,3",1,0,1
chr14,61562864,61563117,2,"1,3",1,0,1
chr14,61568109,61568646,2,"1,3",1,0,1
chr14,63563661,63563945,2,"2,3",0,1,1
chr14,63677958,63677972,2,"1,3",1,0,1
chr14,63677972,63678111,3,"1,2,3",1,1,1
chr14,63678111,63678155,2,"1,3",1,0,1
chr14,64504215,64504768,2,"1,3",1,0,1
chr14,64938514,64938850,2,"1,3",1,0,1
chr14,65118435,65118513,2,"2,3",0,1,1
chr14,65118513,65118610,3,"1,2,3",1,1,1
chr14,65118610,65118719,2,"2,3",0,1,1
chr14,65222491,65222644,2,"1,3",1,0,1
chr14,65226915,65227141,2,"1,3",1,0,1
chr14,65227141,65227251,3,"1,2,3",1,1,1
chr14,65227251,65227425,2,"2,3",0,1,1
chr14,65334874,65334895,2,"1,3",1,0,1
chr14,65334895,65335179,3,"1,2,3",1,1,1
chr14,65335179,65335210,2,"1,3",1,0,1
chr14,65412906,65413242,2,"1,3",1,0,1
chr14,67440560,67440896,2,"1,3",1,0,1
chr14,67533763,67534012,2,"1,3",1,0,1
chr14,68140260,68140313,2,"1,3",1,0,1
chr14,68140313,68140596,3,"1,2,3",1,1,1
chr14,68140596,68140597,2,"2,3",0,1,1
chr14,68628711,68629047,2,"1,3",1,0,1
chr14,68853759,68853813,2,"1,3",1,0,1
chr14,68853813,68854095,3,"1,2,3",1,1,1
chr14,68854095,68854097,2,"2,3",0,1,1
chr14,68945887,68946215,2,"1,3",1,0,1
chr14,69356983,69357471,2,"1,3",1,0,1
chr14,69357630,69357742,2,"2,3",0,1,1
chr14,69357742,69357852,3,"1,2,3",1,1,1
chr14,69357852,69357914,2,"2,3",0,1,1
chr14,69849016,69849352,2,"1,3",1,0,1
chr14,70359595,70359931,2,"1,3",1,0,1
chr14,70416897,70417233,2,"1,3",1,0,1
chr14,70809648,70809984,2,"1,3",1,0,1
chr14,72924264,72924311,2,"1,3",1,0,1
chr14,72924311,72924595,3,"1,2,3",1,1,1
chr14,72924595,72924600,2,"1,3",1,0,1
chr14,73491323,73491659,2,"1,3",1,0,1
chr14,73526590,73526681,2,"1,3",1,0,1
chr14,73526681,73526926,3,"1,2,3",1,1,1
chr14,73526926,73526965,2,"2,3",0,1,1
chr14,73602162,73602253,2,"2,3",0,1,1
chr14,73602253,73602410,3,"1,2,3",1,1,1
chr14,73602410,73602446,2,"2,3",0,1,1
chr14,73662584,73662868,2,"2,3",0,1,1
chr14,73713976,73714312,2,"1,3",1,0,1
chr14,73724048,73724332,2,"2,3",0,1,1
chr14,73752630,73752966,2,"1,3",1,0,1
chr14,73753193,73753203,2,"1,3",1,0,1
chr14,73756653,73756657,2,"1,3",1,0,1
chr14,73756657,73756798,3,"1,2,3",1,1,1
chr14,73756798,73756827,2,"1,3",1,0,1
chr14,73777488,73777500,2,"2,3",0,1,1
chr14,73777500,73777772,3,"1,2,3",1,1,1
chr14,73777772,73777836,2,"1,3",1,0,1
chr14,73784771,73784857,2,"2,3",0,1,1
chr14,73784857,73784954,3,"1,2,3",1,1,1
chr14,73784954,73785055,2,"2,3",0,1,1
chr14,73785415,73785551,2,"1,3",1,0,1
chr14,73785551,73785835,3,"1,2,3",1,1,1
chr14,73785835,73785960,2,"1,3",1,0,1
chr14,73786635,73786967,2,"1,3",1,0,1
chr14,73795997,73796333,2,"1,3",1,0,1
chr14,74019004,74019340,2,"1,3",1,0,1
chr14,74881661,74881997,2,"1,3",1,0,1
chr14,75003081,75003382,2,"1,3",1,0,1
chr14,75183029,75183038,2,"1,3",1,0,1
chr14,75183038,75183322,3,"1,2,3",1,1,1
chr14,75183322,75183365,2,"1,3",1,0,1
chr14,75206314,75206598,2,"2,3",0,1,1
chr14,75255087,75255090,2,"2,3",0,1,1
chr14,75255090,75255241,3,"1,2,3",1,1,1
chr14,75255241,75255273,2,"1,3",1,0,1
chr14,75258654,75258894,3,"1,2,3",1,1,1
chr14,75258894,75258922,2,"1,3",1,0,1
chr14,75264090,75264350,2,"2,3",0,1,1
chr14,75278411,75278953,2,"1,3",1,0,1
chr14,75521537,75521561,2,"2,3",0,1,1
chr14,75521561,75521690,3,"1,2,3",1,1,1
chr14,75521690,75521709,2,"2,3",0,1,1
chr14,75634809,75634923,2,"2,3",0,1,1
chr14,75634923,75635259,3,"1,2,3",1,1,1
chr14,75635259,75635292,2,"2,3",0,1,1
chr14,76914728,76915064,2,"1,3",1,0,1
chr14,76953317,76953833,2,"1,3",1,0,1
chr14,77027603,77027939,2,"1,3",1,0,1
chr14,77033171,77033507,2,"1,3",1,0,1
chr14,77034152,77034170,2,"1,3",1,0,1
chr14,77034170,77034408,3,"1,2,3",1,1,1
chr14,77045568,77045652,2,"1,3",1,0,1
chr14,77045652,77045904,3,"1,2,3",1,1,1
chr14,77045904,77045936,2,"2,3",0,1,1
chr14,77046798,77046813,2,"2,3",0,1,1
chr14,77046813,77047082,3,"1,2,3",1,1,1
chr14,77047082,77047149,2,"1,3",1,0,1
chr14,77111134,77111159,2,"1,3",1,0,1
chr14,77111159,77111443,3,"1,2,3",1,1,1
chr14,77111443,77111470,2,"1,3",1,0,1
chr14,77314093,77314377,2,"2,3",0,1,1
chr14,77400310,77400319,2,"1,3",1,0,1
chr14,77400319,77400523,3,"1,2,3",1,1,1
chr14,77400523,77400550,2,"1,3",1,0,1
chr14,77457922,77458258,2,"1,3",1,0,1
chr14,81220773,81221308,2,"1,3",1,0,1
chr14,88468426,88468432,2,"1,3",1,0,1
chr14,88468432,88468716,3,"1,2,3",1,1,1
chr14,88468716,88468762,2,"1,3",1,0,1
chr14,88469098,88469167,2,"2,3",0,1,1
chr14,88469167,88469259,3,"1,2,3",1,1,1
chr14,88469259,88469279,2,"1,3",1,0,1
chr14,90256368,90256650,2,"1,3",1,0,1
chr14,90383367,90383703,2,"1,3",1,0,1
chr14,90396682,90396831,2,"2,3",0,1,1
chr14,90396831,90396966,3,"1,2,3",1,1,1
chr14,90396966,90397167,2,"1,3",1,0,1
chr14,90444048,90444112,2,"1,3",1,0,1
chr14,90444112,90444384,3,"1,2,3",1,1,1
chr14,90444384,90444396,2,"2,3",0,1,1
chr14,91127412,91127551,2,"1,3",1,0,1
chr14,91127551,91127835,3,"1,2,3",1,1,1
chr14,91127835,91127948,2,"1,3",1,0,1
chr14,91264522,91264858,2,"1,3",1,0,1
chr14,91276484,91276542,2,"1,3",1,0,1
chr14,91276542,91276620,3,"1,2,3",1,1,1
chr14,91276620,91276701,2,"1,3",1,0,1
chr14,91325949,91325970,2,"1,3",1,0,1
chr14,91325970,91326254,3,"1,2,3",1,1,1
chr14,91326254,91326285,2,"1,3",1,0,1
chr14,91418191,91418618,2,"1,3",1,0,1
chr14,91573878,91574214,2,"1,3",1,0,1
chr14,92039958,92040294,2,"1,3",1,0,1
chr14,92917331,92917814,2,"2,3",0,1,1
chr14,93135485,93135821,2,"1,3",1,0,1
chr14,93207173,93207509,2,"1,3",1,0,1
chr14,94450083,94450150,2,"1,3",1,0,1
chr14,94450150,94450419,3,"1,2,3",1,1,1
chr14,94450419,94450434,2,"2,3",0,1,1
chr14,94465797,94466081,2,"2,3",0,1,1
chr14,94636808,94636866,2,"1,3",1,0,1
chr14,94636866,94636944,3,"1,2,3",1,1,1
chr14,94636944,94636967,2,"1,3",1,0,1
chr14,95046930,95047266,2,"1,3",1,0,1
chr14,95056490,95056507,2,"1,3",1,0,1
chr14,95056507,95056735,3,"1,2,3",1,1,1
chr14,95056735,95056790,2,"1,3",1,0,1
chr14,95197663,95197947,2,"2,3",0,1,1
chr14,95530565,95530745,2,"1,3",1,0,1
chr14,96195085,96195178,2,"1,3",1,0,1
chr14,96195178,96195421,3,"1,2,3",1,1,1
chr14,96195421,96195462,2,"2,3",0,1,1
chr14,96204456,96204998,2,"1,3",1,0,1
chr14,96263856,96263859,2,"1,3",1,0,1
chr14,96263859,96264143,3,"1,2,3",1,1,1
chr14,96264143,96264192,2,"1,3",1,0,1
chr14,99746814,99746820,2,"1,3",1,0,1
chr14,99746820,99747104,3,"1,2,3",1,1,1
chr14,99747104,99747150,2,"1,3",1,0,1
chr14,99962228,99962564,2,"1,3",1,0,1
chr14,99971389,99971725,2,"1,3",1,0,1
chr14,99980846,99981130,2,"2,3",0,1,1
chr14,100059440,100059587,2,"1,3",1,0,1
chr14,100059587,100059689,3,"1,2,3",1,1,1
chr14,100059689,100059776,2,"1,3",1,0,1
chr14,100142627,100142641,2,"2,3",0,1,1
chr14,100142641,100142911,3,"1,2,3",1,1,1
chr14,100142911,100142977,2,"1,3",1,0,1
chr14,100214110,100214446,2,"1,3",1,0,1
chr14,100214536,100214872,2,"1,3",1,0,1
chr14,100548067,100548275,2,"1,3",1,0,1
chr14,100672980,100673316,2,"1,3",1,0,1
chr14,101628517,101628853,2,"1,3",1,0,1
chr14,101810168,101810452,2,"2,3",0,1,1
chr14,102592033,102592369,2,"1,3",1,0,1
chr14,103198461,103198619,2,"1,3",1,0,1
chr14,103198796,103199080,2,"2,3",0,1,1
chr14,103281502,103281808,2,"1,3",1,0,1
chr14,103333527,103333863,2,"1,3",1,0,1
chr14,103693499,103693533,2,"2,3",0,1,1
chr14,103693533,103693736,3,"1,2,3",1,1,1
chr14,103693736,103693783,2,"2,3",0,1,1
chr14,103855507,103855843,2,"1,3",1,0,1
chr14,103930291,103930341,2,"2,3",0,1,1
chr14,103930341,103930492,3,"1,2,3",1,1,1
chr14,103930492,103930575,2,"2,3",0,1,1
chr14,104116857,104117193,2,"1,3",1,0,1
chr14,104687792,104688027,2,"2,3",0,1,1
chr14,104774434,104774438,2,"1,3",1,0,1
chr14,104774438,104774722,3,"1,2,3",1,1,1
chr14,104774722,104774770,2,"1,3",1,0,1
chr14,104800326,104800612,2,"1,3",1,0,1
chr14,104800881,104801217,2,"1,3",1,0,1
chr14,105086883,105087113,2,"1,3",1,0,1
chr14,105300827,105301364,2,"1,3",1,0,1
chr14,105398191,105398527,2,"1,3",1,0,1
chr14,105411012,105411348,2,"1,3",1,0,1
chr14,105467237,105467301,2,"1,3",1,0,1
chr14,105467301,105467573,3,"1,2,3",1,1,1
chr14,105467573,105467585,2,"2,3",0,1,1
chr14,105473584,105473920,2,"1,3",1,0,1
chr14,105481831,105482167,2,"1,3",1,0,1
chr14,105602487,105602727,2,"1,3",1,0,1
chr14,105602838,105603174,2,"1,3",1,0,1
chr14,105603509,105603552,2,"1,3",1,0,1
chr14,105603552,105603836,3,"1,2,3",1,1,1
chr14,105603836,105603845,2,"1,3",1,0,1
chr15,27410941,27411277,2,"1,3",1,0,1
chr15,29823003,29823058,2,"1,3",1,0,1
chr15,29823058,29823333,3,"1,2,3",1,1,1
chr15,33866145,33866429,2,"2,3",0,1,1
chr15,38868362,38868646,2,"2,3",0,1,1
chr15,38873239,38873371,2,"2,3",0,1,1
chr15,38873371,38873523,3,"1,2,3",1,1,1
chr15,38873523,38873653,2,"1,3",1,0,1
chr15,40069187,40069471,2,"2,3",0,1,1
chr15,40098792,40098832,2,"1,3",1,0,1
chr15,40335049,40335385,2,"1,3",1,0,1
chr15,47812447,47812731,2,"2,3",0,1,1
chr15,49866236,49866520,2,"2,3",0,1,1
chr15,49984458,49984742,2,"2,3",0,1,1
chr15,50686590,50686926,2,"1,3",1,0,1
chr15,50798016,50798300,2,"2,3",0,1,1
chr15,50908500,50908784,2,"2,3",0,1,1
chr15,51367327,51367611,2,"2,3",0,1,1
chr15,51829057,51829393,2,"1,3",1,0,1
chr15,52018937,52019427,2,"2,3",0,1,1
chr15,52653739,52654010,2,"1,3",1,0,1
chr15,57591611,57591627,2,"1,3",1,0,1
chr15,57591627,57591911,3,"1,2,3",1,1,1
chr15,57591911,57591947,2,"1,3",1,0,1
chr15,58440981,58441265,2,"2,3",0,1,1
chr15,60392976,60393032,2,"1,3",1,0,1
chr15,60393032,60393312,3,"1,2,3",1,1,1
chr15,60393312,60393316,2,"2,3",0,1,1
chr15,61750523,61750555,2,"1,3",1,0,1
chr15,61750555,61750839,3,"1,2,3",1,1,1
chr15,61750839,61750859,2,"1,3",1,0,1
chr15,62832296,62832314,2,"2,3",0,1,1
chr15,62832314,62832530,3,"1,2,3",1,1,1
chr15,62832530,62832786,2,"1,3",1,0,1
chr15,62896986,62897270,2,"2,3",0,1,1
chr15,63387767,63387840,2,"1,3",1,0,1
chr15,63387840,63387983,3,"1,2,3",1,1,1
chr15,63387983,63388103,2,"1,3",1,0,1
chr15,63677808,63678092,2,"2,3",0,1,1
chr15,63896859,63896898,2,"2,3",0,1,1
chr15,63896898,63897064,3,"1,2,3",1,1,1
chr15,63897064,63897143,2,"2,3",0,1,1
chr15,64521943,64521969,2,"2,3",0,1,1
chr15,64521969,64522208,3,"1,2,3",1,1,1
chr15,65057176,65057460,2,"2,3",0,1,1
chr15,65561625,65561909,2,"1,3",1,0,1
chr15,66932100,66932384,2,"2,3",0,1,1
chr15,67148244,67148272,2,"1,3",1,0,1
chr15,67148272,67148556,3,"1,2,3",1,1,1
chr15,67148556,67148580,2,"1,3",1,0,1
chr15,67150055,67150162,2,"2,3",0,1,1
chr15,67150162,67150325,3,"1,2,3",1,1,1
chr15,67150325,67150339,2,"2,3",0,1,1
chr15,67150526,67150799,2,"2,3",0,1,1
chr15,67254564,67254900,2,"1,3",1,0,1
chr15,68271941,68272225,2,"2,3",0,1,1
chr15,69388181,69388465,2,"2,3",0,1,1
chr15,69467747,69468031,2,"2,3",0,1,1
chr15,69594484,69594563,2,"1,3",1,0,1
chr15,69594563,69594847,3,"1,2,3",1,1,1
chr15,69594847,69595020,2,"1,3",1,0,1
chr15,70196464,70196628,2,"1,3",1,0,1
chr15,70196628,70196912,3,"1,2,3",1,1,1
chr15,70196912,70197004,2,"1,3",1,0,1
chr15,70324158,70324272,2,"1,3",1,0,1
chr15,70324272,70324494,3,"1,2,3",1,1,1
chr15,70324494,70324556,2,"2,3",0,1,1
chr15,70494934,70494967,2,"2,3",0,1,1
chr15,70494967,70495218,3,"1,2,3",1,1,1
chr15,70495218,70495303,2,"1,3",1,0,1
chr15,70508020,70508304,2,"2,3",0,1,1
chr15,71071128,71071412,2,"2,3",0,1,1
chr15,71071594,71071878,2,"2,3",0,1,1
chr15,71096691,71096694,2,"1,3",1,0,1
chr15,71096694,71096984,3,"1,2,3",1,1,1
chr15,71096984,71097003,2,"2,3",0,1,1
chr15,71104770,71104791,2,"1,3",1,0,1
chr15,71104791,71105011,3,"1,2,3",1,1,1
chr15,71105011,71105029,2,"1,3",1,0,1
chr15,71114249,71114574,2,"1,3",1,0,1
chr15,71337265,71337411,2,"1,3",1,0,1
chr15,71337411,71337601,3,"1,2,3",1,1,1
chr15,71337601,71337695,2,"2,3",0,1,1
chr15,71790079,71790107,2,"1,3",1,0,1
chr15,71790107,71790391,3,"1,2,3",1,1,1
chr15,71790391,71790415,2,"1,3",1,0,1
chr15,71975532,71975565,2,"1,3",1,0,1
chr15,71975565,71975849,3,"1,2,3",1,1,1
chr15,71975849,71975868,2,"1,3",1,0,1
chr15,72375819,72376022,2,"2,3",0,1,1
chr15,72376022,72376103,3,"1,2,3",1,1,1
chr15,72376103,72376358,2,"1,3",1,0,1
chr15,73743025,73743052,2,"1,3",1,0,1
chr15,73743052,73743336,3,"1,2,3",1,1,1
chr15,73743336,73743361,2,"1,3",1,0,1
chr15,73915085,73915090,2,"1,3",1,0,1
chr15,73915090,73915374,3,"1,2,3",1,1,1
chr15,73915374,73915421,2,"1,3",1,0,1
chr15,73918772,73919045,2,"2,3",0,1,1
chr15,73992382,73992552,2,"1,3",1,0,1
chr15,74200443,74200727,2,"2,3",0,1,1
chr15,74201043,74201327,2,"2,3",0,1,1
chr15,74546167,74546168,2,"2,3",0,1,1
chr15,74546168,74546451,3,"1,2,3",1,1,1
chr15,74546451,74546504,2,"1,3",1,0,1
chr15,74789342,74789626,2,"2,3",0,1,1
chr15,74817425,74817430,2,"1,3",1,0,1
chr15,74817430,74817714,3,"1,2,3",1,1,1
chr15,74817714,74817761,2,"1,3",1,0,1
chr15,75664322,75664516,2,"1,3",1,0,1
chr15,75682333,75682372,2,"1,3",1,0,1
chr15,75682372,75682656,3,"1,2,3",1,1,1
chr15,75682656,75682669,2,"1,3",1,0,1
chr15,78278414,78278698,2,"2,3",0,1,1
chr15,78930969,78931058,2,"2,3",0,1,1
chr15,78951966,78952250,2,"2,3",0,1,1
chr15,80679459,80679495,2,"2,3",0,1,1
chr15,80679495,80679723,3,"1,2,3",1,1,1
chr15,80679723,80679743,2,"2,3",0,1,1
chr15,80943279,80943563,2,"2,3",0,1,1
chr15,84929990,84930022,2,"1,3",1,0,1
chr15,84930022,84930306,3,"1,2,3",1,1,1
chr15,84930306,84930326,2,"1,3",1,0,1
chr15,84980306,84980842,2,"1,3",1,0,1
chr15,86624753,86625037,2,"2,3",0,1,1
chr15,86916021,86916305,2,"2,3",0,1,1
chr15,87045696,87045809,2,"1,3",1,0,1
chr15,87045809,87045983,3,"1,2,3",1,1,1
chr15,87045983,87046032,2,"1,3",1,0,1
chr15,88465943,88466190,2,"2,3",0,1,1
chr15,88484700,88484799,2,"1,3",1,0,1
chr15,88484799,88484959,3,"1,2,3",1,1,1
chr15,88484959,88485036,2,"1,3",1,0,1
chr15,88636055,88636064,2,"1,3",1,0,1
chr15,88636064,88636348,3,"1,2,3",1,1,1
chr15,88636348,88636356,2,"1,3",1,0,1
chr15,88638611,88638947,2,"1,3",1,0,1
chr15,89115593,89115645,2,"1,3",1,0,1
chr15,89115645,89115810,3,"1,2,3",1,1,1
chr15,89115810,89115923,2,"1,3",1,0,1
chr15,89121508,89121550,2,"1,3",1,0,1
chr15,89121550,89121621,3,"1,2,3",1,1,1
chr15,89121621,89121690,2,"1,3",1,0,1
chr15,89139318,89139331,2,"1,3",1,0,1
chr15,89139331,89139615,3,"1,2,3",1,1,1
chr15,89139615,89139654,2,"1,3",1,0,1
chr15,89334768,89334814,2,"1,3",1,0,1
chr15,89334814,89335098,3,"1,2,3",1,1,1
chr15,89335098,89335104,2,"1,3",1,0,1
chr15,89751805,89751854,2,"1,3",1,0,1
chr15,89751854,89752099,3,"1,2,3",1,1,1
chr15,89756918,89756945,2,"1,3",1,0,1
chr15,89756945,89757229,3,"1,2,3",1,1,1
chr15,89757229,89757254,2,"1,3",1,0,1
chr15,89761159,89761197,2,"2,3",0,1,1
chr15,89761197,89761443,3,"1,2,3",1,1,1
chr15,89761443,89761533,2,"1,3",1,0,1
chr15,89767476,89767812,2,"1,3",1,0,1
chr15,89782303,89782326,2,"1,3",1,0,1
chr15,89782326,89782510,3,"1,2,3",1,1,1
chr15,89782510,89782531,2,"1,3",1,0,1
chr15,89785014,89785315,2,"1,3",1,0,1
chr15,89828035,89828138,2,"1,3",1,0,1
chr15,89828144,89828480,2,"1,3",1,0,1
chr15,89837213,89837549,2,"1,3",1,0,1
chr15,89845491,89845775,2,"2,3",0,1,1
chr15,89906030,89906066,2,"2,3",0,1,1
chr15,89906066,89906314,3,"1,2,3",1,1,1
chr15,89906314,89906607,2,"1,3",1,0,1
chr15,89928430,89928475,2,"1,3",1,0,1
chr15,89928475,89928759,3,"1,2,3",1,1,1
chr15,89928759,89928766,2,"1,3",1,0,1
chr15,89958046,89958382,2,"1,3",1,0,1
chr15,89998393,89998729,2,"1,3",1,0,1
chr15,90095515,90095999,2,"2,3",0,1,1
chr15,90158123,90158144,2,"1,3",1,0,1
chr15,90158144,90158428,3,"1,2,3",1,1,1
chr15,90158428,90158459,2,"1,3",1,0,1
chr15,90165659,90165730,2,"1,3",1,0,1
chr15,90165730,90165995,3,"1,2,3",1,1,1
chr15,90165995,90166014,2,"2,3",0,1,1
chr15,90874127,90874463,2,"1,3",1,0,1
chr15,92277800,92277981,2,"2,3",0,1,1
chr15,92617566,92617605,2,"1,3",1,0,1
chr15,92617605,92617889,3,"1,2,3",1,1,1
chr15,92617889,92618025,2,"1,3",1,0,1
chr15,92638256,92638293,2,"1,3",1,0,1
chr15,92638293,92638577,3,"1,2,3",1,1,1
chr15,92639149,92639160,2,"1,3",1,0,1
chr15,92639160,92639370,3,"1,2,3",1,1,1
chr15,92804002,92804286,2,"2,3",0,1,1
chr15,93829543,93829879,2,"1,3",1,0,1
chr15,94029430,94029766,2,"1,3",1,0,1
chr15,96070713,96070925,3,"1,2,3",1,1,1
chr15,96070925,96070987,2,"1,3",1,0,1
chr15,96325991,96326046,2,"1,3",1,0,1
chr15,96326046,96326327,3,"1,2,3",1,1,1
chr15,96326327,96326330,2,"2,3",0,1,1
chr15,96336913,96337197,2,"2,3",0,1,1
chr15,98775236,98775244,2,"1,3",1,0,1
chr15,98775244,98775528,3,"1,2,3",1,1,1
chr15,98775528,98775572,2,"1,3",1,0,1
chr15,98779787,98779789,2,"1,3",1,0,1
chr15,98779789,98780073,3,"1,2,3",1,1,1
chr15,98780073,98780117,2,"1,3",1,0,1
chr15,98873626,98874109,2,"2,3",0,1,1
chr15,98890203,98890213,2,"1,3",1,0,1
chr15,98890213,98890311,3,"1,2,3",1,1,1
chr15,98890311,98890394,2,"1,3",1,0,1
