chrom,start,end,num,list,ENCFF304EAE_SIN3A_sorted.bed,ENCFF544UFD_SIN3A_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr10,102421497,102421547,2,"2,3",0,1,1
chr10,102450301,102450751,2,"2,3",0,1,1
chr10,102501983,102502290,2,"1,3",1,0,1
chr10,102502290,102502672,3,"1,2,3",1,1,1
chr10,102502672,102502740,2,"2,3",0,1,1
chr10,102503676,102504112,2,"2,3",0,1,1
chr10,102642412,102642591,2,"1,3",1,0,1
chr10,102645779,102646030,3,"1,2,3",1,1,1
chr10,102646030,102646308,2,"1,3",1,0,1
chr10,102646308,102646329,3,"1,2,3",1,1,1
chr10,102646329,102646519,2,"2,3",0,1,1
chr10,102714039,102714511,2,"1,3",1,0,1
chr10,102714511,102714931,3,"1,2,3",1,1,1
chr10,102714931,102715137,2,"2,3",0,1,1
chr10,102743584,102743948,2,"1,3",1,0,1
chr10,102854208,102854712,2,"1,3",1,0,1
chr10,102917497,102917767,2,"1,3",1,0,1
chr10,102917861,102917961,3,"1,2,3",1,1,1
chr10,102917961,102918609,2,"2,3",0,1,1
chr10,103367740,103368151,2,"2,3",0,1,1
chr10,103368539,103368758,2,"2,3",0,1,1
chr10,103396344,103396439,2,"1,3",1,0,1
chr10,103396439,103396848,3,"1,2,3",1,1,1
chr10,103396848,103396889,2,"2,3",0,1,1
chr10,103966872,103967322,2,"2,3",0,1,1
chr10,104121178,104121217,2,"1,3",1,0,1
chr10,104121469,104121682,2,"1,3",1,0,1
chr10,104121972,104122523,2,"2,3",0,1,1
chr10,104232076,104232123,2,"1,3",1,0,1
chr10,104232123,104232573,3,"1,2,3",1,1,1
chr10,104232573,104232580,2,"1,3",1,0,1
chr10,104268709,104268784,2,"2,3",0,1,1
chr10,104268784,104269094,3,"1,2,3",1,1,1
chr10,104269094,104269365,2,"1,3",1,0,1
chr10,104353530,104353874,2,"2,3",0,1,1
chr10,110207429,110207686,2,"2,3",0,1,1
chr10,110211093,110211457,2,"2,3",0,1,1
chr10,110497616,110497667,2,"1,3",1,0,1
chr10,110497667,110498014,3,"1,2,3",1,1,1
chr10,110499514,110499769,3,"1,2,3",1,1,1
chr10,110567230,110567569,2,"2,3",0,1,1
chr10,110568038,110568542,2,"1,3",1,0,1
chr10,110871722,110871724,2,"2,3",0,1,1
chr10,110871724,110872172,3,"1,2,3",1,1,1
chr10,110872172,110872228,2,"1,3",1,0,1
chr10,112375996,112376446,2,"2,3",0,1,1
chr10,112446989,112446996,2,"2,3",0,1,1
chr10,112446996,112447081,3,"1,2,3",1,1,1
chr10,112447148,112447439,3,"1,2,3",1,1,1
chr10,112447439,112447643,2,"1,3",1,0,1
chr10,113854035,113854389,2,"2,3",0,1,1
chr10,114174062,114174512,2,"2,3",0,1,1
chr10,114938017,114938437,2,"2,3",0,1,1
chr10,116848557,116848646,2,"2,3",0,1,1
chr10,116849370,116849785,3,"1,2,3",1,1,1
chr10,116849785,116849926,2,"1,3",1,0,1
chr10,118046753,118046772,2,"1,3",1,0,1
chr10,118046772,118047222,3,"1,2,3",1,1,1
chr10,118047222,118047257,2,"1,3",1,0,1
chr10,119165283,119165787,2,"1,3",1,0,1
chr10,119206441,119206543,2,"1,3",1,0,1
chr10,119206701,119206945,2,"1,3",1,0,1
chr10,119892310,119892538,2,"1,3",1,0,1
chr10,119892538,119892920,3,"1,2,3",1,1,1
chr10,119892920,119892988,2,"2,3",0,1,1
chr10,120851063,120851442,2,"1,3",1,0,1
chr10,120851442,120851567,3,"1,2,3",1,1,1
chr10,120851567,120851892,2,"2,3",0,1,1
chr10,121974275,121974639,3,"1,2,3",1,1,1
chr10,121974639,121974671,2,"1,3",1,0,1
chr10,122879536,122879564,2,"1,3",1,0,1
chr10,122879564,122880014,3,"1,2,3",1,1,1
chr10,122880014,122880040,2,"1,3",1,0,1
chr10,122954100,122954567,2,"1,3",1,0,1
chr10,123008873,123008881,2,"1,3",1,0,1
chr10,123008881,123009314,3,"1,2,3",1,1,1
chr10,123154082,123154237,2,"2,3",0,1,1
chr10,123154237,123154521,3,"1,2,3",1,1,1
chr10,123154660,123154741,2,"1,3",1,0,1
chr10,124740795,124741199,2,"2,3",0,1,1
chr10,124791785,124792174,2,"2,3",0,1,1
chr10,124801478,124801643,2,"1,3",1,0,1
chr10,124801643,124801982,3,"1,2,3",1,1,1
chr10,124801982,124802093,2,"2,3",0,1,1
chr10,124916666,124917170,2,"1,3",1,0,1
chr10,125719154,125719604,2,"2,3",0,1,1
chr10,125823066,125823320,2,"2,3",0,1,1
chr10,125823320,125823683,3,"1,2,3",1,1,1
chr10,125896273,125896315,2,"1,3",1,0,1
chr10,125896315,125896765,3,"1,2,3",1,1,1
chr10,125896765,125896777,2,"1,3",1,0,1
chr10,130110671,130111072,2,"1,3",1,0,1
chr10,130111072,130111175,3,"1,2,3",1,1,1
chr10,130111175,130111686,2,"2,3",0,1,1
chr10,130136070,130136180,2,"1,3",1,0,1
chr10,130136180,130136574,3,"1,2,3",1,1,1
chr10,130136574,130136630,2,"2,3",0,1,1
chr10,131900495,131900999,2,"1,3",1,0,1
chr10,132331939,132331954,2,"1,3",1,0,1
chr10,132331954,132332443,3,"1,2,3",1,1,1
chr10,132332443,132332609,2,"2,3",0,1,1
chr10,133274795,133275220,2,"2,3",0,1,1
chr10,133307806,133308042,2,"2,3",0,1,1
chr10,133308641,133309091,2,"2,3",0,1,1
chr10,133393998,133394502,2,"1,3",1,0,1
chr11,236628,236719,2,"1,3",1,0,1
chr11,236719,237132,3,"1,2,3",1,1,1
chr11,237132,237169,2,"2,3",0,1,1
chr11,268740,268911,3,"1,2,3",1,1,1
chr11,268911,269349,2,"2,3",0,1,1
chr11,269349,269455,3,"1,2,3",1,1,1
chr11,269455,269748,2,"1,3",1,0,1
chr11,314021,314471,2,"2,3",0,1,1
chr11,448081,448765,2,"1,3",1,0,1
chr11,450049,450553,2,"1,3",1,0,1
chr11,537300,537637,2,"2,3",0,1,1
chr11,568434,568435,2,"2,3",0,1,1
chr11,568435,568884,3,"1,2,3",1,1,1
chr11,568884,568939,2,"1,3",1,0,1
chr11,576225,576675,2,"2,3",0,1,1
chr11,696077,696120,2,"2,3",0,1,1
chr11,747107,747849,2,"1,3",1,0,1
chr11,777271,777923,2,"2,3",0,1,1
chr11,796210,796612,2,"2,3",0,1,1
chr11,797227,797877,2,"2,3",0,1,1
chr11,805159,805580,2,"1,3",1,0,1
chr11,809179,809529,2,"2,3",0,1,1
chr11,809529,809752,3,"1,2,3",1,1,1
chr11,809752,809855,2,"1,3",1,0,1
chr11,809855,810033,3,"1,2,3",1,1,1
chr11,810033,810062,2,"2,3",0,1,1
chr11,842255,842640,2,"2,3",0,1,1
chr11,842735,843061,2,"2,3",0,1,1
chr11,1262528,1262940,2,"2,3",0,1,1
chr11,1308969,1309809,2,"1,3",1,0,1
chr11,1852913,1853217,2,"2,3",0,1,1
chr11,1855042,1855457,2,"2,3",0,1,1
chr11,2400280,2400730,2,"2,3",0,1,1
chr11,2992293,2992362,2,"2,3",0,1,1
chr11,2992362,2992743,3,"1,2,3",1,1,1
chr11,2992743,2992866,2,"1,3",1,0,1
chr11,3057226,3057421,2,"1,3",1,0,1
chr11,3057421,3057536,3,"1,2,3",1,1,1
chr11,3057536,3057730,2,"1,3",1,0,1
chr11,3378881,3379331,2,"2,3",0,1,1
chr11,3797192,3797710,2,"2,3",0,1,1
chr11,3855079,3855580,2,"1,3",1,0,1
chr11,3855580,3855583,3,"1,2,3",1,1,1
chr11,3855583,3856030,2,"2,3",0,1,1
chr11,4094799,4094911,2,"2,3",0,1,1
chr11,4393044,4393548,2,"1,3",1,0,1
chr11,4607769,4607901,2,"2,3",0,1,1
chr11,4607901,4608219,3,"1,2,3",1,1,1
chr11,4608219,4608405,2,"1,3",1,0,1
chr11,5684516,5685220,2,"1,3",1,0,1
chr11,6473493,6473943,2,"2,3",0,1,1
chr11,6481052,6481094,2,"2,3",0,1,1
chr11,6481094,6481721,3,"1,2,3",1,1,1
chr11,6481721,6481800,2,"1,3",1,0,1
chr11,6603356,6603375,2,"1,3",1,0,1
chr11,6603375,6603825,3,"1,2,3",1,1,1
chr11,6603825,6603860,2,"1,3",1,0,1
chr11,6612101,6612804,2,"1,3",1,0,1
chr11,6619194,6619644,3,"1,2,3",1,1,1
chr11,6619644,6619698,2,"1,3",1,0,1
chr11,6683094,6683544,2,"2,3",0,1,1
chr11,7512524,7513028,2,"1,3",1,0,1
chr11,7513661,7513798,2,"1,3",1,0,1
chr11,7513798,7514248,3,"1,2,3",1,1,1
chr11,7514248,7514267,2,"1,3",1,0,1
chr11,7987138,7987481,2,"2,3",0,1,1
chr11,8682385,8682453,2,"2,3",0,1,1
chr11,8682453,8682957,3,"1,2,3",1,1,1
chr11,8682957,8683035,2,"2,3",0,1,1
chr11,8688889,8688908,2,"1,3",1,0,1
chr11,8688908,8689292,3,"1,2,3",1,1,1
chr11,8964067,8964371,2,"1,3",1,0,1
chr11,8964371,8965165,3,"1,2,3",1,1,1
chr11,8965165,8965178,2,"1,3",1,0,1
chr11,9314616,9315066,2,"2,3",0,1,1
chr11,9384576,9384847,2,"1,3",1,0,1
chr11,9384847,9385296,3,"1,2,3",1,1,1
chr11,9385296,9385297,2,"2,3",0,1,1
chr11,9573008,9573509,2,"1,3",1,0,1
chr11,9573509,9573535,3,"1,2,3",1,1,1
chr11,9573535,9573950,2,"2,3",0,1,1
chr11,10540941,10541391,2,"2,3",0,1,1
chr11,10751247,10751751,2,"1,3",1,0,1
chr11,10808337,10808377,2,"1,3",1,0,1
chr11,10808507,10809160,2,"2,3",0,1,1
chr11,10857749,10858253,2,"1,3",1,0,1
chr11,11841535,11842308,2,"1,3",1,0,1
chr11,13668267,13668917,2,"2,3",0,1,1
chr11,14499578,14500028,2,"2,3",0,1,1
chr11,17077669,17078372,2,"2,3",0,1,1
chr11,17207465,17208092,2,"2,3",0,1,1
chr11,18013153,18013657,2,"1,3",1,0,1
chr11,18322083,18322092,2,"1,3",1,0,1
chr11,18322092,18322542,3,"1,2,3",1,1,1
chr11,18322542,18322759,2,"1,3",1,0,1
chr11,18394285,18394832,2,"2,3",0,1,1
chr11,20387183,20387569,2,"2,3",0,1,1
chr11,20387569,20387948,3,"1,2,3",1,1,1
chr11,20387948,20388292,2,"1,3",1,0,1
chr11,22625495,22625642,2,"1,3",1,0,1
chr11,22625642,22625999,3,"1,2,3",1,1,1
chr11,22625999,22626161,2,"2,3",0,1,1
chr11,22829321,22829974,2,"2,3",0,1,1
chr11,27363035,27363095,2,"2,3",0,1,1
chr11,27363095,27363485,3,"1,2,3",1,1,1
chr11,27363485,27363599,2,"1,3",1,0,1
chr11,27506442,27506946,2,"1,3",1,0,1
chr11,28107996,28108038,2,"2,3",0,1,1
chr11,28108038,28108269,3,"1,2,3",1,1,1
chr11,28108269,28108570,2,"1,3",1,0,1
chr11,28110171,28110387,3,"1,2,3",1,1,1
chr11,31369529,31369692,2,"1,3",1,0,1
chr11,31369692,31369804,3,"1,2,3",1,1,1
chr11,31369804,31370033,2,"1,3",1,0,1
chr11,31509330,31510080,2,"2,3",0,1,1
chr11,32091290,32091740,2,"2,3",0,1,1
chr11,32583597,32583631,2,"2,3",0,1,1
chr11,32583631,32584047,3,"1,2,3",1,1,1
chr11,32584047,32584135,2,"1,3",1,0,1
chr11,32829817,32830454,2,"2,3",0,1,1
chr11,32892390,32892840,2,"2,3",0,1,1
chr11,33039105,33040239,2,"1,3",1,0,1
chr11,33161157,33161770,2,"1,3",1,0,1
chr11,33257593,33258043,2,"2,3",0,1,1
chr11,33774071,33774165,2,"1,3",1,0,1
chr11,33774165,33774615,3,"1,2,3",1,1,1
chr11,33774615,33774785,2,"1,3",1,0,1
chr11,34051327,34051380,2,"2,3",0,1,1
chr11,34051380,34051759,3,"1,2,3",1,1,1
chr11,34051759,34051884,2,"1,3",1,0,1
chr11,34052074,34052176,2,"2,3",0,1,1
chr11,34052176,34052391,3,"1,2,3",1,1,1
chr11,34105540,34105719,2,"2,3",0,1,1
chr11,34438948,34439398,2,"2,3",0,1,1
chr11,34916420,34916870,2,"2,3",0,1,1
chr11,36289267,36289299,2,"1,3",1,0,1
chr11,36289299,36289563,3,"1,2,3",1,1,1
chr11,36289563,36289661,2,"1,3",1,0,1
chr11,36509816,36510266,2,"2,3",0,1,1
chr11,43311834,43311875,2,"2,3",0,1,1
chr11,43311875,43312284,3,"1,2,3",1,1,1
chr11,43312284,43312508,2,"1,3",1,0,1
chr11,43358705,43359065,2,"2,3",0,1,1
chr11,44095559,44096009,2,"2,3",0,1,1
chr11,44569176,44569464,3,"1,2,3",1,1,1
chr11,44611700,44612150,2,"2,3",0,1,1
chr11,45846902,45847757,2,"1,3",1,0,1
chr11,45885289,45885739,2,"2,3",0,1,1
chr11,45917755,45918347,3,"1,2,3",1,1,1
chr11,45918347,45918702,2,"1,3",1,0,1
chr11,45930056,45930082,2,"1,3",1,0,1
chr11,45930082,45930532,3,"1,2,3",1,1,1
chr11,45930532,45930560,2,"1,3",1,0,1
chr11,46392589,46392867,3,"1,2,3",1,1,1
chr11,46593817,46593844,2,"2,3",0,1,1
chr11,46593844,46594267,3,"1,2,3",1,1,1
chr11,46594267,46594348,2,"1,3",1,0,1
chr11,46617027,46617302,2,"2,3",0,1,1
chr11,46617302,46617361,3,"1,2,3",1,1,1
chr11,46617361,46617806,2,"1,3",1,0,1
chr11,46700327,46700777,2,"2,3",0,1,1
chr11,46845609,46846384,2,"2,3",0,1,1
chr11,46936536,46936559,2,"2,3",0,1,1
chr11,46936559,46936918,3,"1,2,3",1,1,1
chr11,46936918,46937063,2,"1,3",1,0,1
chr11,47177186,47177216,2,"1,3",1,0,1
chr11,47177216,47177666,3,"1,2,3",1,1,1
chr11,47177666,47177690,2,"1,3",1,0,1
chr11,47214805,47215429,2,"1,3",1,0,1
chr11,47248551,47248764,2,"1,3",1,0,1
chr11,47248764,47249055,3,"1,2,3",1,1,1
chr11,47249055,47249214,2,"2,3",0,1,1
chr11,47378191,47378244,2,"2,3",0,1,1
chr11,47378244,47378748,3,"1,2,3",1,1,1
chr11,47378748,47378900,2,"2,3",0,1,1
chr11,47407977,47408427,2,"2,3",0,1,1
chr11,47552879,47553329,2,"2,3",0,1,1
chr11,47565158,47565608,2,"2,3",0,1,1
chr11,47578774,47578827,2,"1,3",1,0,1
chr11,47578827,47579277,3,"1,2,3",1,1,1
chr11,47579277,47579278,2,"1,3",1,0,1
chr11,47715120,47715570,2,"2,3",0,1,1
chr11,47848041,47848140,2,"1,3",1,0,1
chr11,47848140,47848792,3,"1,2,3",1,1,1
chr11,47848792,47848831,2,"1,3",1,0,1
chr11,57335307,57335569,2,"2,3",0,1,1
chr11,57530467,57530570,2,"1,3",1,0,1
chr11,57530570,57530907,3,"1,2,3",1,1,1
chr11,57530907,57531171,2,"2,3",0,1,1
chr11,57568078,57568111,2,"1,3",1,0,1
chr11,57568111,57568582,3,"1,2,3",1,1,1
chr11,57568582,57568662,2,"2,3",0,1,1
chr11,57657427,57657487,2,"2,3",0,1,1
chr11,57657487,57657858,3,"1,2,3",1,1,1
chr11,57667052,57667059,2,"1,3",1,0,1
chr11,57667059,57667711,3,"1,2,3",1,1,1
chr11,57667711,57667873,2,"1,3",1,0,1
chr11,57667961,57668013,2,"2,3",0,1,1
chr11,57668013,57668411,3,"1,2,3",1,1,1
chr11,57668411,57668517,2,"1,3",1,0,1
chr11,57711761,57712326,2,"2,3",0,1,1
chr11,57712475,57712499,2,"2,3",0,1,1
chr11,57712499,57712900,3,"1,2,3",1,1,1
chr11,57741154,57741779,3,"1,2,3",1,1,1
chr11,57741779,57741878,2,"1,3",1,0,1
chr11,57741878,57742044,3,"1,2,3",1,1,1
chr11,57742044,57742142,2,"2,3",0,1,1
chr11,58577803,58578537,2,"2,3",0,1,1
chr11,58579563,58579650,2,"1,3",1,0,1
chr11,58579650,58579817,3,"1,2,3",1,1,1
chr11,58579817,58579857,2,"1,3",1,0,1
chr11,59142544,59143167,2,"2,3",0,1,1
chr11,59144663,59144680,2,"2,3",0,1,1
chr11,59144680,59144954,3,"1,2,3",1,1,1
chr11,59144954,59145099,2,"1,3",1,0,1
chr11,59560639,59560929,2,"2,3",0,1,1
chr11,59560929,59561132,3,"1,2,3",1,1,1
chr11,59668847,59669297,2,"2,3",0,1,1
chr11,59810489,59810939,2,"2,3",0,1,1
chr11,60841945,60841950,2,"1,3",1,0,1
chr11,60841950,60842170,3,"1,2,3",1,1,1
chr11,60842170,60842187,2,"2,3",0,1,1
chr11,60906280,60906296,2,"1,3",1,0,1
chr11,60906296,60906762,3,"1,2,3",1,1,1
chr11,60906762,60906881,2,"2,3",0,1,1
chr11,60913997,60914325,2,"2,3",0,1,1
chr11,60915443,60915893,2,"2,3",0,1,1
chr11,61332840,61333290,2,"2,3",0,1,1
chr11,61357146,61357557,3,"1,2,3",1,1,1
chr11,61357557,61357604,2,"1,3",1,0,1
chr11,61362125,61362182,2,"1,3",1,0,1
chr11,61362182,61362489,3,"1,2,3",1,1,1
chr11,61392392,61392959,2,"1,3",1,0,1
chr11,61393094,61393105,2,"1,3",1,0,1
chr11,61429927,61430377,2,"2,3",0,1,1
chr11,61792680,61792686,2,"2,3",0,1,1
chr11,61792686,61793130,3,"1,2,3",1,1,1
chr11,61793130,61793190,2,"1,3",1,0,1
chr11,61816839,61817213,2,"2,3",0,1,1
chr11,61967228,61967732,2,"1,3",1,0,1
chr11,61968062,61968541,2,"2,3",0,1,1
chr11,62124176,62124312,2,"2,3",0,1,1
chr11,62124312,62124704,3,"1,2,3",1,1,1
chr11,62541176,62541626,2,"2,3",0,1,1
chr11,62551699,62552046,2,"2,3",0,1,1
chr11,62573618,62573878,2,"1,3",1,0,1
chr11,62573878,62574325,3,"1,2,3",1,1,1
chr11,62591340,62591928,2,"1,3",1,0,1
chr11,62665264,62665768,2,"1,3",1,0,1
chr11,62678818,62679268,2,"2,3",0,1,1
chr11,62705981,62706431,2,"2,3",0,1,1
chr11,62726987,62727740,2,"1,3",1,0,1
chr11,62728349,62728750,2,"2,3",0,1,1
chr11,62753849,62754299,2,"2,3",0,1,1
chr11,62761332,62761987,2,"2,3",0,1,1
chr11,62771151,62771202,3,"1,2,3",1,1,1
chr11,62771202,62771588,2,"1,3",1,0,1
chr11,62786548,62786867,2,"2,3",0,1,1
chr11,62786867,62786998,3,"1,2,3",1,1,1
chr11,62786998,62787243,2,"1,3",1,0,1
chr11,62787243,62787600,3,"1,2,3",1,1,1
chr11,62787600,62787653,2,"2,3",0,1,1
chr11,62791648,62792098,2,"2,3",0,1,1
chr11,62805133,62805177,2,"1,3",1,0,1
chr11,62805177,62805637,3,"1,2,3",1,1,1
chr11,62805637,62805831,2,"2,3",0,1,1
chr11,62832048,62832498,2,"2,3",0,1,1
chr11,62839480,62839487,2,"2,3",0,1,1
chr11,62839487,62839730,3,"1,2,3",1,1,1
chr11,62839730,62839872,2,"1,3",1,0,1
chr11,62841269,62841773,2,"1,3",1,0,1
chr11,62841993,62842154,2,"2,3",0,1,1
chr11,62855564,62855664,2,"1,3",1,0,1
chr11,62855664,62856048,3,"1,2,3",1,1,1
chr11,62856048,62856114,2,"2,3",0,1,1
chr11,63671446,63671741,2,"2,3",0,1,1
chr11,63938538,63938644,2,"1,3",1,0,1
chr11,63938644,63938794,3,"1,2,3",1,1,1
chr11,63938794,63938818,2,"1,3",1,0,1
chr11,63938818,63939042,3,"1,2,3",1,1,1
chr11,63939042,63939268,2,"2,3",0,1,1
chr11,63974349,63974355,2,"1,3",1,0,1
chr11,63974355,63974805,3,"1,2,3",1,1,1
chr11,63974805,63974853,2,"1,3",1,0,1
chr11,63986191,63986579,3,"1,2,3",1,1,1
chr11,63986579,63986652,2,"1,3",1,0,1
chr11,64185431,64185935,2,"1,3",1,0,1
chr11,64185989,64186348,2,"2,3",0,1,1
chr11,64226542,64227018,2,"1,3",1,0,1
chr11,64240806,64241162,2,"2,3",0,1,1
chr11,64241455,64242138,2,"1,3",1,0,1
chr11,64247043,64247083,2,"1,3",1,0,1
chr11,64247331,64247547,3,"1,2,3",1,1,1
chr11,64247547,64247634,2,"2,3",0,1,1
chr11,64251377,64251777,2,"2,3",0,1,1
chr11,64270076,64270580,2,"1,3",1,0,1
chr11,64284629,64284927,2,"1,3",1,0,1
chr11,64285014,64285133,2,"1,3",1,0,1
chr11,64304344,64304775,2,"2,3",0,1,1
chr11,64305363,64305813,2,"2,3",0,1,1
chr11,64317289,64317674,2,"2,3",0,1,1
chr11,64339996,64340500,2,"1,3",1,0,1
chr11,64359207,64359624,2,"2,3",0,1,1
chr11,64810317,64810946,2,"2,3",0,1,1
chr11,64844337,64844723,2,"1,3",1,0,1
chr11,64859214,64859420,2,"1,3",1,0,1
chr11,64859420,64859870,3,"1,2,3",1,1,1
chr11,64859870,64859995,2,"1,3",1,0,1
chr11,64878222,64878568,2,"2,3",0,1,1
chr11,64878568,64878672,3,"1,2,3",1,1,1
chr11,64878672,64878815,2,"1,3",1,0,1
chr11,64878815,64879072,3,"1,2,3",1,1,1
chr11,64879072,64879177,2,"2,3",0,1,1
chr11,64916973,64917429,3,"1,2,3",1,1,1
chr11,64917429,64917623,2,"2,3",0,1,1
chr11,65013769,65014238,2,"2,3",0,1,1
chr11,65014238,65014574,3,"1,2,3",1,1,1
chr11,65014574,65014847,2,"1,3",1,0,1
chr11,65027405,65027971,2,"1,3",1,0,1
chr11,65083900,65083926,2,"2,3",0,1,1
chr11,65083926,65084201,3,"1,2,3",1,1,1
chr11,65084201,65084221,2,"1,3",1,0,1
chr11,65084221,65084350,3,"1,2,3",1,1,1
chr11,65084350,65084527,2,"1,3",1,0,1
chr11,65096016,65096326,3,"1,2,3",1,1,1
chr11,65096326,65096339,2,"1,3",1,0,1
chr11,65117425,65117450,2,"1,3",1,0,1
chr11,65117450,65117876,3,"1,2,3",1,1,1
chr11,65117876,65117900,2,"2,3",0,1,1
chr11,65122028,65122444,3,"1,2,3",1,1,1
chr11,65134248,65134948,3,"1,2,3",1,1,1
chr11,65134948,65135112,2,"1,3",1,0,1
chr11,65261536,65261798,2,"1,3",1,0,1
chr11,65261798,65262040,3,"1,2,3",1,1,1
chr11,65262040,65262248,2,"2,3",0,1,1
chr11,65314810,65315166,2,"1,3",1,0,1
chr11,65382200,65382238,2,"2,3",0,1,1
chr11,65382238,65382650,3,"1,2,3",1,1,1
chr11,65382650,65382742,2,"1,3",1,0,1
chr11,65386470,65386752,2,"2,3",0,1,1
chr11,65416391,65416666,2,"2,3",0,1,1
chr11,65421272,65421492,2,"2,3",0,1,1
chr11,65422763,65423016,3,"1,2,3",1,1,1
chr11,65423016,65423105,2,"1,3",1,0,1
chr11,65525019,65525042,2,"2,3",0,1,1
chr11,65525042,65525469,3,"1,2,3",1,1,1
chr11,65525469,65525546,2,"1,3",1,0,1
chr11,65570017,65570216,2,"2,3",0,1,1
chr11,65570216,65570573,3,"1,2,3",1,1,1
chr11,65575567,65576017,2,"2,3",0,1,1
chr11,65614206,65614573,2,"2,3",0,1,1
chr11,65615056,65615077,2,"1,3",1,0,1
chr11,65615077,65615841,3,"1,2,3",1,1,1
chr11,65615841,65615904,2,"2,3",0,1,1
chr11,65638218,65638668,2,"2,3",0,1,1
chr11,65639648,65639735,2,"2,3",0,1,1
chr11,65639735,65639986,3,"1,2,3",1,1,1
chr11,65640136,65640239,2,"1,3",1,0,1
chr11,65652263,65652424,2,"1,3",1,0,1
chr11,65652827,65653347,2,"1,3",1,0,1
chr11,65662646,65662862,2,"1,3",1,0,1
chr11,65662862,65662996,3,"1,2,3",1,1,1
chr11,65662996,65663248,2,"2,3",0,1,1
chr11,65663248,65663312,3,"1,2,3",1,1,1
chr11,65663312,65663596,2,"1,3",1,0,1
chr11,65711793,65711809,2,"1,3",1,0,1
chr11,65711809,65712259,3,"1,2,3",1,1,1
chr11,65712259,65712496,2,"1,3",1,0,1
chr11,65719974,65720457,2,"2,3",0,1,1
chr11,65720457,65720961,3,"1,2,3",1,1,1
chr11,65720961,65720973,2,"2,3",0,1,1
chr11,65779965,65780408,3,"1,2,3",1,1,1
chr11,65780408,65780429,2,"1,3",1,0,1
chr11,65856988,65857443,2,"2,3",0,1,1
chr11,65858080,65858424,3,"1,2,3",1,1,1
chr11,65858424,65858504,2,"2,3",0,1,1
chr11,65859399,65859790,2,"2,3",0,1,1
chr11,65860255,65860686,2,"2,3",0,1,1
chr11,65873374,65873824,2,"2,3",0,1,1
chr11,65884701,65884946,2,"2,3",0,1,1
chr11,65888368,65888640,3,"1,2,3",1,1,1
chr11,65888640,65888775,2,"1,3",1,0,1
chr11,65919130,65920167,2,"1,3",1,0,1
chr11,65928085,65928433,2,"2,3",0,1,1
chr11,65961419,65961449,2,"1,3",1,0,1
chr11,65961449,65961857,3,"1,2,3",1,1,1
chr11,66001965,66001973,2,"2,3",0,1,1
chr11,66001973,66002477,3,"1,2,3",1,1,1
chr11,66002477,66002616,2,"2,3",0,1,1
chr11,66052130,66052177,2,"2,3",0,1,1
chr11,66052177,66052580,3,"1,2,3",1,1,1
chr11,66052580,66052681,2,"1,3",1,0,1
chr11,66257019,66257677,2,"2,3",0,1,1
chr11,66267583,66268033,2,"2,3",0,1,1
chr11,66268363,66268813,2,"2,3",0,1,1
chr11,66282370,66282388,2,"1,3",1,0,1
chr11,66282388,66282838,3,"1,2,3",1,1,1
chr11,66282838,66282874,2,"1,3",1,0,1
chr11,66288808,66289233,3,"1,2,3",1,1,1
chr11,66289233,66289247,2,"2,3",0,1,1
chr11,66289435,66289628,2,"1,3",1,0,1
chr11,66289628,66289786,3,"1,2,3",1,1,1
chr11,66289786,66289825,2,"1,3",1,0,1
chr11,66311851,66312452,2,"1,3",1,0,1
chr11,66344908,66345033,2,"1,3",1,0,1
chr11,66345033,66345262,3,"1,2,3",1,1,1
chr11,66345262,66345400,2,"1,3",1,0,1
chr11,66438570,66439020,2,"2,3",0,1,1
chr11,66466391,66466841,2,"2,3",0,1,1
chr11,66479958,66480232,2,"1,3",1,0,1
chr11,66480232,66480682,3,"1,2,3",1,1,1
chr11,66480682,66480737,2,"1,3",1,0,1
chr11,66510378,66510402,2,"1,3",1,0,1
chr11,66510402,66510852,3,"1,2,3",1,1,1
chr11,66510852,66510882,2,"1,3",1,0,1
chr11,66545792,66546242,2,"2,3",0,1,1
chr11,66592769,66593444,2,"2,3",0,1,1
chr11,66616566,66617070,2,"1,3",1,0,1
chr11,66617075,66617369,2,"2,3",0,1,1
chr11,66638411,66638915,2,"1,3",1,0,1
chr11,66677939,66678250,2,"1,3",1,0,1
chr11,66678340,66678443,2,"1,3",1,0,1
chr11,66842852,66843214,2,"1,3",1,0,1
chr11,66843214,66843356,3,"1,2,3",1,1,1
chr11,66843356,66843664,2,"2,3",0,1,1
chr11,67119453,67119812,2,"2,3",0,1,1
chr11,67268026,67268102,2,"1,3",1,0,1
chr11,67268102,67268552,3,"1,2,3",1,1,1
chr11,67268552,67268678,2,"1,3",1,0,1
chr11,67288494,67288968,2,"1,3",1,0,1
chr11,67288968,67288998,3,"1,2,3",1,1,1
chr11,67288998,67289418,2,"2,3",0,1,1
chr11,67317369,67317435,2,"2,3",0,1,1
chr11,67317435,67318121,3,"1,2,3",1,1,1
chr11,67318121,67318148,2,"1,3",1,0,1
chr11,67352952,67353594,2,"1,3",1,0,1
chr11,67391545,67391713,2,"1,3",1,0,1
chr11,67391713,67391958,3,"1,2,3",1,1,1
chr11,67391958,67392049,2,"1,3",1,0,1
chr11,67401535,67402158,2,"1,3",1,0,1
chr11,67428171,67428221,2,"1,3",1,0,1
chr11,67428221,67428671,3,"1,2,3",1,1,1
