chrom,start,end,num,list,ENCFF033OLJ_RAD21_sorted.bed,ENCFF708PXY_RAD21_sorted.bed,ENCFF717LNZ_RAD21_sorted.bed,ENCFF856BXY_RAD21_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr11,67506203,67506266,4,"1,2,3,5",1,1,1,0,1
chr11,67506266,67506353,5,"1,2,3,4,5",1,1,1,1,1
chr11,67506353,67506366,4,"1,2,3,5",1,1,1,0,1
chr11,67506366,67506368,3,"1,2,5",1,1,0,0,1
chr11,67506368,67506405,2,"1,5",1,0,0,0,1
chr11,67582615,67582690,2,"1,5",1,0,0,0,1
chr11,67582690,67582706,3,"1,2,5",1,1,0,0,1
chr11,67582706,67582936,4,"1,2,4,5",1,1,0,1,1
chr11,67582936,67582950,3,"1,2,5",1,1,0,0,1
chr11,67582950,67583003,2,"1,5",1,0,0,0,1
chr11,67606708,67606778,2,"1,5",1,0,0,0,1
chr11,67606778,67607038,3,"1,2,5",1,1,0,0,1
chr11,67607038,67607132,2,"1,5",1,0,0,0,1
chr11,67614220,67614504,2,"3,5",0,0,1,0,1
chr11,67615449,67615450,2,"2,5",0,1,0,0,1
chr11,67615450,67615680,3,"2,4,5",0,1,0,1,1
chr11,67615680,67615709,2,"2,5",0,1,0,0,1
chr11,67629292,67629311,3,"1,2,5",1,1,0,0,1
chr11,67629311,67629370,4,"1,2,4,5",1,1,0,1,1
chr11,67629370,67629465,5,"1,2,3,4,5",1,1,1,1,1
chr11,67629465,67629541,4,"1,2,4,5",1,1,0,1,1
chr11,67629541,67629543,3,"1,2,5",1,1,0,0,1
chr11,67629543,67629618,2,"1,5",1,0,0,0,1
chr11,67630649,67630682,2,"2,5",0,1,0,0,1
chr11,67630682,67630899,3,"2,4,5",0,1,0,1,1
chr11,67640023,67640049,4,"1,2,3,5",1,1,1,0,1
chr11,67640049,67640279,5,"1,2,3,4,5",1,1,1,1,1
chr11,67640279,67640381,3,"1,3,5",1,0,1,0,1
chr11,67640381,67640435,2,"3,5",0,0,1,0,1
chr11,67648157,67648166,2,"1,5",1,0,0,0,1
chr11,67648166,67648168,3,"1,2,5",1,1,0,0,1
chr11,67648168,67648191,4,"1,2,3,5",1,1,1,0,1
chr11,67648191,67648421,5,"1,2,3,4,5",1,1,1,1,1
chr11,67648421,67648426,4,"1,2,3,5",1,1,1,0,1
chr11,67648426,67648452,3,"1,3,5",1,0,1,0,1
chr11,67648452,67648508,2,"1,5",1,0,0,0,1
chr11,67659515,67659528,2,"3,5",0,0,1,0,1
chr11,67659528,67659534,3,"3,4,5",0,0,1,1,1
chr11,67659534,67659558,4,"1,3,4,5",1,0,1,1,1
chr11,67659558,67659671,5,"1,2,3,4,5",1,1,1,1,1
chr11,67659671,67659672,4,"1,3,4,5",1,0,1,1,1
chr11,67659672,67659695,3,"1,3,5",1,0,1,0,1
chr11,67659695,67659706,2,"1,5",1,0,0,0,1
chr11,67665550,67665573,2,"1,5",1,0,0,0,1
chr11,67665573,67665581,3,"1,2,5",1,1,0,0,1
chr11,67665581,67665590,4,"1,2,3,5",1,1,1,0,1
chr11,67665590,67665754,5,"1,2,3,4,5",1,1,1,1,1
chr11,67665754,67665762,4,"1,2,3,5",1,1,1,0,1
chr11,67665762,67665774,3,"1,3,5",1,0,1,0,1
chr11,67665774,67665812,2,"1,5",1,0,0,0,1
chr11,67674595,67674652,2,"1,5",1,0,0,0,1
chr11,67674652,67674672,4,"1,2,3,5",1,1,1,0,1
chr11,67674672,67674902,5,"1,2,3,4,5",1,1,1,1,1
chr11,67674902,67674912,4,"1,2,3,5",1,1,1,0,1
chr11,67674912,67674936,3,"1,3,5",1,0,1,0,1
chr11,67674936,67675019,2,"1,5",1,0,0,0,1
chr11,67805113,67805397,2,"3,5",0,0,1,0,1
chr11,67955873,67955994,3,"2,4,5",0,1,0,1,1
chr11,67955994,67956014,2,"2,5",0,1,0,0,1
chr11,68021405,68021417,2,"2,5",0,1,0,0,1
chr11,68021417,68021428,3,"1,2,5",1,1,0,0,1
chr11,68021428,68021448,4,"1,2,4,5",1,1,0,1,1
chr11,68021448,68021506,5,"1,2,3,4,5",1,1,1,1,1
chr11,68021506,68021524,4,"1,2,3,5",1,1,1,0,1
chr11,68021524,68021560,3,"1,2,5",1,1,0,0,1
chr11,68021560,68021567,2,"1,5",1,0,0,0,1
chr11,68038240,68038487,2,"2,5",0,1,0,0,1
chr11,68147012,68147272,2,"2,5",0,1,0,0,1
chr11,68150192,68150486,2,"2,5",0,1,0,0,1
chr11,68257436,68257471,2,"1,5",1,0,0,0,1
chr11,68257471,68257482,3,"1,3,5",1,0,1,0,1
chr11,68257482,68257495,4,"1,2,3,5",1,1,1,0,1
chr11,68257495,68257659,5,"1,2,3,4,5",1,1,1,1,1
chr11,68257659,68257665,4,"1,3,4,5",1,0,1,1,1
chr11,68257665,68257688,3,"1,3,5",1,0,1,0,1
chr11,68257688,68257707,2,"1,5",1,0,0,0,1
chr11,68271221,68271335,5,"1,2,3,4,5",1,1,1,1,1
chr11,68460128,68460388,2,"2,5",0,1,0,0,1
chr11,68753360,68753406,2,"2,5",0,1,0,0,1
chr11,68753406,68753417,3,"1,2,5",1,1,0,0,1
chr11,68753417,68753418,4,"1,2,4,5",1,1,0,1,1
chr11,68753418,68753524,5,"1,2,3,4,5",1,1,1,1,1
chr11,68753524,68753539,4,"1,2,3,5",1,1,1,0,1
chr11,68753539,68753557,3,"1,2,5",1,1,0,0,1
chr11,68753557,68753604,2,"2,5",0,1,0,0,1
chr11,68763143,68763284,2,"1,5",1,0,0,0,1
chr11,68763284,68763544,3,"1,2,5",1,1,0,0,1
chr11,68763544,68763567,2,"1,5",1,0,0,0,1
chr11,68764221,68764294,2,"1,5",1,0,0,0,1
chr11,68764294,68764305,3,"1,3,5",1,0,1,0,1
chr11,68764305,68764321,4,"1,2,3,5",1,1,1,0,1
chr11,68764321,68764537,5,"1,2,3,4,5",1,1,1,1,1
chr11,68890096,68890165,2,"1,5",1,0,0,0,1
chr11,68890165,68890425,3,"1,2,5",1,1,0,0,1
chr11,68890425,68890520,2,"1,5",1,0,0,0,1
chr11,68903754,68904014,2,"2,5",0,1,0,0,1
chr11,68950354,68950355,2,"3,5",0,0,1,0,1
chr11,68950355,68950356,3,"3,4,5",0,0,1,1,1
chr11,68950356,68950585,4,"2,3,4,5",0,1,1,1,1
chr11,68950585,68950616,3,"2,3,5",0,1,1,0,1
chr11,68950616,68950632,2,"3,5",0,0,1,0,1
chr11,69044198,69044267,2,"1,5",1,0,0,0,1
chr11,69044267,69044282,3,"1,3,5",1,0,1,0,1
chr11,69044282,69044355,4,"1,3,4,5",1,0,1,1,1
chr11,69044355,69044454,5,"1,2,3,4,5",1,1,1,1,1
chr11,69044454,69044512,4,"1,3,4,5",1,0,1,1,1
chr11,69044512,69044551,3,"1,3,5",1,0,1,0,1
chr11,69044551,69044582,2,"1,5",1,0,0,0,1
chr11,69088770,69088780,2,"3,5",0,0,1,0,1
chr11,69088780,69088798,4,"1,3,4,5",1,0,1,1,1
chr11,69088798,69088931,5,"1,2,3,4,5",1,1,1,1,1
chr11,69088931,69088934,4,"1,2,3,5",1,1,1,0,1
chr11,69088934,69088956,3,"1,3,5",1,0,1,0,1
chr11,69088956,69088971,2,"1,5",1,0,0,0,1
chr11,69101449,69101470,2,"1,5",1,0,0,0,1
chr11,69101470,69101480,3,"1,3,5",1,0,1,0,1
chr11,69101480,69101486,4,"1,2,3,5",1,1,1,0,1
chr11,69101486,69101691,5,"1,2,3,4,5",1,1,1,1,1
chr11,69101691,69101695,4,"1,3,4,5",1,0,1,1,1
chr11,69101695,69101726,3,"1,3,5",1,0,1,0,1
chr11,69101726,69101736,2,"1,5",1,0,0,0,1
chr11,69106447,69106455,2,"4,5",0,0,0,1,1
chr11,69106455,69106457,3,"2,4,5",0,1,0,1,1
chr11,69106457,69106478,4,"1,2,4,5",1,1,0,1,1
chr11,69106478,69106677,5,"1,2,3,4,5",1,1,1,1,1
chr11,69106677,69106762,4,"1,2,3,5",1,1,1,0,1
chr11,69106762,69106881,3,"1,2,5",1,1,0,0,1
chr11,69106881,69106921,2,"2,5",0,1,0,0,1
chr11,69293873,69294090,2,"2,5",0,1,0,0,1
chr11,69301686,69301709,2,"1,5",1,0,0,0,1
chr11,69301709,69301751,3,"1,4,5",1,0,0,1,1
chr11,69301751,69301780,4,"1,3,4,5",1,0,1,1,1
chr11,69301780,69301939,5,"1,2,3,4,5",1,1,1,1,1
chr11,69301939,69302035,4,"1,2,3,5",1,1,1,0,1
chr11,69302035,69302110,3,"1,2,5",1,1,0,0,1
chr11,69302110,69302246,2,"2,5",0,1,0,0,1
chr11,69362395,69362406,3,"1,3,5",1,0,1,0,1
chr11,69362406,69362410,4,"1,2,3,5",1,1,1,0,1
chr11,69362410,69362640,5,"1,2,3,4,5",1,1,1,1,1
chr11,69362640,69362642,4,"1,2,3,5",1,1,1,0,1
chr11,69362642,69362659,3,"1,2,5",1,1,0,0,1
chr11,69436994,69437042,2,"2,5",0,1,0,0,1
chr11,69437042,69437047,3,"1,2,5",1,1,0,0,1
chr11,69437047,69437254,4,"1,2,4,5",1,1,0,1,1
chr11,69437254,69437277,3,"1,4,5",1,0,0,1,1
chr11,69437277,69437466,2,"1,5",1,0,0,0,1
chr11,69442869,69443129,2,"2,5",0,1,0,0,1
chr11,69444567,69444619,2,"1,5",1,0,0,0,1
chr11,69444619,69444643,3,"1,3,5",1,0,1,0,1
chr11,69444643,69444649,4,"1,2,3,5",1,1,1,0,1
chr11,69444649,69444879,5,"1,2,3,4,5",1,1,1,1,1
chr11,69444879,69444903,4,"1,2,3,5",1,1,1,0,1
chr11,69444903,69444991,2,"1,5",1,0,0,0,1
chr11,69448089,69448169,2,"2,5",0,1,0,0,1
chr11,69479802,69479913,2,"1,5",1,0,0,0,1
chr11,69479913,69479930,3,"1,4,5",1,0,0,1,1
chr11,69479930,69479969,4,"1,2,4,5",1,1,0,1,1
chr11,69479969,69480143,5,"1,2,3,4,5",1,1,1,1,1
chr11,69480143,69480190,4,"1,2,3,5",1,1,1,0,1
chr11,69480190,69480226,3,"1,3,5",1,0,1,0,1
chr11,69480226,69480253,2,"3,5",0,0,1,0,1
chr11,69485526,69485786,2,"2,5",0,1,0,0,1
chr11,69638956,69639051,2,"1,5",1,0,0,0,1
chr11,69639051,69639108,3,"1,4,5",1,0,0,1,1
chr11,69639108,69639281,4,"1,2,4,5",1,1,0,1,1
chr11,69639281,69639368,3,"1,2,5",1,1,0,0,1
chr11,69639368,69639380,2,"1,5",1,0,0,0,1
chr11,69640950,69641037,2,"1,5",1,0,0,0,1
chr11,69641037,69641052,3,"1,2,5",1,1,0,0,1
chr11,69641052,69641282,4,"1,2,4,5",1,1,0,1,1
chr11,69641282,69641297,3,"1,2,5",1,1,0,0,1
chr11,69641297,69641374,2,"1,5",1,0,0,0,1
chr11,69643337,69643356,2,"1,5",1,0,0,0,1
chr11,69643356,69643459,3,"1,3,5",1,0,1,0,1
chr11,69643459,69643460,4,"1,2,3,5",1,1,1,0,1
chr11,69643460,69643521,5,"1,2,3,4,5",1,1,1,1,1
chr11,69643521,69643552,4,"1,2,3,5",1,1,1,0,1
chr11,69643552,69643609,3,"1,3,5",1,0,1,0,1
chr11,69654825,69654884,2,"1,5",1,0,0,0,1
chr11,69654884,69654889,3,"1,2,5",1,1,0,0,1
chr11,69654889,69655144,4,"1,2,3,5",1,1,1,0,1
chr11,69655144,69655173,3,"1,3,5",1,0,1,0,1
chr11,69655173,69655249,2,"1,5",1,0,0,0,1
chr11,69662063,69662072,2,"4,5",0,0,0,1,1
chr11,69662072,69662284,3,"2,4,5",0,1,0,1,1
chr11,69662284,69662322,2,"2,5",0,1,0,0,1
chr11,69915429,69915502,2,"1,5",1,0,0,0,1
chr11,69915502,69915521,3,"1,2,5",1,1,0,0,1
chr11,69915521,69915602,4,"1,2,4,5",1,1,0,1,1
chr11,69915602,69915686,5,"1,2,3,4,5",1,1,1,1,1
chr11,69915686,69915743,4,"1,2,4,5",1,1,0,1,1
chr11,69918904,69918943,2,"4,5",0,0,0,1,1
chr11,69918943,69918951,3,"1,4,5",1,0,0,1,1
chr11,69918951,69919049,5,"1,2,3,4,5",1,1,1,1,1
chr11,69919049,69919053,4,"2,3,4,5",0,1,1,1,1
chr11,69919053,69919086,3,"3,4,5",0,0,1,1,1
chr11,69919086,69919125,2,"4,5",0,0,0,1,1
chr11,70048707,70048711,2,"1,5",1,0,0,0,1
chr11,70048711,70048724,3,"1,3,5",1,0,1,0,1
chr11,70048724,70048733,4,"1,3,4,5",1,0,1,1,1
chr11,70048733,70048827,5,"1,2,3,4,5",1,1,1,1,1
chr11,70048827,70048830,4,"1,2,3,5",1,1,1,0,1
chr11,70048830,70048875,3,"1,3,5",1,0,1,0,1
chr11,70048875,70048962,2,"1,5",1,0,0,0,1
chr11,70067960,70068035,2,"1,5",1,0,0,0,1
chr11,70068035,70068036,3,"1,3,5",1,0,1,0,1
chr11,70068036,70068057,4,"1,2,3,5",1,1,1,0,1
chr11,70068057,70068287,5,"1,2,3,4,5",1,1,1,1,1
chr11,70068287,70068296,4,"1,2,3,5",1,1,1,0,1
chr11,70068296,70068319,3,"1,3,5",1,0,1,0,1
chr11,70068319,70068384,2,"1,5",1,0,0,0,1
chr11,70128396,70128402,2,"2,5",0,1,0,0,1
chr11,70128402,70128443,3,"2,4,5",0,1,0,1,1
chr11,70128443,70128487,4,"1,2,4,5",1,1,0,1,1
chr11,70128487,70128584,5,"1,2,3,4,5",1,1,1,1,1
chr11,70128584,70128613,4,"1,2,4,5",1,1,0,1,1
chr11,70128613,70128632,3,"2,4,5",0,1,0,1,1
chr11,70128632,70128656,2,"2,5",0,1,0,0,1
chr11,70183475,70183595,2,"1,5",1,0,0,0,1
chr11,70183595,70183825,3,"1,4,5",1,0,0,1,1
chr11,70183825,70183899,2,"1,5",1,0,0,0,1
chr11,70191580,70191593,2,"3,5",0,0,1,0,1
chr11,70191593,70191615,3,"1,3,5",1,0,1,0,1
chr11,70191615,70191622,4,"1,2,3,5",1,1,1,0,1
chr11,70191622,70191805,5,"1,2,3,4,5",1,1,1,1,1
chr11,70191805,70191818,4,"1,2,3,5",1,1,1,0,1
chr11,70191818,70191828,3,"1,3,5",1,0,1,0,1
chr11,70191828,70191838,2,"1,5",1,0,0,0,1
chr11,70196135,70196159,2,"1,5",1,0,0,0,1
chr11,70196159,70196179,3,"1,3,5",1,0,1,0,1
chr11,70196179,70196185,4,"1,2,3,5",1,1,1,0,1
chr11,70196185,70196367,5,"1,2,3,4,5",1,1,1,1,1
chr11,70196367,70196368,4,"1,2,3,5",1,1,1,0,1
chr11,70196368,70196382,3,"1,3,5",1,0,1,0,1
chr11,70196382,70196416,2,"1,5",1,0,0,0,1
chr11,70203826,70204056,2,"4,5",0,0,0,1,1
chr11,70270261,70270280,2,"3,5",0,0,1,0,1
chr11,70270280,70270281,3,"1,3,5",1,0,1,0,1
chr11,70270281,70270324,4,"1,3,4,5",1,0,1,1,1
chr11,70270324,70270511,5,"1,2,3,4,5",1,1,1,1,1
chr11,70270511,70270545,4,"1,2,3,5",1,1,1,0,1
chr11,70270545,70270584,3,"1,2,5",1,1,0,0,1
chr11,70270584,70270704,2,"1,5",1,0,0,0,1
chr11,70471299,70471517,5,"1,2,3,4,5",1,1,1,1,1
chr11,70471517,70471549,4,"1,2,3,5",1,1,1,0,1
chr11,70471549,70471568,3,"1,3,5",1,0,1,0,1
chr11,70471568,70471602,2,"1,5",1,0,0,0,1
chr11,70482173,70482433,2,"2,5",0,1,0,0,1
chr11,70650301,70650480,2,"1,5",1,0,0,0,1
chr11,70650480,70650545,3,"1,2,5",1,1,0,0,1
chr11,70650545,70650725,2,"1,5",1,0,0,0,1
chr11,71372781,71372810,2,"2,5",0,1,0,0,1
chr11,71372810,71372825,3,"1,2,5",1,1,0,0,1
chr11,71372825,71372848,4,"1,2,3,5",1,1,1,0,1
chr11,71372848,71372955,5,"1,2,3,4,5",1,1,1,1,1
chr11,71372955,71372982,4,"1,2,3,5",1,1,1,0,1
chr11,71372982,71373029,3,"1,2,5",1,1,0,0,1
chr11,71373029,71373041,2,"2,5",0,1,0,0,1
chr11,71420519,71420524,2,"1,5",1,0,0,0,1
chr11,71420524,71420536,3,"1,3,5",1,0,1,0,1
chr11,71420536,71420546,4,"1,2,3,5",1,1,1,0,1
chr11,71420546,71420690,5,"1,2,3,4,5",1,1,1,1,1
chr11,71420690,71420700,4,"1,2,3,5",1,1,1,0,1
chr11,71420700,71420709,3,"1,3,5",1,0,1,0,1
chr11,71420709,71420717,2,"1,5",1,0,0,0,1
chr11,71453293,71453696,2,"2,5",0,1,0,0,1
chr11,71454823,71454875,4,"1,2,3,5",1,1,1,0,1
chr11,71454875,71454937,5,"1,2,3,4,5",1,1,1,1,1
chr11,71454937,71455024,4,"1,2,3,5",1,1,1,0,1
chr11,71481393,71481406,2,"1,5",1,0,0,0,1
chr11,71481406,71481411,3,"1,3,5",1,0,1,0,1
chr11,71481411,71481443,4,"1,2,3,5",1,1,1,0,1
chr11,71481443,71481671,5,"1,2,3,4,5",1,1,1,1,1
chr11,71481671,71481673,4,"1,3,4,5",1,0,1,1,1
chr11,71481673,71481690,3,"1,3,5",1,0,1,0,1
chr11,71481690,71481858,2,"1,5",1,0,0,0,1
chr11,71500561,71500654,2,"1,5",1,0,0,0,1
chr11,71500654,71500914,3,"1,2,5",1,1,0,0,1
chr11,71500914,71500985,2,"1,5",1,0,0,0,1
chr11,71563561,71563595,2,"1,5",1,0,0,0,1
chr11,71563595,71563597,3,"1,3,5",1,0,1,0,1
chr11,71563597,71563609,4,"1,3,4,5",1,0,1,1,1
chr11,71563609,71563701,5,"1,2,3,4,5",1,1,1,1,1
chr11,71563701,71563741,4,"1,3,4,5",1,0,1,1,1
chr11,71563741,71563747,3,"1,3,5",1,0,1,0,1
chr11,71563747,71563768,2,"1,5",1,0,0,0,1
chr11,71566010,71566268,2,"2,5",0,1,0,0,1
chr11,71580103,71580363,2,"2,5",0,1,0,0,1
chr11,71863994,71864088,2,"1,5",1,0,0,0,1
chr11,71864088,71864089,3,"1,2,5",1,1,0,0,1
chr11,71864089,71864111,4,"1,2,3,5",1,1,1,0,1
chr11,71864111,71864341,5,"1,2,3,4,5",1,1,1,1,1
chr11,71864341,71864348,4,"1,2,3,5",1,1,1,0,1
chr11,71864348,71864373,3,"1,3,5",1,0,1,0,1
chr11,71864373,71864418,2,"1,5",1,0,0,0,1
chr11,72015716,72015737,2,"3,5",0,0,1,0,1
chr11,72015737,72015997,3,"2,3,5",0,1,1,0,1
chr11,72015997,72016000,2,"3,5",0,0,1,0,1
chr11,72081951,72082182,2,"1,5",1,0,0,0,1
chr11,72091307,72091349,2,"1,5",1,0,0,0,1
chr11,72091349,72091367,3,"1,3,5",1,0,1,0,1
chr11,72091367,72091373,4,"1,2,3,5",1,1,1,0,1
chr11,72091373,72091511,5,"1,2,3,4,5",1,1,1,1,1
chr11,72091511,72091536,4,"1,2,3,5",1,1,1,0,1
chr11,72091536,72091549,3,"1,3,5",1,0,1,0,1
chr11,72091549,72091594,2,"1,5",1,0,0,0,1
chr11,72181699,72181734,2,"1,5",1,0,0,0,1
chr11,72181734,72181741,3,"1,3,5",1,0,1,0,1
chr11,72181741,72181755,4,"1,2,3,5",1,1,1,0,1
chr11,72181755,72181985,5,"1,2,3,4,5",1,1,1,1,1
chr11,72181985,72182001,4,"1,2,3,5",1,1,1,0,1
chr11,72182001,72182002,3,"1,3,5",1,0,1,0,1
chr11,72183488,72183492,2,"4,5",0,0,0,1,1
chr11,72183492,72183502,3,"3,4,5",0,0,1,1,1
chr11,72183502,72183522,4,"2,3,4,5",0,1,1,1,1
chr11,72183522,72183689,5,"1,2,3,4,5",1,1,1,1,1
chr11,72183689,72183718,4,"2,3,4,5",0,1,1,1,1
chr11,72183718,72183762,3,"2,3,5",0,1,1,0,1
chr11,72183762,72183770,2,"3,5",0,0,1,0,1
chr11,72238172,72238184,2,"2,5",0,1,0,0,1
chr11,72238184,72238211,3,"2,4,5",0,1,0,1,1
chr11,72238211,72238414,4,"2,3,4,5",0,1,1,1,1
chr11,72238414,72238470,3,"2,3,5",0,1,1,0,1
chr11,72352883,72352947,2,"1,5",1,0,0,0,1
chr11,72352947,72352954,3,"1,2,5",1,1,0,0,1
chr11,72352954,72353032,4,"1,2,4,5",1,1,0,1,1
chr11,72353032,72353110,5,"1,2,3,4,5",1,1,1,1,1
chr11,72353110,72353184,4,"1,2,4,5",1,1,0,1,1
chr11,72353184,72353207,3,"1,2,5",1,1,0,0,1
chr11,72353207,72353248,2,"1,5",1,0,0,0,1
chr11,72414222,72414250,2,"1,5",1,0,0,0,1
chr11,72414250,72414271,3,"1,3,5",1,0,1,0,1
chr11,72414271,72414406,5,"1,2,3,4,5",1,1,1,1,1
chr11,72414406,72414414,4,"1,2,3,5",1,1,1,0,1
chr11,72414414,72414440,3,"1,3,5",1,0,1,0,1
chr11,72414440,72414464,2,"1,5",1,0,0,0,1
chr11,72419241,72419268,3,"2,3,5",0,1,1,0,1
chr11,72419268,72419477,4,"2,3,4,5",0,1,1,1,1
chr11,72419477,72419491,3,"3,4,5",0,0,1,1,1
chr11,72471375,72471393,2,"1,5",1,0,0,0,1
chr11,72471393,72471435,3,"1,3,5",1,0,1,0,1
chr11,72471435,72471449,4,"1,3,4,5",1,0,1,1,1
chr11,72471449,72471535,5,"1,2,3,4,5",1,1,1,1,1
chr11,72471535,72471554,4,"1,3,4,5",1,0,1,1,1
chr11,72471554,72471573,3,"1,3,5",1,0,1,0,1
chr11,72471573,72471574,2,"1,5",1,0,0,0,1
chr11,72482332,72482344,2,"1,5",1,0,0,0,1
chr11,72482344,72482374,3,"1,3,5",1,0,1,0,1
chr11,72482374,72482383,4,"1,2,3,5",1,1,1,0,1
chr11,72482383,72482497,5,"1,2,3,4,5",1,1,1,1,1
chr11,72482497,72482532,4,"1,3,4,5",1,0,1,1,1
chr11,72482532,72482546,3,"1,3,5",1,0,1,0,1
chr11,72482546,72482550,2,"3,5",0,0,1,0,1
chr11,72573408,72573490,3,"1,3,5",1,0,1,0,1
chr11,72573490,72573493,4,"1,3,4,5",1,0,1,1,1
chr11,72573493,72573611,5,"1,2,3,4,5",1,1,1,1,1
chr11,72573611,72573615,4,"1,2,3,5",1,1,1,0,1
chr11,72573615,72573679,3,"1,3,5",1,0,1,0,1
chr11,72573679,72573743,2,"1,5",1,0,0,0,1
chr11,72585669,72585758,2,"1,5",1,0,0,0,1
chr11,72585758,72585793,3,"1,2,5",1,1,0,0,1
chr11,72585793,72585806,4,"1,2,4,5",1,1,0,1,1
chr11,72585806,72585930,5,"1,2,3,4,5",1,1,1,1,1
chr11,72585930,72586018,4,"1,2,4,5",1,1,0,1,1
chr11,72586018,72586023,3,"1,4,5",1,0,0,1,1
chr11,72586023,72586093,2,"1,5",1,0,0,0,1
chr11,72642990,72643073,2,"1,5",1,0,0,0,1
chr11,72643073,72643083,3,"1,2,5",1,1,0,0,1
chr11,72643083,72643117,4,"1,2,4,5",1,1,0,1,1
chr11,72643117,72643229,5,"1,2,3,4,5",1,1,1,1,1
chr11,72643229,72643313,4,"1,2,4,5",1,1,0,1,1
chr11,72643313,72643333,3,"1,2,5",1,1,0,0,1
chr11,72643333,72643414,2,"1,5",1,0,0,0,1
chr11,72683712,72683786,2,"1,5",1,0,0,0,1
chr11,72683786,72683862,3,"1,2,5",1,1,0,0,1
chr11,72683862,72683888,4,"1,2,3,5",1,1,1,0,1
chr11,72683888,72683964,5,"1,2,3,4,5",1,1,1,1,1
chr11,72683964,72683971,4,"1,2,3,5",1,1,1,0,1
chr11,72683971,72684046,3,"1,2,5",1,1,0,0,1
chr11,72684046,72684136,2,"1,5",1,0,0,0,1
chr11,72684557,72684595,2,"3,5",0,0,1,0,1
chr11,72684595,72684601,3,"2,3,5",0,1,1,0,1
chr11,72684601,72684831,4,"2,3,4,5",0,1,1,1,1
chr11,72684831,72684841,3,"2,3,5",0,1,1,0,1
chr11,72684841,72684855,2,"2,5",0,1,0,0,1
chr11,72786320,72786444,2,"1,5",1,0,0,0,1
chr11,72786444,72786704,3,"1,2,5",1,1,0,0,1
chr11,72786704,72786744,2,"1,5",1,0,0,0,1
chr11,72812962,72813191,3,"2,4,5",0,1,0,1,1
chr11,72813191,72813210,2,"2,5",0,1,0,0,1
chr11,72813803,72814063,2,"2,5",0,1,0,0,1
chr11,72831537,72831547,2,"1,5",1,0,0,0,1
chr11,72831547,72831556,3,"1,3,5",1,0,1,0,1
chr11,72831556,72831574,4,"1,3,4,5",1,0,1,1,1
chr11,72831574,72831704,5,"1,2,3,4,5",1,1,1,1,1
chr11,72831704,72831714,4,"1,3,4,5",1,0,1,1,1
chr11,72831714,72831721,3,"1,3,5",1,0,1,0,1
chr11,72831721,72831727,2,"3,5",0,0,1,0,1
chr11,73178091,73178112,2,"1,5",1,0,0,0,1
chr11,73178112,73178126,3,"1,3,5",1,0,1,0,1
chr11,73178126,73178143,4,"1,3,4,5",1,0,1,1,1
chr11,73178143,73178328,5,"1,2,3,4,5",1,1,1,1,1
chr11,73178328,73178338,4,"1,2,3,5",1,1,1,0,1
chr11,73178338,73178342,3,"1,3,5",1,0,1,0,1
chr11,73178342,73178358,2,"1,5",1,0,0,0,1
chr11,73185258,73185292,2,"1,5",1,0,0,0,1
chr11,73185292,73185306,3,"1,2,5",1,1,0,0,1
chr11,73185306,73185312,4,"1,2,3,5",1,1,1,0,1
chr11,73185312,73185471,5,"1,2,3,4,5",1,1,1,1,1
chr11,73185471,73185495,4,"1,2,3,5",1,1,1,0,1
chr11,73185495,73185500,3,"1,3,5",1,0,1,0,1
chr11,73185500,73185520,2,"1,5",1,0,0,0,1
chr11,73218293,73218425,2,"1,5",1,0,0,0,1
chr11,73218425,73218655,3,"1,4,5",1,0,0,1,1
chr11,73218655,73218717,2,"1,5",1,0,0,0,1
chr11,73227819,73227834,2,"1,5",1,0,0,0,1
chr11,73227834,73227862,3,"1,3,5",1,0,1,0,1
chr11,73227862,73227881,4,"1,2,3,5",1,1,1,0,1
chr11,73227881,73228111,5,"1,2,3,4,5",1,1,1,1,1
chr11,73228111,73228118,4,"1,2,3,5",1,1,1,0,1
chr11,73228118,73228122,3,"1,2,5",1,1,0,0,1
chr11,73228122,73228243,2,"1,5",1,0,0,0,1
chr11,73236981,73237023,2,"4,5",0,0,0,1,1
chr11,73237023,73237035,3,"2,4,5",0,1,0,1,1
chr11,73237035,73237045,4,"1,2,4,5",1,1,0,1,1
chr11,73237045,73237161,5,"1,2,3,4,5",1,1,1,1,1
chr11,73237161,73237162,4,"1,2,4,5",1,1,0,1,1
chr11,73237162,73237190,3,"1,4,5",1,0,0,1,1
chr11,73237190,73237211,2,"4,5",0,0,0,1,1
chr11,73242652,73242682,2,"1,5",1,0,0,0,1
chr11,73242682,73242683,3,"1,4,5",1,0,0,1,1
chr11,73242683,73242696,4,"1,3,4,5",1,0,1,1,1
chr11,73242696,73242875,5,"1,2,3,4,5",1,1,1,1,1
chr11,73242875,73242883,3,"1,3,5",1,0,1,0,1
chr11,73242883,73242927,2,"1,5",1,0,0,0,1
chr11,73252934,73253164,2,"4,5",0,0,0,1,1
chr11,73307328,73307367,2,"1,5",1,0,0,0,1
chr11,73307367,73307372,3,"1,3,5",1,0,1,0,1
chr11,73307372,73307420,4,"1,3,4,5",1,0,1,1,1
chr11,73307420,73307502,5,"1,2,3,4,5",1,1,1,1,1
chr11,73307502,73307536,4,"1,3,4,5",1,0,1,1,1
chr11,73307536,73307546,3,"1,3,5",1,0,1,0,1
chr11,73307546,73307577,2,"1,5",1,0,0,0,1
