chrom,start,end,num,list,ENCFF184VLV_ESRRA_sorted.bed,ENCFF701CIO_ESRRA_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr12,56224190,56224472,3,"1,2,3",1,1,1
chr12,56224472,56224501,2,"2,3",0,1,1
chr12,56258130,56258132,2,"2,3",0,1,1
chr12,56258132,56258502,3,"1,2,3",1,1,1
chr12,56258502,56258550,2,"2,3",0,1,1
chr12,56266677,56266751,2,"1,3",1,0,1
chr12,56266751,56267171,3,"1,2,3",1,1,1
chr12,56267171,56267185,2,"1,3",1,0,1
chr12,56300022,56300140,2,"1,3",1,0,1
chr12,56300388,56300402,2,"2,3",0,1,1
chr12,56300402,56300706,3,"1,2,3",1,1,1
chr12,56333847,56334272,2,"1,3",1,0,1
chr12,56360105,56360624,2,"1,3",1,0,1
chr12,56468377,56468708,2,"1,3",1,0,1
chr12,56634976,56635213,2,"1,3",1,0,1
chr12,56636976,56637288,2,"1,3",1,0,1
chr12,56645883,56646450,3,"1,2,3",1,1,1
chr12,56725220,56725363,2,"2,3",0,1,1
chr12,56725363,56725540,3,"1,2,3",1,1,1
chr12,56725540,56725708,2,"2,3",0,1,1
chr12,56752161,56752203,2,"1,3",1,0,1
chr12,56752203,56752531,3,"1,2,3",1,1,1
chr12,56752531,56752577,2,"2,3",0,1,1
chr12,56988314,56988325,2,"2,3",0,1,1
chr12,56988325,56988644,3,"1,2,3",1,1,1
chr12,57078894,57078932,2,"1,3",1,0,1
chr12,57088476,57088823,2,"1,3",1,0,1
chr12,57239091,57239415,3,"1,2,3",1,1,1
chr12,57239415,57239437,2,"1,3",1,0,1
chr12,57430853,57431223,2,"1,3",1,0,1
chr12,57459342,57459394,2,"1,3",1,0,1
chr12,57462676,57462966,2,"1,3",1,0,1
chr12,57520410,57520589,3,"1,2,3",1,1,1
chr12,57520589,57520712,2,"1,3",1,0,1
chr12,57522212,57522589,3,"1,2,3",1,1,1
chr12,57522589,57522690,2,"2,3",0,1,1
chr12,57583385,57583549,2,"1,3",1,0,1
chr12,57693684,57694179,2,"1,3",1,0,1
chr12,57752470,57752649,2,"1,3",1,0,1
chr12,57771899,57772269,2,"1,3",1,0,1
chr12,57782579,57782654,2,"2,3",0,1,1
chr12,57782654,57782877,3,"1,2,3",1,1,1
chr12,57782877,57782944,2,"2,3",0,1,1
chr12,57846950,57847092,2,"1,3",1,0,1
chr12,57935995,57936305,3,"1,2,3",1,1,1
chr12,57936305,57936338,2,"2,3",0,1,1
chr12,62260050,62260080,2,"2,3",0,1,1
chr12,62260080,62260450,3,"1,2,3",1,1,1
chr12,62260450,62260470,2,"2,3",0,1,1
chr12,62466624,62466994,2,"1,3",1,0,1
chr12,62602362,62602626,2,"1,3",1,0,1
chr12,62602661,62602732,2,"1,3",1,0,1
chr12,62934982,62935352,2,"1,3",1,0,1
chr12,64222169,64222539,2,"1,3",1,0,1
chr12,64404082,64404452,2,"1,3",1,0,1
chr12,64404913,64405181,2,"1,3",1,0,1
chr12,64451826,64452196,2,"1,3",1,0,1
chr12,64619149,64619502,2,"1,3",1,0,1
chr12,65169333,65169622,2,"1,3",1,0,1
chr12,67268785,67268965,2,"1,3",1,0,1
chr12,68686727,68686740,2,"2,3",0,1,1
chr12,68686740,68687074,3,"1,2,3",1,1,1
chr12,68745936,68746490,2,"1,3",1,0,1
chr12,68807955,68808302,2,"1,3",1,0,1
chr12,69239432,69239802,2,"1,3",1,0,1
chr12,69284165,69284429,2,"1,3",1,0,1
chr12,69359663,69359806,2,"2,3",0,1,1
chr12,69359806,69360083,3,"1,2,3",1,1,1
chr12,69360083,69360176,2,"1,3",1,0,1
chr12,69585328,69585481,2,"2,3",0,1,1
chr12,69585481,69585748,3,"1,2,3",1,1,1
chr12,69585748,69585851,2,"1,3",1,0,1
chr12,69657666,69657739,2,"2,3",0,1,1
chr12,69657739,69658086,3,"1,2,3",1,1,1
chr12,69658086,69658094,2,"1,3",1,0,1
chr12,70242717,70243077,2,"1,3",1,0,1
chr12,70243077,70243086,3,"1,2,3",1,1,1
chr12,70243086,70243185,2,"2,3",0,1,1
chr12,70243185,70243497,3,"1,2,3",1,1,1
chr12,70243497,70243514,2,"1,3",1,0,1
chr12,71686308,71686543,2,"1,3",1,0,1
chr12,71754654,71754759,3,"1,2,3",1,1,1
chr12,71754759,71754996,2,"1,3",1,0,1
chr12,74021972,74022021,2,"2,3",0,1,1
chr12,74022021,74022337,3,"1,2,3",1,1,1
chr12,75329986,75329993,2,"2,3",0,1,1
chr12,75329993,75330403,3,"1,2,3",1,1,1
chr12,75330403,75330409,2,"1,3",1,0,1
chr12,76559815,76560185,2,"1,3",1,0,1
chr12,79934979,79935349,2,"1,3",1,0,1
chr12,82358391,82358474,2,"1,3",1,0,1
chr12,82358474,82358804,3,"1,2,3",1,1,1
chr12,82358804,82358822,2,"2,3",0,1,1
chr12,88142079,88142449,2,"1,3",1,0,1
chr12,89346349,89346682,2,"1,3",1,0,1
chr12,92145697,92146044,2,"1,3",1,0,1
chr12,93314644,93314816,3,"1,2,3",1,1,1
chr12,93314816,93314936,2,"1,3",1,0,1
chr12,93467404,93467501,2,"2,3",0,1,1
chr12,93467501,93467824,3,"1,2,3",1,1,1
chr12,93467824,93467871,2,"1,3",1,0,1
chr12,93569835,93569931,2,"2,3",0,1,1
chr12,93570207,93570255,2,"2,3",0,1,1
chr12,93570924,93571294,2,"1,3",1,0,1
chr12,93677183,93677518,2,"1,3",1,0,1
chr12,95073277,95073406,2,"2,3",0,1,1
chr12,95073406,95073697,3,"1,2,3",1,1,1
chr12,95073697,95073776,2,"1,3",1,0,1
chr12,95473929,95474265,2,"1,3",1,0,1
chr12,95858777,95859147,2,"1,3",1,0,1
chr12,96907160,96907530,2,"1,3",1,0,1
chr12,98503398,98503413,2,"1,3",1,0,1
chr12,98503413,98503706,3,"1,2,3",1,1,1
chr12,98503737,98503768,3,"1,2,3",1,1,1
chr12,98503768,98503833,2,"2,3",0,1,1
chr12,98504109,98504211,2,"1,3",1,0,1
chr12,98504211,98504365,3,"1,2,3",1,1,1
chr12,98593517,98593550,2,"1,3",1,0,1
chr12,98593550,98593832,3,"1,2,3",1,1,1
chr12,98644685,98644810,2,"1,3",1,0,1
chr12,100142736,100142865,2,"1,3",1,0,1
chr12,100200658,100200910,2,"1,3",1,0,1
chr12,101407679,101407853,2,"2,3",0,1,1
chr12,101407853,101407895,3,"1,2,3",1,1,1
chr12,101407957,101408099,3,"1,2,3",1,1,1
chr12,101408099,101408223,2,"1,3",1,0,1
chr12,101697339,101697634,2,"1,3",1,0,1
chr12,101877526,101877830,2,"1,3",1,0,1
chr12,102061757,102062127,2,"1,3",1,0,1
chr12,102120096,102120466,2,"1,3",1,0,1
chr12,103841594,103841644,2,"1,3",1,0,1
chr12,103841644,103842064,3,"1,2,3",1,1,1
chr12,103842064,103842147,2,"1,3",1,0,1
chr12,103930205,103930539,2,"1,3",1,0,1
chr12,103957065,103957146,2,"2,3",0,1,1
chr12,103957146,103957320,3,"1,2,3",1,1,1
chr12,103957320,103957652,2,"2,3",0,1,1
chr12,103965720,103966090,2,"1,3",1,0,1
chr12,104064444,104064633,2,"1,3",1,0,1
chr12,104064675,104064814,2,"1,3",1,0,1
chr12,104171804,104172177,2,"2,3",0,1,1
chr12,104456746,104456899,2,"1,3",1,0,1
chr12,104598786,104598820,2,"1,3",1,0,1
chr12,104598820,104599088,3,"1,2,3",1,1,1
chr12,104599088,104599173,2,"1,3",1,0,1
chr12,104958390,104958499,2,"1,3",1,0,1
chr12,104958541,104958760,2,"1,3",1,0,1
chr12,105107532,105107899,2,"1,3",1,0,1
chr12,106357624,106357700,2,"2,3",0,1,1
chr12,106357700,106357931,3,"1,2,3",1,1,1
chr12,106357931,106358044,2,"2,3",0,1,1
chr12,106774055,106774425,2,"1,3",1,0,1
chr12,106955799,106956169,2,"1,3",1,0,1
chr12,106986832,106987097,2,"1,3",1,0,1
chr12,107093656,107094026,2,"1,3",1,0,1
chr12,107685647,107686017,2,"1,3",1,0,1
chr12,107903631,107903955,2,"1,3",1,0,1
chr12,108514924,108515408,2,"1,3",1,0,1
chr12,108618155,108618403,2,"1,3",1,0,1
chr12,108628404,108628677,3,"1,2,3",1,1,1
chr12,108628677,108628713,2,"1,3",1,0,1
chr12,108641080,108641381,3,"1,2,3",1,1,1
chr12,108641381,108641400,2,"1,3",1,0,1
chr12,108838450,108838632,2,"1,3",1,0,1
chr12,108857338,108857381,2,"1,3",1,0,1
chr12,109477260,109477483,2,"2,3",0,1,1
chr12,109477535,109477752,3,"1,2,3",1,1,1
chr12,109573128,109573143,2,"1,3",1,0,1
chr12,109573143,109573355,3,"1,2,3",1,1,1
chr12,109573397,109573678,3,"1,2,3",1,1,1
chr12,109573678,109573763,2,"2,3",0,1,1
chr12,109845471,109845483,2,"2,3",0,1,1
chr12,109845483,109845637,3,"1,2,3",1,1,1
chr12,109880286,109880653,2,"1,3",1,0,1
chr12,109999141,109999257,2,"1,3",1,0,1
chr12,109999290,109999511,2,"1,3",1,0,1
chr12,110048579,110048745,2,"1,3",1,0,1
chr12,110060270,110060562,2,"1,3",1,0,1
chr12,110124278,110124490,2,"1,3",1,0,1
chr12,110280867,110281023,2,"1,3",1,0,1
chr12,110468359,110468930,2,"1,3",1,0,1
chr12,110501984,110502052,2,"1,3",1,0,1
chr12,110502052,110502308,3,"1,2,3",1,1,1
chr12,110502308,110502402,2,"2,3",0,1,1
chr12,110613883,110614244,2,"1,3",1,0,1
chr12,111396983,111397291,2,"1,3",1,0,1
chr12,111405315,111405331,2,"2,3",0,1,1
chr12,111405331,111405558,3,"1,2,3",1,1,1
chr12,111405558,111405735,2,"2,3",0,1,1
chr12,111685881,111685987,2,"1,3",1,0,1
chr12,111685987,111686226,3,"1,2,3",1,1,1
chr12,111841781,111841875,2,"2,3",0,1,1
chr12,111841875,111841995,3,"1,2,3",1,1,1
chr12,111841995,111842316,2,"2,3",0,1,1
chr12,112013397,112013454,2,"2,3",0,1,1
chr12,112013454,112013777,3,"1,2,3",1,1,1
chr12,112116693,112116911,2,"1,3",1,0,1
chr12,112125272,112125641,2,"1,3",1,0,1
chr12,112409516,112409801,2,"1,3",1,0,1
chr12,112418715,112418829,2,"1,3",1,0,1
chr12,112418829,112419063,3,"1,2,3",1,1,1
chr12,112419063,112419448,2,"2,3",0,1,1
chr12,113153286,113153557,2,"1,3",1,0,1
chr12,113221274,113221399,2,"1,3",1,0,1
chr12,113221399,113221575,3,"1,2,3",1,1,1
chr12,113358496,113358866,2,"1,3",1,0,1
chr12,116359019,116359328,3,"1,2,3",1,1,1
chr12,116559335,116559362,2,"2,3",0,1,1
chr12,116559362,116559685,3,"1,2,3",1,1,1
chr12,116559685,116559736,2,"1,3",1,0,1
chr12,116738017,116738387,2,"1,3",1,0,1
chr12,117042373,117042597,2,"1,3",1,0,1
chr12,117042597,117042662,3,"1,2,3",1,1,1
chr12,117042662,117042671,2,"2,3",0,1,1
chr12,118016609,118016913,2,"2,3",0,1,1
chr12,118373015,118373294,2,"1,3",1,0,1
chr12,119667777,119668147,2,"1,3",1,0,1
chr12,120086915,120087246,2,"1,3",1,0,1
chr12,120116291,120116435,3,"1,2,3",1,1,1
chr12,120116435,120116443,2,"1,3",1,0,1
chr12,120201012,120201065,2,"1,3",1,0,1
chr12,120201065,120201496,3,"1,2,3",1,1,1
chr12,120201496,120201658,2,"2,3",0,1,1
chr12,120242320,120242372,2,"1,3",1,0,1
chr12,120242372,120242663,3,"1,2,3",1,1,1
chr12,120242663,120242688,2,"1,3",1,0,1
chr12,120291355,120291926,2,"1,3",1,0,1
chr12,120302182,120302235,2,"1,3",1,0,1
chr12,120302235,120302626,3,"1,2,3",1,1,1
chr12,120317289,120317463,2,"2,3",0,1,1
chr12,120438003,120438017,2,"2,3",0,1,1
chr12,120438017,120438248,3,"1,2,3",1,1,1
chr12,120446253,120446527,3,"1,2,3",1,1,1
chr12,120446527,120446576,2,"1,3",1,0,1
chr12,120469600,120469751,2,"1,3",1,0,1
chr12,120469751,120469970,3,"1,2,3",1,1,1
chr12,120469970,120469989,2,"2,3",0,1,1
chr12,120495871,120496014,2,"1,3",1,0,1
chr12,120529042,120529302,3,"1,2,3",1,1,1
chr12,120529302,120529315,2,"1,3",1,0,1
chr12,120686799,120686998,2,"1,3",1,0,1
chr12,121016300,121016670,2,"1,3",1,0,1
chr12,121209885,121209935,2,"2,3",0,1,1
chr12,121209935,121210172,3,"1,2,3",1,1,1
chr12,121210172,121210512,2,"2,3",0,1,1
chr12,121399851,121400221,2,"1,3",1,0,1
chr12,121626660,121626902,2,"1,3",1,0,1
chr12,121794217,121794299,2,"2,3",0,1,1
chr12,121794299,121794460,3,"1,2,3",1,1,1
chr12,121794460,121794550,2,"2,3",0,1,1
chr12,121797153,121797179,2,"2,3",0,1,1
chr12,121797179,121797294,3,"1,2,3",1,1,1
chr12,121797294,121797413,2,"2,3",0,1,1
chr12,121812167,121812188,2,"2,3",0,1,1
chr12,121812188,121812290,3,"1,2,3",1,1,1
chr12,121839446,121839816,2,"1,3",1,0,1
chr12,121888383,121888416,3,"1,2,3",1,1,1
chr12,121888416,121888543,2,"2,3",0,1,1
chr12,121888543,121888762,3,"1,2,3",1,1,1
chr12,121888762,121888926,2,"1,3",1,0,1
chr12,121888997,121889039,2,"1,3",1,0,1
chr12,122063983,122064020,2,"1,3",1,0,1
chr12,122064020,122064219,3,"1,2,3",1,1,1
chr12,122064219,122064317,2,"1,3",1,0,1
chr12,122078273,122078850,2,"1,3",1,0,1
chr12,122196926,122197288,2,"1,3",1,0,1
chr12,122225836,122226410,2,"1,3",1,0,1
chr12,122266265,122266635,2,"1,3",1,0,1
chr12,122500824,122501194,2,"1,3",1,0,1
chr12,122974583,122974737,2,"1,3",1,0,1
chr12,122975081,122975374,2,"1,3",1,0,1
chr12,123232785,123233127,3,"1,2,3",1,1,1
chr12,123233127,123233160,2,"2,3",0,1,1
chr12,123233343,123233490,2,"1,3",1,0,1
chr12,123233515,123233528,2,"2,3",0,1,1
chr12,123383614,123383874,3,"1,2,3",1,1,1
chr12,123383874,123383901,2,"1,3",1,0,1
chr12,123436482,123436852,2,"1,3",1,0,1
chr12,123533454,123533481,2,"2,3",0,1,1
chr12,123584327,123584618,3,"1,2,3",1,1,1
chr12,123584618,123584645,2,"2,3",0,1,1
chr12,123601822,123601878,2,"2,3",0,1,1
chr12,123601878,123602227,3,"1,2,3",1,1,1
chr12,123633719,123633818,2,"1,3",1,0,1
chr12,123972741,123973111,2,"1,3",1,0,1
chr12,124904814,124905070,3,"1,2,3",1,1,1
chr12,124905070,124905084,2,"1,3",1,0,1
chr12,124914943,124915091,2,"2,3",0,1,1
chr12,124917391,124917456,2,"1,3",1,0,1
chr12,124917456,124917522,3,"1,2,3",1,1,1
chr12,124927912,124927968,2,"2,3",0,1,1
chr12,124927968,124928105,3,"1,2,3",1,1,1
chr12,124928105,124928266,2,"2,3",0,1,1
chr12,124939499,124939869,2,"1,3",1,0,1
chr12,124940684,124940976,2,"1,3",1,0,1
chr12,127146058,127146478,2,"2,3",0,1,1
chr12,128823676,128823694,2,"1,3",1,0,1
chr12,128823933,128824303,2,"1,3",1,0,1
chr12,131000031,131000138,2,"1,3",1,0,1
chr12,131434539,131434582,2,"2,3",0,1,1
chr12,131434582,131434952,3,"1,2,3",1,1,1
chr12,131434952,131434959,2,"2,3",0,1,1
chr12,131440834,131440908,2,"2,3",0,1,1
chr12,131440908,131441251,3,"1,2,3",1,1,1
chr12,131441251,131441254,2,"2,3",0,1,1
chr12,131710731,131710922,2,"1,3",1,0,1
chr12,131896150,131896520,2,"1,3",1,0,1
chr12,131928735,131929063,3,"1,2,3",1,1,1
chr12,131929063,131929201,2,"1,3",1,0,1
chr12,131949754,131949999,2,"1,3",1,0,1
chr12,132084150,132084413,2,"1,3",1,0,1
chr12,132144214,132144627,2,"1,3",1,0,1
chr12,132471058,132471467,3,"1,2,3",1,1,1
chr12,132471467,132471479,2,"2,3",0,1,1
chr12,132687467,132687598,2,"1,3",1,0,1
chr12,132710535,132710905,2,"1,3",1,0,1
chr12,132762089,132762459,2,"1,3",1,0,1
chr12,132828775,132828812,2,"1,3",1,0,1
chr12,132828812,132828937,3,"1,2,3",1,1,1
chr12,132829037,132829145,3,"1,2,3",1,1,1
chr12,132829145,132829232,2,"2,3",0,1,1
chr12,132887634,132887683,2,"2,3",0,1,1
chr12,132887683,132887789,3,"1,2,3",1,1,1
chr12,132887789,132888036,2,"2,3",0,1,1
chr12,133080015,133080602,2,"1,3",1,0,1
chr12,133130318,133130495,2,"1,3",1,0,1
chr13,23889234,23889604,2,"1,3",1,0,1
chr13,24922731,24923101,2,"1,3",1,0,1
chr13,24933417,24933514,3,"1,2,3",1,1,1
chr13,24933514,24933684,2,"2,3",0,1,1
chr13,25301407,25301727,2,"1,3",1,0,1
chr13,26222183,26222454,2,"1,3",1,0,1
chr13,26983097,26983419,2,"1,3",1,0,1
chr13,27251215,27251443,2,"2,3",0,1,1
chr13,27251443,27251745,3,"1,2,3",1,1,1
chr13,27251745,27251816,2,"2,3",0,1,1
chr13,30307325,30307670,2,"1,3",1,0,1
chr13,30617727,30617950,2,"1,3",1,0,1
chr13,32586137,32586409,2,"1,3",1,0,1
chr13,33817952,33818322,2,"1,3",1,0,1
chr13,41060720,41060758,2,"1,3",1,0,1
chr13,41132830,41133030,2,"1,3",1,0,1
chr13,41996027,41996282,2,"1,3",1,0,1
chr13,45341149,45341256,2,"1,3",1,0,1
chr13,48037615,48037994,2,"2,3",0,1,1
chr13,48037994,48038035,3,"1,2,3",1,1,1
chr13,48038035,48038114,2,"1,3",1,0,1
chr13,49247706,49248076,2,"1,3",1,0,1
chr13,49444078,49444448,2,"1,3",1,0,1
chr13,51453359,51453798,2,"1,3",1,0,1
chr13,51583711,51584251,2,"2,3",0,1,1
chr13,51803567,51803885,2,"1,3",1,0,1
chr13,52450534,52450895,2,"1,3",1,0,1
chr13,60396204,60396467,2,"1,3",1,0,1
chr13,60396861,60397231,2,"1,3",1,0,1
chr13,76991835,76992203,2,"1,3",1,0,1
chr13,79481268,79481423,2,"1,3",1,0,1
chr13,95676759,95677065,2,"1,3",1,0,1
chr13,99498441,99498632,2,"1,3",1,0,1
chr13,99498632,99498801,3,"1,2,3",1,1,1
chr13,99498801,99498858,2,"2,3",0,1,1
chr13,99501207,99501681,2,"1,3",1,0,1
chr13,99606644,99606672,2,"2,3",0,1,1
chr13,99606672,99606954,3,"1,2,3",1,1,1
chr13,100088777,100089184,3,"1,2,3",1,1,1
chr13,100089184,100089344,2,"1,3",1,0,1
chr13,100600989,100601304,2,"1,3",1,0,1
chr13,102606654,102606685,3,"1,2,3",1,1,1
chr13,102606685,102606689,2,"1,3",1,0,1
chr13,102845641,102845694,2,"1,3",1,0,1
chr13,102845694,102845994,3,"1,2,3",1,1,1
chr13,102845994,102846114,2,"2,3",0,1,1
chr13,110712820,110713351,2,"1,3",1,0,1
chr13,110870079,110870449,2,"1,3",1,0,1
chr13,110915612,110915647,2,"1,3",1,0,1
chr13,111153370,111153740,2,"1,3",1,0,1
chr13,112606357,112606692,2,"1,3",1,0,1
chr13,113208587,113208848,2,"1,3",1,0,1
chr13,113208911,113208936,2,"1,3",1,0,1
chr13,113296874,113297373,2,"1,3",1,0,1
chr13,113490590,113490689,2,"1,3",1,0,1
chr13,113748084,113748448,2,"1,3",1,0,1
chr13,114281261,114281293,2,"2,3",0,1,1
chr13,114281293,114281619,3,"1,2,3",1,1,1
chr13,114281619,114281866,2,"2,3",0,1,1
chr13,114314367,114314737,2,"1,3",1,0,1
chr14,19372757,19373127,2,"1,3",1,0,1
chr14,20177414,20177746,2,"1,3",1,0,1
chr14,20305906,20306046,2,"1,3",1,0,1
chr14,20343051,20343394,3,"1,2,3",1,1,1
chr14,20343394,20343412,2,"2,3",0,1,1
chr14,20454594,20455122,2,"1,3",1,0,1
chr14,20613459,20613829,2,"1,3",1,0,1
chr14,20632951,20633321,2,"1,3",1,0,1
chr14,20971463,20971718,2,"1,3",1,0,1
chr14,20989884,20990109,2,"1,3",1,0,1
chr14,21024913,21024946,2,"2,3",0,1,1
chr14,21024946,21025038,3,"1,2,3",1,1,1
chr14,21025038,21025078,2,"2,3",0,1,1
chr14,21104129,21104172,2,"1,3",1,0,1
chr14,21104172,21104470,3,"1,2,3",1,1,1
chr14,21384198,21384474,2,"1,3",1,0,1
chr14,21455999,21456033,2,"1,3",1,0,1
chr14,21456033,21456576,3,"1,2,3",1,1,1
chr14,21456576,21456605,2,"2,3",0,1,1
chr14,21476880,21477250,2,"1,3",1,0,1
chr14,21511226,21511596,2,"1,3",1,0,1
chr14,22766665,22766732,2,"1,3",1,0,1
chr14,22766732,22766951,3,"1,2,3",1,1,1
chr14,22766951,22766991,2,"2,3",0,1,1
chr14,22829730,22830150,2,"2,3",0,1,1
chr14,22886831,22886985,2,"1,3",1,0,1
chr14,22918893,22919333,3,"1,2,3",1,1,1
chr14,22919333,22919346,2,"2,3",0,1,1
chr14,22929491,22929852,2,"1,3",1,0,1
chr14,22956825,22957398,2,"1,3",1,0,1
chr14,22982576,22982758,2,"1,3",1,0,1
chr14,23006939,23007309,2,"1,3",1,0,1
chr14,23034863,23035283,2,"2,3",0,1,1
chr14,23058055,23058341,2,"1,3",1,0,1
chr14,23095015,23095126,2,"1,3",1,0,1
chr14,23112752,23113065,2,"1,3",1,0,1
chr14,23120800,23121124,2,"1,3",1,0,1
chr14,23146434,23146680,2,"1,3",1,0,1
chr14,23280151,23280511,2,"1,3",1,0,1
chr14,23286019,23286169,2,"1,3",1,0,1
chr14,23286169,23286389,3,"1,2,3",1,1,1
chr14,23286389,23286465,2,"2,3",0,1,1
chr14,23301370,23301942,2,"1,3",1,0,1
chr14,23306649,23307003,2,"2,3",0,1,1
chr14,23320931,23321301,2,"1,3",1,0,1
chr14,24114606,24114976,2,"1,3",1,0,1
chr14,24141727,24141956,2,"1,3",1,0,1
chr14,24160949,24161309,2,"1,3",1,0,1
chr14,24188842,24188998,2,"1,3",1,0,1
chr14,24213362,24213694,2,"1,3",1,0,1
chr14,24215931,24216217,2,"1,3",1,0,1
chr14,24271381,24271729,2,"1,3",1,0,1
chr14,24442674,24442716,2,"2,3",0,1,1
chr14,24442716,24443057,3,"1,2,3",1,1,1
chr14,31026913,31027021,2,"1,3",1,0,1
chr14,31420554,31420641,2,"1,3",1,0,1
chr14,31420641,31421034,3,"1,2,3",1,1,1
chr14,35046301,35046671,2,"1,3",1,0,1
chr14,35292331,35292701,2,"1,3",1,0,1
chr14,35404543,35404905,2,"1,3",1,0,1
chr14,35809128,35809466,2,"1,3",1,0,1
chr14,36661814,36662184,2,"1,3",1,0,1
chr14,39145496,39145778,2,"1,3",1,0,1
chr14,39174910,39175280,2,"1,3",1,0,1
chr14,44897513,44897883,2,"1,3",1,0,1
chr14,44961982,44962306,2,"1,3",1,0,1
chr14,45134143,45134450,2,"2,3",0,1,1
chr14,49586474,49586602,2,"1,3",1,0,1
chr14,49633827,49633956,2,"1,3",1,0,1
chr14,49767925,49768240,2,"1,3",1,0,1
chr14,49862891,49863154,2,"1,3",1,0,1
chr14,49868230,49868561,2,"1,3",1,0,1
chr14,49892816,49893126,2,"1,3",1,0,1
chr14,50312046,50312416,2,"1,3",1,0,1
chr14,50532483,50532846,2,"1,3",1,0,1
chr14,50668152,50668668,2,"1,3",1,0,1
chr14,52729821,52730127,2,"1,3",1,0,1
chr14,54509647,54510015,2,"1,3",1,0,1
chr14,55026999,55027018,2,"2,3",0,1,1
chr14,55027018,55027331,3,"1,2,3",1,1,1
chr14,55051412,55051826,2,"1,3",1,0,1
chr14,55051882,55051990,2,"1,3",1,0,1
chr14,55191512,55191883,2,"1,3",1,0,1
chr14,55271122,55271492,2,"1,3",1,0,1
chr14,55272078,55272172,2,"1,3",1,0,1
chr14,57268837,57269207,2,"1,3",1,0,1
chr14,58171132,58171424,2,"1,3",1,0,1
chr14,58244695,58244995,2,"1,3",1,0,1
chr14,58427490,58427855,2,"1,3",1,0,1
chr14,60091709,60091971,2,"1,3",1,0,1
chr14,60165264,60165604,2,"1,3",1,0,1
chr14,60248893,60249257,2,"1,3",1,0,1
chr14,64986990,64987283,2,"2,3",0,1,1
chr14,67359909,67359961,2,"2,3",0,1,1
chr14,67359961,67360125,3,"1,2,3",1,1,1
chr14,67360219,67360329,3,"1,2,3",1,1,1
chr14,67360329,67360331,2,"1,3",1,0,1
chr14,67674824,67675103,2,"2,3",0,1,1
chr14,68979208,68979676,2,"1,3",1,0,1
chr14,69153018,69153379,2,"1,3",1,0,1
chr14,69191328,69191386,2,"2,3",0,1,1
chr14,69191386,69191590,3,"1,2,3",1,1,1
chr14,69191659,69191663,3,"1,2,3",1,1,1
chr14,69191663,69191921,2,"2,3",0,1,1
chr14,69398249,69398619,2,"1,3",1,0,1
chr14,69726879,69727249,2,"1,3",1,0,1
chr14,69766835,69767205,2,"1,3",1,0,1
chr14,69767738,69767972,2,"1,3",1,0,1
chr14,73058385,73058484,2,"1,3",1,0,1
chr14,73136283,73136653,2,"1,3",1,0,1
chr14,73760371,73760401,2,"1,3",1,0,1
chr14,73760401,73760493,3,"1,2,3",1,1,1
chr14,73886632,73887002,2,"1,3",1,0,1
chr14,73950358,73950420,2,"2,3",0,1,1
chr14,73950420,73950700,3,"1,2,3",1,1,1
chr14,74018999,74019496,2,"1,3",1,0,1
chr14,74493288,74493478,2,"1,3",1,0,1
chr14,75002754,75003004,2,"1,3",1,0,1
chr14,75063584,75063655,2,"1,3",1,0,1
chr14,75063655,75063954,3,"1,2,3",1,1,1
chr14,75063954,75064075,2,"2,3",0,1,1
chr14,75069150,75069728,3,"1,2,3",1,1,1
chr14,75069728,75069749,2,"2,3",0,1,1
chr14,75176609,75177029,2,"2,3",0,1,1
chr14,75258688,75258713,2,"1,3",1,0,1
chr14,75258713,75259025,3,"1,2,3",1,1,1
chr14,75259025,75259133,2,"2,3",0,1,1
chr14,75276978,75277347,2,"1,3",1,0,1
chr14,75278475,75278609,2,"2,3",0,1,1
chr14,76151716,76152046,2,"1,3",1,0,1
chr14,77040374,77040735,2,"1,3",1,0,1
chr14,77097892,77098262,2,"1,3",1,0,1
chr14,77761054,77761238,2,"2,3",0,1,1
chr14,77800010,77800174,2,"2,3",0,1,1
chr14,77800174,77800338,3,"1,2,3",1,1,1
chr14,77800338,77800562,2,"2,3",0,1,1
chr14,81221097,81221179,2,"1,3",1,0,1
chr14,81221179,81221467,3,"1,2,3",1,1,1
chr14,81221467,81221580,2,"2,3",0,1,1
chr14,88824388,88824758,2,"1,3",1,0,1
chr14,89955838,89956079,2,"1,3",1,0,1
chr14,90383169,90383539,2,"1,3",1,0,1
chr14,90396902,90397017,2,"1,3",1,0,1
chr14,90758486,90758731,2,"1,3",1,0,1
chr14,91060539,91060861,2,"1,3",1,0,1
chr14,92039956,92039990,2,"2,3",0,1,1
chr14,92039990,92040265,3,"1,2,3",1,1,1
chr14,92794007,92794487,2,"1,3",1,0,1
chr14,93206928,93207261,2,"1,3",1,0,1
chr14,94081077,94081406,2,"1,3",1,0,1
chr14,95157473,95157575,2,"1,3",1,0,1
chr14,95516074,95516295,2,"1,3",1,0,1
chr14,96502130,96502500,2,"1,3",1,0,1
chr14,96797196,96797566,2,"1,3",1,0,1
chr14,99971353,99971723,2,"1,3",1,0,1
chr14,100285501,100285577,2,"1,3",1,0,1
chr14,100285628,100285871,2,"1,3",1,0,1
chr14,100376235,100376605,2,"1,3",1,0,1
chr14,100546436,100546740,2,"1,3",1,0,1
chr14,101761290,101761574,2,"1,3",1,0,1
chr14,101947947,101948164,3,"1,2,3",1,1,1
