chrom,start,end,num,list,ENCFF043BDQ_ELK1_sorted.bed,ENCFF161GMM_ELK1_sorted.bed,ENCFF246GYO_ELK1_sorted.bed,ENCFF687ZYR_ELK1_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr1,228165747,228166077,2,"4,5",0,0,0,1,1
chr1,228487229,228487258,2,"2,5",0,1,0,0,1
chr1,228487258,228487582,3,"2,4,5",0,1,0,1,1
chr1,228487694,228487709,2,"2,5",0,1,0,0,1
chr1,229625994,229626324,2,"4,5",0,0,0,1,1
chr1,230642273,230642603,2,"4,5",0,0,0,1,1
chr1,230978839,230978865,2,"4,5",0,0,0,1,1
chr1,230978865,230979169,3,"1,4,5",1,0,0,1,1
chr1,230979169,230979189,2,"1,5",1,0,0,0,1
chr1,231528481,231528553,2,"1,5",1,0,0,0,1
chr1,231528553,231528805,3,"1,4,5",1,0,0,1,1
chr1,231528805,231528883,2,"4,5",0,0,0,1,1
chr1,234724003,234724276,3,"1,4,5",1,0,0,1,1
chr1,234724276,234724288,2,"1,5",1,0,0,0,1
chr1,235128714,235128721,2,"4,5",0,0,0,1,1
chr1,235128721,235129041,3,"1,4,5",1,0,0,1,1
chr1,235129041,235129045,2,"1,5",1,0,0,0,1
chr1,235367252,235367582,2,"4,5",0,0,0,1,1
chr1,236794971,236795301,2,"4,5",0,0,0,1,1
chr1,241847917,241848241,2,"1,5",1,0,0,0,1
chr1,244451646,244451976,2,"4,5",0,0,0,1,1
chr1,244452087,244452388,2,"4,5",0,0,0,1,1
chr1,244863015,244863021,2,"1,5",1,0,0,0,1
chr1,244863021,244863339,3,"1,4,5",1,0,0,1,1
chr1,244863339,244863351,2,"4,5",0,0,0,1,1
chr1,246566122,246566449,2,"4,5",0,0,0,1,1
chr1,247078359,247078516,2,"4,5",0,0,0,1,1
chr1,247111772,247112038,2,"4,5",0,0,0,1,1
chr1,248825994,248826015,2,"4,5",0,0,0,1,1
chr1,248826015,248826324,3,"1,4,5",1,0,0,1,1
chr1,248826324,248826339,2,"1,5",1,0,0,0,1
chr10,1049115,1049445,2,"4,5",0,0,0,1,1
chr10,1056607,1056671,3,"1,4,5",1,0,0,1,1
chr10,1056671,1056901,4,"1,2,4,5",1,1,0,1,1
chr10,5684669,5684961,2,"4,5",0,0,0,1,1
chr10,5813469,5813495,2,"2,5",0,1,0,0,1
chr10,5813495,5813825,3,"2,4,5",0,1,0,1,1
chr10,5813825,5813970,2,"2,5",0,1,0,0,1
chr10,6144693,6144697,2,"2,5",0,1,0,0,1
chr10,6144697,6144713,3,"2,3,5",0,1,1,0,1
chr10,6144713,6144735,4,"1,2,3,5",1,1,1,0,1
chr10,6144735,6145037,5,"1,2,3,4,5",1,1,1,1,1
chr10,6145037,6145065,4,"2,3,4,5",0,1,1,1,1
chr10,6145065,6145081,3,"2,3,5",0,1,1,0,1
chr10,6145081,6145200,2,"2,5",0,1,0,0,1
chr10,7818289,7818556,3,"1,4,5",1,0,0,1,1
chr10,7818556,7818561,2,"1,5",1,0,0,0,1
chr10,12196010,12196021,2,"4,5",0,0,0,1,1
chr10,12196059,12196289,2,"4,5",0,0,0,1,1
chr10,13586752,13586776,2,"4,5",0,0,0,1,1
chr10,13586776,13587082,3,"1,4,5",1,0,0,1,1
chr10,13587082,13587100,2,"1,5",1,0,0,0,1
chr10,16436839,16436857,2,"4,5",0,0,0,1,1
chr10,16436857,16437169,3,"1,4,5",1,0,0,1,1
chr10,16437169,16437181,2,"1,5",1,0,0,0,1
chr10,16817315,16817321,2,"1,5",1,0,0,0,1
chr10,16817321,16817639,3,"1,4,5",1,0,0,1,1
chr10,16817639,16817863,2,"4,5",0,0,0,1,1
chr10,18651467,18651789,2,"4,5",0,0,0,1,1
chr10,18659090,18659093,2,"1,5",1,0,0,0,1
chr10,18659093,18659414,3,"1,4,5",1,0,0,1,1
chr10,18659414,18659423,2,"4,5",0,0,0,1,1
chr10,26697319,26697431,2,"1,5",1,0,0,0,1
chr10,26697431,26697571,3,"1,4,5",1,0,0,1,1
chr10,26697571,26697761,2,"4,5",0,0,0,1,1
chr10,28532693,28533017,2,"1,5",1,0,0,0,1
chr10,32958268,32958673,2,"4,5",0,0,0,1,1
chr10,35126560,35126831,2,"4,5",0,0,0,1,1
chr10,43138280,43138610,2,"4,5",0,0,0,1,1
chr10,43418054,43418384,2,"4,5",0,0,0,1,1
chr10,45000764,45001059,3,"1,4,5",1,0,0,1,1
chr10,45001059,45001080,2,"1,5",1,0,0,0,1
chr10,48656286,48656299,2,"4,5",0,0,0,1,1
chr10,48656299,48656590,3,"1,4,5",1,0,0,1,1
chr10,49941859,49942169,2,"4,5",0,0,0,1,1
chr10,58385105,58385262,2,"4,5",0,0,0,1,1
chr10,58385262,58385435,3,"1,4,5",1,0,0,1,1
chr10,58385435,58385586,2,"1,5",1,0,0,0,1
chr10,62816416,62816595,2,"2,5",0,1,0,0,1
chr10,62816595,62816625,3,"2,4,5",0,1,0,1,1
chr10,62816625,62816860,4,"1,2,4,5",1,1,0,1,1
chr10,62816860,62816863,3,"1,2,5",1,1,0,0,1
chr10,62816863,62816896,2,"2,5",0,1,0,0,1
chr10,63133201,63133531,2,"4,5",0,0,0,1,1
chr10,67849329,67849340,2,"1,5",1,0,0,0,1
chr10,67849340,67849652,3,"1,4,5",1,0,0,1,1
chr10,67849652,67849670,2,"4,5",0,0,0,1,1
chr10,68406814,68407085,2,"4,5",0,0,0,1,1
chr10,68901125,68901455,2,"4,5",0,0,0,1,1
chr10,68955824,68956148,2,"1,5",1,0,0,0,1
chr10,70170365,70170851,2,"4,5",0,0,0,1,1
chr10,70403988,70404258,2,"4,5",0,0,0,1,1
chr10,73167943,73168267,2,"1,5",1,0,0,0,1
chr10,73730409,73730733,2,"1,5",1,0,0,0,1
chr10,73744165,73744173,2,"1,5",1,0,0,0,1
chr10,73744173,73744489,3,"1,4,5",1,0,0,1,1
chr10,73744489,73744503,2,"4,5",0,0,0,1,1
chr10,73785403,73785733,2,"4,5",0,0,0,1,1
chr10,73997728,73998052,2,"1,5",1,0,0,0,1
chr10,74150502,74150804,2,"1,5",1,0,0,0,1
chr10,75210492,75210816,2,"1,5",1,0,0,0,1
chr10,75234115,75234363,2,"4,5",0,0,0,1,1
chr10,78029472,78029504,2,"1,5",1,0,0,0,1
chr10,78029504,78029753,3,"1,4,5",1,0,0,1,1
chr10,84139294,84139624,2,"4,5",0,0,0,1,1
chr10,100535725,100536049,2,"1,5",1,0,0,0,1
chr10,102132761,102133091,2,"4,5",0,0,0,1,1
chr10,103396437,103396767,2,"4,5",0,0,0,1,1
chr10,110497633,110497667,2,"3,5",0,0,1,0,1
chr10,110497667,110497692,3,"1,3,5",1,0,1,0,1
chr10,110497692,110497991,4,"1,3,4,5",1,0,1,1,1
chr10,110497991,110498000,3,"3,4,5",0,0,1,1,1
chr10,110498000,110498003,2,"4,5",0,0,0,1,1
chr10,110918757,110919081,2,"1,5",1,0,0,0,1
chr10,120851287,120851617,2,"4,5",0,0,0,1,1
chr10,122954085,122954122,2,"4,5",0,0,0,1,1
chr10,122954122,122954415,3,"1,4,5",1,0,0,1,1
chr10,122954415,122954446,2,"1,5",1,0,0,0,1
chr10,123135799,123135893,2,"1,5",1,0,0,0,1
chr10,123135893,123136048,3,"1,4,5",1,0,0,1,1
chr10,123136048,123136082,2,"1,5",1,0,0,0,1
chr10,125719524,125719818,2,"1,5",1,0,0,0,1
chr10,130136148,130136218,2,"1,5",1,0,0,0,1
chr10,130136218,130136472,3,"1,4,5",1,0,0,1,1
chr10,130136472,130136522,2,"4,5",0,0,0,1,1
chr10,133308755,133309011,2,"1,5",1,0,0,0,1
chr10,133393965,133394005,2,"1,5",1,0,0,0,1
chr10,133394005,133394289,3,"1,4,5",1,0,0,1,1
chr10,133394289,133394335,2,"4,5",0,0,0,1,1
chr11,207311,207376,2,"4,5",0,0,0,1,1
chr11,207376,207641,3,"1,4,5",1,0,0,1,1
chr11,207641,207700,2,"1,5",1,0,0,0,1
chr11,406850,407174,2,"1,5",1,0,0,0,1
chr11,450342,450372,2,"2,5",0,1,0,0,1
chr11,518907,519015,2,"4,5",0,0,0,1,1
chr11,576240,576563,2,"1,5",1,0,0,0,1
chr11,809447,809683,3,"1,4,5",1,0,0,1,1
chr11,809683,809855,2,"1,5",1,0,0,0,1
chr11,2400183,2400223,3,"1,2,5",1,1,0,0,1
chr11,2400223,2400253,4,"1,2,4,5",1,1,0,1,1
chr11,2400253,2400492,3,"1,4,5",1,0,0,1,1
chr11,2400492,2400553,2,"4,5",0,0,0,1,1
chr11,3057304,3057319,2,"4,5",0,0,0,1,1
chr11,3057319,3057634,3,"1,4,5",1,0,0,1,1
chr11,3057634,3057642,2,"1,5",1,0,0,0,1
chr11,4094629,4094934,2,"4,5",0,0,0,1,1
chr11,6481294,6481624,2,"4,5",0,0,0,1,1
chr11,6926224,6926440,2,"1,5",1,0,0,0,1
chr11,8682529,8682550,2,"1,5",1,0,0,0,1
chr11,8682550,8682853,3,"1,4,5",1,0,0,1,1
chr11,8682853,8682880,2,"4,5",0,0,0,1,1
chr11,8688846,8688855,2,"1,5",1,0,0,0,1
chr11,8688855,8689170,3,"1,4,5",1,0,0,1,1
chr11,8689170,8689185,2,"4,5",0,0,0,1,1
chr11,9314727,9315045,2,"1,5",1,0,0,0,1
chr11,10857693,10858017,2,"4,5",0,0,0,1,1
chr11,18012910,18013240,2,"4,5",0,0,0,1,1
chr11,18105945,18106275,2,"4,5",0,0,0,1,1
chr11,18322392,18322679,3,"1,4,5",1,0,0,1,1
chr11,18526811,18527141,2,"4,5",0,0,0,1,1
chr11,20387388,20387393,2,"1,5",1,0,0,0,1
chr11,20387393,20387712,3,"1,4,5",1,0,0,1,1
chr11,20387712,20387819,2,"4,5",0,0,0,1,1
chr11,43358760,43359090,2,"4,5",0,0,0,1,1
chr11,44530412,44530730,2,"4,5",0,0,0,1,1
chr11,45917785,45918103,2,"1,5",1,0,0,0,1
chr11,46700468,46700521,2,"2,5",0,1,0,0,1
chr11,46700521,46700570,3,"2,3,5",0,1,1,0,1
chr11,46700570,46700587,4,"2,3,4,5",0,1,1,1,1
chr11,46700587,46700809,5,"1,2,3,4,5",1,1,1,1,1
chr11,46700809,46700826,4,"2,3,4,5",0,1,1,1,1
chr11,46700826,46700877,3,"2,3,5",0,1,1,0,1
chr11,47408243,47408567,2,"1,5",1,0,0,0,1
chr11,47426227,47426557,2,"4,5",0,0,0,1,1
chr11,47553050,47553313,2,"4,5",0,0,0,1,1
chr11,47578815,47578861,2,"4,5",0,0,0,1,1
chr11,47578861,47579145,3,"1,4,5",1,0,0,1,1
chr11,47579145,47579185,2,"1,5",1,0,0,0,1
chr11,57335799,57336050,2,"4,5",0,0,0,1,1
chr11,57530670,57530924,2,"4,5",0,0,0,1,1
chr11,57657561,57657852,2,"4,5",0,0,0,1,1
chr11,57667992,57668289,2,"1,5",1,0,0,0,1
chr11,57712143,57712473,2,"4,5",0,0,0,1,1
chr11,57741178,57741508,2,"4,5",0,0,0,1,1
chr11,61362158,61362178,2,"1,5",1,0,0,0,1
chr11,61362178,61362467,3,"1,4,5",1,0,0,1,1
chr11,61429904,61430234,2,"4,5",0,0,0,1,1
chr11,61792490,61792783,2,"1,5",1,0,0,0,1
chr11,61967549,61967579,2,"4,5",0,0,0,1,1
chr11,61967579,61967874,3,"1,4,5",1,0,0,1,1
chr11,62591447,62591679,2,"1,5",1,0,0,0,1
chr11,62621986,62622021,2,"4,5",0,0,0,1,1
chr11,62622021,62622316,3,"1,4,5",1,0,0,1,1
chr11,62622316,62622345,2,"1,5",1,0,0,0,1
chr11,62665083,62665313,2,"4,5",0,0,0,1,1
chr11,62665313,62665380,3,"1,4,5",1,0,0,1,1
chr11,62665380,62665553,2,"1,5",1,0,0,0,1
chr11,62706099,62706423,2,"1,5",1,0,0,0,1
chr11,62787142,62787466,2,"1,5",1,0,0,0,1
chr11,62787482,62787653,2,"4,5",0,0,0,1,1
chr11,62805380,62805385,2,"4,5",0,0,0,1,1
chr11,62805385,62805709,3,"1,4,5",1,0,0,1,1
chr11,62805709,62805710,2,"4,5",0,0,0,1,1
chr11,62841249,62841436,2,"1,5",1,0,0,0,1
chr11,62841436,62841573,3,"1,4,5",1,0,0,1,1
chr11,62841573,62841766,2,"4,5",0,0,0,1,1
chr11,63671446,63671658,2,"2,5",0,1,0,0,1
chr11,63671658,63671810,3,"2,4,5",0,1,0,1,1
chr11,63671810,63671937,2,"4,5",0,0,0,1,1
chr11,63974423,63974739,2,"1,5",1,0,0,0,1
chr11,63986503,63986558,2,"2,5",0,1,0,0,1
chr11,64240849,64241055,3,"1,4,5",1,0,0,1,1
chr11,64241055,64241067,2,"4,5",0,0,0,1,1
chr11,64269848,64269904,2,"1,5",1,0,0,0,1
chr11,64269904,64270172,3,"1,4,5",1,0,0,1,1
chr11,64270172,64270234,2,"4,5",0,0,0,1,1
chr11,64317439,64317475,2,"4,5",0,0,0,1,1
chr11,64317475,64317769,3,"1,4,5",1,0,0,1,1
chr11,64317769,64317799,2,"1,5",1,0,0,0,1
chr11,65083982,65084302,2,"4,5",0,0,0,1,1
chr11,65096023,65096024,2,"4,5",0,0,0,1,1
chr11,65096024,65096348,3,"1,4,5",1,0,0,1,1
chr11,65096348,65096353,2,"4,5",0,0,0,1,1
chr11,65117564,65117580,2,"1,5",1,0,0,0,1
chr11,65117580,65117883,3,"1,4,5",1,0,0,1,1
chr11,65117883,65117910,2,"4,5",0,0,0,1,1
chr11,65134433,65134701,3,"1,4,5",1,0,0,1,1
chr11,65134701,65134750,2,"1,5",1,0,0,0,1
chr11,65382023,65382557,2,"4,5",0,0,0,1,1
chr11,65422769,65422815,2,"1,5",1,0,0,0,1
chr11,65422815,65422935,3,"1,4,5",1,0,0,1,1
chr11,65570276,65570542,2,"4,5",0,0,0,1,1
chr11,65712057,65712093,2,"1,5",1,0,0,0,1
chr11,65712093,65712381,3,"1,4,5",1,0,0,1,1
chr11,65712381,65712626,2,"4,5",0,0,0,1,1
chr11,65780725,65780818,2,"3,5",0,0,1,0,1
chr11,65860749,65860790,2,"4,5",0,0,0,1,1
chr11,65888368,65888667,3,"1,4,5",1,0,0,1,1
chr11,65888667,65888685,2,"1,5",1,0,0,0,1
chr11,65890807,65890940,2,"3,5",0,0,1,0,1
chr11,65900448,65900725,2,"4,5",0,0,0,1,1
chr11,66002059,66002233,2,"1,5",1,0,0,0,1
chr11,66002233,66002383,3,"1,4,5",1,0,0,1,1
chr11,66002383,66002563,2,"4,5",0,0,0,1,1
chr11,66052109,66052439,2,"4,5",0,0,0,1,1
chr11,66843224,66843449,2,"2,5",0,1,0,0,1
chr11,67288407,67288661,2,"4,5",0,0,0,1,1
chr11,67401485,67401592,2,"4,5",0,0,0,1,1
chr11,67401592,67401916,3,"1,4,5",1,0,0,1,1
chr11,67401916,67402017,2,"4,5",0,0,0,1,1
chr11,67428271,67428286,2,"4,5",0,0,0,1,1
chr11,67428286,67428601,3,"1,4,5",1,0,0,1,1
chr11,67428601,67428610,2,"1,5",1,0,0,0,1
chr11,67483083,67483548,2,"2,5",0,1,0,0,1
chr11,70398363,70398376,2,"4,5",0,0,0,1,1
chr11,70398376,70398693,3,"1,4,5",1,0,0,1,1
chr11,70398693,70398700,2,"1,5",1,0,0,0,1
chr11,74171010,74171340,2,"4,5",0,0,0,1,1
chr11,75399359,75399590,2,"4,5",0,0,0,1,1
chr11,75399590,75399673,3,"2,4,5",0,1,0,1,1
chr11,75399673,75399827,2,"2,5",0,1,0,0,1
chr11,77820652,77820982,2,"4,5",0,0,0,1,1
chr11,82901510,82901514,2,"1,5",1,0,0,0,1
chr11,82901514,82901834,3,"1,4,5",1,0,0,1,1
chr11,82901834,82901840,2,"4,5",0,0,0,1,1
chr11,85647759,85648089,2,"4,5",0,0,0,1,1
chr11,93661408,93661759,2,"2,5",0,1,0,0,1
chr11,94543801,94544131,2,"4,5",0,0,0,1,1
chr11,95068617,95068790,2,"4,5",0,0,0,1,1
chr11,95789761,95790091,2,"4,5",0,0,0,1,1
chr11,96343230,96343475,2,"4,5",0,0,0,1,1
chr11,102347007,102347337,2,"4,5",0,0,0,1,1
chr11,108222867,108222875,2,"4,5",0,0,0,1,1
chr11,108222875,108223197,3,"1,4,5",1,0,0,1,1
chr11,108223197,108223199,2,"1,5",1,0,0,0,1
chr11,108467231,108467561,2,"4,5",0,0,0,1,1
chr11,114400570,114400900,2,"4,5",0,0,0,1,1
chr11,116772860,116772877,2,"4,5",0,0,0,1,1
chr11,116772877,116773190,3,"1,4,5",1,0,0,1,1
chr11,116773190,116773201,2,"1,5",1,0,0,0,1
chr11,117144108,117144417,3,"1,4,5",1,0,0,1,1
chr11,117144417,117144426,2,"1,5",1,0,0,0,1
chr11,117232411,117232519,2,"4,5",0,0,0,1,1
chr11,117232519,117232741,3,"1,4,5",1,0,0,1,1
chr11,117232741,117232747,2,"1,5",1,0,0,0,1
chr11,117327661,117327991,2,"4,5",0,0,0,1,1
chr11,118359411,118359428,2,"1,5",1,0,0,0,1
chr11,118359428,118359732,3,"1,4,5",1,0,0,1,1
chr11,118712711,118713019,2,"4,5",0,0,0,1,1
chr11,119084713,119084732,2,"4,5",0,0,0,1,1
chr11,119084732,119085043,3,"1,4,5",1,0,0,1,1
chr11,119085043,119085291,2,"1,5",1,0,0,0,1
chr11,119095313,119095630,2,"4,5",0,0,0,1,1
chr11,119102072,119102322,2,"4,5",0,0,0,1,1
chr11,120336172,120336502,2,"4,5",0,0,0,1,1
chr11,123062054,123062275,2,"1,5",1,0,0,0,1
chr11,124800299,124800570,2,"4,5",0,0,0,1,1
chr11,126268804,126269128,3,"1,4,5",1,0,0,1,1
chr11,126269128,126269134,2,"4,5",0,0,0,1,1
chr12,389195,389443,2,"1,5",1,0,0,0,1
chr12,389443,389740,3,"1,4,5",1,0,0,1,1
chr12,389740,389750,2,"4,5",0,0,0,1,1
chr12,2004379,2004491,2,"1,5",1,0,0,0,1
chr12,2004491,2004739,3,"1,4,5",1,0,0,1,1
chr12,6493181,6493472,2,"4,5",0,0,0,1,1
chr12,6663065,6663136,4,"2,3,4,5",0,1,1,1,1
chr12,6663136,6663299,5,"1,2,3,4,5",1,1,1,1,1
chr12,6663299,6663377,4,"2,3,4,5",0,1,1,1,1
chr12,6663377,6663413,3,"2,3,5",0,1,1,0,1
chr12,6663413,6663435,2,"2,5",0,1,0,0,1
chr12,6688915,6689173,2,"4,5",0,0,0,1,1
chr12,6689241,6689447,2,"4,5",0,0,0,1,1
chr12,6689447,6689562,3,"1,4,5",1,0,0,1,1
chr12,6689562,6689771,2,"1,5",1,0,0,0,1
chr12,6723928,6724258,2,"4,5",0,0,0,1,1
chr12,6753039,6753253,2,"4,5",0,0,0,1,1
chr12,6943867,6943879,2,"4,5",0,0,0,1,1
chr12,6943879,6944197,3,"1,4,5",1,0,0,1,1
chr12,6944197,6944203,2,"1,5",1,0,0,0,1
chr12,6944711,6944885,2,"4,5",0,0,0,1,1
chr12,6961820,6962150,2,"4,5",0,0,0,1,1
chr12,6970702,6971020,2,"1,5",1,0,0,0,1
chr12,12813178,12813188,2,"4,5",0,0,0,1,1
chr12,12813188,12813427,3,"1,4,5",1,0,0,1,1
chr12,21437516,21437812,2,"1,5",1,0,0,0,1
chr12,25195052,25195382,2,"4,5",0,0,0,1,1
chr12,30754951,30755013,2,"1,5",1,0,0,0,1
chr12,30755013,30755275,3,"1,4,5",1,0,0,1,1
chr12,30755275,30755339,2,"4,5",0,0,0,1,1
chr12,34022226,34022272,2,"1,5",1,0,0,0,1
chr12,34022272,34022550,3,"1,4,5",1,0,0,1,1
chr12,34022550,34022574,2,"4,5",0,0,0,1,1
chr12,45728716,45729046,2,"4,5",0,0,0,1,1
chr12,48105930,48106254,2,"1,5",1,0,0,0,1
chr12,48106328,48106434,2,"4,5",0,0,0,1,1
chr12,48852058,48852382,2,"1,5",1,0,0,0,1
chr12,49018645,49018975,2,"4,5",0,0,0,1,1
chr12,49842925,49843255,2,"4,5",0,0,0,1,1
chr12,50084979,50085277,2,"4,5",0,0,0,1,1
chr12,50111745,50112075,2,"4,5",0,0,0,1,1
chr12,51083663,51083802,2,"4,5",0,0,0,1,1
chr12,51172756,51172901,2,"1,5",1,0,0,0,1
chr12,52051118,52051167,2,"2,5",0,1,0,0,1
chr12,52051167,52051235,3,"2,3,5",0,1,1,0,1
chr12,52051235,52051286,4,"1,2,3,5",1,1,1,0,1
chr12,52051286,52051444,5,"1,2,3,4,5",1,1,1,1,1
chr12,52051444,52051551,4,"1,2,3,5",1,1,1,0,1
chr12,52051551,52051559,3,"1,2,5",1,1,0,0,1
chr12,52051559,52051598,2,"2,5",0,1,0,0,1
chr12,52069524,52069587,2,"1,5",1,0,0,0,1
chr12,52069587,52070055,3,"1,4,5",1,0,0,1,1
chr12,52070055,52070060,2,"1,5",1,0,0,0,1
chr12,53180446,53180974,2,"1,5",1,0,0,0,1
chr12,53451762,53452092,2,"4,5",0,0,0,1,1
chr12,53625870,53626063,2,"4,5",0,0,0,1,1
chr12,54280113,54280325,2,"1,5",1,0,0,0,1
chr12,54280444,54280641,2,"1,5",1,0,0,0,1
chr12,54324638,54324809,2,"1,5",1,0,0,0,1
chr12,54325040,54325294,2,"1,5",1,0,0,0,1
chr12,55646170,55646598,2,"1,5",1,0,0,0,1
chr12,55829480,55829510,2,"4,5",0,0,0,1,1
chr12,55829510,55829810,3,"1,4,5",1,0,0,1,1
chr12,55829810,55829834,2,"1,5",1,0,0,0,1
chr12,55926981,55927010,2,"1,5",1,0,0,0,1
chr12,55927010,55927284,3,"1,4,5",1,0,0,1,1
chr12,56007238,56007266,2,"1,5",1,0,0,0,1
chr12,56007266,56007529,3,"1,4,5",1,0,0,1,1
chr12,56041825,56041964,2,"4,5",0,0,0,1,1
chr12,56042054,56042155,2,"4,5",0,0,0,1,1
chr12,56104261,56104585,2,"1,5",1,0,0,0,1
chr12,56118063,56118393,2,"4,5",0,0,0,1,1
chr12,56126205,56126215,2,"4,5",0,0,0,1,1
chr12,56126215,56126462,3,"1,4,5",1,0,0,1,1
chr12,56152383,56152653,2,"4,5",0,0,0,1,1
chr12,57539340,57539655,2,"1,5",1,0,0,0,1
chr12,57936047,57936073,2,"4,5",0,0,0,1,1
chr12,57936073,57936338,3,"1,4,5",1,0,0,1,1
chr12,64404136,64404466,2,"4,5",0,0,0,1,1
chr12,65169377,65169671,2,"4,5",0,0,0,1,1
chr12,68610695,68611025,2,"4,5",0,0,0,1,1
chr12,68686764,68687074,2,"4,5",0,0,0,1,1
chr12,71839499,71839880,2,"4,5",0,0,0,1,1
chr12,76348269,76348599,2,"4,5",0,0,0,1,1
chr12,95473904,95474234,2,"4,5",0,0,0,1,1
chr12,101697920,101698022,2,"2,5",0,1,0,0,1
chr12,103930157,103930487,2,"4,5",0,0,0,1,1
chr12,105107542,105107872,2,"4,5",0,0,0,1,1
chr12,107903631,107903918,2,"4,5",0,0,0,1,1
chr12,108628404,108628671,2,"4,5",0,0,0,1,1
chr12,109880394,109880724,2,"4,5",0,0,0,1,1
chr12,110048420,110048749,2,"4,5",0,0,0,1,1
chr12,110124165,110124170,2,"1,5",1,0,0,0,1
chr12,110124170,110124489,3,"1,4,5",1,0,0,1,1
chr12,110124489,110124490,2,"4,5",0,0,0,1,1
chr12,110450187,110450210,2,"4,5",0,0,0,1,1
chr12,110450210,110450517,3,"1,4,5",1,0,0,1,1
chr12,110450517,110450534,2,"1,5",1,0,0,0,1
chr12,110501789,110502043,2,"1,5",1,0,0,0,1
chr12,110502043,110502373,3,"1,4,5",1,0,0,1,1
chr12,110502373,110502402,2,"1,5",1,0,0,0,1
chr12,111599436,111599766,2,"4,5",0,0,0,1,1
chr12,111685811,111686141,2,"4,5",0,0,0,1,1
chr12,112409507,112409784,3,"1,4,5",1,0,0,1,1
chr12,112409784,112409801,2,"4,5",0,0,0,1,1
chr12,112418715,112419020,2,"4,5",0,0,0,1,1
chr12,116559531,116559861,2,"4,5",0,0,0,1,1
chr12,119667769,119667777,2,"1,5",1,0,0,0,1
chr12,119667777,119668093,3,"1,4,5",1,0,0,1,1
chr12,119668093,119668107,2,"4,5",0,0,0,1,1
chr12,120086915,120087230,3,"1,4,5",1,0,0,1,1
chr12,120087230,120087439,2,"4,5",0,0,0,1,1
chr12,120291470,120291681,2,"1,5",1,0,0,0,1
chr12,120291681,120291794,3,"1,4,5",1,0,0,1,1
chr12,120291794,120291977,2,"4,5",0,0,0,1,1
chr12,120686689,120686997,3,"1,4,5",1,0,0,1,1
chr12,120686997,120687005,2,"1,5",1,0,0,0,1
chr12,121794217,121794230,2,"1,5",1,0,0,0,1
chr12,121794230,121794428,3,"1,4,5",1,0,0,1,1
chr12,121794428,121794550,2,"4,5",0,0,0,1,1
chr12,121888502,121888826,2,"1,5",1,0,0,0,1
chr12,122196970,122196995,2,"1,5",1,0,0,0,1
chr12,122196995,122197288,3,"1,4,5",1,0,0,1,1
chr12,122225867,122225892,2,"4,5",0,0,0,1,1
chr12,122225892,122226197,3,"1,4,5",1,0,0,1,1
chr12,122226197,122226216,2,"1,5",1,0,0,0,1
chr12,122974543,122974575,2,"4,5",0,0,0,1,1
chr12,122974575,122974873,3,"1,4,5",1,0,0,1,1
chr12,122974873,122974890,2,"1,5",1,0,0,0,1
chr12,122975093,122975374,2,"4,5",0,0,0,1,1
chr12,123383614,123383925,3,"1,4,5",1,0,0,1,1
chr12,123383925,123383931,2,"4,5",0,0,0,1,1
chr12,123601784,123601892,2,"2,5",0,1,0,0,1
chr12,123601892,123601939,3,"2,4,5",0,1,0,1,1
chr12,123601939,123602222,4,"1,2,4,5",1,1,0,1,1
chr12,123602222,123602227,3,"1,2,5",1,1,0,0,1
chr12,123633553,123633659,2,"1,5",1,0,0,0,1
chr12,123633659,123633741,3,"1,4,5",1,0,0,1,1
chr12,123633741,123633877,2,"1,5",1,0,0,0,1
chr12,124914943,124915104,2,"4,5",0,0,0,1,1
chr12,124927220,124927477,2,"1,5",1,0,0,0,1
chr12,126908053,126908383,2,"4,5",0,0,0,1,1
chr12,128823904,128824228,2,"1,5",1,0,0,0,1
chr12,131710791,131710841,2,"4,5",0,0,0,1,1
chr12,131710841,131710922,3,"1,4,5",1,0,0,1,1
chr12,132687310,132687640,2,"4,5",0,0,0,1,1
chr12,132710472,132710952,2,"2,5",0,1,0,0,1
chr12,132828769,132828803,2,"4,5",0,0,0,1,1
chr12,132828803,132828937,3,"1,4,5",1,0,0,1,1
chr12,132829037,132829099,3,"1,4,5",1,0,0,1,1
chr12,132829099,132829323,2,"1,5",1,0,0,0,1
chr12,132887670,132887747,2,"1,5",1,0,0,0,1
chr12,132887747,132887994,3,"1,4,5",1,0,0,1,1
chr12,132887994,132888036,2,"4,5",0,0,0,1,1
chr12,132986158,132986488,2,"4,5",0,0,0,1,1
chr12,133037126,133037418,2,"1,5",1,0,0,0,1
chr12,133080059,133080389,2,"4,5",0,0,0,1,1
chr13,25301407,25301720,2,"4,5",0,0,0,1,1
chr13,41060720,41060903,2,"1,5",1,0,0,0,1
chr13,45341104,45341434,2,"4,5",0,0,0,1,1
chr13,45464672,45464996,2,"1,5",1,0,0,0,1
chr13,48303565,48303895,2,"4,5",0,0,0,1,1
chr13,49996585,49996850,2,"4,5",0,0,0,1,1
chr13,50124242,50124572,2,"4,5",0,0,0,1,1
chr13,52450517,52450847,2,"4,5",0,0,0,1,1
chr13,72781860,72782184,2,"1,5",1,0,0,0,1
chr13,76991835,76991918,2,"1,5",1,0,0,0,1
chr13,76991918,76992154,3,"1,4,5",1,0,0,1,1
chr13,76992154,76992248,2,"4,5",0,0,0,1,1
