chrom,start,end,num,list,ENCFF204CDB_ESRRA_sorted.bed,ENCFF640LUD_ESRRA_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr15,49620780,49621300,2,"2,3",0,1,1
chr15,50354880,50355380,2,"1,3",1,0,1
chr15,50686378,50686398,2,"2,3",0,1,1
chr15,50686398,50686898,3,"1,2,3",1,1,1
chr15,50686898,50687239,2,"1,3",1,0,1
chr15,50908060,50909218,2,"1,3",1,0,1
chr15,51829852,51830352,2,"1,3",1,0,1
chr15,52018973,52019346,3,"1,2,3",1,1,1
chr15,52019346,52019378,2,"2,3",0,1,1
chr15,52134528,52134561,2,"2,3",0,1,1
chr15,52281111,52281808,2,"1,3",1,0,1
chr15,55196684,55197405,2,"2,3",0,1,1
chr15,55318819,55319294,2,"1,3",1,0,1
chr15,55408040,55408540,2,"1,3",1,0,1
chr15,56886887,56887126,2,"2,3",0,1,1
chr15,56887126,56887360,3,"1,2,3",1,1,1
chr15,56887360,56887626,2,"1,3",1,0,1
chr15,57477884,57477950,2,"2,3",0,1,1
chr15,57477950,57478369,3,"1,2,3",1,1,1
chr15,58770590,58771125,2,"1,3",1,0,1
chr15,58771125,58771185,3,"1,2,3",1,1,1
chr15,58771185,58771645,2,"2,3",0,1,1
chr15,58864568,58865035,3,"1,2,3",1,1,1
chr15,59276586,59276720,2,"1,3",1,0,1
chr15,59412743,59412895,2,"2,3",0,1,1
chr15,60735538,60735978,2,"2,3",0,1,1
chr15,62068282,62068802,2,"2,3",0,1,1
chr15,62391624,62392173,2,"1,3",1,0,1
chr15,62886526,62887046,2,"2,3",0,1,1
chr15,63048143,63048244,2,"2,3",0,1,1
chr15,63048244,63048663,3,"1,2,3",1,1,1
chr15,63048663,63048744,2,"1,3",1,0,1
chr15,63121718,63122238,2,"2,3",0,1,1
chr15,63503151,63503363,2,"2,3",0,1,1
chr15,63503363,63503609,3,"1,2,3",1,1,1
chr15,63503815,63503863,3,"1,2,3",1,1,1
chr15,63503863,63503892,2,"2,3",0,1,1
chr15,63504340,63504347,2,"2,3",0,1,1
chr15,63504347,63504847,3,"1,2,3",1,1,1
chr15,63504847,63505204,2,"2,3",0,1,1
chr15,64093124,64093327,2,"1,3",1,0,1
chr15,64093516,64093663,2,"1,3",1,0,1
chr15,64095853,64096353,2,"1,3",1,0,1
chr15,64151765,64152265,2,"1,3",1,0,1
chr15,64163051,64163501,2,"2,3",0,1,1
chr15,64387521,64387537,2,"2,3",0,1,1
chr15,64387537,64388037,3,"1,2,3",1,1,1
chr15,64388037,64388075,2,"2,3",0,1,1
chr15,64460245,64460745,2,"1,3",1,0,1
chr15,65029070,65029388,2,"1,3",1,0,1
chr15,65033081,65033484,2,"2,3",0,1,1
chr15,65044896,65045610,2,"1,3",1,0,1
chr15,65057109,65057547,2,"1,3",1,0,1
chr15,65185380,65185809,2,"2,3",0,1,1
chr15,65286188,65286200,2,"1,3",1,0,1
chr15,65286200,65286892,3,"1,2,3",1,1,1
chr15,65286892,65287229,2,"2,3",0,1,1
chr15,65295976,65296381,2,"2,3",0,1,1
chr15,65304635,65305183,2,"2,3",0,1,1
chr15,65312382,65312928,2,"1,3",1,0,1
chr15,65530321,65530841,2,"2,3",0,1,1
chr15,65610918,65611005,2,"1,3",1,0,1
chr15,65611005,65611418,3,"1,2,3",1,1,1
chr15,65611418,65611525,2,"2,3",0,1,1
chr15,66356405,66356925,2,"2,3",0,1,1
chr15,67521201,67521701,2,"1,3",1,0,1
chr15,67843670,67844244,2,"1,3",1,0,1
chr15,68229305,68229785,3,"1,2,3",1,1,1
chr15,68229785,68229925,2,"2,3",0,1,1
chr15,68277492,68277501,2,"1,3",1,0,1
chr15,68277501,68277791,3,"1,2,3",1,1,1
chr15,68277791,68277822,2,"1,3",1,0,1
chr15,68278081,68278518,2,"1,3",1,0,1
chr15,68300267,68300816,2,"1,3",1,0,1
chr15,70078611,70078706,2,"2,3",0,1,1
chr15,70078706,70079206,3,"1,2,3",1,1,1
chr15,70079206,70079332,2,"2,3",0,1,1
chr15,70195987,70196507,2,"2,3",0,1,1
chr15,72231181,72231608,3,"1,2,3",1,1,1
chr15,72231608,72231622,2,"2,3",0,1,1
chr15,72375773,72376273,2,"1,3",1,0,1
chr15,72474631,72475469,2,"2,3",0,1,1
chr15,72783462,72783565,2,"1,3",1,0,1
chr15,72783565,72783962,3,"1,2,3",1,1,1
chr15,72783962,72784085,2,"2,3",0,1,1
chr15,73684103,73684623,2,"2,3",0,1,1
chr15,73992140,73992289,2,"1,3",1,0,1
chr15,74365914,74366389,2,"2,3",0,1,1
chr15,74441581,74441894,2,"2,3",0,1,1
chr15,74443217,74443530,2,"2,3",0,1,1
chr15,74443530,74443917,3,"1,2,3",1,1,1
chr15,74461015,74461176,2,"1,3",1,0,1
chr15,74461176,74461696,3,"1,2,3",1,1,1
chr15,74461696,74461714,2,"1,3",1,0,1
chr15,74598259,74598309,2,"2,3",0,1,1
chr15,74598309,74598779,3,"1,2,3",1,1,1
chr15,74598779,74598809,2,"1,3",1,0,1
chr15,74615648,74616148,2,"1,3",1,0,1
chr15,74818583,74819104,2,"2,3",0,1,1
chr15,75367787,75368247,2,"2,3",0,1,1
chr15,75625546,75626066,2,"2,3",0,1,1
chr15,75639849,75639883,2,"2,3",0,1,1
chr15,75639883,75640369,3,"1,2,3",1,1,1
chr15,75640369,75640383,2,"1,3",1,0,1
chr15,75647475,75647975,2,"1,3",1,0,1
chr15,75903661,75904157,3,"1,2,3",1,1,1
chr15,75904157,75904393,2,"1,3",1,0,1
chr15,76336656,76336852,2,"2,3",0,1,1
chr15,77568821,77569179,2,"2,3",0,1,1
chr15,77569179,77569341,3,"1,2,3",1,1,1
chr15,77569341,77569679,2,"1,3",1,0,1
chr15,78131202,78131702,2,"1,3",1,0,1
chr15,78149308,78149808,2,"1,3",1,0,1
chr15,78299238,78299340,2,"2,3",0,1,1
chr15,78299340,78299758,3,"1,2,3",1,1,1
chr15,78299758,78299840,2,"1,3",1,0,1
chr15,78988334,78988854,2,"2,3",0,1,1
chr15,79311061,79311797,2,"2,3",0,1,1
chr15,79896733,79896921,2,"1,3",1,0,1
chr15,79896921,79897233,3,"1,2,3",1,1,1
chr15,79897233,79897441,2,"2,3",0,1,1
chr15,79979036,79979536,2,"1,3",1,0,1
chr15,79979683,79979796,2,"2,3",0,1,1
chr15,80152812,80153286,2,"1,3",1,0,1
chr15,80163225,80163504,3,"1,2,3",1,1,1
chr15,80163504,80163528,2,"2,3",0,1,1
chr15,80171796,80172259,2,"1,3",1,0,1
chr15,80839018,80839031,2,"1,3",1,0,1
chr15,80839031,80839720,3,"1,2,3",1,1,1
chr15,80839720,80839804,2,"2,3",0,1,1
chr15,80989492,80990012,2,"2,3",0,1,1
chr15,83066908,83067408,2,"1,3",1,0,1
chr15,84570832,84570895,2,"2,3",0,1,1
chr15,84570895,84571352,3,"1,2,3",1,1,1
chr15,84571352,84571395,2,"1,3",1,0,1
chr15,84606696,84607216,2,"2,3",0,1,1
chr15,84651275,84651664,3,"1,2,3",1,1,1
chr15,84747701,84748400,2,"1,3",1,0,1
chr15,84884387,84884876,2,"1,3",1,0,1
chr15,84886544,84886993,2,"1,3",1,0,1
chr15,84981182,84981201,2,"1,3",1,0,1
chr15,84981201,84981682,3,"1,2,3",1,1,1
chr15,84981682,84981721,2,"2,3",0,1,1
chr15,85413355,85413820,2,"2,3",0,1,1
chr15,85707722,85707741,2,"1,3",1,0,1
chr15,85707741,85708132,3,"1,2,3",1,1,1
chr15,88467090,88467590,2,"1,3",1,0,1
chr15,88638483,88639003,2,"2,3",0,1,1
chr15,89136795,89137241,2,"1,3",1,0,1
chr15,89334885,89335405,2,"2,3",0,1,1
chr15,89781971,89782345,2,"2,3",0,1,1
chr15,89828293,89828328,2,"2,3",0,1,1
chr15,89828328,89828731,3,"1,2,3",1,1,1
chr15,89828731,89828828,2,"1,3",1,0,1
chr15,89893809,89893839,2,"1,3",1,0,1
chr15,89893839,89894589,3,"1,2,3",1,1,1
chr15,89894589,89894637,2,"2,3",0,1,1
chr15,90157957,90158042,2,"2,3",0,1,1
chr15,90158042,90158413,3,"1,2,3",1,1,1
chr15,90158413,90158542,2,"1,3",1,0,1
chr15,90165731,90166219,2,"2,3",0,1,1
chr15,90264773,90264989,2,"1,3",1,0,1
chr15,90874011,90874057,2,"2,3",0,1,1
chr15,90874057,90874500,3,"1,2,3",1,1,1
chr15,90932462,90932728,2,"1,3",1,0,1
chr15,90935447,90935704,2,"1,3",1,0,1
chr15,90994450,90995090,2,"2,3",0,1,1
chr15,91032984,91033450,2,"2,3",0,1,1
chr15,92164746,92165065,2,"2,3",0,1,1
chr15,92170934,92171239,3,"1,2,3",1,1,1
chr15,92808930,92809010,2,"2,3",0,1,1
chr15,92809010,92809439,3,"1,2,3",1,1,1
chr15,92809439,92809734,2,"1,3",1,0,1
chr15,98776819,98777339,2,"2,3",0,1,1
chr15,99131617,99132070,2,"1,3",1,0,1
chr15,99385195,99385637,2,"2,3",0,1,1
chr15,99565518,99566038,2,"2,3",0,1,1
chr15,100602473,100602932,2,"1,3",1,0,1
chr15,101294926,101295426,2,"1,3",1,0,1
chr15,101527458,101527592,2,"1,3",1,0,1
chr15,101527592,101528096,3,"1,2,3",1,1,1
chr15,101528096,101528408,2,"2,3",0,1,1
chr15,101652077,101652779,2,"1,3",1,0,1
chr16,52924,53321,3,"1,2,3",1,1,1
chr16,53321,53383,2,"1,3",1,0,1
chr16,181188,181209,2,"1,3",1,0,1
chr16,181209,181688,3,"1,2,3",1,1,1
chr16,181688,181720,2,"2,3",0,1,1
chr16,229094,229117,2,"2,3",0,1,1
chr16,229117,229610,3,"1,2,3",1,1,1
chr16,362063,362504,3,"1,2,3",1,1,1
chr16,401731,402129,2,"1,3",1,0,1
chr16,405639,406147,2,"2,3",0,1,1
chr16,527033,527533,2,"1,3",1,0,1
chr16,558542,558565,2,"1,3",1,0,1
chr16,558565,558876,3,"1,2,3",1,1,1
chr16,558876,558954,2,"2,3",0,1,1
chr16,589124,589182,2,"2,3",0,1,1
chr16,589182,589509,3,"1,2,3",1,1,1
chr16,589509,589682,2,"1,3",1,0,1
chr16,636084,636707,3,"1,2,3",1,1,1
chr16,636707,636820,2,"2,3",0,1,1
chr16,642093,642149,2,"1,3",1,0,1
chr16,642149,642593,3,"1,2,3",1,1,1
chr16,642593,642669,2,"2,3",0,1,1
chr16,648712,648932,2,"2,3",0,1,1
chr16,648932,649132,3,"1,2,3",1,1,1
chr16,649132,649432,2,"1,3",1,0,1
chr16,667807,668244,2,"1,3",1,0,1
chr16,912635,913092,2,"2,3",0,1,1
chr16,971021,971115,2,"2,3",0,1,1
chr16,971115,971615,3,"1,2,3",1,1,1
chr16,971615,971675,2,"2,3",0,1,1
chr16,1089767,1090267,2,"1,3",1,0,1
chr16,1420525,1421025,2,"1,3",1,0,1
chr16,1610087,1610372,2,"1,3",1,0,1
chr16,1610372,1610770,3,"1,2,3",1,1,1
chr16,1610770,1610892,2,"2,3",0,1,1
chr16,1705865,1705949,2,"1,3",1,0,1
chr16,1705949,1706365,3,"1,2,3",1,1,1
chr16,1706365,1706469,2,"2,3",0,1,1
chr16,1773045,1773407,2,"2,3",0,1,1
chr16,1794231,1794731,2,"1,3",1,0,1
chr16,1826919,1827325,2,"2,3",0,1,1
chr16,1929672,1929972,2,"2,3",0,1,1
chr16,1943347,1943554,2,"1,3",1,0,1
chr16,1959371,1959802,2,"1,3",1,0,1
chr16,1964773,1965134,2,"1,3",1,0,1
chr16,1971773,1972227,2,"2,3",0,1,1
chr16,2009690,2010056,2,"1,3",1,0,1
chr16,2035510,2035657,2,"2,3",0,1,1
chr16,2035657,2036030,3,"1,2,3",1,1,1
chr16,2036030,2036050,2,"1,3",1,0,1
chr16,2148023,2148279,2,"1,3",1,0,1
chr16,2155285,2155507,2,"1,3",1,0,1
chr16,2223405,2223925,2,"2,3",0,1,1
chr16,2226417,2226791,2,"1,3",1,0,1
chr16,2251335,2251413,2,"1,3",1,0,1
chr16,2251413,2251933,3,"1,2,3",1,1,1
chr16,2251933,2252237,2,"1,3",1,0,1
chr16,2267942,2268462,2,"2,3",0,1,1
chr16,2340047,2340446,2,"1,3",1,0,1
chr16,2340758,2340764,2,"2,3",0,1,1
chr16,2340764,2341139,3,"1,2,3",1,1,1
chr16,2484966,2485450,2,"2,3",0,1,1
chr16,2512914,2513715,2,"2,3",0,1,1
chr16,2513821,2514043,2,"1,3",1,0,1
chr16,2524305,2524721,3,"1,2,3",1,1,1
chr16,2524721,2524731,2,"2,3",0,1,1
chr16,2603418,2603938,2,"2,3",0,1,1
chr16,2673503,2673764,2,"1,3",1,0,1
chr16,2682216,2682676,3,"1,2,3",1,1,1
chr16,2682676,2682907,2,"1,3",1,0,1
chr16,2751661,2752078,2,"2,3",0,1,1
chr16,2752116,2753017,2,"1,3",1,0,1
chr16,2905212,2905583,2,"1,3",1,0,1
chr16,2968752,2969207,2,"1,3",1,0,1
chr16,3021068,3021588,2,"2,3",0,1,1
chr16,3059114,3059210,2,"2,3",0,1,1
chr16,3059210,3059837,3,"1,2,3",1,1,1
chr16,3065095,3065491,3,"1,2,3",1,1,1
chr16,3065491,3065532,2,"1,3",1,0,1
chr16,3106261,3106761,2,"1,3",1,0,1
chr16,3112387,3112764,2,"2,3",0,1,1
chr16,3124030,3124530,2,"1,3",1,0,1
chr16,3171980,3172150,2,"1,3",1,0,1
chr16,3234936,3235595,2,"1,3",1,0,1
chr16,3400765,3401581,2,"1,3",1,0,1
chr16,3459084,3459341,2,"2,3",0,1,1
chr16,3654223,3654227,2,"1,3",1,0,1
chr16,3654227,3654723,3,"1,2,3",1,1,1
chr16,3654723,3654937,2,"2,3",0,1,1
chr16,3695658,3695723,2,"1,3",1,0,1
chr16,3695723,3696243,3,"1,2,3",1,1,1
chr16,3696243,3696268,2,"1,3",1,0,1
chr16,3717412,3717582,2,"2,3",0,1,1
chr16,3717582,3717831,3,"1,2,3",1,1,1
chr16,3717831,3717860,2,"2,3",0,1,1
chr16,4183591,4184091,2,"1,3",1,0,1
chr16,4307507,4307866,2,"1,3",1,0,1
chr16,4313875,4314292,2,"1,3",1,0,1
chr16,4328112,4328131,2,"2,3",0,1,1
chr16,4328131,4328631,3,"1,2,3",1,1,1
chr16,4328631,4328696,2,"2,3",0,1,1
chr16,4350807,4351597,2,"2,3",0,1,1
chr16,4415805,4416019,2,"1,3",1,0,1
chr16,4425995,4426512,2,"1,3",1,0,1
chr16,4461564,4461609,2,"2,3",0,1,1
chr16,4461609,4462084,3,"1,2,3",1,1,1
chr16,4462084,4462109,2,"1,3",1,0,1
chr16,4476215,4476715,2,"1,3",1,0,1
chr16,4538612,4538616,2,"2,3",0,1,1
chr16,4538616,4539022,3,"1,2,3",1,1,1
chr16,4614763,4615105,3,"1,2,3",1,1,1
chr16,4616313,4616678,2,"1,3",1,0,1
chr16,4663932,4664001,2,"1,3",1,0,1
chr16,4664001,4664432,3,"1,2,3",1,1,1
chr16,4664432,4664448,2,"2,3",0,1,1
chr16,4734038,4734538,2,"1,3",1,0,1
chr16,4768757,4768988,2,"1,3",1,0,1
chr16,5071667,5071693,2,"2,3",0,1,1
chr16,5071693,5072104,3,"1,2,3",1,1,1
chr16,5072104,5072193,2,"1,3",1,0,1
chr16,5097495,5097850,2,"1,3",1,0,1
chr16,8674499,8674780,2,"1,3",1,0,1
chr16,8740798,8741230,3,"1,2,3",1,1,1
chr16,8797559,8797619,2,"2,3",0,1,1
chr16,8797619,8798079,3,"1,2,3",1,1,1
chr16,8798079,8798119,2,"1,3",1,0,1
chr16,8850289,8850292,2,"2,3",0,1,1
chr16,8850292,8850486,3,"1,2,3",1,1,1
chr16,8850486,8850511,2,"2,3",0,1,1
chr16,8863511,8863653,2,"1,3",1,0,1
chr16,8863653,8864173,3,"1,2,3",1,1,1
chr16,8864173,8864221,2,"1,3",1,0,1
chr16,8868681,8869318,2,"1,3",1,0,1
chr16,8869783,8869888,2,"1,3",1,0,1
chr16,8960177,8960186,2,"1,3",1,0,1
chr16,8960186,8960559,3,"1,2,3",1,1,1
chr16,8960559,8960706,2,"2,3",0,1,1
chr16,9091094,9091425,2,"1,3",1,0,1
chr16,9091425,9091594,3,"1,2,3",1,1,1
chr16,9091594,9091945,2,"2,3",0,1,1
chr16,10318811,10319153,3,"1,2,3",1,1,1
chr16,10322932,10323241,2,"1,3",1,0,1
chr16,10323241,10323432,3,"1,2,3",1,1,1
chr16,10323432,10323601,2,"2,3",0,1,1
chr16,10617501,10617533,2,"2,3",0,1,1
chr16,10727977,10728414,3,"1,2,3",1,1,1
chr16,10728414,10728437,2,"2,3",0,1,1
chr16,10743644,10743666,2,"2,3",0,1,1
chr16,10743666,10744360,3,"1,2,3",1,1,1
chr16,10744360,10744366,2,"1,3",1,0,1
chr16,10923633,10924245,2,"2,3",0,1,1
chr16,10941803,10941835,2,"2,3",0,1,1
chr16,10944274,10944402,2,"2,3",0,1,1
chr16,10944402,10944721,3,"1,2,3",1,1,1
chr16,10944721,10944956,2,"1,3",1,0,1
chr16,11256601,11256928,2,"1,3",1,0,1
chr16,11257358,11257576,2,"2,3",0,1,1
chr16,11296761,11297355,2,"2,3",0,1,1
chr16,11297606,11297967,2,"1,3",1,0,1
chr16,11308695,11309195,2,"1,3",1,0,1
chr16,11345198,11345718,2,"2,3",0,1,1
chr16,11345833,11345884,2,"1,3",1,0,1
chr16,11356729,11357130,2,"2,3",0,1,1
chr16,11363451,11363453,2,"2,3",0,1,1
chr16,11363453,11363645,3,"1,2,3",1,1,1
chr16,11363645,11363674,2,"1,3",1,0,1
chr16,11364320,11364675,3,"1,2,3",1,1,1
chr16,11364675,11364686,2,"1,3",1,0,1
chr16,11370859,11371026,2,"1,3",1,0,1
chr16,11371671,11371711,2,"1,3",1,0,1
chr16,11371711,11371949,3,"1,2,3",1,1,1
chr16,11371949,11371958,2,"1,3",1,0,1
chr16,11386861,11387361,2,"1,3",1,0,1
chr16,11742354,11742397,2,"2,3",0,1,1
chr16,11742397,11742897,3,"1,2,3",1,1,1
chr16,11742897,11743208,2,"2,3",0,1,1
chr16,11797268,11797788,2,"2,3",0,1,1
chr16,11851130,11851650,2,"2,3",0,1,1
chr16,11915846,11916447,2,"2,3",0,1,1
chr16,11976339,11976375,2,"1,3",1,0,1
chr16,11976375,11976839,3,"1,2,3",1,1,1
chr16,11976839,11977095,2,"2,3",0,1,1
chr16,12097495,12097523,2,"2,3",0,1,1
chr16,12097523,12098015,3,"1,2,3",1,1,1
chr16,12098015,12098023,2,"1,3",1,0,1
chr16,12099870,12099969,2,"1,3",1,0,1
chr16,12099969,12100092,3,"1,2,3",1,1,1
chr16,12100092,12100383,2,"2,3",0,1,1
chr16,12543849,12544272,3,"1,2,3",1,1,1
chr16,12544272,12544378,2,"2,3",0,1,1
chr16,12612683,12612924,2,"2,3",0,1,1
chr16,12613621,12614090,2,"2,3",0,1,1
chr16,12754036,12754536,2,"1,3",1,0,1
chr16,14070932,14071059,2,"1,3",1,0,1
chr16,14071059,14071579,3,"1,2,3",1,1,1
chr16,14071579,14071768,2,"1,3",1,0,1
chr16,14299340,14299697,2,"2,3",0,1,1
chr16,14302072,14302349,2,"2,3",0,1,1
chr16,14364463,14364468,2,"2,3",0,1,1
chr16,14364468,14364947,3,"1,2,3",1,1,1
chr16,14399481,14399961,2,"2,3",0,1,1
chr16,14405897,14406466,2,"1,3",1,0,1
chr16,14632673,14633193,2,"2,3",0,1,1
chr16,14974862,14975362,2,"1,3",1,0,1
chr16,15055733,15056076,2,"1,3",1,0,1
chr16,15056076,15056447,3,"1,2,3",1,1,1
chr16,15093933,15094107,2,"2,3",0,1,1
chr16,15094107,15094607,3,"1,2,3",1,1,1
chr16,15094607,15094655,2,"2,3",0,1,1
chr16,15395583,15395774,2,"2,3",0,1,1
chr16,15395774,15395991,3,"1,2,3",1,1,1
chr16,15395991,15396274,2,"1,3",1,0,1
chr16,15398878,15399183,2,"1,3",1,0,1
chr16,15590921,15591398,2,"2,3",0,1,1
chr16,15610442,15610784,2,"2,3",0,1,1
chr16,15642540,15642968,2,"2,3",0,1,1
chr16,15642968,15643060,3,"1,2,3",1,1,1
chr16,15643060,15643382,2,"1,3",1,0,1
chr16,15949089,15949212,2,"2,3",0,1,1
chr16,18789952,18790669,2,"1,3",1,0,1
chr16,18801579,18801585,2,"2,3",0,1,1
chr16,18801585,18802085,3,"1,2,3",1,1,1
chr16,18802085,18802099,2,"2,3",0,1,1
chr16,18926133,18926535,2,"1,3",1,0,1
chr16,18926535,18926926,3,"1,2,3",1,1,1
chr16,18926926,18927145,2,"2,3",0,1,1
chr16,18936778,18937298,2,"2,3",0,1,1
chr16,18983678,18983819,2,"2,3",0,1,1
chr16,18983819,18984182,3,"1,2,3",1,1,1
chr16,18984182,18984319,2,"1,3",1,0,1
chr16,18989077,18989380,2,"2,3",0,1,1
chr16,19005910,19006037,2,"1,3",1,0,1
chr16,19006037,19006295,3,"1,2,3",1,1,1
chr16,19006295,19006318,2,"1,3",1,0,1
chr16,19067419,19067939,2,"2,3",0,1,1
chr16,19086402,19086565,2,"2,3",0,1,1
chr16,19086565,19086740,3,"1,2,3",1,1,1
chr16,19086740,19086965,2,"2,3",0,1,1
chr16,19108032,19108111,2,"2,3",0,1,1
chr16,19108242,19108687,2,"2,3",0,1,1
chr16,19113729,19114229,2,"1,3",1,0,1
chr16,19123554,19123982,3,"1,2,3",1,1,1
chr16,19167623,19168143,2,"2,3",0,1,1
chr16,19521722,19522151,2,"2,3",0,1,1
chr16,19523678,19523896,2,"1,3",1,0,1
chr16,19523992,19524370,2,"2,3",0,1,1
chr16,19555126,19555566,3,"1,2,3",1,1,1
chr16,19555566,19555644,2,"2,3",0,1,1
chr16,19718019,19718539,2,"2,3",0,1,1
chr16,20383334,20383704,2,"2,3",0,1,1
chr16,20386193,20386401,2,"1,3",1,0,1
chr16,20386401,20386693,3,"1,2,3",1,1,1
chr16,20386693,20386841,2,"2,3",0,1,1
chr16,20741516,20742241,2,"1,3",1,0,1
chr16,20806065,20806193,2,"1,3",1,0,1
chr16,20806193,20806713,3,"1,2,3",1,1,1
chr16,20806713,20806790,2,"1,3",1,0,1
chr16,20807344,20807356,2,"1,3",1,0,1
chr16,20899657,20899666,2,"2,3",0,1,1
chr16,20899666,20899962,3,"1,2,3",1,1,1
chr16,20899962,20900152,2,"1,3",1,0,1
chr16,20900229,20900372,2,"1,3",1,0,1
chr16,21158444,21158481,2,"1,3",1,0,1
chr16,21158481,21158880,3,"1,2,3",1,1,1
chr16,21158880,21159001,2,"2,3",0,1,1
chr16,21186186,21186599,2,"2,3",0,1,1
chr16,21233449,21233896,3,"1,2,3",1,1,1
chr16,21233896,21233945,2,"1,3",1,0,1
chr16,21300524,21301254,2,"1,3",1,0,1
chr16,21301515,21301973,2,"1,3",1,0,1
chr16,21501904,21502404,2,"1,3",1,0,1
chr16,21512471,21512502,2,"1,3",1,0,1
chr16,21512502,21512971,3,"1,2,3",1,1,1
chr16,21512971,21513022,2,"2,3",0,1,1
chr16,21513342,21513605,2,"2,3",0,1,1
chr16,21520332,21520361,2,"2,3",0,1,1
chr16,21520361,21520840,3,"1,2,3",1,1,1
chr16,21525391,21525748,2,"2,3",0,1,1
chr16,21599200,21599279,2,"2,3",0,1,1
chr16,21599279,21599720,3,"1,2,3",1,1,1
chr16,21599720,21599779,2,"1,3",1,0,1
chr16,21952661,21953161,2,"1,3",1,0,1
chr16,21953275,21953345,2,"2,3",0,1,1
chr16,21953345,21953688,3,"1,2,3",1,1,1
chr16,22007482,22007895,2,"2,3",0,1,1
chr16,22205944,22206380,2,"2,3",0,1,1
chr16,22297085,22297420,3,"1,2,3",1,1,1
chr16,22297420,22297699,2,"1,3",1,0,1
chr16,22298265,22298644,2,"2,3",0,1,1
chr16,22354055,22354450,2,"1,3",1,0,1
chr16,22374640,22375136,2,"1,3",1,0,1
chr16,22436881,22437582,2,"1,3",1,0,1
chr16,23182289,23182809,2,"2,3",0,1,1
chr16,23182998,23183352,2,"1,3",1,0,1
chr16,23452548,23452757,2,"2,3",0,1,1
chr16,23452757,23453268,3,"1,2,3",1,1,1
chr16,23453268,23453360,2,"1,3",1,0,1
chr16,23510223,23510743,2,"2,3",0,1,1
chr16,23540191,23540338,2,"1,3",1,0,1
chr16,23540338,23540535,3,"1,2,3",1,1,1
chr16,23540535,23540895,2,"1,3",1,0,1
chr16,23557022,23557275,2,"2,3",0,1,1
chr16,23557275,23557338,3,"1,2,3",1,1,1
chr16,23557338,23558186,2,"1,3",1,0,1
chr16,23595985,23596063,2,"1,3",1,0,1
chr16,23596063,23596485,3,"1,2,3",1,1,1
chr16,23596485,23596583,2,"2,3",0,1,1
chr16,23640998,23641007,2,"1,3",1,0,1
chr16,23641007,23641527,3,"1,2,3",1,1,1
chr16,23641527,23641736,2,"1,3",1,0,1
chr16,23694629,23694793,2,"2,3",0,1,1
chr16,23694793,23695149,3,"1,2,3",1,1,1
chr16,23695149,23695293,2,"1,3",1,0,1
chr16,24539706,24540360,2,"1,3",1,0,1
chr16,24729321,24729821,2,"1,3",1,0,1
chr16,24845978,24846478,2,"1,3",1,0,1
chr16,25066736,25066808,2,"1,3",1,0,1
chr16,25066914,25067434,2,"2,3",0,1,1
chr16,25106901,25106914,2,"2,3",0,1,1
chr16,25106914,25107391,3,"1,2,3",1,1,1
chr16,25178113,25178177,2,"1,3",1,0,1
chr16,25178177,25178516,3,"1,2,3",1,1,1
chr16,25178516,25178525,2,"1,3",1,0,1
chr16,25257472,25258143,2,"1,3",1,0,1
chr16,25258143,25258575,3,"1,2,3",1,1,1
chr16,25258575,25258732,2,"2,3",0,1,1
chr16,27203367,27203867,2,"1,3",1,0,1
chr16,27273757,27274277,2,"2,3",0,1,1
chr16,28491996,28492407,2,"2,3",0,1,1
chr16,28508045,28508426,2,"2,3",0,1,1
chr16,28526337,28526386,2,"1,3",1,0,1
chr16,28526386,28526906,3,"1,2,3",1,1,1
chr16,28526906,28526964,2,"1,3",1,0,1
chr16,28553809,28553857,2,"2,3",0,1,1
chr16,28553857,28554329,3,"1,2,3",1,1,1
chr16,28554329,28554357,2,"1,3",1,0,1
chr16,28609743,28610263,2,"2,3",0,1,1
chr16,28610427,28610643,2,"2,3",0,1,1
chr16,28822538,28822862,3,"1,2,3",1,1,1
chr16,28822862,28823005,2,"1,3",1,0,1
chr16,28823247,28823304,2,"1,3",1,0,1
chr16,28823446,28823747,2,"1,3",1,0,1
chr16,28824236,28824541,2,"1,3",1,0,1
chr16,28846237,28846244,2,"2,3",0,1,1
chr16,28846244,28846744,3,"1,2,3",1,1,1
chr16,28846744,28846757,2,"2,3",0,1,1
chr16,28863162,28863299,2,"2,3",0,1,1
chr16,28863299,28863884,3,"1,2,3",1,1,1
chr16,28863884,28863896,2,"1,3",1,0,1
chr16,28925351,28925851,2,"1,3",1,0,1
chr16,28945482,28945506,2,"1,3",1,0,1
chr16,28945506,28945934,3,"1,2,3",1,1,1
chr16,28950777,28951063,2,"2,3",0,1,1
chr16,28951063,28951297,3,"1,2,3",1,1,1
chr16,28951297,28951603,2,"1,3",1,0,1
chr16,28974503,28974545,2,"1,3",1,0,1
chr16,28974545,28975065,3,"1,2,3",1,1,1
chr16,28975065,28975106,2,"1,3",1,0,1
chr16,29261518,29262145,2,"1,3",1,0,1
chr16,29271797,29272291,2,"2,3",0,1,1
chr16,29272291,29272292,3,"1,2,3",1,1,1
chr16,29272292,29272614,2,"1,3",1,0,1
chr16,29790235,29790735,2,"1,3",1,0,1
chr16,29805242,29805337,2,"2,3",0,1,1
chr16,29805337,29805762,3,"1,2,3",1,1,1
