chrom,start,end,num,list,ENCFF445KZL_ELK1_sorted.bed,ENCFF870ZGY_ELK1_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr12,111841863,111842253,2,"1,3",1,0,1
chr12,112125325,112125715,2,"1,3",1,0,1
chr12,112409105,112409340,2,"1,3",1,0,1
chr12,112409340,112409644,3,"1,2,3",1,1,1
chr12,112409644,112409845,2,"1,3",1,0,1
chr12,112418788,112419178,2,"1,3",1,0,1
chr12,113098417,113098807,2,"1,3",1,0,1
chr12,113185223,113185613,2,"1,3",1,0,1
chr12,113245730,113246120,2,"1,3",1,0,1
chr12,116434698,116434701,2,"1,3",1,0,1
chr12,116434701,116435005,3,"1,2,3",1,1,1
chr12,116435005,116435053,2,"1,3",1,0,1
chr12,116738187,116738333,2,"1,3",1,0,1
chr12,116910783,116911173,2,"1,3",1,0,1
chr12,118376148,118376330,2,"2,3",0,1,1
chr12,118376330,118376452,3,"1,2,3",1,1,1
chr12,118376452,118376498,2,"1,3",1,0,1
chr12,119667711,119667819,2,"1,3",1,0,1
chr12,119667819,119668069,3,"1,2,3",1,1,1
chr12,119668069,119668123,2,"2,3",0,1,1
chr12,119988973,119989363,2,"1,3",1,0,1
chr12,120086887,120086909,2,"1,3",1,0,1
chr12,120086909,120087213,3,"1,2,3",1,1,1
chr12,120087213,120087269,2,"1,3",1,0,1
chr12,120116735,120117125,2,"1,3",1,0,1
chr12,120194546,120194936,2,"1,3",1,0,1
chr12,120228452,120228842,2,"1,3",1,0,1
chr12,120437973,120438150,2,"1,3",1,0,1
chr12,120446298,120446688,2,"1,3",1,0,1
chr12,120469493,120469883,2,"1,3",1,0,1
chr12,120474543,120474973,2,"1,3",1,0,1
chr12,120581204,120581594,2,"1,3",1,0,1
chr12,120686676,120686685,2,"2,3",0,1,1
chr12,120686685,120686980,3,"1,2,3",1,1,1
chr12,120686980,120687024,2,"1,3",1,0,1
chr12,121089425,121089729,2,"2,3",0,1,1
chr12,121209931,121210321,2,"1,3",1,0,1
chr12,121627261,121627466,2,"1,3",1,0,1
chr12,121794166,121794245,2,"2,3",0,1,1
chr12,121794245,121794470,3,"1,2,3",1,1,1
chr12,121794470,121794635,2,"1,3",1,0,1
chr12,121797021,121797490,2,"1,3",1,0,1
chr12,121888444,121888834,2,"1,3",1,0,1
chr12,121918389,121918408,2,"2,3",0,1,1
chr12,121918408,121918609,3,"1,2,3",1,1,1
chr12,121918609,121918693,2,"2,3",0,1,1
chr12,122225927,122225930,2,"2,3",0,1,1
chr12,122225930,122226231,3,"1,2,3",1,1,1
chr12,122226231,122226325,2,"1,3",1,0,1
chr12,122266358,122266748,2,"1,3",1,0,1
chr12,122526981,122527371,2,"1,3",1,0,1
chr12,122752488,122753108,2,"1,3",1,0,1
chr12,122974644,122974689,2,"2,3",0,1,1
chr12,122974689,122974948,3,"1,2,3",1,1,1
chr12,122974948,122975179,2,"1,3",1,0,1
chr12,122980514,122980904,2,"1,3",1,0,1
chr12,123383613,123383630,2,"2,3",0,1,1
chr12,123383630,123383917,3,"1,2,3",1,1,1
chr12,123383917,123383947,2,"1,3",1,0,1
chr12,123584271,123584575,2,"2,3",0,1,1
chr12,123601871,123602261,2,"1,3",1,0,1
chr12,123633546,123633548,2,"1,3",1,0,1
chr12,123633548,123633836,3,"1,2,3",1,1,1
chr12,123633836,123633852,2,"2,3",0,1,1
chr12,123712075,123712765,2,"1,3",1,0,1
chr12,125065454,125065844,2,"1,3",1,0,1
chr12,128823908,128823978,2,"1,3",1,0,1
chr12,128823978,128824282,3,"1,2,3",1,1,1
chr12,128824282,128824508,2,"1,3",1,0,1
chr12,131710780,131711372,2,"1,3",1,0,1
chr12,132687272,132687329,2,"1,3",1,0,1
chr12,132687329,132687633,3,"1,2,3",1,1,1
chr12,132687633,132687662,2,"1,3",1,0,1
chr12,132710461,132710530,2,"1,3",1,0,1
chr12,132710530,132710911,3,"1,2,3",1,1,1
chr12,132710911,132711035,2,"2,3",0,1,1
chr12,132828805,132828852,2,"1,3",1,0,1
chr12,132828852,132829156,3,"1,2,3",1,1,1
chr12,132829156,132829197,2,"1,3",1,0,1
chr12,132887693,132888083,2,"1,3",1,0,1
chr12,132986160,132986756,2,"1,3",1,0,1
chr12,133037085,133037138,2,"2,3",0,1,1
chr12,133037138,133037337,3,"1,2,3",1,1,1
chr12,133037337,133037389,2,"2,3",0,1,1
chr12,133080021,133080070,2,"1,3",1,0,1
chr12,133080070,133080374,3,"1,2,3",1,1,1
chr12,133080374,133080610,2,"1,3",1,0,1
chr13,20704039,20704150,2,"2,3",0,1,1
chr13,20704150,20704285,3,"1,2,3",1,1,1
chr13,20704285,20704343,2,"2,3",0,1,1
chr13,20773154,20773420,2,"2,3",0,1,1
chr13,20773420,20773457,3,"1,2,3",1,1,1
chr13,20773457,20773810,2,"1,3",1,0,1
chr13,21140001,21140391,2,"1,3",1,0,1
chr13,22979147,22979537,2,"1,3",1,0,1
chr13,23889178,23889669,2,"1,3",1,0,1
chr13,24922792,24923182,2,"1,3",1,0,1
chr13,25301437,25301464,2,"1,3",1,0,1
chr13,25301464,25301666,3,"1,2,3",1,1,1
chr13,25301666,25301768,2,"2,3",0,1,1
chr13,27251096,27251221,2,"2,3",0,1,1
chr13,27251221,27251400,3,"1,2,3",1,1,1
chr13,27251400,27251713,2,"1,3",1,0,1
chr13,27424449,27424457,2,"1,3",1,0,1
chr13,27424457,27424761,3,"1,2,3",1,1,1
chr13,27424761,27424839,2,"1,3",1,0,1
chr13,28658910,28659036,2,"2,3",0,1,1
chr13,28659036,28659176,3,"1,2,3",1,1,1
chr13,28659176,28659214,2,"2,3",0,1,1
chr13,28718514,28719109,2,"1,3",1,0,1
chr13,30617669,30617729,2,"2,3",0,1,1
chr13,30617729,30617945,3,"1,2,3",1,1,1
chr13,30617945,30617973,2,"2,3",0,1,1
chr13,32315174,32315195,2,"1,3",1,0,1
chr13,32315195,32315499,3,"1,2,3",1,1,1
chr13,32315499,32315764,2,"1,3",1,0,1
chr13,32586179,32586569,2,"1,3",1,0,1
chr13,36999164,36999554,2,"1,3",1,0,1
chr13,38349493,38349883,2,"1,3",1,0,1
chr13,39037750,39038140,2,"1,3",1,0,1
chr13,40789223,40789613,2,"1,3",1,0,1
chr13,43023414,43024010,2,"1,3",1,0,1
chr13,44435373,44435763,2,"1,3",1,0,1
chr13,45309371,45309645,2,"1,3",1,0,1
chr13,45340426,45340744,2,"1,3",1,0,1
chr13,45341138,45341196,2,"2,3",0,1,1
chr13,45341196,45341306,3,"1,2,3",1,1,1
chr13,45341306,45341442,2,"2,3",0,1,1
chr13,45418308,45418683,2,"1,3",1,0,1
chr13,45464586,45464644,2,"1,3",1,0,1
chr13,45464644,45464948,3,"1,2,3",1,1,1
chr13,45464948,45464995,2,"1,3",1,0,1
chr13,46052579,46052699,2,"2,3",0,1,1
chr13,46052699,46052883,3,"1,2,3",1,1,1
chr13,46052883,46053141,2,"1,3",1,0,1
chr13,48037841,48038231,2,"1,3",1,0,1
chr13,48303535,48303551,2,"1,3",1,0,1
chr13,48303551,48303855,3,"1,2,3",1,1,1
chr13,48303855,48303925,2,"1,3",1,0,1
chr13,49215034,49215367,2,"1,3",1,0,1
chr13,50124116,50124506,2,"1,3",1,0,1
chr13,50125758,50126148,2,"1,3",1,0,1
chr13,51583998,51584591,2,"1,3",1,0,1
chr13,51804038,51804428,2,"1,3",1,0,1
chr13,52159236,52159626,2,"1,3",1,0,1
chr13,52450346,52450850,2,"2,3",0,1,1
chr13,53201152,53201169,2,"2,3",0,1,1
chr13,53201169,53201456,3,"1,2,3",1,1,1
chr13,53201456,53201514,2,"1,3",1,0,1
chr13,72781866,72782256,2,"1,3",1,0,1
chr13,76991884,76991990,2,"1,3",1,0,1
chr13,76991990,76992274,3,"1,2,3",1,1,1
chr13,76992274,76992294,2,"2,3",0,1,1
chr13,91347298,91347688,2,"1,3",1,0,1
chr13,94601750,94602140,2,"1,3",1,0,1
chr13,97433071,97433461,2,"1,3",1,0,1
chr13,99498444,99498812,2,"1,3",1,0,1
chr13,99501291,99501681,2,"1,3",1,0,1
chr13,102845605,102845616,2,"1,3",1,0,1
chr13,102845616,102845920,3,"1,2,3",1,1,1
chr13,102845920,102846195,2,"1,3",1,0,1
chr13,108218279,108218669,2,"1,3",1,0,1
chr13,110615304,110615344,2,"1,3",1,0,1
chr13,110615344,110615648,3,"1,2,3",1,1,1
chr13,110615648,110615694,2,"1,3",1,0,1
chr13,110712896,110712916,2,"2,3",0,1,1
chr13,110712916,110713200,3,"1,2,3",1,1,1
chr13,110713200,110713207,2,"1,3",1,0,1
chr13,110870042,110870633,2,"1,3",1,0,1
chr13,111153525,111153728,2,"1,3",1,0,1
chr13,113208538,113208928,2,"1,3",1,0,1
chr13,113449169,113449200,2,"1,3",1,0,1
chr13,113449200,113449504,3,"1,2,3",1,1,1
chr13,113449504,113449559,2,"1,3",1,0,1
chr13,114314179,114314193,2,"2,3",0,1,1
chr13,114314193,114314483,3,"1,2,3",1,1,1
chr13,114314483,114314513,2,"1,3",1,0,1
chr14,20333046,20333436,2,"1,3",1,0,1
chr14,20343475,20343791,2,"1,3",1,0,1
chr14,20989815,20989887,2,"1,3",1,0,1
chr14,20989887,20990191,3,"1,2,3",1,1,1
chr14,20990191,20990205,2,"1,3",1,0,1
chr14,21103709,21104099,2,"1,3",1,0,1
chr14,21383937,21384327,2,"1,3",1,0,1
chr14,21455909,21456299,2,"1,3",1,0,1
chr14,21477011,21477071,2,"1,3",1,0,1
chr14,21477071,21477375,3,"1,2,3",1,1,1
chr14,21477375,21477607,2,"1,3",1,0,1
chr14,21511320,21511372,2,"2,3",0,1,1
chr14,21511372,21511624,3,"1,2,3",1,1,1
chr14,21511624,21511774,2,"1,3",1,0,1
chr14,22471592,22471730,2,"2,3",0,1,1
chr14,22471730,22471833,3,"1,2,3",1,1,1
chr14,22471833,22471896,2,"2,3",0,1,1
chr14,22589048,22589075,2,"2,3",0,1,1
chr14,22589075,22589554,3,"1,2,3",1,1,1
chr14,22589554,22589664,2,"1,3",1,0,1
chr14,22829724,22829790,2,"2,3",0,1,1
chr14,22829790,22829983,3,"1,2,3",1,1,1
chr14,22829983,22830028,2,"2,3",0,1,1
chr14,22871541,22871931,2,"1,3",1,0,1
chr14,22872500,22872876,2,"1,3",1,0,1
chr14,22929227,22929617,2,"1,3",1,0,1
chr14,22956859,22957249,2,"1,3",1,0,1
chr14,22982607,22982997,2,"1,3",1,0,1
chr14,23006917,23007307,2,"1,3",1,0,1
chr14,23034948,23035338,2,"1,3",1,0,1
chr14,23095230,23095398,2,"1,3",1,0,1
chr14,23095398,23095545,3,"1,2,3",1,1,1
chr14,23095545,23095717,2,"1,3",1,0,1
chr14,23286402,23286792,2,"1,3",1,0,1
chr14,23294975,23295327,2,"1,3",1,0,1
chr14,23301387,23301980,2,"1,3",1,0,1
chr14,23306709,23307099,2,"1,3",1,0,1
chr14,23469387,23469443,2,"1,3",1,0,1
chr14,23469443,23469747,3,"1,2,3",1,1,1
chr14,23469747,23469762,2,"1,3",1,0,1
chr14,23569582,23569972,2,"1,3",1,0,1
chr14,24108879,24109125,2,"2,3",0,1,1
chr14,24114744,24115134,2,"1,3",1,0,1
chr14,24141610,24142000,2,"1,3",1,0,1
chr14,24188717,24188730,2,"2,3",0,1,1
chr14,24188730,24189016,3,"1,2,3",1,1,1
chr14,24189016,24189021,2,"2,3",0,1,1
chr14,24195374,24195522,2,"2,3",0,1,1
chr14,24195522,24195678,3,"1,2,3",1,1,1
chr14,24195678,24196125,2,"1,3",1,0,1
chr14,24213105,24213495,2,"1,3",1,0,1
chr14,24242383,24242431,2,"1,3",1,0,1
chr14,24242431,24242735,3,"1,2,3",1,1,1
chr14,24242735,24242805,2,"1,3",1,0,1
chr14,24271509,24271899,2,"1,3",1,0,1
chr14,24299383,24300059,2,"1,3",1,0,1
chr14,24442504,24442894,2,"1,3",1,0,1
chr14,30558960,30559350,2,"1,3",1,0,1
chr14,30621380,30621770,2,"1,3",1,0,1
chr14,30622080,30622470,2,"1,3",1,0,1
chr14,31420431,31420821,2,"1,3",1,0,1
chr14,34539446,34539526,2,"1,3",1,0,1
chr14,34539526,34539830,3,"1,2,3",1,1,1
chr14,34539830,34539992,2,"1,3",1,0,1
chr14,34982776,34982841,2,"2,3",0,1,1
chr14,34982841,34983032,3,"1,2,3",1,1,1
chr14,34983032,34983080,2,"2,3",0,1,1
chr14,35046089,35046479,2,"1,3",1,0,1
chr14,35121914,35122505,2,"1,3",1,0,1
chr14,35292238,35292628,2,"1,3",1,0,1
chr14,35404526,35404916,2,"1,3",1,0,1
chr14,35944855,35944890,2,"1,3",1,0,1
chr14,35944890,35945194,3,"1,2,3",1,1,1
chr14,35945194,35945228,2,"1,3",1,0,1
chr14,37583444,37583834,2,"1,3",1,0,1
chr14,37595642,37596244,2,"1,3",1,0,1
chr14,39170243,39170261,2,"2,3",0,1,1
chr14,39170261,39170530,3,"1,2,3",1,1,1
chr14,39170530,39170547,2,"2,3",0,1,1
chr14,39174903,39174999,2,"1,3",1,0,1
chr14,39174999,39175231,3,"1,2,3",1,1,1
chr14,39175231,39175343,2,"1,3",1,0,1
chr14,39267103,39267700,2,"1,3",1,0,1
chr14,44896957,44897250,2,"1,3",1,0,1
chr14,44897480,44897986,2,"1,3",1,0,1
chr14,44961837,44961887,2,"2,3",0,1,1
chr14,44961887,44962051,3,"1,2,3",1,1,1
chr14,44962051,44962141,2,"2,3",0,1,1
chr14,45134184,45134774,2,"1,3",1,0,1
chr14,45135709,45135996,2,"1,3",1,0,1
chr14,49598659,49599049,2,"1,3",1,0,1
chr14,49620445,49620835,2,"1,3",1,0,1
chr14,49633856,49633907,2,"2,3",0,1,1
chr14,49633907,49634160,3,"1,2,3",1,1,1
chr14,49634160,49634622,2,"1,3",1,0,1
chr14,49767938,49768476,2,"1,3",1,0,1
chr14,49862749,49862799,2,"2,3",0,1,1
chr14,49862799,49863053,3,"1,2,3",1,1,1
chr14,49863053,49863189,2,"1,3",1,0,1
chr14,49892434,49892824,2,"1,3",1,0,1
chr14,49893223,49893613,2,"1,3",1,0,1
chr14,50116436,50116960,2,"1,3",1,0,1
chr14,50532424,50532728,2,"2,3",0,1,1
chr14,50668059,50668648,2,"1,3",1,0,1
chr14,50830118,50830508,2,"1,3",1,0,1
chr14,51240153,51240273,2,"1,3",1,0,1
chr14,51989222,51989612,2,"1,3",1,0,1
chr14,52706859,52707249,2,"1,3",1,0,1
chr14,52791200,52791797,2,"1,3",1,0,1
chr14,53956540,53956930,2,"1,3",1,0,1
chr14,54509646,54510250,2,"1,3",1,0,1
chr14,55026683,55026949,2,"1,3",1,0,1
chr14,55027046,55027350,2,"2,3",0,1,1
chr14,55051494,55051561,2,"2,3",0,1,1
chr14,55051561,55051755,3,"1,2,3",1,1,1
chr14,55051755,55051798,2,"2,3",0,1,1
chr14,55191421,55191811,2,"1,3",1,0,1
chr14,55271154,55271544,2,"1,3",1,0,1
chr14,57268746,57268803,2,"1,3",1,0,1
chr14,57268803,57269107,3,"1,2,3",1,1,1
chr14,57269107,57269113,2,"1,3",1,0,1
chr14,58297783,58297805,2,"2,3",0,1,1
chr14,58297805,58298215,3,"1,2,3",1,1,1
chr14,58298215,58298286,2,"2,3",0,1,1
chr14,58395863,58395906,2,"1,3",1,0,1
chr14,58395906,58396210,3,"1,2,3",1,1,1
chr14,58396210,58396253,2,"1,3",1,0,1
chr14,59484253,59484829,2,"1,3",1,0,1
chr14,60980813,60980880,2,"1,3",1,0,1
chr14,60980880,60981184,3,"1,2,3",1,1,1
chr14,60981184,60981408,2,"1,3",1,0,1
chr14,61281363,61281753,2,"1,3",1,0,1
chr14,63543419,63543885,2,"1,3",1,0,1
chr14,63641786,63642376,2,"1,3",1,0,1
chr14,64338798,64339347,2,"1,3",1,0,1
chr14,64388016,64388406,2,"1,3",1,0,1
chr14,64504810,64505200,2,"1,3",1,0,1
chr14,64540235,64540625,2,"1,3",1,0,1
chr14,64914583,64914904,2,"1,3",1,0,1
chr14,64986839,64987229,2,"1,3",1,0,1
chr14,67359661,67359779,2,"1,3",1,0,1
chr14,67359779,67359996,3,"1,2,3",1,1,1
chr14,67359996,67360129,2,"1,3",1,0,1
chr14,67619690,67620080,2,"1,3",1,0,1
chr14,67674546,67674585,2,"1,3",1,0,1
chr14,67674585,67674889,3,"1,2,3",1,1,1
chr14,67674889,67674936,2,"1,3",1,0,1
chr14,67816320,67816871,2,"1,3",1,0,1
chr14,68795973,68796010,2,"1,3",1,0,1
chr14,68796010,68796217,3,"1,2,3",1,1,1
chr14,68796217,68796314,2,"2,3",0,1,1
chr14,69191365,69191385,2,"2,3",0,1,1
chr14,69191385,69191489,3,"1,2,3",1,1,1
chr14,69191489,69191669,2,"2,3",0,1,1
chr14,69398251,69398300,2,"1,3",1,0,1
chr14,69398300,69398604,3,"1,2,3",1,1,1
chr14,69398604,69398695,2,"1,3",1,0,1
chr14,69766889,69766935,2,"1,3",1,0,1
chr14,69766935,69767206,3,"1,2,3",1,1,1
chr14,69767206,69767239,2,"2,3",0,1,1
chr14,70359484,70359874,2,"1,3",1,0,1
chr14,70600533,70600778,2,"1,3",1,0,1
chr14,73136264,73136437,2,"1,3",1,0,1
chr14,73136437,73136654,3,"1,2,3",1,1,1
chr14,73136654,73136741,2,"2,3",0,1,1
chr14,73591880,73592270,2,"1,3",1,0,1
chr14,73644726,73645116,2,"1,3",1,0,1
chr14,73756563,73756974,2,"1,3",1,0,1
chr14,73760039,73760138,2,"1,3",1,0,1
chr14,73760138,73760574,3,"1,2,3",1,1,1
chr14,73760574,73760594,2,"1,3",1,0,1
chr14,73852659,73852681,2,"2,3",0,1,1
chr14,73852681,73852788,3,"1,2,3",1,1,1
chr14,73852788,73852952,2,"2,3",0,1,1
chr14,73886635,73886654,2,"1,3",1,0,1
chr14,73886654,73886958,3,"1,2,3",1,1,1
chr14,73886958,73887025,2,"1,3",1,0,1
chr14,73949971,73950083,2,"2,3",0,1,1
chr14,73950083,73950275,3,"1,2,3",1,1,1
chr14,73950275,73950641,2,"1,3",1,0,1
chr14,74018947,74019337,2,"1,3",1,0,1
chr14,74302809,74303411,2,"1,3",1,0,1
chr14,74712892,74713077,2,"2,3",0,1,1
chr14,74713077,74713180,3,"1,2,3",1,1,1
chr14,74713180,74713196,2,"2,3",0,1,1
chr14,74763051,74763441,2,"1,3",1,0,1
chr14,74881688,74881787,2,"1,3",1,0,1
chr14,74881787,74882078,3,"1,2,3",1,1,1
chr14,74882078,74882091,2,"2,3",0,1,1
chr14,75002529,75002631,2,"1,3",1,0,1
chr14,75002631,75002818,3,"1,2,3",1,1,1
chr14,75002818,75002997,2,"1,3",1,0,1
chr14,75051015,75051405,2,"1,3",1,0,1
chr14,75063842,75063942,2,"2,3",0,1,1
chr14,75063942,75064127,3,"1,2,3",1,1,1
chr14,75064127,75064146,2,"2,3",0,1,1
chr14,75176494,75176798,2,"2,3",0,1,1
chr14,75200555,75200945,2,"1,3",1,0,1
chr14,75254981,75255011,2,"1,3",1,0,1
chr14,75259019,75259409,2,"1,3",1,0,1
chr14,75278407,75278454,2,"1,3",1,0,1
chr14,75278454,75278791,3,"1,2,3",1,1,1
chr14,75278791,75278900,2,"1,3",1,0,1
chr14,75293948,75294062,2,"1,3",1,0,1
chr14,75294062,75294506,3,"1,2,3",1,1,1
chr14,75294506,75294612,2,"1,3",1,0,1
chr14,76151712,76151771,2,"2,3",0,1,1
chr14,76151771,76151995,3,"1,2,3",1,1,1
chr14,76151995,76152016,2,"2,3",0,1,1
chr14,76961668,76962056,2,"1,3",1,0,1
chr14,77033129,77033519,2,"1,3",1,0,1
chr14,77097888,77097937,2,"1,3",1,0,1
chr14,77097937,77098241,3,"1,2,3",1,1,1
chr14,77098241,77098278,2,"1,3",1,0,1
chr14,77320996,77321386,2,"1,3",1,0,1
chr14,77377095,77377593,2,"1,3",1,0,1
chr14,77457839,77457843,2,"2,3",0,1,1
chr14,77457843,77458076,3,"1,2,3",1,1,1
chr14,77458076,77458143,2,"2,3",0,1,1
chr14,77707847,77708237,2,"1,3",1,0,1
chr14,77760857,77761454,2,"1,3",1,0,1
chr14,77799987,77800377,2,"1,3",1,0,1
chr14,81221161,81221240,2,"1,3",1,0,1
chr14,81221240,81221534,3,"1,2,3",1,1,1
chr14,81221534,81221544,2,"2,3",0,1,1
chr14,81436412,81436851,2,"1,3",1,0,1
chr14,88824306,88824696,2,"1,3",1,0,1
chr14,89955659,89955717,2,"1,3",1,0,1
chr14,89955717,89956021,3,"1,2,3",1,1,1
chr14,89956021,89956049,2,"1,3",1,0,1
chr14,90256368,90256751,2,"1,3",1,0,1
chr14,90383146,90383536,2,"1,3",1,0,1
chr14,90396705,90397095,2,"1,3",1,0,1
chr14,91127432,91127450,2,"1,3",1,0,1
chr14,91127450,91127754,3,"1,2,3",1,1,1
chr14,91127754,91127822,2,"1,3",1,0,1
chr14,91418174,91418564,2,"1,3",1,0,1
chr14,92121517,92121567,2,"2,3",0,1,1
chr14,92121567,92121821,3,"1,2,3",1,1,1
chr14,92121821,92122163,2,"1,3",1,0,1
chr14,92794039,92794605,2,"1,3",1,0,1
chr14,93184847,93184861,2,"2,3",0,1,1
chr14,93184861,93185040,3,"1,2,3",1,1,1
chr14,93185040,93185151,2,"2,3",0,1,1
chr14,93206905,93207007,2,"1,3",1,0,1
chr14,93207007,93207295,3,"1,2,3",1,1,1
chr14,93207295,93207311,2,"2,3",0,1,1
chr14,93906722,93907087,2,"1,3",1,0,1
chr14,94081055,94081445,2,"1,3",1,0,1
chr14,95534431,95534821,2,"1,3",1,0,1
chr14,96501970,96502360,2,"1,3",1,0,1
chr14,96797249,96797639,2,"1,3",1,0,1
chr14,99480976,99481366,2,"1,3",1,0,1
chr14,99604331,99604721,2,"1,3",1,0,1
chr14,100108217,100108607,2,"1,3",1,0,1
chr14,100214330,100214720,2,"1,3",1,0,1
chr14,100376185,100376306,2,"1,3",1,0,1
chr14,100376306,100376610,3,"1,2,3",1,1,1
chr14,100376610,100376710,2,"1,3",1,0,1
chr14,100586402,100586792,2,"1,3",1,0,1
chr14,101948286,101948308,2,"1,3",1,0,1
chr14,101948308,101948612,3,"1,2,3",1,1,1
chr14,101948612,101948676,2,"1,3",1,0,1
chr14,102086980,102087115,2,"2,3",0,1,1
chr14,102087115,102087284,3,"1,2,3",1,1,1
chr14,102087284,102087360,2,"1,3",1,0,1
chr14,102316859,102316930,2,"2,3",0,1,1
chr14,102316930,102317102,3,"1,2,3",1,1,1
chr14,102317102,102317411,2,"1,3",1,0,1
chr14,102362698,102363088,2,"1,3",1,0,1
chr14,103333383,103333567,2,"2,3",0,1,1
chr14,103385222,103385223,2,"2,3",0,1,1
chr14,103385223,103385526,3,"1,2,3",1,1,1
chr14,103385526,103385715,2,"1,3",1,0,1
chr14,103529033,103529592,2,"1,3",1,0,1
chr14,103562812,103563202,2,"1,3",1,0,1
chr14,103715434,103716023,2,"1,3",1,0,1
chr14,103854853,103855243,2,"1,3",1,0,1
chr14,103921355,103921745,2,"1,3",1,0,1
chr14,104078035,104078425,2,"1,3",1,0,1
chr14,104116747,104117137,2,"1,3",1,0,1
chr14,104723549,104723939,2,"1,3",1,0,1
chr14,104815940,104815976,2,"1,3",1,0,1
chr14,104815976,104816233,3,"1,2,3",1,1,1
chr14,104816233,104816280,2,"2,3",0,1,1
chr14,104865781,104866307,2,"1,3",1,0,1
chr14,104933239,104933629,2,"1,3",1,0,1
chr14,104985640,104986229,2,"1,3",1,0,1
chr14,105091498,105091929,2,"1,3",1,0,1
chr14,105398310,105398322,2,"1,3",1,0,1
chr14,105398322,105398617,3,"1,2,3",1,1,1
chr14,105398617,105398626,2,"2,3",0,1,1
chr14,105480875,105481466,2,"1,3",1,0,1
chr14,105481962,105482352,2,"1,3",1,0,1
chr14,105490782,105491368,2,"1,3",1,0,1
chr15,22838428,22838818,2,"1,3",1,0,1
chr15,31326250,31326640,2,"1,3",1,0,1
chr15,34101798,34101837,2,"1,3",1,0,1
chr15,34101837,34102141,3,"1,2,3",1,1,1
chr15,34102141,34102167,2,"1,3",1,0,1
chr15,34224774,34225164,2,"1,3",1,0,1
chr15,34343005,34343094,2,"2,3",0,1,1
chr15,34343094,34343254,3,"1,2,3",1,1,1
chr15,34343254,34343309,2,"2,3",0,1,1
chr15,34969640,34969684,2,"2,3",0,1,1
chr15,34969684,34969782,3,"1,2,3",1,1,1
chr15,34969782,34969944,2,"2,3",0,1,1
chr15,39782649,39783025,2,"1,3",1,0,1
chr15,40245136,40245624,2,"1,3",1,0,1
chr15,40323333,40323405,2,"1,3",1,0,1
chr15,40323405,40323709,3,"1,2,3",1,1,1
chr15,40323709,40323723,2,"1,3",1,0,1
chr15,40367961,40368351,2,"1,3",1,0,1
chr15,40382768,40383158,2,"1,3",1,0,1
chr15,40694844,40695234,2,"1,3",1,0,1
chr15,40894175,40894565,2,"1,3",1,0,1
chr15,40941766,40942156,2,"1,3",1,0,1
chr15,41402251,41402840,2,"1,3",1,0,1
chr15,41972681,41972741,2,"1,3",1,0,1
chr15,41972741,41973045,3,"1,2,3",1,1,1
chr15,41973045,41973071,2,"1,3",1,0,1
chr15,42155884,42156274,2,"1,3",1,0,1
chr15,42273234,42273331,2,"1,3",1,0,1
chr15,42273331,42273624,3,"1,2,3",1,1,1
chr15,42273624,42273635,2,"2,3",0,1,1
chr15,43105961,43106482,2,"1,3",1,0,1
chr15,43123164,43123468,2,"2,3",0,1,1
chr15,43133579,43133969,2,"1,3",1,0,1
chr15,43185336,43185496,2,"1,3",1,0,1
chr15,43330361,43330751,2,"1,3",1,0,1
chr15,43370877,43371267,2,"1,3",1,0,1
chr15,43800547,43800961,2,"1,3",1,0,1
chr15,43824557,43824947,2,"1,3",1,0,1
chr15,44288533,44288891,2,"1,3",1,0,1
chr15,44663482,44663501,2,"1,3",1,0,1
chr15,44663501,44663805,3,"1,2,3",1,1,1
chr15,44663805,44663822,2,"1,3",1,0,1
chr15,45402151,45402746,2,"1,3",1,0,1
chr15,45587065,45587133,2,"1,3",1,0,1
chr15,45587133,45587437,3,"1,2,3",1,1,1
chr15,45587437,45587455,2,"1,3",1,0,1
chr15,48877742,48878063,2,"1,3",1,0,1
chr15,49620804,49621334,2,"1,3",1,0,1
chr15,50182327,50182717,2,"1,3",1,0,1
chr15,50354970,50355575,2,"1,3",1,0,1
chr15,50424178,50424290,2,"1,3",1,0,1
chr15,50424290,50424594,3,"1,2,3",1,1,1
chr15,50424594,50424847,2,"1,3",1,0,1
chr15,50686452,50686842,2,"1,3",1,0,1
chr15,50908481,50908484,2,"2,3",0,1,1
chr15,50908484,50908785,3,"1,2,3",1,1,1
chr15,50908785,50908881,2,"1,3",1,0,1
chr15,52018878,52019268,2,"1,3",1,0,1
chr15,52568957,52568960,2,"2,3",0,1,1
chr15,52568960,52569261,3,"1,2,3",1,1,1
chr15,52569261,52569350,2,"1,3",1,0,1
chr15,55196790,55196875,2,"2,3",0,1,1
chr15,55196875,55197094,3,"1,2,3",1,1,1
chr15,55197094,55197359,2,"1,3",1,0,1
chr15,55319024,55319067,2,"2,3",0,1,1
chr15,55319067,55319175,3,"1,2,3",1,1,1
chr15,55319175,55319328,2,"2,3",0,1,1
chr15,55742828,55743418,2,"1,3",1,0,1
chr15,57706479,57706869,2,"1,3",1,0,1
chr15,58749801,58750191,2,"1,3",1,0,1
chr15,58770795,58771391,2,"1,3",1,0,1
chr15,59689066,59689456,2,"1,3",1,0,1
chr15,62782235,62782625,2,"1,3",1,0,1
chr15,63048279,63048288,2,"1,3",1,0,1
chr15,63048288,63048566,3,"1,2,3",1,1,1
