chrom,start,end,num,list,ENCFF064YQB_HDAC2_sorted.bed,ENCFF122YMX_HDAC2_sorted.bed,ENCFF528PCS_HDAC2_sorted.bed,ENCFF668YCY_HDAC2_sorted.bed,ENCFF695QGI_HDAC2_sorted.bed,ENCFF703AZO_HDAC2_sorted.bed,ENCFF949FHW_HDAC2_sorted.bed,ENCFF974RAS_HDAC2_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr1,29230988,29231104,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr1,29231104,29231166,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,30717915,30718073,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,30718073,30718119,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,30718708,30718718,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,30718718,30718734,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,30718734,30718789,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,30718789,30718808,5,"2,4,5,7,9",0,1,0,1,1,0,1,0,1
chr1,30718808,30719014,6,"1,2,4,5,7,9",1,1,0,1,1,0,1,0,1
chr1,30719014,30719019,5,"2,4,5,7,9",0,1,0,1,1,0,1,0,1
chr1,30824065,30824068,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,30824068,30824142,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,30824142,30824153,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,30824153,30824472,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,30824472,30824489,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,30824489,30824509,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,30824509,30824546,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,30872171,30872246,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,30872246,30872428,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,30872428,30872506,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,30872506,30872510,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,30919100,30919106,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,30919106,30919254,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,30919254,30919386,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,30919437,30919501,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,30919501,30919656,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,30919656,30919721,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,31085098,31085119,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,31085119,31085125,3,"1,6,9",1,0,0,0,0,1,0,0,1
chr1,31085125,31085315,4,"1,6,8,9",1,0,0,0,0,1,0,1,1
chr1,31085315,31085385,3,"1,8,9",1,0,0,0,0,0,0,1,1
chr1,31085385,31085502,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,31170786,31170977,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,31170977,31171095,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,31171095,31171211,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,31296670,31296784,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,31297129,31297191,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,31644611,31645055,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,31645065,31645387,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,31788275,31788278,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,31788278,31788352,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,31788525,31788679,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,31788679,31788682,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,31938472,31938478,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,31938478,31938483,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,31938483,31938497,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,31938497,31938788,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,31938788,31938814,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,31938814,31938884,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,32013281,32013303,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,32013303,32013337,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,32013337,32013433,4,"1,4,5,9",1,0,0,1,1,0,0,0,1
chr1,32013433,32013490,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,32013490,32013624,6,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1
chr1,32013624,32013661,5,"1,2,4,6,9",1,1,0,1,0,1,0,0,1
chr1,32013661,32013673,4,"2,4,6,9",0,1,0,1,0,1,0,0,1
chr1,32013673,32013675,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,32013675,32013686,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,32072569,32072773,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,32107869,32108144,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,32108144,32108169,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,32179744,32179805,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,32179805,32179862,3,"1,6,9",1,0,0,0,0,1,0,0,1
chr1,32179862,32179970,4,"1,6,8,9",1,0,0,0,0,1,0,1,1
chr1,32179970,32180001,3,"6,8,9",0,0,0,0,0,1,0,1,1
chr1,32180001,32180011,2,"8,9",0,0,0,0,0,0,0,1,1
chr1,32222215,32222244,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,32222244,32222264,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,32222264,32222491,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,32291770,32292008,3,"1,4,9",1,0,0,1,0,0,0,0,1
chr1,32292008,32292034,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,32292142,32292189,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,32292189,32292219,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,32292219,32292237,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,32292237,32292370,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,32351063,32351157,6,"1,2,3,7,8,9",1,1,1,0,0,0,1,1,1
chr1,32351157,32351239,5,"1,3,7,8,9",1,0,1,0,0,0,1,1,1
chr1,32351239,32351245,4,"1,7,8,9",1,0,0,0,0,0,1,1,1
chr1,32351245,32351249,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,32351249,32351517,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,32351820,32351931,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,32394348,32394392,4,"3,4,5,9",0,0,1,1,1,0,0,0,1
chr1,32394392,32394487,3,"3,4,9",0,0,1,1,0,0,0,0,1
chr1,32394487,32394493,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,32394527,32394575,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,32394575,32394582,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,32394582,32394599,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,32394599,32394789,5,"1,2,4,6,9",1,1,0,1,0,1,0,0,1
chr1,32394789,32394795,4,"2,4,6,9",0,1,0,1,0,1,0,0,1
chr1,32394795,32394897,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,32650342,32650698,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,32650698,32650704,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,32650862,32651123,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,32651123,32651185,3,"1,4,9",1,0,0,1,0,0,0,0,1
chr1,32651185,32651459,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,32712357,32712553,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,32725185,32725196,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,32725196,32725258,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,32725258,32725266,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,32725266,32725478,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,32725478,32725519,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,32817202,32817261,5,"2,5,7,8,9",0,1,0,0,1,0,1,1,1
chr1,32817261,32817459,6,"1,2,5,7,8,9",1,1,0,0,1,0,1,1,1
chr1,32817459,32817468,5,"1,2,5,7,9",1,1,0,0,1,0,1,0,1
chr1,32817468,32817499,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,32817499,32817572,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,32817572,32817628,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,32886525,32886575,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,32886575,32886583,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,32886583,32886593,4,"1,3,5,9",1,0,1,0,1,0,0,0,1
chr1,32886593,32886632,5,"1,3,5,8,9",1,0,1,0,1,0,0,1,1
chr1,32886632,32886641,6,"1,3,5,6,8,9",1,0,1,0,1,1,0,1,1
chr1,32886641,32886658,7,"1,2,3,5,6,8,9",1,1,1,0,1,1,0,1,1
chr1,32886658,32886686,8,"1,2,3,4,5,6,8,9",1,1,1,1,1,1,0,1,1
chr1,32886686,32886807,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr1,32886807,32886826,8,"1,2,4,5,6,7,8,9",1,1,0,1,1,1,1,1,1
chr1,32886826,32886827,7,"1,2,5,6,7,8,9",1,1,0,0,1,1,1,1,1
chr1,32886827,32886828,6,"1,2,5,6,8,9",1,1,0,0,1,1,0,1,1
chr1,32886828,32886847,5,"1,2,5,8,9",1,1,0,0,1,0,0,1,1
chr1,32886847,32886853,4,"2,5,8,9",0,1,0,0,1,0,0,1,1
chr1,32886853,32886873,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,32886873,32886876,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,32964248,32964330,2,"3,9",0,0,1,0,0,0,0,0,1
chr1,32964532,32964808,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,32981191,32981392,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,32981392,32981474,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,33009627,33009644,6,"1,2,4,5,8,9",1,1,0,1,1,0,0,1,1
chr1,33009644,33009840,7,"1,2,4,5,6,8,9",1,1,0,1,1,1,0,1,1
chr1,33009840,33009879,6,"1,2,4,5,8,9",1,1,0,1,1,0,0,1,1
chr1,33009879,33009883,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,33350022,33350240,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,33350240,33350262,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,33350262,33350426,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,33350426,33350586,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,33472625,33472753,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,34859614,34859673,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,34859673,34859896,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,34859896,34859950,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,34859950,34860003,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,35557037,35557178,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,35557178,35557293,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,35557293,35557383,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,35557383,35557559,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,35557785,35557896,2,"8,9",0,0,0,0,0,0,0,1,1
chr1,35557896,35557909,3,"2,8,9",0,1,0,0,0,0,0,1,1
chr1,35882958,35883121,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,35931144,35931377,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,36088731,36088797,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,36088797,36088830,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,36088830,36088852,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,36088852,36088946,5,"2,4,5,7,9",0,1,0,1,1,0,1,0,1
chr1,36088946,36089081,6,"1,2,4,5,7,9",1,1,0,1,1,0,1,0,1
chr1,36089081,36089128,5,"2,4,5,7,9",0,1,0,1,1,0,1,0,1
chr1,36089128,36089166,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,36089166,36089175,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,36089175,36089201,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,36099740,36099761,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,36099761,36099892,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,36100045,36100184,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,36100184,36100294,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,36134808,36135206,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,36149209,36149465,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,36149527,36149726,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,36149726,36149852,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,36150859,36150901,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,36150901,36151117,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,36155763,36155941,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,36155941,36155949,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,36188111,36188447,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,36223947,36224172,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,36224490,36224511,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,36224511,36224620,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,36224620,36224894,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,36224894,36224955,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,36224955,36225022,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,36248326,36248400,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,36248400,36248545,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,36248545,36248569,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,36248569,36248656,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,36307048,36307060,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,36307060,36307102,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,36307102,36307171,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,36307171,36307357,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,36307357,36307387,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,36321117,36321268,2,"8,9",0,0,0,0,0,0,0,1,1
chr1,36321268,36321277,3,"1,8,9",1,0,0,0,0,0,0,1,1
chr1,36321277,36321377,4,"1,2,8,9",1,1,0,0,0,0,0,1,1
chr1,36321377,36321410,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,36321410,36321444,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,36321444,36321493,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,36321493,36321721,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,36321721,36321780,3,"1,4,9",1,0,0,1,0,0,0,0,1
chr1,36321780,36321856,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,36386158,36386301,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,36386455,36386492,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,36386492,36386518,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,36386518,36386535,5,"2,4,5,8,9",0,1,0,1,1,0,0,1,1
chr1,36386535,36386675,6,"1,2,4,5,8,9",1,1,0,1,1,0,0,1,1
chr1,36386675,36386677,7,"1,2,4,5,7,8,9",1,1,0,1,1,0,1,1,1
chr1,36386677,36386731,6,"2,4,5,7,8,9",0,1,0,1,1,0,1,1,1
chr1,36386731,36386778,5,"2,4,7,8,9",0,1,0,1,0,0,1,1,1
chr1,36386778,36386795,4,"2,4,7,9",0,1,0,1,0,0,1,0,1
chr1,36397628,36397824,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,36464260,36464313,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,36464313,36464390,3,"4,5,9",0,0,0,1,1,0,0,0,1
chr1,36464390,36464453,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,37454909,37455310,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,37455310,37455348,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,37690725,37690809,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,37692334,37692388,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,37692388,37692409,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,37692409,37692490,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,37692490,37692574,5,"1,2,5,7,9",1,1,0,0,1,0,1,0,1
chr1,37859616,37859693,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,37859693,37859722,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,37859722,37859752,4,"2,4,6,9",0,1,0,1,0,1,0,0,1
chr1,37859752,37859807,5,"2,4,5,6,9",0,1,0,1,1,1,0,0,1
chr1,37859807,37859889,6,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1
chr1,37859889,37859924,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,37859924,37859930,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,37859930,37860038,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,37860152,37860237,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,37860237,37860334,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,37989912,37989922,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,37989922,37989955,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,37989955,37990058,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,37990058,37990178,6,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1
chr1,37990178,37990254,5,"1,2,4,6,9",1,1,0,1,0,1,0,0,1
chr1,37990254,37990258,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,37990258,37990320,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,37990320,37990376,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,37999608,37999776,5,"1,5,6,7,9",1,0,0,0,1,1,1,0,1
chr1,37999776,37999813,4,"1,5,7,9",1,0,0,0,1,0,1,0,1
chr1,37999813,37999835,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr1,37999835,37999850,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,38012328,38012373,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,38012373,38012390,6,"1,2,4,5,7,9",1,1,0,1,1,0,1,0,1
chr1,38012390,38012393,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr1,38012393,38012582,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr1,38012582,38012586,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr1,38012586,38012587,6,"1,2,3,5,7,9",1,1,1,0,1,0,1,0,1
chr1,38012587,38012617,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr1,38012617,38012630,4,"2,5,7,9",0,1,0,0,1,0,1,0,1
chr1,38012630,38012649,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr1,38012649,38012685,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,38046971,38047035,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,38859829,38859895,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,38859895,38860083,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,39026008,39026412,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,39026494,39026620,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,39204488,39204515,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,39204515,39204919,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,39204919,39204932,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,39491673,39491949,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,39576834,39577030,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,39711463,39711484,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,39711484,39711485,3,"5,8,9",0,0,0,0,1,0,0,1,1
chr1,39711485,39711495,4,"1,5,8,9",1,0,0,0,1,0,0,1,1
chr1,39711495,39711557,5,"1,4,5,8,9",1,0,0,1,1,0,0,1,1
chr1,39711557,39711575,6,"1,4,5,6,8,9",1,0,0,1,1,1,0,1,1
chr1,39711575,39711714,7,"1,2,4,5,6,8,9",1,1,0,1,1,1,0,1,1
chr1,39711714,39711744,6,"1,4,5,6,8,9",1,0,0,1,1,1,0,1,1
chr1,39711744,39711753,5,"1,4,5,6,9",1,0,0,1,1,1,0,0,1
chr1,39711753,39711831,4,"1,4,5,9",1,0,0,1,1,0,0,0,1
chr1,39711831,39711834,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,39711834,39711867,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,39892684,39892705,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,39892705,39892743,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,39892743,39892790,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,39892790,39892976,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,39892976,39892989,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,39892989,39893044,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,39893044,39893082,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,39899076,39899312,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,39902006,39902024,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,39902024,39902073,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,39902073,39902202,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,39902231,39902233,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,39902276,39902428,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,39902428,39902450,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,39902450,39902477,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,40039857,40039925,3,"1,4,9",1,0,0,1,0,0,0,0,1
chr1,40039925,40039946,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,40039946,40040129,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,40040129,40040574,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,40161154,40161460,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,40257878,40257982,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,40257982,40258318,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,40258318,40258377,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,40373430,40373541,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,40449858,40450246,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,40531423,40531494,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,40531494,40531512,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,40531512,40531545,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr1,40531545,40531708,3,"1,6,9",1,0,0,0,0,1,0,0,1
chr1,40531708,40531864,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,40665704,40665746,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,40665746,40666104,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,40691704,40691851,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,40691851,40691953,3,"1,4,9",1,0,0,1,0,0,0,0,1
chr1,40691953,40692040,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,40692085,40692209,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,40692209,40692361,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr1,40692361,40692490,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,40783633,40783758,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,40802242,40802264,7,"1,2,3,4,5,7,9",1,1,1,1,1,0,1,0,1
chr1,40802264,40802331,6,"1,2,3,4,7,9",1,1,1,1,0,0,1,0,1
chr1,40802331,40802332,5,"2,3,4,7,9",0,1,1,1,0,0,1,0,1
chr1,40802332,40802351,4,"2,3,7,9",0,1,1,0,0,0,1,0,1
chr1,40802351,40802384,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,40802614,40802636,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,40802636,40802650,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,40802650,40802798,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,40862557,40862680,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,40862680,40862867,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,40868373,40868386,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,40868386,40868441,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,40868441,40868542,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,40868542,40868651,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,40979510,40979654,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,41516149,41516365,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,42334364,42334409,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,42334409,42334444,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,42334444,42334775,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,42334775,42334848,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,42334848,42335035,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,42335218,42335220,2,"8,9",0,0,0,0,0,0,0,1,1
chr1,42335220,42335263,3,"2,8,9",0,1,0,0,0,0,0,1,1
chr1,42335263,42335344,4,"2,4,8,9",0,1,0,1,0,0,0,1,1
chr1,42335344,42335478,5,"1,2,4,8,9",1,1,0,1,0,0,0,1,1
chr1,42335478,42335599,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,42335599,42335628,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,42657967,42658022,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,42658022,42658037,3,"4,7,9",0,0,0,1,0,0,1,0,1
chr1,42658037,42658048,4,"4,5,7,9",0,0,0,1,1,0,1,0,1
chr1,42658048,42658053,5,"1,4,5,7,9",1,0,0,1,1,0,1,0,1
chr1,42658053,42658271,6,"1,2,4,5,7,9",1,1,0,1,1,0,1,0,1
chr1,42658271,42658298,5,"1,2,5,7,9",1,1,0,0,1,0,1,0,1
chr1,42658298,42658452,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,42658452,42658497,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,42658497,42658522,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,42682043,42682234,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,42682234,42682294,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,42683078,42683243,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,42766870,42766934,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,42767330,42767440,2,"2,9",0,1,0,0,0,0,0,0,1
