chrom,start,end,num,list,ENCFF701USE_SIN3A_sorted.bed,ENCFF940QMI_SIN3A_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr12,48197644,48197768,2,"1,3",1,0,1
chr12,48197846,48198108,2,"1,3",1,0,1
chr12,48198108,48198496,3,"1,2,3",1,1,1
chr12,48350396,48350508,2,"2,3",0,1,1
chr12,48350508,48350926,3,"1,2,3",1,1,1
chr12,48350926,48350968,2,"1,3",1,0,1
chr12,48681930,48681984,2,"2,3",0,1,1
chr12,48681984,48682231,3,"1,2,3",1,1,1
chr12,48682231,48682260,2,"2,3",0,1,1
chr12,48814701,48815312,2,"1,3",1,0,1
chr12,48851907,48852091,2,"1,3",1,0,1
chr12,48852091,48852380,3,"1,2,3",1,1,1
chr12,48852380,48852475,2,"1,3",1,0,1
chr12,48865600,48865609,2,"2,3",0,1,1
chr12,48865609,48865884,3,"1,2,3",1,1,1
chr12,48865884,48865944,2,"2,3",0,1,1
chr12,48866999,48867145,3,"1,2,3",1,1,1
chr12,48890640,48891004,3,"1,2,3",1,1,1
chr12,48903976,48904260,3,"1,2,3",1,1,1
chr12,48904260,48904342,2,"2,3",0,1,1
chr12,48956522,48956982,2,"1,3",1,0,1
chr12,48957123,48957142,2,"2,3",0,1,1
chr12,48957142,48957602,3,"1,2,3",1,1,1
chr12,48957602,48957653,2,"2,3",0,1,1
chr12,49018381,49018417,2,"2,3",0,1,1
chr12,49018417,49019009,3,"1,2,3",1,1,1
chr12,49060539,49060546,2,"1,3",1,0,1
chr12,49060546,49061076,3,"1,2,3",1,1,1
chr12,49061076,49061160,2,"2,3",0,1,1
chr12,49069620,49069732,2,"2,3",0,1,1
chr12,49069732,49070065,3,"1,2,3",1,1,1
chr12,49070065,49070282,2,"1,3",1,0,1
chr12,49088124,49088584,2,"1,3",1,0,1
chr12,49120999,49121414,2,"1,3",1,0,1
chr12,49130215,49130234,2,"2,3",0,1,1
chr12,49130234,49130540,3,"1,2,3",1,1,1
chr12,49130540,49130826,2,"1,3",1,0,1
chr12,49131096,49131173,2,"2,3",0,1,1
chr12,49131173,49131466,3,"1,2,3",1,1,1
chr12,49131466,49131620,2,"1,3",1,0,1
chr12,49188245,49188569,2,"1,3",1,0,1
chr12,49188712,49188768,2,"2,3",0,1,1
chr12,49188768,49189228,3,"1,2,3",1,1,1
chr12,49189228,49189242,2,"2,3",0,1,1
chr12,49234420,49234549,2,"1,3",1,0,1
chr12,49234549,49234769,3,"1,2,3",1,1,1
chr12,49264489,49264710,2,"1,3",1,0,1
chr12,49265020,49265057,2,"2,3",0,1,1
chr12,49265057,49265341,3,"1,2,3",1,1,1
chr12,49265341,49265602,2,"2,3",0,1,1
chr12,49296937,49297397,2,"1,3",1,0,1
chr12,49323035,49323114,2,"2,3",0,1,1
chr12,49323114,49323521,3,"1,2,3",1,1,1
chr12,49331665,49331921,3,"1,2,3",1,1,1
chr12,49336806,49337336,2,"2,3",0,1,1
chr12,49342382,49342512,2,"2,3",0,1,1
chr12,49342512,49342834,3,"1,2,3",1,1,1
chr12,49347635,49347893,2,"1,3",1,0,1
chr12,49347893,49348025,3,"1,2,3",1,1,1
chr12,49348025,49348163,2,"1,3",1,0,1
chr12,49366502,49366927,2,"2,3",0,1,1
chr12,49366927,49367479,3,"1,2,3",1,1,1
chr12,49367479,49367609,2,"2,3",0,1,1
chr12,49568037,49568069,2,"2,3",0,1,1
chr12,49568069,49568292,3,"1,2,3",1,1,1
chr12,49568292,49568597,2,"2,3",0,1,1
chr12,49622761,49623291,2,"2,3",0,1,1
chr12,49623291,49623751,3,"1,2,3",1,1,1
chr12,49623751,49623829,2,"2,3",0,1,1
chr12,49707442,49707972,2,"2,3",0,1,1
chr12,49827986,49827999,2,"1,3",1,0,1
chr12,49828421,49828543,2,"2,3",0,1,1
chr12,49828543,49828871,3,"1,2,3",1,1,1
chr12,49842650,49842858,2,"2,3",0,1,1
chr12,49842858,49843253,3,"1,2,3",1,1,1
chr12,49843253,49843318,2,"1,3",1,0,1
chr12,49945432,49945434,2,"2,3",0,1,1
chr12,49945434,49945873,3,"1,2,3",1,1,1
chr12,49967135,49967266,2,"2,3",0,1,1
chr12,49967266,49967726,3,"1,2,3",1,1,1
chr12,49967726,49967874,2,"2,3",0,1,1
chr12,50057120,50057650,2,"2,3",0,1,1
chr12,50084967,50085387,3,"1,2,3",1,1,1
chr12,50085387,50085503,2,"2,3",0,1,1
chr12,50112170,50112200,2,"2,3",0,1,1
chr12,50112200,50112548,3,"1,2,3",1,1,1
chr12,50112548,50112575,2,"2,3",0,1,1
chr12,50166939,50167015,2,"1,3",1,0,1
chr12,50167015,50167643,3,"1,2,3",1,1,1
chr12,50167643,50167744,2,"2,3",0,1,1
chr12,50247153,50247509,2,"2,3",0,1,1
chr12,50283379,50283512,2,"2,3",0,1,1
chr12,50283512,50283909,3,"1,2,3",1,1,1
chr12,50283909,50283958,2,"1,3",1,0,1
chr12,50400709,50400711,2,"1,3",1,0,1
chr12,50400711,50401223,3,"1,2,3",1,1,1
chr12,50401223,50401362,2,"2,3",0,1,1
chr12,50504884,50504926,2,"1,3",1,0,1
chr12,50504926,50505270,3,"1,2,3",1,1,1
chr12,50505270,50505282,2,"2,3",0,1,1
chr12,50763641,50763688,2,"2,3",0,1,1
chr12,50763688,50763978,3,"1,2,3",1,1,1
chr12,50763978,50763981,2,"1,3",1,0,1
chr12,50764635,50765185,2,"1,3",1,0,1
chr12,51047758,51047798,2,"2,3",0,1,1
chr12,51047798,51048219,3,"1,2,3",1,1,1
chr12,51048219,51048319,2,"2,3",0,1,1
chr12,51083663,51083676,2,"1,3",1,0,1
chr12,51172639,51172757,2,"2,3",0,1,1
chr12,51172757,51172901,3,"1,2,3",1,1,1
chr12,51238816,51238830,2,"2,3",0,1,1
chr12,51238830,51239375,3,"1,2,3",1,1,1
chr12,51239375,51239397,2,"2,3",0,1,1
chr12,51424845,51425305,2,"1,3",1,0,1
chr12,51590486,51590504,2,"2,3",0,1,1
chr12,51590504,51590964,3,"1,2,3",1,1,1
chr12,51590964,51590997,2,"2,3",0,1,1
chr12,51591175,51591228,2,"2,3",0,1,1
chr12,51591228,51591688,3,"1,2,3",1,1,1
chr12,51591688,51591901,2,"2,3",0,1,1
chr12,51814329,51814811,2,"1,3",1,0,1
chr12,51820417,51820933,2,"2,3",0,1,1
chr12,51820933,51821335,3,"1,2,3",1,1,1
chr12,51951534,51951863,2,"1,3",1,0,1
chr12,51951863,51951947,3,"1,2,3",1,1,1
chr12,52023610,52023899,2,"2,3",0,1,1
chr12,52025778,52025956,2,"2,3",0,1,1
chr12,52025956,52026135,3,"1,2,3",1,1,1
chr12,52026135,52026163,2,"2,3",0,1,1
chr12,52050609,52051069,2,"1,3",1,0,1
chr12,52051375,52051410,2,"1,3",1,0,1
chr12,52051410,52051821,3,"1,2,3",1,1,1
chr12,52060144,52060182,3,"1,2,3",1,1,1
chr12,52060182,52060298,2,"1,3",1,0,1
chr12,52069538,52069741,2,"2,3",0,1,1
chr12,52069741,52069798,3,"1,2,3",1,1,1
chr12,52069860,52070245,3,"1,2,3",1,1,1
chr12,52070245,52070278,2,"2,3",0,1,1
chr12,52163858,52163872,2,"2,3",0,1,1
chr12,52163872,52164332,3,"1,2,3",1,1,1
chr12,52164332,52164379,2,"2,3",0,1,1
chr12,52203085,52203138,2,"1,3",1,0,1
chr12,52203138,52203410,3,"1,2,3",1,1,1
chr12,52203410,52203527,2,"1,3",1,0,1
chr12,52213503,52213813,3,"1,2,3",1,1,1
chr12,52222007,52222080,2,"2,3",0,1,1
chr12,52222080,52222307,3,"1,2,3",1,1,1
chr12,52222307,52222334,2,"2,3",0,1,1
chr12,52233150,52233193,2,"1,3",1,0,1
chr12,52233193,52233464,3,"1,2,3",1,1,1
chr12,52244014,52244371,2,"1,3",1,0,1
chr12,52279028,52279067,2,"1,3",1,0,1
chr12,52280151,52280206,2,"2,3",0,1,1
chr12,52280206,52280666,3,"1,2,3",1,1,1
chr12,52280666,52280681,2,"2,3",0,1,1
chr12,52281091,52281484,2,"1,3",1,0,1
chr12,52879345,52880252,2,"2,3",0,1,1
chr12,52895117,52895253,2,"1,3",1,0,1
chr12,52895253,52895783,3,"1,2,3",1,1,1
chr12,52895783,52895789,2,"1,3",1,0,1
chr12,52896009,52896227,2,"1,3",1,0,1
chr12,52896227,52896469,3,"1,2,3",1,1,1
chr12,52896469,52896757,2,"2,3",0,1,1
chr12,52904968,52905203,3,"1,2,3",1,1,1
chr12,52905203,52905269,2,"2,3",0,1,1
chr12,52949090,52949099,2,"2,3",0,1,1
chr12,52949099,52949167,3,"1,2,3",1,1,1
chr12,52949669,52950120,2,"2,3",0,1,1
chr12,53006034,53006179,2,"1,3",1,0,1
chr12,53006498,53006626,2,"2,3",0,1,1
chr12,53006626,53006644,3,"1,2,3",1,1,1
chr12,53006644,53006971,2,"1,3",1,0,1
chr12,53006971,53007247,3,"1,2,3",1,1,1
chr12,53007247,53007343,2,"2,3",0,1,1
chr12,53046701,53047004,2,"2,3",0,1,1
chr12,53047004,53047140,3,"1,2,3",1,1,1
chr12,53047140,53047187,2,"2,3",0,1,1
chr12,53047521,53047595,2,"1,3",1,0,1
chr12,53047595,53047741,3,"1,2,3",1,1,1
chr12,53047741,53047950,2,"1,3",1,0,1
chr12,53054118,53054538,2,"1,3",1,0,1
chr12,53097718,53097796,2,"2,3",0,1,1
chr12,53097796,53098248,3,"1,2,3",1,1,1
chr12,53098248,53098256,2,"1,3",1,0,1
chr12,53159417,53159752,2,"1,3",1,0,1
chr12,53174896,53175356,2,"1,3",1,0,1
chr12,53180452,53180558,2,"2,3",0,1,1
chr12,53180558,53180686,3,"1,2,3",1,1,1
chr12,53180686,53180738,2,"2,3",0,1,1
chr12,53197555,53197593,2,"2,3",0,1,1
chr12,53197593,53197968,3,"1,2,3",1,1,1
chr12,53213364,53213633,2,"1,3",1,0,1
chr12,53220436,53220511,2,"1,3",1,0,1
chr12,53220511,53220547,3,"1,2,3",1,1,1
chr12,53251505,53251563,2,"2,3",0,1,1
chr12,53251563,53251899,3,"1,2,3",1,1,1
chr12,53251899,53252061,2,"1,3",1,0,1
chr12,53252106,53252116,2,"1,3",1,0,1
chr12,53252116,53252335,3,"1,2,3",1,1,1
chr12,53252335,53252340,2,"2,3",0,1,1
chr12,53268047,53268170,2,"2,3",0,1,1
chr12,53268170,53268627,3,"1,2,3",1,1,1
chr12,53295365,53295385,2,"2,3",0,1,1
chr12,53295385,53295500,3,"1,2,3",1,1,1
chr12,53295500,53295555,2,"1,3",1,0,1
chr12,53295555,53295644,3,"1,2,3",1,1,1
chr12,53299488,53299529,2,"2,3",0,1,1
chr12,53299529,53300002,3,"1,2,3",1,1,1
chr12,53300002,53300161,2,"2,3",0,1,1
chr12,53321267,53321278,2,"2,3",0,1,1
chr12,53321278,53321712,3,"1,2,3",1,1,1
chr12,53321712,53321802,2,"2,3",0,1,1
chr12,53324907,53325056,2,"2,3",0,1,1
chr12,53325056,53325199,3,"1,2,3",1,1,1
chr12,53325199,53325411,2,"2,3",0,1,1
chr12,53370850,53371380,2,"2,3",0,1,1
chr12,53371424,53371803,2,"1,3",1,0,1
chr12,53379365,53379567,3,"1,2,3",1,1,1
chr12,53379567,53379761,2,"1,3",1,0,1
chr12,53421296,53421872,2,"2,3",0,1,1
chr12,53428062,53428109,2,"2,3",0,1,1
chr12,53428109,53428569,3,"1,2,3",1,1,1
chr12,53428569,53428592,2,"2,3",0,1,1
chr12,53441010,53441181,2,"1,3",1,0,1
chr12,53441181,53441726,3,"1,2,3",1,1,1
chr12,53441726,53441855,2,"1,3",1,0,1
chr12,53441855,53441881,3,"1,2,3",1,1,1
chr12,53451785,53451808,2,"2,3",0,1,1
chr12,53451808,53452104,3,"1,2,3",1,1,1
chr12,53452104,53452135,2,"2,3",0,1,1
chr12,53452403,53452424,2,"2,3",0,1,1
chr12,53452424,53452595,3,"1,2,3",1,1,1
chr12,53452595,53452869,2,"2,3",0,1,1
chr12,53493002,53493462,2,"1,3",1,0,1
chr12,53501244,53501313,2,"2,3",0,1,1
chr12,53501313,53501465,3,"1,2,3",1,1,1
chr12,53501465,53501536,2,"2,3",0,1,1
chr12,53625978,53626110,2,"2,3",0,1,1
chr12,53626110,53626508,3,"1,2,3",1,1,1
chr12,53626508,53626570,2,"1,3",1,0,1
chr12,53938355,53938742,3,"1,2,3",1,1,1
chr12,53938742,53938887,2,"2,3",0,1,1
chr12,53938887,53939347,3,"1,2,3",1,1,1
chr12,53939347,53939665,2,"2,3",0,1,1
chr12,54005998,54006254,3,"1,2,3",1,1,1
chr12,54017361,54017794,2,"2,3",0,1,1
chr12,54017843,54018068,2,"2,3",0,1,1
chr12,54259302,54259353,2,"2,3",0,1,1
chr12,54259353,54259441,3,"1,2,3",1,1,1
chr12,54259487,54259749,3,"1,2,3",1,1,1
chr12,54279477,54279870,3,"1,2,3",1,1,1
chr12,54279870,54279914,2,"2,3",0,1,1
chr12,54280664,54280713,2,"2,3",0,1,1
chr12,54280713,54280817,3,"1,2,3",1,1,1
chr12,54280870,54281046,3,"1,2,3",1,1,1
chr12,54325133,54325186,2,"2,3",0,1,1
chr12,54325186,54325407,3,"1,2,3",1,1,1
chr12,54325407,54325448,2,"1,3",1,0,1
chr12,54359021,54359036,2,"1,3",1,0,1
chr12,54359036,54359481,3,"1,2,3",1,1,1
chr12,54359481,54359566,2,"2,3",0,1,1
chr12,54370252,54370674,3,"1,2,3",1,1,1
chr12,54370674,54370679,2,"1,3",1,0,1
chr12,54419159,54419468,2,"2,3",0,1,1
chr12,55019905,55020059,2,"1,3",1,0,1
chr12,55619521,55619608,2,"2,3",0,1,1
chr12,55619608,55620045,3,"1,2,3",1,1,1
chr12,55681380,55681477,2,"2,3",0,1,1
chr12,55681477,55681937,3,"1,2,3",1,1,1
chr12,55681937,55682114,2,"2,3",0,1,1
chr12,55716322,55716376,3,"1,2,3",1,1,1
chr12,55716376,55716390,2,"2,3",0,1,1
chr12,55721186,55721511,2,"1,3",1,0,1
chr12,55729010,55729027,2,"2,3",0,1,1
chr12,55729027,55729399,3,"1,2,3",1,1,1
chr12,55729399,55729478,2,"2,3",0,1,1
chr12,55729645,55730050,2,"1,3",1,0,1
chr12,55737155,55737496,2,"2,3",0,1,1
chr12,55742910,55743167,2,"2,3",0,1,1
chr12,55743425,55743436,2,"1,3",1,0,1
chr12,55743436,55743898,3,"1,2,3",1,1,1
chr12,55817470,55817761,3,"1,2,3",1,1,1
chr12,55817761,55818087,2,"2,3",0,1,1
chr12,55818087,55818215,3,"1,2,3",1,1,1
chr12,55818215,55818426,2,"2,3",0,1,1
chr12,55829525,55829527,2,"1,3",1,0,1
chr12,55829527,55830200,3,"1,2,3",1,1,1
chr12,55830200,55830268,2,"2,3",0,1,1
chr12,55926641,55927056,2,"1,3",1,0,1
chr12,55927476,55927521,2,"2,3",0,1,1
chr12,55927521,55927605,3,"1,2,3",1,1,1
chr12,55927691,55927981,3,"1,2,3",1,1,1
chr12,55927981,55928006,2,"2,3",0,1,1
chr12,55966654,55966705,2,"2,3",0,1,1
chr12,55966705,55967165,3,"1,2,3",1,1,1
chr12,55967165,55967184,2,"2,3",0,1,1
chr12,55973411,55973475,2,"2,3",0,1,1
chr12,55973890,55973927,2,"2,3",0,1,1
chr12,55973927,55974309,3,"1,2,3",1,1,1
chr12,55974309,55974473,2,"2,3",0,1,1
chr12,55996879,55997069,2,"1,3",1,0,1
chr12,55997069,55997541,3,"1,2,3",1,1,1
chr12,55997541,55997553,2,"2,3",0,1,1
chr12,56041748,56041765,2,"1,3",1,0,1
chr12,56041765,56041938,3,"1,2,3",1,1,1
chr12,56042054,56042326,3,"1,2,3",1,1,1
chr12,56079145,56079164,2,"2,3",0,1,1
chr12,56079164,56079360,3,"1,2,3",1,1,1
chr12,56079360,56079372,2,"2,3",0,1,1
chr12,56079372,56079423,3,"1,2,3",1,1,1
chr12,56079423,56079562,2,"1,3",1,0,1
chr12,56079782,56079938,2,"2,3",0,1,1
chr12,56079938,56080282,3,"1,2,3",1,1,1
chr12,56104006,56104129,2,"1,3",1,0,1
chr12,56104301,56104582,2,"2,3",0,1,1
chr12,56104582,56104624,3,"1,2,3",1,1,1
chr12,56104624,56104703,2,"1,3",1,0,1
chr12,56104703,56104751,3,"1,2,3",1,1,1
chr12,56104751,56104878,2,"2,3",0,1,1
chr12,56105004,56105061,2,"1,3",1,0,1
chr12,56117874,56118060,2,"2,3",0,1,1
chr12,56118060,56118384,3,"1,2,3",1,1,1
chr12,56118384,56118537,2,"2,3",0,1,1
chr12,56119429,56119676,3,"1,2,3",1,1,1
chr12,56126187,56126252,2,"1,3",1,0,1
chr12,56126252,56126482,3,"1,2,3",1,1,1
chr12,56127962,56128318,2,"2,3",0,1,1
chr12,56128318,56128726,3,"1,2,3",1,1,1
chr12,56128726,56128778,2,"1,3",1,0,1
chr12,56151687,56152075,3,"1,2,3",1,1,1
chr12,56152127,56152364,2,"2,3",0,1,1
chr12,56152364,56152663,3,"1,2,3",1,1,1
chr12,56157641,56157885,3,"1,2,3",1,1,1
chr12,56157885,56158001,2,"1,3",1,0,1
chr12,56158179,56158327,2,"1,3",1,0,1
chr12,56158327,56158474,3,"1,2,3",1,1,1
chr12,56221933,56221943,2,"1,3",1,0,1
chr12,56221943,56222465,3,"1,2,3",1,1,1
chr12,56224055,56224274,2,"1,3",1,0,1
chr12,56224274,56224435,3,"1,2,3",1,1,1
chr12,56224435,56224515,2,"1,3",1,0,1
chr12,56258087,56258097,2,"2,3",0,1,1
chr12,56258097,56258559,3,"1,2,3",1,1,1
chr12,56258559,56258595,2,"2,3",0,1,1
chr12,56261932,56262162,3,"1,2,3",1,1,1
chr12,56266839,56266915,2,"2,3",0,1,1
chr12,56266915,56267305,3,"1,2,3",1,1,1
chr12,56267305,56267307,2,"2,3",0,1,1
chr12,56299810,56299821,2,"1,3",1,0,1
chr12,56299821,56300355,3,"1,2,3",1,1,1
chr12,56300355,56300360,2,"1,3",1,0,1
chr12,56315674,56315717,2,"2,3",0,1,1
chr12,56315717,56316059,3,"1,2,3",1,1,1
chr12,56316059,56316373,2,"2,3",0,1,1
chr12,56333913,56334443,2,"2,3",0,1,1
chr12,56360178,56360281,2,"2,3",0,1,1
chr12,56360281,56360543,3,"1,2,3",1,1,1
chr12,56360543,56360628,2,"2,3",0,1,1
chr12,56449075,56449194,2,"2,3",0,1,1
chr12,56449194,56449430,3,"1,2,3",1,1,1
chr12,56449430,56449497,2,"2,3",0,1,1
chr12,56468379,56468396,2,"2,3",0,1,1
chr12,56468396,56468675,3,"1,2,3",1,1,1
chr12,56468675,56468679,2,"1,3",1,0,1
chr12,56630282,56630322,2,"1,3",1,0,1
chr12,56630322,56630503,3,"1,2,3",1,1,1
chr12,56634954,56635269,3,"1,2,3",1,1,1
chr12,56635269,56635473,2,"1,3",1,0,1
chr12,56636196,56636346,2,"1,3",1,0,1
chr12,56636861,56636952,2,"2,3",0,1,1
chr12,56636952,56637189,3,"1,2,3",1,1,1
chr12,56637189,56637210,2,"1,3",1,0,1
chr12,56645709,56646013,3,"1,2,3",1,1,1
chr12,56646013,56646381,2,"2,3",0,1,1
chr12,56725048,56725076,2,"1,3",1,0,1
chr12,56725076,56725369,3,"1,2,3",1,1,1
chr12,56725369,56725646,2,"1,3",1,0,1
chr12,56751883,56752202,2,"2,3",0,1,1
chr12,56752202,56752328,3,"1,2,3",1,1,1
chr12,56752328,56752592,2,"2,3",0,1,1
chr12,56941176,56941636,2,"1,3",1,0,1
chr12,57006058,57006573,3,"1,2,3",1,1,1
chr12,57006573,57006628,2,"2,3",0,1,1
chr12,57078894,57078927,2,"2,3",0,1,1
chr12,57087108,57087225,3,"1,2,3",1,1,1
chr12,57087225,57087372,2,"2,3",0,1,1
chr12,57088114,57088263,2,"2,3",0,1,1
chr12,57088263,57088856,3,"1,2,3",1,1,1
chr12,57088856,57088922,2,"1,3",1,0,1
chr12,57089090,57089347,2,"1,3",1,0,1
chr12,57127634,57127651,2,"2,3",0,1,1
chr12,57127869,57127886,2,"1,3",1,0,1
chr12,57127886,57128329,3,"1,2,3",1,1,1
chr12,57128329,57128416,2,"2,3",0,1,1
chr12,57239117,57239123,2,"2,3",0,1,1
chr12,57239123,57239460,3,"1,2,3",1,1,1
chr12,57430228,57430537,2,"2,3",0,1,1
chr12,57430855,57430906,2,"1,3",1,0,1
chr12,57430906,57431315,3,"1,2,3",1,1,1
chr12,57431315,57431347,2,"2,3",0,1,1
chr12,57461259,57461595,2,"2,3",0,1,1
chr12,57462025,57462394,2,"1,3",1,0,1
chr12,57462394,57462485,3,"1,2,3",1,1,1
chr12,57462485,57462560,2,"2,3",0,1,1
chr12,57462560,57462957,3,"1,2,3",1,1,1
chr12,57520222,57520574,3,"1,2,3",1,1,1
chr12,57520574,57520628,2,"2,3",0,1,1
chr12,57546469,57546857,2,"2,3",0,1,1
chr12,57546871,57547331,2,"1,3",1,0,1
chr12,57591054,57591121,2,"2,3",0,1,1
chr12,57591121,57591408,3,"1,2,3",1,1,1
chr12,57611272,57611802,2,"2,3",0,1,1
chr12,57621601,57622131,2,"2,3",0,1,1
chr12,57632389,57632762,2,"2,3",0,1,1
chr12,57632925,57632932,2,"2,3",0,1,1
chr12,57632932,57633387,3,"1,2,3",1,1,1
chr12,57693675,57693912,2,"1,3",1,0,1
chr12,57693912,57694135,3,"1,2,3",1,1,1
chr12,57694135,57694408,2,"2,3",0,1,1
chr12,57726523,57726552,2,"2,3",0,1,1
chr12,57726552,57726685,3,"1,2,3",1,1,1
chr12,57726685,57727127,2,"2,3",0,1,1
chr12,57735944,57736349,2,"1,3",1,0,1
chr12,57744896,57744942,2,"2,3",0,1,1
chr12,57744942,57745154,3,"1,2,3",1,1,1
chr12,57752061,57752126,2,"2,3",0,1,1
chr12,57752126,57752674,3,"1,2,3",1,1,1
chr12,57752674,57752680,2,"1,3",1,0,1
chr12,57765017,57765438,2,"1,3",1,0,1
chr12,57771785,57771804,2,"2,3",0,1,1
chr12,57771804,57772281,3,"1,2,3",1,1,1
chr12,57772281,57772360,2,"2,3",0,1,1
chr12,57782616,57782625,2,"2,3",0,1,1
chr12,57782625,57783023,3,"1,2,3",1,1,1
chr12,57783023,57783051,2,"2,3",0,1,1
chr12,57846360,57846390,2,"2,3",0,1,1
chr12,57846614,57846915,2,"1,3",1,0,1
chr12,57846915,57847092,3,"1,2,3",1,1,1
chr12,57865083,57865179,2,"2,3",0,1,1
chr12,57865179,57865639,3,"1,2,3",1,1,1
chr12,57865639,57865816,2,"2,3",0,1,1
chr12,57935896,57935967,2,"2,3",0,1,1
chr12,57935967,57936358,3,"1,2,3",1,1,1
chr12,57941089,57941485,2,"2,3",0,1,1
chr12,57941528,57942032,2,"2,3",0,1,1
chr12,58920002,58920227,2,"2,3",0,1,1
chr12,58920227,58920532,3,"1,2,3",1,1,1
chr12,58920532,58920733,2,"1,3",1,0,1
chr12,62260097,62260169,2,"1,3",1,0,1
chr12,62260169,62260557,3,"1,2,3",1,1,1
chr12,62260557,62260863,2,"2,3",0,1,1
chr12,62466729,62466834,2,"2,3",0,1,1
chr12,62466834,62467136,3,"1,2,3",1,1,1
chr12,62467136,62467371,2,"1,3",1,0,1
chr12,62602472,62602546,2,"2,3",0,1,1
chr12,62602546,62602731,3,"1,2,3",1,1,1
chr12,62602731,62602732,2,"2,3",0,1,1
chr12,62603308,62603522,2,"1,3",1,0,1
chr12,62603642,62603776,2,"2,3",0,1,1
chr12,62934902,62934909,2,"1,3",1,0,1
chr12,62934909,62935236,3,"1,2,3",1,1,1
chr12,62935236,62935486,2,"1,3",1,0,1
chr12,63780061,63780124,2,"1,3",1,0,1
chr12,63780124,63780453,3,"1,2,3",1,1,1
chr12,63843719,63843805,2,"2,3",0,1,1
chr12,63843805,63844394,3,"1,2,3",1,1,1
chr12,63844394,63844491,2,"1,3",1,0,1
chr12,63844656,63844892,2,"2,3",0,1,1
chr12,63844892,63844940,3,"1,2,3",1,1,1
chr12,63862217,63862220,2,"2,3",0,1,1
chr12,63862220,63862631,3,"1,2,3",1,1,1
chr12,63862631,63862800,2,"1,3",1,0,1
chr12,64181569,64181911,3,"1,2,3",1,1,1
chr12,64181911,64182159,2,"2,3",0,1,1
chr12,64221944,64221968,2,"2,3",0,1,1
chr12,64221968,64222444,3,"1,2,3",1,1,1
chr12,64222444,64222501,2,"2,3",0,1,1
chr12,64404387,64404429,2,"2,3",0,1,1
chr12,64404429,64404758,3,"1,2,3",1,1,1
chr12,64404758,64404898,2,"1,3",1,0,1
chr12,64452017,64452107,2,"1,3",1,0,1
chr12,64452107,64452404,3,"1,2,3",1,1,1
chr12,64452404,64452539,2,"2,3",0,1,1
chr12,64608901,64609153,2,"1,3",1,0,1
chr12,64609153,64609315,3,"1,2,3",1,1,1
chr12,64609315,64609349,2,"1,3",1,0,1
chr12,64609907,64610159,2,"1,3",1,0,1
chr12,64610664,64610744,2,"2,3",0,1,1
chr12,64610744,64611068,3,"1,2,3",1,1,1
chr12,64611068,64611297,2,"2,3",0,1,1
chr12,64625394,64625511,2,"2,3",0,1,1
chr12,64625511,64625924,3,"1,2,3",1,1,1
chr12,64625924,64625971,2,"1,3",1,0,1
chr12,64759139,64759184,2,"2,3",0,1,1
chr12,64759184,64759786,3,"1,2,3",1,1,1
chr12,64759786,64759827,2,"2,3",0,1,1
chr12,65169214,65169378,2,"1,3",1,0,1
chr12,65169378,65169674,3,"1,2,3",1,1,1
chr12,65169674,65170163,2,"2,3",0,1,1
chr12,65278521,65278898,2,"1,3",1,0,1
chr12,65278898,65278981,3,"1,2,3",1,1,1
chr12,65278981,65279053,2,"2,3",0,1,1
chr12,65279053,65279501,3,"1,2,3",1,1,1
chr12,65823772,65823864,2,"2,3",0,1,1
chr12,65823864,65824037,3,"1,2,3",1,1,1
chr12,65824037,65824151,2,"2,3",0,1,1
chr12,65824502,65824711,2,"1,3",1,0,1
chr12,65824711,65824886,3,"1,2,3",1,1,1
chr12,65824886,65825100,2,"2,3",0,1,1
chr12,65825100,65825278,3,"1,2,3",1,1,1
chr12,65825278,65825560,2,"1,3",1,0,1
chr12,65825750,65826188,2,"2,3",0,1,1
chr12,66130575,66130946,3,"1,2,3",1,1,1
chr12,66130946,66131024,2,"2,3",0,1,1
chr12,66302417,66302421,2,"1,3",1,0,1
chr12,66302421,66302877,3,"1,2,3",1,1,1
chr12,66302877,66302895,2,"2,3",0,1,1
chr12,67069464,67069965,2,"2,3",0,1,1
chr12,67269438,67269491,2,"2,3",0,1,1
chr12,67269491,67269951,3,"1,2,3",1,1,1
chr12,67269951,67270047,2,"2,3",0,1,1
chr12,67270097,67270219,2,"1,3",1,0,1
chr12,67647933,67648048,2,"2,3",0,1,1
chr12,67648048,67648112,3,"1,2,3",1,1,1
chr12,67648112,67648213,2,"1,3",1,0,1
chr12,67648748,67649057,2,"1,3",1,0,1
chr12,68332136,68332338,2,"2,3",0,1,1
chr12,68610399,68610659,2,"1,3",1,0,1
chr12,68610659,68610859,3,"1,2,3",1,1,1
chr12,68610859,68611189,2,"2,3",0,1,1
chr12,68611424,68611429,2,"2,3",0,1,1
chr12,68611429,68611749,3,"1,2,3",1,1,1
chr12,68686779,68686787,2,"1,3",1,0,1
chr12,68686787,68687183,3,"1,2,3",1,1,1
chr12,68687183,68687294,2,"2,3",0,1,1
chr12,68746109,68746163,2,"2,3",0,1,1
chr12,68746163,68746363,3,"1,2,3",1,1,1
chr12,68746363,68746393,2,"2,3",0,1,1
chr12,68746393,68746501,3,"1,2,3",1,1,1
chr12,68746501,68746937,2,"1,3",1,0,1
chr12,68807973,68808032,2,"2,3",0,1,1
