chrom,start,end,num,list,ENCFF447PYN_MAFK_sorted.bed,ENCFF774ZGC_MAFK_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr12,100528796,100529029,2,"2,3",0,1,1
chr12,103930831,103930870,2,"2,3",0,1,1
chr12,103930870,103931023,3,"1,2,3",1,1,1
chr12,103965538,103965621,2,"2,3",0,1,1
chr12,103965621,103965756,3,"1,2,3",1,1,1
chr12,103965756,103965839,2,"2,3",0,1,1
chr12,104219368,104219785,3,"1,2,3",1,1,1
chr12,104219785,104219813,2,"2,3",0,1,1
chr12,104588567,104588951,2,"2,3",0,1,1
chr12,104958428,104958496,2,"2,3",0,1,1
chr12,104958496,104958830,3,"1,2,3",1,1,1
chr12,104958830,104958864,2,"2,3",0,1,1
chr12,105107167,105107195,2,"2,3",0,1,1
chr12,105107195,105107576,3,"1,2,3",1,1,1
chr12,105107576,105107725,2,"2,3",0,1,1
chr12,106296374,106296601,2,"2,3",0,1,1
chr12,106956508,106956593,2,"1,3",1,0,1
chr12,106956593,106956754,3,"1,2,3",1,1,1
chr12,106956754,106956858,2,"1,3",1,0,1
chr12,108664866,108665113,2,"2,3",0,1,1
chr12,108838385,108838423,2,"2,3",0,1,1
chr12,108838423,108838740,3,"1,2,3",1,1,1
chr12,108838740,108838772,2,"2,3",0,1,1
chr12,108854502,108854534,2,"2,3",0,1,1
chr12,108854534,108854710,3,"1,2,3",1,1,1
chr12,108854710,108854761,2,"2,3",0,1,1
chr12,109713430,109713548,3,"1,2,3",1,1,1
chr12,109713548,109713562,2,"2,3",0,1,1
chr12,109838187,109838274,2,"1,3",1,0,1
chr12,109838274,109838409,3,"1,2,3",1,1,1
chr12,109838409,109838472,2,"1,3",1,0,1
chr12,109888306,109888676,2,"2,3",0,1,1
chr12,110039017,110039025,2,"1,3",1,0,1
chr12,110039025,110039359,3,"1,2,3",1,1,1
chr12,110039359,110039361,2,"1,3",1,0,1
chr12,110048456,110048840,2,"2,3",0,1,1
chr12,110280479,110280490,2,"2,3",0,1,1
chr12,110280490,110280615,3,"1,2,3",1,1,1
chr12,110280615,110280695,2,"2,3",0,1,1
chr12,111767268,111767652,2,"2,3",0,1,1
chr12,112006091,112006103,2,"1,3",1,0,1
chr12,112006103,112006354,3,"1,2,3",1,1,1
chr12,112125342,112125389,2,"2,3",0,1,1
chr12,112125389,112125752,3,"1,2,3",1,1,1
chr12,112125752,112125814,2,"2,3",0,1,1
chr12,113299934,113299958,2,"2,3",0,1,1
chr12,113299958,113300132,3,"1,2,3",1,1,1
chr12,114611761,114611799,2,"2,3",0,1,1
chr12,116434687,116434736,2,"2,3",0,1,1
chr12,116434736,116434940,3,"1,2,3",1,1,1
chr12,116434940,116434994,2,"2,3",0,1,1
chr12,117142965,117143341,2,"2,3",0,1,1
chr12,119179678,119179933,2,"2,3",0,1,1
chr12,119667887,119668271,2,"2,3",0,1,1
chr12,119988444,119988465,2,"1,3",1,0,1
chr12,119988465,119988638,3,"1,2,3",1,1,1
chr12,119988638,119988709,2,"1,3",1,0,1
chr12,120086832,120086875,2,"2,3",0,1,1
chr12,120086875,120087221,3,"1,2,3",1,1,1
chr12,120087221,120087262,2,"2,3",0,1,1
chr12,120231374,120231715,2,"2,3",0,1,1
chr12,120291692,120292076,2,"2,3",0,1,1
chr12,121124332,121124716,2,"2,3",0,1,1
chr12,121784580,121784799,2,"2,3",0,1,1
chr12,121793911,121794295,2,"2,3",0,1,1
chr12,122399936,122400195,2,"2,3",0,1,1
chr12,122400544,122400565,2,"1,3",1,0,1
chr12,122400565,122400756,3,"1,2,3",1,1,1
chr12,122400756,122400785,2,"1,3",1,0,1
chr12,122464284,122464328,2,"2,3",0,1,1
chr12,122464328,122464656,3,"1,2,3",1,1,1
chr12,122464656,122464666,2,"1,3",1,0,1
chr12,122526875,122527259,2,"2,3",0,1,1
chr12,122752624,122752808,2,"2,3",0,1,1
chr12,123085767,123086115,2,"2,3",0,1,1
chr12,123365620,123365624,2,"1,3",1,0,1
chr12,123365624,123365970,3,"1,2,3",1,1,1
chr12,123365970,123365988,2,"2,3",0,1,1
chr12,123384564,123384566,2,"2,3",0,1,1
chr12,123571497,123571528,2,"2,3",0,1,1
chr12,123571528,123571727,3,"1,2,3",1,1,1
chr12,124904769,124905077,2,"1,3",1,0,1
chr12,124917151,124917170,2,"1,3",1,0,1
chr12,124917170,124917416,3,"1,2,3",1,1,1
chr12,124917416,124917793,2,"2,3",0,1,1
chr12,124927813,124927828,2,"1,3",1,0,1
chr12,124927828,124928212,3,"1,2,3",1,1,1
chr12,124928212,124928370,2,"1,3",1,0,1
chr12,124940044,124940058,2,"2,3",0,1,1
chr12,124940058,124940261,3,"1,2,3",1,1,1
chr12,124940261,124940292,2,"2,3",0,1,1
chr12,131710857,131711187,2,"2,3",0,1,1
chr12,131860535,131860563,2,"2,3",0,1,1
chr12,131860563,131860822,3,"1,2,3",1,1,1
chr12,131860822,131860853,2,"2,3",0,1,1
chr12,131896238,131896258,2,"2,3",0,1,1
chr12,131896258,131896676,3,"1,2,3",1,1,1
chr12,131896676,131896718,2,"2,3",0,1,1
chr12,132144193,132144517,2,"2,3",0,1,1
chr13,20174872,20175135,3,"1,2,3",1,1,1
chr13,20175135,20175155,2,"2,3",0,1,1
chr13,20566474,20566759,2,"2,3",0,1,1
chr13,23427094,23427405,3,"1,2,3",1,1,1
chr13,23427405,23427421,2,"2,3",0,1,1
chr13,26983537,26983551,2,"1,3",1,0,1
chr13,26983551,26983552,3,"1,2,3",1,1,1
chr13,27183044,27183079,2,"1,3",1,0,1
chr13,27183079,27183328,3,"1,2,3",1,1,1
chr13,27183328,27183394,2,"1,3",1,0,1
chr13,28659121,28659210,2,"2,3",0,1,1
chr13,28659210,28659363,3,"1,2,3",1,1,1
chr13,28659363,28659505,2,"2,3",0,1,1
chr13,29924047,29924122,2,"2,3",0,1,1
chr13,29924122,29924338,3,"1,2,3",1,1,1
chr13,29924338,29924376,2,"2,3",0,1,1
chr13,41284901,41285285,2,"2,3",0,1,1
chr13,43879299,43879314,2,"2,3",0,1,1
chr13,43879314,43879692,3,"1,2,3",1,1,1
chr13,43879692,43879731,2,"2,3",0,1,1
chr13,44108459,44108722,2,"2,3",0,1,1
chr13,44231974,44232047,2,"2,3",0,1,1
chr13,44232047,44232358,3,"1,2,3",1,1,1
chr13,44232358,44232397,2,"1,3",1,0,1
chr13,44435241,44435245,2,"2,3",0,1,1
chr13,44435245,44435517,3,"1,2,3",1,1,1
chr13,44435517,44435521,2,"1,3",1,0,1
chr13,45120168,45120518,2,"1,3",1,0,1
chr13,45340982,45341031,2,"2,3",0,1,1
chr13,45341031,45341366,3,"1,2,3",1,1,1
chr13,45341366,45341381,2,"1,3",1,0,1
chr13,46212144,46212243,2,"1,3",1,0,1
chr13,48037780,48037819,2,"2,3",0,1,1
chr13,48037819,48038164,3,"1,2,3",1,1,1
chr13,48038164,48038169,2,"1,3",1,0,1
chr13,48303134,48303484,2,"1,3",1,0,1
chr13,48749667,48750037,2,"2,3",0,1,1
chr13,49313663,49313704,2,"1,3",1,0,1
chr13,49691442,49691826,2,"2,3",0,1,1
chr13,50124984,50125012,2,"1,3",1,0,1
chr13,50125012,50125245,3,"1,2,3",1,1,1
chr13,51583842,51584226,2,"2,3",0,1,1
chr13,52159145,52159378,3,"1,2,3",1,1,1
chr13,52159378,52159389,2,"2,3",0,1,1
chr13,52455090,52455128,2,"2,3",0,1,1
chr13,52455128,52455474,3,"1,2,3",1,1,1
chr13,52455474,52455478,2,"1,3",1,0,1
chr13,73040602,73040714,2,"1,3",1,0,1
chr13,73040714,73040866,3,"1,2,3",1,1,1
chr13,73040866,73040952,2,"1,3",1,0,1
chr13,73090575,73090843,2,"2,3",0,1,1
chr13,85586401,85586877,2,"2,3",0,1,1
chr13,94967699,94968083,2,"2,3",0,1,1
chr13,95643854,95643933,3,"1,2,3",1,1,1
chr13,95643933,95643946,2,"2,3",0,1,1
chr13,98840209,98840427,3,"1,2,3",1,1,1
chr13,98840427,98840446,2,"2,3",0,1,1
chr13,110347683,110348067,2,"2,3",0,1,1
chr13,110455986,110456000,2,"2,3",0,1,1
chr13,110456000,110456271,3,"1,2,3",1,1,1
chr13,110456271,110456294,2,"2,3",0,1,1
chr13,110870237,110870272,2,"2,3",0,1,1
chr13,110870272,110870547,3,"1,2,3",1,1,1
chr13,110870547,110870624,2,"2,3",0,1,1
chr14,20343430,20343519,2,"2,3",0,1,1
chr14,20343519,20343700,3,"1,2,3",1,1,1
chr14,20343700,20343814,2,"2,3",0,1,1
chr14,20461485,20461607,2,"2,3",0,1,1
chr14,20461607,20461753,3,"1,2,3",1,1,1
chr14,20461753,20461806,2,"2,3",0,1,1
chr14,20625299,20625488,2,"1,3",1,0,1
chr14,21103862,21104212,2,"1,3",1,0,1
chr14,21384203,21384466,3,"1,2,3",1,1,1
chr14,21384466,21384537,2,"2,3",0,1,1
chr14,21511204,21511554,2,"1,3",1,0,1
chr14,22334162,22334163,2,"1,3",1,0,1
chr14,22334163,22334252,3,"1,2,3",1,1,1
chr14,22334252,22334259,2,"2,3",0,1,1
chr14,22598912,22599133,3,"1,2,3",1,1,1
chr14,22830036,22830337,2,"2,3",0,1,1
chr14,22872636,22872865,2,"1,3",1,0,1
chr14,22887140,22887154,2,"2,3",0,1,1
chr14,22887277,22887524,2,"2,3",0,1,1
chr14,23006901,23006971,2,"1,3",1,0,1
chr14,23006971,23007203,3,"1,2,3",1,1,1
chr14,23007203,23007251,2,"1,3",1,0,1
chr14,23035129,23035177,2,"2,3",0,1,1
chr14,23035177,23035391,3,"1,2,3",1,1,1
chr14,23035391,23035419,2,"2,3",0,1,1
chr14,23062085,23062354,2,"2,3",0,1,1
chr14,23301548,23301585,2,"2,3",0,1,1
chr14,23301585,23302021,3,"1,2,3",1,1,1
chr14,23302021,23302038,2,"2,3",0,1,1
chr14,23469341,23469725,2,"2,3",0,1,1
chr14,23830083,23830415,3,"1,2,3",1,1,1
chr14,24141475,24141482,2,"1,3",1,0,1
chr14,24141482,24141825,3,"1,2,3",1,1,1
chr14,24141825,24141866,2,"2,3",0,1,1
chr14,24160890,24161274,2,"2,3",0,1,1
chr14,24213028,24213296,2,"2,3",0,1,1
chr14,24213445,24213819,2,"2,3",0,1,1
chr14,26765746,26765978,3,"1,2,3",1,1,1
chr14,26765978,26765993,2,"2,3",0,1,1
chr14,26842000,26842083,2,"2,3",0,1,1
chr14,26842083,26842212,3,"1,2,3",1,1,1
chr14,26842212,26842584,2,"2,3",0,1,1
chr14,30621636,30621986,2,"1,3",1,0,1
chr14,31441837,31441862,2,"2,3",0,1,1
chr14,31441862,31442080,3,"1,2,3",1,1,1
chr14,31442080,31442120,2,"2,3",0,1,1
chr14,31937791,31937828,2,"2,3",0,1,1
chr14,31937828,31938050,3,"1,2,3",1,1,1
chr14,31938050,31938121,2,"2,3",0,1,1
chr14,31944407,31944791,2,"2,3",0,1,1
chr14,32010556,32010862,2,"2,3",0,1,1
chr14,35292380,35292764,2,"2,3",0,1,1
chr14,35404567,35405106,2,"2,3",0,1,1
chr14,35826882,35826914,2,"2,3",0,1,1
chr14,35826914,35827056,3,"1,2,3",1,1,1
chr14,36661659,36661801,2,"1,3",1,0,1
chr14,49586326,49586648,2,"2,3",0,1,1
chr14,49868249,49868622,2,"2,3",0,1,1
chr14,49966439,49966535,2,"1,3",1,0,1
chr14,49966535,49966762,3,"1,2,3",1,1,1
chr14,49966762,49966789,2,"1,3",1,0,1
chr14,49972939,49973179,2,"2,3",0,1,1
chr14,50061111,50061116,2,"2,3",0,1,1
chr14,50061116,50061322,3,"1,2,3",1,1,1
chr14,50061322,50061361,2,"2,3",0,1,1
chr14,50321103,50321487,2,"2,3",0,1,1
chr14,50397168,50397221,2,"2,3",0,1,1
chr14,50397221,50397413,3,"1,2,3",1,1,1
chr14,50397413,50397552,2,"2,3",0,1,1
chr14,50955454,50955536,2,"1,3",1,0,1
chr14,50955536,50955804,3,"1,2,3",1,1,1
chr14,50955804,50955920,2,"2,3",0,1,1
chr14,51398880,51399293,2,"2,3",0,1,1
chr14,55026805,55026823,2,"1,3",1,0,1
chr14,55051255,55051578,2,"2,3",0,1,1
chr14,55129766,55129780,2,"2,3",0,1,1
chr14,55129780,55130130,3,"1,2,3",1,1,1
chr14,55130130,55130150,2,"2,3",0,1,1
chr14,58171149,58171445,3,"1,2,3",1,1,1
chr14,58245090,58245097,2,"2,3",0,1,1
chr14,58245097,58245295,3,"1,2,3",1,1,1
chr14,58245295,58245300,2,"1,3",1,0,1
chr14,58455882,58455908,2,"2,3",0,1,1
chr14,58455908,58456258,3,"1,2,3",1,1,1
chr14,58456258,58456263,2,"2,3",0,1,1
chr14,59482851,59482858,2,"1,3",1,0,1
chr14,59482858,59482978,3,"1,2,3",1,1,1
chr14,59482978,59483058,2,"1,3",1,0,1
chr14,59483723,59483738,2,"1,3",1,0,1
chr14,59484416,59484423,2,"2,3",0,1,1
chr14,59484423,59484644,3,"1,2,3",1,1,1
chr14,59484644,59484656,2,"2,3",0,1,1
chr14,60151846,60152107,2,"1,3",1,0,1
chr14,60982095,60982277,3,"1,2,3",1,1,1
chr14,61525328,61525393,2,"2,3",0,1,1
chr14,61525393,61525757,3,"1,2,3",1,1,1
chr14,61525757,61525779,2,"2,3",0,1,1
chr14,61537475,61537514,2,"2,3",0,1,1
chr14,61537514,61537736,3,"1,2,3",1,1,1
chr14,61537736,61537837,2,"2,3",0,1,1
chr14,61553779,61554144,2,"2,3",0,1,1
chr14,61559877,61559951,2,"2,3",0,1,1
chr14,61561897,61562246,2,"2,3",0,1,1
chr14,61562857,61562887,2,"2,3",0,1,1
chr14,61562887,61563116,3,"1,2,3",1,1,1
chr14,62692088,62692203,2,"1,3",1,0,1
chr14,62692260,62692438,2,"1,3",1,0,1
chr14,67241769,67241775,2,"1,3",1,0,1
chr14,67241775,67242057,3,"1,2,3",1,1,1
chr14,68140254,68140260,2,"1,3",1,0,1
chr14,68140260,68140562,3,"1,2,3",1,1,1
chr14,68140562,68140568,2,"2,3",0,1,1
chr14,68232503,68232526,2,"2,3",0,1,1
chr14,68232526,68232781,3,"1,2,3",1,1,1
chr14,68232781,68232824,2,"2,3",0,1,1
chr14,68695526,68695608,2,"2,3",0,1,1
chr14,68695608,68695751,3,"1,2,3",1,1,1
chr14,68695751,68695753,2,"1,3",1,0,1
chr14,68784579,68784806,2,"2,3",0,1,1
chr14,68786480,68786561,2,"1,3",1,0,1
chr14,68786561,68786725,3,"1,2,3",1,1,1
chr14,68786725,68786768,2,"1,3",1,0,1
chr14,69191784,69192150,2,"2,3",0,1,1
chr14,70359576,70359600,2,"2,3",0,1,1
chr14,70359600,70359989,3,"1,2,3",1,1,1
chr14,70359989,70360012,2,"2,3",0,1,1
chr14,73759949,73759962,2,"2,3",0,1,1
chr14,73759962,73760286,3,"1,2,3",1,1,1
chr14,73760286,73760513,2,"1,3",1,0,1
chr14,73886425,73886433,2,"2,3",0,1,1
chr14,73886433,73886783,3,"1,2,3",1,1,1
chr14,73886783,73886809,2,"2,3",0,1,1
chr14,75069016,75069088,3,"1,2,3",1,1,1
chr14,75069088,75069206,2,"1,3",1,0,1
chr14,75258714,75258771,2,"2,3",0,1,1
chr14,75258771,75259229,3,"1,2,3",1,1,1
chr14,75259229,75259262,2,"2,3",0,1,1
chr14,75278433,75278439,2,"2,3",0,1,1
chr14,75278439,75278596,3,"1,2,3",1,1,1
chr14,76918802,76918836,2,"1,3",1,0,1
chr14,76918836,76919104,3,"1,2,3",1,1,1
chr14,76919104,76919126,2,"2,3",0,1,1
chr14,76956485,76956505,2,"2,3",0,1,1
chr14,76956505,76957030,3,"1,2,3",1,1,1
chr14,76957030,76957058,2,"2,3",0,1,1
chr14,77040734,77041118,2,"2,3",0,1,1
chr14,77181553,77181556,2,"2,3",0,1,1
chr14,77181556,77181906,3,"1,2,3",1,1,1
chr14,77181906,77181937,2,"2,3",0,1,1
chr14,77457209,77457217,2,"1,3",1,0,1
chr14,81170524,81170540,2,"2,3",0,1,1
chr14,81170540,81170890,3,"1,2,3",1,1,1
chr14,81170890,81170894,2,"2,3",0,1,1
chr14,81221318,81221360,2,"2,3",0,1,1
chr14,81221360,81221541,3,"1,2,3",1,1,1
chr14,81221541,81221556,2,"2,3",0,1,1
chr14,87993050,87993434,2,"2,3",0,1,1
chr14,90256391,90256451,2,"2,3",0,1,1
chr14,90256451,90256775,3,"1,2,3",1,1,1
chr14,90256775,90256801,2,"1,3",1,0,1
chr14,90382707,90383034,2,"2,3",0,1,1
chr14,90758504,90758527,2,"2,3",0,1,1
chr14,90758527,90758765,3,"1,2,3",1,1,1
chr14,90758765,90758814,2,"2,3",0,1,1
chr14,92121902,92122292,2,"2,3",0,1,1
chr14,93333078,93333091,2,"2,3",0,1,1
chr14,93333091,93333441,3,"1,2,3",1,1,1
chr14,93333441,93333462,2,"2,3",0,1,1
chr14,94080571,94080816,2,"2,3",0,1,1
chr14,94599225,94599286,2,"1,3",1,0,1
chr14,94599286,94599495,3,"1,2,3",1,1,1
chr14,94599495,94599575,2,"1,3",1,0,1
chr14,96502237,96502288,2,"2,3",0,1,1
chr14,96502288,96502420,3,"1,2,3",1,1,1
chr14,96502420,96502466,2,"2,3",0,1,1
chr14,99746778,99747103,2,"2,3",0,1,1
chr14,100476319,100476703,2,"2,3",0,1,1
chr14,100988413,100988674,3,"1,2,3",1,1,1
chr14,100988674,100988825,2,"1,3",1,0,1
chr14,101073162,101073167,2,"2,3",0,1,1
chr14,101073167,101073517,3,"1,2,3",1,1,1
chr14,101073517,101073546,2,"2,3",0,1,1
chr14,101948026,101948410,2,"2,3",0,1,1
chr14,101972430,101972469,2,"2,3",0,1,1
chr14,101972469,101972623,3,"1,2,3",1,1,1
chr14,101972623,101972678,2,"2,3",0,1,1
chr14,103198794,103199036,2,"1,3",1,0,1
chr14,103384960,103385065,2,"1,3",1,0,1
chr14,103385065,103385449,3,"1,2,3",1,1,1
chr14,103385449,103385513,2,"1,3",1,0,1
chr14,104680485,104680492,2,"1,3",1,0,1
chr14,104680492,104680835,3,"1,2,3",1,1,1
chr14,104680835,104680876,2,"2,3",0,1,1
chr14,104688152,104688192,2,"2,3",0,1,1
chr14,104688192,104688300,3,"1,2,3",1,1,1
chr14,104688300,104688363,2,"2,3",0,1,1
chr14,104723874,104723876,2,"2,3",0,1,1
chr14,104723876,104724114,3,"1,2,3",1,1,1
chr14,104724114,104724135,2,"2,3",0,1,1
chr15,28831941,28832163,3,"1,2,3",1,1,1
chr15,28832163,28832214,2,"2,3",0,1,1
chr15,29269550,29269900,2,"1,3",1,0,1
chr15,29668130,29668334,2,"1,3",1,0,1
chr15,29670961,29671330,2,"2,3",0,1,1
chr15,29698278,29698295,2,"1,3",1,0,1
chr15,29698295,29698628,3,"1,2,3",1,1,1
chr15,29698628,29698679,2,"2,3",0,1,1
chr15,30903418,30903731,2,"1,3",1,0,1
chr15,30954115,30954174,2,"2,3",0,1,1
chr15,30954174,30954285,3,"1,2,3",1,1,1
chr15,30954285,30954358,2,"2,3",0,1,1
chr15,31457645,31457899,2,"2,3",0,1,1
chr15,34224728,34224918,3,"1,2,3",1,1,1
chr15,34224918,34224955,2,"2,3",0,1,1
chr15,34988474,34988494,2,"1,3",1,0,1
chr15,34988494,34988583,3,"1,2,3",1,1,1
chr15,34988583,34988653,2,"2,3",0,1,1
chr15,35293419,35293720,2,"1,3",1,0,1
chr15,37100264,37100360,2,"1,3",1,0,1
chr15,40564827,40565211,2,"2,3",0,1,1
chr15,40999211,40999532,3,"1,2,3",1,1,1
chr15,41116390,41116456,2,"1,3",1,0,1
chr15,41116456,41116677,3,"1,2,3",1,1,1
chr15,41116677,41116740,2,"1,3",1,0,1
chr15,41332669,41333053,2,"2,3",0,1,1
chr15,41904643,41904644,2,"1,3",1,0,1
chr15,41904644,41904950,3,"1,2,3",1,1,1
chr15,41904950,41904955,2,"1,3",1,0,1
chr15,41930369,41930550,3,"1,2,3",1,1,1
chr15,41930550,41930586,2,"2,3",0,1,1
chr15,41972593,41972600,2,"1,3",1,0,1
chr15,41972600,41972881,3,"1,2,3",1,1,1
chr15,41972881,41972890,2,"2,3",0,1,1
chr15,44728656,44728696,2,"2,3",0,1,1
chr15,44728696,44728828,3,"1,2,3",1,1,1
chr15,44728828,44728909,2,"2,3",0,1,1
chr15,45200162,45200705,2,"2,3",0,1,1
chr15,45587727,45587899,2,"2,3",0,1,1
chr15,45634409,45634671,3,"1,2,3",1,1,1
chr15,45634671,45634852,2,"1,3",1,0,1
chr15,49170101,49170262,2,"2,3",0,1,1
chr15,49620702,49620950,3,"1,2,3",1,1,1
chr15,49620950,49620987,2,"1,3",1,0,1
chr15,50354050,50354098,2,"2,3",0,1,1
chr15,50354098,50354262,3,"1,2,3",1,1,1
chr15,50354262,50354300,2,"2,3",0,1,1
chr15,50686947,50687052,2,"2,3",0,1,1
chr15,50687052,50687331,3,"1,2,3",1,1,1
chr15,50687331,50687385,2,"1,3",1,0,1
chr15,51030616,51031000,2,"2,3",0,1,1
chr15,51727633,51727807,2,"1,3",1,0,1
chr15,52093483,52093530,2,"2,3",0,1,1
chr15,52093530,52093764,3,"1,2,3",1,1,1
chr15,52093764,52094030,2,"2,3",0,1,1
chr15,52651953,52652247,2,"2,3",0,1,1
chr15,52653058,52653400,2,"2,3",0,1,1
chr15,56918454,56918838,2,"2,3",0,1,1
chr15,57485939,57485989,2,"2,3",0,1,1
chr15,57485989,57486160,3,"1,2,3",1,1,1
chr15,57486160,57486168,2,"2,3",0,1,1
chr15,57561535,57561649,2,"2,3",0,1,1
chr15,57706380,57706410,2,"1,3",1,0,1
chr15,58440276,58440660,2,"2,3",0,1,1
chr15,59256720,59256814,2,"1,3",1,0,1
chr15,59276698,59276720,2,"2,3",0,1,1
chr15,59350154,59350213,2,"2,3",0,1,1
chr15,59350213,59350416,3,"1,2,3",1,1,1
chr15,59350416,59350439,2,"2,3",0,1,1
chr15,59528957,59528976,2,"2,3",0,1,1
chr15,59528976,59529280,3,"1,2,3",1,1,1
chr15,60393313,60393339,2,"2,3",0,1,1
chr15,60393339,60393593,3,"1,2,3",1,1,1
chr15,60393593,60393602,2,"2,3",0,1,1
chr15,62060337,62060721,2,"2,3",0,1,1
chr15,62896993,62897327,3,"1,2,3",1,1,1
chr15,62897327,62897335,2,"1,3",1,0,1
chr15,63097111,63097126,2,"2,3",0,1,1
chr15,63097126,63097476,3,"1,2,3",1,1,1
chr15,63097476,63097487,2,"2,3",0,1,1
chr15,63610157,63610462,3,"1,2,3",1,1,1
chr15,63610462,63610477,2,"1,3",1,0,1
chr15,64093826,64093866,2,"1,3",1,0,1
chr15,64093866,64094110,3,"1,2,3",1,1,1
chr15,64094110,64094176,2,"1,3",1,0,1
chr15,64387605,64387638,2,"2,3",0,1,1
chr15,64387638,64387988,3,"1,2,3",1,1,1
chr15,64387988,64387989,2,"2,3",0,1,1
chr15,65044862,65045246,2,"2,3",0,1,1
chr15,65303699,65303849,3,"1,2,3",1,1,1
chr15,65303849,65303938,2,"1,3",1,0,1
chr15,66497541,66497925,2,"2,3",0,1,1
chr15,66504518,66504591,2,"2,3",0,1,1
chr15,66702128,66702467,2,"2,3",0,1,1
chr15,66803066,66803657,2,"2,3",0,1,1
chr15,67150445,67150800,2,"2,3",0,1,1
chr15,67255031,67255208,2,"1,3",1,0,1
chr15,67521099,67521207,2,"2,3",0,1,1
chr15,67521207,67521491,3,"1,2,3",1,1,1
chr15,67521491,67521515,2,"2,3",0,1,1
chr15,68278399,68278482,2,"1,3",1,0,1
chr15,68278482,68278629,3,"1,2,3",1,1,1
chr15,68278629,68278698,2,"1,3",1,0,1
chr15,69031420,69031427,2,"2,3",0,1,1
chr15,69031427,69031687,3,"1,2,3",1,1,1
chr15,69031687,69031841,2,"1,3",1,0,1
chr15,69304210,69304239,2,"2,3",0,1,1
chr15,69304239,69304491,3,"1,2,3",1,1,1
chr15,69304491,69304506,2,"2,3",0,1,1
chr15,69305458,69306058,2,"2,3",0,1,1
chr15,69462766,69463150,2,"2,3",0,1,1
chr15,69594286,69594333,2,"1,3",1,0,1
chr15,69594333,69594630,3,"1,2,3",1,1,1
chr15,69594630,69594636,2,"1,3",1,0,1
chr15,70494891,70495274,2,"2,3",0,1,1
chr15,70508723,70509107,2,"2,3",0,1,1
chr15,70763888,70763891,2,"1,3",1,0,1
chr15,70763891,70764023,3,"1,2,3",1,1,1
chr15,70788487,70788871,2,"2,3",0,1,1
chr15,71800836,71801344,2,"2,3",0,1,1
chr15,72118550,72118714,2,"1,3",1,0,1
chr15,72231868,72231881,2,"2,3",0,1,1
chr15,72231881,72232019,3,"1,2,3",1,1,1
chr15,72232235,72232252,2,"2,3",0,1,1
chr15,72237399,72237431,2,"2,3",0,1,1
chr15,72237431,72237739,3,"1,2,3",1,1,1
chr15,72273117,72273217,2,"1,3",1,0,1
chr15,72339783,72340024,3,"1,2,3",1,1,1
chr15,72340024,72340053,2,"2,3",0,1,1
chr15,72685690,72685773,2,"2,3",0,1,1
chr15,72686126,72686510,2,"2,3",0,1,1
chr15,74957064,74957126,2,"1,3",1,0,1
chr15,74957126,74957305,3,"1,2,3",1,1,1
chr15,74957305,74957566,2,"1,3",1,0,1
chr15,75023933,75024017,2,"1,3",1,0,1
chr15,75024017,75024040,3,"1,2,3",1,1,1
chr15,75625593,75625943,2,"1,3",1,0,1
chr15,76336771,76336781,2,"2,3",0,1,1
chr15,76336781,76337034,3,"1,2,3",1,1,1
chr15,78437914,78438298,2,"2,3",0,1,1
chr15,78482389,78482473,2,"2,3",0,1,1
chr15,78482473,78482588,3,"1,2,3",1,1,1
chr15,78482588,78482688,2,"2,3",0,1,1
chr15,78507289,78507673,2,"2,3",0,1,1
chr15,78540005,78540158,3,"1,2,3",1,1,1
chr15,78540158,78540159,2,"1,3",1,0,1
chr15,78873080,78873247,2,"1,3",1,0,1
chr15,78979579,78979940,2,"2,3",0,1,1
chr15,78988569,78988889,2,"2,3",0,1,1
chr15,79896629,79897013,2,"2,3",0,1,1
chr15,80588808,80589192,2,"2,3",0,1,1
chr15,82093844,82094123,2,"1,3",1,0,1
chr15,84571112,84571301,2,"2,3",0,1,1
chr15,84601341,84601344,2,"2,3",0,1,1
chr15,84747598,84747834,2,"1,3",1,0,1
chr15,84747834,84747948,3,"1,2,3",1,1,1
chr15,84747948,84748218,2,"2,3",0,1,1
chr15,84929905,84929947,2,"1,3",1,0,1
chr15,84929947,84930255,3,"1,2,3",1,1,1
chr15,84930255,84930256,2,"2,3",0,1,1
chr15,85579990,85580239,3,"1,2,3",1,1,1
chr15,85580239,85580254,2,"2,3",0,1,1
chr15,86624690,86625074,2,"2,3",0,1,1
chr15,88246693,88246719,2,"2,3",0,1,1
chr15,88246719,88247069,3,"1,2,3",1,1,1
chr15,88247069,88247077,2,"2,3",0,1,1
chr15,88623186,88623410,2,"2,3",0,1,1
chr15,89119936,89119944,2,"2,3",0,1,1
chr15,89119944,89120056,3,"1,2,3",1,1,1
chr15,89120056,89120107,2,"2,3",0,1,1
chr15,89358638,89359010,2,"2,3",0,1,1
chr15,89845699,89845853,2,"2,3",0,1,1
chr15,90158080,90158140,2,"2,3",0,1,1
chr15,90158140,90158400,3,"1,2,3",1,1,1
chr15,90158400,90158457,2,"2,3",0,1,1
chr15,90165730,90165932,2,"2,3",0,1,1
chr15,90165932,90166214,3,"1,2,3",1,1,1
chr15,90166214,90166219,2,"1,3",1,0,1
chr15,90211423,90211488,2,"1,3",1,0,1
chr15,90211488,90211773,3,"1,2,3",1,1,1
chr15,90211773,90212014,2,"2,3",0,1,1
chr15,90362110,90362185,2,"1,3",1,0,1
