chrom,start,end,num,list,ENCFF238OMP_MAZ_sorted.bed,ENCFF509HNG_MAZ_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr10,100185857,100186186,3,"1,2,3",1,1,1
chr10,100186186,100186221,2,"2,3",0,1,1
chr10,100286312,100286401,2,"2,3",0,1,1
chr10,100286401,100286676,3,"1,2,3",1,1,1
chr10,100286676,100286945,2,"1,3",1,0,1
chr10,100346894,100347238,3,"1,2,3",1,1,1
chr10,100347238,100347258,2,"2,3",0,1,1
chr10,100535758,100536122,2,"2,3",0,1,1
chr10,100912628,100912992,2,"2,3",0,1,1
chr10,101030994,101031337,2,"2,3",0,1,1
chr10,101060958,101060968,2,"2,3",0,1,1
chr10,101060968,101061312,3,"1,2,3",1,1,1
chr10,101061312,101061322,2,"2,3",0,1,1
chr10,101066256,101066600,2,"1,3",1,0,1
chr10,101095547,101095911,2,"2,3",0,1,1
chr10,101353764,101353793,2,"2,3",0,1,1
chr10,101353793,101354128,3,"1,2,3",1,1,1
chr10,101354128,101354137,2,"1,3",1,0,1
chr10,101818546,101818555,2,"2,3",0,1,1
chr10,101818555,101818667,3,"1,2,3",1,1,1
chr10,101818667,101818710,2,"2,3",0,1,1
chr10,101830629,101830993,2,"2,3",0,1,1
chr10,101835992,101836266,2,"2,3",0,1,1
chr10,102055858,102055897,2,"2,3",0,1,1
chr10,102055897,102056241,3,"1,2,3",1,1,1
chr10,102056241,102056424,2,"2,3",0,1,1
chr10,102065175,102065519,2,"1,3",1,0,1
chr10,102114870,102114876,2,"1,3",1,0,1
chr10,102114876,102115240,3,"1,2,3",1,1,1
chr10,102115240,102115339,2,"1,3",1,0,1
chr10,102152143,102152507,2,"2,3",0,1,1
chr10,102230396,102230760,2,"2,3",0,1,1
chr10,102241531,102241821,2,"1,3",1,0,1
chr10,102394039,102394088,2,"2,3",0,1,1
chr10,102394088,102394403,3,"1,2,3",1,1,1
chr10,102394403,102394432,2,"1,3",1,0,1
chr10,102395431,102395494,2,"2,3",0,1,1
chr10,102395494,102395726,3,"1,2,3",1,1,1
chr10,102395726,102395766,2,"2,3",0,1,1
chr10,102399390,102399734,2,"1,3",1,0,1
chr10,102450516,102451095,2,"2,3",0,1,1
chr10,102461128,102461177,2,"2,3",0,1,1
chr10,102461177,102461492,3,"1,2,3",1,1,1
chr10,102461492,102461521,2,"1,3",1,0,1
chr10,102502065,102502409,2,"1,3",1,0,1
chr10,102503710,102504054,2,"1,3",1,0,1
chr10,102634487,102634851,2,"2,3",0,1,1
chr10,102678886,102679250,2,"2,3",0,1,1
chr10,102714161,102714179,2,"2,3",0,1,1
chr10,102714179,102714523,3,"1,2,3",1,1,1
chr10,102714523,102714729,2,"2,3",0,1,1
chr10,102743651,102743686,2,"1,3",1,0,1
chr10,102743686,102743995,3,"1,2,3",1,1,1
chr10,102743995,102744050,2,"2,3",0,1,1
chr10,102918106,102918109,2,"2,3",0,1,1
chr10,102918109,102918453,3,"1,2,3",1,1,1
chr10,102918453,102918470,2,"2,3",0,1,1
chr10,103241516,103241557,2,"1,3",1,0,1
chr10,103241557,103241860,3,"1,2,3",1,1,1
chr10,103241860,103241921,2,"2,3",0,1,1
chr10,103367802,103368166,2,"2,3",0,1,1
chr10,103396415,103396418,2,"2,3",0,1,1
chr10,103396418,103396762,3,"1,2,3",1,1,1
chr10,103396762,103396779,2,"2,3",0,1,1
chr10,103451176,103451742,2,"2,3",0,1,1
chr10,103479155,103479519,2,"2,3",0,1,1
chr10,104121769,104121802,2,"2,3",0,1,1
chr10,104121802,104122133,3,"1,2,3",1,1,1
chr10,104122133,104122146,2,"1,3",1,0,1
chr10,104232078,104232179,2,"2,3",0,1,1
chr10,104232179,104232442,3,"1,2,3",1,1,1
chr10,104232442,104232523,2,"1,3",1,0,1
chr10,110211096,110211383,2,"2,3",0,1,1
chr10,110460261,110460625,2,"2,3",0,1,1
chr10,110497519,110497576,2,"1,3",1,0,1
chr10,110497576,110497863,3,"1,2,3",1,1,1
chr10,110497863,110497940,2,"2,3",0,1,1
chr10,110567256,110567801,2,"1,3",1,0,1
chr10,110871488,110871566,2,"1,3",1,0,1
chr10,110871566,110871930,3,"1,2,3",1,1,1
chr10,110871930,110872035,2,"1,3",1,0,1
chr10,112446908,112446984,2,"1,3",1,0,1
chr10,112446984,112447252,3,"1,2,3",1,1,1
chr10,112447252,112447348,2,"2,3",0,1,1
chr10,113679612,113679956,2,"1,3",1,0,1
chr10,113854651,113854814,2,"2,3",0,1,1
chr10,113854814,113855158,3,"1,2,3",1,1,1
chr10,113855158,113855250,2,"2,3",0,1,1
chr10,114174191,114174212,2,"1,3",1,0,1
chr10,114174212,114174535,3,"1,2,3",1,1,1
chr10,114174535,114174576,2,"2,3",0,1,1
chr10,114938068,114938189,2,"2,3",0,1,1
chr10,114938189,114938533,3,"1,2,3",1,1,1
chr10,114938533,114938634,2,"2,3",0,1,1
chr10,117168125,117168152,2,"2,3",0,1,1
chr10,117168152,117168489,3,"1,2,3",1,1,1
chr10,117168489,117168496,2,"1,3",1,0,1
chr10,117174874,117175182,2,"1,3",1,0,1
chr10,117736652,117737016,2,"2,3",0,1,1
chr10,118046509,118046873,2,"2,3",0,1,1
chr10,119029230,119029554,2,"2,3",0,1,1
chr10,119104092,119104456,2,"2,3",0,1,1
chr10,119165531,119165895,2,"2,3",0,1,1
chr10,119651024,119651388,2,"2,3",0,1,1
chr10,119725667,119726212,2,"1,3",1,0,1
chr10,120851062,120851078,2,"2,3",0,1,1
chr10,120851078,120851422,3,"1,2,3",1,1,1
chr10,120851422,120851426,2,"2,3",0,1,1
chr10,121608663,121609007,2,"1,3",1,0,1
chr10,121974585,121974949,2,"2,3",0,1,1
chr10,121994466,121994830,2,"2,3",0,1,1
chr10,122954063,122954072,2,"2,3",0,1,1
chr10,122954072,122954416,3,"1,2,3",1,1,1
chr10,122954416,122954592,2,"2,3",0,1,1
chr10,123008606,123008970,2,"2,3",0,1,1
chr10,124791785,124792027,2,"1,3",1,0,1
chr10,124916729,124917272,2,"1,3",1,0,1
chr10,125160844,125161188,2,"1,3",1,0,1
chr10,125584939,125585283,2,"1,3",1,0,1
chr10,127906759,127907333,2,"2,3",0,1,1
chr10,127908645,127908663,2,"1,3",1,0,1
chr10,127908663,127908989,3,"1,2,3",1,1,1
chr10,127908989,127909027,2,"2,3",0,1,1
chr10,130110530,130110675,2,"1,3",1,0,1
chr10,130110675,130110874,3,"1,2,3",1,1,1
chr10,130110874,130111565,2,"2,3",0,1,1
chr10,130136210,130136218,2,"1,3",1,0,1
chr10,130136218,130136554,3,"1,2,3",1,1,1
chr10,130136554,130136800,2,"2,3",0,1,1
chr10,131900400,131900438,2,"2,3",0,1,1
chr10,131900438,131900690,3,"1,2,3",1,1,1
chr10,131900690,131900782,2,"1,3",1,0,1
chr10,131981731,131982296,2,"2,3",0,1,1
chr10,132185594,132185958,2,"2,3",0,1,1
chr10,132418797,132419364,2,"2,3",0,1,1
chr10,132421377,132421420,2,"1,3",1,0,1
chr10,132421420,132421721,3,"1,2,3",1,1,1
chr10,132421721,132421784,2,"2,3",0,1,1
chr10,132453047,132453141,2,"2,3",0,1,1
chr10,132453141,132453411,3,"1,2,3",1,1,1
chr10,132453411,132453485,2,"1,3",1,0,1
chr10,132516987,132517351,2,"2,3",0,1,1
chr10,132537278,132537622,2,"1,3",1,0,1
chr10,132938749,132938973,2,"1,3",1,0,1
chr10,133257478,133257822,2,"1,3",1,0,1
chr10,133278917,133278983,2,"1,3",1,0,1
chr10,133278983,133279261,3,"1,2,3",1,1,1
chr10,133279261,133279301,2,"2,3",0,1,1
chr10,133308710,133309074,2,"2,3",0,1,1
chr10,133373154,133373518,2,"2,3",0,1,1
chr10,133394031,133394040,2,"2,3",0,1,1
chr10,133394040,133394384,3,"1,2,3",1,1,1
chr10,133394384,133394595,2,"2,3",0,1,1
chr10,133520139,133520252,2,"2,3",0,1,1
chr10,133520252,133520503,3,"1,2,3",1,1,1
chr10,133520503,133520596,2,"1,3",1,0,1
chr11,207395,207465,2,"2,3",0,1,1
chr11,207465,207759,3,"1,2,3",1,1,1
chr11,207759,207809,2,"1,3",1,0,1
chr11,448156,448520,2,"2,3",0,1,1
chr11,518907,519143,2,"2,3",0,1,1
chr11,535545,535909,2,"2,3",0,1,1
chr11,561317,561389,2,"2,3",0,1,1
chr11,561389,561681,3,"1,2,3",1,1,1
chr11,561681,561733,2,"1,3",1,0,1
chr11,568496,568860,2,"2,3",0,1,1
chr11,606265,606609,2,"1,3",1,0,1
chr11,695657,695787,2,"2,3",0,1,1
chr11,695787,696021,3,"1,2,3",1,1,1
chr11,696021,696084,2,"1,3",1,0,1
chr11,809658,809712,2,"1,3",1,0,1
chr11,809712,810002,3,"1,2,3",1,1,1
chr11,810002,810076,2,"2,3",0,1,1
chr11,833237,833601,2,"2,3",0,1,1
chr11,925780,926144,2,"2,3",0,1,1
chr11,1559129,1559493,2,"2,3",0,1,1
chr11,1693988,1694352,2,"2,3",0,1,1
chr11,1772537,1772579,2,"2,3",0,1,1
chr11,1772579,1772901,3,"1,2,3",1,1,1
chr11,1772901,1772923,2,"1,3",1,0,1
chr11,1834118,1834482,2,"2,3",0,1,1
chr11,2390916,2391227,2,"2,3",0,1,1
chr11,2400331,2400879,2,"1,3",1,0,1
chr11,2700026,2700370,2,"1,3",1,0,1
chr11,2933526,2933870,2,"1,3",1,0,1
chr11,3797497,3797861,2,"2,3",0,1,1
chr11,4094609,4094973,2,"2,3",0,1,1
chr11,6234520,6234726,2,"2,3",0,1,1
chr11,6234726,6234854,3,"1,2,3",1,1,1
chr11,6234854,6235070,2,"1,3",1,0,1
chr11,6390153,6390497,2,"1,3",1,0,1
chr11,6603514,6603858,2,"1,3",1,0,1
chr11,9460599,9460806,2,"2,3",0,1,1
chr11,9460806,9460963,3,"1,2,3",1,1,1
chr11,9460963,9461150,2,"1,3",1,0,1
chr11,9573171,9573422,2,"1,3",1,0,1
chr11,9573422,9573715,3,"1,2,3",1,1,1
chr11,9573715,9573786,2,"2,3",0,1,1
chr11,9614008,9614372,2,"2,3",0,1,1
chr11,10751059,10751423,2,"2,3",0,1,1
chr11,12066114,12066458,2,"1,3",1,0,1
chr11,12090733,12091097,2,"2,3",0,1,1
chr11,12378024,12378388,2,"2,3",0,1,1
chr11,12674023,12674387,2,"2,3",0,1,1
chr11,12964162,12964506,2,"1,3",1,0,1
chr11,13277252,13277362,2,"2,3",0,1,1
chr11,13277362,13277616,3,"1,2,3",1,1,1
chr11,13277616,13277706,2,"1,3",1,0,1
chr11,13277902,13278266,2,"2,3",0,1,1
chr11,13668238,13668308,2,"2,3",0,1,1
chr11,13668308,13668652,3,"1,2,3",1,1,1
chr11,13668652,13668803,2,"2,3",0,1,1
chr11,15650094,15650148,2,"1,3",1,0,1
chr11,15650148,15650438,3,"1,2,3",1,1,1
chr11,15650438,15650512,2,"2,3",0,1,1
chr11,17077334,17077489,2,"2,3",0,1,1
chr11,17077489,17078044,3,"1,2,3",1,1,1
chr11,17078044,17078186,2,"2,3",0,1,1
chr11,17207843,17207893,2,"1,3",1,0,1
chr11,17207893,17208257,3,"1,2,3",1,1,1
chr11,17208257,17208395,2,"1,3",1,0,1
chr11,17389405,17389415,2,"2,3",0,1,1
chr11,17389415,17389759,3,"1,2,3",1,1,1
chr11,17389759,17389769,2,"2,3",0,1,1
chr11,18012876,18013240,2,"2,3",0,1,1
chr11,18322097,18322141,2,"1,3",1,0,1
chr11,18322141,18322505,3,"1,2,3",1,1,1
chr11,18322505,18322640,2,"1,3",1,0,1
chr11,18394369,18394480,2,"1,3",1,0,1
chr11,18394480,18394596,3,"1,2,3",1,1,1
chr11,18394596,18394713,2,"1,3",1,0,1
chr11,18526684,18527028,2,"1,3",1,0,1
chr11,18588498,18588842,2,"1,3",1,0,1
chr11,20387283,20387305,2,"1,3",1,0,1
chr11,20387305,20387627,3,"1,2,3",1,1,1
chr11,20387627,20387669,2,"2,3",0,1,1
chr11,22829863,22830169,2,"1,3",1,0,1
chr11,27362954,27363500,2,"1,3",1,0,1
chr11,27506446,27507015,2,"2,3",0,1,1
chr11,28108151,28108515,2,"2,3",0,1,1
chr11,32583558,32584123,2,"2,3",0,1,1
chr11,32829686,32830050,2,"2,3",0,1,1
chr11,33257893,33258457,2,"2,3",0,1,1
chr11,33700713,33701057,2,"1,3",1,0,1
chr11,33736296,33736332,2,"1,3",1,0,1
chr11,33736332,33736640,3,"1,2,3",1,1,1
chr11,33736640,33736696,2,"2,3",0,1,1
chr11,34051404,34051768,2,"2,3",0,1,1
chr11,34052333,34052565,2,"1,3",1,0,1
chr11,34105337,34105681,2,"1,3",1,0,1
chr11,34916163,34916527,2,"2,3",0,1,1
chr11,35364265,35364402,3,"1,2,3",1,1,1
chr11,36509945,36510000,2,"1,3",1,0,1
chr11,36510000,36510289,3,"1,2,3",1,1,1
chr11,36510289,36510364,2,"2,3",0,1,1
chr11,43311745,43311772,2,"1,3",1,0,1
chr11,43311772,43312089,3,"1,2,3",1,1,1
chr11,43312089,43312136,2,"2,3",0,1,1
chr11,43358816,43359180,2,"2,3",0,1,1
chr11,43880647,43881011,2,"2,3",0,1,1
chr11,45804132,45804496,2,"2,3",0,1,1
chr11,45804800,45804903,2,"2,3",0,1,1
chr11,45804903,45805164,3,"1,2,3",1,1,1
chr11,45805164,45805247,2,"1,3",1,0,1
chr11,45843134,45843160,2,"1,3",1,0,1
chr11,45843160,45843382,3,"1,2,3",1,1,1
chr11,45843382,45843524,2,"2,3",0,1,1
chr11,45847044,45847110,2,"2,3",0,1,1
chr11,45847110,45847408,3,"1,2,3",1,1,1
chr11,45847408,45847653,2,"1,3",1,0,1
chr11,45917869,45918233,2,"2,3",0,1,1
chr11,45922230,45922777,2,"1,3",1,0,1
chr11,46120879,46121243,2,"2,3",0,1,1
chr11,46122138,46122429,2,"2,3",0,1,1
chr11,46243224,46243318,2,"2,3",0,1,1
chr11,46243318,46243588,3,"1,2,3",1,1,1
chr11,46243588,46243662,2,"1,3",1,0,1
chr11,46339051,46339415,2,"2,3",0,1,1
chr11,46593858,46594202,2,"1,3",1,0,1
chr11,46617120,46617324,2,"2,3",0,1,1
chr11,46617324,46617484,3,"1,2,3",1,1,1
chr11,46617484,46617668,2,"1,3",1,0,1
chr11,46700645,46700648,2,"2,3",0,1,1
chr11,46700648,46700992,3,"1,2,3",1,1,1
chr11,46700992,46701009,2,"2,3",0,1,1
chr11,46845800,46846164,2,"2,3",0,1,1
chr11,46936515,46936529,2,"1,3",1,0,1
chr11,46936529,46936829,3,"1,2,3",1,1,1
chr11,46936829,46937095,2,"2,3",0,1,1
chr11,47176856,47176857,2,"1,3",1,0,1
chr11,47176857,47177200,3,"1,2,3",1,1,1
chr11,47177200,47177221,2,"2,3",0,1,1
chr11,47185226,47185520,2,"1,3",1,0,1
chr11,47214849,47214874,2,"2,3",0,1,1
chr11,47214874,47214977,3,"1,2,3",1,1,1
chr11,47214977,47215004,2,"1,3",1,0,1
chr11,47248716,47248778,2,"1,3",1,0,1
chr11,47248778,47249060,3,"1,2,3",1,1,1
chr11,47249060,47249142,2,"2,3",0,1,1
chr11,47269872,47270236,2,"2,3",0,1,1
chr11,47355336,47355403,2,"1,3",1,0,1
chr11,47355403,47355680,3,"1,2,3",1,1,1
chr11,47355680,47355767,2,"2,3",0,1,1
chr11,47408164,47408528,2,"2,3",0,1,1
chr11,47426437,47426801,2,"2,3",0,1,1
chr11,47552969,47553061,2,"2,3",0,1,1
chr11,47553061,47553295,3,"1,2,3",1,1,1
chr11,47553295,47553382,2,"2,3",0,1,1
chr11,47565401,47565765,2,"2,3",0,1,1
chr11,47578738,47578779,2,"2,3",0,1,1
chr11,47578779,47579102,3,"1,2,3",1,1,1
chr11,47579102,47579123,2,"1,3",1,0,1
chr11,47848193,47848214,2,"2,3",0,1,1
chr11,47848214,47848557,3,"1,2,3",1,1,1
chr11,47848557,47848558,2,"1,3",1,0,1
chr11,57657402,57657413,2,"2,3",0,1,1
chr11,57657413,57657757,3,"1,2,3",1,1,1
chr11,57657757,57657766,2,"2,3",0,1,1
chr11,57667657,57667801,2,"1,3",1,0,1
chr11,57667801,57667900,3,"1,2,3",1,1,1
chr11,57667900,57668001,2,"1,3",1,0,1
chr11,57712009,57712373,2,"2,3",0,1,1
chr11,59171904,59172226,2,"1,3",1,0,1
chr11,59615719,59615761,2,"2,3",0,1,1
chr11,59615761,59616105,3,"1,2,3",1,1,1
chr11,59616105,59616283,2,"2,3",0,1,1
chr11,59755392,59755584,2,"2,3",0,1,1
chr11,59755584,59755756,3,"1,2,3",1,1,1
chr11,59755756,59755928,2,"1,3",1,0,1
chr11,59756969,59757168,2,"2,3",0,1,1
chr11,59810598,59810962,2,"2,3",0,1,1
chr11,60841916,60841938,2,"1,3",1,0,1
chr11,60841938,60842151,3,"1,2,3",1,1,1
chr11,60842151,60842434,2,"2,3",0,1,1
chr11,60924328,60924692,2,"2,3",0,1,1
chr11,61129821,61129890,2,"2,3",0,1,1
chr11,61129890,61130185,3,"1,2,3",1,1,1
chr11,61130185,61130234,2,"1,3",1,0,1
chr11,61150308,61150567,2,"1,3",1,0,1
chr11,61294675,61295039,2,"2,3",0,1,1
chr11,61332991,61333038,2,"2,3",0,1,1
chr11,61333038,61333355,3,"1,2,3",1,1,1
chr11,61333355,61333382,2,"1,3",1,0,1
chr11,61361788,61362152,2,"2,3",0,1,1
chr11,61392539,61392903,2,"2,3",0,1,1
chr11,61429760,61429772,2,"1,3",1,0,1
chr11,61429772,61430104,3,"1,2,3",1,1,1
chr11,61430104,61430136,2,"2,3",0,1,1
chr11,61488783,61488890,2,"2,3",0,1,1
chr11,61488890,61489147,3,"1,2,3",1,1,1
chr11,61489147,61489234,2,"1,3",1,0,1
chr11,61513369,61513444,2,"2,3",0,1,1
chr11,61513444,61513788,3,"1,2,3",1,1,1
chr11,61513788,61513912,2,"2,3",0,1,1
chr11,61581284,61581332,2,"2,3",0,1,1
chr11,61581332,61581648,3,"1,2,3",1,1,1
chr11,61581648,61581676,2,"1,3",1,0,1
chr11,61595416,61595780,2,"2,3",0,1,1
chr11,61792303,61792667,2,"2,3",0,1,1
chr11,61891048,61891412,2,"2,3",0,1,1
chr11,61891671,61892015,2,"1,3",1,0,1
chr11,61899068,61899071,2,"1,3",1,0,1
chr11,61899071,61899412,3,"1,2,3",1,1,1
chr11,61899412,61899622,2,"2,3",0,1,1
chr11,61967594,61967714,2,"1,3",1,0,1
chr11,61967714,61967835,3,"1,2,3",1,1,1
chr11,61967835,61967938,2,"1,3",1,0,1
chr11,61971768,61972112,2,"1,3",1,0,1
chr11,62424755,62425119,2,"2,3",0,1,1
chr11,62456556,62456920,2,"2,3",0,1,1
chr11,62542759,62542762,2,"2,3",0,1,1
chr11,62542762,62543071,3,"1,2,3",1,1,1
chr11,62545564,62545759,2,"2,3",0,1,1
chr11,62545759,62545927,3,"1,2,3",1,1,1
chr11,62545927,62545930,2,"1,3",1,0,1
chr11,62546579,62546943,2,"2,3",0,1,1
chr11,62553189,62553218,2,"1,3",1,0,1
chr11,62553218,62553533,3,"1,2,3",1,1,1
chr11,62553533,62553582,2,"2,3",0,1,1
chr11,62556170,62556505,2,"2,3",0,1,1
chr11,62560581,62560648,2,"1,3",1,0,1
chr11,62560648,62560925,3,"1,2,3",1,1,1
chr11,62560925,62561012,2,"2,3",0,1,1
chr11,62573735,62573757,2,"2,3",0,1,1
chr11,62573757,62574101,3,"1,2,3",1,1,1
chr11,62574101,62574298,2,"2,3",0,1,1
chr11,62591414,62591423,2,"2,3",0,1,1
chr11,62591423,62591778,3,"1,2,3",1,1,1
chr11,62591778,62591976,2,"1,3",1,0,1
chr11,62599196,62599468,3,"1,2,3",1,1,1
chr11,62599468,62599491,2,"2,3",0,1,1
chr11,62601558,62601572,2,"2,3",0,1,1
chr11,62601572,62601916,3,"1,2,3",1,1,1
chr11,62601916,62602123,2,"2,3",0,1,1
chr11,62621898,62621923,2,"2,3",0,1,1
chr11,62621923,62622267,3,"1,2,3",1,1,1
chr11,62622267,62622441,2,"2,3",0,1,1
chr11,62646387,62646731,2,"1,3",1,0,1
chr11,62653375,62653739,2,"2,3",0,1,1
chr11,62665106,62665450,2,"1,3",1,0,1
chr11,62678863,62679207,2,"1,3",1,0,1
chr11,62706242,62706586,2,"1,3",1,0,1
chr11,62727150,62727353,2,"2,3",0,1,1
chr11,62727353,62727697,3,"1,2,3",1,1,1
chr11,62727697,62727716,2,"2,3",0,1,1
chr11,62753905,62753919,2,"1,3",1,0,1
chr11,62753919,62754249,3,"1,2,3",1,1,1
chr11,62754249,62754283,2,"2,3",0,1,1
chr11,62771550,62771605,2,"1,3",1,0,1
chr11,62771605,62771671,3,"1,2,3",1,1,1
chr11,62771671,62771756,2,"2,3",0,1,1
chr11,62787188,62787242,2,"1,3",1,0,1
chr11,62787242,62787532,3,"1,2,3",1,1,1
chr11,62787532,62787606,2,"2,3",0,1,1
chr11,62805271,62805354,2,"2,3",0,1,1
chr11,62805354,62805698,3,"1,2,3",1,1,1
chr11,62805698,62805834,2,"2,3",0,1,1
chr11,62832053,62832417,2,"2,3",0,1,1
chr11,62841507,62841517,2,"1,3",1,0,1
chr11,62841517,62841851,3,"1,2,3",1,1,1
chr11,62841851,62841881,2,"2,3",0,1,1
chr11,62909339,62909703,2,"2,3",0,1,1
chr11,63671462,63671474,2,"1,3",1,0,1
chr11,63671474,63671806,3,"1,2,3",1,1,1
chr11,63671806,63671838,2,"2,3",0,1,1
chr11,63681295,63681659,2,"2,3",0,1,1
chr11,63813099,63813463,2,"2,3",0,1,1
chr11,63838658,63838718,2,"2,3",0,1,1
chr11,63838718,63839022,3,"1,2,3",1,1,1
chr11,63839022,63839062,2,"1,3",1,0,1
chr11,63888532,63888534,2,"1,3",1,0,1
chr11,63888534,63888898,3,"1,2,3",1,1,1
chr11,63888898,63888951,2,"1,3",1,0,1
chr11,63938573,63938712,2,"1,3",1,0,1
chr11,63938712,63938850,3,"1,2,3",1,1,1
chr11,63938850,63938917,2,"1,3",1,0,1
chr11,63974373,63974422,2,"1,3",1,0,1
chr11,63974422,63974611,3,"1,2,3",1,1,1
chr11,63974611,63974717,2,"1,3",1,0,1
chr11,63986173,63986249,2,"2,3",0,1,1
chr11,63986249,63986537,3,"1,2,3",1,1,1
chr11,63986537,63986793,2,"1,3",1,0,1
chr11,63999439,63999764,2,"1,3",1,0,1
chr11,64185305,64185595,2,"1,3",1,0,1
chr11,64185903,64185911,2,"2,3",0,1,1
chr11,64185911,64186255,3,"1,2,3",1,1,1
chr11,64186255,64186267,2,"2,3",0,1,1
chr11,64234300,64234434,2,"2,3",0,1,1
chr11,64234869,64234889,2,"1,3",1,0,1
chr11,64234889,64235201,3,"1,2,3",1,1,1
chr11,64237568,64237893,2,"2,3",0,1,1
chr11,64240876,64241464,2,"2,3",0,1,1
chr11,64247277,64247633,2,"2,3",0,1,1
chr11,64269720,64269829,2,"1,3",1,0,1
chr11,64269829,64270267,3,"1,2,3",1,1,1
chr11,64270267,64270392,2,"2,3",0,1,1
chr11,64285204,64285568,2,"2,3",0,1,1
chr11,64305089,64305145,2,"1,3",1,0,1
chr11,64305145,64305433,3,"1,2,3",1,1,1
chr11,64305433,64305509,2,"2,3",0,1,1
chr11,64306072,64306446,2,"2,3",0,1,1
chr11,64317967,64318331,2,"2,3",0,1,1
chr11,64335100,64335118,2,"2,3",0,1,1
chr11,64335118,64335462,3,"1,2,3",1,1,1
chr11,64335462,64335464,2,"2,3",0,1,1
chr11,64342407,64342771,2,"2,3",0,1,1
chr11,64355106,64355126,2,"1,3",1,0,1
chr11,64355126,64355450,3,"1,2,3",1,1,1
chr11,64355450,64355490,2,"2,3",0,1,1
chr11,64359043,64359407,2,"2,3",0,1,1
chr11,64448829,64449173,2,"1,3",1,0,1
chr11,64723190,64723753,2,"1,3",1,0,1
chr11,64743364,64743708,2,"1,3",1,0,1
chr11,64778762,64778826,2,"1,3",1,0,1
chr11,64778826,64779055,3,"1,2,3",1,1,1
chr11,64779055,64779282,2,"1,3",1,0,1
chr11,64803359,64803487,2,"1,3",1,0,1
chr11,64803573,64803703,2,"1,3",1,0,1
chr11,64842985,64843329,2,"1,3",1,0,1
chr11,64844755,64845099,2,"1,3",1,0,1
chr11,64847149,64847474,3,"1,2,3",1,1,1
chr11,64847474,64847513,2,"2,3",0,1,1
chr11,64850987,64851241,2,"2,3",0,1,1
chr11,64854955,64854974,2,"1,3",1,0,1
chr11,64854974,64855299,3,"1,2,3",1,1,1
chr11,64855299,64855338,2,"2,3",0,1,1
chr11,64878635,64878979,2,"1,3",1,0,1
chr11,64887863,64887892,2,"2,3",0,1,1
chr11,64887892,64888227,3,"1,2,3",1,1,1
chr11,64888227,64888236,2,"1,3",1,0,1
chr11,64917063,64917206,2,"1,3",1,0,1
chr11,64917206,64917407,3,"1,2,3",1,1,1
chr11,64917407,64917570,2,"2,3",0,1,1
chr11,64924015,64924017,2,"2,3",0,1,1
chr11,64924017,64924320,3,"1,2,3",1,1,1
chr11,64924320,64924361,2,"1,3",1,0,1
chr11,64924479,64924843,2,"2,3",0,1,1
chr11,65013650,65014014,2,"2,3",0,1,1
chr11,65014174,65014518,2,"1,3",1,0,1
chr11,65027321,65027367,2,"2,3",0,1,1
chr11,65027367,65027711,3,"1,2,3",1,1,1
chr11,65027711,65027888,2,"2,3",0,1,1
chr11,65040822,65041166,2,"1,3",1,0,1
chr11,65041218,65041582,2,"2,3",0,1,1
chr11,65083911,65084023,2,"1,3",1,0,1
chr11,65084023,65084255,3,"1,2,3",1,1,1
chr11,65084255,65084387,2,"2,3",0,1,1
chr11,65095986,65096005,2,"1,3",1,0,1
chr11,65096005,65096315,3,"1,2,3",1,1,1
chr11,65096315,65096369,2,"2,3",0,1,1
chr11,65112517,65112791,2,"2,3",0,1,1
chr11,65117662,65117684,2,"2,3",0,1,1
chr11,65117684,65118026,3,"1,2,3",1,1,1
chr11,65118026,65118028,2,"1,3",1,0,1
chr11,65133367,65133573,2,"1,3",1,0,1
chr11,65134364,65134927,2,"2,3",0,1,1
chr11,65181120,65181683,2,"2,3",0,1,1
chr11,65183442,65183806,2,"2,3",0,1,1
chr11,65333559,65333923,2,"2,3",0,1,1
chr11,65382232,65382234,2,"2,3",0,1,1
chr11,65382234,65382578,3,"1,2,3",1,1,1
chr11,65382578,65382596,2,"2,3",0,1,1
chr11,65386425,65386753,2,"2,3",0,1,1
chr11,65416386,65416641,3,"1,2,3",1,1,1
chr11,65416641,65416644,2,"1,3",1,0,1
chr11,65418742,65418758,2,"1,3",1,0,1
chr11,65418758,65418992,3,"1,2,3",1,1,1
chr11,65418992,65419004,2,"1,3",1,0,1
chr11,65419004,65419104,3,"1,2,3",1,1,1
chr11,65419104,65419287,2,"1,3",1,0,1
chr11,65420001,65420258,3,"1,2,3",1,1,1
chr11,65420258,65420269,2,"2,3",0,1,1
chr11,65422727,65422869,3,"1,2,3",1,1,1
chr11,65422869,65422900,2,"2,3",0,1,1
chr11,65477276,65477437,2,"2,3",0,1,1
chr11,65477437,65477781,3,"1,2,3",1,1,1
chr11,65477781,65477845,2,"2,3",0,1,1
chr11,65487460,65487490,2,"2,3",0,1,1
chr11,65487490,65487824,3,"1,2,3",1,1,1
chr11,65487824,65487834,2,"1,3",1,0,1
chr11,65491762,65491767,2,"2,3",0,1,1
chr11,65491767,65492111,3,"1,2,3",1,1,1
chr11,65492111,65492126,2,"2,3",0,1,1
chr11,65497345,65497425,2,"2,3",0,1,1
chr11,65497425,65497769,3,"1,2,3",1,1,1
chr11,65497769,65497914,2,"2,3",0,1,1
chr11,65525135,65525499,2,"2,3",0,1,1
