chrom,start,end,num,list,ENCFF033EDJ_CEBPB_sorted.bed,ENCFF189ZQR_CEBPB_sorted.bed,ENCFF569UZW_CEBPB_sorted.bed,ENCFF787GDS_CEBPB_sorted.bed,ENCFF838RSB_CEBPB_sorted.bed,ENCFF993SCW_CEBPB_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr11,130003318,130003350,2,"5,7",0,0,0,0,1,0,1
chr11,130314938,130314940,2,"1,7",1,0,0,0,0,0,1
chr11,130314940,130314943,3,"1,2,7",1,1,0,0,0,0,1
chr11,130314943,130314949,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,130314949,130314953,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr11,130314953,130315008,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr11,130315008,130315102,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr11,130315102,130315135,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr11,134253080,134253342,2,"5,7",0,0,0,0,1,0,1
chr12,591539,591883,2,"3,7",0,0,1,0,0,0,1
chr12,2812429,2812494,2,"2,7",0,1,0,0,0,0,1
chr12,2812494,2812546,3,"2,6,7",0,1,0,0,0,1,1
chr12,2812546,2812794,4,"1,2,6,7",1,1,0,0,0,1,1
chr12,2812794,2812796,3,"1,2,7",1,1,0,0,0,0,1
chr12,2812796,2812941,2,"2,7",0,1,0,0,0,0,1
chr12,4538374,4538548,2,"2,7",0,1,0,0,0,0,1
chr12,4538652,4538835,2,"2,7",0,1,0,0,0,0,1
chr12,6383845,6383888,2,"2,7",0,1,0,0,0,0,1
chr12,6383888,6383983,3,"2,5,7",0,1,0,0,1,0,1
chr12,6383983,6383984,4,"2,4,5,7",0,1,0,1,1,0,1
chr12,6383984,6383999,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,6383999,6384209,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,6384209,6384223,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,6384223,6384225,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,6384225,6384229,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,6384229,6384311,3,"2,5,7",0,1,0,0,1,0,1
chr12,6384311,6384335,2,"5,7",0,0,0,0,1,0,1
chr12,6470556,6470575,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,6470575,6470591,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,6470591,6470631,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,6470631,6470719,3,"2,5,7",0,1,0,0,1,0,1
chr12,6470719,6470931,2,"2,7",0,1,0,0,0,0,1
chr12,6493382,6493472,2,"5,7",0,0,0,0,1,0,1
chr12,6493714,6493882,2,"5,7",0,0,0,0,1,0,1
chr12,6663313,6663362,2,"2,7",0,1,0,0,0,0,1
chr12,6663362,6663371,3,"2,3,7",0,1,1,0,0,0,1
chr12,6663371,6663378,4,"2,3,4,7",0,1,1,1,0,0,1
chr12,6663378,6663396,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr12,6663396,6663416,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,6663416,6663540,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,6723786,6724339,2,"3,7",0,0,1,0,0,0,1
chr12,6890934,6891027,3,"2,5,7",0,1,0,0,1,0,1
chr12,6891027,6891037,4,"2,5,6,7",0,1,0,0,1,1,1
chr12,6891037,6891056,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,6891056,6891121,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,6891121,6891250,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,6891250,6891308,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,6891308,6891325,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,6891325,6891358,4,"2,5,6,7",0,1,0,0,1,1,1
chr12,6891358,6891444,3,"2,5,7",0,1,0,0,1,0,1
chr12,6891444,6891447,2,"2,7",0,1,0,0,0,0,1
chr12,6904633,6904834,5,"1,3,5,6,7",1,0,1,0,1,1,1
chr12,6904834,6904846,4,"3,5,6,7",0,0,1,0,1,1,1
chr12,6904846,6904885,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,6904885,6904901,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,6904901,6904943,3,"2,5,7",0,1,0,0,1,0,1
chr12,6943835,6944047,2,"3,7",0,0,1,0,0,0,1
chr12,6944474,6944724,2,"1,7",1,0,0,0,0,0,1
chr12,6962234,6962272,2,"3,7",0,0,1,0,0,0,1
chr12,6962272,6962291,3,"1,3,7",1,0,1,0,0,0,1
chr12,6970649,6970660,2,"2,7",0,1,0,0,0,0,1
chr12,6970660,6970731,3,"2,5,7",0,1,0,0,1,0,1
chr12,6970731,6970740,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,6970740,6970773,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,6970773,6971020,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,8081935,8082074,2,"5,7",0,0,0,0,1,0,1
chr12,8082074,8082093,3,"4,5,7",0,0,0,1,1,0,1
chr12,8082093,8082101,4,"2,4,5,7",0,1,0,1,1,0,1
chr12,8082101,8082103,5,"1,2,4,5,7",1,1,0,1,1,0,1
chr12,8082103,8082115,6,"1,2,4,5,6,7",1,1,0,1,1,1,1
chr12,8082115,8082251,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,8082251,8082291,6,"1,2,4,5,6,7",1,1,0,1,1,1,1
chr12,8082291,8082314,4,"2,4,5,7",0,1,0,1,1,0,1
chr12,8082314,8082523,3,"2,5,7",0,1,0,0,1,0,1
chr12,12356922,12356933,2,"6,7",0,0,0,0,0,1,1
chr12,12356933,12357183,3,"1,6,7",1,0,0,0,0,1,1
chr12,12357183,12357222,2,"6,7",0,0,0,0,0,1,1
chr12,12611557,12611613,2,"3,7",0,0,1,0,0,0,1
chr12,12611613,12611863,3,"1,3,7",1,0,1,0,0,0,1
chr12,12611863,12611901,2,"3,7",0,0,1,0,0,0,1
chr12,12725048,12725064,3,"2,5,7",0,1,0,0,1,0,1
chr12,12725064,12725073,4,"2,4,5,7",0,1,0,1,1,0,1
chr12,12725073,12725076,5,"2,4,5,6,7",0,1,0,1,1,1,1
chr12,12725076,12725078,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,12725078,12725255,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,12725255,12725272,6,"1,2,4,5,6,7",1,1,0,1,1,1,1
chr12,12725272,12725275,5,"2,4,5,6,7",0,1,0,1,1,1,1
chr12,12725275,12725304,4,"2,4,5,7",0,1,0,1,1,0,1
chr12,12725304,12725312,3,"2,5,7",0,1,0,0,1,0,1
chr12,12725312,12725613,2,"5,7",0,0,0,0,1,0,1
chr12,12725640,12725651,2,"3,7",0,0,1,0,0,0,1
chr12,12725651,12725714,3,"3,6,7",0,0,1,0,0,1,1
chr12,12725714,12725951,4,"1,3,6,7",1,0,1,0,0,1,1
chr12,12725951,12725964,3,"1,3,7",1,0,1,0,0,0,1
chr12,12725964,12725984,2,"3,7",0,0,1,0,0,0,1
chr12,12813120,12813365,3,"1,6,7",1,0,0,0,0,1,1
chr12,12813365,12813380,2,"6,7",0,0,0,0,0,1,1
chr12,14257601,14257612,2,"4,7",0,0,0,1,0,0,1
chr12,14257612,14257629,3,"3,4,7",0,0,1,1,0,0,1
chr12,14257629,14257631,4,"3,4,6,7",0,0,1,1,0,1,1
chr12,14257631,14257785,5,"1,3,4,6,7",1,0,1,1,0,1,1
chr12,14257785,14257803,3,"3,4,7",0,0,1,1,0,0,1
chr12,14257803,14257841,2,"4,7",0,0,0,1,0,0,1
chr12,14257921,14257958,2,"2,7",0,1,0,0,0,0,1
chr12,14257958,14258076,3,"2,5,7",0,1,0,0,1,0,1
chr12,14258076,14258084,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,14258084,14258114,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr12,14258114,14258117,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,14258117,14258200,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,21351016,21351317,2,"3,7",0,0,1,0,0,0,1
chr12,21437987,21437994,2,"5,7",0,0,0,0,1,0,1
chr12,22624968,22625183,4,"1,2,6,7",1,1,0,0,0,1,1
chr12,22625183,22625202,3,"2,6,7",0,1,0,0,0,1,1
chr12,22625202,22625233,2,"2,7",0,1,0,0,0,0,1
chr12,24948977,24948993,2,"2,7",0,1,0,0,0,0,1
chr12,24948993,24949021,3,"2,5,7",0,1,0,0,1,0,1
chr12,24949021,24949030,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,24949030,24949031,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,24949031,24949038,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,24949038,24949236,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,24949236,24949251,6,"1,2,4,5,6,7",1,1,0,1,1,1,1
chr12,24949251,24949253,5,"1,2,4,5,7",1,1,0,1,1,0,1
chr12,24949253,24949271,4,"2,4,5,7",0,1,0,1,1,0,1
chr12,24949271,24949319,3,"2,5,7",0,1,0,0,1,0,1
chr12,25386035,25386129,3,"2,5,7",0,1,0,0,1,0,1
chr12,25386129,25386161,4,"2,5,6,7",0,1,0,0,1,1,1
chr12,25386161,25386179,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,25386179,25386223,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,25386223,25386419,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,25386419,25386467,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,25386467,25386476,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,26274568,26274574,2,"2,7",0,1,0,0,0,0,1
chr12,26274574,26274711,3,"2,5,7",0,1,0,0,1,0,1
chr12,26274711,26274775,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,26274775,26274792,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr12,26274792,26274793,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,26274793,26275008,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,26275008,26275015,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,26275015,26275024,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,26275024,26275041,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,26275041,26275101,3,"2,5,7",0,1,0,0,1,0,1
chr12,27014306,27014335,2,"2,7",0,1,0,0,0,0,1
chr12,27014335,27014391,3,"2,5,7",0,1,0,0,1,0,1
chr12,27014391,27014405,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,27014405,27014455,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,27014455,27014636,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,27243972,27244056,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,27244056,27244082,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,27244082,27244093,4,"2,5,6,7",0,1,0,0,1,1,1
chr12,27244093,27244121,3,"2,5,7",0,1,0,0,1,0,1
chr12,27244121,27244393,2,"5,7",0,0,0,0,1,0,1
chr12,28130647,28130696,2,"2,7",0,1,0,0,0,0,1
chr12,28130696,28130750,3,"2,3,7",0,1,1,0,0,0,1
chr12,28130750,28130780,4,"1,2,3,7",1,1,1,0,0,0,1
chr12,28130780,28131000,5,"1,2,3,6,7",1,1,1,0,0,1,1
chr12,28131000,28131023,4,"2,3,6,7",0,1,1,0,0,1,1
chr12,28190712,28190785,2,"5,7",0,0,0,0,1,0,1
chr12,28190785,28190808,3,"3,5,7",0,0,1,0,1,0,1
chr12,28190808,28190809,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,28190809,28190819,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,28190819,28190842,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,28190842,28191001,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,28243038,28243382,2,"3,7",0,0,1,0,0,0,1
chr12,29381222,29381463,2,"1,7",1,0,0,0,0,0,1
chr12,30755070,30755320,2,"1,7",1,0,0,0,0,0,1
chr12,31715216,31715365,2,"5,7",0,0,0,0,1,0,1
chr12,31729081,31729425,2,"3,7",0,0,1,0,0,0,1
chr12,31749226,31749238,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,31749238,31749354,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr12,31749354,31749395,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,31749395,31749572,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,31749572,31749576,6,"1,2,3,4,5,7",1,1,1,1,1,0,1
chr12,31749576,31749578,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr12,31749578,31749639,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,31749639,31749655,3,"2,5,7",0,1,0,0,1,0,1
chr12,32005521,32005591,2,"6,7",0,0,0,0,0,1,1
chr12,32005591,32005770,3,"3,6,7",0,0,1,0,0,1,1
chr12,32005770,32005821,2,"6,7",0,0,0,0,0,1,1
chr12,32679384,32679838,2,"2,7",0,1,0,0,0,0,1
chr12,34022164,34022168,2,"3,7",0,0,1,0,0,0,1
chr12,34022168,34022193,3,"3,6,7",0,0,1,0,0,1,1
chr12,34022193,34022443,4,"1,3,6,7",1,0,1,0,0,1,1
chr12,34022443,34022468,3,"3,6,7",0,0,1,0,0,1,1
chr12,34022468,34022504,2,"3,7",0,0,1,0,0,0,1
chr12,43758689,43758707,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,43758707,43758957,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,43758957,43758962,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,43758962,43759032,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,43759032,43759048,3,"2,5,7",0,1,0,0,1,0,1
chr12,43759048,43759089,2,"2,7",0,1,0,0,0,0,1
chr12,45727480,45727510,2,"6,7",0,0,0,0,0,1,1
chr12,45727510,45727526,3,"1,6,7",1,0,0,0,0,1,1
chr12,45727526,45727703,4,"1,3,6,7",1,0,1,0,0,1,1
chr12,45727703,45727735,5,"1,2,3,6,7",1,1,1,0,0,1,1
chr12,45727735,45727760,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,45727760,45727780,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,45727780,45727922,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,47079467,47079665,2,"2,7",0,1,0,0,0,0,1
chr12,47215452,47215566,4,"1,2,6,7",1,1,0,0,0,1,1
chr12,47215566,47215671,3,"2,6,7",0,1,0,0,0,1,1
chr12,47215671,47215809,2,"2,7",0,1,0,0,0,0,1
chr12,48351000,48351018,2,"2,7",0,1,0,0,0,0,1
chr12,48351018,48351143,3,"2,5,7",0,1,0,0,1,0,1
chr12,48351143,48351154,4,"2,5,6,7",0,1,0,0,1,1,1
chr12,48351154,48351164,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,48351164,48351169,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,48351169,48351373,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,48865619,48865801,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,48865801,48865837,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,48865837,48865870,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,48865870,48865947,3,"2,5,7",0,1,0,0,1,0,1
chr12,48865947,48866043,2,"2,7",0,1,0,0,0,0,1
chr12,48887065,48887143,3,"2,5,7",0,1,0,0,1,0,1
chr12,48887143,48887170,2,"5,7",0,0,0,0,1,0,1
chr12,49069592,49069776,5,"1,2,3,6,7",1,1,1,0,0,1,1
chr12,49069776,49069812,4,"2,3,6,7",0,1,1,0,0,1,1
chr12,49069812,49069819,3,"2,6,7",0,1,0,0,0,1,1
chr12,49069819,49069931,2,"2,7",0,1,0,0,0,0,1
chr12,49092147,49092491,2,"3,7",0,0,1,0,0,0,1
chr12,49130273,49130550,2,"3,7",0,0,1,0,0,0,1
chr12,49188963,49189303,2,"2,7",0,1,0,0,0,0,1
chr12,49366799,49367143,2,"3,7",0,0,1,0,0,0,1
chr12,49869097,49869652,2,"3,7",0,0,1,0,0,0,1
chr12,50050497,50050537,2,"2,7",0,1,0,0,0,0,1
chr12,50050537,50050572,3,"2,5,7",0,1,0,0,1,0,1
chr12,50050572,50050596,4,"2,4,5,7",0,1,0,1,1,0,1
chr12,50050596,50050626,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr12,50050626,50050634,6,"1,2,3,4,5,7",1,1,1,1,1,0,1
chr12,50050634,50050719,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,50050719,50050735,6,"1,2,3,4,5,7",1,1,1,1,1,0,1
chr12,50050735,50050748,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr12,50050748,50050765,4,"2,3,4,7",0,1,1,1,0,0,1
chr12,50050765,50050772,3,"2,4,7",0,1,0,1,0,0,1
chr12,50050772,50050812,2,"4,7",0,0,0,1,0,0,1
chr12,50400621,50400859,2,"3,7",0,0,1,0,0,0,1
chr12,51048030,51048443,2,"3,7",0,0,1,0,0,0,1
chr12,53006024,53006207,2,"1,7",1,0,0,0,0,0,1
chr12,53006224,53006298,2,"5,7",0,0,0,0,1,0,1
chr12,53006298,53006316,3,"3,5,7",0,0,1,0,1,0,1
chr12,53006316,53006361,4,"3,5,6,7",0,0,1,0,1,1,1
chr12,53006361,53006567,5,"1,3,5,6,7",1,0,1,0,1,1,1
chr12,53054118,53054293,2,"5,7",0,0,0,0,1,0,1
chr12,53054293,53054543,3,"1,5,7",1,0,0,0,1,0,1
chr12,53054543,53054591,2,"5,7",0,0,0,0,1,0,1
chr12,53309841,53310024,5,"1,2,5,6,7",1,1,0,0,1,1,1
chr12,53310024,53310052,4,"2,5,6,7",0,1,0,0,1,1,1
chr12,53310052,53310140,3,"2,5,7",0,1,0,0,1,0,1
chr12,53310140,53310145,2,"2,7",0,1,0,0,0,0,1
chr12,53321396,53321740,2,"3,7",0,0,1,0,0,0,1
chr12,53441150,53441162,4,"2,4,5,7",0,1,0,1,1,0,1
chr12,53441162,53441181,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr12,53441181,53441195,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,53441195,53441284,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,53441284,53441299,6,"1,2,3,4,5,7",1,1,1,1,1,0,1
chr12,53441299,53441385,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr12,53441385,53441386,4,"2,4,5,7",0,1,0,1,1,0,1
chr12,53441386,53441527,3,"2,5,7",0,1,0,0,1,0,1
chr12,53441527,53441538,2,"2,7",0,1,0,0,0,0,1
chr12,53451740,53451810,3,"2,5,7",0,1,0,0,1,0,1
chr12,53451810,53451885,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,53451885,53451897,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr12,53451897,53451903,6,"1,2,3,4,5,7",1,1,1,1,1,0,1
chr12,53451903,53452093,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,53452093,53452098,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,53452098,53452125,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr12,53452125,53452154,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,53452154,53452192,3,"2,5,7",0,1,0,0,1,0,1
chr12,53452192,53452216,2,"2,7",0,1,0,0,0,0,1
chr12,53500714,53500754,2,"6,7",0,0,0,0,0,1,1
chr12,53500754,53501004,3,"1,6,7",1,0,0,0,0,1,1
chr12,53501004,53501014,2,"6,7",0,0,0,0,0,1,1
chr12,53938514,53938858,2,"3,7",0,0,1,0,0,0,1
chr12,53995325,53995400,3,"2,5,7",0,1,0,0,1,0,1
chr12,53995400,53995650,4,"1,2,5,7",1,1,0,0,1,0,1
chr12,53995650,53995761,3,"2,5,7",0,1,0,0,1,0,1
chr12,53995761,53995776,2,"2,7",0,1,0,0,0,0,1
chr12,54280018,54280197,2,"1,7",1,0,0,0,0,0,1
chr12,54280197,54280216,3,"1,2,7",1,1,0,0,0,0,1
chr12,54280216,54280227,3,"2,5,7",0,1,0,0,1,0,1
chr12,54280227,54280325,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,54280444,54280571,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,54280571,54280666,5,"1,2,5,6,7",1,1,0,0,1,1,1
chr12,54280666,54280674,4,"2,5,6,7",0,1,0,0,1,1,1
chr12,54280674,54280713,3,"2,5,7",0,1,0,0,1,0,1
chr12,54280713,54280716,2,"5,7",0,0,0,0,1,0,1
chr12,54295726,54295742,2,"5,7",0,0,0,0,1,0,1
chr12,54295742,54295776,3,"2,5,7",0,1,0,0,1,0,1
chr12,54295776,54295783,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,54295783,54295785,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,54295785,54296028,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,54296028,54296035,5,"1,2,5,6,7",1,1,0,0,1,1,1
chr12,54296035,54296070,4,"2,5,6,7",0,1,0,0,1,1,1
chr12,54296070,54296076,3,"2,6,7",0,1,0,0,0,1,1
chr12,54304261,54304458,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,54304458,54304485,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,54304485,54304517,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,54304517,54304579,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,54304579,54304642,3,"2,5,7",0,1,0,0,1,0,1
chr12,54304642,54304657,2,"2,7",0,1,0,0,0,0,1
chr12,54307107,54307152,2,"2,7",0,1,0,0,0,0,1
chr12,54307152,54307181,3,"2,5,7",0,1,0,0,1,0,1
chr12,54307181,54307208,4,"2,4,5,7",0,1,0,1,1,0,1
chr12,54307208,54307222,5,"2,4,5,6,7",0,1,0,1,1,1,1
chr12,54307222,54307225,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,54307225,54307408,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,54307408,54307410,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,54307410,54307413,5,"2,4,5,6,7",0,1,0,1,1,1,1
chr12,54307413,54307421,4,"2,4,5,7",0,1,0,1,1,0,1
chr12,54307421,54307425,3,"2,5,7",0,1,0,0,1,0,1
chr12,54324849,54324892,2,"3,7",0,0,1,0,0,0,1
chr12,54324892,54324909,3,"3,5,7",0,0,1,0,1,0,1
chr12,54324909,54324938,4,"3,5,6,7",0,0,1,0,1,1,1
chr12,54324938,54325188,5,"1,3,5,6,7",1,0,1,0,1,1,1
chr12,54325188,54325209,4,"3,5,6,7",0,0,1,0,1,1,1
chr12,54325209,54325294,3,"3,5,7",0,0,1,0,1,0,1
chr12,54359171,54359515,2,"3,7",0,0,1,0,0,0,1
chr12,54359738,54359802,2,"2,7",0,1,0,0,0,0,1
chr12,54497425,54497517,2,"2,7",0,1,0,0,0,0,1
chr12,54497517,54497529,3,"2,6,7",0,1,0,0,0,1,1
chr12,54497529,54497779,4,"1,2,6,7",1,1,0,0,0,1,1
chr12,54497779,54497817,3,"2,6,7",0,1,0,0,0,1,1
chr12,54497817,54497857,2,"2,7",0,1,0,0,0,0,1
chr12,55619676,55619696,3,"3,6,7",0,0,1,0,0,1,1
chr12,55619696,55619946,4,"1,3,6,7",1,0,1,0,0,1,1
chr12,55619946,55619976,3,"3,6,7",0,0,1,0,0,1,1
chr12,55619976,55619977,2,"3,7",0,0,1,0,0,0,1
chr12,55646170,55646185,3,"2,5,7",0,1,0,0,1,0,1
chr12,55646185,55646310,4,"2,5,6,7",0,1,0,0,1,1,1
chr12,55646310,55646314,3,"5,6,7",0,0,0,0,1,1,1
chr12,55646314,55646485,2,"6,7",0,0,0,0,0,1,1
chr12,55716097,55716106,2,"5,7",0,0,0,0,1,0,1
chr12,55716106,55716203,3,"2,5,7",0,1,0,0,1,0,1
chr12,55716203,55716214,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,55716330,55716508,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,55716508,55716539,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,55716539,55716547,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,55716547,55716593,3,"2,5,7",0,1,0,0,1,0,1
chr12,55817638,55817642,2,"5,7",0,0,0,0,1,0,1
chr12,55817642,55817719,3,"3,5,7",0,0,1,0,1,0,1
chr12,55817719,55817986,4,"3,5,6,7",0,0,1,0,1,1,1
chr12,55817986,55818019,3,"5,6,7",0,0,0,0,1,1,1
chr12,55818019,55818111,2,"5,7",0,0,0,0,1,0,1
chr12,55996799,55996944,4,"1,2,3,7",1,1,1,0,0,0,1
chr12,55996995,55997001,3,"2,3,7",0,1,1,0,0,0,1
chr12,55997001,55997289,2,"2,7",0,1,0,0,0,0,1
chr12,56041871,56041964,2,"3,7",0,0,1,0,0,0,1
chr12,56042054,56042215,2,"3,7",0,0,1,0,0,0,1
chr12,56116458,56116694,2,"1,7",1,0,0,0,0,0,1
chr12,56118017,56118361,2,"3,7",0,0,1,0,0,0,1
chr12,56126205,56126462,2,"3,7",0,0,1,0,0,0,1
chr12,56127852,56128031,2,"1,7",1,0,0,0,0,0,1
chr12,56128138,56128139,2,"6,7",0,0,0,0,0,1,1
chr12,56128139,56128382,3,"1,6,7",1,0,0,0,0,1,1
chr12,56158170,56158184,3,"4,5,7",0,0,0,1,1,0,1
chr12,56158184,56158189,4,"1,4,5,7",1,0,0,1,1,0,1
chr12,56158189,56158194,5,"1,3,4,5,7",1,0,1,1,1,0,1
chr12,56158194,56158195,6,"1,3,4,5,6,7",1,0,1,1,1,1,1
chr12,56158195,56158370,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr12,56158370,56158379,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr12,56158379,56158380,5,"3,4,5,6,7",0,0,1,1,1,1,1
chr12,56158380,56158382,4,"3,4,5,7",0,0,1,1,1,0,1
chr12,56158382,56158389,3,"3,5,7",0,0,1,0,1,0,1
chr12,56158389,56158493,2,"5,7",0,0,0,0,1,0,1
chr12,56221836,56222047,2,"6,7",0,0,0,0,0,1,1
chr12,56222047,56222129,3,"3,6,7",0,0,1,0,0,1,1
chr12,56222129,56222169,4,"1,3,6,7",1,0,1,0,0,1,1
chr12,56316164,56316209,2,"2,7",0,1,0,0,0,0,1
chr12,56316209,56316261,3,"2,5,7",0,1,0,0,1,0,1
chr12,56316261,56316278,4,"2,3,5,7",0,1,1,0,1,0,1
chr12,56316278,56316314,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr12,56316314,56316510,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr12,56360547,56360624,2,"2,7",0,1,0,0,0,0,1
chr12,56468377,56468699,2,"3,7",0,0,1,0,0,0,1
chr12,56725263,56725513,2,"1,7",1,0,0,0,0,0,1
chr12,56752165,56752465,2,"6,7",0,0,0,0,0,1,1
chr12,56988294,56988401,3,"2,5,7",0,1,0,0,1,0,1
chr12,56988401,56988429,4,"2,5,6,7",0,1,0,0,1,1,1
chr12,56988429,56988474,5,"1,2,5,6,7",1,1,0,0,1,1,1
chr12,56988474,56988644,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
