chrom,start,end,num,list,ENCFF042YRF_RAD21_sorted.bed,ENCFF128EFJ_RAD21_sorted.bed,ENCFF144YNR_RAD21_sorted.bed,ENCFF265WWW_RAD21_sorted.bed,ENCFF407MXA_RAD21_sorted.bed,ENCFF710DZU_RAD21_sorted.bed,ENCFF758ASL_RAD21_sorted.bed,ENCFF961ADY_RAD21_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr1,109398074,109398155,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,109398155,109398164,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr1,109398164,109398183,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,109398183,109398195,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr1,109398195,109398307,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr1,109484088,109484329,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,109493882,109493899,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,109493899,109493907,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr1,109493907,109493948,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,109493948,109493963,6,"1,2,4,6,7,9",1,1,0,1,0,1,1,0,1
chr1,109493963,109494093,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr1,109494093,109494103,6,"1,2,4,6,7,9",1,1,0,1,0,1,1,0,1
chr1,109494103,109494104,5,"1,2,4,7,9",1,1,0,1,0,0,1,0,1
chr1,109494104,109494111,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr1,109494111,109494176,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,109494176,109494218,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,109546381,109546528,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr1,109546528,109546547,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr1,109546547,109546556,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr1,109546556,109546557,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr1,109546557,109546577,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,109546577,109546579,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr1,109546579,109546583,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,109548393,109548609,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,109548662,109548796,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,109643390,109643399,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,109643399,109643414,4,"2,6,8,9",0,1,0,0,0,1,0,1,1
chr1,109643414,109643423,5,"2,3,6,8,9",0,1,1,0,0,1,0,1,1
chr1,109643423,109643424,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr1,109643424,109643587,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr1,109643587,109643602,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr1,109643602,109643605,7,"1,2,3,5,6,8,9",1,1,1,0,1,1,0,1,1
chr1,109643605,109643607,6,"1,2,3,6,8,9",1,1,1,0,0,1,0,1,1
chr1,109643607,109643619,5,"2,3,6,8,9",0,1,1,0,0,1,0,1,1
chr1,109643619,109643634,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr1,109643634,109643653,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,109643653,109643656,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,109656240,109656430,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,109822231,109822412,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,109822412,109822720,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr1,109918207,109918341,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,109918341,109918346,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,109918346,109918351,4,"1,5,6,9",1,0,0,0,1,1,0,0,1
chr1,109918351,109918356,5,"1,4,5,6,9",1,0,0,1,1,1,0,0,1
chr1,109918356,109918464,6,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1
chr1,109918464,109918476,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,109918476,109918507,4,"1,4,5,9",1,0,0,1,1,0,0,0,1
chr1,109918507,109918525,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,109918525,109918531,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,109984433,109984467,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,109984467,109984474,6,"1,2,6,7,8,9",1,1,0,0,0,1,1,1,1
chr1,109984474,109984483,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr1,109984483,109984484,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr1,109984484,109984687,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr1,109984687,109984688,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr1,109984688,109984694,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr1,109984694,109984698,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr1,109984698,109984740,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,109984740,109984743,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr1,109984743,109984750,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,110338228,110338261,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,110338261,110338268,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr1,110338268,110338349,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr1,110338349,110338370,5,"2,4,6,7,9",0,1,0,1,0,1,1,0,1
chr1,110338370,110338505,6,"2,4,5,6,7,9",0,1,0,1,1,1,1,0,1
chr1,110338505,110338554,5,"2,5,6,7,9",0,1,0,0,1,1,1,0,1
chr1,110338554,110338592,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr1,110338592,110338597,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr1,110338597,110338788,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,110879988,110880270,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,110881032,110881314,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,110963769,110963823,3,"1,6,9",1,0,0,0,0,1,0,0,1
chr1,110963823,110964007,4,"1,5,6,9",1,0,0,0,1,1,0,0,1
chr1,110964007,110964043,3,"1,6,9",1,0,0,0,0,1,0,0,1
chr1,110964043,110964058,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,111481700,111481703,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,111481703,111481706,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,111481706,111481709,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr1,111481709,111481710,5,"1,2,7,8,9",1,1,0,0,0,0,1,1,1
chr1,111481710,111481723,6,"1,2,6,7,8,9",1,1,0,0,0,1,1,1,1
chr1,111481723,111481739,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr1,111481739,111481746,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr1,111481746,111481908,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr1,111481908,111481923,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr1,111481923,111481929,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr1,111481929,111481935,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr1,111481935,111481943,5,"1,2,3,6,9",1,1,1,0,0,1,0,0,1
chr1,111481943,111481944,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr1,111755526,111755530,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,111755530,111755562,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,111755562,111755569,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr1,111755569,111755589,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,111755589,111755592,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr1,111755592,111755744,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr1,111755744,111755748,6,"1,2,4,6,7,9",1,1,0,1,0,1,1,0,1
chr1,111755748,111755813,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,111755813,111755829,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr1,111755829,111755830,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,112369695,112369698,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,112369698,112369733,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,112369733,112369743,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr1,112369743,112369746,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr1,112369746,112369748,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr1,112369748,112369755,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr1,112369755,112369762,8,"2,3,4,5,6,7,8,9",0,1,1,1,1,1,1,1,1
chr1,112369762,112369937,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr1,112369937,112369953,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr1,112369953,112369955,6,"1,2,6,7,8,9",1,1,0,0,0,1,1,1,1
chr1,112369955,112369968,5,"2,6,7,8,9",0,1,0,0,0,1,1,1,1
chr1,112369968,112369982,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr1,112369982,112369983,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,112390857,112390858,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,112390858,112390882,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,112390882,112390889,4,"1,6,7,9",1,0,0,0,0,1,1,0,1
chr1,112390889,112390901,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,112390901,112390917,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr1,112390917,112390941,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr1,112390941,112390974,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr1,112390974,112391052,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr1,112391052,112391092,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr1,112391092,112391107,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr1,112391107,112391121,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr1,112391121,112391141,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,112391141,112391148,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr1,112391148,112391151,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,112466164,112466166,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,112466166,112466191,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,112466191,112466206,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr1,112466206,112466209,5,"1,2,6,8,9",1,1,0,0,0,1,0,1,1
chr1,112466209,112466218,6,"1,2,6,7,8,9",1,1,0,0,0,1,1,1,1
chr1,112466218,112466261,7,"1,2,5,6,7,8,9",1,1,0,0,1,1,1,1,1
chr1,112466261,112466311,8,"1,2,4,5,6,7,8,9",1,1,0,1,1,1,1,1,1
chr1,112466311,112466394,7,"1,2,5,6,7,8,9",1,1,0,0,1,1,1,1,1
chr1,112466394,112466402,6,"1,2,6,7,8,9",1,1,0,0,0,1,1,1,1
chr1,112466402,112466424,5,"1,2,6,8,9",1,1,0,0,0,1,0,1,1
chr1,112466424,112466426,4,"2,6,8,9",0,1,0,0,0,1,0,1,1
chr1,112466426,112466441,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,112466441,112466449,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,112619827,112619955,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,112700488,112700648,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,112700648,112700698,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,112700698,112700821,4,"2,5,6,9",0,1,0,0,1,1,0,0,1
chr1,112700821,112700828,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr1,112700828,112700882,4,"2,5,6,9",0,1,0,0,1,1,0,0,1
chr1,112700882,112701113,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,112705002,112705186,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,112707240,112707242,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,112707242,112707338,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,112707338,112707341,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr1,112707341,112707366,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,112707366,112707376,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr1,112707376,112707415,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr1,112707415,112707537,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr1,112707537,112707569,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr1,112707569,112707581,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr1,112716331,112716348,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,112716348,112716357,6,"1,2,4,6,7,9",1,1,0,1,0,1,1,0,1
chr1,112716357,112716396,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr1,112716396,112716405,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr1,112716405,112716471,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr1,112716471,112716474,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr1,112716474,112716555,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr1,112716555,112716558,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr1,112881016,112881025,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr1,112881025,112881046,6,"1,2,6,7,8,9",1,1,0,0,0,1,1,1,1
chr1,112881046,112881065,7,"1,2,5,6,7,8,9",1,1,0,0,1,1,1,1,1
chr1,112881065,112881223,8,"1,2,4,5,6,7,8,9",1,1,0,1,1,1,1,1,1
chr1,112881223,112881236,7,"1,2,5,6,7,8,9",1,1,0,0,1,1,1,1,1
chr1,112881236,112881245,6,"1,2,6,7,8,9",1,1,0,0,0,1,1,1,1
chr1,112881245,112881264,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,112881264,112881271,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr1,112955739,112955786,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,112955786,112955804,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,112955804,112955809,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr1,112955809,112955828,5,"1,2,5,6,9",1,1,0,0,1,1,0,0,1
chr1,112955828,112955956,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr1,112955956,112955993,5,"1,2,5,6,9",1,1,0,0,1,1,0,0,1
chr1,112955993,112956031,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr1,112956031,112956061,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,112956061,112956123,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,112956263,112956447,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,113072683,113072697,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,113072697,113072698,3,"4,7,9",0,0,0,1,0,0,1,0,1
chr1,113072698,113072715,4,"2,4,7,9",0,1,0,1,0,0,1,0,1
chr1,113072715,113072742,5,"2,4,5,7,9",0,1,0,1,1,0,1,0,1
chr1,113072742,113072826,6,"1,2,4,5,7,9",1,1,0,1,1,0,1,0,1
chr1,113072826,113072839,5,"1,2,4,7,9",1,1,0,1,0,0,1,0,1
chr1,113072839,113072855,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr1,113072855,113072932,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,113072932,113073061,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr1,113073061,113073073,6,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1
chr1,113073073,113073088,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,113073088,113073097,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,113073097,113073116,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,113073116,113073126,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,113073443,113073469,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,113073469,113073514,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,113073514,113073698,4,"2,5,6,9",0,1,0,0,1,1,0,0,1
chr1,113073698,113073769,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,113389942,113390254,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,113390391,113390755,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,113758942,113759278,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,113759693,113759758,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,113759861,113760017,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,113905094,113905111,2,"3,9",0,0,1,0,0,0,0,0,1
chr1,113905111,113905114,3,"1,3,9",1,0,1,0,0,0,0,0,1
chr1,113905114,113905120,4,"1,3,7,9",1,0,1,0,0,0,1,0,1
chr1,113905120,113905123,5,"1,3,6,7,9",1,0,1,0,0,1,1,0,1
chr1,113905123,113905154,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr1,113905154,113905166,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr1,113905166,113905314,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr1,113905314,113905335,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr1,113905335,113905358,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr1,113905358,113905374,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,113905374,113905390,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr1,113905390,113905405,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,113905405,113905408,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,113914272,113914285,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,113914285,113914469,4,"2,5,6,9",0,1,0,0,1,1,0,0,1
chr1,113914469,113914550,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,113914550,113914574,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,113929163,113929197,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,113929197,113929347,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,113929347,113929533,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,113929865,113929934,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,113929934,113929944,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,113929944,113929962,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr1,113929962,113930146,5,"2,5,6,7,9",0,1,0,0,1,1,1,0,1
chr1,113930146,113930189,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr1,113930189,113930270,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr1,113930270,113930308,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,114346539,114346541,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,114346541,114346542,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,114346542,114346545,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr1,114346545,114346584,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,114346584,114346585,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr1,114346585,114346599,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr1,114346599,114346620,8,"1,2,4,5,6,7,8,9",1,1,0,1,1,1,1,1,1
chr1,114346620,114346819,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr1,114346819,114346833,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr1,114346833,114346835,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr1,114346835,114346840,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr1,114346840,114346872,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,114346872,114346874,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr1,114581518,114581622,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,114581847,114581912,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,114716733,114716754,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,114716754,114717117,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,114717117,114717118,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,116372775,116373183,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,116499116,116499118,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,116499118,116499147,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr1,116499147,116499155,7,"1,2,3,4,6,7,9",1,1,1,1,0,1,1,0,1
chr1,116499155,116499220,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr1,116499220,116499277,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr1,116499277,116499315,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr1,116499315,116499317,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr1,116499317,116499338,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr1,116499338,116499348,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,116499348,116499359,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr1,116499359,116499361,3,"1,6,9",1,0,0,0,0,1,0,0,1
chr1,116504535,116504727,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,116570312,116570313,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr1,116570313,116570369,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,116570369,116570427,6,"1,2,4,6,7,9",1,1,0,1,0,1,1,0,1
chr1,116570427,116570499,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr1,116570499,116570525,6,"1,2,4,6,7,9",1,1,0,1,0,1,1,0,1
chr1,116570525,116570627,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,116687627,116687671,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,116687671,116687681,3,"1,6,9",1,0,0,0,0,1,0,0,1
chr1,116687681,116687713,4,"1,6,7,9",1,0,0,0,0,1,1,0,1
chr1,116687713,116687995,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,116687995,116688015,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr1,117059826,117059918,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,117059918,117060162,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,117060162,117060302,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,117366656,117366922,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,117605928,117605993,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,117605993,117606177,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr1,117606177,117606252,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,117606335,117606584,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,117612606,117612930,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,117928864,117929044,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr1,117929044,117929121,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,119140800,119140881,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,119613823,119613824,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,119613824,119613829,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,119613829,119613838,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr1,119613838,119613844,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr1,119613844,119613848,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr1,119613848,119613870,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr1,119613870,119613874,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr1,119613874,119614045,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr1,119614045,119614049,8,"1,2,3,4,6,7,8,9",1,1,1,1,0,1,1,1,1
chr1,119614049,119614054,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr1,119614054,119614064,6,"2,3,6,7,8,9",0,1,1,0,0,1,1,1,1
chr1,119614064,119614068,5,"2,6,7,8,9",0,1,0,0,0,1,1,1,1
chr1,119614068,119614082,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr1,119614082,119614087,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,120850631,120850742,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,120850742,120850923,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,120850923,120851015,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,120942209,120942545,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,121097172,121097324,3,"4,5,9",0,0,0,1,1,0,0,0,1
chr1,121097324,121097342,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,121097540,121097598,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,121097598,121097624,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,121097624,121097629,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,121097629,121097749,5,"1,2,5,6,9",1,1,0,0,1,1,0,0,1
chr1,121097749,121097782,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,121097782,121097783,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,121097783,121097892,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,143884973,143885072,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,143885072,143885208,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr1,143885208,143885275,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,144412537,144412580,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,144412580,144412901,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,144412901,144412964,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,144551782,144552118,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,145281116,145281144,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,145281144,145281480,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,145281480,145281528,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,145845499,145845524,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,145845524,145845539,4,"1,4,7,9",1,0,0,1,0,0,1,0,1
chr1,145845539,145845571,5,"1,4,6,7,9",1,0,0,1,0,1,1,0,1
chr1,145845571,145845588,6,"1,2,4,6,7,9",1,1,0,1,0,1,1,0,1
chr1,145845588,145845639,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr1,145845639,145845657,6,"1,2,4,6,7,9",1,1,0,1,0,1,1,0,1
