chrom,start,end,num,list,ENCFF395ESB_HDAC2_sorted.bed,ENCFF419CZB_HDAC2_sorted.bed,ENCFF465QDK_HDAC2_sorted.bed,ENCFF496MRB_HDAC2_sorted.bed,ENCFF595GCJ_HDAC2_sorted.bed,ENCFF663JQM_HDAC2_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr10,113541567,113541586,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,113541586,113541632,3,"2,3,7",0,1,1,0,0,0,1
chr10,113541632,113541681,2,"3,7",0,0,1,0,0,0,1
chr10,113679029,113679290,3,"1,5,7",1,0,0,0,1,0,1
chr10,113679290,113679296,2,"1,7",1,0,0,0,0,0,1
chr10,113854023,113854353,2,"1,7",1,0,0,0,0,0,1
chr10,113855118,113855448,2,"1,7",1,0,0,0,0,0,1
chr10,114173886,114173976,2,"3,7",0,0,1,0,0,0,1
chr10,114173976,114174302,3,"2,3,7",0,1,1,0,0,0,1
chr10,114174302,114174749,2,"2,7",0,1,0,0,0,0,1
chr10,114684883,114684915,3,"2,3,7",0,1,1,0,0,0,1
chr10,114684915,114684924,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,114684924,114685202,3,"1,2,7",1,1,0,0,0,0,1
chr10,114821505,114821825,2,"1,7",1,0,0,0,0,0,1
chr10,114938013,114938423,2,"2,7",0,1,0,0,0,0,1
chr10,116056848,116056907,2,"3,7",0,0,1,0,0,0,1
chr10,116056907,116056978,3,"3,4,7",0,0,1,1,0,0,1
chr10,116056978,116056979,4,"1,3,4,7",1,0,1,1,0,0,1
chr10,116056979,116057127,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr10,116057127,116057143,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,116057143,116057246,3,"2,3,7",0,1,1,0,0,0,1
chr10,116057246,116057328,2,"3,7",0,0,1,0,0,0,1
chr10,117175638,117175856,2,"2,7",0,1,0,0,0,0,1
chr10,117537603,117537858,2,"1,7",1,0,0,0,0,0,1
chr10,118046485,118047143,2,"2,7",0,1,0,0,0,0,1
chr10,119029307,119029637,2,"1,7",1,0,0,0,0,0,1
chr10,119103962,119104372,2,"2,7",0,1,0,0,0,0,1
chr10,119113799,119113895,2,"3,7",0,0,1,0,0,0,1
chr10,119113895,119113950,3,"1,3,7",1,0,1,0,0,0,1
chr10,119113950,119113977,4,"1,3,4,7",1,0,1,1,0,0,1
chr10,119113977,119114086,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr10,119165223,119165232,2,"2,7",0,1,0,0,0,0,1
chr10,119165232,119165243,3,"2,5,7",0,1,0,0,1,0,1
chr10,119165243,119165282,4,"1,2,5,7",1,1,0,0,1,0,1
chr10,119165282,119165568,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr10,119165568,119165762,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,119165762,119165778,3,"1,2,7",1,1,0,0,0,0,1
chr10,119165778,119165836,2,"2,7",0,1,0,0,0,0,1
chr10,119206348,119206368,2,"4,7",0,0,0,1,0,0,1
chr10,119206368,119206411,3,"2,4,7",0,1,0,1,0,0,1
chr10,119206411,119206501,4,"1,2,4,7",1,1,0,1,0,0,1
chr10,119206501,119206547,3,"1,4,7",1,0,0,1,0,0,1
chr10,119206547,119206568,2,"4,7",0,0,0,1,0,0,1
chr10,119206763,119207305,2,"1,7",1,0,0,0,0,0,1
chr10,119341300,119341314,2,"5,7",0,0,0,0,1,0,1
chr10,119341314,119341318,3,"1,5,7",1,0,0,0,1,0,1
chr10,119341318,119341326,4,"1,2,5,7",1,1,0,0,1,0,1
chr10,119341326,119341636,5,"1,2,5,6,7",1,1,0,0,1,1,1
chr10,119341636,119341644,4,"1,2,6,7",1,1,0,0,0,1,1
chr10,119341644,119341666,3,"2,6,7",0,1,0,0,0,1,1
chr10,119341666,119341728,2,"2,7",0,1,0,0,0,0,1
chr10,119498903,119498972,3,"1,3,7",1,0,1,0,0,0,1
chr10,119498972,119498976,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,119498976,119499163,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr10,119499163,119499196,4,"1,3,4,7",1,0,1,1,0,0,1
chr10,119499196,119499204,3,"1,3,7",1,0,1,0,0,0,1
chr10,119499204,119499315,2,"3,7",0,0,1,0,0,0,1
chr10,119651972,119652256,2,"1,7",1,0,0,0,0,0,1
chr10,119726495,119726554,2,"1,7",1,0,0,0,0,0,1
chr10,119892288,119892411,2,"3,7",0,0,1,0,0,0,1
chr10,119892411,119892445,3,"2,3,7",0,1,1,0,0,0,1
chr10,119892445,119892768,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,119892768,119892775,3,"1,2,7",1,1,0,0,0,0,1
chr10,119892775,119893021,2,"2,7",0,1,0,0,0,0,1
chr10,119896048,119896201,2,"3,7",0,0,1,0,0,0,1
chr10,119896201,119896514,3,"2,3,7",0,1,1,0,0,0,1
chr10,120851002,120851159,2,"3,7",0,0,1,0,0,0,1
chr10,120851159,120851194,3,"1,3,7",1,0,1,0,0,0,1
chr10,120851194,120851404,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,120851404,120851489,3,"1,3,7",1,0,1,0,0,0,1
chr10,120851489,120851684,2,"3,7",0,0,1,0,0,0,1
chr10,121927342,121927756,2,"3,7",0,0,1,0,0,0,1
chr10,121927956,121928604,2,"1,7",1,0,0,0,0,0,1
chr10,121935649,121935749,2,"3,7",0,0,1,0,0,0,1
chr10,121935749,121935763,3,"1,3,7",1,0,1,0,0,0,1
chr10,121935763,121935843,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,121935843,121935976,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr10,121935976,121936063,4,"1,3,4,7",1,0,1,1,0,0,1
chr10,121936063,121936079,3,"1,3,7",1,0,1,0,0,0,1
chr10,121936079,121936100,2,"3,7",0,0,1,0,0,0,1
chr10,121975087,121975417,2,"1,7",1,0,0,0,0,0,1
chr10,122268020,122268378,2,"2,7",0,1,0,0,0,0,1
chr10,122344721,122344809,2,"3,7",0,0,1,0,0,0,1
chr10,122344809,122345142,3,"2,3,7",0,1,1,0,0,0,1
chr10,122345142,122345266,2,"2,7",0,1,0,0,0,0,1
chr10,122375199,122375440,2,"1,7",1,0,0,0,0,0,1
chr10,122953995,122954072,2,"3,7",0,0,1,0,0,0,1
chr10,122954072,122954151,3,"1,3,7",1,0,1,0,0,0,1
chr10,122954151,122954402,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,122954402,122954507,3,"2,3,7",0,1,1,0,0,0,1
chr10,122980806,122980811,2,"2,7",0,1,0,0,0,0,1
chr10,123008650,123009060,2,"2,7",0,1,0,0,0,0,1
chr10,123139445,123139499,2,"3,7",0,0,1,0,0,0,1
chr10,123139499,123139521,3,"1,3,7",1,0,1,0,0,0,1
chr10,123139521,123139614,4,"1,3,4,7",1,0,1,1,0,0,1
chr10,123139614,123139741,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr10,123139741,123139771,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,123139771,123139829,3,"1,3,7",1,0,1,0,0,0,1
chr10,123139829,123140053,2,"3,7",0,0,1,0,0,0,1
chr10,123154666,123155058,2,"3,7",0,0,1,0,0,0,1
chr10,124389264,124389529,2,"1,7",1,0,0,0,0,0,1
chr10,124462293,124462348,2,"2,7",0,1,0,0,0,0,1
chr10,124470695,124470732,2,"2,7",0,1,0,0,0,0,1
chr10,124470732,124470746,3,"2,3,7",0,1,1,0,0,0,1
chr10,124470746,124470774,4,"2,3,4,7",0,1,1,1,0,0,1
chr10,124470774,124470966,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr10,124470966,124470998,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,124470998,124471204,3,"1,3,7",1,0,1,0,0,0,1
chr10,124471204,124471290,2,"3,7",0,0,1,0,0,0,1
chr10,124791785,124792036,3,"2,3,7",0,1,1,0,0,0,1
chr10,124792036,124792053,2,"2,7",0,1,0,0,0,0,1
chr10,124801582,124801992,2,"2,7",0,1,0,0,0,0,1
chr10,124864305,124864731,2,"2,7",0,1,0,0,0,0,1
chr10,124864731,124864783,3,"2,3,7",0,1,1,0,0,0,1
chr10,124864783,124864922,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,124864922,124865113,3,"1,3,7",1,0,1,0,0,0,1
chr10,124865113,124865192,2,"3,7",0,0,1,0,0,0,1
chr10,125792447,125792482,2,"3,7",0,0,1,0,0,0,1
chr10,125792482,125792541,3,"1,3,7",1,0,1,0,0,0,1
chr10,125792541,125792562,4,"1,3,5,7",1,0,1,0,1,0,1
chr10,125792562,125792608,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr10,125792608,125792812,6,"1,2,3,4,5,7",1,1,1,1,1,0,1
chr10,125792812,125792828,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr10,125792828,125792837,4,"2,3,5,7",0,1,1,0,1,0,1
chr10,125792837,125792877,3,"3,5,7",0,0,1,0,1,0,1
chr10,125792877,125792927,2,"3,7",0,0,1,0,0,0,1
chr10,125822981,125823181,2,"1,7",1,0,0,0,0,0,1
chr10,125823181,125823311,3,"1,3,7",1,0,1,0,0,0,1
chr10,125823311,125823653,2,"3,7",0,0,1,0,0,0,1
chr10,125896309,125896920,2,"2,7",0,1,0,0,0,0,1
chr10,127133640,127133695,2,"3,7",0,0,1,0,0,0,1
chr10,127133695,127133801,3,"1,3,7",1,0,1,0,0,0,1
chr10,127133801,127133915,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,127133915,127134025,3,"1,3,7",1,0,1,0,0,0,1
chr10,127134025,127134084,2,"3,7",0,0,1,0,0,0,1
chr10,129462173,129462209,2,"3,7",0,0,1,0,0,0,1
chr10,129462209,129462265,3,"1,3,7",1,0,1,0,0,0,1
chr10,129462265,129462312,4,"1,3,4,7",1,0,1,1,0,0,1
chr10,129462312,129462485,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr10,129462485,129462539,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,129462539,129462653,3,"2,3,7",0,1,1,0,0,0,1
chr10,129462653,129462722,2,"2,7",0,1,0,0,0,0,1
chr10,129467748,129468146,2,"2,7",0,1,0,0,0,0,1
chr10,130110586,130111199,2,"2,7",0,1,0,0,0,0,1
chr10,130136167,130136647,2,"3,7",0,0,1,0,0,0,1
chr10,131981686,131981960,2,"2,7",0,1,0,0,0,0,1
chr10,131981960,131982096,3,"1,2,7",1,1,0,0,0,0,1
chr10,131982096,131982282,2,"1,7",1,0,0,0,0,0,1
chr10,131997762,131997815,2,"1,7",1,0,0,0,0,0,1
chr10,131997815,131997816,3,"1,3,7",1,0,1,0,0,0,1
chr10,131997816,131997958,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,131997958,131998010,3,"1,2,7",1,1,0,0,0,0,1
chr10,131998010,131998092,2,"1,7",1,0,0,0,0,0,1
chr10,132331630,132332011,2,"3,7",0,0,1,0,0,0,1
chr10,132332011,132332110,3,"2,3,7",0,1,1,0,0,0,1
chr10,132332110,132332394,2,"2,7",0,1,0,0,0,0,1
chr10,132395945,132396021,2,"2,7",0,1,0,0,0,0,1
chr10,132396021,132396351,3,"1,2,7",1,1,0,0,0,0,1
chr10,132396351,132396355,2,"2,7",0,1,0,0,0,0,1
chr10,132421216,132421806,2,"2,7",0,1,0,0,0,0,1
chr10,132446979,132447110,2,"1,7",1,0,0,0,0,0,1
chr10,132453110,132453152,2,"2,7",0,1,0,0,0,0,1
chr10,132453152,132453391,3,"1,2,7",1,1,0,0,0,0,1
chr10,132517002,132517170,2,"1,7",1,0,0,0,0,0,1
chr10,132517170,132517322,3,"1,3,7",1,0,1,0,0,0,1
chr10,132517322,132517650,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,132517650,132517753,3,"1,2,7",1,1,0,0,0,0,1
chr10,132517753,132517777,2,"2,7",0,1,0,0,0,0,1
chr10,132537089,132537419,2,"1,7",1,0,0,0,0,0,1
chr10,133278023,133278381,2,"2,7",0,1,0,0,0,0,1
chr10,133318650,133319019,2,"2,7",0,1,0,0,0,0,1
chr10,133347119,133347141,2,"3,7",0,0,1,0,0,0,1
chr10,133347141,133347471,3,"1,3,7",1,0,1,0,0,0,1
chr10,133347471,133347472,2,"3,7",0,0,1,0,0,0,1
chr10,133348241,133348514,2,"1,7",1,0,0,0,0,0,1
chr10,133357744,133358154,2,"2,7",0,1,0,0,0,0,1
chr10,133394008,133394051,2,"3,7",0,0,1,0,0,0,1
chr10,133394051,133394087,3,"1,3,7",1,0,1,0,0,0,1
chr10,133394087,133394381,4,"1,2,3,7",1,1,1,0,0,0,1
chr10,133394381,133394497,3,"2,3,7",0,1,1,0,0,0,1
chr10,133394497,133394650,2,"3,7",0,0,1,0,0,0,1
chr10,133520183,133520593,2,"2,7",0,1,0,0,0,0,1
chr11,207090,207130,2,"2,7",0,1,0,0,0,0,1
chr11,207130,207518,3,"2,3,7",0,1,1,0,0,0,1
chr11,207518,207818,2,"3,7",0,0,1,0,0,0,1
chr11,208589,208819,2,"2,7",0,1,0,0,0,0,1
chr11,236011,236551,2,"1,7",1,0,0,0,0,0,1
chr11,236769,236798,2,"3,7",0,0,1,0,0,0,1
chr11,236798,237080,3,"2,3,7",0,1,1,0,0,0,1
chr11,364445,364773,2,"2,7",0,1,0,0,0,0,1
chr11,374100,374430,2,"1,7",1,0,0,0,0,0,1
chr11,396503,396771,2,"1,7",1,0,0,0,0,0,1
chr11,396771,396776,3,"1,3,7",1,0,1,0,0,0,1
chr11,396776,397151,2,"3,7",0,0,1,0,0,0,1
chr11,397151,397251,3,"1,3,7",1,0,1,0,0,0,1
chr11,397251,397481,2,"1,7",1,0,0,0,0,0,1
chr11,409881,410291,2,"2,7",0,1,0,0,0,0,1
chr11,448122,448221,2,"3,7",0,0,1,0,0,0,1
chr11,448221,448602,3,"2,3,7",0,1,1,0,0,0,1
chr11,448602,448722,2,"2,7",0,1,0,0,0,0,1
chr11,450080,450136,2,"3,7",0,0,1,0,0,0,1
chr11,450136,450189,3,"1,3,7",1,0,1,0,0,0,1
chr11,450189,450334,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,450334,450466,3,"1,3,7",1,0,1,0,0,0,1
chr11,450466,450608,2,"3,7",0,0,1,0,0,0,1
chr11,518907,518932,3,"1,3,7",1,0,1,0,0,0,1
chr11,518932,519001,2,"1,7",1,0,0,0,0,0,1
chr11,560314,560850,2,"1,7",1,0,0,0,0,0,1
chr11,561325,561369,2,"1,7",1,0,0,0,0,0,1
chr11,561369,561385,3,"1,2,7",1,1,0,0,0,0,1
chr11,561385,561642,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,561642,561749,3,"2,3,7",0,1,1,0,0,0,1
chr11,568642,568788,2,"1,7",1,0,0,0,0,0,1
chr11,568788,568935,3,"1,3,7",1,0,1,0,0,0,1
chr11,575713,575924,2,"2,7",0,1,0,0,0,0,1
chr11,576236,576598,2,"2,7",0,1,0,0,0,0,1
chr11,624888,625218,2,"1,7",1,0,0,0,0,0,1
chr11,657792,658044,3,"1,2,7",1,1,0,0,0,0,1
chr11,704852,704867,2,"2,7",0,1,0,0,0,0,1
chr11,704867,704886,3,"2,3,7",0,1,1,0,0,0,1
chr11,704886,704897,4,"2,3,4,7",0,1,1,1,0,0,1
chr11,704897,705106,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr11,705106,705201,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,705201,705227,3,"1,3,7",1,0,1,0,0,0,1
chr11,705227,705347,2,"3,7",0,0,1,0,0,0,1
chr11,706898,707168,2,"1,7",1,0,0,0,0,0,1
chr11,707223,707319,2,"3,7",0,0,1,0,0,0,1
chr11,707319,707343,3,"3,6,7",0,0,1,0,0,1,1
chr11,707343,707353,4,"1,3,6,7",1,0,1,0,0,1,1
chr11,707353,707378,5,"1,3,4,6,7",1,0,1,1,0,1,1
chr11,707378,707573,6,"1,2,3,4,6,7",1,1,1,1,0,1,1
chr11,707573,707597,5,"1,2,3,6,7",1,1,1,0,0,1,1
chr11,707597,707659,4,"1,3,6,7",1,0,1,0,0,1,1
chr11,707659,707673,3,"1,3,7",1,0,1,0,0,0,1
chr11,707673,707745,2,"3,7",0,0,1,0,0,0,1
chr11,712772,712893,2,"3,7",0,0,1,0,0,0,1
chr11,712893,712929,3,"3,4,7",0,0,1,1,0,0,1
chr11,712929,713080,4,"2,3,4,7",0,1,1,1,0,0,1
chr11,713080,713113,3,"3,4,7",0,0,1,1,0,0,1
chr11,713113,713216,2,"3,7",0,0,1,0,0,0,1
chr11,747182,747262,2,"1,7",1,0,0,0,0,0,1
chr11,747262,747512,3,"1,3,7",1,0,1,0,0,0,1
chr11,747512,747742,2,"3,7",0,0,1,0,0,0,1
chr11,776696,776865,2,"3,7",0,0,1,0,0,0,1
chr11,776865,777052,3,"2,3,7",0,1,1,0,0,0,1
chr11,777052,777601,2,"2,7",0,1,0,0,0,0,1
chr11,798207,798481,2,"1,7",1,0,0,0,0,0,1
chr11,805040,805370,2,"1,7",1,0,0,0,0,0,1
chr11,809216,809308,2,"3,7",0,0,1,0,0,0,1
chr11,809308,809324,3,"1,3,7",1,0,1,0,0,0,1
chr11,809324,809696,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,809696,809703,3,"1,2,7",1,1,0,0,0,0,1
chr11,809703,810045,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,819254,819272,2,"1,7",1,0,0,0,0,0,1
chr11,820042,820344,2,"1,7",1,0,0,0,0,0,1
chr11,827025,827327,2,"1,7",1,0,0,0,0,0,1
chr11,827421,827458,2,"3,7",0,0,1,0,0,0,1
chr11,827458,827868,3,"2,3,7",0,1,1,0,0,0,1
chr11,827868,828101,2,"3,7",0,0,1,0,0,0,1
chr11,838544,838627,2,"1,7",1,0,0,0,0,0,1
chr11,838627,838729,3,"1,2,7",1,1,0,0,0,0,1
chr11,838729,838874,2,"1,7",1,0,0,0,0,0,1
chr11,843903,843975,2,"3,7",0,0,1,0,0,0,1
chr11,843975,844316,3,"2,3,7",0,1,1,0,0,0,1
chr11,844316,844518,2,"2,7",0,1,0,0,0,0,1
chr11,844899,845255,2,"2,7",0,1,0,0,0,0,1
chr11,919113,919217,3,"2,3,7",0,1,1,0,0,0,1
chr11,919217,919492,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,919492,919529,3,"1,3,7",1,0,1,0,0,0,1
chr11,919529,919541,2,"1,7",1,0,0,0,0,0,1
chr11,942202,942549,2,"2,7",0,1,0,0,0,0,1
chr11,952389,952398,2,"3,7",0,0,1,0,0,0,1
chr11,952398,952582,3,"1,3,7",1,0,1,0,0,0,1
chr11,952582,952711,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,952711,952728,3,"1,3,7",1,0,1,0,0,0,1
chr11,952728,952869,2,"3,7",0,0,1,0,0,0,1
chr11,1042007,1042376,2,"2,7",0,1,0,0,0,0,1
chr11,1219895,1219931,2,"2,7",0,1,0,0,0,0,1
chr11,1219931,1219953,3,"2,4,7",0,1,0,1,0,0,1
chr11,1219953,1219970,4,"1,2,4,7",1,1,0,1,0,0,1
chr11,1219970,1220112,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr11,1220112,1220130,4,"2,3,4,7",0,1,1,1,0,0,1
chr11,1220130,1220151,3,"3,4,7",0,0,1,1,0,0,1
chr11,1220151,1220323,2,"3,7",0,0,1,0,0,0,1
chr11,1262487,1262503,2,"1,7",1,0,0,0,0,0,1
chr11,1262503,1262817,3,"1,2,7",1,1,0,0,0,0,1
chr11,1262817,1262913,2,"2,7",0,1,0,0,0,0,1
chr11,1304443,1304476,3,"2,3,7",0,1,1,0,0,0,1
chr11,1304476,1304498,4,"2,3,4,7",0,1,1,1,0,0,1
chr11,1304498,1304580,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr11,1304580,1304696,4,"2,3,4,7",0,1,1,1,0,0,1
chr11,1304696,1304746,3,"2,3,7",0,1,1,0,0,0,1
chr11,1304746,1304756,2,"3,7",0,0,1,0,0,0,1
chr11,1574098,1574628,2,"1,7",1,0,0,0,0,0,1
chr11,1661508,1661601,2,"1,7",1,0,0,0,0,0,1
chr11,1661601,1661607,3,"1,3,7",1,0,1,0,0,0,1
chr11,1661607,1661721,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,1661721,1661838,3,"1,2,7",1,1,0,0,0,0,1
chr11,1661838,1662087,2,"2,7",0,1,0,0,0,0,1
chr11,1689884,1689928,2,"1,7",1,0,0,0,0,0,1
chr11,1689928,1689961,3,"1,2,7",1,1,0,0,0,0,1
chr11,1689961,1690154,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,1690154,1690191,3,"1,2,7",1,1,0,0,0,0,1
chr11,1690191,1690214,2,"1,7",1,0,0,0,0,0,1
chr11,1691182,1691227,2,"2,7",0,1,0,0,0,0,1
chr11,1691227,1691274,3,"2,4,7",0,1,0,1,0,0,1
chr11,1691274,1691319,4,"1,2,4,7",1,1,0,1,0,0,1
chr11,1691319,1691421,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr11,1691421,1691447,6,"1,2,3,4,6,7",1,1,1,1,0,1,1
chr11,1691447,1691604,5,"1,2,3,6,7",1,1,1,0,0,1,1
chr11,1691604,1691647,4,"2,3,6,7",0,1,1,0,0,1,1
chr11,1691647,1691668,3,"2,6,7",0,1,0,0,0,1,1
chr11,1691668,1691761,2,"6,7",0,0,0,0,0,1,1
chr11,1825007,1825328,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,1825328,1825348,3,"2,3,7",0,1,1,0,0,0,1
chr11,1825348,1825378,2,"2,7",0,1,0,0,0,0,1
chr11,1830704,1830770,2,"3,7",0,0,1,0,0,0,1
chr11,1830770,1830780,3,"2,3,7",0,1,1,0,0,0,1
chr11,1830780,1831065,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,1831065,1831110,3,"1,3,7",1,0,1,0,0,0,1
chr11,1831110,1831147,2,"3,7",0,0,1,0,0,0,1
chr11,2123376,2123587,2,"2,7",0,1,0,0,0,0,1
chr11,2269255,2269314,2,"3,7",0,0,1,0,0,0,1
chr11,2269314,2269665,3,"2,3,7",0,1,1,0,0,0,1
chr11,2400031,2400194,2,"3,7",0,0,1,0,0,0,1
chr11,2400194,2400511,3,"2,3,7",0,1,1,0,0,0,1
chr11,2400511,2400804,2,"2,7",0,1,0,0,0,0,1
chr11,2410089,2410113,2,"2,7",0,1,0,0,0,0,1
chr11,2410113,2410131,3,"2,3,7",0,1,1,0,0,0,1
chr11,2410131,2410461,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,2410461,2410499,3,"2,3,7",0,1,1,0,0,0,1
chr11,2410499,2410582,2,"3,7",0,0,1,0,0,0,1
chr11,2699983,2700074,2,"3,7",0,0,1,0,0,0,1
chr11,2700074,2700507,3,"2,3,7",0,1,1,0,0,0,1
chr11,2700632,2700714,3,"2,3,7",0,1,1,0,0,0,1
chr11,2700714,2700910,2,"3,7",0,0,1,0,0,0,1
chr11,2888426,2888676,2,"1,7",1,0,0,0,0,0,1
chr11,2930735,2931096,2,"2,7",0,1,0,0,0,0,1
chr11,2991946,2992276,2,"1,7",1,0,0,0,0,0,1
chr11,3021045,3021455,2,"2,7",0,1,0,0,0,0,1
chr11,3057245,3057265,2,"3,7",0,0,1,0,0,0,1
chr11,3057265,3057354,3,"1,3,7",1,0,1,0,0,0,1
chr11,3057354,3057725,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,3057725,3057795,3,"1,2,7",1,1,0,0,0,0,1
chr11,3057795,3057911,2,"2,7",0,1,0,0,0,0,1
chr11,3378805,3378898,2,"3,7",0,0,1,0,0,0,1
chr11,3378898,3379285,3,"2,3,7",0,1,1,0,0,0,1
chr11,3379285,3379308,2,"2,7",0,1,0,0,0,0,1
chr11,3642111,3642521,2,"2,7",0,1,0,0,0,0,1
chr11,3797198,3797360,2,"1,7",1,0,0,0,0,0,1
chr11,3797360,3797728,3,"1,2,7",1,1,0,0,0,0,1
chr11,3797728,3797833,2,"2,7",0,1,0,0,0,0,1
chr11,3797833,3798076,3,"2,3,7",0,1,1,0,0,0,1
chr11,3798076,3798177,2,"3,7",0,0,1,0,0,0,1
chr11,3855043,3855373,2,"1,7",1,0,0,0,0,0,1
chr11,3855829,3856239,2,"2,7",0,1,0,0,0,0,1
chr11,4094564,4094580,2,"3,7",0,0,1,0,0,0,1
chr11,4094580,4094608,3,"2,3,7",0,1,1,0,0,0,1
chr11,4094608,4094938,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,4094938,4094990,3,"2,3,7",0,1,1,0,0,0,1
chr11,4094990,4095044,2,"3,7",0,0,1,0,0,0,1
chr11,6234491,6234901,2,"2,7",0,1,0,0,0,0,1
chr11,6353357,6353363,3,"1,3,7",1,0,1,0,0,0,1
chr11,6353363,6353665,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,6353665,6353743,3,"2,3,7",0,1,1,0,0,0,1
chr11,6390213,6390693,2,"3,7",0,0,1,0,0,0,1
chr11,6440876,6440895,2,"3,7",0,0,1,0,0,0,1
chr11,6440895,6441051,3,"2,3,7",0,1,1,0,0,0,1
chr11,6441051,6441171,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,6441171,6441356,3,"2,3,7",0,1,1,0,0,0,1
chr11,6441356,6441505,2,"2,7",0,1,0,0,0,0,1
chr11,6473544,6473874,2,"1,7",1,0,0,0,0,0,1
chr11,6474027,6474466,2,"2,7",0,1,0,0,0,0,1
chr11,6481286,6481696,2,"2,7",0,1,0,0,0,0,1
chr11,6603387,6603494,2,"3,7",0,0,1,0,0,0,1
chr11,6603494,6603824,3,"1,3,7",1,0,1,0,0,0,1
chr11,6603824,6603867,2,"3,7",0,0,1,0,0,0,1
chr11,6606938,6607255,2,"2,7",0,1,0,0,0,0,1
chr11,6619187,6619597,2,"2,7",0,1,0,0,0,0,1
chr11,6683118,6683415,2,"3,7",0,0,1,0,0,0,1
chr11,6683415,6683745,3,"1,3,7",1,0,1,0,0,0,1
chr11,6683745,6683758,2,"3,7",0,0,1,0,0,0,1
chr11,7573436,7573574,2,"1,7",1,0,0,0,0,0,1
chr11,7573574,7573718,3,"1,2,7",1,1,0,0,0,0,1
chr11,7573718,7573776,2,"2,7",0,1,0,0,0,0,1
chr11,7986911,7986952,2,"3,7",0,0,1,0,0,0,1
chr11,7986952,7986987,3,"2,3,7",0,1,1,0,0,0,1
chr11,7986987,7987317,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,7987317,7987362,3,"2,3,7",0,1,1,0,0,0,1
chr11,7987362,7987391,2,"3,7",0,0,1,0,0,0,1
chr11,8081645,8082009,2,"2,7",0,1,0,0,0,0,1
chr11,8682369,8682994,2,"2,7",0,1,0,0,0,0,1
chr11,8688752,8688826,2,"2,7",0,1,0,0,0,0,1
chr11,8688826,8689156,3,"1,2,7",1,1,0,0,0,0,1
chr11,8689156,8689162,2,"2,7",0,1,0,0,0,0,1
chr11,8699879,8700386,2,"2,7",0,1,0,0,0,0,1
chr11,8911168,8911648,2,"3,7",0,0,1,0,0,0,1
chr11,8964168,8964218,2,"1,7",1,0,0,0,0,0,1
chr11,8964218,8964259,3,"1,2,7",1,1,0,0,0,0,1
chr11,8964259,8964498,4,"1,2,3,7",1,1,1,0,0,0,1
chr11,8964498,8964628,3,"2,3,7",0,1,1,0,0,0,1
chr11,8964628,8964941,2,"3,7",0,0,1,0,0,0,1
chr11,9314460,9314870,2,"2,7",0,1,0,0,0,0,1
chr11,9314911,9315162,2,"1,7",1,0,0,0,0,0,1
chr11,9384430,9384475,2,"2,7",0,1,0,0,0,0,1
chr11,9384475,9384799,3,"2,3,7",0,1,1,0,0,0,1
