chrom,start,end,num,list,ENCFF091VGF_MYC_sorted.bed,ENCFF283AYZ_MYC_sorted.bed,ENCFF592VGA_MYC_sorted.bed,ENCFF669YPX_MYC_sorted.bed,ENCFF777UUX_MYC_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr1,165598046,165598582,2,"2,6",0,1,0,0,0,1
chr1,165630572,165630978,2,"2,6",0,1,0,0,0,1
chr1,165631006,165631496,2,"2,6",0,1,0,0,0,1
chr1,165698326,165698730,2,"3,6",0,0,1,0,0,1
chr1,165768722,165768781,2,"3,6",0,0,1,0,0,1
chr1,165768781,165769126,3,"2,3,6",0,1,1,0,0,1
chr1,165769126,165769487,2,"2,6",0,1,0,0,0,1
chr1,165827661,165827697,2,"2,6",0,1,0,0,0,1
chr1,165827697,165828101,3,"2,3,6",0,1,1,0,0,1
chr1,165828101,165828118,2,"2,6",0,1,0,0,0,1
chr1,165901012,165901127,2,"2,6",0,1,0,0,0,1
chr1,166839067,166839245,2,"2,6",0,1,0,0,0,1
chr1,166839245,166839283,3,"1,2,6",1,1,0,0,0,1
chr1,166839283,166839485,4,"1,2,3,6",1,1,1,0,0,1
chr1,166839485,166839648,3,"2,3,6",0,1,1,0,0,1
chr1,166839648,166839687,2,"3,6",0,0,1,0,0,1
chr1,166876063,166876086,2,"3,6",0,0,1,0,0,1
chr1,166876086,166876456,3,"2,3,6",0,1,1,0,0,1
chr1,166876456,166876467,2,"3,6",0,0,1,0,0,1
chr1,167220448,167220527,3,"2,3,6",0,1,1,0,0,1
chr1,167220527,167220647,2,"3,6",0,0,1,0,0,1
chr1,167221818,167222354,2,"2,6",0,1,0,0,0,1
chr1,167627897,167628433,2,"2,6",0,1,0,0,0,1
chr1,167714335,167714457,2,"2,6",0,1,0,0,0,1
chr1,167714457,167714859,3,"2,3,6",0,1,1,0,0,1
chr1,167714859,167714861,2,"3,6",0,0,1,0,0,1
chr1,167721636,167722072,2,"2,6",0,1,0,0,0,1
chr1,167722385,167722510,2,"3,6",0,0,1,0,0,1
chr1,167722510,167722644,3,"2,3,6",0,1,1,0,0,1
chr1,167722644,167722669,2,"3,6",0,0,1,0,0,1
chr1,167803287,167803645,2,"2,6",0,1,0,0,0,1
chr1,167817215,167817354,2,"2,6",0,1,0,0,0,1
chr1,167936034,167936769,2,"2,6",0,1,0,0,0,1
chr1,168178882,168179078,2,"2,6",0,1,0,0,0,1
chr1,168225654,168226124,2,"2,6",0,1,0,0,0,1
chr1,169105692,169105703,2,"2,6",0,1,0,0,0,1
chr1,169105703,169106034,3,"2,3,6",0,1,1,0,0,1
chr1,169106034,169106121,2,"3,6",0,0,1,0,0,1
chr1,169106121,169106311,3,"2,3,6",0,1,1,0,0,1
chr1,169106311,169106745,2,"2,6",0,1,0,0,0,1
chr1,169367619,169368155,2,"2,6",0,1,0,0,0,1
chr1,169485186,169485215,2,"2,6",0,1,0,0,0,1
chr1,169485215,169485395,3,"2,5,6",0,1,0,0,1,1
chr1,169485395,169485406,2,"2,6",0,1,0,0,0,1
chr1,169485966,169485967,2,"3,6",0,0,1,0,0,1
chr1,169485967,169486323,3,"2,3,6",0,1,1,0,0,1
chr1,169586361,169586581,2,"2,6",0,1,0,0,0,1
chr1,169794678,169795214,2,"2,6",0,1,0,0,0,1
chr1,170531801,170532540,2,"2,6",0,1,0,0,0,1
chr1,171485550,171485954,2,"3,6",0,0,1,0,0,1
chr1,171644941,171645383,2,"2,6",0,1,0,0,0,1
chr1,171741889,171741963,2,"3,6",0,0,1,0,0,1
chr1,171741963,171742293,3,"2,3,6",0,1,1,0,0,1
chr1,171742293,171742580,2,"2,6",0,1,0,0,0,1
chr1,171781281,171781780,2,"2,6",0,1,0,0,0,1
chr1,172532379,172532550,2,"2,6",0,1,0,0,0,1
chr1,172533012,172533610,2,"2,6",0,1,0,0,0,1
chr1,173190535,173190907,2,"3,6",0,0,1,0,0,1
chr1,173476900,173477189,2,"2,6",0,1,0,0,0,1
chr1,173477280,173477517,2,"2,6",0,1,0,0,0,1
chr1,173477517,173477537,3,"2,3,6",0,1,1,0,0,1
chr1,173477537,173477573,2,"3,6",0,0,1,0,0,1
chr1,173477573,173477921,3,"2,3,6",0,1,1,0,0,1
chr1,173477921,173477981,2,"2,6",0,1,0,0,0,1
chr1,173714735,173715465,2,"2,6",0,1,0,0,0,1
chr1,173824305,173824650,2,"2,6",0,1,0,0,0,1
chr1,173824650,173824978,3,"2,3,6",0,1,1,0,0,1
chr1,173824978,173825058,2,"3,6",0,0,1,0,0,1
chr1,173867705,173867763,3,"2,3,6",0,1,1,0,0,1
chr1,173867763,173867809,4,"2,3,4,6",0,1,1,1,0,1
chr1,173867809,173867987,5,"1,2,3,4,6",1,1,1,1,0,1
chr1,173867987,173868049,4,"1,2,3,6",1,1,1,0,0,1
chr1,173868049,173868061,3,"2,3,6",0,1,1,0,0,1
chr1,173868061,173868109,2,"3,6",0,0,1,0,0,1
chr1,173868424,173868665,2,"2,6",0,1,0,0,0,1
chr1,174021668,174022602,2,"2,6",0,1,0,0,0,1
chr1,174159439,174159681,2,"2,6",0,1,0,0,0,1
chr1,174159707,174160243,2,"2,6",0,1,0,0,0,1
chr1,174999154,174999211,2,"3,6",0,0,1,0,0,1
chr1,174999211,174999556,3,"2,3,6",0,1,1,0,0,1
chr1,174999556,174999560,2,"2,6",0,1,0,0,0,1
chr1,174999826,174999845,2,"3,6",0,0,1,0,0,1
chr1,174999845,175000180,3,"2,3,6",0,1,1,0,0,1
chr1,175000180,175000454,2,"3,6",0,0,1,0,0,1
chr1,176206798,176206928,2,"2,6",0,1,0,0,0,1
chr1,176206928,176207332,3,"2,3,6",0,1,1,0,0,1
chr1,176207332,176207880,2,"2,6",0,1,0,0,0,1
chr1,178093545,178093606,2,"2,6",0,1,0,0,0,1
chr1,178093606,178093786,3,"2,5,6",0,1,0,0,1,1
chr1,178093786,178094130,2,"2,6",0,1,0,0,0,1
chr1,178094130,178094690,3,"2,3,6",0,1,1,0,0,1
chr1,178543074,178543208,2,"2,6",0,1,0,0,0,1
chr1,179026187,179026730,2,"2,6",0,1,0,0,0,1
chr1,179081881,179082152,2,"2,6",0,1,0,0,0,1
chr1,179082853,179083038,2,"2,6",0,1,0,0,0,1
chr1,179091761,179091967,2,"2,6",0,1,0,0,0,1
chr1,179228792,179230129,2,"2,6",0,1,0,0,0,1
chr1,179293704,179293939,2,"2,6",0,1,0,0,0,1
chr1,179882338,179882538,2,"2,6",0,1,0,0,0,1
chr1,179882597,179883148,2,"2,6",0,1,0,0,0,1
chr1,179954585,179955199,2,"2,6",0,1,0,0,0,1
chr1,180116855,180117391,2,"2,6",0,1,0,0,0,1
chr1,180631858,180632394,2,"2,6",0,1,0,0,0,1
chr1,180935481,180935627,3,"2,3,6",0,1,1,0,0,1
chr1,180935627,180935939,2,"2,6",0,1,0,0,0,1
chr1,180954325,180954981,2,"2,6",0,1,0,0,0,1
chr1,181088451,181088513,2,"2,6",0,1,0,0,0,1
chr1,181088513,181088917,3,"2,3,6",0,1,1,0,0,1
chr1,181088917,181089057,2,"2,6",0,1,0,0,0,1
chr1,181089404,181089940,2,"2,6",0,1,0,0,0,1
chr1,182120863,182121047,2,"2,6",0,1,0,0,0,1
chr1,182789327,182789553,2,"3,6",0,0,1,0,0,1
chr1,182789553,182789731,3,"2,3,6",0,1,1,0,0,1
chr1,182789731,182789823,2,"2,6",0,1,0,0,0,1
chr1,182839236,182839280,2,"3,6",0,0,1,0,0,1
chr1,182839280,182839532,3,"2,3,6",0,1,1,0,0,1
chr1,182839532,182839538,2,"3,6",0,0,1,0,0,1
chr1,182839538,182839640,3,"2,3,6",0,1,1,0,0,1
chr1,182839640,182839791,2,"2,6",0,1,0,0,0,1
chr1,183023857,183024228,2,"2,6",0,1,0,0,0,1
chr1,183470222,183470448,2,"2,6",0,1,0,0,0,1
chr1,183471075,183471812,2,"2,6",0,1,0,0,0,1
chr1,183471911,183472447,2,"2,6",0,1,0,0,0,1
chr1,183635554,183636090,2,"2,6",0,1,0,0,0,1
chr1,184051556,184051609,2,"2,6",0,1,0,0,0,1
chr1,184051609,184051927,3,"2,3,6",0,1,1,0,0,1
chr1,184051927,184052013,2,"3,6",0,0,1,0,0,1
chr1,185045124,185045385,2,"2,6",0,1,0,0,0,1
chr1,185156691,185157227,2,"2,6",0,1,0,0,0,1
chr1,185316174,185316191,2,"3,6",0,0,1,0,0,1
chr1,185316191,185316560,3,"2,3,6",0,1,1,0,0,1
chr1,185316560,185316578,2,"3,6",0,0,1,0,0,1
chr1,185317041,185317070,2,"3,6",0,0,1,0,0,1
chr1,185317070,185317429,3,"2,3,6",0,1,1,0,0,1
chr1,185317429,185317445,2,"3,6",0,0,1,0,0,1
chr1,186375499,186375756,2,"2,6",0,1,0,0,0,1
chr1,192808507,192808564,2,"2,6",0,1,0,0,0,1
chr1,192808564,192808936,3,"2,3,6",0,1,1,0,0,1
chr1,192808936,192808968,2,"3,6",0,0,1,0,0,1
chr1,193059216,193059221,2,"2,6",0,1,0,0,0,1
chr1,193059221,193059328,3,"2,3,6",0,1,1,0,0,1
chr1,193059328,193059568,4,"1,2,3,6",1,1,1,0,0,1
chr1,193059568,193059625,3,"2,3,6",0,1,1,0,0,1
chr1,193059625,193059901,2,"2,6",0,1,0,0,0,1
chr1,193105088,193105686,2,"2,6",0,1,0,0,0,1
chr1,193121648,193122213,2,"2,6",0,1,0,0,0,1
chr1,197146403,197146541,2,"2,6",0,1,0,0,0,1
chr1,197902425,197902601,2,"2,6",0,1,0,0,0,1
chr1,197902601,197902984,3,"2,3,6",0,1,1,0,0,1
chr1,197902984,197903005,2,"3,6",0,0,1,0,0,1
chr1,197916035,197916236,2,"2,6",0,1,0,0,0,1
chr1,198156895,198157518,2,"2,6",0,1,0,0,0,1
chr1,198158902,198159306,2,"2,6",0,1,0,0,0,1
chr1,200620440,200621050,2,"2,6",0,1,0,0,0,1
chr1,200669334,200669374,2,"3,6",0,0,1,0,0,1
chr1,200669374,200669738,3,"2,3,6",0,1,1,0,0,1
chr1,200669738,200669845,2,"2,6",0,1,0,0,0,1
chr1,200669969,200670027,2,"3,6",0,0,1,0,0,1
chr1,200670027,200670243,3,"2,3,6",0,1,1,0,0,1
chr1,200670243,200670307,2,"3,6",0,0,1,0,0,1
chr1,200738824,200739360,2,"2,6",0,1,0,0,0,1
chr1,200891094,200891774,2,"2,6",0,1,0,0,0,1
chr1,200896843,200896996,2,"2,6",0,1,0,0,0,1
chr1,201396931,201397467,2,"2,6",0,1,0,0,0,1
chr1,201399233,201399244,2,"2,6",0,1,0,0,0,1
chr1,201399244,201399648,3,"2,3,6",0,1,1,0,0,1
chr1,201399648,201399663,2,"2,6",0,1,0,0,0,1
chr1,201405428,201405953,2,"2,6",0,1,0,0,0,1
chr1,201468430,201468966,2,"2,6",0,1,0,0,0,1
chr1,201469135,201469671,2,"2,6",0,1,0,0,0,1
chr1,201481990,201482414,2,"2,6",0,1,0,0,0,1
chr1,201506772,201507308,2,"2,6",0,1,0,0,0,1
chr1,201955149,201955174,2,"3,6",0,0,1,0,0,1
chr1,201955174,201955518,3,"2,3,6",0,1,1,0,0,1
chr1,201955518,201955541,2,"2,6",0,1,0,0,0,1
chr1,201955553,201955702,2,"2,6",0,1,0,0,0,1
chr1,201982974,201983510,2,"2,6",0,1,0,0,0,1
chr1,202010088,202010935,2,"2,6",0,1,0,0,0,1
chr1,202122672,202122990,2,"2,6",0,1,0,0,0,1
chr1,202189111,202189117,2,"3,6",0,0,1,0,0,1
chr1,202189117,202189653,3,"2,3,6",0,1,1,0,0,1
chr1,202189653,202189728,2,"3,6",0,0,1,0,0,1
chr1,202189915,202189992,2,"3,6",0,0,1,0,0,1
chr1,202189992,202190234,3,"2,3,6",0,1,1,0,0,1
chr1,202190234,202190319,2,"3,6",0,0,1,0,0,1
chr1,202341901,202342035,2,"2,6",0,1,0,0,0,1
chr1,202348515,202348570,2,"3,6",0,0,1,0,0,1
chr1,202348570,202349138,3,"2,3,6",0,1,1,0,0,1
chr1,202349138,202349177,2,"2,6",0,1,0,0,0,1
chr1,202810675,202811084,2,"2,6",0,1,0,0,0,1
chr1,202860877,202861413,2,"2,6",0,1,0,0,0,1
chr1,202888732,202888780,2,"3,6",0,0,1,0,0,1
chr1,202888780,202889136,3,"2,3,6",0,1,1,0,0,1
chr1,202889136,202889316,2,"2,6",0,1,0,0,0,1
chr1,202957695,202958398,2,"2,6",0,1,0,0,0,1
chr1,203007040,203007094,2,"3,6",0,0,1,0,0,1
chr1,203007094,203007102,3,"3,5,6",0,0,1,0,1,1
chr1,203007102,203007274,4,"2,3,5,6",0,1,1,0,1,1
chr1,203007274,203007444,3,"2,3,6",0,1,1,0,0,1
chr1,203007444,203007843,2,"2,6",0,1,0,0,0,1
chr1,203305467,203305997,2,"2,6",0,1,0,0,0,1
chr1,203650370,203650834,2,"2,6",0,1,0,0,0,1
chr1,203795504,203796083,2,"2,6",0,1,0,0,0,1
chr1,203861355,203861452,2,"2,6",0,1,0,0,0,1
chr1,203861452,203861481,3,"2,5,6",0,1,0,0,1,1
chr1,203861481,203861523,4,"1,2,5,6",1,1,0,0,1,1
chr1,203861523,203861632,5,"1,2,3,5,6",1,1,1,0,1,1
chr1,203861632,203861721,4,"1,2,3,6",1,1,1,0,0,1
chr1,203861721,203861926,3,"2,3,6",0,1,1,0,0,1
chr1,203861926,203861953,2,"3,6",0,0,1,0,0,1
chr1,204073023,204073449,2,"2,6",0,1,0,0,0,1
chr1,204073449,204073559,3,"2,3,6",0,1,1,0,0,1
chr1,204073559,204073728,2,"3,6",0,0,1,0,0,1
chr1,204074503,204075216,2,"2,6",0,1,0,0,0,1
chr1,204144861,204145455,2,"2,6",0,1,0,0,0,1
chr1,204151698,204152166,2,"2,6",0,1,0,0,0,1
chr1,204213936,204214340,2,"3,6",0,0,1,0,0,1
chr1,204267005,204267194,2,"2,6",0,1,0,0,0,1
chr1,204377209,204377851,2,"2,6",0,1,0,0,0,1
chr1,204377950,204378486,2,"2,6",0,1,0,0,0,1
chr1,204411626,204411924,2,"2,6",0,1,0,0,0,1
chr1,204411924,204412104,3,"2,5,6",0,1,0,0,1,1
chr1,204412104,204412116,2,"2,6",0,1,0,0,0,1
chr1,204516277,204516347,2,"2,6",0,1,0,0,0,1
chr1,204516347,204516745,3,"2,3,6",0,1,1,0,0,1
chr1,204516745,204516751,2,"3,6",0,0,1,0,0,1
chr1,204623331,204623662,2,"2,6",0,1,0,0,0,1
chr1,205211478,205211643,2,"3,6",0,0,1,0,0,1
chr1,205211643,205211827,3,"2,3,6",0,1,1,0,0,1
chr1,205211827,205211882,2,"3,6",0,0,1,0,0,1
chr1,205294053,205294589,2,"2,6",0,1,0,0,0,1
chr1,205301235,205301771,2,"2,6",0,1,0,0,0,1
chr1,205344190,205344688,2,"2,6",0,1,0,0,0,1
chr1,205449590,205450126,2,"2,6",0,1,0,0,0,1
chr1,205504534,205505350,2,"2,6",0,1,0,0,0,1
chr1,205591874,205592398,2,"2,6",0,1,0,0,0,1
chr1,205631033,205631054,2,"2,6",0,1,0,0,0,1
chr1,205631054,205631471,3,"2,3,6",0,1,1,0,0,1
chr1,205631471,205631667,2,"3,6",0,0,1,0,0,1
chr1,205631896,205632190,2,"2,6",0,1,0,0,0,1
chr1,205774947,205775483,2,"2,6",0,1,0,0,0,1
chr1,206203430,206203966,2,"2,6",0,1,0,0,0,1
chr1,206635248,206635608,3,"2,3,6",0,1,1,0,0,1
chr1,206635608,206635893,2,"2,6",0,1,0,0,0,1
chr1,206685960,206686346,2,"2,6",0,1,0,0,0,1
chr1,207050889,207051169,2,"2,6",0,1,0,0,0,1
chr1,207053042,207053563,2,"2,6",0,1,0,0,0,1
chr1,207241503,207241922,2,"2,6",0,1,0,0,0,1
chr1,207321543,207321894,2,"2,6",0,1,0,0,0,1
chr1,207751799,207752335,2,"2,6",0,1,0,0,0,1
chr1,207752595,207752620,2,"2,6",0,1,0,0,0,1
chr1,207752620,207752742,3,"2,3,6",0,1,1,0,0,1
chr1,207752742,207752922,4,"2,3,5,6",0,1,1,0,1,1
chr1,207752922,207753024,3,"2,3,6",0,1,1,0,0,1
chr1,207753024,207753038,2,"2,6",0,1,0,0,0,1
chr1,207811907,207812303,2,"2,6",0,1,0,0,0,1
chr1,207868991,207869033,2,"2,6",0,1,0,0,0,1
chr1,207869033,207869437,3,"2,3,6",0,1,1,0,0,1
chr1,207869437,207869486,2,"2,6",0,1,0,0,0,1
chr1,209747621,209748157,2,"2,6",0,1,0,0,0,1
chr1,209827772,209827789,2,"2,6",0,1,0,0,0,1
chr1,209827789,209827847,3,"2,3,6",0,1,1,0,0,1
chr1,209827847,209827858,4,"1,2,3,6",1,1,1,0,0,1
chr1,209827858,209827868,5,"1,2,3,4,6",1,1,1,1,0,1
chr1,209827868,209828048,6,"1,2,3,4,5,6",1,1,1,1,1,1
chr1,209828048,209828082,5,"1,2,3,4,6",1,1,1,1,0,1
chr1,209828082,209828087,4,"1,2,3,6",1,1,1,0,0,1
chr1,209828087,209828193,3,"2,3,6",0,1,1,0,0,1
chr1,209828193,209828223,2,"2,6",0,1,0,0,0,1
chr1,210328710,210329246,2,"2,6",0,1,0,0,0,1
chr1,211258822,211258878,2,"2,6",0,1,0,0,0,1
chr1,211258878,211259282,3,"2,3,6",0,1,1,0,0,1
chr1,211259282,211259387,2,"2,6",0,1,0,0,0,1
chr1,211260283,211260819,2,"2,6",0,1,0,0,0,1
chr1,211382598,211383114,2,"2,6",0,1,0,0,0,1
chr1,211579372,211579435,2,"3,6",0,0,1,0,0,1
chr1,211579435,211579776,3,"2,3,6",0,1,1,0,0,1
chr1,211579776,211579807,2,"2,6",0,1,0,0,0,1
chr1,211636571,211636869,2,"2,6",0,1,0,0,0,1
chr1,211643189,211643725,2,"2,6",0,1,0,0,0,1
chr1,211675803,211676167,3,"2,3,6",0,1,1,0,0,1
chr1,211676167,211676207,2,"3,6",0,0,1,0,0,1
chr1,211944786,211945182,2,"2,6",0,1,0,0,0,1
chr1,212035118,212035143,2,"3,6",0,0,1,0,0,1
chr1,212035143,212035733,3,"2,3,6",0,1,1,0,0,1
chr1,212035733,212035842,2,"2,6",0,1,0,0,0,1
chr1,212284649,212285092,2,"2,6",0,1,0,0,0,1
chr1,212285300,212285622,2,"2,6",0,1,0,0,0,1
chr1,212432827,212433642,2,"2,6",0,1,0,0,0,1
chr1,212699226,212699529,2,"2,6",0,1,0,0,0,1
chr1,212791661,212792123,2,"2,6",0,1,0,0,0,1
chr1,212858060,212858068,2,"3,6",0,0,1,0,0,1
chr1,212858068,212858405,3,"2,3,6",0,1,1,0,0,1
chr1,212858405,212858464,2,"3,6",0,0,1,0,0,1
chr1,212858733,212859111,2,"2,6",0,1,0,0,0,1
chr1,212950205,212950741,2,"2,6",0,1,0,0,0,1
chr1,213050955,213051491,2,"2,6",0,1,0,0,0,1
chr1,213492151,213492578,2,"2,6",0,1,0,0,0,1
chr1,213989281,213989812,2,"2,6",0,1,0,0,0,1
chr1,214280442,214280807,2,"3,6",0,0,1,0,0,1
chr1,214280807,214280837,3,"2,3,6",0,1,1,0,0,1
chr1,214280837,214281003,2,"2,6",0,1,0,0,0,1
chr1,214281040,214281437,2,"2,6",0,1,0,0,0,1
chr1,214281437,214281473,3,"2,3,6",0,1,1,0,0,1
chr1,214281473,214281519,4,"1,2,3,6",1,1,1,0,0,1
chr1,214281519,214281699,5,"1,2,3,5,6",1,1,1,0,1,1
chr1,214281699,214281713,4,"1,2,3,6",1,1,1,0,0,1
chr1,214281713,214281764,3,"2,3,6",0,1,1,0,0,1
chr1,214602820,214602828,2,"3,6",0,0,1,0,0,1
chr1,214602828,214602935,3,"2,3,6",0,1,1,0,0,1
chr1,214602935,214603115,4,"2,3,5,6",0,1,1,0,1,1
chr1,214603115,214603214,3,"2,3,6",0,1,1,0,0,1
chr1,214603214,214603399,2,"2,6",0,1,0,0,0,1
chr1,215567024,215567154,2,"3,6",0,0,1,0,0,1
chr1,215567154,215567428,3,"2,3,6",0,1,1,0,0,1
chr1,215567428,215567476,2,"2,6",0,1,0,0,0,1
chr1,218285105,218285135,2,"3,6",0,0,1,0,0,1
chr1,218285135,218285197,3,"2,3,6",0,1,1,0,0,1
chr1,218285197,218285377,4,"2,3,5,6",0,1,1,0,1,1
chr1,218285377,218285443,3,"2,3,6",0,1,1,0,0,1
chr1,218285443,218285509,2,"3,6",0,0,1,0,0,1
chr1,218345712,218345812,2,"3,6",0,0,1,0,0,1
chr1,218345812,218346116,3,"2,3,6",0,1,1,0,0,1
chr1,218346116,218346305,2,"2,6",0,1,0,0,0,1
chr1,219173692,219173737,2,"3,6",0,0,1,0,0,1
chr1,219173737,219174096,3,"2,3,6",0,1,1,0,0,1
chr1,219174096,219174338,2,"2,6",0,1,0,0,0,1
chr1,220089771,220089906,2,"2,6",0,1,0,0,0,1
chr1,220093973,220094010,2,"3,6",0,0,1,0,0,1
chr1,220094010,220094568,3,"2,3,6",0,1,1,0,0,1
chr1,220094568,220094653,2,"3,6",0,0,1,0,0,1
chr1,220272343,220272626,2,"2,6",0,1,0,0,0,1
chr1,220690312,220690523,2,"2,6",0,1,0,0,0,1
chr1,220747879,220748120,2,"3,6",0,0,1,0,0,1
chr1,220748120,220748147,3,"2,3,6",0,1,1,0,0,1
chr1,220748147,220748656,2,"2,6",0,1,0,0,0,1
chr1,220786710,220786726,2,"3,6",0,0,1,0,0,1
chr1,220786726,220787050,3,"2,3,6",0,1,1,0,0,1
chr1,220787050,220787339,2,"3,6",0,0,1,0,0,1
chr1,220879563,220880099,2,"2,6",0,1,0,0,0,1
chr1,222465369,222465482,2,"2,6",0,1,0,0,0,1
chr1,222465482,222465508,3,"1,2,6",1,1,0,0,0,1
chr1,222465508,222465515,4,"1,2,3,6",1,1,1,0,0,1
chr1,222465515,222465695,5,"1,2,3,5,6",1,1,1,0,1,1
chr1,222465695,222465712,4,"1,2,3,6",1,1,1,0,0,1
chr1,222465712,222465722,3,"1,2,6",1,1,0,0,0,1
chr1,222465722,222465862,2,"2,6",0,1,0,0,0,1
chr1,222589804,222589965,2,"2,6",0,1,0,0,0,1
chr1,222617982,222618226,2,"3,6",0,0,1,0,0,1
chr1,222618376,222618386,2,"3,6",0,0,1,0,0,1
chr1,222644202,222644340,2,"2,6",0,1,0,0,0,1
chr1,222711939,222712734,2,"2,6",0,1,0,0,0,1
chr1,222814811,222815347,2,"2,6",0,1,0,0,0,1
chr1,223707975,223708318,2,"2,6",0,1,0,0,0,1
chr1,223992412,223993154,2,"2,6",0,1,0,0,0,1
chr1,224114097,224114633,2,"2,6",0,1,0,0,0,1
chr1,224182926,224182967,2,"3,6",0,0,1,0,0,1
chr1,224182967,224183577,3,"2,3,6",0,1,1,0,0,1
chr1,224183577,224183869,2,"3,6",0,0,1,0,0,1
chr1,224356643,224357330,2,"2,6",0,1,0,0,0,1
chr1,224434725,224434767,2,"2,6",0,1,0,0,0,1
chr1,224434767,224434811,3,"1,2,6",1,1,0,0,0,1
chr1,224434811,224435007,4,"1,2,3,6",1,1,1,0,0,1
chr1,224435007,224435215,3,"2,3,6",0,1,1,0,0,1
chr1,224435215,224435485,2,"2,6",0,1,0,0,0,1
chr1,225441272,225441755,2,"2,6",0,1,0,0,0,1
chr1,225767813,225768249,2,"2,6",0,1,0,0,0,1
chr1,225777463,225777563,2,"3,6",0,0,1,0,0,1
chr1,225777563,225777867,3,"2,3,6",0,1,1,0,0,1
chr1,225777867,225778280,2,"2,6",0,1,0,0,0,1
chr1,225813581,225813768,2,"2,6",0,1,0,0,0,1
chr1,225882221,225882333,2,"2,6",0,1,0,0,0,1
chr1,225882333,225882737,3,"2,3,6",0,1,1,0,0,1
chr1,225882737,225882787,2,"2,6",0,1,0,0,0,1
chr1,225882932,225883295,2,"3,6",0,0,1,0,0,1
chr1,225923997,225924401,2,"3,6",0,0,1,0,0,1
chr1,226062541,226063077,2,"2,6",0,1,0,0,0,1
chr1,226083517,226084204,2,"2,6",0,1,0,0,0,1
chr1,226121681,226121885,2,"2,6",0,1,0,0,0,1
chr1,226122513,226122709,2,"2,6",0,1,0,0,0,1
chr1,226127908,226128018,2,"2,6",0,1,0,0,0,1
chr1,226128018,226128252,3,"2,3,6",0,1,1,0,0,1
chr1,226135242,226135602,3,"2,3,6",0,1,1,0,0,1
chr1,226135602,226135639,2,"2,6",0,1,0,0,0,1
chr1,226186405,226186449,2,"2,6",0,1,0,0,0,1
chr1,226186449,226186853,3,"2,3,6",0,1,1,0,0,1
chr1,226186853,226187145,2,"2,6",0,1,0,0,0,1
chr1,226197065,226197339,2,"2,6",0,1,0,0,0,1
chr1,226223344,226223880,2,"2,6",0,1,0,0,0,1
chr1,226308497,226308674,2,"2,6",0,1,0,0,0,1
chr1,226308674,226309337,3,"2,3,6",0,1,1,0,0,1
chr1,226309337,226309925,2,"2,6",0,1,0,0,0,1
chr1,226407806,226407880,2,"2,6",0,1,0,0,0,1
chr1,226407880,226408192,3,"2,3,6",0,1,1,0,0,1
chr1,226408192,226408284,2,"3,6",0,0,1,0,0,1
chr1,226870526,226871280,2,"2,6",0,1,0,0,0,1
chr1,227563520,227564056,2,"2,6",0,1,0,0,0,1
chr1,227735061,227735070,2,"3,6",0,0,1,0,0,1
chr1,227735070,227735508,3,"2,3,6",0,1,1,0,0,1
chr1,227735508,227735665,2,"3,6",0,0,1,0,0,1
chr1,228082396,228082631,3,"2,3,6",0,1,1,0,0,1
chr1,228082631,228082836,2,"2,6",0,1,0,0,0,1
chr1,228102207,228102743,2,"2,6",0,1,0,0,0,1
chr1,228103084,228103529,2,"2,6",0,1,0,0,0,1
chr1,228109065,228109073,2,"3,6",0,0,1,0,0,1
chr1,228109073,228109447,3,"2,3,6",0,1,1,0,0,1
chr1,228109447,228109469,2,"3,6",0,0,1,0,0,1
chr1,228139835,228139913,2,"2,6",0,1,0,0,0,1
chr1,228139913,228140317,3,"2,3,6",0,1,1,0,0,1
chr1,228140317,228140577,2,"2,6",0,1,0,0,0,1
chr1,228149409,228149945,2,"2,6",0,1,0,0,0,1
chr1,228165552,228165648,2,"2,6",0,1,0,0,0,1
chr1,228165648,228165888,3,"2,3,6",0,1,1,0,0,1
chr1,228165888,228166052,2,"3,6",0,0,1,0,0,1
chr1,228406130,228406274,2,"2,6",0,1,0,0,0,1
chr1,228406274,228406509,3,"2,3,6",0,1,1,0,0,1
chr1,228406509,228406678,2,"3,6",0,0,1,0,0,1
chr1,228416169,228416705,2,"2,6",0,1,0,0,0,1
chr1,228423533,228423677,2,"2,6",0,1,0,0,0,1
chr1,228486646,228486668,2,"3,6",0,0,1,0,0,1
chr1,228486668,228486955,3,"2,3,6",0,1,1,0,0,1
chr1,228486955,228487050,2,"3,6",0,0,1,0,0,1
chr1,228487098,228487251,2,"2,6",0,1,0,0,0,1
chr1,228500940,228501246,3,"2,3,6",0,1,1,0,0,1
chr1,228501246,228501343,2,"2,6",0,1,0,0,0,1
chr1,228647191,228647999,2,"2,6",0,1,0,0,0,1
chr1,228735017,228735732,2,"2,6",0,1,0,0,0,1
chr1,228783357,228783855,2,"2,6",0,1,0,0,0,1
chr1,228861024,228861560,2,"2,6",0,1,0,0,0,1
chr1,228866490,228866874,2,"2,6",0,1,0,0,0,1
chr1,229098955,229099608,2,"2,6",0,1,0,0,0,1
chr1,229221359,229221512,2,"2,6",0,1,0,0,0,1
chr1,229270816,229270954,2,"2,6",0,1,0,0,0,1
chr1,229270954,229271079,3,"2,3,6",0,1,1,0,0,1
chr1,229271079,229271244,2,"2,6",0,1,0,0,0,1
chr1,229508205,229508510,2,"2,6",0,1,0,0,0,1
