chrom,start,end,num,list,ENCFF168GFU_MAFK_sorted.bed,ENCFF231CNR_MAFK_sorted.bed,ENCFF239XOI_MAFK_sorted.bed,ENCFF355ALI_MAFK_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr11,111423262,111423270,3,"2,4,5",0,1,0,1,1
chr11,111423270,111423271,2,"2,5",0,1,0,0,1
chr11,111935326,111935563,2,"2,5",0,1,0,0,1
chr11,112157474,112157514,2,"1,5",1,0,0,0,1
chr11,112157514,112157524,3,"1,4,5",1,0,0,1,1
chr11,112157524,112157580,4,"1,3,4,5",1,0,1,1,1
chr11,112157580,112157646,5,"1,2,3,4,5",1,1,1,1,1
chr11,112157646,112157721,4,"1,3,4,5",1,0,1,1,1
chr11,114400325,114400601,2,"1,5",1,0,0,0,1
chr11,114439947,114440223,2,"1,5",1,0,0,0,1
chr11,117178577,117178799,2,"3,5",0,0,1,0,1
chr11,118194985,118195033,2,"1,5",1,0,0,0,1
chr11,118195033,118195261,3,"1,2,5",1,1,0,0,1
chr11,118195261,118195283,2,"2,5",0,1,0,0,1
chr11,119029373,119029385,3,"2,4,5",0,1,0,1,1
chr11,119029385,119029391,4,"2,3,4,5",0,1,1,1,1
chr11,119029391,119029529,5,"1,2,3,4,5",1,1,1,1,1
chr11,119029529,119029539,4,"2,3,4,5",0,1,1,1,1
chr11,119029539,119029545,3,"2,4,5",0,1,0,1,1
chr11,119029545,119029553,2,"2,5",0,1,0,0,1
chr11,119095528,119095804,2,"1,5",1,0,0,0,1
chr11,119102063,119102126,2,"1,5",1,0,0,0,1
chr11,119102126,119102339,3,"1,3,5",1,0,1,0,1
chr11,119102339,119102350,2,"3,5",0,0,1,0,1
chr11,119368433,119368464,2,"1,5",1,0,0,0,1
chr11,119368464,119368522,3,"1,3,5",1,0,1,0,1
chr11,119368522,119368527,4,"1,2,3,5",1,1,1,0,1
chr11,119368527,119368601,5,"1,2,3,4,5",1,1,1,1,1
chr11,119368601,119368688,3,"1,3,5",1,0,1,0,1
chr11,119368688,119368709,2,"1,5",1,0,0,0,1
chr11,120217902,120217922,2,"1,5",1,0,0,0,1
chr11,120217922,120217930,3,"1,2,5",1,1,0,0,1
chr11,120217930,120217931,4,"1,2,4,5",1,1,0,1,1
chr11,120217931,120218155,5,"1,2,3,4,5",1,1,1,1,1
chr11,120218155,120218166,4,"1,2,4,5",1,1,0,1,1
chr11,120218166,120218172,3,"1,2,5",1,1,0,0,1
chr11,120218172,120218178,2,"1,5",1,0,0,0,1
chr11,124481773,124481775,2,"1,5",1,0,0,0,1
chr11,125111951,125112096,2,"3,5",0,0,1,0,1
chr11,126268917,126269141,2,"3,5",0,0,1,0,1
chr11,128448761,128448806,3,"1,3,5",1,0,1,0,1
chr11,128448806,128448886,2,"1,5",1,0,0,0,1
chr11,128451799,128452049,2,"2,5",0,1,0,0,1
chr11,129861736,129861748,2,"1,5",1,0,0,0,1
chr11,129861748,129861756,3,"1,4,5",1,0,0,1,1
chr11,129861756,129861773,4,"1,2,4,5",1,1,0,1,1
chr11,129861773,129861984,5,"1,2,3,4,5",1,1,1,1,1
chr11,129861984,129861997,4,"1,2,3,5",1,1,1,0,1
chr11,129861997,129862001,3,"1,2,5",1,1,0,0,1
chr11,129862001,129862006,2,"2,5",0,1,0,0,1
chr11,130003542,130003778,2,"4,5",0,0,0,1,1
chr11,130037107,130037128,2,"2,5",0,1,0,0,1
chr11,130037128,130037144,3,"2,4,5",0,1,0,1,1
chr11,130037144,130037351,4,"2,3,4,5",0,1,1,1,1
chr11,130037351,130037364,3,"3,4,5",0,0,1,1,1
chr11,130037364,130037368,2,"3,5",0,0,1,0,1
chr12,143990,143998,2,"2,5",0,1,0,0,1
chr12,143998,144000,3,"2,4,5",0,1,0,1,1
chr12,144000,144022,4,"1,2,4,5",1,1,0,1,1
chr12,144022,144161,5,"1,2,3,4,5",1,1,1,1,1
chr12,144161,144174,4,"1,2,4,5",1,1,0,1,1
chr12,144174,144175,3,"2,4,5",0,1,0,1,1
chr12,144175,144182,2,"4,5",0,0,0,1,1
chr12,2849850,2849880,2,"2,5",0,1,0,0,1
chr12,2849880,2849884,3,"2,4,5",0,1,0,1,1
chr12,2849884,2849911,4,"1,2,4,5",1,1,0,1,1
chr12,2849911,2850100,5,"1,2,3,4,5",1,1,1,1,1
chr12,2850100,2850116,4,"1,3,4,5",1,0,1,1,1
chr12,2850116,2850135,3,"1,3,5",1,0,1,0,1
chr12,2850135,2850160,2,"1,5",1,0,0,0,1
chr12,4538561,4538562,2,"2,5",0,1,0,0,1
chr12,4538642,4538811,2,"2,5",0,1,0,0,1
chr12,6335678,6335914,2,"4,5",0,0,0,1,1
chr12,6336314,6336317,3,"2,4,5",0,1,0,1,1
chr12,6336317,6336331,4,"1,2,4,5",1,1,0,1,1
chr12,6336331,6336488,5,"1,2,3,4,5",1,1,1,1,1
chr12,6336488,6336503,4,"1,2,4,5",1,1,0,1,1
chr12,6336503,6336521,3,"2,4,5",0,1,0,1,1
chr12,6470592,6470609,2,"2,5",0,1,0,0,1
chr12,6470609,6470626,3,"2,4,5",0,1,0,1,1
chr12,6470626,6470842,4,"2,3,4,5",0,1,1,1,1
chr12,6470842,6470845,3,"3,4,5",0,0,1,1,1
chr12,6470845,6470850,2,"3,5",0,0,1,0,1
chr12,6534249,6534485,2,"4,5",0,0,0,1,1
chr12,6890923,6891127,5,"1,2,3,4,5",1,1,1,1,1
chr12,6891127,6891154,4,"1,2,4,5",1,1,0,1,1
chr12,6891154,6891159,3,"1,4,5",1,0,0,1,1
chr12,6891159,6891169,2,"1,5",1,0,0,0,1
chr12,6943748,6943956,3,"2,3,5",0,1,1,0,1
chr12,6943956,6943964,2,"2,5",0,1,0,0,1
chr12,6962079,6962092,2,"2,5",0,1,0,0,1
chr12,6962092,6962096,3,"2,4,5",0,1,0,1,1
chr12,6962096,6962103,4,"1,2,4,5",1,1,0,1,1
chr12,6962103,6962327,5,"1,2,3,4,5",1,1,1,1,1
chr12,6962327,6962328,4,"1,2,4,5",1,1,0,1,1
chr12,6962328,6962329,3,"1,2,5",1,1,0,0,1
chr12,6962329,6962372,2,"1,5",1,0,0,0,1
chr12,6981238,6981310,2,"2,5",0,1,0,0,1
chr12,6981310,6981323,3,"2,4,5",0,1,0,1,1
chr12,6981323,6981488,4,"2,3,4,5",0,1,1,1,1
chr12,6981488,6981546,3,"3,4,5",0,0,1,1,1
chr12,6981546,6981547,2,"3,5",0,0,1,0,1
chr12,7123884,7123896,2,"1,5",1,0,0,0,1
chr12,7123896,7123900,3,"1,3,5",1,0,1,0,1
chr12,7123900,7123903,4,"1,3,4,5",1,0,1,1,1
chr12,7123903,7124120,5,"1,2,3,4,5",1,1,1,1,1
chr12,7124120,7124136,4,"1,2,4,5",1,1,0,1,1
chr12,7124136,7124153,3,"1,2,5",1,1,0,0,1
chr12,7124153,7124155,2,"1,5",1,0,0,0,1
chr12,7851691,7851927,2,"4,5",0,0,0,1,1
chr12,8950183,8950356,2,"1,5",1,0,0,0,1
chr12,9132115,9132334,3,"2,4,5",0,1,0,1,1
chr12,9132334,9132337,2,"2,5",0,1,0,0,1
chr12,9136062,9136288,2,"2,5",0,1,0,0,1
chr12,10212235,10212269,2,"2,5",0,1,0,0,1
chr12,10212269,10212485,3,"1,2,5",1,1,0,0,1
chr12,10212485,10212545,2,"1,5",1,0,0,0,1
chr12,12449724,12449725,2,"1,5",1,0,0,0,1
chr12,12449725,12449745,3,"1,2,5",1,1,0,0,1
chr12,12449745,12449747,4,"1,2,3,5",1,1,1,0,1
chr12,12449747,12449969,5,"1,2,3,4,5",1,1,1,1,1
chr12,12449969,12449975,4,"1,2,4,5",1,1,0,1,1
chr12,12449975,12449980,3,"1,4,5",1,0,0,1,1
chr12,14770973,14770995,2,"1,5",1,0,0,0,1
chr12,14770995,14771049,3,"1,3,5",1,0,1,0,1
chr12,14771049,14771170,5,"1,2,3,4,5",1,1,1,1,1
chr12,14771170,14771179,4,"1,3,4,5",1,0,1,1,1
chr12,14771179,14771219,3,"1,3,5",1,0,1,0,1
chr12,14771219,14771249,2,"1,5",1,0,0,0,1
chr12,21501749,21501985,2,"4,5",0,0,0,1,1
chr12,24960304,24960307,2,"2,5",0,1,0,0,1
chr12,24960307,24960311,3,"1,2,5",1,1,0,0,1
chr12,24960311,24960363,4,"1,2,4,5",1,1,0,1,1
chr12,24960363,24960454,5,"1,2,3,4,5",1,1,1,1,1
chr12,24960454,24960470,4,"1,2,4,5",1,1,0,1,1
chr12,24960470,24960477,3,"2,4,5",0,1,0,1,1
chr12,24960477,24960481,2,"2,5",0,1,0,0,1
chr12,26274840,26275076,2,"4,5",0,0,0,1,1
chr12,26318587,26318863,2,"1,5",1,0,0,0,1
chr12,31749213,31749225,2,"1,5",1,0,0,0,1
chr12,31749225,31749227,3,"1,3,5",1,0,1,0,1
chr12,31749227,31749240,4,"1,3,4,5",1,0,1,1,1
chr12,31749240,31749449,5,"1,2,3,4,5",1,1,1,1,1
chr12,31749449,31749463,4,"1,2,4,5",1,1,0,1,1
chr12,31749463,31749489,3,"1,2,5",1,1,0,0,1
chr12,31749489,31749490,2,"2,5",0,1,0,0,1
chr12,31959049,31959056,3,"2,4,5",0,1,0,1,1
chr12,31959056,31959079,4,"1,2,4,5",1,1,0,1,1
chr12,31959079,31959204,5,"1,2,3,4,5",1,1,1,1,1
chr12,31959204,31959230,4,"1,2,4,5",1,1,0,1,1
chr12,31959230,31959234,3,"2,4,5",0,1,0,1,1
chr12,31959234,31959239,2,"2,5",0,1,0,0,1
chr12,32390645,32390874,2,"4,5",0,0,0,1,1
chr12,42325616,42325638,3,"2,4,5",0,1,0,1,1
chr12,42325638,42325650,2,"2,5",0,1,0,0,1
chr12,44000416,44000519,3,"2,4,5",0,1,0,1,1
chr12,44000519,44000534,2,"2,5",0,1,0,0,1
chr12,45215671,45215680,2,"2,5",0,1,0,0,1
chr12,45215680,45215687,3,"2,4,5",0,1,0,1,1
chr12,45215687,45215690,4,"2,3,4,5",0,1,1,1,1
chr12,45215690,45215911,5,"1,2,3,4,5",1,1,1,1,1
chr12,45215911,45215916,4,"1,2,4,5",1,1,0,1,1
chr12,45215916,45215921,3,"1,2,5",1,1,0,0,1
chr12,45215921,45215966,2,"1,5",1,0,0,0,1
chr12,47346778,47346802,2,"3,5",0,0,1,0,1
chr12,47346802,47346803,3,"2,3,5",0,1,1,0,1
chr12,47346803,47346813,4,"2,3,4,5",0,1,1,1,1
chr12,47346813,47346948,5,"1,2,3,4,5",1,1,1,1,1
chr12,47346948,47346949,4,"2,3,4,5",0,1,1,1,1
chr12,47346949,47346968,3,"3,4,5",0,0,1,1,1
chr12,47346968,47347002,2,"3,5",0,0,1,0,1
chr12,48865756,48865838,2,"3,5",0,0,1,0,1
chr12,48865838,48865855,3,"3,4,5",0,0,1,1,1
chr12,48865855,48865980,4,"2,3,4,5",0,1,1,1,1
chr12,48865980,48866074,3,"2,4,5",0,1,0,1,1
chr12,48866074,48866105,2,"2,5",0,1,0,0,1
chr12,48867092,48867102,2,"1,5",1,0,0,0,1
chr12,48867102,48867145,3,"1,3,5",1,0,1,0,1
chr12,49019085,49019098,2,"2,5",0,1,0,0,1
chr12,49019098,49019123,3,"1,2,5",1,1,0,0,1
chr12,49019123,49019131,4,"1,2,4,5",1,1,0,1,1
chr12,49019131,49019193,5,"1,2,3,4,5",1,1,1,1,1
chr12,49060704,49060928,2,"3,5",0,0,1,0,1
chr12,49130271,49130507,2,"4,5",0,0,0,1,1
chr12,49265545,49265754,2,"3,5",0,0,1,0,1
chr12,50110221,50110231,2,"2,5",0,1,0,0,1
chr12,50110231,50110239,3,"2,4,5",0,1,0,1,1
chr12,50110239,50110467,4,"1,2,4,5",1,1,0,1,1
chr12,50110467,50110471,3,"1,2,5",1,1,0,0,1
chr12,50110471,50110515,2,"1,5",1,0,0,0,1
chr12,50400994,50401057,2,"1,5",1,0,0,0,1
chr12,50401057,50401065,3,"1,3,5",1,0,1,0,1
chr12,50401065,50401270,4,"1,3,4,5",1,0,1,1,1
chr12,50401270,50401281,3,"3,4,5",0,0,1,1,1
chr12,50401281,50401301,2,"4,5",0,0,0,1,1
chr12,52010747,52010769,2,"1,5",1,0,0,0,1
chr12,53006029,53006037,4,"1,3,4,5",1,0,1,1,1
chr12,53006037,53006208,5,"1,2,3,4,5",1,1,1,1,1
chr12,53006208,53006231,4,"1,2,3,5",1,1,1,0,1
chr12,53006231,53006249,3,"1,2,5",1,1,0,0,1
chr12,53006249,53006287,2,"2,5",0,1,0,0,1
chr12,55737199,55737205,2,"1,5",1,0,0,0,1
chr12,55737205,55737213,3,"1,2,5",1,1,0,0,1
chr12,55737213,55737214,4,"1,2,4,5",1,1,0,1,1
chr12,55737214,55737438,5,"1,2,3,4,5",1,1,1,1,1
chr12,55737438,55737449,4,"1,2,4,5",1,1,0,1,1
chr12,55737449,55737455,3,"1,2,5",1,1,0,0,1
chr12,55737455,55737475,2,"1,5",1,0,0,0,1
chr12,56081988,56082003,2,"2,5",0,1,0,0,1
chr12,56082003,56082007,3,"1,2,5",1,1,0,0,1
chr12,56082007,56082238,4,"1,2,4,5",1,1,0,1,1
chr12,56082238,56082243,3,"1,4,5",1,0,0,1,1
chr12,56082243,56082279,2,"1,5",1,0,0,0,1
chr12,56360233,56360281,2,"2,5",0,1,0,0,1
chr12,56360281,56360483,3,"2,4,5",0,1,0,1,1
chr12,56360483,56360517,2,"4,5",0,0,0,1,1
chr12,56636053,56636252,5,"1,2,3,4,5",1,1,1,1,1
chr12,56636252,56636259,4,"1,2,3,5",1,1,1,0,1
chr12,56636259,56636262,3,"2,3,5",0,1,1,0,1
chr12,56636262,56636263,2,"2,5",0,1,0,0,1
chr12,56941627,56941632,2,"2,5",0,1,0,0,1
chr12,56941632,56941653,3,"1,2,5",1,1,0,0,1
chr12,56941653,56941678,4,"1,2,3,5",1,1,1,0,1
chr12,56941678,56941877,5,"1,2,3,4,5",1,1,1,1,1
chr12,56941877,56941908,3,"1,4,5",1,0,0,1,1
chr12,56941908,56941914,2,"4,5",0,0,0,1,1
chr12,57138621,57138812,4,"1,2,3,5",1,1,1,0,1
chr12,57138812,57138835,3,"1,2,5",1,1,0,0,1
chr12,57138835,57138862,2,"1,5",1,0,0,0,1
chr12,57744707,57744931,2,"3,5",0,0,1,0,1
chr12,57845597,57845821,2,"3,5",0,0,1,0,1
chr12,64404334,64404342,2,"4,5",0,0,0,1,1
chr12,64404342,64404566,3,"3,4,5",0,0,1,1,1
chr12,64404566,64404570,2,"4,5",0,0,0,1,1
chr12,66130904,66131157,2,"1,5",1,0,0,0,1
chr12,67710644,67710880,2,"4,5",0,0,0,1,1
chr12,68808783,68808785,2,"4,5",0,0,0,1,1
chr12,68808785,68808795,3,"2,4,5",0,1,0,1,1
chr12,68808795,68809019,4,"1,2,4,5",1,1,0,1,1
chr12,68809019,68809035,3,"1,2,5",1,1,0,0,1
chr12,68809035,68809071,2,"1,5",1,0,0,0,1
chr12,69657832,69658108,2,"1,5",1,0,0,0,1
chr12,70365621,70365717,2,"2,5",0,1,0,0,1
chr12,71755566,71755569,2,"1,5",1,0,0,0,1
chr12,71947586,71947836,2,"2,5",0,1,0,0,1
chr12,75390891,75390892,3,"1,2,5",1,1,0,0,1
chr12,75390892,75390957,2,"1,5",1,0,0,0,1
chr12,76348248,76348271,2,"1,5",1,0,0,0,1
chr12,76348271,76348521,3,"1,2,5",1,1,0,0,1
chr12,76348521,76348524,2,"1,5",1,0,0,0,1
chr12,79530277,79530409,2,"1,5",1,0,0,0,1
chr12,79530409,79530426,3,"1,2,5",1,1,0,0,1
chr12,79530426,79530553,4,"1,2,4,5",1,1,0,1,1
chr12,79530553,79530632,3,"2,4,5",0,1,0,1,1
chr12,79547435,79547685,2,"2,5",0,1,0,0,1
chr12,79549508,79549537,2,"1,5",1,0,0,0,1
chr12,79549537,79549550,3,"1,2,5",1,1,0,0,1
chr12,79549550,79549560,4,"1,2,4,5",1,1,0,1,1
chr12,79549560,79549784,5,"1,2,3,4,5",1,1,1,1,1
chr12,79549784,79549786,3,"2,4,5",0,1,0,1,1
chr12,79549786,79549787,2,"2,5",0,1,0,0,1
chr12,79560294,79560336,2,"2,5",0,1,0,0,1
chr12,79560336,79560508,3,"2,4,5",0,1,0,1,1
chr12,82358317,82358321,2,"2,5",0,1,0,0,1
chr12,82358321,82358331,3,"1,2,5",1,1,0,0,1
chr12,82358331,82358362,4,"1,2,3,5",1,1,1,0,1
chr12,82358362,82358555,5,"1,2,3,4,5",1,1,1,1,1
chr12,82358555,82358567,4,"1,2,4,5",1,1,0,1,1
chr12,82358567,82358597,3,"1,4,5",1,0,0,1,1
chr12,82358597,82358598,2,"4,5",0,0,0,1,1
chr12,89352952,89353144,2,"1,5",1,0,0,0,1
chr12,89353279,89353427,2,"1,5",1,0,0,0,1
chr12,93087376,93087393,2,"2,5",0,1,0,0,1
chr12,93087393,93087412,3,"2,4,5",0,1,0,1,1
chr12,93087412,93087626,4,"2,3,4,5",0,1,1,1,1
chr12,93087626,93087629,3,"3,4,5",0,0,1,1,1
chr12,93087629,93087636,2,"3,5",0,0,1,0,1
chr12,93563958,93563977,2,"1,5",1,0,0,0,1
chr12,93563977,93563988,3,"1,2,5",1,1,0,0,1
chr12,93563988,93564025,4,"1,2,3,5",1,1,1,0,1
chr12,93564025,93564212,5,"1,2,3,4,5",1,1,1,1,1
chr12,93564212,93564227,4,"1,2,4,5",1,1,0,1,1
chr12,93564227,93564234,3,"1,4,5",1,0,0,1,1
chr12,93564234,93564261,2,"4,5",0,0,0,1,1
chr12,94172963,94172981,2,"1,5",1,0,0,0,1
chr12,94172981,94172999,3,"1,3,5",1,0,1,0,1
chr12,94172999,94173012,4,"1,3,4,5",1,0,1,1,1
chr12,94173012,94173205,5,"1,2,3,4,5",1,1,1,1,1
chr12,94173205,94173230,4,"1,2,4,5",1,1,0,1,1
chr12,94173230,94173235,3,"2,4,5",0,1,0,1,1
chr12,94173235,94173262,2,"2,5",0,1,0,0,1
chr12,95803064,95803094,2,"1,5",1,0,0,0,1
chr12,95803094,95803097,3,"1,4,5",1,0,0,1,1
chr12,95803097,95803101,4,"1,2,4,5",1,1,0,1,1
chr12,95803101,95803241,5,"1,2,3,4,5",1,1,1,1,1
chr12,97568665,97568889,2,"3,5",0,0,1,0,1
chr12,101570049,101570059,2,"3,5",0,0,1,0,1
chr12,101570059,101570068,3,"3,4,5",0,0,1,1,1
chr12,101570068,101570265,4,"2,3,4,5",0,1,1,1,1
chr12,101570265,101570295,3,"2,4,5",0,1,0,1,1
chr12,101570295,101570318,2,"2,5",0,1,0,0,1
chr12,103965614,103965789,5,"1,2,3,4,5",1,1,1,1,1
chr12,103965789,103965794,4,"1,3,4,5",1,0,1,1,1
chr12,103965794,103965799,3,"1,4,5",1,0,0,1,1
chr12,103965799,103965810,2,"1,5",1,0,0,0,1
chr12,104958496,104958534,2,"1,5",1,0,0,0,1
chr12,104958534,104958541,3,"1,3,5",1,0,1,0,1
chr12,104958541,104958560,4,"1,2,3,5",1,1,1,0,1
chr12,104958560,104958758,5,"1,2,3,4,5",1,1,1,1,1
chr12,104958758,104958772,4,"1,2,4,5",1,1,0,1,1
chr12,104958772,104958791,3,"2,4,5",0,1,0,1,1
chr12,104958791,104958796,2,"4,5",0,0,0,1,1
chr12,105107240,105107287,2,"1,5",1,0,0,0,1
chr12,105107287,105107340,3,"1,3,5",1,0,1,0,1
chr12,105107340,105107342,4,"1,3,4,5",1,0,1,1,1
chr12,105107342,105107449,5,"1,2,3,4,5",1,1,1,1,1
chr12,105107449,105107459,4,"1,3,4,5",1,0,1,1,1
chr12,105107459,105107511,3,"1,3,5",1,0,1,0,1
chr12,105107511,105107516,2,"1,5",1,0,0,0,1
chr12,106956546,106956598,2,"1,5",1,0,0,0,1
chr12,106956598,106956822,3,"1,4,5",1,0,0,1,1
chr12,106956822,106956834,2,"4,5",0,0,0,1,1
chr12,107685787,107686037,2,"2,5",0,1,0,0,1
chr12,108664738,108664819,2,"1,5",1,0,0,0,1
chr12,108664819,108665014,3,"1,4,5",1,0,0,1,1
chr12,108665014,108665055,2,"4,5",0,0,0,1,1
chr12,109115870,109115879,2,"1,5",1,0,0,0,1
chr12,109115879,109116103,3,"1,3,5",1,0,1,0,1
chr12,109116103,109116146,2,"1,5",1,0,0,0,1
chr12,109713453,109713552,5,"1,2,3,4,5",1,1,1,1,1
chr12,109713552,109713556,4,"1,2,4,5",1,1,0,1,1
chr12,109713556,109713565,3,"1,2,5",1,1,0,0,1
chr12,109713565,109713595,2,"1,5",1,0,0,0,1
chr12,109949037,109949047,2,"1,5",1,0,0,0,1
chr12,109949047,109949049,3,"1,4,5",1,0,0,1,1
chr12,109949049,109949073,4,"1,2,4,5",1,1,0,1,1
chr12,109949073,109949283,5,"1,2,3,4,5",1,1,1,1,1
chr12,109949283,109949297,4,"1,2,3,5",1,1,1,0,1
chr12,109949297,109949299,3,"1,2,5",1,1,0,0,1
chr12,109949299,109949313,2,"1,5",1,0,0,0,1
chr12,110039047,110039065,2,"1,5",1,0,0,0,1
chr12,110039065,110039066,3,"1,2,5",1,1,0,0,1
chr12,110039066,110039086,4,"1,2,3,5",1,1,1,0,1
chr12,110039086,110039290,5,"1,2,3,4,5",1,1,1,1,1
chr12,110039290,110039315,4,"1,2,4,5",1,1,0,1,1
chr12,110039315,110039320,3,"1,4,5",1,0,0,1,1
chr12,110039320,110039322,2,"4,5",0,0,0,1,1
chr12,110048498,110048722,2,"3,5",0,0,1,0,1
chr12,110280448,110280452,4,"1,2,4,5",1,1,0,1,1
chr12,110280452,110280657,5,"1,2,3,4,5",1,1,1,1,1
chr12,110280657,110280658,4,"2,3,4,5",0,1,1,1,1
chr12,110280658,110280661,3,"3,4,5",0,0,1,1,1
chr12,110280661,110280676,2,"3,5",0,0,1,0,1
chr12,111367736,111367972,2,"4,5",0,0,0,1,1
chr12,112125500,112125513,2,"4,5",0,0,0,1,1
chr12,112125513,112125523,3,"2,4,5",0,1,0,1,1
chr12,112125523,112125534,4,"1,2,4,5",1,1,0,1,1
chr12,112125534,112125610,5,"1,2,3,4,5",1,1,1,1,1
chr12,112125610,112125611,4,"1,2,4,5",1,1,0,1,1
chr12,112125611,112125618,3,"1,4,5",1,0,0,1,1
chr12,112125618,112125658,2,"4,5",0,0,0,1,1
chr12,112418791,112419015,2,"3,5",0,0,1,0,1
chr12,112906827,112906833,2,"2,5",0,1,0,0,1
chr12,112906833,112907069,3,"2,4,5",0,1,0,1,1
chr12,112907069,112907077,2,"2,5",0,1,0,0,1
chr12,113808083,113808098,2,"1,5",1,0,0,0,1
chr12,113808098,113808105,3,"1,2,5",1,1,0,0,1
chr12,113808105,113808341,4,"1,2,4,5",1,1,0,1,1
chr12,113808341,113808348,3,"1,2,5",1,1,0,0,1
chr12,113808348,113808560,2,"1,5",1,0,0,0,1
chr12,118781115,118781134,2,"1,5",1,0,0,0,1
chr12,118781134,118781147,3,"1,2,5",1,1,0,0,1
chr12,118781147,118781220,4,"1,2,3,5",1,1,1,0,1
chr12,118781220,118781259,5,"1,2,3,4,5",1,1,1,1,1
chr12,119667905,119668181,2,"1,5",1,0,0,0,1
chr12,120086984,120086996,2,"1,5",1,0,0,0,1
chr12,120086996,120087005,3,"1,2,5",1,1,0,0,1
chr12,120087005,120087008,4,"1,2,3,5",1,1,1,0,1
chr12,120087008,120087107,5,"1,2,3,4,5",1,1,1,1,1
chr12,120087107,120087118,4,"1,2,3,5",1,1,1,0,1
chr12,120087118,120087120,3,"1,2,5",1,1,0,0,1
chr12,120087120,120087124,2,"1,5",1,0,0,0,1
chr12,120227769,120227771,2,"3,5",0,0,1,0,1
chr12,120227771,120227829,3,"1,3,5",1,0,1,0,1
chr12,120227829,120227830,4,"1,2,3,5",1,1,1,0,1
chr12,120227830,120227899,5,"1,2,3,4,5",1,1,1,1,1
chr12,120227899,120227926,4,"1,3,4,5",1,0,1,1,1
chr12,120227926,120227993,3,"1,3,5",1,0,1,0,1
chr12,120227993,120228047,2,"1,5",1,0,0,0,1
chr12,120228402,120228408,2,"1,5",1,0,0,0,1
chr12,120228408,120228411,3,"1,3,5",1,0,1,0,1
chr12,120228411,120228419,4,"1,2,3,5",1,1,1,0,1
chr12,120228419,120228632,5,"1,2,3,4,5",1,1,1,1,1
chr12,120228632,120228655,4,"1,2,4,5",1,1,0,1,1
chr12,120228655,120228661,3,"1,2,5",1,1,0,0,1
chr12,120228661,120228678,2,"1,5",1,0,0,0,1
chr12,120291673,120291727,2,"2,5",0,1,0,0,1
chr12,120291727,120291923,3,"2,4,5",0,1,0,1,1
chr12,120291923,120291963,2,"4,5",0,0,0,1,1
chr12,120446287,120446511,3,"1,3,5",1,0,1,0,1
chr12,120446511,120446563,2,"1,5",1,0,0,0,1
chr12,121888518,121888742,2,"3,5",0,0,1,0,1
chr12,122063160,122063282,3,"1,3,5",1,0,1,0,1
chr12,122063282,122063384,2,"1,5",1,0,0,0,1
chr12,122266460,122266684,2,"3,5",0,0,1,0,1
chr12,122399936,122400169,2,"2,5",0,1,0,0,1
chr12,122400521,122400545,2,"3,5",0,0,1,0,1
chr12,122400545,122400742,3,"2,3,5",0,1,1,0,1
chr12,123595824,123595846,2,"3,5",0,0,1,0,1
chr12,123595846,123596048,3,"1,3,5",1,0,1,0,1
chr12,123596048,123596122,2,"1,5",1,0,0,0,1
chr12,123633594,123633870,2,"1,5",1,0,0,0,1
chr12,124917147,124917182,2,"2,5",0,1,0,0,1
chr12,124917182,124917195,3,"2,4,5",0,1,0,1,1
chr12,124917195,124917395,4,"2,3,4,5",0,1,1,1,1
chr12,124917395,124917418,3,"3,4,5",0,0,1,1,1
chr12,124917418,124917419,2,"3,5",0,0,1,0,1
chr12,124927898,124928148,2,"2,5",0,1,0,0,1
chr12,124940020,124940039,2,"1,5",1,0,0,0,1
chr12,124940039,124940043,3,"1,4,5",1,0,0,1,1
chr12,124940043,124940275,4,"1,2,4,5",1,1,0,1,1
chr12,124940275,124940293,3,"1,2,5",1,1,0,0,1
chr12,124940293,124940296,2,"1,5",1,0,0,0,1
chr12,124989160,124989333,2,"3,5",0,0,1,0,1
chr12,131860556,131860562,2,"2,5",0,1,0,0,1
chr12,131860562,131860838,3,"1,2,5",1,1,0,0,1
chr12,131860838,131861010,2,"2,5",0,1,0,0,1
chr12,131896394,131896414,2,"3,5",0,0,1,0,1
chr12,131896414,131896421,3,"3,4,5",0,0,1,1,1
chr12,131896421,131896431,4,"2,3,4,5",0,1,1,1,1
chr12,131896431,131896534,5,"1,2,3,4,5",1,1,1,1,1
chr12,131896534,131896565,4,"2,3,4,5",0,1,1,1,1
chr12,131896565,131896569,3,"2,3,5",0,1,1,0,1
chr12,131896569,131896618,2,"3,5",0,0,1,0,1
chr13,19596956,19596981,2,"2,5",0,1,0,0,1
chr13,19596981,19597118,3,"2,3,5",0,1,1,0,1
chr13,20566522,20566746,2,"3,5",0,0,1,0,1
chr13,21526829,21527051,2,"2,5",0,1,0,0,1
chr13,26983534,26983544,2,"1,5",1,0,0,0,1
chr13,26983544,26983554,3,"1,2,5",1,1,0,0,1
chr13,26983554,26983559,4,"1,2,4,5",1,1,0,1,1
chr13,26983559,26983604,5,"1,2,3,4,5",1,1,1,1,1
chr13,29924070,29924099,2,"2,5",0,1,0,0,1
chr13,29924099,29924104,3,"1,2,5",1,1,0,0,1
chr13,29924104,29924107,4,"1,2,4,5",1,1,0,1,1
chr13,29924107,29924320,5,"1,2,3,4,5",1,1,1,1,1
chr13,29924320,29924331,4,"1,3,4,5",1,0,1,1,1
chr13,29924331,29924340,3,"1,4,5",1,0,0,1,1
