chrom,start,end,num,list,ENCFF479IYY_MAX_sorted.bed,ENCFF586AUN_MAX_sorted.bed,ENCFF631IHP_MAX_sorted.bed,ENCFF714XUB_MAX_sorted.bed,ENCFF776CUK_MAX_sorted.bed,ENCFF833YNQ_MAX_sorted.bed,ENCFF922DMX_MAX_sorted.bed,ENCFF947ANW_MAX_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr11,66336871,66336892,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr11,66336892,66336910,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,66345014,66345052,4,"2,5,8,9",0,1,0,0,1,0,0,1,1
chr11,66345052,66345217,5,"2,5,7,8,9",0,1,0,0,1,0,1,1,1
chr11,66345217,66345296,4,"2,5,8,9",0,1,0,0,1,0,0,1,1
chr11,66347909,66348017,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,66348017,66348027,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,66348027,66348040,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66348040,66348229,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr11,66348229,66348315,4,"2,3,7,9",0,1,1,0,0,0,1,0,1
chr11,66371328,66371331,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr11,66371331,66371545,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66371545,66371557,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr11,66371557,66371564,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,66371564,66371584,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr11,66371584,66371594,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr11,66371623,66371736,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr11,66371736,66371928,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr11,66371928,66371941,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,66372045,66372262,2,"6,9",0,0,0,0,0,1,0,0,1
chr11,66372262,66372288,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr11,66438579,66438612,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66438612,66438671,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr11,66438671,66438702,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,66438702,66438781,5,"3,5,6,8,9",0,0,1,0,1,1,0,1,1
chr11,66438781,66438873,6,"3,5,6,7,8,9",0,0,1,0,1,1,1,1,1
chr11,66438873,66438909,5,"3,6,7,8,9",0,0,1,0,0,1,1,1,1
chr11,66438909,66438916,4,"3,6,8,9",0,0,1,0,0,1,0,1,1
chr11,66438916,66438926,3,"3,8,9",0,0,1,0,0,0,0,1,1
chr11,66438926,66439027,4,"2,3,8,9",0,1,1,0,0,0,0,1,1
chr11,66439027,66439061,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,66439061,66439105,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66439105,66439227,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr11,66439227,66439248,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr11,66466327,66466559,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,66466559,66466866,3,"3,7,9",0,0,1,0,0,0,1,0,1
chr11,66466866,66466903,2,"7,9",0,0,0,0,0,0,1,0,1
chr11,66467075,66467116,2,"7,9",0,0,0,0,0,0,1,0,1
chr11,66467116,66467412,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr11,66480132,66480290,4,"3,5,6,9",0,0,1,0,1,1,0,0,1
chr11,66480290,66480305,5,"3,5,6,8,9",0,0,1,0,1,1,0,1,1
chr11,66480305,66480356,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,66480356,66480423,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,66480423,66480566,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr11,66480566,66480693,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr11,66480693,66480767,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr11,66480767,66480769,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,66480769,66480792,4,"3,5,8,9",0,0,1,0,1,0,0,1,1
chr11,66510462,66510470,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,66510470,66510506,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr11,66510506,66510749,4,"2,5,7,9",0,1,0,0,1,0,1,0,1
chr11,66545920,66545965,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,66545965,66546042,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,66546042,66546074,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr11,66546074,66546167,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr11,66546167,66546204,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,66546204,66546285,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66546285,66546286,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,66546286,66546375,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,66592687,66592765,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,66592765,66592776,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,66592776,66592871,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr11,66592871,66592890,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,66592890,66592994,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,66592994,66593014,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66593014,66593073,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,66593073,66593080,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr11,66593080,66593136,3,"3,6,9",0,0,1,0,0,1,0,0,1
chr11,66593136,66593283,2,"6,9",0,0,0,0,0,1,0,0,1
chr11,66616260,66616297,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,66616297,66616358,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr11,66616358,66616529,4,"5,6,7,9",0,0,0,0,1,1,1,0,1
chr11,66616529,66616542,5,"3,5,6,7,9",0,0,1,0,1,1,1,0,1
chr11,66616542,66616609,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr11,66616609,66616633,3,"3,7,9",0,0,1,0,0,0,1,0,1
chr11,66616633,66616636,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr11,66616636,66616641,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr11,66616641,66616684,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66616684,66616711,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,66638224,66638440,6,"3,5,6,7,8,9",0,0,1,0,1,1,1,1,1
chr11,66638440,66638456,5,"3,5,7,8,9",0,0,1,0,1,0,1,1,1
chr11,66638456,66638473,4,"3,5,8,9",0,0,1,0,1,0,0,1,1
chr11,66638473,66638528,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,66638528,66638546,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66638546,66638570,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,66638570,66638799,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66677640,66677646,2,"2,9",0,1,0,0,0,0,0,0,1
chr11,66677646,66677654,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,66677654,66677820,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66677820,66677845,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr11,66677845,66677931,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr11,66677931,66677966,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr11,66677966,66678017,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66678017,66678104,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,66678104,66678216,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,66694722,66694747,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr11,66694747,66694768,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr11,66694768,66695038,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr11,66695038,66695072,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,66695072,66695103,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,66695103,66695111,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66695111,66695122,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,66695122,66695154,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,66744465,66744518,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,66744518,66744834,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr11,66744834,66744862,2,"7,9",0,0,0,0,0,0,1,0,1
chr11,66843224,66843261,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr11,66843261,66843272,4,"2,5,8,9",0,1,0,0,1,0,0,1,1
chr11,66843272,66843287,5,"2,5,7,8,9",0,1,0,0,1,0,1,1,1
chr11,66843287,66843466,6,"2,5,6,7,8,9",0,1,0,0,1,1,1,1,1
chr11,66843466,66843527,5,"2,5,7,8,9",0,1,0,0,1,0,1,1,1
chr11,66855938,66856047,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,66856047,66856118,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,66856118,66856204,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66856204,66856214,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr11,66856214,66856354,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr11,66856354,66856378,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr11,66856378,66856458,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,66856458,66856539,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr11,66892172,66892190,2,"2,9",0,1,0,0,0,0,0,0,1
chr11,66892190,66892240,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr11,66892240,66892303,4,"2,5,7,9",0,1,0,0,1,0,1,0,1
chr11,66892303,66892419,5,"2,5,6,7,9",0,1,0,0,1,1,1,0,1
chr11,66892419,66892485,4,"2,5,7,9",0,1,0,0,1,0,1,0,1
chr11,66892485,66892522,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr11,66935355,66935452,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,67118824,67118889,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,67118889,67118962,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,67118962,67118986,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr11,67118986,67119233,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr11,67119233,67119266,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr11,67119266,67119353,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,67119353,67119399,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,67266215,67266236,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr11,67266236,67266422,4,"5,6,7,9",0,0,0,0,1,1,1,0,1
chr11,67266422,67266449,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr11,67266449,67266506,4,"5,6,7,9",0,0,0,0,1,1,1,0,1
chr11,67266506,67266508,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr11,67266508,67266793,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,67288407,67288497,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,67288497,67288503,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr11,67288503,67288602,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr11,67288602,67288657,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,67288657,67288711,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,67288711,67288792,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,67288792,67288824,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr11,67288999,67289415,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,67317362,67317492,4,"5,6,7,9",0,0,0,0,1,1,1,0,1
chr11,67317492,67317502,5,"2,5,6,7,9",0,1,0,0,1,1,1,0,1
chr11,67317502,67317574,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr11,67317574,67317627,5,"2,3,6,7,9",0,1,1,0,0,1,1,0,1
chr11,67317627,67317853,4,"2,3,7,9",0,1,1,0,0,0,1,0,1
chr11,67317853,67317953,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,67353421,67353716,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,67353716,67353968,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr11,67373149,67373287,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,67382594,67382854,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,67391705,67391713,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr11,67391713,67391717,6,"2,3,4,5,6,9",0,1,1,1,1,1,0,0,1
chr11,67391717,67391733,7,"2,3,4,5,6,7,9",0,1,1,1,1,1,1,0,1
chr11,67391733,67391788,8,"2,3,4,5,6,7,8,9",0,1,1,1,1,1,1,1,1
chr11,67391788,67391908,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr11,67391908,67391987,8,"2,3,4,5,6,7,8,9",0,1,1,1,1,1,1,1,1
chr11,67391987,67391989,7,"2,3,4,5,6,7,9",0,1,1,1,1,1,1,0,1
chr11,67391989,67391993,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr11,67391993,67392013,5,"3,5,6,7,9",0,0,1,0,1,1,1,0,1
chr11,67392013,67392017,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr11,67392017,67392118,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr11,67392118,67392238,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,67401482,67401579,2,"6,9",0,0,0,0,0,1,0,0,1
chr11,67401579,67401655,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr11,67401655,67401923,4,"5,6,7,9",0,0,0,0,1,1,1,0,1
chr11,67401923,67401925,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr11,67401925,67401998,2,"6,9",0,0,0,0,0,1,0,0,1
chr11,67420614,67420786,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr11,67420786,67420915,4,"5,7,8,9",0,0,0,0,1,0,1,1,1
chr11,67420915,67421064,5,"2,5,7,8,9",0,1,0,0,1,0,1,1,1
chr11,67421064,67421241,6,"2,5,6,7,8,9",0,1,0,0,1,1,1,1,1
chr11,67421241,67421299,5,"2,5,7,8,9",0,1,0,0,1,0,1,1,1
chr11,67421299,67421323,4,"2,5,8,9",0,1,0,0,1,0,0,1,1
chr11,67421323,67421344,3,"2,8,9",0,1,0,0,0,0,0,1,1
chr11,67421344,67421379,2,"2,9",0,1,0,0,0,0,0,0,1
chr11,67428251,67428282,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,67428282,67428397,3,"3,7,9",0,0,1,0,0,0,1,0,1
chr11,67428397,67428426,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr11,67428426,67428610,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr11,67443476,67443672,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,67443672,67443790,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr11,67443790,67443896,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,67463983,67463996,5,"3,6,7,8,9",0,0,1,0,0,1,1,1,1
chr11,67463996,67464017,6,"2,3,6,7,8,9",0,1,1,0,0,1,1,1,1
chr11,67464017,67464158,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr11,67464158,67464227,6,"2,3,6,7,8,9",0,1,1,0,0,1,1,1,1
chr11,67464587,67464663,4,"3,5,6,9",0,0,1,0,1,1,0,0,1
chr11,67464663,67464811,5,"3,5,6,8,9",0,0,1,0,1,1,0,1,1
chr11,67464811,67464872,4,"3,5,8,9",0,0,1,0,1,0,0,1,1
chr11,67464872,67464961,3,"5,8,9",0,0,0,0,1,0,0,1,1
chr11,67469109,67469179,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr11,67469179,67469327,4,"3,5,8,9",0,0,1,0,1,0,0,1,1
chr11,67469327,67469356,5,"3,5,7,8,9",0,0,1,0,1,0,1,1,1
chr11,67469356,67469376,6,"3,5,6,7,8,9",0,0,1,0,1,1,1,1,1
chr11,67469376,67469432,5,"5,6,7,8,9",0,0,0,0,1,1,1,1,1
chr11,67469432,67469461,4,"5,7,8,9",0,0,0,0,1,0,1,1,1
chr11,67469461,67469528,3,"5,8,9",0,0,0,0,1,0,0,1,1
chr11,67483072,67483114,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr11,67483114,67483161,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,67483161,67483186,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr11,67483186,67483222,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr11,67483222,67483310,8,"2,3,4,5,6,7,8,9",0,1,1,1,1,1,1,1,1
chr11,67483310,67483404,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr11,67483404,67483498,8,"2,3,4,5,6,7,8,9",0,1,1,1,1,1,1,1,1
chr11,67483498,67483504,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr11,67483504,67483507,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr11,67483507,67483522,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr11,67483522,67483545,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,67483545,67483548,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,67508029,67508030,2,"8,9",0,0,0,0,0,0,0,1,1
chr11,67508030,67508208,3,"7,8,9",0,0,0,0,0,0,1,1,1
chr11,67508208,67508341,4,"6,7,8,9",0,0,0,0,0,1,1,1,1
chr11,67508341,67508374,5,"3,6,7,8,9",0,0,1,0,0,1,1,1,1
chr11,67508374,67508376,4,"3,6,8,9",0,0,1,0,0,1,0,1,1
chr11,67508376,67508495,3,"3,6,9",0,0,1,0,0,1,0,0,1
chr11,67508495,67508529,4,"3,5,6,9",0,0,1,0,1,1,0,0,1
chr11,67508566,67508569,4,"3,5,6,9",0,0,1,0,1,1,0,0,1
chr11,67508569,67508749,5,"3,5,6,7,9",0,0,1,0,1,1,1,0,1
chr11,67508749,67508762,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr11,67583474,67583503,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,67583503,67583614,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr11,67583614,67583723,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,67583723,67583894,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr11,67583894,67583942,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,67606672,67606721,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,67606721,67606725,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr11,67606725,67606810,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,67606810,67606878,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr11,67606878,67606886,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr11,67606886,67606965,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr11,67606965,67606978,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr11,67606978,67607030,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr11,67607030,67607042,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,67629826,67629936,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,67629936,67629995,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr11,67629995,67630075,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,67630338,67630379,2,"7,9",0,0,0,0,0,0,1,0,1
chr11,67630379,67630454,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr11,67630454,67630575,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr11,67630575,67630639,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr11,67630639,67630682,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr11,67630682,67630821,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr11,67630821,67630887,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr11,67805264,67805303,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr11,67805303,67805361,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr11,67805361,67805395,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr11,67805395,67805402,3,"3,7,9",0,0,1,0,0,0,1,0,1
chr11,67805402,67805472,2,"7,9",0,0,0,0,0,0,1,0,1
chr11,67805578,67805645,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,67805645,67805718,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,67805718,67805723,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr11,67805723,67805765,5,"2,3,6,7,9",0,1,1,0,0,1,1,0,1
chr11,67805765,67805967,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr11,67805967,67806022,5,"2,3,6,7,9",0,1,1,0,0,1,1,0,1
chr11,67806022,67806040,4,"2,3,7,9",0,1,1,0,0,0,1,0,1
chr11,67996747,67996761,6,"1,2,3,5,6,9",1,1,1,0,1,1,0,0,1
chr11,67996761,67996774,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr11,67996774,67996792,6,"1,3,5,6,7,9",1,0,1,0,1,1,1,0,1
chr11,67996792,67996801,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr11,67996801,67996945,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr11,67996945,67996948,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr11,67996948,67996961,6,"1,3,5,6,7,9",1,0,1,0,1,1,1,0,1
chr11,67996961,67996970,5,"1,3,5,6,9",1,0,1,0,1,1,0,0,1
chr11,67996970,67996978,4,"1,3,5,9",1,0,1,0,1,0,0,0,1
chr11,67996978,67997015,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr11,67997015,67997194,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,68003972,68003980,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,68003980,68003990,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,68003990,68003997,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr11,68003997,68004066,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,68004066,68004084,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,68004084,68004277,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr11,68004277,68004281,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr11,68004281,68004305,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,68030358,68030456,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr11,68030456,68030611,3,"3,7,9",0,0,1,0,0,0,1,0,1
chr11,68030611,68030658,4,"3,6,7,9",0,0,1,0,0,1,1,0,1
chr11,68030658,68030764,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr11,68038843,68038876,2,"7,9",0,0,0,0,0,0,1,0,1
chr11,68038876,68039119,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr11,68043534,68043681,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr11,68043681,68043724,6,"2,5,6,7,8,9",0,1,0,0,1,1,1,1,1
chr11,68043724,68043726,5,"2,5,6,8,9",0,1,0,0,1,1,0,1,1
chr11,68043726,68043765,4,"2,5,8,9",0,1,0,0,1,0,0,1,1
chr11,68043765,68043797,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr11,68043797,68043831,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,68121266,68121322,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,68121322,68121326,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr11,68121326,68121356,4,"5,6,7,9",0,0,0,0,1,1,1,0,1
chr11,68121356,68121514,5,"5,6,7,8,9",0,0,0,0,1,1,1,1,1
chr11,68121514,68121515,4,"5,7,8,9",0,0,0,0,1,0,1,1,1
chr11,68121515,68121526,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr11,68121526,68121587,2,"5,9",0,0,0,0,1,0,0,0,1
chr11,68121615,68121822,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,68121822,68121994,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,68128559,68128631,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,68128631,68128642,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,68128642,68128703,4,"2,3,8,9",0,1,1,0,0,0,0,1,1
chr11,68128703,68128743,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,68128743,68128763,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,68128763,68128920,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr11,68128920,68128925,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,68128925,68128970,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,68128970,68128997,4,"2,3,8,9",0,1,1,0,0,0,0,1,1
chr11,68257470,68257510,4,"2,3,8,9",0,1,1,0,0,0,0,1,1
chr11,68257510,68257545,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,68257545,68257564,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,68257564,68257692,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr11,68257692,68257696,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,68257696,68257807,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,68257807,68257816,4,"2,3,8,9",0,1,1,0,0,0,0,1,1
chr11,68257816,68257891,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,68460030,68460294,3,"3,7,9",0,0,1,0,0,0,1,0,1
chr11,68460294,68460351,2,"7,9",0,0,0,0,0,0,1,0,1
chr11,68460625,68460644,2,"8,9",0,0,0,0,0,0,0,1,1
chr11,68460644,68460837,3,"6,8,9",0,0,0,0,0,1,0,1,1
chr11,68751318,68751349,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,68751349,68751374,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,68751374,68751555,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr11,68751555,68751580,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr11,68751580,68751626,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr11,68751626,68751644,4,"2,3,8,9",0,1,1,0,0,0,0,1,1
chr11,68751644,68751703,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr11,68751703,68751768,2,"3,9",0,0,1,0,0,0,0,0,1
chr11,69048740,69048750,2,"6,9",0,0,0,0,0,1,0,0,1
chr11,69048750,69048810,3,"5,6,9",0,0,0,0,1,1,0,0,1
