chrom,start,end,num,list,ENCFF099EFN_CEBPB_sorted.bed,ENCFF342QGM_CEBPB_sorted.bed,ENCFF757UIC_CEBPB_sorted.bed,ENCFF824TMR_CEBPB_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr10,129462502,129462722,2,"4,5",0,0,0,1,1
chr10,129467889,129468109,2,"4,5",0,0,0,1,1
chr10,131997830,131997878,2,"4,5",0,0,0,1,1
chr10,131997878,131997890,3,"1,4,5",1,0,0,1,1
chr10,131997890,131997901,4,"1,2,4,5",1,1,0,1,1
chr10,131997901,131997963,5,"1,2,3,4,5",1,1,1,1,1
chr10,131997963,131997971,4,"1,2,4,5",1,1,0,1,1
chr10,131997971,131998004,3,"1,4,5",1,0,0,1,1
chr10,131998004,131998042,2,"4,5",0,0,0,1,1
chr10,133278107,133278131,2,"4,5",0,0,0,1,1
chr10,133278131,133278307,3,"1,4,5",1,0,0,1,1
chr10,133278307,133278327,2,"4,5",0,0,0,1,1
chr10,133278505,133278535,2,"4,5",0,0,0,1,1
chr10,133278535,133278711,3,"1,4,5",1,0,0,1,1
chr10,133278711,133278725,2,"4,5",0,0,0,1,1
chr10,133348309,133348329,2,"4,5",0,0,0,1,1
chr10,133348329,133348505,3,"1,4,5",1,0,0,1,1
chr10,133348505,133348514,2,"4,5",0,0,0,1,1
chr11,952446,952666,2,"4,5",0,0,0,1,1
chr11,1219933,1219938,2,"2,5",0,1,0,0,1
chr11,1219938,1219976,3,"2,4,5",0,1,0,1,1
chr11,1219976,1220152,4,"1,2,4,5",1,1,0,1,1
chr11,1220152,1220157,3,"2,4,5",0,1,0,1,1
chr11,1220157,1220158,2,"4,5",0,0,0,1,1
chr11,1689925,1689938,2,"4,5",0,0,0,1,1
chr11,1689938,1690145,3,"2,4,5",0,1,0,1,1
chr11,1690145,1690162,2,"2,5",0,1,0,0,1
chr11,1691326,1691550,2,"2,5",0,1,0,0,1
chr11,2269403,2269407,2,"2,5",0,1,0,0,1
chr11,2269407,2269458,3,"2,3,5",0,1,1,0,1
chr11,2269458,2269460,4,"2,3,4,5",0,1,1,1,1
chr11,2269460,2269571,5,"1,2,3,4,5",1,1,1,1,1
chr11,2269571,2269591,4,"2,3,4,5",0,1,1,1,1
chr11,2269591,2269627,3,"2,3,5",0,1,1,0,1
chr11,2269627,2269637,2,"3,5",0,0,1,0,1
chr11,2400384,2400604,2,"4,5",0,0,0,1,1
chr11,2902117,2902337,2,"4,5",0,0,0,1,1
chr11,3057306,3057331,2,"3,5",0,0,1,0,1
chr11,3057331,3057338,3,"2,3,5",0,1,1,0,1
chr11,3057338,3057393,4,"2,3,4,5",0,1,1,1,1
chr11,3057393,3057447,5,"1,2,3,4,5",1,1,1,1,1
chr11,3057447,3057516,4,"2,3,4,5",0,1,1,1,1
chr11,3057516,3057536,3,"2,3,5",0,1,1,0,1
chr11,3057536,3057555,2,"2,5",0,1,0,0,1
chr11,3797753,3797765,2,"2,5",0,1,0,0,1
chr11,3797765,3797783,3,"2,3,5",0,1,1,0,1
chr11,3797783,3797845,4,"2,3,4,5",0,1,1,1,1
chr11,3797845,3797943,5,"1,2,3,4,5",1,1,1,1,1
chr11,3797943,3797977,4,"2,3,4,5",0,1,1,1,1
chr11,3797977,3797993,3,"3,4,5",0,0,1,1,1
chr11,3797993,3797995,2,"3,5",0,0,1,0,1
chr11,3887041,3887069,2,"3,5",0,0,1,0,1
chr11,3887069,3887080,3,"2,3,5",0,1,1,0,1
chr11,3887080,3887244,4,"2,3,4,5",0,1,1,1,1
chr11,3887244,3887271,3,"2,3,5",0,1,1,0,1
chr11,3887271,3887293,2,"2,5",0,1,0,0,1
chr11,3959752,3959972,2,"4,5",0,0,0,1,1
chr11,3960021,3960049,2,"4,5",0,0,0,1,1
chr11,3960049,3960137,3,"1,4,5",1,0,0,1,1
chr11,6234595,6234815,2,"4,5",0,0,0,1,1
chr11,6440976,6440980,2,"2,5",0,1,0,0,1
chr11,6440980,6441200,3,"2,4,5",0,1,0,1,1
chr11,6683291,6683511,2,"4,5",0,0,0,1,1
chr11,8776307,8776527,2,"4,5",0,0,0,1,1
chr11,9314472,9314692,2,"4,5",0,0,0,1,1
chr11,9460806,9461026,2,"4,5",0,0,0,1,1
chr11,9510833,9510844,2,"1,5",1,0,0,0,1
chr11,9510844,9510856,3,"1,2,5",1,1,0,0,1
chr11,9510856,9511009,4,"1,2,4,5",1,1,0,1,1
chr11,9511009,9511068,3,"2,4,5",0,1,0,1,1
chr11,9511068,9511076,2,"4,5",0,0,0,1,1
chr11,9569316,9569330,2,"2,5",0,1,0,0,1
chr11,9569330,9569371,3,"2,4,5",0,1,0,1,1
chr11,9569371,9569540,4,"1,2,4,5",1,1,0,1,1
chr11,10750799,10750847,4,"1,2,3,5",1,1,1,0,1
chr11,10750847,10750964,5,"1,2,3,4,5",1,1,1,1,1
chr11,10750964,10750974,4,"1,2,3,5",1,1,1,0,1
chr11,10750974,10750986,3,"2,3,5",0,1,1,0,1
chr11,10750986,10751004,2,"3,5",0,0,1,0,1
chr11,10809093,10809269,2,"1,5",1,0,0,0,1
chr11,11842539,11842759,2,"4,5",0,0,0,1,1
chr11,12066270,12066272,2,"3,5",0,0,1,0,1
chr11,12066272,12066301,3,"2,3,5",0,1,1,0,1
chr11,12066301,12066334,4,"2,3,4,5",0,1,1,1,1
chr11,12066334,12066435,5,"1,2,3,4,5",1,1,1,1,1
chr11,12066435,12066496,4,"2,3,4,5",0,1,1,1,1
chr11,12066496,12066500,2,"3,5",0,0,1,0,1
chr11,12067027,12067030,2,"3,5",0,0,1,0,1
chr11,12067030,12067052,3,"3,4,5",0,0,1,1,1
chr11,12067052,12067250,4,"2,3,4,5",0,1,1,1,1
chr11,12067250,12067257,3,"2,3,5",0,1,1,0,1
chr11,12067257,12067276,2,"2,5",0,1,0,0,1
chr11,12085777,12085953,2,"1,5",1,0,0,0,1
chr11,12674251,12674471,2,"4,5",0,0,0,1,1
chr11,13008027,13008076,2,"4,5",0,0,0,1,1
chr11,13008076,13008247,3,"2,4,5",0,1,0,1,1
chr11,13008247,13008300,2,"2,5",0,1,0,0,1
chr11,13971148,13971293,2,"4,5",0,0,0,1,1
chr11,14499758,14499978,2,"4,5",0,0,0,1,1
chr11,14908184,14908231,2,"4,5",0,0,0,1,1
chr11,16115036,16115256,2,"4,5",0,0,0,1,1
chr11,17012814,17013034,2,"4,5",0,0,0,1,1
chr11,17077722,17077942,2,"4,5",0,0,0,1,1
chr11,18000873,18000877,2,"2,5",0,1,0,0,1
chr11,18000877,18000892,3,"2,4,5",0,1,0,1,1
chr11,18000892,18001068,4,"1,2,4,5",1,1,0,1,1
chr11,18001068,18001097,3,"2,4,5",0,1,0,1,1
chr11,18223978,18223983,2,"3,5",0,0,1,0,1
chr11,18223983,18224015,3,"3,4,5",0,0,1,1,1
chr11,18224015,18224191,4,"1,3,4,5",1,0,1,1,1
chr11,18224191,18224203,3,"3,4,5",0,0,1,1,1
chr11,18224203,18224208,2,"3,5",0,0,1,0,1
chr11,18259305,18259308,2,"2,5",0,1,0,0,1
chr11,18259308,18259419,3,"2,3,5",0,1,1,0,1
chr11,18259419,18259519,4,"2,3,4,5",0,1,1,1,1
chr11,18259519,18259529,3,"2,3,5",0,1,1,0,1
chr11,18259529,18259538,2,"3,5",0,0,1,0,1
chr11,18395805,18396014,2,"4,5",0,0,0,1,1
chr11,19508142,19508362,2,"4,5",0,0,0,1,1
chr11,20035769,20035989,2,"4,5",0,0,0,1,1
chr11,20036250,20036299,2,"4,5",0,0,0,1,1
chr11,20036299,20036301,3,"1,4,5",1,0,0,1,1
chr11,20036301,20036470,4,"1,2,4,5",1,1,0,1,1
chr11,20036470,20036475,3,"1,2,5",1,1,0,0,1
chr11,20036475,20036525,2,"2,5",0,1,0,0,1
chr11,20355681,20355901,2,"4,5",0,0,0,1,1
chr11,20387608,20387629,3,"1,2,5",1,1,0,0,1
chr11,20387629,20387743,4,"1,2,4,5",1,1,0,1,1
chr11,20387743,20387784,3,"1,2,5",1,1,0,0,1
chr11,20387784,20387832,2,"2,5",0,1,0,0,1
chr11,22624815,22624963,5,"1,2,3,4,5",1,1,1,1,1
chr11,22624963,22624978,4,"2,3,4,5",0,1,1,1,1
chr11,22624978,22625003,3,"3,4,5",0,0,1,1,1
chr11,22625003,22625013,2,"3,5",0,0,1,0,1
chr11,22680752,22680767,2,"4,5",0,0,0,1,1
chr11,22680767,22680797,3,"3,4,5",0,0,1,1,1
chr11,22680797,22680972,4,"1,3,4,5",1,0,1,1,1
chr11,22680972,22680973,3,"1,3,5",1,0,1,0,1
chr11,22680973,22680997,2,"3,5",0,0,1,0,1
chr11,27055141,27055168,2,"4,5",0,0,0,1,1
chr11,27055168,27055361,3,"2,4,5",0,1,0,1,1
chr11,27055361,27055392,2,"2,5",0,1,0,0,1
chr11,27475735,27475758,2,"4,5",0,0,0,1,1
chr11,27475758,27475792,3,"2,4,5",0,1,0,1,1
chr11,27475792,27475955,4,"1,2,4,5",1,1,0,1,1
chr11,27475955,27475968,3,"1,2,5",1,1,0,0,1
chr11,27475968,27475982,2,"2,5",0,1,0,0,1
chr11,32091656,32091804,2,"4,5",0,0,0,1,1
chr11,32830498,32830507,2,"4,5",0,0,0,1,1
chr11,32830507,32830532,3,"1,4,5",1,0,0,1,1
chr11,32830532,32830559,4,"1,3,4,5",1,0,1,1,1
chr11,32830559,32830615,5,"1,2,3,4,5",1,1,1,1,1
chr11,32830615,32830659,4,"1,3,4,5",1,0,1,1,1
chr11,32830659,32830664,3,"1,4,5",1,0,0,1,1
chr11,32830664,32830687,2,"4,5",0,0,0,1,1
chr11,33258122,33258128,2,"4,5",0,0,0,1,1
chr11,33258128,33258133,3,"3,4,5",0,0,1,1,1
chr11,33258133,33258155,4,"1,3,4,5",1,0,1,1,1
chr11,33258155,33258265,5,"1,2,3,4,5",1,1,1,1,1
chr11,33258265,33258309,4,"1,3,4,5",1,0,1,1,1
chr11,33258309,33258327,3,"3,4,5",0,0,1,1,1
chr11,33258327,33258358,2,"3,5",0,0,1,0,1
chr11,33699647,33699663,2,"2,5",0,1,0,0,1
chr11,33699663,33699675,3,"2,3,5",0,1,1,0,1
chr11,33699675,33699684,4,"1,2,3,5",1,1,1,0,1
chr11,33699684,33699851,5,"1,2,3,4,5",1,1,1,1,1
chr11,33699851,33699871,4,"2,3,4,5",0,1,1,1,1
chr11,33699871,33699879,3,"3,4,5",0,0,1,1,1
chr11,33699879,33699893,2,"3,5",0,0,1,0,1
chr11,33774523,33774743,2,"4,5",0,0,0,1,1
chr11,34105395,34105615,2,"4,5",0,0,0,1,1
chr11,34339383,34339451,2,"2,5",0,1,0,0,1
chr11,34339451,34339460,3,"2,3,5",0,1,1,0,1
chr11,34339460,34339554,4,"2,3,4,5",0,1,1,1,1
chr11,34339554,34339607,3,"2,3,5",0,1,1,0,1
chr11,34339607,34339681,2,"3,5",0,0,1,0,1
chr11,34427148,34427196,2,"3,5",0,0,1,0,1
chr11,34427196,34427200,4,"2,3,4,5",0,1,1,1,1
chr11,34427200,34427330,5,"1,2,3,4,5",1,1,1,1,1
chr11,34427330,34427376,4,"1,2,3,5",1,1,1,0,1
chr11,34427376,34427378,3,"2,3,5",0,1,1,0,1
chr11,34427378,34427420,2,"2,5",0,1,0,0,1
chr11,34439202,34439214,2,"3,5",0,0,1,0,1
chr11,34439214,34439233,3,"3,4,5",0,0,1,1,1
chr11,34439233,34439409,4,"1,3,4,5",1,0,1,1,1
chr11,34439409,34439432,3,"3,4,5",0,0,1,1,1
chr11,34439432,34439434,2,"4,5",0,0,0,1,1
chr11,44709392,44709458,5,"1,2,3,4,5",1,1,1,1,1
chr11,44709458,44709467,4,"1,2,3,5",1,1,1,0,1
chr11,44709467,44709470,3,"2,3,5",0,1,1,0,1
chr11,44709470,44709489,2,"3,5",0,0,1,0,1
chr11,45799132,45799134,2,"3,5",0,0,1,0,1
chr11,45799134,45799141,3,"3,4,5",0,0,1,1,1
chr11,45799141,45799162,4,"2,3,4,5",0,1,1,1,1
chr11,45799162,45799338,5,"1,2,3,4,5",1,1,1,1,1
chr11,45799338,45799354,4,"2,3,4,5",0,1,1,1,1
chr11,45799354,45799362,3,"2,3,5",0,1,1,0,1
chr11,45799362,45799365,2,"2,5",0,1,0,0,1
chr11,45917790,45917798,2,"3,5",0,0,1,0,1
chr11,45917798,45917820,3,"2,3,5",0,1,1,0,1
chr11,45917820,45917831,4,"1,2,3,5",1,1,1,0,1
chr11,45917831,45917987,5,"1,2,3,4,5",1,1,1,1,1
chr11,45917987,45917996,4,"1,2,3,5",1,1,1,0,1
chr11,45917996,45918020,3,"2,3,5",0,1,1,0,1
chr11,45918020,45918022,2,"2,5",0,1,0,0,1
chr11,46243270,46243291,2,"3,5",0,0,1,0,1
chr11,46243291,46243352,3,"3,4,5",0,0,1,1,1
chr11,46243352,46243362,4,"1,3,4,5",1,0,1,1,1
chr11,46243362,46243415,5,"1,2,3,4,5",1,1,1,1,1
chr11,46243415,46243450,4,"2,3,4,5",0,1,1,1,1
chr11,46243450,46243496,3,"3,4,5",0,0,1,1,1
chr11,46243496,46243500,2,"3,5",0,0,1,0,1
chr11,46252685,46252826,2,"4,5",0,0,0,1,1
chr11,46594195,46594235,2,"4,5",0,0,0,1,1
chr11,46675263,46675264,2,"3,5",0,0,1,0,1
chr11,46675264,46675337,3,"2,3,5",0,1,1,0,1
chr11,46675337,46675409,4,"2,3,4,5",0,1,1,1,1
chr11,46675409,46675488,3,"2,3,5",0,1,1,0,1
chr11,46675488,46675493,2,"3,5",0,0,1,0,1
chr11,46719052,46719059,2,"3,5",0,0,1,0,1
chr11,46719059,46719071,3,"2,3,5",0,1,1,0,1
chr11,46719071,46719120,4,"1,2,3,5",1,1,1,0,1
chr11,46719120,46719247,5,"1,2,3,4,5",1,1,1,1,1
chr11,46719247,46719282,3,"2,3,5",0,1,1,0,1
chr11,46719282,46719283,2,"2,5",0,1,0,0,1
chr11,47257484,47257517,2,"3,5",0,0,1,0,1
chr11,47257517,47257525,3,"3,4,5",0,0,1,1,1
chr11,47257525,47257595,4,"1,3,4,5",1,0,1,1,1
chr11,47257595,47257661,5,"1,2,3,4,5",1,1,1,1,1
chr11,47257661,47257676,4,"1,3,4,5",1,0,1,1,1
chr11,47257676,47257690,3,"3,4,5",0,0,1,1,1
chr11,47257690,47257714,2,"3,5",0,0,1,0,1
chr11,47587516,47587595,2,"4,5",0,0,0,1,1
chr11,47724161,47724176,2,"4,5",0,0,0,1,1
chr11,47724176,47724221,3,"3,4,5",0,0,1,1,1
chr11,47724221,47724229,4,"2,3,4,5",0,1,1,1,1
chr11,47724229,47724331,5,"1,2,3,4,5",1,1,1,1,1
chr11,47724331,47724370,4,"1,3,4,5",1,0,1,1,1
chr11,47724370,47724390,3,"3,4,5",0,0,1,1,1
chr11,47724390,47724406,2,"3,5",0,0,1,0,1
chr11,57325022,57325051,2,"3,5",0,0,1,0,1
chr11,57325051,57325078,3,"2,3,5",0,1,1,0,1
chr11,57325078,57325086,4,"2,3,4,5",0,1,1,1,1
chr11,57325086,57325212,5,"1,2,3,4,5",1,1,1,1,1
chr11,57325212,57325252,4,"1,2,3,5",1,1,1,0,1
chr11,57325252,57325262,3,"1,2,5",1,1,0,0,1
chr11,57325262,57325275,2,"2,5",0,1,0,0,1
chr11,57441168,57441388,2,"4,5",0,0,0,1,1
chr11,57441797,57441808,2,"3,5",0,0,1,0,1
chr11,57441808,57441848,3,"2,3,5",0,1,1,0,1
chr11,57441848,57441870,4,"2,3,4,5",0,1,1,1,1
chr11,57441870,57441964,5,"1,2,3,4,5",1,1,1,1,1
chr11,57441964,57441987,4,"2,3,4,5",0,1,1,1,1
chr11,57441987,57442027,3,"2,3,5",0,1,1,0,1
chr11,57442027,57442032,2,"2,5",0,1,0,0,1
chr11,57453545,57453765,2,"4,5",0,0,0,1,1
chr11,57667336,57667556,2,"4,5",0,0,0,1,1
chr11,58165627,58165633,2,"4,5",0,0,0,1,1
chr11,58165633,58165658,3,"2,4,5",0,1,0,1,1
chr11,58165658,58165700,4,"2,3,4,5",0,1,1,1,1
chr11,58165700,58165847,5,"1,2,3,4,5",1,1,1,1,1
chr11,58165847,58165857,4,"1,2,3,5",1,1,1,0,1
chr11,58165857,58165876,3,"1,3,5",1,0,1,0,1
chr11,58165876,58165888,2,"3,5",0,0,1,0,1
chr11,58579880,58580009,2,"4,5",0,0,0,1,1
chr11,59174240,59174253,2,"4,5",0,0,0,1,1
chr11,59174253,59174257,3,"2,4,5",0,1,0,1,1
chr11,59174257,59174271,4,"1,2,4,5",1,1,0,1,1
chr11,59174271,59174346,5,"1,2,3,4,5",1,1,1,1,1
chr11,59174346,59174397,4,"1,2,4,5",1,1,0,1,1
chr11,59174397,59174424,3,"1,4,5",1,0,0,1,1
chr11,59174424,59174448,2,"4,5",0,0,0,1,1
chr11,59668175,59668185,2,"4,5",0,0,0,1,1
chr11,59668185,59668361,3,"1,4,5",1,0,0,1,1
chr11,59668361,59668363,2,"4,5",0,0,0,1,1
chr11,59776541,59776761,2,"4,5",0,0,0,1,1
chr11,60844926,60844928,2,"3,5",0,0,1,0,1
chr11,60844928,60844936,3,"2,3,5",0,1,1,0,1
chr11,60844936,60844968,4,"2,3,4,5",0,1,1,1,1
chr11,60844968,60845144,5,"1,2,3,4,5",1,1,1,1,1
chr11,60845144,60845152,4,"2,3,4,5",0,1,1,1,1
chr11,60845152,60845156,3,"3,4,5",0,0,1,1,1
chr11,60855947,60856167,2,"4,5",0,0,0,1,1
chr11,60856447,60856448,2,"2,5",0,1,0,0,1
chr11,60856448,60856612,3,"2,4,5",0,1,0,1,1
chr11,61369470,61369487,2,"3,5",0,0,1,0,1
chr11,61369487,61369491,3,"2,3,5",0,1,1,0,1
chr11,61369491,61369509,4,"1,2,3,5",1,1,1,0,1
chr11,61369509,61369655,5,"1,2,3,4,5",1,1,1,1,1
chr11,61369655,61369667,4,"1,2,3,5",1,1,1,0,1
chr11,61369667,61369700,3,"2,3,5",0,1,1,0,1
chr11,61369700,61369711,2,"2,5",0,1,0,0,1
chr11,61446277,61446497,2,"4,5",0,0,0,1,1
chr11,61488806,61489026,2,"4,5",0,0,0,1,1
chr11,61815017,61815061,3,"1,3,5",1,0,1,0,1
chr11,61815061,61815138,4,"1,3,4,5",1,0,1,1,1
chr11,61815138,61815174,3,"1,3,5",1,0,1,0,1
chr11,61815174,61815185,2,"1,5",1,0,0,0,1
chr11,61816872,61816876,2,"3,5",0,0,1,0,1
chr11,61816876,61816882,3,"2,3,5",0,1,1,0,1
chr11,61816882,61816889,4,"2,3,4,5",0,1,1,1,1
chr11,61816889,61817065,5,"1,2,3,4,5",1,1,1,1,1
chr11,61817065,61817091,4,"2,3,4,5",0,1,1,1,1
chr11,61817091,61817100,3,"2,3,5",0,1,1,0,1
chr11,61817100,61817102,2,"3,5",0,0,1,0,1
chr11,61972140,61972334,2,"2,5",0,1,0,0,1
chr11,61973011,61973024,3,"3,4,5",0,0,1,1,1
chr11,61973024,61973028,2,"4,5",0,0,0,1,1
chr11,62001934,62002154,2,"4,5",0,0,0,1,1
chr11,62123840,62123859,2,"3,5",0,0,1,0,1
chr11,62123859,62123879,3,"1,3,5",1,0,1,0,1
chr11,62123879,62123989,4,"1,3,4,5",1,0,1,1,1
chr11,62123989,62124035,3,"1,3,5",1,0,1,0,1
chr11,62124035,62124070,2,"3,5",0,0,1,0,1
chr11,62324887,62325097,3,"3,4,5",0,0,1,1,1
chr11,62325097,62325102,2,"3,5",0,0,1,0,1
chr11,62591447,62591667,2,"4,5",0,0,0,1,1
chr11,62599224,62599444,2,"4,5",0,0,0,1,1
chr11,62622287,62622300,2,"3,5",0,0,1,0,1
chr11,62622300,62622306,3,"3,4,5",0,0,1,1,1
chr11,62622306,62622407,4,"2,3,4,5",0,1,1,1,1
chr11,62680883,62681103,2,"4,5",0,0,0,1,1
chr11,62728015,62728024,2,"2,5",0,1,0,0,1
chr11,62728024,62728200,3,"1,2,5",1,1,0,0,1
chr11,62728200,62728221,2,"2,5",0,1,0,0,1
chr11,63574947,63575133,4,"2,3,4,5",0,1,1,1,1
chr11,63575133,63575157,3,"2,3,5",0,1,1,0,1
chr11,63575157,63575171,2,"2,5",0,1,0,0,1
chr11,63681857,63682077,2,"4,5",0,0,0,1,1
chr11,63888603,63888655,2,"4,5",0,0,0,1,1
chr11,63888655,63888823,3,"1,4,5",1,0,0,1,1
chr11,63888823,63888831,2,"1,5",1,0,0,0,1
chr11,63974428,63974462,2,"3,5",0,0,1,0,1
chr11,63974462,63974464,3,"3,4,5",0,0,1,1,1
chr11,63974464,63974624,4,"1,3,4,5",1,0,1,1,1
chr11,63974624,63974640,3,"1,3,5",1,0,1,0,1
chr11,63974640,63974658,2,"3,5",0,0,1,0,1
chr11,64269785,64269832,2,"3,5",0,0,1,0,1
chr11,64269832,64269837,3,"3,4,5",0,0,1,1,1
chr11,64269837,64269998,4,"1,3,4,5",1,0,1,1,1
chr11,64269998,64270013,3,"1,3,5",1,0,1,0,1
chr11,64270013,64270015,2,"3,5",0,0,1,0,1
chr11,64305126,64305136,2,"3,5",0,0,1,0,1
chr11,64305136,64305143,3,"1,3,5",1,0,1,0,1
chr11,64305143,64305180,4,"1,2,3,5",1,1,1,0,1
chr11,64305180,64305260,5,"1,2,3,4,5",1,1,1,1,1
chr11,64305260,64305312,4,"1,2,3,5",1,1,1,0,1
chr11,64305312,64305356,3,"2,3,5",0,1,1,0,1
chr11,64305356,64305367,2,"2,5",0,1,0,0,1
chr11,64335185,64335205,2,"3,5",0,0,1,0,1
chr11,64335205,64335223,3,"1,3,5",1,0,1,0,1
chr11,64335223,64335381,4,"1,3,4,5",1,0,1,1,1
chr11,64335381,64335387,3,"3,4,5",0,0,1,1,1
chr11,64335387,64335415,2,"3,5",0,0,1,0,1
chr11,64555425,64555645,2,"4,5",0,0,0,1,1
chr11,64917322,64917342,2,"3,5",0,0,1,0,1
chr11,64917342,64917454,3,"3,4,5",0,0,1,1,1
chr11,64917454,64917552,2,"3,5",0,0,1,0,1
chr11,64924026,64924246,2,"4,5",0,0,0,1,1
chr11,65117796,65117798,2,"4,5",0,0,0,1,1
chr11,65117798,65117799,3,"2,4,5",0,1,0,1,1
chr11,65117799,65117857,4,"2,3,4,5",0,1,1,1,1
chr11,65117857,65117943,5,"1,2,3,4,5",1,1,1,1,1
chr11,65117943,65117987,4,"2,3,4,5",0,1,1,1,1
chr11,65117987,65118022,3,"2,3,5",0,1,1,0,1
chr11,65118022,65118029,2,"3,5",0,0,1,0,1
chr11,65151083,65151289,2,"4,5",0,0,0,1,1
chr11,65292235,65292261,2,"3,5",0,0,1,0,1
chr11,65292261,65292272,3,"3,4,5",0,0,1,1,1
chr11,65292272,65292321,4,"1,3,4,5",1,0,1,1,1
chr11,65292321,65292391,5,"1,2,3,4,5",1,1,1,1,1
chr11,65292391,65292429,4,"1,3,4,5",1,0,1,1,1
chr11,65292429,65292446,3,"3,4,5",0,0,1,1,1
chr11,65292446,65292465,2,"3,5",0,0,1,0,1
chr11,65357896,65357951,2,"3,5",0,0,1,0,1
chr11,65357951,65358090,3,"3,4,5",0,0,1,1,1
chr11,65358090,65358126,2,"3,5",0,0,1,0,1
chr11,65371167,65371366,2,"4,5",0,0,0,1,1
chr11,65418700,65418796,2,"2,5",0,1,0,0,1
chr11,65418796,65418924,3,"1,2,5",1,1,0,0,1
chr11,65418924,65418972,2,"1,5",1,0,0,0,1
chr11,65422771,65422805,5,"1,2,3,4,5",1,1,1,1,1
chr11,65422805,65422840,4,"1,2,3,5",1,1,1,0,1
chr11,65422840,65422878,3,"2,3,5",0,1,1,0,1
chr11,65422878,65422885,2,"2,5",0,1,0,0,1
chr11,65477538,65477589,2,"1,5",1,0,0,0,1
chr11,65477589,65477695,3,"1,4,5",1,0,0,1,1
chr11,65477695,65477714,2,"1,5",1,0,0,0,1
chr11,65497596,65497610,2,"3,5",0,0,1,0,1
chr11,65497610,65497635,3,"2,3,5",0,1,1,0,1
chr11,65497635,65497683,4,"2,3,4,5",0,1,1,1,1
chr11,65497683,65497742,5,"1,2,3,4,5",1,1,1,1,1
chr11,65497742,65497768,4,"1,2,3,5",1,1,1,0,1
chr11,65497768,65497826,3,"2,3,5",0,1,1,0,1
chr11,65497826,65497834,2,"2,5",0,1,0,0,1
chr11,65507513,65507525,2,"3,5",0,0,1,0,1
chr11,65507525,65507546,3,"3,4,5",0,0,1,1,1
chr11,65507546,65507572,4,"2,3,4,5",0,1,1,1,1
chr11,65507572,65507743,5,"1,2,3,4,5",1,1,1,1,1
chr11,65507743,65507745,4,"1,2,4,5",1,1,0,1,1
chr11,65507745,65507748,3,"1,2,5",1,1,0,0,1
chr11,65507748,65507770,2,"2,5",0,1,0,0,1
chr11,65507994,65508079,2,"3,5",0,0,1,0,1
chr11,65779959,65780029,3,"3,4,5",0,0,1,1,1
chr11,65780029,65780037,2,"3,5",0,0,1,0,1
chr11,65919297,65919473,2,"1,5",1,0,0,0,1
chr11,66002850,66003023,2,"4,5",0,0,0,1,1
chr11,66289069,66289289,2,"4,5",0,0,0,1,1
chr11,66607322,66607552,2,"3,5",0,0,1,0,1
chr11,66607624,66607841,2,"4,5",0,0,0,1,1
chr11,66638350,66638382,2,"3,5",0,0,1,0,1
chr11,66638382,66638385,3,"1,3,5",1,0,1,0,1
chr11,66638385,66638531,4,"1,3,4,5",1,0,1,1,1
chr11,66638531,66638558,3,"1,3,5",1,0,1,0,1
chr11,66638558,66638580,2,"3,5",0,0,1,0,1
chr11,66694831,66695051,2,"4,5",0,0,0,1,1
chr11,66970921,66970943,2,"3,5",0,0,1,0,1
chr11,66970943,66970958,3,"2,3,5",0,1,1,0,1
chr11,66970958,66970980,4,"2,3,4,5",0,1,1,1,1
chr11,66970980,66971135,5,"1,2,3,4,5",1,1,1,1,1
chr11,66971135,66971151,4,"1,2,3,5",1,1,1,0,1
chr11,66971151,66971156,3,"1,2,5",1,1,0,0,1
chr11,66971156,66971167,2,"2,5",0,1,0,0,1
chr11,66996987,66997211,2,"2,5",0,1,0,0,1
chr11,67288391,67288423,2,"2,5",0,1,0,0,1
chr11,67288423,67288445,3,"2,3,5",0,1,1,0,1
chr11,67288445,67288519,4,"2,3,4,5",0,1,1,1,1
chr11,67288519,67288570,5,"1,2,3,4,5",1,1,1,1,1
chr11,67288570,67288596,4,"2,3,4,5",0,1,1,1,1
chr11,67288596,67288615,3,"2,3,5",0,1,1,0,1
chr11,67288615,67288653,2,"3,5",0,0,1,0,1
chr11,67302844,67303020,2,"1,5",1,0,0,0,1
chr11,67428339,67428343,2,"2,5",0,1,0,0,1
chr11,67428343,67428352,3,"2,4,5",0,1,0,1,1
chr11,67428352,67428360,4,"1,2,4,5",1,1,0,1,1
chr11,67428360,67428528,5,"1,2,3,4,5",1,1,1,1,1
chr11,67428528,67428563,4,"2,3,4,5",0,1,1,1,1
chr11,67428563,67428590,2,"3,5",0,0,1,0,1
chr11,67617291,67617511,2,"4,5",0,0,0,1,1
chr11,68010124,68010344,2,"4,5",0,0,0,1,1
chr11,68016927,68016936,2,"3,5",0,0,1,0,1
chr11,68016936,68016951,3,"1,3,5",1,0,1,0,1
chr11,68016951,68016966,4,"1,2,3,5",1,1,1,0,1
chr11,68016966,68017112,5,"1,2,3,4,5",1,1,1,1,1
chr11,68017112,68017157,4,"2,3,4,5",0,1,1,1,1
chr11,68017157,68017175,3,"2,4,5",0,1,0,1,1
chr11,68017175,68017186,2,"4,5",0,0,0,1,1
chr11,68121750,68121757,2,"2,5",0,1,0,0,1
chr11,68121757,68121778,3,"2,4,5",0,1,0,1,1
