chrom,start,end,peak_count,files,ENCFF001WUM.bed.gz,ENCFF001WUL.bed.gz,TF_TSS_10kb_named.bed
chr1,180567561,180568840,3,"1,2,3",1,1,1
chr1,180922662,180923154,3,"1,2,3",1,1,1
chr1,181081565,181082344,3,"1,2,3",1,1,1
chr1,181082504,181082690,3,"1,2,3",1,1,1
chr1,182573014,182574025,3,"1,2,3",1,1,1
chr1,182583489,182583634,3,"1,2,3",1,1,1
chr1,182932115,182932391,3,"1,2,3",1,1,1
chr1,182990727,182992212,3,"1,2,3",1,1,1
chr1,183013460,183014392,3,"1,2,3",1,1,1
chr1,183029266,183029523,3,"1,2,3",1,1,1
chr1,183132317,183132382,3,"1,2,3",1,1,1
chr1,183133458,183133545,3,"1,2,3",1,1,1
chr1,183462698,183463134,3,"1,2,3",1,1,1
chr1,183627126,183627515,3,"1,2,3",1,1,1
chr1,183773840,183775392,3,"1,2,3",1,1,1
chr1,185014069,185016526,3,"1,2,3",1,1,1
chr1,185124152,185127652,3,"1,2,3",1,1,1
chr1,185128084,185128098,3,"1,2,3",1,1,1
chr1,185282680,185282715,3,"1,2,3",1,1,1
chr1,185283144,185287436,3,"1,2,3",1,1,1
chr1,186587131,186588302,3,"1,2,3",1,1,1
chr1,186672383,186673253,3,"1,2,3",1,1,1
chr1,186675704,186675730,3,"1,2,3",1,1,1
chr1,186676023,186676245,3,"1,2,3",1,1,1
chr1,186685380,186685608,3,"1,2,3",1,1,1
chr1,186685855,186686025,3,"1,2,3",1,1,1
chr1,186819058,186819145,3,"1,2,3",1,1,1
chr1,186823245,186823410,3,"1,2,3",1,1,1
chr1,189988853,189989663,3,"1,2,3",1,1,1
chr1,189989926,189990027,3,"1,2,3",1,1,1
chr1,189991938,189992036,3,"1,2,3",1,1,1
chr1,192873584,192874203,3,"1,2,3",1,1,1
chr1,193080917,193081267,3,"1,2,3",1,1,1
chr1,193082780,193082976,3,"1,2,3",1,1,1
chr1,193083439,193083447,3,"1,2,3",1,1,1
chr1,193083726,193084172,3,"1,2,3",1,1,1
chr1,193084402,193085385,3,"1,2,3",1,1,1
chr1,193090266,193092989,3,"1,2,3",1,1,1
chr1,193178769,193178776,3,"1,2,3",1,1,1
chr1,193180583,193180696,3,"1,2,3",1,1,1
chr1,193670186,193670309,3,"1,2,3",1,1,1
chr1,193676315,193676805,3,"1,2,3",1,1,1
chr1,193677024,193677055,3,"1,2,3",1,1,1
chr1,196576717,196578567,3,"1,2,3",1,1,1
chr1,196847090,196847481,3,"1,2,3",1,1,1
chr1,196961266,196961306,3,"1,2,3",1,1,1
chr1,197275548,197275793,3,"1,2,3",1,1,1
chr1,197369611,197369665,3,"1,2,3",1,1,1
chr1,197743080,197745158,3,"1,2,3",1,1,1
chr1,198203169,198203192,3,"1,2,3",1,1,1
chr1,198203575,198204114,3,"1,2,3",1,1,1
chr1,198850229,198850543,3,"1,2,3",1,1,1
chr1,198859988,198860009,3,"1,2,3",1,1,1
chr1,199757321,199757402,3,"1,2,3",1,1,1
chr1,199900884,199901752,3,"1,2,3",1,1,1
chr1,199998505,200000365,3,"1,2,3",1,1,1
chr1,200007897,200010901,3,"1,2,3",1,1,1
chr1,200011084,200013267,3,"1,2,3",1,1,1
chr1,200015390,200015531,3,"1,2,3",1,1,1
chr1,200044785,200045847,3,"1,2,3",1,1,1
chr1,200150164,200150297,3,"1,2,3",1,1,1
chr1,200305745,200305822,3,"1,2,3",1,1,1
chr1,200306016,200306145,3,"1,2,3",1,1,1
chr1,200321115,200321478,3,"1,2,3",1,1,1
chr1,200340867,200341855,3,"1,2,3",1,1,1
chr1,200342171,200343774,3,"1,2,3",1,1,1
chr1,200348253,200348657,3,"1,2,3",1,1,1
chr1,200407028,200407244,3,"1,2,3",1,1,1
chr1,200479529,200479664,3,"1,2,3",1,1,1
chr1,200859681,200867092,3,"1,2,3",1,1,1
chr1,201121879,201123953,3,"1,2,3",1,1,1
chr1,201139574,201140986,3,"1,2,3",1,1,1
chr1,201405104,201405223,3,"1,2,3",1,1,1
chr1,201425862,201426135,3,"1,2,3",1,1,1
chr1,201426396,201426397,3,"1,2,3",1,1,1
chr1,201430667,201431398,3,"1,2,3",1,1,1
chr1,201435157,201438975,3,"1,2,3",1,1,1
chr1,201458219,201458370,3,"1,2,3",1,1,1
chr1,201458803,201458879,3,"1,2,3",1,1,1
chr1,201459175,201459286,3,"1,2,3",1,1,1
chr1,201470590,201470782,3,"1,2,3",1,1,1
chr1,201471352,201471527,3,"1,2,3",1,1,1
chr1,201472265,201477164,3,"1,2,3",1,1,1
chr1,201505917,201505958,3,"1,2,3",1,1,1
chr1,201507234,201509319,3,"1,2,3",1,1,1
chr1,201616875,201620149,3,"1,2,3",1,1,1
chr1,201682389,201682657,3,"1,2,3",1,1,1
chr1,201683031,201683098,3,"1,2,3",1,1,1
chr1,201683386,201684238,3,"1,2,3",1,1,1
chr1,201798611,201800016,3,"1,2,3",1,1,1
chr1,201857387,201858918,3,"1,2,3",1,1,1
chr1,201865339,201865424,3,"1,2,3",1,1,1
chr1,201885952,201886072,3,"1,2,3",1,1,1
chr1,201886235,201886278,3,"1,2,3",1,1,1
chr1,201923588,201925880,3,"1,2,3",1,1,1
chr1,201926442,201926514,3,"1,2,3",1,1,1
chr1,201951339,201953212,3,"1,2,3",1,1,1
chr1,201953376,201953844,3,"1,2,3",1,1,1
chr1,201978230,201983852,3,"1,2,3",1,1,1
chr1,201984005,201986842,3,"1,2,3",1,1,1
chr1,201987010,201987243,3,"1,2,3",1,1,1
chr1,201987431,201988550,3,"1,2,3",1,1,1
chr1,202003335,202003992,3,"1,2,3",1,1,1
chr1,202004197,202004446,3,"1,2,3",1,1,1
chr1,202016038,202016200,3,"1,2,3",1,1,1
chr1,202026432,202026545,3,"1,2,3",1,1,1
chr1,202027640,202027718,3,"1,2,3",1,1,1
chr1,202088041,202088123,3,"1,2,3",1,1,1
chr1,202112858,202114670,3,"1,2,3",1,1,1
chr1,202124529,202124642,3,"1,2,3",1,1,1
chr1,202153819,202154191,3,"1,2,3",1,1,1
chr1,202162686,202162713,3,"1,2,3",1,1,1
chr1,202345377,202345535,3,"1,2,3",1,1,1
chr1,202348521,202348594,3,"1,2,3",1,1,1
chr1,202349091,202350353,3,"1,2,3",1,1,1
chr1,202350531,202350602,3,"1,2,3",1,1,1
chr1,202434900,202435243,3,"1,2,3",1,1,1
chr1,202611857,202613176,3,"1,2,3",1,1,1
chr1,202772136,202772694,3,"1,2,3",1,1,1
chr1,202772852,202772922,3,"1,2,3",1,1,1
chr1,202774651,202774781,3,"1,2,3",1,1,1
chr1,202775089,202777229,3,"1,2,3",1,1,1
chr1,202829867,202830266,3,"1,2,3",1,1,1
chr1,202856876,202858741,3,"1,2,3",1,1,1
chr1,202895225,202897014,3,"1,2,3",1,1,1
chr1,202935567,202937351,3,"1,2,3",1,1,1
chr1,202968593,202968886,3,"1,2,3",1,1,1
chr1,202976557,202978159,3,"1,2,3",1,1,1
chr1,202995136,202996280,3,"1,2,3",1,1,1
chr1,203086772,203087064,3,"1,2,3",1,1,1
chr1,203096477,203097790,3,"1,2,3",1,1,1
chr1,203277152,203277865,3,"1,2,3",1,1,1
chr1,203296027,203297398,3,"1,2,3",1,1,1
chr1,203503581,203503690,3,"1,2,3",1,1,1
chr1,203764177,203766654,3,"1,2,3",1,1,1
chr1,203829896,203832345,3,"1,2,3",1,1,1
chr1,203858152,203858285,3,"1,2,3",1,1,1
chr1,203858742,203859261,3,"1,2,3",1,1,1
chr1,203876499,203876594,3,"1,2,3",1,1,1
chr1,204041915,204042447,3,"1,2,3",1,1,1
chr1,204073740,204073933,3,"1,2,3",1,1,1
chr1,204121062,204121948,3,"1,2,3",1,1,1
chr1,204182421,204183808,3,"1,2,3",1,1,1
chr1,204345307,204348571,3,"1,2,3",1,1,1
chr1,204373964,204374315,3,"1,2,3",1,1,1
chr1,204374616,204374851,3,"1,2,3",1,1,1
chr1,204375234,204381876,3,"1,2,3",1,1,1
chr1,204386172,204387511,3,"1,2,3",1,1,1
chr1,204391849,204391912,3,"1,2,3",1,1,1
chr1,204653872,204655580,3,"1,2,3",1,1,1
chr1,204697711,204697866,3,"1,2,3",1,1,1
chr1,205089263,205092407,3,"1,2,3",1,1,1
chr1,205144832,205145276,3,"1,2,3",1,1,1
chr1,205196234,205198786,3,"1,2,3",1,1,1
chr1,205343545,205344042,3,"1,2,3",1,1,1
chr1,205345299,205345335,3,"1,2,3",1,1,1
chr1,205375606,205376014,3,"1,2,3",1,1,1
chr1,205497907,205498694,3,"1,2,3",1,1,1
chr1,205512690,205513103,3,"1,2,3",1,1,1
chr1,205561189,205561523,3,"1,2,3",1,1,1
chr1,205599221,205602007,3,"1,2,3",1,1,1
chr1,205648436,205650169,3,"1,2,3",1,1,1
chr1,205715835,205720105,3,"1,2,3",1,1,1
chr1,205780986,205783622,3,"1,2,3",1,1,1
chr1,206643289,206644991,3,"1,2,3",1,1,1
chr1,206680373,206681340,3,"1,2,3",1,1,1
chr1,206808149,206808163,3,"1,2,3",1,1,1
chr1,206808326,206808870,3,"1,2,3",1,1,1
chr1,206857669,206860545,3,"1,2,3",1,1,1
chr1,206861078,206861283,3,"1,2,3",1,1,1
chr1,206887520,206888310,3,"1,2,3",1,1,1
chr1,206896588,206897701,3,"1,2,3",1,1,1
chr1,207124837,207125146,3,"1,2,3",1,1,1
chr1,207180545,207180849,3,"1,2,3",1,1,1
chr1,207219277,207219525,3,"1,2,3",1,1,1
chr1,207219689,207219942,3,"1,2,3",1,1,1
chr1,207220273,207221775,3,"1,2,3",1,1,1
chr1,207222257,207227215,3,"1,2,3",1,1,1
chr1,207326739,207326860,3,"1,2,3",1,1,1
chr1,207378023,207378169,3,"1,2,3",1,1,1
chr1,207378499,207378997,3,"1,2,3",1,1,1
chr1,207494021,207496621,3,"1,2,3",1,1,1
chr1,207497071,207497100,3,"1,2,3",1,1,1
chr1,207497528,207497689,3,"1,2,3",1,1,1
chr1,208021525,208021961,3,"1,2,3",1,1,1
chr1,209822597,209822694,3,"1,2,3",1,1,1
chr1,209824743,209824846,3,"1,2,3",1,1,1
chr1,209825502,209826112,3,"1,2,3",1,1,1
chr1,210465490,210466402,3,"1,2,3",1,1,1
chr1,211210637,211210987,3,"1,2,3",1,1,1
chr1,211432274,211434964,3,"1,2,3",1,1,1
chr1,211499691,211501287,3,"1,2,3",1,1,1
chr1,211589338,211589786,3,"1,2,3",1,1,1
chr1,211643402,211643472,3,"1,2,3",1,1,1
chr1,211643732,211643858,3,"1,2,3",1,1,1
chr1,211748617,211748687,3,"1,2,3",1,1,1
chr1,211748869,211753457,3,"1,2,3",1,1,1
chr1,211828471,211828624,3,"1,2,3",1,1,1
chr1,212091141,212091233,3,"1,2,3",1,1,1
chr1,212093745,212093892,3,"1,2,3",1,1,1
chr1,212102495,212102661,3,"1,2,3",1,1,1
chr1,212457296,212461082,3,"1,2,3",1,1,1
chr1,212461675,212462028,3,"1,2,3",1,1,1
chr1,212659106,212659276,3,"1,2,3",1,1,1
chr1,212659697,212659814,3,"1,2,3",1,1,1
chr1,212661801,212661875,3,"1,2,3",1,1,1
chr1,212731578,212732862,3,"1,2,3",1,1,1
chr1,212781828,212783847,3,"1,2,3",1,1,1
chr1,212784243,212784503,3,"1,2,3",1,1,1
chr1,212838510,212839406,3,"1,2,3",1,1,1
chr1,214612488,214613472,3,"1,2,3",1,1,1
chr1,214620153,214620168,3,"1,2,3",1,1,1
chr1,214620378,214621104,3,"1,2,3",1,1,1
chr1,217891387,217891455,3,"1,2,3",1,1,1
chr1,218337357,218339161,3,"1,2,3",1,1,1
chr1,218503695,218503861,3,"1,2,3",1,1,1
chr1,218517561,218520096,3,"1,2,3",1,1,1
chr1,218878978,218879119,3,"1,2,3",1,1,1
chr1,218879547,218879685,3,"1,2,3",1,1,1
chr1,219262679,219262826,3,"1,2,3",1,1,1
chr1,219265387,219265539,3,"1,2,3",1,1,1
chr1,219410776,219411051,3,"1,2,3",1,1,1
chr1,220053274,220053574,3,"1,2,3",1,1,1
chr1,220101204,220102173,3,"1,2,3",1,1,1
chr1,220218078,220220411,3,"1,2,3",1,1,1
chr1,220220601,220220683,3,"1,2,3",1,1,1
chr1,220261880,220262168,3,"1,2,3",1,1,1
chr1,220262457,220264184,3,"1,2,3",1,1,1
chr1,220267005,220269035,3,"1,2,3",1,1,1
chr1,220444184,220446471,3,"1,2,3",1,1,1
chr1,222637905,222639796,3,"1,2,3",1,1,1
chr1,222719648,222721528,3,"1,2,3",1,1,1
chr1,222816646,222818785,3,"1,2,3",1,1,1
chr1,223536515,223537615,3,"1,2,3",1,1,1
chr1,223537985,223538371,3,"1,2,3",1,1,1
chr1,223959411,223960035,3,"1,2,3",1,1,1
chr1,223960263,223960341,3,"1,2,3",1,1,1
chr1,224031953,224034799,3,"1,2,3",1,1,1
chr1,224179618,224179945,3,"1,2,3",1,1,1
chr1,224180226,224180555,3,"1,2,3",1,1,1
chr1,224180725,224181656,3,"1,2,3",1,1,1
chr1,224294371,224294538,3,"1,2,3",1,1,1
chr1,224301369,224303378,3,"1,2,3",1,1,1
chr1,224356659,224356894,3,"1,2,3",1,1,1
chr1,224392481,224392716,3,"1,2,3",1,1,1
chr1,224617907,224618676,3,"1,2,3",1,1,1
chr1,224618872,224619026,3,"1,2,3",1,1,1
chr1,224619180,224623819,3,"1,2,3",1,1,1
chr1,225696013,225696223,3,"1,2,3",1,1,1
chr1,225696380,225696655,3,"1,2,3",1,1,1
chr1,225706680,225707553,3,"1,2,3",1,1,1
chr1,225795140,225795154,3,"1,2,3",1,1,1
chr1,225795468,225795524,3,"1,2,3",1,1,1
chr1,225835649,225835777,3,"1,2,3",1,1,1
chr1,225836580,225836581,3,"1,2,3",1,1,1
chr1,225836759,225837276,3,"1,2,3",1,1,1
chr1,225837477,225840760,3,"1,2,3",1,1,1
chr1,225840960,225843886,3,"1,2,3",1,1,1
chr1,225887539,225888507,3,"1,2,3",1,1,1
chr1,225923109,225923669,3,"1,2,3",1,1,1
chr1,225923866,225924142,3,"1,2,3",1,1,1
chr1,225924768,225925173,3,"1,2,3",1,1,1
chr1,225934257,225934862,3,"1,2,3",1,1,1
chr1,225960527,225960628,3,"1,2,3",1,1,1
chr1,225964644,225967806,3,"1,2,3",1,1,1
chr1,225968048,225968099,3,"1,2,3",1,1,1
chr1,226058975,226059131,3,"1,2,3",1,1,1
chr1,226059302,226059464,3,"1,2,3",1,1,1
chr1,226068246,226068365,3,"1,2,3",1,1,1
chr1,226068969,226071250,3,"1,2,3",1,1,1
chr1,226149776,226150375,3,"1,2,3",1,1,1
chr1,226184869,226187816,3,"1,2,3",1,1,1
chr1,226308958,226310719,3,"1,2,3",1,1,1
chr1,226312768,226313005,3,"1,2,3",1,1,1
chr1,226315157,226316481,3,"1,2,3",1,1,1
chr1,226369511,226369678,3,"1,2,3",1,1,1
chr1,226370288,226370330,3,"1,2,3",1,1,1
chr1,226411149,226412156,3,"1,2,3",1,1,1
chr1,226495620,226497976,3,"1,2,3",1,1,1
chr1,226890521,226891824,3,"1,2,3",1,1,1
chr1,227430964,227432036,3,"1,2,3",1,1,1
chr1,227486232,227486390,3,"1,2,3",1,1,1
chr1,227486609,227486953,3,"1,2,3",1,1,1
chr1,227487398,227487854,3,"1,2,3",1,1,1
chr1,227501840,227507216,3,"1,2,3",1,1,1
chr1,227729469,227730781,3,"1,2,3",1,1,1
chr1,227751034,227752373,3,"1,2,3",1,1,1
chr1,227915569,227917118,3,"1,2,3",1,1,1
chr1,227921546,227924202,3,"1,2,3",1,1,1
chr1,227924617,227924782,3,"1,2,3",1,1,1
chr1,227975323,227976854,3,"1,2,3",1,1,1
chr1,228133645,228133744,3,"1,2,3",1,1,1
chr1,228133997,228136621,3,"1,2,3",1,1,1
chr1,228268901,228272583,3,"1,2,3",1,1,1
chr1,228272800,228273066,3,"1,2,3",1,1,1
chr1,228288850,228288898,3,"1,2,3",1,1,1
chr1,228289486,228291828,3,"1,2,3",1,1,1
chr1,228295937,228298121,3,"1,2,3",1,1,1
chr1,228400742,228401941,3,"1,2,3",1,1,1
chr1,228565551,228566922,3,"1,2,3",1,1,1
chr1,228633140,228633837,3,"1,2,3",1,1,1
chr1,228643269,228643286,3,"1,2,3",1,1,1
chr1,228643512,228648106,3,"1,2,3",1,1,1
chr1,228651077,228652915,3,"1,2,3",1,1,1
chr1,228688830,228689182,3,"1,2,3",1,1,1
chr1,228768766,228768811,3,"1,2,3",1,1,1
chr1,228771072,228771434,3,"1,2,3",1,1,1
chr1,228782473,228785376,3,"1,2,3",1,1,1
chr1,229038896,229039235,3,"1,2,3",1,1,1
chr1,229388933,229389281,3,"1,2,3",1,1,1
chr1,229406239,229408844,3,"1,2,3",1,1,1
chr1,229409348,229409853,3,"1,2,3",1,1,1
chr1,229410106,229410130,3,"1,2,3",1,1,1
chr1,229524927,229525002,3,"1,2,3",1,1,1
chr1,229525318,229525375,3,"1,2,3",1,1,1
chr1,229692684,229695798,3,"1,2,3",1,1,1
chr1,231112496,231112717,3,"1,2,3",1,1,1
chr1,231113060,231116090,3,"1,2,3",1,1,1
chr1,231174452,231176644,3,"1,2,3",1,1,1
chr1,231189397,231189535,3,"1,2,3",1,1,1
chr1,231369629,231369814,3,"1,2,3",1,1,1
chr1,231469340,231475760,3,"1,2,3",1,1,1
chr1,231513579,231513670,3,"1,2,3",1,1,1
chr1,231530760,231531795,3,"1,2,3",1,1,1
chr1,231662352,231666031,3,"1,2,3",1,1,1
chr1,231666982,231667107,3,"1,2,3",1,1,1
chr1,232801031,232801081,3,"1,2,3",1,1,1
chr1,232940619,232942107,3,"1,2,3",1,1,1
chr1,234275898,234276018,3,"1,2,3",1,1,1
chr1,234276260,234276451,3,"1,2,3",1,1,1
chr1,234612930,234615212,3,"1,2,3",1,1,1
chr1,234630880,234631478,3,"1,2,3",1,1,1
chr1,234634761,234634854,3,"1,2,3",1,1,1
chr1,234659079,234659572,3,"1,2,3",1,1,1
chr1,234747621,234747782,3,"1,2,3",1,1,1
chr1,234747975,234750104,3,"1,2,3",1,1,1
chr1,234755543,234755980,3,"1,2,3",1,1,1
chr1,234908321,234908511,3,"1,2,3",1,1,1
chr1,234953209,234953331,3,"1,2,3",1,1,1
chr1,235093393,235093587,3,"1,2,3",1,1,1
chr1,235096475,235096594,3,"1,2,3",1,1,1
chr1,235096918,235097401,3,"1,2,3",1,1,1
chr1,235098019,235098112,3,"1,2,3",1,1,1
chr1,235099327,235099727,3,"1,2,3",1,1,1
chr1,235111385,235111436,3,"1,2,3",1,1,1
chr1,235114757,235114763,3,"1,2,3",1,1,1
chr1,235116420,235116548,3,"1,2,3",1,1,1
chr1,235132686,235133592,3,"1,2,3",1,1,1
chr1,235289651,235289836,3,"1,2,3",1,1,1
chr1,235290089,235292713,3,"1,2,3",1,1,1
chr1,235323207,235325460,3,"1,2,3",1,1,1
chr1,235530162,235531313,3,"1,2,3",1,1,1
chr1,235531498,235531888,3,"1,2,3",1,1,1
chr1,235565709,235565927,3,"1,2,3",1,1,1
chr1,235567904,235567925,3,"1,2,3",1,1,1
chr1,235571623,235571631,3,"1,2,3",1,1,1
chr1,235571819,235571903,3,"1,2,3",1,1,1
chr1,235572088,235572122,3,"1,2,3",1,1,1
chr1,235572826,235572941,3,"1,2,3",1,1,1
chr1,235665847,235669290,3,"1,2,3",1,1,1
chr1,235669458,235669719,3,"1,2,3",1,1,1
chr1,236134673,236135599,3,"1,2,3",1,1,1
chr1,236260584,236260683,3,"1,2,3",1,1,1
chr1,236269630,236269847,3,"1,2,3",1,1,1
chr1,236339826,236340100,3,"1,2,3",1,1,1
chr1,236340378,236340507,3,"1,2,3",1,1,1
chr1,236552519,236552763,3,"1,2,3",1,1,1
chr1,236558011,236559005,3,"1,2,3",1,1,1
chr1,236678461,236678688,3,"1,2,3",1,1,1
chr1,236680204,236680930,3,"1,2,3",1,1,1
chr1,236686164,236688652,3,"1,2,3",1,1,1
chr1,239393819,239394319,3,"1,2,3",1,1,1
chr1,239977537,239978485,3,"1,2,3",1,1,1
chr1,239979542,239979861,3,"1,2,3",1,1,1
chr1,240160798,240161826,3,"1,2,3",1,1,1
chr1,240167799,240167829,3,"1,2,3",1,1,1
chr1,240549270,240550383,3,"1,2,3",1,1,1
chr1,240554268,240554421,3,"1,2,3",1,1,1
chr1,240579215,240579347,3,"1,2,3",1,1,1
chr1,240656234,240657506,3,"1,2,3",1,1,1
chr1,240739482,240740020,3,"1,2,3",1,1,1
chr1,240760058,240760962,3,"1,2,3",1,1,1
chr1,240774481,240775804,3,"1,2,3",1,1,1
chr1,241587012,241587920,3,"1,2,3",1,1,1
chr1,242013949,242013972,3,"1,2,3",1,1,1
chr1,242014506,242014595,3,"1,2,3",1,1,1
chr1,242014854,242014944,3,"1,2,3",1,1,1
chr1,242183293,242183320,3,"1,2,3",1,1,1
chr1,243264336,243265380,3,"1,2,3",1,1,1
chr1,244107171,244108132,3,"1,2,3",1,1,1
chr1,244394932,244395493,3,"1,2,3",1,1,1
chr1,244462733,244463187,3,"1,2,3",1,1,1
chr1,244599351,244600349,3,"1,2,3",1,1,1
chr1,244600620,244600701,3,"1,2,3",1,1,1
chr1,245022413,245022698,3,"1,2,3",1,1,1
chr1,245022997,245029286,3,"1,2,3",1,1,1
chr1,245115972,245116858,3,"1,2,3",1,1,1
chr1,245127318,245128029,3,"1,2,3",1,1,1
chr1,245132331,245135864,3,"1,2,3",1,1,1
chr1,245136124,245136698,3,"1,2,3",1,1,1
chr1,245208762,245208982,3,"1,2,3",1,1,1
chr1,245748662,245748811,3,"1,2,3",1,1,1
chr1,246117172,246117399,3,"1,2,3",1,1,1
chr1,246727518,246727648,3,"1,2,3",1,1,1
chr1,246728166,246731303,3,"1,2,3",1,1,1
chr1,246771928,246772048,3,"1,2,3",1,1,1
chr1,246772231,246772467,3,"1,2,3",1,1,1
chr1,247092910,247093021,3,"1,2,3",1,1,1
chr1,247093342,247096250,3,"1,2,3",1,1,1
chr1,247170724,247171723,3,"1,2,3",1,1,1
chr1,247240954,247242506,3,"1,2,3",1,1,1
chr1,247493712,247496673,3,"1,2,3",1,1,1
chr1,247497047,247497184,3,"1,2,3",1,1,1
chr1,247579178,247579348,3,"1,2,3",1,1,1
chr1,247611161,247612139,3,"1,2,3",1,1,1
chr2,46349,47097,3,"1,2,3",1,1,1
chr2,263791,266712,3,"1,2,3",1,1,1
chr2,289238,290391,3,"1,2,3",1,1,1
chr2,675469,675491,3,"1,2,3",1,1,1
chr2,675727,678416,3,"1,2,3",1,1,1
chr2,739784,741554,3,"1,2,3",1,1,1
chr2,945755,945941,3,"1,2,3",1,1,1
chr2,3307024,3307586,3,"1,2,3",1,1,1
chr2,3379956,3380124,3,"1,2,3",1,1,1
chr2,3380501,3382739,3,"1,2,3",1,1,1
chr2,3382924,3385193,3,"1,2,3",1,1,1
chr2,3521556,3524302,3,"1,2,3",1,1,1
chr2,3583400,3584665,3,"1,2,3",1,1,1
chr2,3604178,3607368,3,"1,2,3",1,1,1
chr2,3622101,3624686,3,"1,2,3",1,1,1
chr2,3624859,3627548,3,"1,2,3",1,1,1
chr2,3652431,3652838,3,"1,2,3",1,1,1
chr2,3653175,3653746,3,"1,2,3",1,1,1
chr2,7057160,7058627,3,"1,2,3",1,1,1
chr2,7058937,7059208,3,"1,2,3",1,1,1
chr2,9101204,9101317,3,"1,2,3",1,1,1
chr2,9124630,9124720,3,"1,2,3",1,1,1
chr2,9141986,9142265,3,"1,2,3",1,1,1
chr2,9142442,9143815,3,"1,2,3",1,1,1
chr2,9144086,9145130,3,"1,2,3",1,1,1
chr2,9427677,9427881,3,"1,2,3",1,1,1
chr2,9428067,9428461,3,"1,2,3",1,1,1
chr2,9562000,9565502,3,"1,2,3",1,1,1
chr2,9676696,9677309,3,"1,2,3",1,1,1
chr2,9748484,9748641,3,"1,2,3",1,1,1
chr2,9753605,9753726,3,"1,2,3",1,1,1
chr2,9760514,9760551,3,"1,2,3",1,1,1
chr2,9760703,9760713,3,"1,2,3",1,1,1
chr2,9766347,9766590,3,"1,2,3",1,1,1
chr2,9766919,9767174,3,"1,2,3",1,1,1
chr2,9767453,9767496,3,"1,2,3",1,1,1
chr2,9842791,9842915,3,"1,2,3",1,1,1
chr2,9843163,9844310,3,"1,2,3",1,1,1
chr2,9954164,9954410,3,"1,2,3",1,1,1
chr2,10091035,10091581,3,"1,2,3",1,1,1
chr2,10091761,10092745,3,"1,2,3",1,1,1
chr2,10093383,10093417,3,"1,2,3",1,1,1
chr2,10116218,10116375,3,"1,2,3",1,1,1
chr2,10182976,10183454,3,"1,2,3",1,1,1
chr2,10183756,10184120,3,"1,2,3",1,1,1
chr2,10438133,10438154,3,"1,2,3",1,1,1
chr2,10442132,10445139,3,"1,2,3",1,1,1
chr2,10445405,10445924,3,"1,2,3",1,1,1
chr2,10586675,10589514,3,"1,2,3",1,1,1
chr2,10589820,10590377,3,"1,2,3",1,1,1
chr2,10590712,10590738,3,"1,2,3",1,1,1
chr2,10724344,10724372,3,"1,2,3",1,1,1
chr2,10724542,10724594,3,"1,2,3",1,1,1
chr2,10725132,10725283,3,"1,2,3",1,1,1
chr2,10725499,10725549,3,"1,2,3",1,1,1
chr2,10903005,10903193,3,"1,2,3",1,1,1
chr2,11343892,11343924,3,"1,2,3",1,1,1
chr2,11344248,11344366,3,"1,2,3",1,1,1
chr2,11514364,11514970,3,"1,2,3",1,1,1
chr2,11526333,11526490,3,"1,2,3",1,1,1
chr2,11528171,11528444,3,"1,2,3",1,1,1
chr2,11529535,11530569,3,"1,2,3",1,1,1
chr2,11546269,11546377,3,"1,2,3",1,1,1
chr2,11551913,11552435,3,"1,2,3",1,1,1
chr2,11604861,11607421,3,"1,2,3",1,1,1
chr2,11722600,11723088,3,"1,2,3",1,1,1
chr2,11828326,11829049,3,"1,2,3",1,1,1
chr2,12596696,12596756,3,"1,2,3",1,1,1
chr2,15699322,15699421,3,"1,2,3",1,1,1
chr2,15699662,15700782,3,"1,2,3",1,1,1
chr2,15922345,15922498,3,"1,2,3",1,1,1
chr2,15922710,15922812,3,"1,2,3",1,1,1
chr2,16079930,16080618,3,"1,2,3",1,1,1
chr2,16080958,16081296,3,"1,2,3",1,1,1
chr2,16081996,16082599,3,"1,2,3",1,1,1
chr2,16846556,16846989,3,"1,2,3",1,1,1
chr2,16847177,16847442,3,"1,2,3",1,1,1
chr2,17536693,17537536,3,"1,2,3",1,1,1
chr2,19340395,19340685,3,"1,2,3",1,1,1
chr2,19704401,19704816,3,"1,2,3",1,1,1
chr2,20001605,20001722,3,"1,2,3",1,1,1
chr2,20063024,20063123,3,"1,2,3",1,1,1
chr2,20063591,20063647,3,"1,2,3",1,1,1
chr2,20190797,20190870,3,"1,2,3",1,1,1
chr2,20208386,20209037,3,"1,2,3",1,1,1
chr2,20248332,20253153,3,"1,2,3",1,1,1
chr2,20379541,20380158,3,"1,2,3",1,1,1
chr2,20382539,20382795,3,"1,2,3",1,1,1
chr2,20383651,20383712,3,"1,2,3",1,1,1
chr2,20383993,20383999,3,"1,2,3",1,1,1
chr2,20384449,20384528,3,"1,2,3",1,1,1
chr2,20408185,20408254,3,"1,2,3",1,1,1
chr2,20491187,20491229,3,"1,2,3",1,1,1
chr2,20550448,20551776,3,"1,2,3",1,1,1
chr2,20849826,20851620,3,"1,2,3",1,1,1
chr2,20865440,20867043,3,"1,2,3",1,1,1
chr2,20867358,20867501,3,"1,2,3",1,1,1
chr2,21021513,21023399,3,"1,2,3",1,1,1
chr2,23607432,23607809,3,"1,2,3",1,1,1
chr2,23608285,23610315,3,"1,2,3",1,1,1
chr2,24014229,24014346,3,"1,2,3",1,1,1
