chrom,start,end,peak_count,files,ENCFF001XHD.bed.gz,ENCFF001XHB.bed.gz,TF_TSS_10kb_named.bed
chr2,109150886,109151490,3,"1,2,3",1,1,1
chr2,109335066,109336936,3,"1,2,3",1,1,1
chr2,109337180,109337696,3,"1,2,3",1,1,1
chr2,109599149,109599265,3,"1,2,3",1,1,1
chr2,109605411,109605775,3,"1,2,3",1,1,1
chr2,110369816,110369899,3,"1,2,3",1,1,1
chr2,110370343,110373991,3,"1,2,3",1,1,1
chr2,110401867,110402649,3,"1,2,3",1,1,1
chr2,110448623,110449047,3,"1,2,3",1,1,1
chr2,110494129,110494330,3,"1,2,3",1,1,1
chr2,110961766,110963308,3,"1,2,3",1,1,1
chr2,110968926,110970817,3,"1,2,3",1,1,1
chr2,111489635,111490986,3,"1,2,3",1,1,1
chr2,111499184,111499350,3,"1,2,3",1,1,1
chr2,111499653,111499732,3,"1,2,3",1,1,1
chr2,111874154,111875633,3,"1,2,3",1,1,1
chr2,111877914,111880138,3,"1,2,3",1,1,1
chr2,111880294,111881867,3,"1,2,3",1,1,1
chr2,111897391,111897743,3,"1,2,3",1,1,1
chr2,112221184,112221308,3,"1,2,3",1,1,1
chr2,112640329,112642763,3,"1,2,3",1,1,1
chr2,112645216,112645464,3,"1,2,3",1,1,1
chr2,112655041,112655857,3,"1,2,3",1,1,1
chr2,113011221,113013423,3,"1,2,3",1,1,1
chr2,113016822,113017829,3,"1,2,3",1,1,1
chr2,113102373,113103750,3,"1,2,3",1,1,1
chr2,113238069,113239656,3,"1,2,3",1,1,1
chr2,113239856,113241846,3,"1,2,3",1,1,1
chr2,113401954,113405815,3,"1,2,3",1,1,1
chr2,113519633,113519821,3,"1,2,3",1,1,1
chr2,113520285,113523320,3,"1,2,3",1,1,1
chr2,113835461,113836685,3,"1,2,3",1,1,1
chr2,113836838,113837522,3,"1,2,3",1,1,1
chr2,113838078,113838179,3,"1,2,3",1,1,1
chr2,113896251,113896471,3,"1,2,3",1,1,1
chr2,113992396,113993575,3,"1,2,3",1,1,1
chr2,113993759,113993831,3,"1,2,3",1,1,1
chr2,113994063,113994733,3,"1,2,3",1,1,1
chr2,114413405,114414059,3,"1,2,3",1,1,1
chr2,118845245,118847465,3,"1,2,3",1,1,1
chr2,118942779,118944374,3,"1,2,3",1,1,1
chr2,119983420,119983491,3,"1,2,3",1,1,1
chr2,120188734,120190016,3,"1,2,3",1,1,1
chr2,120234019,120234446,3,"1,2,3",1,1,1
chr2,120311460,120311732,3,"1,2,3",1,1,1
chr2,120874176,120874199,3,"1,2,3",1,1,1
chr2,121036062,121037097,3,"1,2,3",1,1,1
chr2,121071437,121071719,3,"1,2,3",1,1,1
chr2,121310151,121311295,3,"1,2,3",1,1,1
chr2,121314683,121314999,3,"1,2,3",1,1,1
chr2,121692828,121692948,3,"1,2,3",1,1,1
chr2,121793639,121793706,3,"1,2,3",1,1,1
chr2,127534314,127535190,3,"1,2,3",1,1,1
chr2,127643540,127644640,3,"1,2,3",1,1,1
chr2,127864276,127865635,3,"1,2,3",1,1,1
chr2,127886076,127886678,3,"1,2,3",1,1,1
chr2,128143159,128146452,3,"1,2,3",1,1,1
chr2,128211037,128211393,3,"1,2,3",1,1,1
chr2,128453192,128453355,3,"1,2,3",1,1,1
chr2,128576313,128576385,3,"1,2,3",1,1,1
chr2,129063021,129063996,3,"1,2,3",1,1,1
chr2,129064177,129064627,3,"1,2,3",1,1,1
chr2,129070706,129070737,3,"1,2,3",1,1,1
chr2,129071010,129071181,3,"1,2,3",1,1,1
chr2,129071487,129071924,3,"1,2,3",1,1,1
chr2,129072583,129073846,3,"1,2,3",1,1,1
chr2,129494258,129494666,3,"1,2,3",1,1,1
chr2,130289707,130289865,3,"1,2,3",1,1,1
chr2,130614902,130615045,3,"1,2,3",1,1,1
chr2,130680262,130681594,3,"1,2,3",1,1,1
chr2,130736867,130737663,3,"1,2,3",1,1,1
chr2,130738026,130738135,3,"1,2,3",1,1,1
chr2,130738415,130738568,3,"1,2,3",1,1,1
chr2,130738897,130739359,3,"1,2,3",1,1,1
chr2,130750383,130750447,3,"1,2,3",1,1,1
chr2,130937699,130939762,3,"1,2,3",1,1,1
chr2,131045896,131046978,3,"1,2,3",1,1,1
chr2,131094847,131095670,3,"1,2,3",1,1,1
chr2,131098244,131102217,3,"1,2,3",1,1,1
chr2,131112257,131114847,3,"1,2,3",1,1,1
chr2,131451194,131451340,3,"1,2,3",1,1,1
chr2,131484300,131485854,3,"1,2,3",1,1,1
chr2,131594005,131595009,3,"1,2,3",1,1,1
chr2,131721437,131722451,3,"1,2,3",1,1,1
chr2,131774761,131775199,3,"1,2,3",1,1,1
chr2,131791861,131793209,3,"1,2,3",1,1,1
chr2,132248111,132249371,3,"1,2,3",1,1,1
chr2,132249632,132252724,3,"1,2,3",1,1,1
chr2,132284828,132285470,3,"1,2,3",1,1,1
chr2,132285676,132285749,3,"1,2,3",1,1,1
chr2,132285968,132286067,3,"1,2,3",1,1,1
chr2,132286272,132286451,3,"1,2,3",1,1,1
chr2,132302073,132302205,3,"1,2,3",1,1,1
chr2,132303003,132304068,3,"1,2,3",1,1,1
chr2,132304400,132304666,3,"1,2,3",1,1,1
chr2,132304915,132305117,3,"1,2,3",1,1,1
chr2,132305340,132305877,3,"1,2,3",1,1,1
chr2,132314330,132314881,3,"1,2,3",1,1,1
chr2,132315119,132315190,3,"1,2,3",1,1,1
chr2,133110296,133111623,3,"1,2,3",1,1,1
chr2,133426220,133426238,3,"1,2,3",1,1,1
chr2,133426484,133429241,3,"1,2,3",1,1,1
chr2,134325361,134326597,3,"1,2,3",1,1,1
chr2,135674402,135675376,3,"1,2,3",1,1,1
chr2,135810191,135812153,3,"1,2,3",1,1,1
chr2,135812546,135812686,3,"1,2,3",1,1,1
chr2,135831472,135831785,3,"1,2,3",1,1,1
chr2,135832129,135832386,3,"1,2,3",1,1,1
chr2,137522054,137522098,3,"1,2,3",1,1,1
chr2,138286400,138286559,3,"1,2,3",1,1,1
chr2,142313770,142313871,3,"1,2,3",1,1,1
chr2,142886787,142887078,3,"1,2,3",1,1,1
chr2,142887229,142887498,3,"1,2,3",1,1,1
chr2,143630756,143630928,3,"1,2,3",1,1,1
chr2,143631468,143632213,3,"1,2,3",1,1,1
chr2,143634215,143639733,3,"1,2,3",1,1,1
chr2,143930194,143930445,3,"1,2,3",1,1,1
chr2,144694290,144695449,3,"1,2,3",1,1,1
chr2,148601029,148604477,3,"1,2,3",1,1,1
chr2,150170110,150170520,3,"1,2,3",1,1,1
chr2,150976648,150977328,3,"1,2,3",1,1,1
chr2,150990106,150990371,3,"1,2,3",1,1,1
chr2,151010496,151010598,3,"1,2,3",1,1,1
chr2,152117016,152118853,3,"1,2,3",1,1,1
chr2,152882160,152882662,3,"1,2,3",1,1,1
chr2,153338182,153338529,3,"1,2,3",1,1,1
chr2,154688093,154688138,3,"1,2,3",1,1,1
chr2,155097694,155097742,3,"1,2,3",1,1,1
chr2,156013996,156014179,3,"1,2,3",1,1,1
chr2,156328615,156328838,3,"1,2,3",1,1,1
chr2,156329159,156329334,3,"1,2,3",1,1,1
chr2,157186390,157188864,3,"1,2,3",1,1,1
chr2,157255058,157258666,3,"1,2,3",1,1,1
chr2,157262043,157262044,3,"1,2,3",1,1,1
chr2,157262273,157262278,3,"1,2,3",1,1,1
chr2,157291547,157295865,3,"1,2,3",1,1,1
chr2,157323484,157323904,3,"1,2,3",1,1,1
chr2,157324230,157324291,3,"1,2,3",1,1,1
chr2,157446022,157446147,3,"1,2,3",1,1,1
chr2,158453726,158454333,3,"1,2,3",1,1,1
chr2,158682154,158682752,3,"1,2,3",1,1,1
chr2,159036423,159036505,3,"1,2,3",1,1,1
chr2,159047475,159048299,3,"1,2,3",1,1,1
chr2,159312311,159316877,3,"1,2,3",1,1,1
chr2,159317270,159317694,3,"1,2,3",1,1,1
chr2,159610053,159610850,3,"1,2,3",1,1,1
chr2,159705197,159705380,3,"1,2,3",1,1,1
chr2,160106243,160106441,3,"1,2,3",1,1,1
chr2,160106711,160106894,3,"1,2,3",1,1,1
chr2,161055631,161055894,3,"1,2,3",1,1,1
chr2,161056133,161057001,3,"1,2,3",1,1,1
chr2,161098306,161098603,3,"1,2,3",1,1,1
chr2,161126908,161127492,3,"1,2,3",1,1,1
chr2,161348250,161351304,3,"1,2,3",1,1,1
chr2,161920008,161920058,3,"1,2,3",1,1,1
chr2,161920210,161920216,3,"1,2,3",1,1,1
chr2,161991086,161992240,3,"1,2,3",1,1,1
chr2,162093702,162095832,3,"1,2,3",1,1,1
chr2,162100391,162101603,3,"1,2,3",1,1,1
chr2,162101771,162102453,3,"1,2,3",1,1,1
chr2,162135105,162135347,3,"1,2,3",1,1,1
chr2,162135509,162135666,3,"1,2,3",1,1,1
chr2,162135821,162135955,3,"1,2,3",1,1,1
chr2,162136138,162136306,3,"1,2,3",1,1,1
chr2,162136459,162136897,3,"1,2,3",1,1,1
chr2,162137143,162137369,3,"1,2,3",1,1,1
chr2,162137531,162138407,3,"1,2,3",1,1,1
chr2,162138815,162139169,3,"1,2,3",1,1,1
chr2,162139478,162139678,3,"1,2,3",1,1,1
chr2,162163666,162167313,3,"1,2,3",1,1,1
chr2,162270462,162272580,3,"1,2,3",1,1,1
chr2,163157553,163157809,3,"1,2,3",1,1,1
chr2,163588455,163589347,3,"1,2,3",1,1,1
chr2,163589534,163590207,3,"1,2,3",1,1,1
chr2,163747157,163747302,3,"1,2,3",1,1,1
chr2,164204394,164205973,3,"1,2,3",1,1,1
chr2,165475925,165475991,3,"1,2,3",1,1,1
chr2,165476665,165479303,3,"1,2,3",1,1,1
chr2,165811314,165812426,3,"1,2,3",1,1,1
chr2,165924481,165925075,3,"1,2,3",1,1,1
chr2,169065247,169065368,3,"1,2,3",1,1,1
chr2,169067065,169067616,3,"1,2,3",1,1,1
chr2,169068252,169068349,3,"1,2,3",1,1,1
chr2,169068778,169068966,3,"1,2,3",1,1,1
chr2,169099586,169100360,3,"1,2,3",1,1,1
chr2,169100937,169100978,3,"1,2,3",1,1,1
chr2,169101907,169105144,3,"1,2,3",1,1,1
chr2,169820931,169820966,3,"1,2,3",1,1,1
chr2,170186106,170186697,3,"1,2,3",1,1,1
chr2,170335029,170337087,3,"1,2,3",1,1,1
chr2,170591662,170591853,3,"1,2,3",1,1,1
chr2,170623928,170624295,3,"1,2,3",1,1,1
chr2,170624664,170625709,3,"1,2,3",1,1,1
chr2,170982668,170982772,3,"1,2,3",1,1,1
chr2,171783857,171785493,3,"1,2,3",1,1,1
chr2,171785681,171788171,3,"1,2,3",1,1,1
chr2,171788719,171788977,3,"1,2,3",1,1,1
chr2,171926162,171926360,3,"1,2,3",1,1,1
chr2,172430914,172431092,3,"1,2,3",1,1,1
chr2,172455478,172455688,3,"1,2,3",1,1,1
chr2,172545373,172545716,3,"1,2,3",1,1,1
chr2,172546068,172546230,3,"1,2,3",1,1,1
chr2,172886520,172887405,3,"1,2,3",1,1,1
chr2,172896682,172896971,3,"1,2,3",1,1,1
chr2,172903007,172903349,3,"1,2,3",1,1,1
chr2,172903588,172903734,3,"1,2,3",1,1,1
chr2,173164466,173164816,3,"1,2,3",1,1,1
chr2,173291511,173293476,3,"1,2,3",1,1,1
chr2,173306608,173306947,3,"1,2,3",1,1,1
chr2,173329956,173330744,3,"1,2,3",1,1,1
chr2,173421349,173422289,3,"1,2,3",1,1,1
chr2,173818597,173819871,3,"1,2,3",1,1,1
chr2,173886648,173886956,3,"1,2,3",1,1,1
chr2,173902259,173902297,3,"1,2,3",1,1,1
chr2,173902661,173902954,3,"1,2,3",1,1,1
chr2,173909368,173909822,3,"1,2,3",1,1,1
chr2,173913995,173914139,3,"1,2,3",1,1,1
chr2,173974491,173974562,3,"1,2,3",1,1,1
chr2,174313507,174314120,3,"1,2,3",1,1,1
chr2,174397633,174397766,3,"1,2,3",1,1,1
chr2,174398011,174398929,3,"1,2,3",1,1,1
chr2,174399116,174399481,3,"1,2,3",1,1,1
chr2,174435628,174437484,3,"1,2,3",1,1,1
chr2,174495623,174496083,3,"1,2,3",1,1,1
chr2,174545467,174545686,3,"1,2,3",1,1,1
chr2,174719501,174719760,3,"1,2,3",1,1,1
chr2,174737763,174738428,3,"1,2,3",1,1,1
chr2,174779277,174779401,3,"1,2,3",1,1,1
chr2,174809079,174809084,3,"1,2,3",1,1,1
chr2,175192740,175193791,3,"1,2,3",1,1,1
chr2,175259009,175261771,3,"1,2,3",1,1,1
chr2,175892761,175893728,3,"1,2,3",1,1,1
chr2,176068201,176068513,3,"1,2,3",1,1,1
chr2,176728904,176729331,3,"1,2,3",1,1,1
chr2,176926805,176927047,3,"1,2,3",1,1,1
chr2,176937958,176938098,3,"1,2,3",1,1,1
chr2,176983825,176984161,3,"1,2,3",1,1,1
chr2,176991976,176992235,3,"1,2,3",1,1,1
chr2,176994561,176997338,3,"1,2,3",1,1,1
chr2,176997550,176997566,3,"1,2,3",1,1,1
chr2,177133277,177135659,3,"1,2,3",1,1,1
chr2,177259926,177260469,3,"1,2,3",1,1,1
chr2,178012468,178013905,3,"1,2,3",1,1,1
chr2,178026564,178027233,3,"1,2,3",1,1,1
chr2,178029050,178030120,3,"1,2,3",1,1,1
chr2,178098538,178098760,3,"1,2,3",1,1,1
chr2,178104944,178105109,3,"1,2,3",1,1,1
chr2,178106679,178108176,3,"1,2,3",1,1,1
chr2,178109833,178110055,3,"1,2,3",1,1,1
chr2,178416652,178418622,3,"1,2,3",1,1,1
chr2,178482667,178484239,3,"1,2,3",1,1,1
chr2,178770486,178770909,3,"1,2,3",1,1,1
chr2,178997131,178997422,3,"1,2,3",1,1,1
chr2,179277755,179279899,3,"1,2,3",1,1,1
chr2,180870698,180872350,3,"1,2,3",1,1,1
chr2,183899789,183899917,3,"1,2,3",1,1,1
chr2,183900435,183904224,3,"1,2,3",1,1,1
chr2,186154145,186155363,3,"1,2,3",1,1,1
chr2,187349454,187353129,3,"1,2,3",1,1,1
chr2,187454230,187457433,3,"1,2,3",1,1,1
chr2,187466727,187467075,3,"1,2,3",1,1,1
chr2,187713338,187714515,3,"1,2,3",1,1,1
chr2,187816026,187817230,3,"1,2,3",1,1,1
chr2,188590014,188590081,3,"1,2,3",1,1,1
chr2,190183484,190184167,3,"1,2,3",1,1,1
chr2,190184486,190184614,3,"1,2,3",1,1,1
chr2,190498296,190498575,3,"1,2,3",1,1,1
chr2,190525553,190525723,3,"1,2,3",1,1,1
chr2,190526068,190527639,3,"1,2,3",1,1,1
chr2,190538626,190540738,3,"1,2,3",1,1,1
chr2,190563169,190563264,3,"1,2,3",1,1,1
chr2,190646972,190650517,3,"1,2,3",1,1,1
chr2,191182794,191184233,3,"1,2,3",1,1,1
chr2,191844337,191845871,3,"1,2,3",1,1,1
chr2,191875666,191876200,3,"1,2,3",1,1,1
chr2,191876652,191876840,3,"1,2,3",1,1,1
chr2,191877147,191879975,3,"1,2,3",1,1,1
chr2,191884532,191886677,3,"1,2,3",1,1,1
chr2,192623587,192623895,3,"1,2,3",1,1,1
chr2,196187222,196187314,3,"1,2,3",1,1,1
chr2,197034154,197037055,3,"1,2,3",1,1,1
chr2,197318604,197318614,3,"1,2,3",1,1,1
chr2,197391875,197391900,3,"1,2,3",1,1,1
chr2,197392190,197392859,3,"1,2,3",1,1,1
chr2,197451198,197451375,3,"1,2,3",1,1,1
chr2,197456623,197459239,3,"1,2,3",1,1,1
chr2,197503365,197505669,3,"1,2,3",1,1,1
chr2,198296753,198301335,3,"1,2,3",1,1,1
chr2,198568996,198572846,3,"1,2,3",1,1,1
chr2,198573209,198573826,3,"1,2,3",1,1,1
chr2,200714567,200716399,3,"1,2,3",1,1,1
chr2,200775126,200777843,3,"1,2,3",1,1,1
chr2,200779245,200779596,3,"1,2,3",1,1,1
chr2,200787638,200787783,3,"1,2,3",1,1,1
chr2,200817950,200818121,3,"1,2,3",1,1,1
chr2,200818364,200822340,3,"1,2,3",1,1,1
chr2,200822626,200822836,3,"1,2,3",1,1,1
chr2,200844527,200844922,3,"1,2,3",1,1,1
chr2,201107840,201108386,3,"1,2,3",1,1,1
chr2,201123978,201124900,3,"1,2,3",1,1,1
chr2,201170085,201173503,3,"1,2,3",1,1,1
chr2,201173752,201174062,3,"1,2,3",1,1,1
chr2,201219535,201219625,3,"1,2,3",1,1,1
chr2,201238582,201239181,3,"1,2,3",1,1,1
chr2,201373535,201375457,3,"1,2,3",1,1,1
chr2,201390083,201392569,3,"1,2,3",1,1,1
chr2,201612612,201613002,3,"1,2,3",1,1,1
chr2,201616644,201616651,3,"1,2,3",1,1,1
chr2,201621575,201621968,3,"1,2,3",1,1,1
chr2,201630763,201630795,3,"1,2,3",1,1,1
chr2,201651454,201652411,3,"1,2,3",1,1,1
chr2,201752737,201756565,3,"1,2,3",1,1,1
chr2,201826152,201830152,3,"1,2,3",1,1,1
chr2,201933878,201934221,3,"1,2,3",1,1,1
chr2,201935009,201937439,3,"1,2,3",1,1,1
chr2,202040872,202040964,3,"1,2,3",1,1,1
chr2,202122379,202124320,3,"1,2,3",1,1,1
chr2,202222589,202222669,3,"1,2,3",1,1,1
chr2,202271538,202271678,3,"1,2,3",1,1,1
chr2,202271965,202272212,3,"1,2,3",1,1,1
chr2,202506452,202509091,3,"1,2,3",1,1,1
chr2,202644426,202645188,3,"1,2,3",1,1,1
chr2,202831699,202831834,3,"1,2,3",1,1,1
chr2,202903819,202904145,3,"1,2,3",1,1,1
chr2,203238830,203244961,3,"1,2,3",1,1,1
chr2,203245187,203245254,3,"1,2,3",1,1,1
chr2,203696475,203696503,3,"1,2,3",1,1,1
chr2,203774738,203777041,3,"1,2,3",1,1,1
chr2,203777235,203777369,3,"1,2,3",1,1,1
chr2,203777619,203778167,3,"1,2,3",1,1,1
chr2,203877541,203877603,3,"1,2,3",1,1,1
chr2,205890630,205890651,3,"1,2,3",1,1,1
chr2,206635852,206636199,3,"1,2,3",1,1,1
chr2,206640997,206641278,3,"1,2,3",1,1,1
chr2,206766676,206767308,3,"1,2,3",1,1,1
chr2,206790434,206791103,3,"1,2,3",1,1,1
chr2,206812723,206812846,3,"1,2,3",1,1,1
chr2,206948206,206949554,3,"1,2,3",1,1,1
chr2,207077617,207078446,3,"1,2,3",1,1,1
chr2,207665518,207665706,3,"1,2,3",1,1,1
chr2,207865533,207865950,3,"1,2,3",1,1,1
chr2,208027892,208032360,3,"1,2,3",1,1,1
chr2,210232833,210234263,3,"1,2,3",1,1,1
chr2,210288053,210288544,3,"1,2,3",1,1,1
chr2,210288754,210290155,3,"1,2,3",1,1,1
chr2,211113592,211114165,3,"1,2,3",1,1,1
chr2,211367865,211368428,3,"1,2,3",1,1,1
chr2,212841840,212842161,3,"1,2,3",1,1,1
chr2,213756886,213757436,3,"1,2,3",1,1,1
chr2,214044507,214044577,3,"1,2,3",1,1,1
chr2,214933897,214934339,3,"1,2,3",1,1,1
chr2,215274784,215275887,3,"1,2,3",1,1,1
chr2,215276079,215276221,3,"1,2,3",1,1,1
chr2,216000446,216003762,3,"1,2,3",1,1,1
chr2,216078332,216078579,3,"1,2,3",1,1,1
chr2,216078805,216078895,3,"1,2,3",1,1,1
chr2,216103543,216103606,3,"1,2,3",1,1,1
chr2,216159470,216160056,3,"1,2,3",1,1,1
chr2,216174412,216174764,3,"1,2,3",1,1,1
chr2,216175041,216179234,3,"1,2,3",1,1,1
chr2,216179470,216180517,3,"1,2,3",1,1,1
chr2,216226888,216226983,3,"1,2,3",1,1,1
chr2,216300072,216302053,3,"1,2,3",1,1,1
chr2,216307219,216307312,3,"1,2,3",1,1,1
chr2,216483977,216484556,3,"1,2,3",1,1,1
chr2,216794687,216794912,3,"1,2,3",1,1,1
chr2,216795084,216796613,3,"1,2,3",1,1,1
chr2,216846569,216846760,3,"1,2,3",1,1,1
chr2,216847030,216847206,3,"1,2,3",1,1,1
chr2,216847392,216848354,3,"1,2,3",1,1,1
chr2,216866087,216866286,3,"1,2,3",1,1,1
chr2,216867058,216867383,3,"1,2,3",1,1,1
chr2,216870624,216871945,3,"1,2,3",1,1,1
chr2,216873260,216873479,3,"1,2,3",1,1,1
chr2,216874119,216874317,3,"1,2,3",1,1,1
chr2,216874555,216875134,3,"1,2,3",1,1,1
chr2,216875379,216878747,3,"1,2,3",1,1,1
chr2,217180489,217181146,3,"1,2,3",1,1,1
chr2,217276456,217278197,3,"1,2,3",1,1,1
chr2,218261068,218261219,3,"1,2,3",1,1,1
chr2,218375644,218376016,3,"1,2,3",1,1,1
chr2,218571580,218572394,3,"1,2,3",1,1,1
chr2,218650417,218650713,3,"1,2,3",1,1,1
chr2,218808690,218809157,3,"1,2,3",1,1,1
chr2,218830614,218830834,3,"1,2,3",1,1,1
chr2,218842994,218843761,3,"1,2,3",1,1,1
chr2,218843996,218844103,3,"1,2,3",1,1,1
chr2,218853060,218853260,3,"1,2,3",1,1,1
chr2,218874646,218875808,3,"1,2,3",1,1,1
chr2,219051248,219051557,3,"1,2,3",1,1,1
chr2,219080636,219084022,3,"1,2,3",1,1,1
chr2,219084381,219084462,3,"1,2,3",1,1,1
chr2,219187136,219189331,3,"1,2,3",1,1,1
chr2,219232074,219233106,3,"1,2,3",1,1,1
chr2,219252210,219252351,3,"1,2,3",1,1,1
chr2,219260211,219263243,3,"1,2,3",1,1,1
chr2,219270436,219271121,3,"1,2,3",1,1,1
chr2,219271283,219272480,3,"1,2,3",1,1,1
chr2,219430863,219436203,3,"1,2,3",1,1,1
chr2,219472156,219472440,3,"1,2,3",1,1,1
chr2,219522887,219524170,3,"1,2,3",1,1,1
chr2,219535507,219537967,3,"1,2,3",1,1,1
chr2,219575151,219576732,3,"1,2,3",1,1,1
chr2,220040235,220044681,3,"1,2,3",1,1,1
chr2,220095656,220096072,3,"1,2,3",1,1,1
chr2,220109367,220111251,3,"1,2,3",1,1,1
chr2,220111777,220111783,3,"1,2,3",1,1,1
chr2,220113627,220114322,3,"1,2,3",1,1,1
chr2,220118027,220119650,3,"1,2,3",1,1,1
chr2,220441710,220441862,3,"1,2,3",1,1,1
chr2,221601429,221601696,3,"1,2,3",1,1,1
chr2,221965395,221965586,3,"1,2,3",1,1,1
chr2,221965764,221965881,3,"1,2,3",1,1,1
chr2,222311897,222312395,3,"1,2,3",1,1,1
chr2,222427124,222427469,3,"1,2,3",1,1,1
chr2,222428440,222428551,3,"1,2,3",1,1,1
chr2,222429995,222431466,3,"1,2,3",1,1,1
chr2,222431800,222434517,3,"1,2,3",1,1,1
chr2,222917654,222918039,3,"1,2,3",1,1,1
chr2,223702118,223702852,3,"1,2,3",1,1,1
chr2,223707219,223707637,3,"1,2,3",1,1,1
chr2,223964983,223965219,3,"1,2,3",1,1,1
chr2,223965466,223965660,3,"1,2,3",1,1,1
chr2,223965986,223966082,3,"1,2,3",1,1,1
chr2,224466805,224467497,3,"1,2,3",1,1,1
chr2,224477375,224478535,3,"1,2,3",1,1,1
chr2,224505660,224505832,3,"1,2,3",1,1,1
chr2,224506261,224506459,3,"1,2,3",1,1,1
chr2,224773260,224773304,3,"1,2,3",1,1,1
chr2,227617674,227617730,3,"1,2,3",1,1,1
chr2,227972115,227972334,3,"1,2,3",1,1,1
chr2,229614182,229614425,3,"1,2,3",1,1,1
chr2,229998284,229998297,3,"1,2,3",1,1,1
chr2,230578665,230578814,3,"1,2,3",1,1,1
chr2,230579124,230579998,3,"1,2,3",1,1,1
chr2,230995584,230996092,3,"1,2,3",1,1,1
chr2,231035246,231035370,3,"1,2,3",1,1,1
chr2,231191628,231192350,3,"1,2,3",1,1,1
chr2,231200383,231200431,3,"1,2,3",1,1,1
chr2,231207207,231208277,3,"1,2,3",1,1,1
chr2,231576772,231579755,3,"1,2,3",1,1,1
chr2,231580156,231580248,3,"1,2,3",1,1,1
chr2,231602013,231602901,3,"1,2,3",1,1,1
chr2,231729076,231730194,3,"1,2,3",1,1,1
chr2,231773534,231773614,3,"1,2,3",1,1,1
chr2,231901820,231902242,3,"1,2,3",1,1,1
chr2,231917090,231918121,3,"1,2,3",1,1,1
chr2,231920903,231920918,3,"1,2,3",1,1,1
chr2,231921182,231923351,3,"1,2,3",1,1,1
chr2,232337073,232337359,3,"1,2,3",1,1,1
chr2,232337731,232338341,3,"1,2,3",1,1,1
chr2,232347525,232347945,3,"1,2,3",1,1,1
chr2,232378122,232380090,3,"1,2,3",1,1,1
chr2,232455388,232455408,3,"1,2,3",1,1,1
chr2,232469827,232470240,3,"1,2,3",1,1,1
chr2,232477701,232477781,3,"1,2,3",1,1,1
chr2,232478079,232478280,3,"1,2,3",1,1,1
chr2,232478589,232478807,3,"1,2,3",1,1,1
chr2,232479279,232479494,3,"1,2,3",1,1,1
chr2,232485702,232486812,3,"1,2,3",1,1,1
chr2,232513510,232513634,3,"1,2,3",1,1,1
chr2,232526438,232526933,3,"1,2,3",1,1,1
chr2,232527184,232527719,3,"1,2,3",1,1,1
chr2,232530428,232532318,3,"1,2,3",1,1,1
chr2,232539766,232539826,3,"1,2,3",1,1,1
chr2,232545440,232545605,3,"1,2,3",1,1,1
chr2,232545884,232546492,3,"1,2,3",1,1,1
chr2,232552261,232552408,3,"1,2,3",1,1,1
chr2,232570948,232572757,3,"1,2,3",1,1,1
chr2,232573139,232577453,3,"1,2,3",1,1,1
chr2,232644812,232647479,3,"1,2,3",1,1,1
chr2,232650345,232652352,3,"1,2,3",1,1,1
chr2,232789584,232791669,3,"1,2,3",1,1,1
chr2,232850486,232851241,3,"1,2,3",1,1,1
chr2,233219755,233219945,3,"1,2,3",1,1,1
chr2,233285109,233285973,3,"1,2,3",1,1,1
chr2,233470327,233471339,3,"1,2,3",1,1,1
chr2,233740160,233741786,3,"1,2,3",1,1,1
chr2,233755548,233756147,3,"1,2,3",1,1,1
chr2,234330762,234331519,3,"1,2,3",1,1,1
chr2,234492174,234492607,3,"1,2,3",1,1,1
chr2,235783296,235783519,3,"1,2,3",1,1,1
chr2,235887233,235887405,3,"1,2,3",1,1,1
chr2,235889821,235891222,3,"1,2,3",1,1,1
chr2,236172270,236172827,3,"1,2,3",1,1,1
chr2,236377357,236377560,3,"1,2,3",1,1,1
chr2,236401894,236402431,3,"1,2,3",1,1,1
chr2,236402813,236405467,3,"1,2,3",1,1,1
chr2,236405813,236406063,3,"1,2,3",1,1,1
chr2,236410266,236410620,3,"1,2,3",1,1,1
chr2,236414125,236414432,3,"1,2,3",1,1,1
chr2,236415022,236416377,3,"1,2,3",1,1,1
chr2,236574426,236575342,3,"1,2,3",1,1,1
chr2,237075387,237077198,3,"1,2,3",1,1,1
chr2,237086660,237087835,3,"1,2,3",1,1,1
chr2,237478091,237482573,3,"1,2,3",1,1,1
chr2,237482787,237482877,3,"1,2,3",1,1,1
chr2,237483151,237483835,3,"1,2,3",1,1,1
chr2,237969399,237969452,3,"1,2,3",1,1,1
chr2,238318923,238319239,3,"1,2,3",1,1,1
chr2,238330075,238330441,3,"1,2,3",1,1,1
chr2,238405029,238405103,3,"1,2,3",1,1,1
chr2,238405364,238405689,3,"1,2,3",1,1,1
chr2,238410760,238411094,3,"1,2,3",1,1,1
chr2,238500690,238501190,3,"1,2,3",1,1,1
chr2,238968350,238970973,3,"1,2,3",1,1,1
chr2,239067803,239068236,3,"1,2,3",1,1,1
chr2,239298764,239299384,3,"1,2,3",1,1,1
chr2,239772809,239772857,3,"1,2,3",1,1,1
chr2,240079636,240079765,3,"1,2,3",1,1,1
chr2,240103396,240104574,3,"1,2,3",1,1,1
chr2,240866793,240867391,3,"1,2,3",1,1,1
chr2,240963371,240964617,3,"1,2,3",1,1,1
chr2,241000760,241000802,3,"1,2,3",1,1,1
chr2,241008987,241009212,3,"1,2,3",1,1,1
chr2,241073627,241076683,3,"1,2,3",1,1,1
